,time,room_id,acu_id,setting_t,setting_h,cp_status,fan_speed,return_t,fd_status,fd_degree,mode,temp,group_temp,active_power,acu_power,outdoor_t,outdoor_h
0,2021040910,HXXID5,艾特网能空调1706,25.0,50.0,1,52.0,26.3,1,36.0,1,26.084615384615386,"[26.1, 25.2, 25.6, 25.2, 24.7, 25.1, 25.1, 26.0, 26.2, 26.3, 29.1, 29.1, 25.4]",4.401,2.092,23.7,61.6
1,2021040910,HXXID5,艾特网能空调1704,25.0,50.0,1,52.0,26.3,1,34.0,1,24.045333333333335,"[24.09, 23.1, 22.3, 22.7, 23.0, 22.8, 22.3, 24.09, 25.9, 26.2, 25.8, 26.2, 24.3, 24.4, 23.5]",14.307000000000002,2.082,23.7,61.6
2,2021040910,HXXID5,艾特网能空调1705,25.0,50.0,0,0.0,25.9,0,0.0,1,24.281249999999996,"[24.4, 25.3, 24.9, 26.0, 25.5, 26.6, 25.6, 23.8, 22.6, 22.5, 22.5, 22.9, 23.2, 23.6, 24.7, 24.4]",3.232,0.022000000000000002,23.7,61.6
3,2021040910,HXXID5,艾特网能空调1707,25.0,50.0,0,0.0,26.7,0,0.0,1,23.680625,"[23.3, 23.0, 23.0, 23.6, 23.6, 24.3, 26.0, 23.9, 24.1, 23.5, 24.0, 22.5, 23.5, 23.1, 23.4, 24.09]",15.811000000000002,0.0,23.7,61.6
4,2021040910,HXXID5,艾特网能空调1708,25.0,50.0,1,58.0,25.9,1,28.0,1,24.292941176470585,"[25.6, 23.3, 23.5, 24.5, 26.2, 24.09, 23.7, 24.0, 23.5, 24.8, 24.2, 24.0, 24.6, 24.7, 24.09, 24.8, 23.4]",9.358999999999998,2.551,23.7,61.6
5,2021040910,HXXID5,艾特网能空调1709,24.0,60.0,1,46.0,24.7,1,34.0,1,25.41666666666667,"[26.1, 24.8, 25.5, 26.2, 26.6, 24.9, 23.8, 25.5, 25.0, 25.5, 25.8, 25.3]",4.167,1.54,23.7,61.6
6,2021040910,HXXID5,艾特网能空调1710,25.0,50.0,0,0.0,25.0,0,0.0,1,25.599411764705888,"[28.6, 26.6, 27.6, 34.0, 23.8, 24.09, 23.7, 24.3, 25.0, 27.0, 26.2, 25.7, 23.6, 23.2, 24.6, 24.6, 22.6]",13.939,0.0,23.7,61.6
7,2021040910,HXXID5,艾特网能空调1703,24.0,50.0,1,76.0,25.7,1,46.0,1,24.27692307692308,"[23.5, 24.0, 25.0, 23.1, 24.3, 24.5, 24.3, 26.3, 23.8, 23.3, 23.8, 25.3, 24.4]",17.144000000000002,5.075,23.7,61.6
8,2021040911,HXXID5,艾特网能空调1704,25.0,50.0,1,53.0,26.4,1,36.0,1,24.30533333333334,"[24.09, 23.1, 22.9, 23.3, 23.6, 23.3, 23.0, 24.09, 26.0, 26.3, 26.0, 26.1, 24.5, 24.6, 23.7]",14.307000000000002,2.082,24.6,58.3
9,2021040911,HXXID5,艾特网能空调1705,25.0,50.0,0,0.0,25.8,0,0.0,1,24.281250000000004,"[24.3, 25.2, 25.0, 25.6, 24.9, 26.3, 25.3, 24.1, 22.8, 22.8, 22.9, 23.0, 23.3, 23.5, 25.0, 24.5]",3.232,0.022000000000000002,24.6,58.3
10,2021040911,HXXID5,艾特网能空调1706,25.0,50.0,1,52.0,26.3,1,34.0,1,25.992307692307694,"[26.0, 24.8, 25.6, 24.8, 24.6, 24.9, 25.1, 26.0, 25.8, 25.8, 29.5, 29.7, 25.3]",4.401,2.092,24.6,58.3
11,2021040911,HXXID5,艾特网能空调1707,25.0,50.0,0,0.0,26.7,0,0.0,1,23.486874999999994,"[23.1, 23.0, 23.2, 23.1, 23.6, 24.2, 25.6, 23.5, 24.1, 23.6, 23.8, 22.5, 22.9, 22.5, 23.0, 24.09]",15.811000000000002,0.0,24.6,58.3
12,2021040911,HXXID5,艾特网能空调1708,25.0,50.0,1,55.0,25.8,1,28.0,1,24.26352941176471,"[25.8, 23.3, 23.1, 24.5, 25.8, 24.09, 23.5, 23.6, 23.3, 24.8, 24.3, 24.1, 24.8, 24.6, 24.09, 25.0, 23.8]",9.358999999999998,2.551,24.6,58.3
13,2021040911,HXXID5,艾特网能空调1709,24.0,60.0,1,49.0,25.0,1,38.0,1,25.274999999999995,"[25.7, 24.0, 25.4, 26.1, 26.6, 24.9, 23.6, 25.3, 24.6, 25.6, 26.0, 25.5]",4.167,1.54,24.6,58.3
14,2021040911,HXXID5,艾特网能空调1703,24.0,50.0,1,75.0,25.5,1,40.0,1,24.830769230769228,"[23.5, 24.3, 25.5, 23.8, 25.0, 25.2, 24.9, 26.8, 24.5, 24.0, 24.4, 25.9, 25.0]",17.144000000000002,5.075,24.6,58.3
