time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,1510228_c,1510228_h,1510228_p,1510228_r,1510228_s,1510229_c,1510229_h,1510229_r,1510229_s
2023-06-01 05:10:00,27.9,23.68,34.4,24.4,29.4,27.1,27.1,[27.1],1.0,34.4,76.4,25.7,25.0,0.0,24.4,28.3,28.0
2023-06-01 05:15:00,27.9,23.68,33.7,24.4,29.05,27.0,27.0,[27.0],1.0,33.7,73.8,25.9,25.0,0.0,24.4,28.2,28.0
2023-06-01 05:20:00,27.9,23.68,33.6,24.3,28.950000000000003,26.9,26.9,[26.9],1.0,33.6,76.7,25.8,25.0,0.0,24.3,28.1,28.0
2023-06-01 05:25:00,27.9,23.68,33.6,24.2,28.9,26.9,26.9,[26.9],1.0,33.6,74.5,25.6,25.0,0.0,24.2,28.1,28.0
2023-06-01 05:30:00,27.9,23.68,33.5,24.1,28.8,26.9,26.9,[26.9],1.0,33.5,74.2,25.6,25.0,0.0,24.1,28.0,28.0
2023-06-01 05:35:00,27.9,23.68,33.4,23.9,28.65,26.8,26.8,[26.8],1.0,33.4,38.0,25.8,26.0,0.0,23.9,28.0,28.0
2023-06-01 05:40:00,27.9,23.68,,,,26.9,26.9,[26.9],1.0,,38.1,26.8,26.0,0.0,,28.0,28.0
2023-06-01 05:45:00,27.9,23.68,34.0,25.7,29.85,27.0,27.0,[27.0],1.0,34.0,72.0,27.2,26.0,0.0,25.7,28.1,28.0
2023-06-01 05:50:00,27.9,23.68,34.6,25.7,30.15,27.1,27.1,[27.1],1.0,34.6,71.9,26.7,26.0,0.0,25.7,28.2,28.0
2023-06-01 05:55:00,27.9,23.68,34.8,25.2,30.0,27.0,27.0,[27.0],1.0,34.8,72.1,26.7,26.0,0.0,25.2,28.3,28.0
2023-06-01 06:00:00,27.9,23.68,35.0,24.9,29.95,27.0,27.0,[27.0],1.0,35.0,72.0,26.6,26.0,0.0,24.9,28.4,28.0
2023-06-01 06:05:00,27.9,23.68,35.1,24.7,29.9,27.0,27.0,[27.0],1.0,35.1,71.4,26.6,26.0,0.0,24.7,28.4,28.0
2023-06-01 06:10:00,27.9,23.68,35.0,24.6,29.8,27.0,27.0,[27.0],1.0,35.0,72.6,26.5,26.0,0.0,24.6,28.5,28.0
2023-06-01 06:15:00,27.9,23.68,35.1,24.6,29.85,27.0,27.0,[27.0],1.0,35.1,71.2,26.5,26.0,0.0,24.6,28.5,28.0
2023-06-01 06:20:00,27.9,23.68,35.2,24.6,29.9,27.0,27.0,[27.0],1.0,35.2,70.8,26.6,26.0,0.0,24.6,28.5,28.0
2023-06-01 06:25:00,27.9,23.68,35.2,24.6,29.9,27.0,27.0,[27.0],1.0,35.2,71.4,26.5,26.0,0.0,24.6,28.6,28.0
2023-06-01 06:30:00,27.9,23.68,35.3,24.5,29.9,27.0,27.0,[27.0],1.0,35.3,72.0,26.5,26.0,0.0,24.5,28.6,28.0
2023-06-01 06:35:00,27.9,23.68,35.3,24.5,29.9,27.0,27.0,[27.0],1.0,35.3,71.9,26.5,25.0,0.0,24.5,28.6,28.0
2023-06-01 06:40:00,27.9,23.68,35.3,24.5,29.9,26.9,26.9,[26.9],1.0,35.3,71.6,26.5,25.0,0.0,24.5,28.6,28.0
2023-06-01 06:45:00,27.9,23.68,35.4,24.5,29.95,27.0,27.0,[27.0],1.0,35.4,71.2,26.5,25.0,0.0,24.5,28.7,28.0
2023-06-01 06:50:00,27.9,23.68,35.4,24.5,29.95,27.0,27.0,[27.0],1.0,35.4,71.4,26.5,25.0,0.0,24.5,28.7,28.0
2023-06-01 06:55:00,27.9,23.68,35.4,24.5,29.95,27.0,27.0,[27.0],1.0,35.4,71.2,26.4,25.0,0.0,24.5,28.7,28.0
2023-06-01 07:00:00,27.9,23.68,35.4,24.4,29.9,27.0,27.0,[27.0],1.0,35.4,71.8,26.5,25.0,0.0,24.4,28.7,28.0
2023-06-01 07:05:00,27.9,23.68,35.4,24.4,29.9,27.0,27.0,[27.0],1.0,35.4,71.5,26.5,26.0,0.0,24.4,28.7,28.0
2023-06-01 07:10:00,27.9,23.68,35.5,24.5,30.0,27.0,27.0,[27.0],1.0,35.5,,26.7,26.0,0.0,24.5,28.7,28.0
2023-06-01 07:15:00,27.9,23.68,35.5,24.5,30.0,27.0,27.0,[27.0],1.0,35.5,71.6,26.7,26.0,0.0,24.5,28.8,28.0
2023-06-01 07:20:00,27.9,23.68,35.5,24.5,30.0,27.0,27.0,[27.0],1.0,35.5,71.9,26.6,26.0,0.0,24.5,28.8,28.0
2023-06-01 07:25:00,27.9,23.68,35.5,24.6,30.05,27.0,27.0,[27.0],1.0,35.5,71.0,26.6,26.0,0.0,24.6,28.8,28.0
2023-06-01 07:30:00,27.9,23.68,35.5,24.6,30.05,27.0,27.0,[27.0],1.0,35.5,70.4,26.5,26.0,0.0,24.6,28.8,28.0
2023-06-01 07:35:00,27.9,23.68,35.5,24.5,30.0,27.0,27.0,[27.0],1.0,35.5,69.7,26.6,25.0,0.0,24.5,28.8,28.0
2023-06-01 07:40:00,27.9,23.68,35.5,24.5,30.0,27.0,27.0,[27.0],1.0,35.5,72.0,26.6,25.0,0.0,24.5,28.8,28.0
2023-06-01 07:45:00,27.9,23.68,35.5,24.5,30.0,26.9,26.9,[26.9],1.0,35.5,71.9,26.5,25.0,0.0,24.5,28.8,28.0
2023-06-01 07:50:00,27.9,23.68,35.5,24.5,30.0,26.9,26.9,[26.9],1.0,35.5,72.2,26.6,25.0,0.0,24.5,28.8,28.0
2023-06-01 07:55:00,27.9,23.68,35.5,24.5,30.0,26.9,26.9,[26.9],1.0,35.5,72.0,26.5,25.0,0.0,24.5,28.8,28.0
2023-06-01 08:00:00,27.9,23.68,35.5,24.5,30.0,26.9,26.9,[26.9],1.0,35.5,72.9,26.5,25.0,0.0,24.5,28.8,28.0
2023-06-01 08:05:00,27.9,23.68,35.5,24.4,29.95,26.9,26.9,[26.9],1.0,35.5,72.0,26.5,26.0,0.0,24.4,28.8,28.0
2023-06-01 08:10:00,27.9,23.68,35.5,24.4,29.95,26.9,26.9,[26.9],1.0,35.5,73.4,26.5,26.0,0.0,24.4,28.8,28.0
2023-06-01 08:15:00,27.9,23.68,35.5,24.4,29.95,26.9,26.9,[26.9],1.0,35.5,72.2,26.4,26.0,0.0,24.4,28.8,28.0
2023-06-01 08:20:00,27.9,23.68,35.5,24.5,30.0,26.9,26.9,[26.9],1.0,35.5,72.9,26.5,26.0,0.0,24.5,28.8,28.0
2023-06-01 08:25:00,27.9,23.68,35.5,24.5,30.0,26.9,26.9,[26.9],1.0,35.5,73.2,26.5,26.0,0.0,24.5,28.8,28.0
2023-06-01 08:30:00,27.9,23.68,35.5,24.5,30.0,26.9,26.9,[26.9],1.0,35.5,72.2,26.6,26.0,0.0,24.5,28.8,28.0
2023-06-01 08:35:00,27.9,23.68,35.6,24.5,30.05,26.9,26.9,[26.9],1.0,35.6,71.6,26.5,25.0,0.0,24.5,28.8,28.0
2023-06-01 08:40:00,27.9,23.68,35.6,24.5,30.05,26.9,26.9,[26.9],1.0,35.6,72.1,26.5,25.0,0.0,24.5,28.8,28.0
2023-06-01 08:45:00,27.9,23.68,35.6,24.5,30.05,26.9,26.9,[26.9],1.0,35.6,71.2,26.5,25.0,0.0,24.5,28.8,28.0
2023-06-01 08:50:00,27.9,23.68,35.6,24.5,30.05,26.9,26.9,[26.9],1.0,35.6,73.0,26.5,25.0,0.0,24.5,28.8,28.0
2023-06-01 08:55:00,27.9,23.68,35.6,24.5,30.05,26.9,26.9,[26.9],1.0,35.6,72.9,26.6,25.0,0.0,24.5,28.8,28.0
2023-06-01 09:00:00,27.9,23.68,35.6,24.5,30.05,27.0,27.0,[27.0],1.0,35.6,71.8,26.5,25.0,0.0,24.5,28.8,28.0
2023-06-01 09:05:00,27.9,23.68,35.6,24.5,30.05,27.0,27.0,[27.0],1.0,35.6,72.3,26.5,26.0,0.0,24.5,28.8,28.0
2023-06-01 09:10:00,27.9,23.68,35.6,24.5,30.05,27.0,27.0,[27.0],1.0,35.6,72.8,26.6,26.0,0.0,24.5,28.8,28.0
2023-06-01 09:15:00,27.9,23.68,35.6,24.6,30.1,27.0,27.0,[27.0],1.0,35.6,72.6,26.6,26.0,0.0,24.6,28.8,28.0
2023-06-01 09:20:00,27.9,23.68,35.7,24.6,30.15,27.0,27.0,[27.0],1.0,35.7,72.4,26.6,26.0,0.0,24.6,28.8,28.0
2023-06-01 09:25:00,27.9,23.68,35.7,24.6,30.15,27.0,27.0,[27.0],1.0,35.7,72.0,26.6,26.0,0.0,24.6,28.8,28.0
2023-06-01 09:30:00,27.9,23.68,35.7,24.6,30.15,27.0,27.0,[27.0],1.0,35.7,72.3,26.6,26.0,0.0,24.6,28.8,28.0
2023-06-01 09:35:00,27.9,23.68,35.7,24.5,30.1,27.0,27.0,[27.0],1.0,35.7,73.1,26.5,25.0,0.0,24.5,28.9,28.0
2023-06-01 09:40:00,27.9,23.68,35.7,24.5,30.1,27.1,27.1,[27.1],1.0,35.7,72.6,26.7,25.0,0.0,24.5,28.9,28.0
2023-06-01 09:45:00,27.9,23.68,35.7,24.6,30.15,27.1,27.1,[27.1],1.0,35.7,73.2,26.8,25.0,0.0,24.6,28.9,28.0
2023-06-01 09:50:00,27.9,23.68,35.8,24.7,30.25,27.1,27.1,[27.1],1.0,35.8,74.0,26.8,25.0,0.0,24.7,28.9,28.0
2023-06-01 09:55:00,27.9,23.68,35.9,24.7,30.3,27.1,27.1,[27.1],1.0,35.9,71.3,26.8,25.0,0.0,24.7,28.9,28.0
2023-06-01 10:00:00,27.9,23.68,35.9,24.7,30.3,27.1,27.1,[27.1],1.0,35.9,73.2,26.7,25.0,0.0,24.7,28.9,28.0
2023-06-01 10:05:00,27.9,23.68,35.9,24.7,30.3,27.1,27.1,[27.1],1.0,35.9,71.1,26.8,26.0,0.0,24.7,28.9,28.0
2023-06-01 10:10:00,27.9,23.68,35.9,24.7,30.3,27.1,27.1,[27.1],1.0,35.9,72.4,26.6,26.0,0.0,24.7,28.9,28.0
2023-06-01 10:15:00,27.9,23.68,35.9,24.7,30.3,27.1,27.1,[27.1],1.0,35.9,73.0,26.6,26.0,0.0,24.7,29.0,28.0
2023-06-01 10:20:00,27.9,23.68,35.9,24.7,30.3,27.1,27.1,[27.1],1.0,35.9,74.4,26.7,26.0,0.0,24.7,29.0,28.0
2023-06-01 10:25:00,27.9,23.68,35.9,24.7,30.3,27.1,27.1,[27.1],1.0,35.9,72.8,26.7,26.0,0.0,24.7,29.0,28.0
2023-06-01 10:30:00,27.9,23.68,35.9,24.6,30.25,27.1,27.1,[27.1],1.0,35.9,72.5,26.7,26.0,0.0,24.6,29.0,28.0
2023-06-01 10:35:00,27.9,23.68,35.9,24.6,30.25,27.1,27.1,[27.1],1.0,35.9,72.0,26.7,26.0,0.0,24.6,29.0,28.0
2023-06-01 10:40:00,28.0,23.68,35.9,24.6,30.25,27.1,27.1,[27.1],1.0,35.9,73.0,26.7,26.0,0.0,24.6,29.0,28.0
2023-06-01 10:45:00,27.9,23.68,35.9,24.6,30.25,27.1,27.1,[27.1],1.0,35.9,72.4,26.7,26.0,0.0,24.6,29.0,28.0
2023-06-01 10:50:00,27.9,23.68,35.9,24.6,30.25,27.1,27.1,[27.1],1.0,35.9,73.5,26.6,26.0,0.0,24.6,29.0,28.0
2023-06-01 10:55:00,27.9,23.68,35.9,24.6,30.25,27.1,27.1,[27.1],1.0,35.9,74.1,26.6,26.0,0.0,24.6,29.0,28.0
2023-06-01 11:00:00,28.0,23.68,36.0,24.6,30.3,27.1,27.1,[27.1],1.0,36.0,75.5,26.7,26.0,0.0,24.6,29.0,28.0
2023-06-01 11:05:00,27.9,23.68,36.0,24.6,30.3,27.1,27.1,[27.1],1.0,36.0,37.5,27.0,27.0,0.0,24.6,29.0,28.0
2023-06-01 11:10:00,,,,,,,,,,,,,,,,,
2023-06-01 11:15:00,,,,,,,,,,,,,,,,,
2023-06-01 11:20:00,27.9,23.68,36.0,26.0,31.0,27.4,27.4,[27.4],1.0,36.0,76.7,27.1,27.0,0.0,26.0,29.3,28.0
2023-06-01 11:25:00,27.9,23.68,36.1,26.0,31.05,27.5,27.5,[27.5],1.0,36.1,37.5,27.7,27.0,0.0,26.0,29.3,28.0
2023-06-01 11:30:00,27.9,23.68,36.0,26.2,31.1,27.6,27.6,[27.6],1.0,36.0,75.4,27.4,27.0,0.0,26.2,29.3,28.0
2023-06-01 11:35:00,27.9,23.68,36.1,26.5,31.3,27.5,27.5,[27.5],1.0,36.1,113.5,26.9,25.0,0.0,26.5,29.3,28.0
2023-06-01 11:40:00,27.9,23.68,35.9,25.6,30.75,27.4,27.4,[27.4],1.0,35.9,75.5,26.1,25.0,0.0,25.6,29.2,28.0
2023-06-01 11:45:00,27.9,23.68,35.3,24.3,29.8,27.3,27.3,[27.3],1.0,35.3,78.2,26.4,25.0,0.0,24.3,29.1,28.0
2023-06-01 11:50:00,28.0,23.68,34.6,24.5,29.55,27.2,27.2,[27.2],1.0,34.6,76.1,26.2,25.0,0.0,24.5,28.9,28.0
2023-06-01 11:55:00,27.9,23.68,34.3,24.6,29.45,27.2,27.2,[27.2],1.0,34.3,77.8,26.2,25.0,0.0,24.6,28.8,28.0
2023-06-01 12:00:00,27.9,23.68,34.1,24.5,29.3,27.2,27.2,[27.2],1.0,34.1,77.9,26.2,25.0,0.0,24.5,28.7,28.0
2023-06-01 12:05:00,27.9,23.68,34.0,24.5,29.25,27.2,27.2,[27.2],1.0,34.0,38.0,26.3,26.0,0.0,24.5,28.7,28.0
2023-06-01 12:10:00,27.9,23.68,34.6,24.5,29.55,27.3,27.3,[27.3],1.0,34.6,79.0,27.2,26.0,0.0,24.5,28.6,28.0
2023-06-01 12:15:00,27.9,23.68,34.6,25.6,30.1,27.4,27.4,[27.4],1.0,34.6,75.9,26.5,26.0,0.0,25.6,28.7,28.0
2023-06-01 12:20:00,27.9,23.68,34.6,25.3,29.950000000000003,27.4,27.4,[27.4],1.0,34.6,75.9,26.5,26.0,0.0,25.3,28.6,28.0
2023-06-01 12:25:00,28.0,23.68,34.2,24.9,29.55,27.3,27.3,[27.3],1.0,34.2,77.1,26.5,26.0,0.0,24.9,28.6,28.0
2023-06-01 12:30:00,28.0,23.68,34.2,24.7,29.450000000000003,27.3,27.3,[27.3],1.0,34.2,41.1,26.1,26.0,0.0,24.7,28.6,28.0
2023-06-01 12:35:00,28.0,23.68,34.1,25.0,29.55,27.3,27.3,[27.3],1.0,34.1,79.5,26.7,25.0,0.0,25.0,28.6,28.0
2023-06-01 12:40:00,27.9,23.68,34.5,25.0,29.75,27.3,27.3,[27.3],1.0,34.5,76.2,26.3,25.0,0.0,25.0,28.5,28.0
2023-06-01 12:45:00,27.9,23.68,34.3,24.9,29.6,27.2,27.2,[27.2],1.0,34.3,78.2,26.2,25.0,0.0,24.9,28.5,28.0
2023-06-01 12:50:00,27.9,23.68,34.1,24.7,29.4,27.2,27.2,[27.2],1.0,34.1,75.5,26.1,25.0,0.0,24.7,28.5,28.0
2023-06-01 12:55:00,28.0,23.68,34.0,24.5,29.25,27.1,27.1,[27.1],1.0,34.0,77.7,26.0,25.0,0.0,24.5,28.4,28.0
2023-06-01 13:00:00,28.0,23.68,33.9,24.3,29.1,27.1,27.1,[27.1],1.0,33.9,77.3,25.8,25.0,0.0,24.3,28.4,28.0
2023-06-01 13:05:00,28.0,23.68,33.8,24.1,28.95,27.0,27.0,[27.0],1.0,33.8,37.5,26.1,26.0,0.0,24.1,28.3,28.0
2023-06-01 13:10:00,28.0,23.68,33.8,25.5,29.65,27.1,27.1,[27.1],1.0,33.8,38.0,26.9,26.0,0.0,25.5,28.4,28.0
2023-06-01 13:15:00,28.0,23.68,34.6,25.5,30.05,27.2,27.2,[27.2],1.0,34.6,79.4,26.5,26.0,0.0,25.5,28.5,28.0
2023-06-01 13:20:00,28.0,23.68,34.8,25.5,30.15,27.1,27.1,[27.1],1.0,34.8,79.0,26.3,26.0,0.0,25.5,28.5,28.0
2023-06-01 13:25:00,28.0,23.68,34.5,24.7,29.6,27.1,27.1,[27.1],1.0,34.5,78.8,26.2,26.0,0.0,24.7,28.5,28.0
2023-06-01 13:30:00,27.9,23.68,34.2,24.7,29.450000000000003,27.1,27.1,[27.1],1.0,34.2,37.6,26.7,26.0,0.0,24.7,28.5,28.0
2023-06-01 13:35:00,28.0,23.68,34.4,25.2,29.8,27.2,27.2,[27.2],1.0,34.4,75.9,26.7,25.0,0.0,25.2,28.5,28.0
2023-06-01 13:40:00,28.0,23.68,34.8,25.6,30.2,27.2,27.2,[27.2],1.0,34.8,79.9,26.5,25.0,0.0,25.6,28.5,28.0
2023-06-01 13:45:00,28.0,23.68,34.6,25.3,29.950000000000003,27.2,27.2,[27.2],1.0,34.6,76.7,26.2,25.0,0.0,25.3,28.5,28.0
2023-06-01 13:50:00,28.0,23.68,34.4,24.7,29.55,27.1,27.1,[27.1],1.0,34.4,79.6,26.2,25.0,0.0,24.7,28.5,28.0
2023-06-01 13:55:00,28.0,23.68,34.1,24.7,29.4,27.1,27.1,[27.1],1.0,34.1,78.4,26.0,25.0,0.0,24.7,28.4,28.0
2023-06-01 14:00:00,28.0,23.68,34.0,24.5,29.25,27.1,27.1,[27.1],1.0,34.0,78.1,26.0,25.0,0.0,24.5,28.4,28.0
2023-06-01 14:05:00,28.0,23.68,33.9,24.4,29.15,27.1,27.1,[27.1],1.0,33.9,37.9,26.2,26.0,0.0,24.4,28.3,28.0
2023-06-01 14:10:00,28.0,23.68,34.2,24.4,29.3,27.1,27.1,[27.1],1.0,34.2,76.4,27.1,26.0,0.0,24.4,28.4,28.0
2023-06-01 14:15:00,28.0,23.68,34.6,25.6,30.1,27.2,27.2,[27.2],1.0,34.6,80.2,26.5,26.0,0.0,25.6,28.4,28.0
2023-06-01 14:20:00,28.0,23.68,34.7,25.4,30.05,27.2,27.2,[27.2],1.0,34.7,76.3,26.3,26.0,0.0,25.4,28.4,28.0
2023-06-01 14:25:00,28.0,23.68,34.4,25.0,29.7,27.1,27.1,[27.1],1.0,34.4,77.1,26.1,26.0,0.0,25.0,28.4,28.0
2023-06-01 14:30:00,28.0,23.68,34.2,24.8,29.5,27.1,27.1,[27.1],1.0,34.2,79.0,26.1,26.0,0.0,24.8,28.4,28.0
2023-06-01 14:35:00,28.0,23.68,34.0,24.5,29.25,27.2,27.2,[27.2],1.0,34.0,80.3,26.7,25.0,0.0,24.5,28.4,28.0
2023-06-01 14:40:00,28.0,23.68,34.3,25.1,29.7,27.2,27.2,[27.2],1.0,34.3,76.3,26.3,25.0,0.0,25.1,28.4,28.0
2023-06-01 14:45:00,28.0,23.68,34.3,25.0,29.65,27.2,27.2,[27.2],1.0,34.3,78.6,26.3,25.0,0.0,25.0,28.3,28.0
2023-06-01 14:50:00,28.0,23.68,34.1,24.8,29.450000000000003,27.2,27.2,[27.2],1.0,34.1,78.3,26.1,25.0,0.0,24.8,28.3,28.0
2023-06-01 14:55:00,28.0,23.68,34.1,24.3,29.200000000000003,27.1,27.1,[27.1],1.0,34.1,76.2,26.0,25.0,0.0,24.3,28.3,28.0
2023-06-01 15:00:00,28.0,23.68,33.9,24.3,29.1,27.1,27.1,[27.1],1.0,33.9,78.7,26.0,25.0,0.0,24.3,28.3,28.0
2023-06-01 15:05:00,28.0,23.68,33.9,24.3,29.1,27.1,27.1,[27.1],1.0,33.9,37.9,26.1,26.0,0.0,24.3,28.2,28.0
2023-06-01 15:10:00,28.0,23.68,33.9,24.5,29.2,27.1,27.1,[27.1],1.0,33.9,76.0,27.1,26.0,0.0,24.5,28.2,28.0
2023-06-01 15:15:00,28.0,23.68,34.5,25.6,30.05,27.2,27.2,[27.2],1.0,34.5,79.6,26.5,26.0,0.0,25.6,28.3,28.0
2023-06-01 15:20:00,28.0,23.68,34.7,25.4,30.05,27.2,27.2,[27.2],1.0,34.7,76.8,26.2,26.0,0.0,25.4,28.4,28.0
2023-06-01 15:25:00,28.0,23.68,34.4,25.0,29.7,27.1,27.1,[27.1],1.0,34.4,79.7,26.1,26.0,0.0,25.0,28.3,28.0
2023-06-01 15:30:00,28.0,23.68,34.2,24.7,29.450000000000003,27.1,27.1,[27.1],1.0,34.2,37.4,26.7,26.0,0.0,24.7,28.3,28.0
2023-06-01 15:35:00,28.0,23.68,34.3,25.4,29.85,27.2,27.2,[27.2],1.0,34.3,111.4,26.5,25.0,0.0,25.4,28.4,28.0
2023-06-01 15:40:00,28.0,23.68,34.7,24.3,29.5,27.1,27.1,[27.1],1.0,34.7,77.6,25.9,25.0,0.0,24.3,28.3,28.0
2023-06-01 15:45:00,28.0,23.68,34.2,24.2,29.200000000000003,27.0,27.0,[27.0],1.0,34.2,76.0,25.9,25.0,0.0,24.2,28.3,28.0
2023-06-01 15:50:00,28.0,23.68,33.9,24.2,29.05,27.0,27.0,[27.0],1.0,33.9,77.8,25.8,25.0,0.0,24.2,28.3,28.0
2023-06-01 15:55:00,28.0,23.68,33.8,24.2,29.0,26.9,26.9,[26.9],1.0,33.8,77.6,25.7,25.0,0.0,24.2,28.2,28.0
2023-06-01 16:00:00,28.0,23.68,33.8,23.9,28.85,26.9,26.9,[26.9],1.0,33.8,76.5,25.7,25.0,0.0,23.9,28.1,28.0
2023-06-01 16:05:00,28.0,23.68,33.7,23.8,28.75,26.9,26.9,[26.9],1.0,33.7,37.9,25.8,26.0,0.0,23.8,28.1,28.0
2023-06-01 16:10:00,28.0,23.68,33.7,24.0,28.85,27.0,27.0,[27.0],1.0,33.7,37.9,26.9,26.0,0.0,24.0,28.1,28.0
2023-06-01 16:15:00,28.0,23.68,34.4,25.3,29.85,27.1,27.1,[27.1],1.0,34.4,75.7,26.5,26.0,0.0,25.3,28.2,28.0
2023-06-01 16:20:00,28.0,23.68,34.8,25.1,29.95,27.1,27.1,[27.1],1.0,34.8,77.9,26.3,26.0,0.0,25.1,28.3,28.0
2023-06-01 16:25:00,28.0,23.68,34.4,25.1,29.75,27.1,27.1,[27.1],1.0,34.4,76.0,26.1,26.0,0.0,25.1,28.3,28.0
2023-06-01 16:30:00,28.0,23.69,34.4,24.7,29.55,27.1,27.1,[27.1],1.0,34.4,37.8,26.4,26.0,0.0,24.7,28.3,28.0
2023-06-01 16:35:00,28.0,23.69,34.3,24.8,29.55,27.2,27.2,[27.2],1.0,34.3,113.7,26.8,25.0,0.0,24.8,28.3,28.0
2023-06-01 16:40:00,28.0,23.69,34.6,25.4,30.0,27.1,27.1,[27.1],1.0,34.6,74.4,26.0,25.0,0.0,25.4,28.3,28.0
2023-06-01 16:45:00,28.0,23.69,34.4,24.5,29.45,27.1,27.1,[27.1],1.0,34.4,78.1,26.0,25.0,0.0,24.5,28.2,28.0
2023-06-01 16:50:00,28.0,23.69,34.2,24.4,29.3,27.1,27.1,[27.1],1.0,34.2,75.1,25.8,25.0,0.0,24.4,28.2,28.0
2023-06-01 16:55:00,28.0,23.69,34.0,24.3,29.15,27.0,27.0,[27.0],1.0,34.0,76.7,25.8,25.0,0.0,24.3,28.2,28.0
2023-06-01 17:00:00,28.0,23.69,33.8,24.3,29.05,27.0,27.0,[27.0],1.0,33.8,77.0,25.8,25.0,0.0,24.3,28.1,28.0
2023-06-01 17:05:00,28.0,23.69,33.7,24.2,28.950000000000003,27.0,27.0,[27.0],1.0,33.7,37.7,25.9,26.0,0.0,24.2,28.0,28.0
2023-06-01 17:10:00,28.0,23.69,33.7,24.4,29.05,27.2,27.2,[27.2],1.0,33.7,68.9,27.1,26.0,0.0,24.4,28.1,28.0
2023-06-01 17:15:00,28.0,23.69,34.4,25.7,30.05,27.3,27.3,[27.3],1.0,34.4,73.3,26.8,26.0,0.0,25.7,28.2,28.0
2023-06-01 17:20:00,28.0,23.69,34.9,25.1,30.0,27.3,27.3,[27.3],1.0,34.9,73.6,26.8,26.0,0.0,25.1,28.3,28.0
2023-06-01 17:25:00,28.0,23.69,35.1,25.1,30.1,27.3,27.3,[27.3],1.0,35.1,72.4,26.8,26.0,0.0,25.1,28.3,28.0
2023-06-01 17:30:00,28.0,23.69,,,,27.3,27.3,[27.3],1.0,,72.8,26.8,26.0,0.0,,28.5,28.0
2023-06-01 17:35:00,28.0,23.69,35.3,24.9,30.1,27.2,27.2,[27.2],1.0,35.3,73.2,26.7,25.0,0.0,24.9,28.6,28.0
2023-06-01 17:40:00,28.0,23.69,35.4,24.8,30.1,27.2,27.2,[27.2],1.0,35.4,74.2,26.8,25.0,0.0,24.8,28.6,28.0
2023-06-01 17:45:00,28.0,23.69,35.5,24.8,30.15,27.2,27.2,[27.2],1.0,35.5,73.0,26.7,25.0,0.0,24.8,28.7,28.0
2023-06-01 17:50:00,28.0,23.69,35.6,24.7,30.15,27.2,27.2,[27.2],1.0,35.6,72.8,26.7,25.0,0.0,24.7,28.7,28.0
2023-06-01 17:55:00,28.0,23.69,35.6,24.7,30.15,27.2,27.2,[27.2],1.0,35.6,72.7,26.8,25.0,0.0,24.7,28.8,28.0
2023-06-01 18:00:00,28.0,23.69,35.6,24.7,30.15,27.2,27.2,[27.2],1.0,35.6,72.8,26.7,25.0,0.0,24.7,28.8,28.0
2023-06-01 18:05:00,28.0,23.69,35.6,24.7,30.15,27.2,27.2,[27.2],1.0,35.6,72.8,26.7,25.0,0.0,24.7,28.9,28.0
2023-06-01 18:10:00,28.0,23.69,35.6,24.7,30.15,27.2,27.2,[27.2],1.0,35.6,72.0,26.7,26.0,0.0,24.7,28.9,28.0
2023-06-01 18:15:00,28.0,23.69,35.8,24.6,30.2,27.2,27.2,[27.2],1.0,35.8,72.9,26.7,26.0,0.0,24.6,28.9,28.0
2023-06-01 18:20:00,28.0,23.69,35.6,24.6,30.1,27.1,27.1,[27.1],1.0,35.6,72.0,26.7,26.0,0.0,24.6,29.0,28.0
2023-06-01 18:25:00,28.0,23.69,35.6,24.6,30.1,27.1,27.1,[27.1],1.0,35.6,72.6,26.6,26.0,0.0,24.6,29.0,28.0
2023-06-01 18:30:00,28.0,23.69,35.6,24.6,30.1,27.1,27.1,[27.1],1.0,35.6,72.6,26.7,26.0,0.0,24.6,29.0,28.0
2023-06-01 18:35:00,28.0,23.69,35.7,24.6,30.15,27.1,27.1,[27.1],1.0,35.7,72.8,26.6,25.0,0.0,24.6,29.0,28.0
2023-06-01 18:40:00,28.0,23.69,35.7,24.6,30.15,27.1,27.1,[27.1],1.0,35.7,73.4,26.7,25.0,0.0,24.6,29.0,28.0
2023-06-01 18:45:00,28.0,23.69,35.7,24.6,30.15,27.1,27.1,[27.1],1.0,35.7,73.1,26.7,25.0,0.0,24.6,29.0,28.0
2023-06-01 18:50:00,28.0,23.69,35.7,24.6,30.15,27.1,27.1,[27.1],1.0,35.7,72.8,26.7,25.0,0.0,24.6,29.1,28.0
2023-06-01 18:55:00,28.0,23.69,35.7,24.6,30.15,27.1,27.1,[27.1],1.0,35.7,72.5,26.7,25.0,0.0,24.6,29.1,28.0
2023-06-01 19:00:00,28.0,23.69,35.7,24.6,30.15,27.1,27.1,[27.1],1.0,35.7,72.4,26.7,25.0,0.0,24.6,29.1,28.0
2023-06-01 19:05:00,28.0,23.69,35.8,24.6,30.2,27.1,27.1,[27.1],1.0,35.8,71.5,26.6,26.0,0.0,24.6,29.1,28.0
2023-06-01 19:10:00,28.0,23.69,35.8,24.7,30.25,27.1,27.1,[27.1],1.0,35.8,72.4,26.8,26.0,0.0,24.7,29.1,28.0
2023-06-01 19:15:00,28.0,23.69,35.8,24.7,30.25,27.2,27.2,[27.2],1.0,35.8,72.4,26.7,26.0,0.0,24.7,29.1,28.0
