time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,1227965_c,1227965_h,1227965_p,1227965_r,1227965_s
2023-05-31 11:30:00,,18.0,34.3,34.3,34.3,1.0,34.3,,24.4,26.0
2023-05-31 11:35:00,,18.0,34.2,34.2,34.2,1.0,34.2,8.3,23.9,26.0
2023-05-31 11:40:00,,18.0,34.0,34.0,34.0,1.0,34.0,8.3,23.9,26.0
2023-05-31 11:45:00,,18.0,33.8,33.8,33.8,1.0,33.8,8.3,23.7,26.0
2023-05-31 11:50:00,,18.0,33.5,33.5,33.5,1.0,33.5,0.8,24.1,26.0
2023-05-31 11:55:00,,18.0,33.9,33.9,33.9,1.0,33.9,0.8,25.0,26.0
2023-05-31 12:00:00,,18.0,34.5,34.5,34.5,1.0,34.5,0.8,25.6,26.0
2023-05-31 12:05:00,,18.0,35.2,35.2,35.2,1.0,35.2,0.9,26.1,26.0
2023-05-31 12:10:00,,18.0,35.8,35.8,35.8,1.0,35.8,0.9,26.6,26.0
2023-05-31 12:15:00,,18.0,36.4,36.4,36.4,1.0,36.4,0.9,26.7,26.0
2023-05-31 12:20:00,,18.0,36.9,36.9,36.9,1.0,36.9,0.9,26.9,26.0
2023-05-31 12:25:00,,18.0,37.0,37.0,37.0,1.0,37.0,0.9,27.2,26.0
2023-05-31 12:30:00,,18.0,37.9,37.9,37.9,1.0,37.9,0.9,27.5,26.0
2023-05-31 12:35:00,,18.0,37.9,37.9,37.9,1.0,37.9,0.9,27.5,26.0
2023-05-31 12:40:00,,18.0,38.2,38.2,38.2,1.0,38.2,21.5,26.4,26.0
2023-05-31 12:45:00,,18.0,37.1,37.1,37.1,1.0,37.1,15.4,25.7,26.0
2023-05-31 12:50:00,,18.0,37.1,37.1,37.1,1.0,37.1,15.2,25.4,26.0
2023-05-31 12:55:00,,18.0,35.9,35.9,35.9,1.0,35.9,11.9,24.7,26.0
2023-05-31 13:00:00,,18.0,34.2,34.2,34.2,1.0,34.2,9.1,24.5,26.0
2023-05-31 13:05:00,,18.0,34.2,34.2,34.2,1.0,34.2,8.4,24.7,26.0
2023-05-31 13:10:00,,18.0,34.0,34.0,34.0,1.0,34.0,8.5,24.3,26.0
2023-05-31 13:15:00,,18.0,33.8,33.8,33.8,1.0,33.8,8.6,24.4,26.0
2023-05-31 13:20:00,,18.0,33.7,33.7,33.7,1.0,33.7,8.5,24.1,26.0
2023-05-31 13:25:00,,18.0,33.5,33.5,33.5,1.0,33.5,8.5,23.9,26.0
2023-05-31 13:30:00,,18.0,33.5,33.5,33.5,1.0,33.5,8.6,23.9,26.0
2023-05-31 13:35:00,,18.0,33.4,33.4,33.4,1.0,33.4,8.4,23.8,26.0
2023-05-31 13:40:00,,18.0,33.2,33.2,33.2,1.0,33.2,0.8,24.0,26.0
2023-05-31 13:45:00,,18.0,33.1,33.1,33.1,1.0,33.1,0.8,25.1,26.0
2023-05-31 13:50:00,,18.0,33.6,33.6,33.6,1.0,33.6,0.9,25.6,26.0
2023-05-31 13:55:00,,18.0,34.2,34.2,34.2,1.0,34.2,0.9,26.1,26.0
2023-05-31 14:00:00,,18.0,35.0,35.0,35.0,1.0,35.0,0.9,26.1,26.0
2023-05-31 14:05:00,,18.0,36.1,36.1,36.1,1.0,36.1,0.9,26.6,26.0
2023-05-31 14:10:00,,18.0,36.6,36.6,36.6,1.0,36.6,0.9,26.7,26.0
2023-05-31 14:15:00,,18.0,37.1,37.1,37.1,1.0,37.1,0.9,26.9,26.0
2023-05-31 14:20:00,,18.0,37.5,37.5,37.5,1.0,37.5,0.9,27.1,26.0
2023-05-31 14:25:00,,18.0,37.6,37.6,37.6,1.0,37.6,0.9,27.4,26.0
2023-05-31 14:30:00,,18.0,38.2,38.2,38.2,1.0,38.2,21.2,26.7,26.0
2023-05-31 14:35:00,,18.0,38.2,38.2,38.2,1.0,38.2,15.4,25.7,26.0
2023-05-31 14:40:00,,18.0,37.4,37.4,37.4,1.0,37.4,14.2,25.3,26.0
2023-05-31 14:45:00,,18.0,36.3,36.3,36.3,1.0,36.3,12.0,25.3,26.0
2023-05-31 14:50:00,,18.0,34.8,34.8,34.8,1.0,34.8,9.0,24.6,26.0
2023-05-31 14:55:00,,18.0,34.4,34.4,34.4,1.0,34.4,8.7,24.6,26.0
2023-05-31 15:00:00,,18.0,34.4,34.4,34.4,1.0,34.4,8.6,24.5,26.0
2023-05-31 15:05:00,,18.0,34.2,34.2,34.2,1.0,34.2,8.4,24.5,26.0
2023-05-31 15:10:00,,18.0,34.2,34.2,34.2,1.0,34.2,8.7,24.3,26.0
2023-05-31 15:15:00,,18.0,33.9,33.9,33.9,1.0,33.9,8.6,24.3,26.0
2023-05-31 15:20:00,32.0,18.0,33.9,33.9,33.9,1.0,33.9,8.8,24.4,26.0
2023-05-31 15:25:00,32.1,18.0,33.7,33.7,33.7,1.0,33.7,8.5,24.4,26.0
2023-05-31 15:30:00,32.1,18.0,33.4,33.4,33.4,1.0,33.4,8.8,24.2,26.0
2023-05-31 15:35:00,32.1,18.0,33.3,33.3,33.3,1.0,33.3,8.8,24.2,26.0
2023-05-31 15:40:00,32.2,18.0,33.3,33.3,33.3,1.0,33.3,8.6,23.9,26.0
2023-05-31 15:45:00,32.2,18.0,33.1,33.1,33.1,1.0,33.1,8.6,23.8,26.0
2023-05-31 15:50:00,32.2,18.0,32.9,32.9,32.9,1.0,32.9,0.9,23.6,26.0
2023-05-31 15:55:00,32.2,18.0,32.9,32.9,32.9,1.0,32.9,0.8,24.7,26.0
2023-05-31 16:00:00,32.2,18.0,33.2,33.2,33.2,1.0,33.2,0.8,25.1,26.0
2023-05-31 16:05:00,32.2,18.0,34.0,34.0,34.0,1.0,34.0,0.9,25.9,26.0
2023-05-31 16:10:00,32.2,18.0,34.6,34.6,34.6,1.0,34.6,0.9,26.2,26.0
2023-05-31 16:15:00,32.3,18.0,35.3,35.3,35.3,1.0,35.3,0.9,26.4,26.0
2023-05-31 16:20:00,32.3,18.0,35.8,35.8,35.8,1.0,35.8,0.9,26.5,26.0
2023-05-31 16:25:00,32.3,18.0,36.9,36.9,36.9,1.0,36.9,0.9,26.7,26.0
2023-05-31 16:30:00,32.4,18.0,37.2,37.2,37.2,1.0,37.2,0.9,26.9,26.0
2023-05-31 16:35:00,32.3,18.0,37.2,37.2,37.2,1.0,37.2,0.9,27.1,26.0
2023-05-31 16:40:00,32.3,18.0,38.0,38.0,38.0,1.0,38.0,0.9,27.5,26.0
2023-05-31 16:45:00,32.3,18.0,38.0,38.0,38.0,1.0,38.0,3.0,27.7,26.0
2023-05-31 16:50:00,32.3,18.0,38.1,38.1,38.1,1.0,38.1,16.9,26.0,26.0
2023-05-31 16:55:00,32.2,18.0,38.1,38.1,38.1,1.0,38.1,15.1,25.9,26.0
2023-05-31 17:00:00,32.2,18.0,35.7,35.7,35.7,1.0,35.7,14.3,25.2,26.0
2023-05-31 17:05:00,32.1,18.0,35.7,35.7,35.7,1.0,35.7,10.6,24.7,26.0
2023-05-31 17:10:00,32.0,18.0,34.8,34.8,34.8,1.0,34.8,8.3,24.6,26.0
2023-05-31 17:15:00,32.0,18.0,34.1,34.1,34.1,1.0,34.1,8.3,24.4,26.0
2023-05-31 17:20:00,32.0,18.0,33.9,33.9,33.9,1.0,33.9,8.2,24.4,26.0
2023-05-31 17:25:00,32.0,18.0,33.5,33.5,33.5,1.0,33.5,8.3,24.2,26.0
2023-05-31 17:30:00,32.0,18.0,33.5,33.5,33.5,1.0,33.5,8.3,24.1,26.0
2023-05-31 17:35:00,32.0,18.0,33.3,33.3,33.3,1.0,33.3,8.3,24.0,26.0
2023-05-31 17:40:00,32.0,18.0,33.1,33.1,33.1,1.0,33.1,8.3,23.7,26.0
2023-05-31 17:45:00,32.1,18.0,33.1,33.1,33.1,1.0,33.1,0.8,24.9,26.0
2023-05-31 17:50:00,32.0,18.0,33.9,33.9,33.9,1.0,33.9,0.8,25.2,26.0
2023-05-31 17:55:00,32.0,18.0,34.5,34.5,34.5,1.0,34.5,0.9,25.8,26.0
2023-05-31 18:00:00,31.9,18.0,35.2,35.2,35.2,1.0,35.2,0.9,26.0,26.0
2023-05-31 18:05:00,31.8,18.0,35.2,35.2,35.2,1.0,35.2,0.9,26.3,26.0
2023-05-31 18:10:00,31.7,18.0,35.8,35.8,35.8,1.0,35.8,0.9,26.5,26.0
2023-05-31 18:15:00,31.7,18.0,36.8,36.8,36.8,1.0,36.8,0.9,26.8,26.0
2023-05-31 18:20:00,31.6,18.0,37.3,37.3,37.3,1.0,37.3,0.9,26.9,26.0
2023-05-31 18:25:00,31.6,18.0,37.4,37.4,37.4,1.0,37.4,0.9,27.3,26.0
2023-05-31 18:30:00,31.5,18.0,37.7,37.7,37.7,1.0,37.7,0.9,27.5,26.0
2023-05-31 18:35:00,31.4,18.0,38.1,38.1,38.1,1.0,38.1,20.1,26.9,26.0
2023-05-31 18:40:00,31.4,18.0,38.3,38.3,38.3,1.0,38.3,14.8,25.7,26.0
2023-05-31 18:45:00,31.4,18.0,37.3,37.3,37.3,1.0,37.3,13.5,25.3,26.0
2023-05-31 18:50:00,31.4,18.0,35.0,35.0,35.0,1.0,35.0,11.6,25.3,26.0
2023-05-31 18:55:00,31.3,18.0,35.0,35.0,35.0,1.0,35.0,9.1,24.7,26.0
2023-05-31 19:00:00,31.3,18.0,33.9,33.9,33.9,1.0,33.9,8.0,24.7,26.0
2023-05-31 19:05:00,31.3,18.0,33.9,33.9,33.9,1.0,33.9,8.1,24.7,26.0
2023-05-31 19:10:00,31.2,18.0,33.5,33.5,33.5,1.0,33.5,8.3,24.2,26.0
2023-05-31 19:15:00,31.2,18.0,33.3,33.3,33.3,1.0,33.3,8.1,24.1,26.0
2023-05-31 19:20:00,31.2,18.0,33.1,33.1,33.1,1.0,33.1,8.2,24.0,26.0
2023-05-31 19:25:00,31.2,18.0,32.9,32.9,32.9,1.0,32.9,8.1,24.0,26.0
2023-05-31 19:30:00,31.2,18.0,32.9,32.9,32.9,1.0,32.9,0.8,24.1,26.0
2023-05-31 19:35:00,31.2,18.0,32.9,32.9,32.9,1.0,32.9,0.8,24.9,26.0
2023-05-31 19:40:00,31.1,18.0,33.4,33.4,33.4,1.0,33.4,0.9,25.4,26.0
2023-05-31 19:45:00,31.1,18.0,34.0,34.0,34.0,1.0,34.0,0.9,25.4,26.0
2023-05-31 19:50:00,31.1,18.0,34.8,34.8,34.8,1.0,34.8,0.9,26.3,26.0
2023-05-31 19:55:00,31.1,18.0,36.0,36.0,36.0,1.0,36.0,0.9,26.4,26.0
2023-05-31 20:00:00,31.1,18.0,36.5,36.5,36.5,1.0,36.5,0.9,26.5,26.0
2023-05-31 20:05:00,31.1,18.0,36.5,36.5,36.5,1.0,36.5,0.9,26.8,26.0
2023-05-31 20:10:00,31.1,18.0,37.4,37.4,37.4,1.0,37.4,0.9,27.0,26.0
2023-05-31 20:15:00,31.0,18.0,37.4,37.4,37.4,1.0,37.4,0.9,27.3,26.0
2023-05-31 20:20:00,31.0,18.0,37.9,37.9,37.9,1.0,37.9,0.9,27.5,26.0
2023-05-31 20:25:00,31.0,18.0,38.3,38.3,38.3,1.0,38.3,19.9,27.3,26.0
2023-05-31 20:30:00,31.0,18.0,37.7,37.7,37.7,1.0,37.7,14.6,25.7,26.0
2023-05-31 20:35:00,31.0,18.0,36.4,36.4,36.4,1.0,36.4,13.4,25.5,26.0
2023-05-31 20:40:00,31.0,18.0,36.4,36.4,36.4,1.0,36.4,11.6,25.1,26.0
2023-05-31 20:45:00,31.0,18.0,35.3,35.3,35.3,1.0,35.3,9.3,24.8,26.0
2023-05-31 20:50:00,31.0,18.0,34.5,34.5,34.5,1.0,34.5,8.1,24.6,26.0
2023-05-31 20:55:00,31.0,18.0,34.0,34.0,34.0,1.0,34.0,8.2,24.6,26.0
2023-05-31 21:00:00,31.0,18.0,33.7,33.7,33.7,1.0,33.7,8.1,24.2,26.0
2023-05-31 21:05:00,31.0,18.0,33.4,33.4,33.4,1.0,33.4,8.2,24.3,26.0
2023-05-31 21:10:00,31.0,18.0,33.3,33.3,33.3,1.0,33.3,8.0,24.3,26.0
2023-05-31 21:15:00,31.0,18.0,33.1,33.1,33.1,1.0,33.1,8.1,24.1,26.0
2023-05-31 21:20:00,31.0,18.0,33.0,33.0,33.0,1.0,33.0,0.8,24.4,26.0
2023-05-31 21:25:00,31.0,18.0,33.0,33.0,33.0,1.0,33.0,0.8,25.1,26.0
2023-05-31 21:30:00,31.0,18.0,33.5,33.5,33.5,1.0,33.5,0.9,25.7,26.0
2023-05-31 21:35:00,31.0,18.0,34.1,34.1,34.1,1.0,34.1,0.9,25.9,26.0
2023-05-31 21:40:00,30.9,18.0,34.8,34.8,34.8,1.0,34.8,0.9,25.9,26.0
2023-05-31 21:45:00,30.9,18.0,35.5,35.5,35.5,1.0,35.5,0.9,26.5,26.0
2023-05-31 21:50:00,30.9,18.0,36.1,36.1,36.1,1.0,36.1,0.9,26.7,26.0
2023-05-31 21:55:00,30.9,18.0,36.7,36.7,36.7,1.0,36.7,0.9,26.9,26.0
2023-05-31 22:00:00,30.9,18.0,37.2,37.2,37.2,1.0,37.2,0.9,27.1,26.0
2023-05-31 22:05:00,30.9,18.0,38.0,38.0,38.0,1.0,38.0,0.9,27.2,26.0
2023-05-31 22:10:00,30.9,18.0,38.0,38.0,38.0,1.0,38.0,0.9,27.5,26.0
2023-05-31 22:15:00,30.9,18.0,38.3,38.3,38.3,1.0,38.3,20.4,26.7,26.0
2023-05-31 22:20:00,30.8,18.0,38.2,38.2,38.2,1.0,38.2,14.4,25.9,26.0
2023-05-31 22:25:00,30.8,18.0,35.9,35.9,35.9,1.0,35.9,13.1,25.1,26.0
2023-05-31 22:30:00,30.8,18.0,35.9,35.9,35.9,1.0,35.9,10.6,24.9,26.0
2023-05-31 22:35:00,30.8,18.0,34.9,34.9,34.9,1.0,34.9,8.3,24.7,26.0
2023-05-31 22:40:00,30.8,18.0,34.2,34.2,34.2,1.0,34.2,8.0,24.7,26.0
2023-05-31 22:45:00,30.8,18.0,33.8,33.8,33.8,1.0,33.8,8.0,24.4,26.0
2023-05-31 22:50:00,30.8,18.0,33.4,33.4,33.4,1.0,33.4,8.1,24.1,26.0
2023-05-31 22:55:00,30.8,18.0,33.4,33.4,33.4,1.0,33.4,8.2,24.1,26.0
2023-05-31 23:00:00,30.8,18.0,33.2,33.2,33.2,1.0,33.2,8.0,23.9,26.0
2023-05-31 23:05:00,30.8,18.0,33.0,33.0,33.0,1.0,33.0,8.0,23.9,26.0
2023-05-31 23:10:00,30.8,18.0,32.9,32.9,32.9,1.0,32.9,0.8,24.3,26.0
2023-05-31 23:15:00,30.8,18.0,32.9,32.9,32.9,1.0,32.9,0.8,24.9,26.0
2023-05-31 23:20:00,30.7,18.0,33.5,33.5,33.5,1.0,33.5,0.9,25.2,26.0
2023-05-31 23:25:00,30.7,18.0,34.3,34.3,34.3,1.0,34.3,0.9,25.7,26.0
2023-05-31 23:30:00,30.7,18.0,34.8,34.8,34.8,1.0,34.8,0.9,25.7,26.0
2023-05-31 23:35:00,30.7,18.0,36.0,36.0,36.0,1.0,36.0,0.9,26.4,26.0
2023-05-31 23:40:00,30.7,18.0,36.0,36.0,36.0,1.0,36.0,0.9,26.8,26.0
2023-05-31 23:45:00,30.7,18.0,36.7,36.7,36.7,1.0,36.7,0.9,26.8,26.0
2023-05-31 23:50:00,30.7,18.0,37.5,37.5,37.5,1.0,37.5,0.9,27.0,26.0
2023-05-31 23:55:00,30.7,18.0,37.9,37.9,37.9,1.0,37.9,0.9,27.3,26.0
2023-06-01 00:00:00,30.7,18.0,37.9,37.9,37.9,1.0,37.9,0.9,27.5,26.0
2023-06-01 00:05:00,30.7,18.0,38.5,38.5,38.5,1.0,38.5,15.8,27.5,26.0
2023-06-01 00:10:00,30.6,18.0,38.5,38.5,38.5,1.0,38.5,15.0,25.7,26.0
2023-06-01 00:15:00,30.6,18.0,36.7,36.7,36.7,1.0,36.7,14.5,25.8,26.0
2023-06-01 00:20:00,30.6,18.0,35.5,35.5,35.5,1.0,35.5,12.7,25.3,26.0
2023-06-01 00:25:00,30.6,18.0,34.6,34.6,34.6,1.0,34.6,9.1,24.5,26.0
2023-06-01 00:30:00,30.6,18.0,34.6,34.6,34.6,1.0,34.6,8.1,24.5,26.0
2023-06-01 00:35:00,30.6,18.0,34.1,34.1,34.1,1.0,34.1,8.0,24.4,26.0
2023-06-01 00:40:00,30.6,18.0,33.8,33.8,33.8,1.0,33.8,8.2,24.4,26.0
2023-06-01 00:45:00,30.6,18.0,33.5,33.5,33.5,1.0,33.5,7.9,24.0,26.0
2023-06-01 00:50:00,30.6,18.0,33.3,33.3,33.3,1.0,33.3,8.0,23.9,26.0
2023-06-01 00:55:00,30.6,18.0,33.1,33.1,33.1,1.0,33.1,8.0,23.7,26.0
2023-06-01 01:00:00,30.6,18.0,33.1,33.1,33.1,1.0,33.1,0.8,24.7,26.0
2023-06-01 01:05:00,30.6,18.0,33.1,33.1,33.1,1.0,33.1,0.8,25.1,26.0
2023-06-01 01:10:00,30.5,18.0,33.7,33.7,33.7,1.0,33.7,0.9,25.7,26.0
2023-06-01 01:15:00,30.5,18.0,34.3,34.3,34.3,1.0,34.3,0.9,25.8,26.0
2023-06-01 01:20:00,30.5,18.0,35.6,35.6,35.6,1.0,35.6,0.9,26.3,26.0
2023-06-01 01:25:00,,,,,,,,,,
2023-06-01 01:30:00,30.5,18.0,36.7,36.7,36.7,1.0,36.7,0.9,26.5,26.0
2023-06-01 01:35:00,30.5,18.0,36.7,36.7,36.7,1.0,36.7,0.9,26.8,26.0
2023-06-01 01:40:00,30.5,18.0,37.6,37.6,37.6,1.0,37.6,0.9,26.9,26.0
2023-06-01 01:45:00,30.5,18.0,37.6,37.6,37.6,1.0,37.6,0.9,27.3,26.0
2023-06-01 01:50:00,30.5,18.0,38.0,38.0,38.0,1.0,38.0,17.6,27.6,26.0
2023-06-01 01:55:00,30.5,18.0,38.3,38.3,38.3,1.0,38.3,14.6,25.5,26.0
2023-06-01 02:00:00,30.5,18.0,37.6,37.6,37.6,1.0,37.6,14.4,25.4,26.0
2023-06-01 02:05:00,30.4,18.0,35.2,35.2,35.2,1.0,35.2,11.9,25.2,26.0
2023-06-01 02:10:00,30.4,18.0,35.2,35.2,35.2,1.0,35.2,9.4,24.7,26.0
2023-06-01 02:15:00,30.4,18.0,34.3,34.3,34.3,1.0,34.3,7.9,24.5,26.0
2023-06-01 02:20:00,30.4,18.0,33.9,33.9,33.9,1.0,33.9,7.9,24.3,26.0
2023-06-01 02:25:00,30.4,18.0,33.4,33.4,33.4,1.0,33.4,7.9,24.2,26.0
2023-06-01 02:30:00,30.4,18.0,33.4,33.4,33.4,1.0,33.4,7.9,24.0,26.0
2023-06-01 02:35:00,30.4,18.0,33.2,33.2,33.2,1.0,33.2,7.9,23.9,26.0
2023-06-01 02:40:00,30.4,18.0,33.0,33.0,33.0,1.0,33.0,7.9,24.0,26.0
2023-06-01 02:45:00,30.4,18.0,32.7,32.7,32.7,1.0,32.7,0.8,23.7,26.0
2023-06-01 02:50:00,30.3,18.0,32.7,32.7,32.7,1.0,32.7,0.8,24.9,26.0
2023-06-01 02:55:00,30.3,18.0,33.8,33.8,33.8,1.0,33.8,0.8,25.5,26.0
2023-06-01 03:00:00,30.3,18.0,34.5,34.5,34.5,1.0,34.5,0.9,25.4,26.0
2023-06-01 03:05:00,30.3,18.0,35.2,35.2,35.2,1.0,35.2,0.9,25.8,26.0
2023-06-01 03:10:00,30.3,18.0,35.7,35.7,35.7,1.0,35.7,0.9,26.1,26.0
2023-06-01 03:15:00,30.3,18.0,35.7,35.7,35.7,1.0,35.7,0.9,26.7,26.0
2023-06-01 03:20:00,30.3,18.0,36.3,36.3,36.3,1.0,36.3,0.9,26.7,26.0
2023-06-01 03:25:00,30.3,18.0,37.0,37.0,37.0,1.0,37.0,0.9,26.8,26.0
2023-06-01 03:30:00,30.3,18.0,37.3,37.3,37.3,1.0,37.3,0.9,27.1,26.0
2023-06-01 03:35:00,30.3,18.0,38.0,38.0,38.0,1.0,38.0,0.9,27.3,26.0
2023-06-01 03:40:00,30.3,18.0,38.4,38.4,38.4,1.0,38.4,5.5,27.6,26.0
2023-06-01 03:45:00,30.2,18.0,38.4,38.4,38.4,1.0,38.4,15.7,26.0,26.0
2023-06-01 03:50:00,30.2,18.0,38.0,38.0,38.0,1.0,38.0,14.4,25.8,26.0
2023-06-01 03:55:00,30.2,18.0,36.8,36.8,36.8,1.0,36.8,12.3,25.0,26.0
2023-06-01 04:00:00,30.2,18.0,35.5,35.5,35.5,1.0,35.5,9.7,24.7,26.0
2023-06-01 04:05:00,30.2,18.0,34.6,34.6,34.6,1.0,34.6,7.9,24.4,26.0
2023-06-01 04:10:00,30.2,18.0,33.8,33.8,33.8,1.0,33.8,7.9,24.1,26.0
2023-06-01 04:15:00,30.2,18.0,33.8,33.8,33.8,1.0,33.8,7.8,24.2,26.0
2023-06-01 04:20:00,30.2,18.0,33.5,33.5,33.5,1.0,33.5,7.9,24.2,26.0
2023-06-01 04:25:00,30.2,18.0,33.2,33.2,33.2,1.0,33.2,7.9,24.1,26.0
2023-06-01 04:30:00,30.2,18.0,33.1,33.1,33.1,1.0,33.1,7.9,23.9,26.0
2023-06-01 04:35:00,30.2,18.0,32.9,32.9,32.9,1.0,32.9,0.8,23.5,26.0
2023-06-01 04:40:00,30.2,18.0,32.8,32.8,32.8,1.0,32.8,0.8,24.7,26.0
2023-06-01 04:45:00,30.1,18.0,33.2,33.2,33.2,1.0,33.2,0.8,25.1,26.0
2023-06-01 04:50:00,30.1,18.0,33.8,33.8,33.8,1.0,33.8,0.9,25.7,26.0
2023-06-01 04:55:00,30.1,18.0,34.5,34.5,34.5,1.0,34.5,0.9,25.8,26.0
2023-06-01 05:00:00,30.1,18.0,35.2,35.2,35.2,1.0,35.2,0.9,26.2,26.0
2023-06-01 05:05:00,30.1,18.0,35.8,35.8,35.8,1.0,35.8,0.9,26.4,26.0
2023-06-01 05:10:00,30.1,18.0,36.4,36.4,36.4,1.0,36.4,0.9,26.8,26.0
2023-06-01 05:15:00,30.1,18.0,36.9,36.9,36.9,1.0,36.9,0.9,26.9,26.0
2023-06-01 05:20:00,30.1,18.0,37.8,37.8,37.8,1.0,37.8,0.9,27.2,26.0
2023-06-01 05:25:00,30.1,18.0,37.8,37.8,37.8,1.0,37.8,2.9,27.4,26.0
2023-06-01 05:30:00,30.1,18.0,38.1,38.1,38.1,1.0,38.1,16.1,25.6,26.0
2023-06-01 05:35:00,30.1,18.0,36.6,36.6,36.6,1.0,36.6,13.2,25.2,26.0
2023-06-01 05:40:00,30.1,18.0,36.6,36.6,36.6,1.0,36.6,11.1,25.0,26.0
2023-06-01 05:45:00,30.1,18.0,34.6,34.6,34.6,1.0,34.6,9.0,24.6,26.0
2023-06-01 05:50:00,30.1,18.0,34.6,34.6,34.6,1.0,34.6,8.0,24.7,26.0
2023-06-01 05:55:00,30.1,18.0,34.0,34.0,34.0,1.0,34.0,7.9,24.6,26.0
2023-06-01 06:00:00,30.2,18.0,33.5,33.5,33.5,1.0,33.5,7.9,24.2,26.0
2023-06-01 06:05:00,30.2,18.0,33.3,33.3,33.3,1.0,33.3,7.9,24.2,26.0
2023-06-01 06:10:00,30.2,18.0,33.3,33.3,33.3,1.0,33.3,7.9,24.0,26.0
2023-06-01 06:15:00,30.2,18.0,33.0,33.0,33.0,1.0,33.0,7.9,23.7,26.0
2023-06-01 06:20:00,30.2,18.0,33.0,33.0,33.0,1.0,33.0,8.0,23.5,26.0
2023-06-01 06:25:00,30.2,18.0,32.9,32.9,32.9,1.0,32.9,0.8,24.4,26.0
2023-06-01 06:30:00,30.2,18.0,32.9,32.9,32.9,1.0,32.9,0.8,25.1,26.0
2023-06-01 06:35:00,30.3,18.0,33.5,33.5,33.5,1.0,33.5,0.9,25.7,26.0
2023-06-01 06:40:00,30.3,18.0,35.0,35.0,35.0,1.0,35.0,,25.9,26.0
2023-06-01 06:45:00,30.3,18.0,35.5,35.5,35.5,1.0,35.5,0.9,26.1,26.0
2023-06-01 06:50:00,30.3,18.0,35.5,35.5,35.5,1.0,35.5,0.9,26.3,26.0
2023-06-01 06:55:00,30.3,18.0,36.6,36.6,36.6,1.0,36.6,0.9,26.5,26.0
2023-06-01 07:00:00,30.4,18.0,36.6,36.6,36.6,1.0,36.6,0.9,26.7,26.0
2023-06-01 07:05:00,30.4,18.0,37.5,37.5,37.5,1.0,37.5,0.9,27.0,26.0
2023-06-01 07:10:00,30.4,18.0,37.5,37.5,37.5,1.0,37.5,0.9,27.0,26.0
2023-06-01 07:15:00,30.5,18.0,37.9,37.9,37.9,1.0,37.9,0.9,27.6,26.0
2023-06-01 07:20:00,30.5,18.0,38.2,38.2,38.2,1.0,38.2,20.3,26.5,26.0
2023-06-01 07:25:00,30.5,18.0,37.4,37.4,37.4,1.0,37.4,14.3,25.4,26.0
2023-06-01 07:30:00,30.6,18.0,36.1,36.1,36.1,1.0,36.1,13.2,25.2,26.0
2023-06-01 07:35:00,30.6,18.0,36.1,36.1,36.1,1.0,36.1,10.9,24.7,26.0
2023-06-01 07:40:00,30.6,18.0,34.2,34.2,34.2,1.0,34.2,8.7,24.7,26.0
2023-06-01 07:45:00,30.6,18.0,33.9,33.9,33.9,1.0,33.9,7.9,24.5,26.0
2023-06-01 07:50:00,30.6,18.0,33.9,33.9,33.9,1.0,33.9,8.0,24.3,26.0
2023-06-01 07:55:00,30.6,18.0,33.5,33.5,33.5,1.0,33.5,8.0,24.3,26.0
2023-06-01 08:00:00,30.6,18.0,33.2,33.2,33.2,1.0,33.2,8.2,23.8,26.0
2023-06-01 08:05:00,30.6,18.0,33.0,33.0,33.0,1.0,33.0,8.2,23.9,26.0
2023-06-01 08:10:00,30.7,18.0,33.0,33.0,33.0,1.0,33.0,8.2,23.8,26.0
2023-06-01 08:15:00,30.7,18.0,32.9,32.9,32.9,1.0,32.9,0.8,24.7,26.0
2023-06-01 08:20:00,30.7,18.0,33.1,33.1,33.1,1.0,33.1,0.8,25.1,26.0
2023-06-01 08:25:00,30.7,18.0,34.3,34.3,34.3,1.0,34.3,0.9,25.6,26.0
2023-06-01 08:30:00,30.8,18.0,34.3,34.3,34.3,1.0,34.3,0.9,25.8,26.0
2023-06-01 08:35:00,30.8,18.0,35.6,35.6,35.6,1.0,35.6,0.9,25.8,26.0
2023-06-01 08:40:00,30.8,18.0,35.6,35.6,35.6,1.0,35.6,0.9,26.4,26.0
2023-06-01 08:45:00,30.7,18.0,36.1,36.1,36.1,1.0,36.1,0.9,26.6,26.0
2023-06-01 08:50:00,30.7,18.0,36.7,36.7,36.7,1.0,36.7,0.9,26.7,26.0
2023-06-01 08:55:00,30.7,18.0,37.1,37.1,37.1,1.0,37.1,0.9,27.1,26.0
2023-06-01 09:00:00,30.7,18.0,37.5,37.5,37.5,1.0,37.5,0.9,27.3,26.0
2023-06-01 09:05:00,30.7,18.0,38.3,38.3,38.3,1.0,38.3,0.9,27.5,26.0
2023-06-01 09:10:00,30.8,18.0,38.3,38.3,38.3,1.0,38.3,20.7,26.4,26.0
2023-06-01 09:15:00,30.8,18.0,38.1,38.1,38.1,1.0,38.1,14.7,25.8,26.0
2023-06-01 09:20:00,30.8,18.0,37.0,37.0,37.0,1.0,37.0,13.7,25.4,26.0
2023-06-01 09:25:00,30.8,18.0,35.5,35.5,35.5,1.0,35.5,10.3,24.6,26.0
2023-06-01 09:30:00,30.8,18.0,34.8,34.8,34.8,1.0,34.8,8.2,24.3,26.0
2023-06-01 09:35:00,30.7,18.0,34.1,34.1,34.1,1.0,34.1,8.3,24.3,26.0
