time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,2048030_c,2048030_p,2048030_r,2048030_s,3814937_c,3814937_h,3814937_p,3814937_r,3814937_s,3816381_c,3816381_h,3816381_p,3816381_r,3816381_s
2023-06-01 01:50:00,25.2,46.91,31.0,29.8,30.4,28.3,28.3,[28.3],,0.75,,,,29.8,0.79,28.0,26.0,,31.0,0.0,,
2023-06-01 01:55:00,25.2,46.77,31.0,30.0,30.5,28.4,28.4,[28.4],,0.74,,,,30.0,4.73,26.5,26.0,,31.0,0.0,,
2023-06-01 02:00:00,25.3,46.74,31.1,29.6,30.35,28.1,28.1,[28.1],,0.74,,,,29.6,0.6,27.5,26.0,,31.1,0.0,,
2023-06-01 02:05:00,25.3,46.81,,,,28.2,28.2,[28.2],,0.75,,,,,4.72,27.0,26.0,,,0.0,,
2023-06-01 02:10:00,27.2,46.77,31.1,29.8,30.450000000000003,28.3,28.3,[28.3],,0.74,,,,29.8,0.6,27.5,26.0,,31.1,0.0,,
2023-06-01 02:15:00,27.3,46.31,30.9,29.6,30.25,28.1,28.1,[28.1],,0.74,,,,29.6,4.79,26.0,26.0,,30.9,0.0,,
2023-06-01 02:20:00,27.3,46.44,30.8,29.7,30.25,28.0,28.0,[28.0],,0.76,,,,29.7,4.82,28.0,26.0,,30.8,0.0,,
2023-06-01 02:25:00,27.7,46.89,30.8,29.7,30.25,28.2,28.2,[28.2],,0.75,,,,29.7,4.96,26.0,26.0,,30.8,0.0,,
2023-06-01 02:30:00,29.1,46.83,30.8,29.7,30.25,28.1,28.1,[28.1],,0.74,,,,29.7,5.0,26.0,26.0,,30.8,0.0,,
2023-06-01 02:35:00,28.4,46.81,31.1,29.8,30.450000000000003,28.3,28.3,[28.3],,0.75,,,,29.8,0.9,27.0,26.0,,31.1,0.0,,
2023-06-01 02:40:00,27.1,46.8,31.2,29.8,30.5,28.4,28.4,[28.4],,0.75,,,,29.8,4.73,27.0,26.0,,31.2,0.0,,
2023-06-01 02:45:00,26.8,46.71,31.0,29.9,30.45,28.2,28.2,[28.2],,0.74,,,,29.9,0.6,27.0,26.0,,31.0,0.0,,
2023-06-01 02:50:00,26.8,46.83,31.1,29.7,30.4,28.3,28.3,[28.3],,0.74,,,,29.7,4.71,27.0,26.0,,31.1,0.0,,
2023-06-01 02:55:00,27.1,46.78,30.9,29.6,30.25,28.2,28.2,[28.2],,0.76,,,,29.6,0.6,27.5,26.0,,30.9,0.0,,
2023-06-01 03:00:00,28.3,46.79,31.0,29.8,30.4,28.2,28.2,[28.2],,0.75,,,,29.8,4.69,27.0,26.0,,31.0,0.0,,
2023-06-01 03:05:00,29.2,46.84,31.0,29.9,30.45,28.4,28.4,[28.4],,0.75,,,,29.9,0.59,28.5,26.0,,31.0,0.0,,
2023-06-01 03:10:00,26.9,46.870000000000005,31.3,29.9,30.6,28.3,28.3,[28.3],,0.73,,,,29.9,4.67,26.5,26.0,,31.3,0.0,,
2023-06-01 03:15:00,28.9,46.77,31.0,29.8,30.4,28.2,28.2,[28.2],,0.76,,,,29.8,0.6,27.5,26.0,,31.0,0.0,,
2023-06-01 03:20:00,27.6,46.71,31.0,29.6,30.3,28.1,28.1,[28.1],,0.75,,,,29.6,4.76,26.0,26.0,,31.0,0.0,,
2023-06-01 03:25:00,27.3,46.78,30.8,29.7,30.25,28.2,28.2,[28.2],,0.75,,,,29.7,4.68,28.5,26.0,,30.8,0.0,,
2023-06-01 03:30:00,26.6,46.790000000000006,30.8,29.6,30.200000000000003,28.1,28.1,[28.1],,0.75,,,,29.6,4.75,26.0,26.0,,30.8,0.0,,
2023-06-01 03:35:00,27.8,46.84,30.8,29.6,30.200000000000003,28.1,28.1,[28.1],,0.75,,,,29.6,4.71,28.0,26.0,,30.8,0.0,,
2023-06-01 03:40:00,25.7,46.7,30.8,29.5,30.15,28.1,28.1,[28.1],,0.74,,,,29.5,0.81,26.0,26.0,,30.8,0.0,,
2023-06-01 03:45:00,25.0,46.75,30.8,29.7,30.25,28.1,28.1,[28.1],,0.75,,,,29.7,4.57,28.0,26.0,,30.8,0.0,,
2023-06-01 03:50:00,25.0,46.84,31.0,29.9,30.45,28.4,28.4,[28.4],,0.75,,,,29.9,0.6,28.5,26.0,,31.0,0.0,,
2023-06-01 03:55:00,27.2,46.760000000000005,31.0,29.9,30.45,28.3,28.3,[28.3],,0.75,,,,29.9,4.85,26.5,26.0,,31.0,0.0,,
2023-06-01 04:00:00,26.2,46.72,31.0,29.6,30.3,28.2,28.2,[28.2],,0.75,,,,29.6,0.6,28.0,26.0,,31.0,0.0,,
2023-06-01 04:05:00,25.8,46.81,31.1,29.8,30.450000000000003,28.1,28.1,[28.1],,0.75,,,,29.8,4.77,26.5,26.0,,31.1,0.0,,
2023-06-01 04:10:00,26.6,46.73,30.9,29.6,30.25,28.2,28.2,[28.2],,0.75,,,,29.6,4.55,26.0,26.0,,30.9,0.0,,
2023-06-01 04:15:00,26.0,46.78,30.9,29.6,30.25,28.3,28.3,[28.3],,0.76,,,,29.6,4.76,27.0,26.0,,30.9,0.0,,
2023-06-01 04:20:00,25.6,46.83,31.3,29.8,30.55,28.3,28.3,[28.3],,0.76,,,,29.8,4.56,28.0,26.0,,31.3,0.0,,
2023-06-01 04:25:00,26.1,46.71,31.2,30.0,30.6,28.2,28.2,[28.2],,0.75,,,,30.0,0.91,26.0,26.0,,31.2,0.0,,
2023-06-01 04:30:00,27.4,46.81,31.2,29.7,30.45,28.3,28.3,[28.3],,0.76,,,,29.7,4.89,27.5,26.0,,31.2,0.0,,
2023-06-01 04:35:00,26.9,46.78,31.1,29.5,30.3,28.2,28.2,[28.2],,0.75,,,,29.5,0.8,26.5,26.0,,31.1,0.0,,
2023-06-01 04:40:00,26.6,46.79,30.9,29.8,30.35,28.2,28.2,[28.2],,0.75,,,,29.8,4.82,27.0,26.0,,30.9,0.0,,
2023-06-01 04:45:00,27.1,46.8,31.2,29.8,30.5,28.3,28.3,[28.3],,0.75,,,,29.8,0.6,28.5,26.0,,31.2,0.0,,
2023-06-01 04:50:00,26.2,46.83,31.3,30.0,30.65,28.3,28.3,[28.3],,0.74,,,,30.0,4.73,26.5,26.0,,31.3,0.0,,
2023-06-01 04:55:00,27.7,46.78,31.3,29.7,30.5,28.2,28.2,[28.2],,0.76,,,,29.7,0.6,27.0,26.0,,31.3,0.0,,
2023-06-01 05:00:00,27.3,46.32,30.8,29.8,30.3,28.0,28.0,[28.0],,0.74,,,,29.8,4.82,26.0,26.0,,30.8,0.0,,
2023-06-01 05:05:00,27.2,46.56,30.8,29.6,30.200000000000003,28.0,28.0,[28.0],,0.77,,,,29.6,0.6,27.5,26.0,,30.8,0.0,,
2023-06-01 05:10:00,27.5,46.86,30.9,29.8,30.35,28.0,28.0,[28.0],,0.76,,,,29.8,4.66,26.5,26.0,,30.9,0.0,,
2023-06-01 05:15:00,27.9,46.8,30.9,29.5,30.2,28.1,28.1,[28.1],,0.77,,,,29.5,0.6,28.0,26.0,,30.9,0.0,,
2023-06-01 05:20:00,29.4,46.78,30.8,29.8,30.3,28.1,28.1,[28.1],,0.76,,,,29.8,4.83,27.0,26.0,,30.8,0.0,,
2023-06-01 05:25:00,27.2,46.85,30.8,29.8,30.3,28.3,28.3,[28.3],,0.75,,,,29.8,4.6,28.5,26.0,,30.8,0.0,,
2023-06-01 05:30:00,26.2,46.75,31.1,30.0,30.55,28.2,28.2,[28.2],,0.74,,,,30.0,4.71,26.0,26.0,,31.1,0.0,,
2023-06-01 05:35:00,25.9,46.84,31.0,29.8,30.4,28.1,28.1,[28.1],,0.77,,,,29.8,4.49,28.5,26.0,,31.0,0.0,,
2023-06-01 05:40:00,26.8,46.76,31.0,29.6,30.3,28.2,28.2,[28.2],,0.75,,,,29.6,0.91,26.0,26.0,,31.0,0.0,,
2023-06-01 05:45:00,28.6,46.81,30.9,29.6,30.25,28.2,28.2,[28.2],,0.77,,,,29.6,5.01,27.5,26.0,,30.9,0.0,,
2023-06-01 05:50:00,27.9,46.81999999999999,31.2,29.8,30.5,28.3,28.3,[28.3],,0.77,,,,29.8,0.8,27.5,26.0,,31.2,0.0,,
2023-06-01 05:55:00,27.5,46.81,31.3,30.0,30.65,28.3,28.3,[28.3],,0.76,,,,30.0,4.8,26.5,26.0,,31.3,0.0,,
2023-06-01 06:00:00,27.5,46.64,31.3,29.7,30.5,28.2,28.2,[28.2],,0.73,,,,29.7,0.6,27.0,26.0,,31.3,0.0,,
2023-06-01 06:05:00,29.0,46.33,30.9,29.7,30.3,27.9,27.9,[27.9],,0.77,,,,29.7,4.9,27.5,26.0,,30.9,0.0,,
2023-06-01 06:10:00,27.6,46.43,30.6,29.8,30.200000000000003,27.9,27.9,[27.9],,0.76,,,,29.8,4.89,26.5,26.0,,30.6,0.0,,
2023-06-01 06:15:00,27.5,46.81,30.7,29.9,30.3,28.0,28.0,[28.0],,0.77,,,,29.9,4.77,28.0,26.0,,30.7,0.0,,
2023-06-01 06:20:00,26.4,46.71,30.7,29.7,30.2,28.0,28.0,[28.0],,0.72,,,,29.7,0.91,26.0,26.0,,30.7,0.0,,
2023-06-01 06:25:00,26.0,46.79,30.7,29.9,30.3,28.0,28.0,[28.0],,0.75,,,,29.9,4.62,27.5,26.0,,30.7,0.0,,
2023-06-01 06:30:00,26.0,46.77,30.8,29.8,30.3,28.1,28.1,[28.1],,0.75,,,,29.8,0.77,27.0,26.0,,30.8,0.0,,
2023-06-01 06:35:00,26.0,46.71,30.8,29.7,30.25,28.1,28.1,[28.1],,0.73,,,,29.7,4.69,26.5,26.0,,30.8,0.0,,
2023-06-01 06:40:00,25.6,46.84,30.8,29.6,30.200000000000003,27.9,27.9,[27.9],,0.74,,,,29.6,0.6,28.0,26.0,,30.8,0.0,,
2023-06-01 06:45:00,25.6,46.77,30.8,29.6,30.200000000000003,27.9,27.9,[27.9],,0.74,,,,29.6,4.78,26.5,26.0,,30.8,0.0,,
2023-06-01 06:50:00,27.4,46.74,30.8,29.6,30.200000000000003,27.9,27.9,[27.9],,0.75,,,,29.6,0.6,28.0,26.0,,30.8,0.0,,
2023-06-01 06:55:00,27.2,46.82,30.9,29.7,30.3,28.1,28.1,[28.1],,0.76,,,,29.7,4.71,27.0,26.0,,30.9,0.0,,
2023-06-01 07:00:00,27.7,46.82,30.9,29.7,30.3,28.1,28.1,[28.1],,0.76,,,,29.7,4.82,28.0,26.0,,30.9,0.0,,
2023-06-01 07:05:00,25.6,46.84,31.2,29.8,30.5,28.2,28.2,[28.2],,0.75,,,,29.8,4.7,26.0,26.0,,31.2,0.0,,
2023-06-01 07:10:00,27.7,46.75,31.0,29.7,30.35,28.0,28.0,[28.0],,0.78,,,,29.7,0.59,27.5,26.0,,31.0,0.0,,
2023-06-01 07:15:00,27.0,46.34,30.6,29.7,30.15,27.9,27.9,[27.9],,0.73,,,,29.7,4.79,26.0,26.0,,30.6,0.0,,
2023-06-01 07:20:00,25.5,46.79,30.6,29.8,30.200000000000003,27.7,27.7,[27.7],,0.76,,,,29.8,0.59,27.5,26.0,,30.6,0.0,,
2023-06-01 07:25:00,26.1,46.88,30.7,29.8,30.25,28.1,28.1,[28.1],,0.74,,,,29.8,4.71,26.5,26.0,,30.7,0.0,,
2023-06-01 07:30:00,25.9,46.760000000000005,30.7,29.6,30.15,28.0,28.0,[28.0],,0.74,,,,29.6,0.59,28.0,26.0,,30.7,0.0,,
2023-06-01 07:35:00,26.4,46.8,30.8,29.9,30.35,28.1,28.1,[28.1],,0.74,,,,29.9,4.49,27.0,26.0,,30.8,0.0,,
2023-06-01 07:40:00,27.1,46.84,30.8,29.9,30.35,28.1,28.1,[28.1],,0.73,,,,29.9,0.85,28.0,26.0,,30.8,0.0,,
2023-06-01 07:45:00,27.0,46.75,31.0,29.7,30.35,28.0,28.0,[28.0],,0.73,,,,29.7,4.81,26.0,26.0,,31.0,0.0,,
2023-06-01 07:50:00,27.0,46.8,30.9,29.8,30.35,27.9,27.9,[27.9],,0.75,,,,29.8,4.61,28.5,26.0,,30.9,0.0,,
2023-06-01 07:55:00,26.4,46.82,30.9,29.6,30.25,28.1,28.1,[28.1],,0.74,,,,29.6,4.64,26.0,26.0,,30.9,0.0,,
2023-06-01 08:00:00,28.3,46.81999999999999,,,,28.1,28.1,[28.1],,0.74,,,,,4.76,27.5,26.0,,,0.0,,
2023-06-01 08:05:00,27.2,46.84,30.9,29.8,30.35,28.2,28.2,[28.2],,0.75,,,,29.8,0.78,27.5,26.0,,30.9,0.0,,
2023-06-01 08:10:00,26.3,46.8,31.1,29.9,30.5,28.1,28.1,[28.1],,0.75,,,,29.9,4.62,26.5,26.0,,31.1,0.0,,
2023-06-01 08:15:00,27.4,46.78,31.0,29.7,30.35,28.1,28.1,[28.1],,0.74,,,,29.7,0.58,28.0,26.0,,31.0,0.0,,
2023-06-01 08:20:00,27.2,46.78,31.1,29.8,30.450000000000003,28.3,28.3,[28.3],,0.76,,,,29.8,4.72,26.0,26.0,,31.1,0.0,,
2023-06-01 08:25:00,27.2,46.74,31.1,29.6,30.35,28.1,28.1,[28.1],,0.76,,,,29.6,0.58,28.0,26.0,,31.1,0.0,,
2023-06-01 08:30:00,27.2,46.88,31.1,29.8,30.450000000000003,28.2,28.2,[28.2],,0.73,,,,29.8,4.94,27.0,26.0,,31.1,0.0,,
2023-06-01 08:35:00,28.1,46.81,31.1,29.8,30.450000000000003,28.2,28.2,[28.2],,0.74,,,,29.8,4.84,27.5,26.0,,31.1,0.0,,
2023-06-01 08:40:00,27.0,46.760000000000005,31.0,29.6,30.3,28.1,28.1,[28.1],,0.73,,,,29.6,4.9,26.0,26.0,,31.0,0.0,,
2023-06-01 08:45:00,27.8,46.870000000000005,31.0,29.6,30.3,28.0,28.0,[28.0],,0.71,,,,29.6,4.83,28.0,26.0,,31.0,0.0,,
2023-06-01 08:50:00,27.2,46.8,31.0,29.5,30.25,28.1,28.1,[28.1],,0.72,,,,29.5,0.8,26.0,26.0,,31.0,0.0,,
2023-06-01 08:55:00,27.6,46.81999999999999,30.9,29.5,30.2,28.0,28.0,[28.0],,0.75,,,,29.5,4.93,27.5,26.0,,30.9,0.0,,
2023-06-01 09:00:00,27.2,46.86,30.9,29.8,30.35,28.2,28.2,[28.2],,0.75,,,,29.8,0.58,28.0,26.0,,30.9,0.0,,
2023-06-01 09:05:00,26.8,46.790000000000006,31.2,29.8,30.5,28.2,28.2,[28.2],,0.73,,,,29.8,4.68,26.5,26.0,,31.2,0.0,,
2023-06-01 09:10:00,25.9,46.77,31.2,29.7,30.45,28.1,28.1,[28.1],,0.71,,,,29.7,0.58,28.0,26.0,,31.2,0.0,,
2023-06-01 09:15:00,27.1,46.8,31.1,29.8,30.450000000000003,28.2,28.2,[28.2],,0.72,,,,29.8,4.89,26.5,26.0,,31.1,0.0,,
2023-06-01 09:20:00,26.0,46.85,30.9,29.7,30.3,28.0,28.0,[28.0],,0.74,,,,29.7,4.33,28.0,26.0,,30.9,0.0,,
2023-06-01 09:25:00,26.6,46.86,31.0,29.8,30.4,28.1,28.1,[28.1],,0.73,,,,29.8,4.77,27.0,26.0,,31.0,0.0,,
2023-06-01 09:30:00,27.0,46.85,31.3,30.0,30.65,28.4,28.4,[28.4],,0.74,,,,30.0,4.81,28.0,26.0,,31.3,0.0,,
2023-06-01 09:35:00,26.8,46.77,31.2,30.0,30.6,28.1,28.1,[28.1],,0.73,,,,30.0,4.75,25.5,26.0,,31.2,0.0,,
2023-06-01 09:40:00,27.4,46.75,30.9,29.7,30.3,28.1,28.1,[28.1],,0.72,,,,29.7,0.58,27.5,26.0,,30.9,0.0,,
2023-06-01 09:45:00,26.5,46.32,30.9,29.9,30.4,27.8,27.8,[27.8],,0.73,,,,29.9,4.74,26.5,26.0,,30.9,0.0,,
2023-06-01 09:50:00,25.6,46.8,30.6,29.7,30.15,27.9,27.9,[27.9],,0.73,,,,29.7,0.58,27.5,26.0,,30.6,0.0,,
2023-06-01 09:55:00,26.2,46.85,30.7,29.8,30.25,28.0,28.0,[28.0],,0.72,,,,29.8,4.63,26.5,26.0,,30.7,0.0,,
2023-06-01 10:00:00,26.8,46.82,30.7,29.6,30.15,27.9,27.9,[27.9],,0.76,,,,29.6,0.58,28.0,26.0,,30.7,0.0,,
2023-06-01 10:05:00,26.4,46.84,30.8,29.9,30.35,28.0,28.0,[28.0],,0.75,,,,29.9,4.77,26.5,26.0,,30.8,0.0,,
2023-06-01 10:10:00,27.4,46.74,30.8,29.7,30.25,28.0,28.0,[28.0],,0.73,,,,29.7,0.58,27.5,26.0,,30.8,0.0,,
2023-06-01 10:15:00,27.4,46.38,30.6,29.8,30.200000000000003,28.0,28.0,[28.0],,0.74,,,,29.8,4.85,27.5,26.0,,30.6,0.0,,
2023-06-01 10:20:00,27.0,46.510000000000005,30.6,29.7,30.15,27.8,27.8,[27.8],,0.75,,,,29.7,4.63,26.5,26.0,,30.6,0.0,,
2023-06-01 10:25:00,26.7,46.83,30.6,30.0,30.3,27.9,27.9,[27.9],,0.74,,,,30.0,4.69,27.5,26.0,,30.6,0.0,,
2023-06-01 10:30:00,26.4,46.74,30.6,29.6,30.1,27.9,27.9,[27.9],,0.7,,,,29.6,0.8,26.0,26.0,,30.6,0.0,,
2023-06-01 10:35:00,25.0,46.84,30.7,29.8,30.25,27.9,27.9,[27.9],,0.72,,,,29.8,4.61,27.5,26.0,,30.7,0.0,,
2023-06-01 10:40:00,26.0,46.870000000000005,30.9,29.8,30.35,28.0,28.0,[28.0],,0.75,,,,29.8,0.58,28.5,26.0,,30.9,0.0,,
2023-06-01 10:45:00,26.7,46.8,30.9,29.8,30.35,28.2,28.2,[28.2],,0.74,,,,29.8,4.65,26.0,26.0,,30.9,0.0,,
2023-06-01 10:50:00,25.8,46.77,31.1,29.7,30.4,28.1,28.1,[28.1],,0.74,,,,29.7,0.58,28.0,26.0,,31.1,0.0,,
2023-06-01 10:55:00,26.0,46.82,31.1,29.9,30.5,28.0,28.0,[28.0],,0.74,,,,29.9,4.82,27.5,26.0,,31.1,0.0,,
2023-06-01 11:00:00,26.6,46.75,31.1,29.9,30.5,28.1,28.1,[28.1],,0.76,,,,29.9,4.56,28.0,26.0,,31.1,0.0,,
2023-06-01 11:05:00,26.4,46.74,30.9,29.6,30.25,27.9,27.9,[27.9],,0.76,,,,29.6,4.66,26.0,26.0,,30.9,0.0,,
2023-06-01 11:10:00,,,,,,,,,,,,,,,,,,,,,,
2023-06-01 11:15:00,,,,,,,,,,,,,,,,,,,,,,
2023-06-01 11:20:00,27.4,,,,,,,,,,,,,,,,,,,,,
2023-06-01 11:25:00,27.1,46.9,31.0,29.7,30.35,28.1,28.1,[28.1],,0.75,,,,29.7,0.59,27.5,26.0,,31.0,0.0,,
2023-06-01 11:30:00,26.7,46.8,31.3,29.9,30.6,28.1,28.1,[28.1],,0.75,,,,29.9,4.51,26.5,26.0,,31.3,0.0,,
2023-06-01 11:35:00,27.6,46.77,31.1,29.6,30.35,28.2,28.2,[28.2],,0.78,,,,29.6,0.59,27.5,26.0,,31.1,0.0,,
2023-06-01 11:40:00,27.8,46.89,31.1,29.9,30.5,28.1,28.1,[28.1],,0.79,,,,29.9,4.6,27.5,26.0,,31.1,0.0,,
2023-06-01 11:45:00,27.8,46.78,31.3,29.9,30.6,28.1,28.1,[28.1],,0.77,,,,29.9,0.59,28.0,26.0,,31.3,0.0,,
2023-06-01 11:50:00,27.1,46.77,31.3,29.9,30.6,28.1,28.1,[28.1],,0.74,,,,29.9,4.97,26.5,26.0,,31.3,0.0,,
2023-06-01 11:55:00,27.1,46.84,31.0,29.7,30.35,28.0,28.0,[28.0],,0.77,,,,29.7,4.67,28.0,26.0,,31.0,0.0,,
2023-06-01 12:00:00,29.5,46.81,31.0,29.6,30.3,28.1,28.1,[28.1],,0.78,,,,29.6,4.79,26.0,26.0,,31.0,0.0,,
2023-06-01 12:05:00,29.3,46.84,31.0,29.7,30.35,28.1,28.1,[28.1],,0.78,,,,29.7,4.61,28.0,26.0,,31.0,0.0,,
2023-06-01 12:10:00,28.8,46.85,31.1,29.7,30.4,28.2,28.2,[28.2],,0.76,,,,29.7,0.79,27.5,26.0,,31.1,0.0,,
2023-06-01 12:15:00,28.4,46.86,31.2,29.9,30.55,28.2,28.2,[28.2],,0.76,,,,29.9,4.66,26.5,26.0,,31.2,0.0,,
2023-06-01 12:20:00,28.3,46.85,31.0,29.6,30.3,28.0,28.0,[28.0],,0.74,,,,29.6,0.59,28.0,26.0,,31.0,0.0,,
2023-06-01 12:25:00,28.5,46.81,31.0,29.6,30.3,28.1,28.1,[28.1],,0.78,,,,29.6,4.78,26.5,26.0,,31.0,0.0,,
2023-06-01 12:30:00,30.5,46.77,30.9,29.7,30.3,28.1,28.1,[28.1],,0.76,,,,29.7,0.58,26.0,26.0,,30.9,0.0,,
2023-06-01 12:35:00,28.6,46.89,31.1,29.8,30.450000000000003,28.1,28.1,[28.1],,0.74,,,,29.8,4.65,27.5,26.0,,31.1,0.0,,
2023-06-01 12:40:00,30.8,46.85,31.1,29.8,30.450000000000003,28.1,28.1,[28.1],,0.78,,,,29.8,5.01,28.0,26.0,,31.1,0.0,,
2023-06-01 12:45:00,28.9,46.76,31.1,29.9,30.5,28.1,28.1,[28.1],,0.74,,,,29.9,4.76,26.0,26.0,,31.1,0.0,,
2023-06-01 12:50:00,29.2,46.83,31.0,29.7,30.35,28.1,28.1,[28.1],,0.74,,,,29.7,4.7,28.5,26.0,,31.0,0.0,,
2023-06-01 12:55:00,29.2,46.76,31.0,29.8,30.4,28.1,28.1,[28.1],,0.72,,,,29.8,0.88,25.5,26.0,,31.0,0.0,,
2023-06-01 13:00:00,28.4,46.88,31.0,29.8,30.4,28.0,28.0,[28.0],,0.76,,,,29.8,4.92,27.5,26.0,,31.0,0.0,,
2023-06-01 13:05:00,28.9,46.91,31.1,29.8,30.450000000000003,28.0,28.0,[28.0],,0.77,,,,29.8,0.58,28.5,26.0,,31.1,0.0,,
2023-06-01 13:10:00,28.5,46.8,31.1,29.9,30.5,28.2,28.2,[28.2],,0.74,,,,29.9,4.8,26.5,26.0,,31.1,0.0,,
2023-06-01 13:15:00,29.3,46.77,31.1,29.9,30.5,28.1,28.1,[28.1],,0.75,,,,29.9,0.59,26.0,26.0,,31.1,0.0,,
2023-06-01 13:20:00,30.1,46.74,30.8,29.7,30.25,28.0,28.0,[28.0],,0.76,,,,29.7,0.58,27.5,26.0,,30.8,0.0,,
2023-06-01 13:25:00,28.8,46.42,30.6,29.9,30.25,27.9,27.9,[27.9],,0.75,,,,29.9,5.09,26.5,26.0,,30.6,0.0,,
2023-06-01 13:30:00,28.8,46.79,30.7,29.9,30.3,27.9,27.9,[27.9],,0.73,,,,29.9,3.85,29.0,26.0,,30.7,0.0,,
2023-06-01 13:35:00,28.5,46.77,30.7,29.9,30.3,27.8,27.8,[27.8],,0.74,,,,29.9,5.01,26.0,26.0,,30.7,0.0,,
2023-06-01 13:40:00,29.5,46.75,30.7,29.9,30.3,28.0,28.0,[28.0],,0.76,,,,29.9,4.78,28.0,26.0,,30.7,0.0,,
2023-06-01 13:45:00,28.6,46.85,30.7,29.9,30.3,28.1,28.1,[28.1],,0.73,,,,29.9,4.98,27.0,26.0,,30.7,0.0,,
2023-06-01 13:50:00,30.4,46.83,31.1,30.1,30.6,28.2,28.2,[28.2],,0.75,,,,30.1,4.92,27.5,26.0,,31.1,0.0,,
2023-06-01 13:55:00,29.7,46.77,31.1,29.8,30.450000000000003,28.1,28.1,[28.1],,0.75,,,,29.8,0.79,26.0,26.0,,31.1,0.0,,
2023-06-01 14:00:00,28.8,46.82,30.9,29.9,30.4,28.0,28.0,[28.0],,0.75,,,,29.9,4.87,27.5,26.0,,30.9,0.0,,
2023-06-01 14:05:00,28.9,46.85,31.2,30.0,30.6,28.1,28.1,[28.1],,0.75,,,,30.0,0.59,28.5,26.0,,31.2,0.0,,
2023-06-01 14:10:00,28.9,46.89,31.2,30.0,30.6,28.3,28.3,[28.3],,0.75,,,,30.0,4.91,26.5,26.0,,31.2,0.0,,
2023-06-01 14:15:00,29.5,46.76,31.0,30.0,30.5,28.1,28.1,[28.1],,0.74,,,,30.0,0.59,27.5,26.0,,31.0,0.0,,
2023-06-01 14:20:00,28.4,46.38,30.8,30.0,30.4,27.9,27.9,[27.9],,0.72,,,,30.0,4.83,27.5,26.0,,30.8,0.0,,
2023-06-01 14:25:00,28.6,46.79,30.5,29.8,30.15,27.7,27.7,[27.7],,0.75,,,,29.8,4.71,26.5,26.0,,30.5,0.0,,
2023-06-01 14:30:00,29.4,46.8,30.7,30.0,30.35,28.0,28.0,[28.0],,0.76,,,,30.0,4.68,28.0,26.0,,30.7,0.0,,
2023-06-01 14:35:00,28.3,46.74,30.6,29.7,30.15,28.0,28.0,[28.0],,0.74,,,,29.7,0.88,25.5,26.0,,30.6,0.0,,
2023-06-01 14:40:00,26.9,46.870000000000005,30.7,29.7,30.2,28.0,28.0,[28.0],,0.76,,,,29.7,4.8,27.5,26.0,,30.7,0.0,,
2023-06-01 14:45:00,26.7,46.86,31.0,29.8,30.4,28.1,28.1,[28.1],,0.76,,,,29.8,0.77,27.5,26.0,,31.0,0.0,,
2023-06-01 14:50:00,28.3,46.8,31.0,29.8,30.4,28.1,28.1,[28.1],,0.77,,,,29.8,4.97,26.5,26.0,,31.0,0.0,,
2023-06-01 14:55:00,28.6,46.77,30.9,29.6,30.25,28.0,28.0,[28.0],,0.76,,,,29.6,0.59,28.0,26.0,,30.9,0.0,,
2023-06-01 15:00:00,26.5,46.86,31.0,29.8,30.4,28.0,28.0,[28.0],,0.74,,,,29.8,4.49,26.5,26.0,,31.0,0.0,,
2023-06-01 15:05:00,28.1,46.79,30.9,29.6,30.25,28.0,28.0,[28.0],,0.76,,,,29.6,0.59,28.0,26.0,,30.9,0.0,,
2023-06-01 15:10:00,28.1,46.81,31.0,29.6,30.3,28.0,28.0,[28.0],,0.75,,,,29.6,4.76,27.0,26.0,,31.0,0.0,,
2023-06-01 15:15:00,28.3,46.85,31.3,29.9,30.6,28.1,28.1,[28.1],,0.75,,,,29.9,4.95,28.0,26.0,,31.3,0.0,,
2023-06-01 15:20:00,27.1,46.73,31.2,29.9,30.55,28.1,28.1,[28.1],,0.73,,,,29.9,4.78,26.0,26.0,,31.2,0.0,,
2023-06-01 15:25:00,28.2,46.79,31.1,29.8,30.450000000000003,28.1,28.1,[28.1],,0.74,,,,29.8,4.75,26.0,26.0,,31.1,0.0,,
2023-06-01 15:30:00,27.4,46.85,31.3,29.8,30.55,28.2,28.2,[28.2],,0.75,,,,29.8,0.79,27.0,26.0,,31.3,0.0,,
2023-06-01 15:35:00,26.4,46.79,31.3,29.9,30.6,28.1,28.1,[28.1],,0.74,,,,29.9,4.67,26.5,26.0,,31.3,0.0,,
2023-06-01 15:40:00,27.4,46.76,31.2,29.6,30.4,28.0,28.0,[28.0],,0.71,,,,29.6,0.59,27.5,26.0,,31.2,0.0,,
2023-06-01 15:45:00,26.3,46.81,31.0,29.7,30.35,28.0,28.0,[28.0],,0.73,,,,29.7,4.64,26.5,26.0,,31.0,0.0,,
2023-06-01 15:50:00,25.8,46.77,31.0,29.5,30.25,27.9,27.9,[27.9],,0.74,,,,29.5,0.59,26.0,26.0,,31.0,0.0,,
2023-06-01 15:55:00,26.2,46.82,31.0,29.8,30.4,28.1,28.1,[28.1],,0.73,,,,29.8,4.7,27.0,26.0,,31.0,0.0,,
2023-06-01 16:00:00,26.2,46.86,31.3,29.9,30.6,28.1,28.1,[28.1],,0.73,,,,29.9,4.68,28.5,26.0,,31.3,0.0,,
