time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,352024_c,352024_h,352024_p,352024_r,352024_s,352025_c,352025_h,352025_p,352025_r,352025_s,352026_c,352026_h,352026_p,352026_r,352026_s,352027_c,352027_h,352027_p,352027_r,352027_s,352028_c,352028_h,352028_p,352028_r,352028_s
2023-05-30 09:05:00,,,33.7,28.4,31.24,1.0,28.4,316.2,27.0,28.0,1.0,28.4,313.5,27.0,18.0,1.0,33.7,327.2,28.0,18.0,1.0,33.7,321.3,26.0,18.0,1.0,32.0,311.6,28.0,18.0
2023-05-30 09:10:00,,,33.7,28.5,31.4,1.0,28.5,316.1,27.0,28.0,1.0,28.5,317.0,27.0,18.0,1.0,33.7,329.6,27.0,18.0,1.0,33.7,315.8,26.0,18.0,1.0,32.6,312.4,27.0,18.0
2023-05-30 09:15:00,,,33.5,28.5,31.32,1.0,28.5,313.1,27.0,28.0,1.0,28.5,313.7,27.0,18.0,1.0,33.5,327.0,27.0,18.0,1.0,33.5,319.3,26.0,18.0,1.0,32.6,310.8,27.0,18.0
2023-05-30 09:20:00,,,33.3,28.7,31.36,1.0,28.7,313.7,27.0,28.0,1.0,28.7,316.1,27.0,18.0,1.0,33.3,325.6,27.0,18.0,1.0,33.3,321.7,26.0,18.0,1.0,32.8,308.2,27.0,18.0
2023-05-30 09:25:00,,,33.0,28.8,31.279999999999998,1.0,28.8,314.9,27.0,28.0,1.0,28.8,315.5,27.0,18.0,1.0,33.0,326.4,27.0,18.0,1.0,33.0,315.9,25.0,18.0,1.0,32.8,310.1,27.0,18.0
2023-05-30 09:30:00,,,33.0,28.8,31.24,1.0,28.8,314.9,27.0,28.0,1.0,28.8,313.9,27.0,18.0,1.0,33.0,331.0,27.0,18.0,1.0,33.0,320.4,25.0,18.0,1.0,32.6,308.3,27.0,18.0
2023-05-30 09:35:00,,,32.6,28.8,31.040000000000003,1.0,28.8,316.9,27.0,28.0,1.0,28.8,316.8,27.0,18.0,1.0,32.6,331.1,26.0,18.0,1.0,32.6,98.8,25.0,18.0,1.0,32.4,313.3,27.0,18.0
2023-05-30 09:40:00,,,32.6,28.9,31.04,1.0,28.9,319.3,27.0,28.0,1.0,28.9,317.4,27.0,18.0,1.0,32.6,329.2,27.0,18.0,1.0,32.6,84.1,26.0,18.0,1.0,32.2,312.6,27.0,18.0
2023-05-30 09:45:00,,,32.5,28.9,30.92,1.0,28.9,316.7,27.0,28.0,1.0,28.9,315.8,27.0,18.0,1.0,32.5,329.4,27.0,18.0,1.0,32.5,84.1,26.0,18.0,1.0,31.8,311.8,27.0,18.0
2023-05-30 09:50:00,,,32.5,29.0,30.880000000000003,1.0,29.0,317.1,27.0,28.0,1.0,29.0,314.4,27.0,18.0,1.0,32.5,329.0,27.0,18.0,1.0,32.5,84.2,26.0,18.0,1.0,31.4,314.1,27.0,18.0
2023-05-30 09:55:00,,,32.7,29.0,30.9,1.0,29.0,318.0,27.0,28.0,1.0,29.0,317.2,27.0,18.0,1.0,32.7,328.3,27.0,18.0,1.0,32.7,84.0,26.0,18.0,1.0,31.1,311.5,28.0,18.0
2023-05-30 10:00:00,,,32.9,29.1,31.04,1.0,29.1,316.0,27.0,28.0,1.0,29.1,314.5,28.0,18.0,1.0,32.9,332.8,27.0,18.0,1.0,32.9,83.8,27.0,18.0,1.0,31.2,313.9,28.0,18.0
2023-05-30 10:05:00,,,32.9,29.2,31.079999999999995,1.0,29.2,317.9,27.0,28.0,1.0,29.2,554.2,28.0,18.0,1.0,32.9,331.6,27.0,18.0,1.0,32.9,84.1,27.0,18.0,1.0,31.2,311.7,28.0,18.0
2023-05-30 10:10:00,,,33.0,29.1,31.1,1.0,29.1,315.7,26.0,28.0,1.0,29.1,552.8,27.0,18.0,1.0,33.0,328.0,27.0,18.0,1.0,33.0,84.4,26.0,18.0,1.0,31.3,309.9,28.0,18.0
2023-05-30 10:15:00,,,33.2,27.9,30.7,1.0,27.9,318.4,26.0,28.0,1.0,27.9,557.9,27.0,18.0,1.0,33.2,329.6,27.0,18.0,1.0,33.2,84.3,26.0,18.0,1.0,31.3,317.5,28.0,18.0
2023-05-30 10:20:00,,,33.2,27.5,30.52,1.0,27.5,320.0,25.0,28.0,1.0,27.5,566.6,27.0,18.0,1.0,33.2,330.3,27.0,18.0,1.0,33.2,83.9,26.0,18.0,1.0,31.2,314.9,28.0,18.0
2023-05-30 10:25:00,,,33.2,27.5,30.52,1.0,27.5,314.0,26.0,28.0,1.0,27.5,315.9,27.0,18.0,1.0,33.2,332.5,27.0,18.0,1.0,33.2,84.4,27.0,18.0,1.0,31.2,317.4,28.0,18.0
2023-05-30 10:30:00,,,33.2,27.5,30.56,1.0,27.5,314.7,26.0,28.0,1.0,27.5,315.0,27.0,18.0,1.0,33.2,331.1,27.0,18.0,1.0,33.2,84.0,27.0,18.0,1.0,31.4,314.6,28.0,18.0
2023-05-30 10:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-30 10:40:00,,,33.4,28.3,30.96,1.0,28.3,319.5,27.0,28.0,1.0,28.3,316.9,27.0,18.0,1.0,33.4,331.3,28.0,18.0,1.0,33.4,83.9,27.0,18.0,1.0,31.4,313.1,28.0,18.0
2023-05-30 10:45:00,,,33.4,28.5,31.140000000000004,1.0,28.5,317.7,27.0,28.0,1.0,28.5,317.4,27.0,18.0,1.0,33.4,324.4,28.0,18.0,1.0,33.4,84.3,27.0,18.0,1.0,31.9,314.0,28.0,18.0
2023-05-30 10:50:00,,,33.5,28.5,31.18,1.0,28.5,318.3,27.0,28.0,1.0,28.5,316.0,28.0,18.0,1.0,33.5,328.7,28.0,18.0,1.0,33.5,84.2,27.0,18.0,1.0,31.9,315.4,28.0,18.0
2023-05-30 10:55:00,,,33.6,28.7,31.3,1.0,28.7,321.3,27.0,28.0,1.0,28.7,320.2,28.0,18.0,1.0,33.6,327.8,28.0,18.0,1.0,33.6,84.8,27.0,18.0,1.0,31.9,315.0,28.0,18.0
2023-05-30 11:00:00,,,33.6,28.7,31.32,1.0,28.7,321.3,27.0,28.0,1.0,28.7,561.3,28.0,18.0,1.0,33.6,334.4,28.0,18.0,1.0,33.6,84.1,27.0,18.0,1.0,32.0,315.2,28.0,18.0
2023-05-30 11:05:00,,,33.7,28.7,31.380000000000003,1.0,28.7,320.3,26.0,28.0,1.0,28.7,563.9,27.0,18.0,1.0,33.7,323.5,27.0,18.0,1.0,33.7,84.4,27.0,18.0,1.0,32.1,314.1,28.0,18.0
2023-05-30 11:10:00,,,33.7,27.6,30.9,1.0,27.6,316.6,25.0,28.0,1.0,27.6,558.1,27.0,18.0,1.0,33.7,332.0,27.0,18.0,1.0,33.7,84.2,27.0,18.0,1.0,31.9,309.5,28.0,18.0
2023-05-30 11:15:00,,,33.7,27.2,30.74,1.0,27.2,308.8,26.0,28.0,1.0,27.2,554.4,27.0,18.0,1.0,33.7,88.3,27.0,18.0,1.0,33.7,84.2,27.0,18.0,1.0,31.9,309.5,28.0,18.0
2023-05-30 11:20:00,,,33.7,27.2,30.74,1.0,27.2,317.9,26.0,28.0,1.0,27.2,559.2,27.0,18.0,1.0,33.7,85.0,27.0,18.0,1.0,33.7,84.3,27.0,18.0,1.0,31.9,312.4,28.0,18.0
2023-05-30 11:25:00,,,33.6,26.7,30.5,1.0,26.7,315.8,26.0,28.0,1.0,26.7,559.7,28.0,18.0,1.0,33.6,83.7,27.0,18.0,1.0,33.6,84.9,27.0,18.0,1.0,31.9,311.6,28.0,18.0
2023-05-30 11:30:00,,,33.6,26.7,30.52,1.0,26.7,318.9,26.0,28.0,1.0,26.7,558.8,28.0,18.0,1.0,33.6,84.3,27.0,18.0,1.0,33.6,84.3,27.0,18.0,1.0,32.0,310.1,28.0,18.0
2023-05-30 11:35:00,,,33.6,26.6,30.48,1.0,26.6,318.0,26.0,28.0,1.0,26.6,558.5,27.0,18.0,1.0,33.6,330.6,27.0,18.0,1.0,33.6,84.4,27.0,18.0,1.0,32.0,314.2,28.0,18.0
2023-05-30 11:40:00,,,33.5,26.5,30.4,1.0,26.5,313.9,25.0,28.0,1.0,26.5,558.1,27.0,18.0,1.0,33.5,336.0,27.0,18.0,1.0,33.5,84.6,27.0,18.0,1.0,32.0,311.9,28.0,18.0
2023-05-30 11:45:00,,,33.5,26.2,30.24,1.0,26.2,319.7,26.0,28.0,1.0,26.2,320.2,27.0,18.0,1.0,33.5,84.2,27.0,18.0,1.0,33.5,84.1,27.0,18.0,1.0,31.8,317.0,28.0,18.0
2023-05-30 11:50:00,,,33.6,26.8,30.540000000000003,1.0,26.8,316.0,27.0,28.0,1.0,26.8,321.1,28.0,18.0,1.0,33.6,331.8,28.0,18.0,1.0,33.6,84.3,27.0,18.0,1.0,31.9,314.1,28.0,18.0
2023-05-30 11:55:00,,,33.6,26.8,30.540000000000003,1.0,26.8,318.9,27.0,28.0,1.0,26.8,321.9,28.0,18.0,1.0,33.6,338.4,28.0,18.0,1.0,33.6,84.3,27.0,18.0,1.0,31.9,321.6,28.0,18.0
2023-05-30 12:00:00,,,33.7,27.3,30.860000000000003,1.0,27.3,318.8,27.0,28.0,1.0,27.3,325.1,28.0,18.0,1.0,33.7,333.4,27.0,18.0,1.0,33.7,325.3,26.0,18.0,1.0,32.3,315.7,28.0,18.0
2023-05-30 12:05:00,,,33.7,27.7,31.06,1.0,27.7,322.5,27.0,28.0,1.0,27.7,323.6,28.0,18.0,1.0,33.7,336.9,27.0,18.0,1.0,33.7,322.2,26.0,18.0,1.0,32.5,319.7,27.0,18.0
2023-05-30 12:10:00,,,33.5,28.0,31.12,1.0,28.0,321.9,27.0,28.0,1.0,28.0,321.7,28.0,18.0,1.0,33.5,335.4,27.0,18.0,1.0,33.5,318.1,26.0,18.0,1.0,32.6,320.9,27.0,18.0
2023-05-30 12:15:00,,,33.4,28.2,31.16,1.0,28.2,320.8,27.0,28.0,1.0,28.2,322.5,28.0,18.0,1.0,33.4,332.3,27.0,18.0,1.0,33.4,320.3,26.0,18.0,1.0,32.6,311.6,27.0,18.0
2023-05-30 12:20:00,,,33.0,28.5,31.12,1.0,28.5,320.3,27.0,28.0,1.0,28.5,323.4,27.0,18.0,1.0,33.0,332.9,27.0,18.0,1.0,33.0,324.8,26.0,18.0,1.0,32.6,318.1,27.0,18.0
2023-05-30 12:25:00,,,33.0,28.6,31.1,1.0,28.6,325.7,27.0,28.0,1.0,28.6,323.7,27.0,18.0,1.0,33.0,335.0,27.0,18.0,1.0,33.0,324.8,26.0,18.0,1.0,32.3,321.2,27.0,18.0
2023-05-30 12:30:00,,,32.5,28.6,30.9,1.0,28.6,321.3,27.0,28.0,1.0,28.6,323.7,27.0,18.0,1.0,32.5,327.9,27.0,18.0,1.0,32.5,323.0,25.0,18.0,1.0,32.3,316.7,27.0,18.0
2023-05-30 12:35:00,,,32.5,28.7,30.860000000000003,1.0,28.7,320.8,27.0,28.0,1.0,28.7,323.0,27.0,18.0,1.0,32.5,334.2,26.0,18.0,1.0,32.5,321.7,25.0,18.0,1.0,31.9,317.8,27.0,18.0
2023-05-30 12:40:00,,,32.3,28.7,30.72,1.0,28.7,321.0,27.0,28.0,1.0,28.7,321.6,27.0,18.0,1.0,32.3,334.5,27.0,18.0,1.0,32.3,84.5,26.0,18.0,1.0,31.6,311.6,27.0,18.0
2023-05-30 12:45:00,,,32.2,28.7,30.68,1.0,28.7,324.4,27.0,28.0,1.0,28.7,324.7,27.0,18.0,1.0,32.2,335.6,27.0,18.0,1.0,32.2,84.3,26.0,18.0,1.0,31.6,317.1,27.0,18.0
2023-05-30 12:50:00,,,32.3,28.9,30.68,1.0,28.9,323.6,27.0,28.0,1.0,28.9,569.9,28.0,18.0,1.0,32.3,339.7,27.0,18.0,1.0,32.3,84.2,26.0,18.0,1.0,31.0,318.2,28.0,18.0
2023-05-30 12:55:00,,,32.4,28.9,30.72,1.0,28.9,317.7,26.0,28.0,1.0,28.9,572.0,28.0,18.0,1.0,32.4,334.9,27.0,18.0,1.0,32.4,84.6,26.0,18.0,1.0,31.0,316.5,27.0,18.0
2023-05-30 13:00:00,,,32.7,27.8,30.380000000000003,1.0,27.8,323.5,26.0,28.0,1.0,27.8,574.9,27.0,18.0,1.0,32.7,338.7,26.0,18.0,1.0,32.7,84.2,26.0,18.0,1.0,30.9,319.5,28.0,18.0
2023-05-30 13:05:00,,,32.7,27.8,30.360000000000003,1.0,27.8,315.5,25.0,28.0,1.0,27.8,574.1,27.0,18.0,1.0,32.7,337.2,27.0,18.0,1.0,32.7,83.9,26.0,18.0,1.0,30.8,317.3,28.0,18.0
2023-05-30 13:10:00,,,32.7,27.3,30.18,1.0,27.3,325.8,26.0,28.0,1.0,27.3,575.9,27.0,18.0,1.0,32.7,84.4,27.0,18.0,1.0,32.7,84.3,26.0,18.0,1.0,30.9,318.9,28.0,18.0
2023-05-30 13:15:00,,,32.9,26.6,29.98,1.0,26.6,326.2,26.0,28.0,1.0,26.6,580.7,28.0,18.0,1.0,32.9,84.2,27.0,18.0,1.0,32.9,83.8,26.0,18.0,1.0,30.9,321.9,28.0,18.0
2023-05-30 13:20:00,,,33.0,26.6,30.06,1.0,26.6,322.5,26.0,28.0,1.0,26.6,576.9,28.0,18.0,1.0,33.0,83.9,27.0,18.0,1.0,33.0,84.2,26.0,18.0,1.0,31.1,319.3,28.0,18.0
2023-05-30 13:25:00,,,33.0,26.7,30.1,1.0,26.7,324.0,26.0,28.0,1.0,26.7,580.5,28.0,18.0,1.0,33.0,333.9,27.0,18.0,1.0,33.0,84.1,27.0,18.0,1.0,31.1,320.0,28.0,18.0
2023-05-30 13:30:00,,,33.0,26.4,29.96,1.0,26.4,325.5,26.0,28.0,1.0,26.4,580.3,27.0,18.0,1.0,33.0,337.6,27.0,18.0,1.0,33.0,84.2,27.0,18.0,1.0,31.0,324.1,28.0,18.0
2023-05-30 13:35:00,,,33.2,26.4,30.04,1.0,26.4,326.1,26.0,28.0,1.0,26.4,328.7,27.0,18.0,1.0,33.2,346.3,27.0,18.0,1.0,33.2,84.5,27.0,18.0,1.0,31.0,322.5,28.0,18.0
2023-05-30 13:40:00,,,33.2,26.6,30.140000000000004,1.0,26.6,327.2,26.0,28.0,1.0,26.6,330.7,27.0,18.0,1.0,33.2,345.5,28.0,18.0,1.0,33.2,84.2,27.0,18.0,1.0,31.1,326.2,28.0,18.0
2023-05-30 13:45:00,,,33.2,26.6,30.160000000000004,1.0,26.6,329.6,27.0,28.0,1.0,26.6,330.7,27.0,18.0,1.0,33.2,343.5,28.0,18.0,1.0,33.2,83.6,27.0,18.0,1.0,31.2,318.8,28.0,18.0
2023-05-30 13:50:00,,,33.3,27.5,30.62,1.0,27.5,327.2,27.0,28.0,1.0,27.5,332.4,28.0,18.0,1.0,33.3,344.2,27.0,18.0,1.0,33.3,83.7,27.0,18.0,1.0,31.5,325.8,28.0,18.0
2023-05-30 13:55:00,,,,,,1.0,,326.8,27.0,28.0,1.0,,333.7,28.0,18.0,1.0,,340.3,28.0,18.0,1.0,,83.9,27.0,18.0,1.0,,327.0,28.0,18.0
2023-05-30 14:00:00,,,33.4,27.9,30.86,1.0,27.9,331.4,26.0,28.0,1.0,27.9,592.0,28.0,18.0,1.0,33.4,343.3,27.0,18.0,1.0,33.4,83.8,27.0,18.0,1.0,31.7,322.3,28.0,18.0
2023-05-30 14:05:00,,,33.5,27.4,30.72,1.0,27.4,327.9,26.0,28.0,1.0,27.4,594.3,27.0,18.0,1.0,33.5,341.2,27.0,18.0,1.0,33.5,83.7,27.0,18.0,1.0,31.8,321.5,28.0,18.0
2023-05-30 14:10:00,,,33.5,27.4,30.7,1.0,27.4,328.7,26.0,28.0,1.0,27.4,586.8,27.0,18.0,1.0,33.5,350.3,27.0,18.0,1.0,33.5,84.1,27.0,18.0,1.0,31.7,330.2,28.0,18.0
2023-05-30 14:15:00,,,33.6,26.8,30.5,1.0,26.8,328.5,25.0,28.0,1.0,26.8,587.6,27.0,18.0,1.0,33.6,84.4,27.0,18.0,1.0,33.6,83.8,27.0,18.0,1.0,31.7,323.0,28.0,18.0
2023-05-30 14:20:00,,,33.6,26.6,30.42,1.0,26.6,330.7,26.0,28.0,1.0,26.6,597.9,27.0,18.0,1.0,33.6,83.8,27.0,18.0,1.0,33.6,83.7,27.0,18.0,1.0,31.7,323.1,28.0,18.0
2023-05-30 14:25:00,,,33.6,26.6,30.440000000000005,1.0,26.6,326.1,26.0,28.0,1.0,26.6,583.5,27.0,18.0,1.0,33.6,84.1,27.0,18.0,1.0,33.6,83.7,27.0,18.0,1.0,31.8,318.8,28.0,18.0
2023-05-30 14:30:00,,,33.6,26.5,30.4,1.0,26.5,328.6,26.0,28.0,1.0,26.5,589.1,28.0,18.0,1.0,33.6,353.8,27.0,18.0,1.0,33.6,84.1,27.0,18.0,1.0,31.8,326.1,28.0,18.0
2023-05-30 14:35:00,,,33.6,26.5,30.42,1.0,26.5,327.5,26.0,28.0,1.0,26.5,591.8,27.0,18.0,1.0,33.6,345.3,27.0,18.0,1.0,33.6,84.3,27.0,18.0,1.0,31.9,326.4,28.0,18.0
2023-05-30 14:40:00,,,33.6,26.3,30.340000000000003,1.0,26.3,326.8,25.0,28.0,1.0,26.3,583.3,27.0,18.0,1.0,33.6,341.3,27.0,18.0,1.0,33.6,84.0,27.0,18.0,1.0,31.9,320.4,28.0,18.0
2023-05-30 14:45:00,,,33.5,26.2,30.26,1.0,26.2,329.2,26.0,28.0,1.0,26.2,334.0,27.0,18.0,1.0,33.5,84.2,28.0,18.0,1.0,33.5,83.8,27.0,18.0,1.0,31.9,324.7,28.0,18.0
2023-05-30 14:50:00,,,33.5,26.8,30.48,1.0,26.8,332.5,27.0,28.0,1.0,26.8,337.4,28.0,18.0,1.0,33.5,350.5,28.0,18.0,1.0,33.5,83.8,27.0,18.0,1.0,31.8,327.4,28.0,18.0
2023-05-30 14:55:00,,,33.6,27.3,30.74,1.0,27.3,327.6,27.0,28.0,1.0,27.3,332.7,28.0,18.0,1.0,33.6,346.1,27.0,18.0,1.0,33.6,337.3,26.0,18.0,1.0,31.9,324.0,28.0,18.0
2023-05-30 15:00:00,,,33.7,27.3,30.880000000000003,1.0,27.3,,27.0,28.0,1.0,27.3,,28.0,18.0,1.0,33.7,,27.0,18.0,1.0,33.7,,26.0,18.0,1.0,32.4,,28.0,18.0
2023-05-30 15:05:00,,,33.4,27.7,30.92,1.0,27.7,329.5,27.0,28.0,1.0,27.7,335.2,28.0,18.0,1.0,33.4,348.4,27.0,18.0,1.0,33.4,341.2,26.0,18.0,1.0,32.4,330.4,27.0,18.0
2023-05-30 15:10:00,,,33.4,28.0,31.06,1.0,28.0,330.8,27.0,28.0,1.0,28.0,335.3,28.0,18.0,1.0,33.4,350.7,27.0,18.0,1.0,33.4,340.3,26.0,18.0,1.0,32.5,330.6,27.0,18.0
2023-05-30 15:15:00,,,33.1,28.2,31.02,1.0,28.2,329.1,27.0,28.0,1.0,28.2,335.6,28.0,18.0,1.0,33.1,342.4,27.0,18.0,1.0,33.1,340.1,26.0,18.0,1.0,32.5,324.3,27.0,18.0
2023-05-30 15:20:00,,,32.9,28.5,31.06,1.0,28.5,328.9,27.0,28.0,1.0,28.5,332.4,27.0,18.0,1.0,32.9,351.7,27.0,18.0,1.0,32.9,340.1,26.0,18.0,1.0,32.5,326.9,27.0,18.0
2023-05-30 15:25:00,,,32.7,28.6,30.940000000000005,1.0,28.6,323.2,27.0,28.0,1.0,28.6,332.4,27.0,18.0,1.0,32.7,356.7,27.0,18.0,1.0,32.7,338.9,25.0,18.0,1.0,32.1,326.6,27.0,18.0
2023-05-30 15:30:00,,,32.7,28.6,30.9,1.0,28.6,331.0,27.0,28.0,1.0,28.6,334.0,27.0,18.0,1.0,32.7,355.7,27.0,18.0,1.0,32.7,342.5,25.0,18.0,1.0,31.9,327.7,27.0,18.0
2023-05-30 15:35:00,,,32.5,28.7,30.860000000000003,1.0,28.7,329.2,27.0,28.0,1.0,28.7,335.7,27.0,18.0,1.0,32.5,348.1,27.0,18.0,1.0,32.5,334.7,25.0,18.0,1.0,31.9,327.4,27.0,18.0
2023-05-30 15:40:00,,,32.2,28.9,30.74,1.0,28.9,333.8,27.0,28.0,1.0,28.9,337.6,27.0,18.0,1.0,32.2,357.2,27.0,18.0,1.0,32.2,84.3,25.0,18.0,1.0,31.5,328.3,27.0,18.0
2023-05-30 15:45:00,,,32.2,28.9,30.68,1.0,28.9,330.7,27.0,28.0,1.0,28.9,336.6,28.0,18.0,1.0,32.2,353.3,27.0,18.0,1.0,32.2,84.5,26.0,18.0,1.0,31.2,323.8,27.0,18.0
2023-05-30 15:50:00,,,32.3,28.9,30.72,1.0,28.9,331.4,27.0,28.0,1.0,28.9,338.4,28.0,18.0,1.0,32.3,348.3,27.0,18.0,1.0,32.3,83.9,26.0,18.0,1.0,31.2,329.9,27.0,18.0
2023-05-30 15:55:00,,,32.4,28.9,30.7,1.0,28.9,332.3,27.0,28.0,1.0,28.9,593.9,28.0,18.0,1.0,32.4,352.2,27.0,18.0,1.0,32.4,83.5,26.0,18.0,1.0,30.9,328.4,27.0,18.0
2023-05-30 16:00:00,,,32.6,28.9,30.78,1.0,28.9,330.9,26.0,28.0,1.0,28.9,597.2,27.0,18.0,1.0,32.6,340.0,27.0,18.0,1.0,32.6,83.6,26.0,18.0,1.0,30.9,325.2,28.0,18.0
2023-05-30 16:05:00,,,32.6,28.0,30.42,1.0,28.0,327.2,26.0,28.0,1.0,28.0,596.5,27.0,18.0,1.0,32.6,347.6,27.0,18.0,1.0,32.6,83.6,26.0,18.0,1.0,30.9,326.1,28.0,18.0
2023-05-30 16:10:00,,,32.7,27.4,30.2,1.0,27.4,319.5,26.0,28.0,1.0,27.4,587.3,27.0,18.0,1.0,32.7,337.0,27.0,18.0,1.0,32.7,83.8,26.0,18.0,1.0,30.8,321.2,28.0,18.0
2023-05-30 16:15:00,,,32.9,27.1,30.160000000000004,1.0,27.1,330.4,26.0,28.0,1.0,27.1,584.9,27.0,18.0,1.0,32.9,84.1,27.0,18.0,1.0,32.9,84.1,26.0,18.0,1.0,30.8,320.9,28.0,18.0
2023-05-30 16:20:00,,,32.9,27.1,30.160000000000004,1.0,27.1,329.3,26.0,28.0,1.0,27.1,588.2,28.0,18.0,1.0,32.9,84.3,27.0,18.0,1.0,32.9,83.7,27.0,18.0,1.0,30.8,319.3,28.0,18.0
2023-05-30 16:25:00,,,32.9,26.9,30.12,1.0,26.9,328.7,26.0,28.0,1.0,26.9,589.3,28.0,18.0,1.0,32.9,84.1,27.0,18.0,1.0,32.9,83.8,27.0,18.0,1.0,31.0,322.5,28.0,18.0
2023-05-30 16:30:00,,,33.2,26.8,30.2,1.0,26.8,331.1,26.0,28.0,1.0,26.8,594.4,27.0,18.0,1.0,33.2,341.6,27.0,18.0,1.0,33.2,83.9,27.0,18.0,1.0,31.0,323.1,28.0,18.0
2023-05-30 16:35:00,,,33.2,26.5,30.1,1.0,26.5,330.8,26.0,28.0,1.0,26.5,599.0,27.0,18.0,1.0,33.2,345.0,27.0,18.0,1.0,33.2,83.7,27.0,18.0,1.0,31.1,328.5,28.0,18.0
2023-05-30 16:40:00,,,33.3,26.5,30.14,1.0,26.5,,25.0,28.0,1.0,26.5,,27.0,18.0,1.0,33.3,,26.0,18.0,1.0,33.3,,27.0,18.0,1.0,31.1,,28.0,18.0
2023-05-30 16:45:00,,,33.4,26.7,30.32,1.0,26.7,325.5,27.0,28.0,1.0,26.7,333.1,28.0,18.0,1.0,33.4,340.9,28.0,18.0,1.0,33.4,84.1,27.0,18.0,1.0,31.4,324.8,28.0,18.0
2023-05-30 16:50:00,,,33.4,26.7,30.32,1.0,26.7,331.2,27.0,28.0,1.0,26.7,335.6,28.0,18.0,1.0,33.4,334.7,28.0,18.0,1.0,33.4,83.8,27.0,18.0,1.0,31.4,325.8,28.0,18.0
2023-05-30 16:55:00,,,33.4,27.6,30.72,1.0,27.6,330.7,27.0,28.0,1.0,27.6,333.6,28.0,18.0,1.0,33.4,339.5,28.0,18.0,1.0,33.4,84.0,27.0,18.0,1.0,31.6,325.5,28.0,18.0
2023-05-30 17:00:00,,,33.4,27.6,30.76,1.0,27.6,325.2,27.0,28.0,1.0,27.6,566.6,28.0,18.0,1.0,33.4,341.1,28.0,18.0,1.0,33.4,84.0,27.0,18.0,1.0,31.8,327.4,28.0,18.0
2023-05-30 17:05:00,,,33.5,28.0,30.98,1.0,28.0,330.0,26.0,28.0,1.0,28.0,593.1,28.0,18.0,1.0,33.5,334.6,27.0,18.0,1.0,33.5,84.1,27.0,18.0,1.0,31.9,323.2,28.0,18.0
2023-05-30 17:10:00,,,33.6,27.4,30.78,1.0,27.4,325.2,26.0,28.0,1.0,27.4,588.7,27.0,18.0,1.0,33.6,341.6,27.0,18.0,1.0,33.6,84.0,27.0,18.0,1.0,31.9,325.9,28.0,18.0
2023-05-30 17:15:00,,,33.5,27.4,30.74,1.0,27.4,332.7,25.0,28.0,1.0,27.4,595.4,27.0,18.0,1.0,33.5,334.5,27.0,18.0,1.0,33.5,83.8,27.0,18.0,1.0,31.9,327.6,28.0,18.0
2023-05-30 17:20:00,,,33.5,27.1,30.62,1.0,27.1,330.6,25.0,28.0,1.0,27.1,590.4,27.0,18.0,1.0,33.5,94.5,27.0,18.0,1.0,33.5,84.0,27.0,18.0,1.0,31.9,326.5,28.0,18.0
2023-05-30 17:25:00,,,33.6,26.6,30.440000000000005,1.0,26.6,330.7,26.0,28.0,1.0,26.6,593.9,27.0,18.0,1.0,33.6,84.3,27.0,18.0,1.0,33.6,84.0,27.0,18.0,1.0,31.8,328.3,28.0,18.0
2023-05-30 17:30:00,,,33.6,26.5,30.42,1.0,26.5,331.1,26.0,28.0,1.0,26.5,590.3,28.0,18.0,1.0,33.6,84.1,27.0,18.0,1.0,33.6,84.0,27.0,18.0,1.0,31.9,322.0,28.0,18.0
2023-05-30 17:35:00,,,33.6,26.4,30.380000000000003,1.0,26.4,325.5,26.0,28.0,1.0,26.4,584.6,28.0,18.0,1.0,33.6,340.0,27.0,18.0,1.0,33.6,84.1,27.0,18.0,1.0,31.9,324.6,28.0,18.0
2023-05-30 17:40:00,,,33.6,26.3,30.340000000000003,1.0,26.3,324.6,25.0,28.0,1.0,26.3,578.4,27.0,18.0,1.0,33.6,343.1,27.0,18.0,1.0,33.6,84.1,27.0,18.0,1.0,31.9,323.3,28.0,18.0
2023-05-30 17:45:00,,,33.6,26.3,30.320000000000004,1.0,26.3,329.9,25.0,28.0,1.0,26.3,586.6,27.0,18.0,1.0,33.6,345.4,27.0,18.0,1.0,33.6,84.0,27.0,18.0,1.0,31.8,326.1,28.0,18.0
2023-05-30 17:50:00,,,33.6,26.3,30.320000000000004,1.0,26.3,324.2,26.0,28.0,1.0,26.3,326.6,27.0,18.0,1.0,33.6,342.2,27.0,18.0,1.0,33.6,84.5,27.0,18.0,1.0,31.8,319.3,28.0,18.0
2023-05-30 17:55:00,,,33.6,26.3,30.320000000000004,1.0,26.3,329.3,26.0,28.0,1.0,26.3,330.1,27.0,18.0,1.0,33.6,334.8,27.0,18.0,1.0,33.6,84.2,27.0,18.0,1.0,31.8,323.6,28.0,18.0
2023-05-30 18:00:00,,,33.6,26.7,30.5,1.0,26.7,328.6,27.0,28.0,1.0,26.7,329.3,28.0,18.0,1.0,33.6,341.6,27.0,18.0,1.0,33.6,83.8,27.0,18.0,1.0,31.9,321.4,28.0,18.0
2023-05-30 18:05:00,,,33.7,27.2,30.74,1.0,27.2,327.2,27.0,28.0,1.0,27.2,327.3,28.0,18.0,1.0,33.7,338.1,27.0,18.0,1.0,33.7,330.9,26.0,18.0,1.0,31.9,321.1,28.0,18.0
