time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,352024_c,352024_h,352024_p,352024_r,352024_s,352025_c,352025_h,352025_p,352025_r,352025_s,352026_c,352026_h,352026_p,352026_r,352026_s,352027_c,352027_h,352027_p,352027_r,352027_s,352028_c,352028_h,352028_p,352028_r,352028_s
2023-06-01 10:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01 10:10:00,28.5,,33.4,28.4,31.12,1.0,28.4,320.6,27.0,28.0,1.0,28.4,310.8,27.0,18.0,1.0,33.4,326.7,27.0,18.0,1.0,33.4,83.6,27.0,18.0,1.0,32.0,307.6,28.0,18.0
2023-06-01 10:15:00,28.5,,33.4,29.0,31.380000000000003,1.0,29.0,326.5,27.0,28.0,1.0,29.0,312.3,27.0,18.0,1.0,33.4,319.3,27.0,18.0,1.0,33.4,83.7,26.0,18.0,1.0,32.1,309.9,28.0,18.0
2023-06-01 10:20:00,28.5,,33.4,29.2,31.46,1.0,29.2,325.6,27.0,28.0,1.0,29.2,311.5,27.0,18.0,1.0,33.4,326.5,27.0,18.0,1.0,33.4,84.2,27.0,18.0,1.0,32.1,312.3,28.0,18.0
2023-06-01 10:25:00,28.5,,33.5,29.4,31.58,1.0,29.4,323.1,27.0,28.0,1.0,29.4,313.9,28.0,18.0,1.0,33.5,322.7,27.0,18.0,1.0,33.5,84.0,27.0,18.0,1.0,32.1,306.3,28.0,18.0
2023-06-01 10:30:00,28.5,,33.5,29.5,31.64,1.0,29.5,325.1,27.0,28.0,1.0,29.5,315.3,28.0,18.0,1.0,33.5,324.0,27.0,18.0,1.0,33.5,83.9,27.0,18.0,1.0,32.2,307.8,28.0,18.0
2023-06-01 10:35:00,28.5,,33.5,29.7,31.72000000000001,1.0,29.7,324.1,27.0,28.0,1.0,29.7,548.3,27.0,18.0,1.0,33.5,323.8,27.0,18.0,1.0,33.5,84.3,27.0,18.0,1.0,32.2,309.5,28.0,18.0
2023-06-01 10:40:00,28.5,,33.5,28.8,31.360000000000003,1.0,28.8,329.9,26.0,28.0,1.0,28.8,555.9,27.0,18.0,1.0,33.5,328.2,26.0,18.0,1.0,33.5,84.0,27.0,18.0,1.0,32.2,313.1,28.0,18.0
2023-06-01 10:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01 10:50:00,28.5,,33.5,28.3,31.12,1.0,28.3,323.5,26.0,28.0,1.0,28.3,547.9,27.0,18.0,1.0,33.5,323.9,26.0,18.0,1.0,33.5,83.9,26.0,18.0,1.0,32.0,307.7,28.0,18.0
2023-06-01 10:55:00,28.5,,33.5,28.0,30.98,1.0,28.0,319.5,26.0,28.0,1.0,28.0,311.1,27.0,18.0,1.0,33.5,325.6,27.0,18.0,1.0,33.5,83.8,26.0,18.0,1.0,31.9,310.4,28.0,18.0
2023-06-01 11:00:00,28.5,,33.4,28.3,31.040000000000003,1.0,28.3,325.7,26.0,28.0,1.0,28.3,314.9,27.0,18.0,1.0,33.4,325.8,27.0,18.0,1.0,33.4,83.9,27.0,18.0,1.0,31.8,309.9,28.0,18.0
2023-06-01 11:05:00,28.5,,33.4,28.3,31.06,1.0,28.3,320.1,27.0,28.0,1.0,28.3,312.0,27.0,18.0,1.0,33.4,326.1,27.0,18.0,1.0,33.4,84.2,27.0,18.0,1.0,31.9,308.6,28.0,18.0
2023-06-01 11:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01 11:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01 11:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01 11:25:00,28.5,,33.4,29.0,31.380000000000003,1.0,29.0,330.2,27.0,28.0,1.0,29.0,318.6,28.0,18.0,1.0,33.4,325.6,27.0,18.0,1.0,33.4,84.4,27.0,18.0,1.0,32.1,314.3,28.0,18.0
2023-06-01 11:30:00,28.5,,33.4,29.6,31.62,1.0,29.6,322.5,27.0,28.0,1.0,29.6,316.5,28.0,18.0,1.0,33.4,322.8,27.0,18.0,1.0,33.4,84.4,27.0,18.0,1.0,32.1,312.3,28.0,18.0
2023-06-01 11:35:00,28.5,,33.5,29.8,31.76,1.0,29.8,328.5,28.0,28.0,1.0,29.8,317.1,28.0,18.0,1.0,33.5,329.6,27.0,18.0,1.0,33.5,84.6,27.0,18.0,1.0,32.2,313.2,28.0,18.0
2023-06-01 11:40:00,28.5,,33.5,29.8,31.76,1.0,29.8,327.5,27.0,28.0,1.0,29.8,559.1,27.0,18.0,1.0,33.5,327.8,27.0,18.0,1.0,33.5,84.2,27.0,18.0,1.0,32.2,315.4,28.0,18.0
2023-06-01 11:45:00,28.5,,33.5,29.3,31.56,1.0,29.3,321.9,26.0,28.0,1.0,29.3,549.7,27.0,18.0,1.0,33.5,322.9,26.0,18.0,1.0,33.5,83.2,27.0,18.0,1.0,32.2,311.5,28.0,18.0
2023-06-01 11:50:00,28.5,,33.5,28.7,31.3,1.0,28.7,328.7,26.0,28.0,1.0,28.7,554.1,27.0,18.0,1.0,33.5,328.0,26.0,18.0,1.0,33.5,84.1,27.0,18.0,1.0,32.1,315.3,27.0,18.0
2023-06-01 11:55:00,28.5,,33.4,28.3,31.06,1.0,28.3,327.4,25.0,28.0,1.0,28.3,556.6,27.0,18.0,1.0,33.4,328.4,26.0,18.0,1.0,33.4,83.9,27.0,18.0,1.0,31.9,317.5,26.0,18.0
2023-06-01 12:00:00,28.5,,33.3,27.8,30.82,1.0,27.8,323.9,26.0,28.0,1.0,27.8,315.4,27.0,18.0,1.0,33.3,327.6,27.0,18.0,1.0,33.3,83.9,27.0,18.0,1.0,31.9,313.2,26.0,18.0
2023-06-01 12:05:00,28.5,,33.3,28.1,30.9,1.0,28.1,323.6,26.0,28.0,1.0,28.1,314.0,27.0,18.0,1.0,33.3,325.9,27.0,18.0,1.0,33.3,312.4,27.0,18.0,1.0,31.7,309.1,26.0,18.0
2023-06-01 12:10:00,28.5,,33.3,28.1,30.92,1.0,28.1,324.2,27.0,28.0,1.0,28.1,315.0,27.0,18.0,1.0,33.3,322.1,26.0,18.0,1.0,33.3,313.6,26.0,18.0,1.0,31.8,314.6,26.0,18.0
2023-06-01 12:15:00,28.5,,33.1,28.2,30.92,1.0,28.2,323.3,27.0,28.0,1.0,28.2,314.1,27.0,18.0,1.0,33.1,323.7,26.0,18.0,1.0,33.1,315.7,26.0,18.0,1.0,32.0,312.6,26.0,18.0
2023-06-01 12:20:00,28.5,,32.7,28.6,30.920000000000005,1.0,28.6,329.9,27.0,28.0,1.0,28.6,319.1,27.0,18.0,1.0,32.7,327.8,26.0,18.0,1.0,32.7,315.1,26.0,18.0,1.0,32.0,313.8,25.0,18.0
2023-06-01 12:25:00,28.5,,32.7,28.6,30.9,1.0,28.6,330.0,27.0,28.0,1.0,28.6,318.9,27.0,18.0,1.0,32.7,328.6,26.0,18.0,1.0,32.7,314.7,26.0,18.0,1.0,31.9,314.4,25.0,18.0
2023-06-01 12:30:00,28.5,,32.5,28.9,30.880000000000003,1.0,28.9,324.4,27.0,28.0,1.0,28.9,314.4,27.0,18.0,1.0,32.5,326.7,26.0,18.0,1.0,32.5,320.4,26.0,18.0,1.0,31.6,305.6,27.0,18.0
2023-06-01 12:35:00,28.5,,32.2,28.9,30.72,1.0,28.9,322.2,27.0,28.0,1.0,28.9,317.1,27.0,18.0,1.0,32.2,323.6,26.0,18.0,1.0,32.2,313.2,26.0,18.0,1.0,31.4,312.6,26.0,18.0
2023-06-01 12:40:00,28.5,,32.2,29.0,30.76,1.0,29.0,325.7,27.0,28.0,1.0,29.0,320.6,27.0,18.0,1.0,32.2,329.7,26.0,18.0,1.0,32.2,318.2,26.0,18.0,1.0,31.4,88.5,26.0,18.0
2023-06-01 12:45:00,28.5,,32.1,29.1,30.72,1.0,29.1,323.8,27.0,28.0,1.0,29.1,314.5,27.0,18.0,1.0,32.1,326.9,26.0,18.0,1.0,32.1,313.8,26.0,18.0,1.0,31.2,309.7,27.0,18.0
2023-06-01 12:50:00,28.5,,32.0,29.1,30.64,1.0,29.1,323.5,27.0,28.0,1.0,29.1,316.8,27.0,18.0,1.0,32.0,329.8,26.0,18.0,1.0,32.0,317.1,26.0,18.0,1.0,31.0,313.8,25.0,18.0
2023-06-01 12:55:00,28.5,,31.9,29.1,30.58,1.0,29.1,325.0,27.0,28.0,1.0,29.1,318.6,27.0,18.0,1.0,31.9,328.2,26.0,18.0,1.0,31.9,318.6,26.0,18.0,1.0,30.9,317.4,25.0,18.0
2023-06-01 13:00:00,28.5,,31.8,29.2,30.56,1.0,29.2,322.4,27.0,28.0,1.0,29.2,314.6,27.0,18.0,1.0,31.8,330.8,26.0,18.0,1.0,31.8,315.9,26.0,18.0,1.0,30.8,84.2,26.0,18.0
2023-06-01 13:05:00,28.5,,31.7,29.2,30.48,1.0,29.2,331.8,27.0,28.0,1.0,29.2,319.6,27.0,18.0,1.0,31.7,332.3,26.0,18.0,1.0,31.7,319.3,26.0,18.0,1.0,30.6,313.8,27.0,18.0
2023-06-01 13:10:00,28.5,,31.6,29.2,30.44,1.0,29.2,319.8,27.0,28.0,1.0,29.2,313.5,27.0,18.0,1.0,31.6,327.6,26.0,18.0,1.0,31.6,317.4,26.0,18.0,1.0,30.6,314.9,25.0,18.0
2023-06-01 13:15:00,28.5,,31.6,29.2,30.42,1.0,29.2,327.7,27.0,28.0,1.0,29.2,317.7,27.0,18.0,1.0,31.6,326.3,26.0,18.0,1.0,31.6,316.6,26.0,18.0,1.0,30.5,83.6,26.0,18.0
2023-06-01 13:20:00,28.5,,31.6,29.1,30.360000000000003,1.0,29.1,327.2,27.0,28.0,1.0,29.1,319.8,27.0,18.0,1.0,31.6,332.1,26.0,18.0,1.0,31.6,326.3,26.0,18.0,1.0,30.4,317.3,26.0,18.0
2023-06-01 13:25:00,28.6,,31.6,29.1,30.340000000000003,1.0,29.1,326.9,27.0,28.0,1.0,29.1,320.3,27.0,18.0,1.0,31.6,328.4,26.0,18.0,1.0,31.6,320.6,26.0,18.0,1.0,30.3,318.0,26.0,18.0
2023-06-01 13:30:00,28.6,,31.5,29.1,30.28,1.0,29.1,327.0,27.0,28.0,1.0,29.1,320.8,27.0,18.0,1.0,31.5,332.5,26.0,18.0,1.0,31.5,322.9,26.0,18.0,1.0,30.2,311.7,25.0,18.0
2023-06-01 13:35:00,28.6,,31.5,29.1,30.28,1.0,29.1,331.2,27.0,28.0,1.0,29.1,321.8,27.0,18.0,1.0,31.5,332.9,26.0,18.0,1.0,31.5,319.8,26.0,18.0,1.0,30.2,83.7,27.0,18.0
2023-06-01 13:40:00,28.6,,31.5,29.1,30.28,1.0,29.1,321.4,27.0,28.0,1.0,29.1,317.8,27.0,18.0,1.0,31.5,322.5,26.0,18.0,1.0,31.5,321.3,26.0,18.0,1.0,30.2,311.5,26.0,18.0
2023-06-01 13:45:00,28.6,,31.6,29.1,30.3,1.0,29.1,327.8,27.0,28.0,1.0,29.1,318.7,27.0,18.0,1.0,31.6,336.3,26.0,18.0,1.0,31.6,318.7,26.0,18.0,1.0,30.1,96.5,25.0,18.0
2023-06-01 13:50:00,28.6,,31.6,29.1,30.3,1.0,29.1,324.8,27.0,28.0,1.0,29.1,317.8,27.0,18.0,1.0,31.6,331.4,26.0,18.0,1.0,31.6,320.6,26.0,18.0,1.0,30.1,313.6,27.0,18.0
2023-06-01 13:55:00,28.6,,31.5,29.1,30.24,1.0,29.1,331.0,27.0,28.0,1.0,29.1,320.8,27.0,18.0,1.0,31.5,332.5,26.0,18.0,1.0,31.5,318.2,26.0,18.0,1.0,30.0,311.7,25.0,18.0
2023-06-01 14:00:00,28.6,,31.5,29.1,30.24,1.0,29.1,325.7,27.0,28.0,1.0,29.1,320.6,27.0,18.0,1.0,31.5,333.3,26.0,18.0,1.0,31.5,322.4,26.0,18.0,1.0,30.0,83.8,26.0,18.0
2023-06-01 14:05:00,28.6,,31.5,29.1,30.24,1.0,29.1,326.0,27.0,28.0,1.0,29.1,321.1,27.0,18.0,1.0,31.5,329.4,26.0,18.0,1.0,31.5,317.9,26.0,18.0,1.0,30.0,313.8,26.0,18.0
2023-06-01 14:10:00,28.6,,31.5,29.1,30.24,1.0,29.1,329.5,27.0,28.0,1.0,29.1,321.4,27.0,18.0,1.0,31.5,325.2,26.0,18.0,1.0,31.5,319.3,25.0,18.0,1.0,30.0,314.6,25.0,18.0
2023-06-01 14:15:00,,,31.5,29.1,30.24,1.0,29.1,327.5,27.0,28.0,1.0,29.1,318.5,27.0,18.0,1.0,31.5,331.6,26.0,18.0,1.0,31.5,319.1,26.0,18.0,1.0,30.0,83.5,27.0,18.0
2023-06-01 14:20:00,28.6,,31.5,29.1,30.22,1.0,29.1,329.2,27.0,28.0,1.0,29.1,318.8,27.0,18.0,1.0,31.5,327.0,26.0,18.0,1.0,31.5,315.1,26.0,18.0,1.0,29.9,316.0,25.0,18.0
2023-06-01 14:25:00,28.6,,31.5,29.1,30.22,1.0,29.1,325.6,27.0,28.0,1.0,29.1,319.9,27.0,18.0,1.0,31.5,328.9,26.0,18.0,1.0,31.5,317.6,26.0,18.0,1.0,29.9,83.5,27.0,18.0
2023-06-01 14:30:00,28.6,,31.5,29.1,30.22,1.0,29.1,325.5,27.0,28.0,1.0,29.1,317.8,27.0,18.0,1.0,31.5,324.2,26.0,18.0,1.0,31.5,313.9,26.0,18.0,1.0,29.9,315.2,26.0,18.0
2023-06-01 14:35:00,28.6,,31.5,29.1,30.22,1.0,29.1,324.0,27.0,28.0,1.0,29.1,316.2,27.0,18.0,1.0,31.5,327.0,26.0,18.0,1.0,31.5,316.3,26.0,18.0,1.0,29.9,83.1,27.0,18.0
2023-06-01 14:40:00,28.6,,31.5,29.1,30.2,1.0,29.1,323.2,27.0,28.0,1.0,29.1,316.2,27.0,18.0,1.0,31.5,326.6,26.0,18.0,1.0,31.5,314.9,26.0,18.0,1.0,29.8,312.8,26.0,18.0
2023-06-01 14:45:00,28.6,,31.5,29.1,30.2,1.0,29.1,326.1,27.0,28.0,1.0,29.1,319.4,27.0,18.0,1.0,31.5,326.4,26.0,18.0,1.0,31.5,316.2,26.0,18.0,1.0,29.8,83.4,27.0,18.0
2023-06-01 14:50:00,28.6,,31.5,29.1,30.2,1.0,29.1,327.5,27.0,28.0,1.0,29.1,319.4,27.0,18.0,1.0,31.5,323.2,26.0,18.0,1.0,31.5,314.5,26.0,18.0,1.0,29.8,315.5,26.0,18.0
2023-06-01 14:55:00,28.6,,31.5,29.1,30.2,1.0,29.1,325.0,27.0,28.0,1.0,29.1,319.2,27.0,18.0,1.0,31.5,326.3,26.0,18.0,1.0,31.5,314.7,26.0,18.0,1.0,29.8,83.8,26.0,18.0
2023-06-01 15:00:00,28.6,,31.5,29.1,30.22,1.0,29.1,327.4,27.0,28.0,1.0,29.1,318.9,27.0,18.0,1.0,31.5,325.3,26.0,18.0,1.0,31.5,316.8,26.0,18.0,1.0,29.9,315.0,26.0,18.0
2023-06-01 15:05:00,28.6,,31.5,29.1,30.2,1.0,29.1,325.1,27.0,28.0,1.0,29.1,316.4,27.0,18.0,1.0,31.5,328.8,26.0,18.0,1.0,31.5,314.8,25.0,18.0,1.0,29.8,90.7,26.0,18.0
2023-06-01 15:10:00,28.6,,31.5,29.1,30.2,1.0,29.1,324.9,27.0,28.0,1.0,29.1,317.1,27.0,18.0,1.0,31.5,330.8,26.0,18.0,1.0,31.5,313.3,26.0,18.0,1.0,29.8,313.3,27.0,18.0
2023-06-01 15:15:00,28.6,,31.5,29.1,30.2,1.0,29.1,323.4,27.0,28.0,1.0,29.1,316.7,27.0,18.0,1.0,31.5,325.4,26.0,18.0,1.0,31.5,313.0,25.0,18.0,1.0,29.8,313.2,25.0,18.0
2023-06-01 15:20:00,28.6,,31.5,29.1,30.2,1.0,29.1,324.5,27.0,28.0,1.0,29.1,317.4,27.0,18.0,1.0,31.5,328.9,26.0,18.0,1.0,31.5,314.9,26.0,18.0,1.0,29.8,302.1,27.0,18.0
2023-06-01 15:25:00,28.6,,31.5,29.1,30.2,1.0,29.1,324.4,27.0,28.0,1.0,29.1,317.7,27.0,18.0,1.0,31.5,325.9,26.0,18.0,1.0,31.5,314.9,25.0,18.0,1.0,29.8,312.2,25.0,18.0
2023-06-01 15:30:00,28.6,,31.5,29.1,30.2,1.0,29.1,322.6,27.0,28.0,1.0,29.1,318.1,27.0,18.0,1.0,31.5,325.6,26.0,18.0,1.0,31.5,316.7,26.0,18.0,1.0,29.8,83.5,27.0,18.0
2023-06-01 15:35:00,28.6,,31.4,29.0,30.1,1.0,29.0,326.0,27.0,28.0,1.0,29.0,317.9,27.0,18.0,1.0,31.4,326.4,26.0,18.0,1.0,31.4,314.0,25.0,18.0,1.0,29.7,312.9,25.0,18.0
2023-06-01 15:40:00,28.6,,31.4,29.0,30.1,1.0,29.0,324.5,27.0,28.0,1.0,29.0,317.4,27.0,18.0,1.0,31.4,328.9,26.0,18.0,1.0,31.4,314.9,26.0,18.0,1.0,29.7,313.1,27.0,18.0
2023-06-01 15:45:00,28.6,,31.4,29.0,30.1,1.0,29.0,328.4,27.0,28.0,1.0,29.0,318.4,27.0,18.0,1.0,31.4,326.1,26.0,18.0,1.0,31.4,313.2,25.0,18.0,1.0,29.7,311.4,25.0,18.0
2023-06-01 15:50:00,28.6,,31.4,29.1,30.14,1.0,29.1,324.5,27.0,28.0,1.0,29.1,319.5,27.0,18.0,1.0,31.4,324.9,26.0,18.0,1.0,31.4,313.7,26.0,18.0,1.0,29.7,83.4,27.0,18.0
2023-06-01 15:55:00,28.6,,31.4,29.0,30.1,1.0,29.0,329.4,27.0,28.0,1.0,29.0,550.8,28.0,18.0,1.0,31.4,326.0,26.0,18.0,1.0,31.4,313.2,25.0,18.0,1.0,29.7,314.3,25.0,18.0
2023-06-01 16:00:00,28.6,,31.4,29.0,30.1,1.0,29.0,332.1,26.0,28.0,1.0,29.0,560.6,27.0,18.0,1.0,31.4,328.4,26.0,18.0,1.0,31.4,314.0,26.0,18.0,1.0,29.7,83.7,27.0,18.0
2023-06-01 16:05:00,28.6,,31.2,28.5,29.82,1.0,28.5,330.1,26.0,28.0,1.0,28.5,562.8,27.0,18.0,1.0,31.2,329.6,26.0,18.0,1.0,31.2,316.5,26.0,18.0,1.0,29.7,313.6,26.0,18.0
2023-06-01 16:10:00,28.5,,31.2,27.9,29.56,1.0,27.9,330.1,25.0,28.0,1.0,27.9,559.8,27.0,18.0,1.0,31.2,84.8,26.0,18.0,1.0,31.2,314.2,26.0,18.0,1.0,29.6,83.7,27.0,18.0
2023-06-01 16:15:00,28.5,,31.2,27.1,29.22000000000001,1.0,27.1,326.6,26.0,28.0,1.0,27.1,560.7,27.0,18.0,1.0,31.2,83.8,26.0,18.0,1.0,31.2,315.7,25.0,18.0,1.0,29.5,314.5,25.0,18.0
2023-06-01 16:20:00,28.5,,31.1,26.8,29.06,1.0,26.8,333.1,27.0,28.0,1.0,26.8,318.4,27.0,18.0,1.0,31.1,314.2,26.0,18.0,1.0,31.1,84.7,26.0,18.0,1.0,29.5,83.5,26.0,18.0
2023-06-01 16:25:00,28.5,,31.1,27.2,29.2,1.0,27.2,327.9,27.0,28.0,1.0,27.2,320.7,27.0,18.0,1.0,31.1,329.6,26.0,18.0,1.0,31.1,84.0,26.0,18.0,1.0,29.4,316.7,26.0,18.0
2023-06-01 16:30:00,28.5,,31.1,27.2,29.2,1.0,27.2,328.0,27.0,28.0,1.0,27.2,310.8,27.0,18.0,1.0,31.1,328.7,26.0,18.0,1.0,31.1,83.8,26.0,18.0,1.0,29.4,316.2,26.0,18.0
2023-06-01 16:35:00,28.6,,31.1,27.5,29.3,1.0,27.5,328.1,27.0,28.0,1.0,27.5,318.1,27.0,18.0,1.0,31.1,329.4,26.0,18.0,1.0,31.1,83.6,26.0,18.0,1.0,29.3,317.0,26.0,18.0
2023-06-01 16:40:00,28.6,,31.2,28.2,29.64,1.0,28.2,332.8,27.0,28.0,1.0,28.2,321.7,27.0,18.0,1.0,31.2,333.4,26.0,18.0,1.0,31.2,84.0,26.0,18.0,1.0,29.4,317.3,26.0,18.0
2023-06-01 16:45:00,28.6,,31.4,28.2,29.72,1.0,28.2,329.0,27.0,28.0,1.0,28.2,316.7,27.0,18.0,1.0,31.4,329.4,26.0,18.0,1.0,31.4,83.8,27.0,18.0,1.0,29.4,316.6,26.0,18.0
2023-06-01 16:50:00,28.7,,31.6,28.4,29.9,1.0,28.4,327.2,27.0,28.0,1.0,28.4,319.9,27.0,18.0,1.0,31.6,326.8,27.0,18.0,1.0,31.6,84.1,26.0,18.0,1.0,29.5,317.3,26.0,18.0
2023-06-01 16:55:00,28.7,,31.8,28.6,30.12,1.0,28.6,325.0,27.0,28.0,1.0,28.6,318.4,28.0,18.0,1.0,31.8,329.1,27.0,18.0,1.0,31.8,83.7,27.0,18.0,1.0,29.8,317.0,26.0,18.0
2023-06-01 17:00:00,28.7,,32.1,28.9,30.380000000000003,1.0,28.9,327.6,27.0,28.0,1.0,28.9,321.3,28.0,18.0,1.0,32.1,329.8,27.0,18.0,1.0,32.1,83.9,26.0,18.0,1.0,29.9,316.5,26.0,18.0
2023-06-01 17:05:00,28.7,,32.3,29.0,30.5,1.0,29.0,325.9,27.0,28.0,1.0,29.0,320.7,28.0,18.0,1.0,32.3,331.6,27.0,18.0,1.0,32.3,84.1,27.0,18.0,1.0,29.9,316.6,26.0,18.0
2023-06-01 17:10:00,28.7,,32.3,29.3,30.64,1.0,29.3,330.9,27.0,28.0,1.0,29.3,320.6,28.0,18.0,1.0,32.3,329.2,27.0,18.0,1.0,32.3,84.0,27.0,18.0,1.0,30.0,318.7,26.0,18.0
2023-06-01 17:15:00,28.7,,32.5,29.5,30.84,1.0,29.5,328.5,27.0,28.0,1.0,29.5,321.6,28.0,18.0,1.0,32.5,328.5,27.0,18.0,1.0,32.5,83.6,27.0,18.0,1.0,30.2,317.3,26.0,18.0
2023-06-01 17:20:00,28.7,,32.5,29.6,30.92,1.0,29.6,329.7,27.0,28.0,1.0,29.6,320.0,28.0,18.0,1.0,32.5,327.3,27.0,18.0,1.0,32.5,319.2,27.0,18.0,1.0,30.4,320.2,25.0,18.0
2023-06-01 17:25:00,28.7,,32.5,29.6,30.98,1.0,29.6,327.2,27.0,28.0,1.0,29.6,318.7,28.0,18.0,1.0,32.5,326.7,26.0,18.0,1.0,32.5,319.3,26.0,18.0,1.0,30.7,97.1,26.0,18.0
2023-06-01 17:30:00,28.7,,32.5,29.1,30.82,1.0,29.1,330.3,27.0,28.0,1.0,29.1,565.5,27.0,18.0,1.0,32.5,331.8,26.0,18.0,1.0,32.5,317.4,26.0,18.0,1.0,30.9,314.8,26.0,18.0
2023-06-01 17:35:00,28.7,,32.4,29.1,30.78,1.0,29.1,328.4,26.0,28.0,1.0,29.1,317.7,27.0,18.0,1.0,32.4,330.0,26.0,18.0,1.0,32.4,320.1,26.0,18.0,1.0,30.9,318.0,25.0,18.0
2023-06-01 17:40:00,28.7,,32.3,28.9,30.66,1.0,28.9,325.6,27.0,28.0,1.0,28.9,318.2,27.0,18.0,1.0,32.3,330.3,26.0,18.0,1.0,32.3,318.2,26.0,18.0,1.0,30.9,83.9,26.0,18.0
2023-06-01 17:45:00,28.7,,32.1,28.9,30.56,1.0,28.9,328.7,27.0,28.0,1.0,28.9,318.4,27.0,18.0,1.0,32.1,329.1,26.0,18.0,1.0,32.1,318.8,26.0,18.0,1.0,30.8,319.6,26.0,18.0
2023-06-01 17:50:00,28.7,,31.9,29.0,30.5,1.0,29.0,329.8,27.0,28.0,1.0,29.0,320.0,27.0,18.0,1.0,31.9,327.3,26.0,18.0,1.0,31.9,317.0,26.0,18.0,1.0,30.7,316.8,25.0,18.0
2023-06-01 17:55:00,28.7,,31.9,29.0,30.5,1.0,29.0,328.9,27.0,28.0,1.0,29.0,319.1,27.0,18.0,1.0,31.9,325.6,26.0,18.0,1.0,31.9,316.2,26.0,18.0,1.0,30.7,83.8,27.0,18.0
2023-06-01 18:00:00,28.7,,31.9,29.0,30.46,1.0,29.0,325.2,27.0,28.0,1.0,29.0,318.0,27.0,18.0,1.0,31.9,334.7,26.0,18.0,1.0,31.9,317.6,26.0,18.0,1.0,30.5,317.8,26.0,18.0
2023-06-01 18:05:00,28.7,,31.7,29.0,30.380000000000003,1.0,29.0,325.2,27.0,28.0,1.0,29.0,318.1,27.0,18.0,1.0,31.7,322.9,26.0,18.0,1.0,31.7,316.5,26.0,18.0,1.0,30.5,83.7,26.0,18.0
2023-06-01 18:10:00,28.7,,31.7,29.1,30.380000000000003,1.0,29.1,329.3,27.0,28.0,1.0,29.1,320.0,27.0,18.0,1.0,31.7,329.5,26.0,18.0,1.0,31.7,315.5,26.0,18.0,1.0,30.3,314.9,26.0,18.0
2023-06-01 18:15:00,28.6,,31.6,29.1,30.340000000000003,1.0,29.1,327.3,27.0,28.0,1.0,29.1,317.8,27.0,18.0,1.0,31.6,331.5,26.0,18.0,1.0,31.6,314.8,26.0,18.0,1.0,30.3,83.5,26.0,18.0
2023-06-01 18:20:00,28.6,,31.6,29.1,30.32,1.0,29.1,327.0,27.0,28.0,1.0,29.1,316.6,27.0,18.0,1.0,31.6,326.4,26.0,18.0,1.0,31.6,316.3,26.0,18.0,1.0,30.2,316.4,26.0,18.0
2023-06-01 18:25:00,28.6,,31.6,29.1,30.3,1.0,29.1,325.4,26.0,28.0,1.0,29.1,309.8,27.0,18.0,1.0,31.6,329.6,26.0,18.0,1.0,31.6,315.6,26.0,18.0,1.0,30.1,83.9,26.0,18.0
2023-06-01 18:30:00,28.6,,31.6,28.7,30.12,1.0,28.7,326.1,26.0,28.0,1.0,28.7,312.8,27.0,18.0,1.0,31.6,325.2,26.0,18.0,1.0,31.6,314.4,26.0,18.0,1.0,30.0,313.6,26.0,18.0
2023-06-01 18:35:00,28.6,,31.6,28.7,30.12,1.0,28.7,326.2,26.0,28.0,1.0,28.7,309.7,27.0,18.0,1.0,31.6,328.0,26.0,18.0,1.0,31.6,314.8,26.0,18.0,1.0,30.0,314.7,25.0,18.0
2023-06-01 18:40:00,28.6,,31.6,28.2,29.92,1.0,28.2,327.7,26.0,28.0,1.0,28.2,309.9,27.0,18.0,1.0,31.6,325.4,26.0,18.0,1.0,31.6,314.2,26.0,18.0,1.0,30.0,313.5,27.0,18.0
2023-06-01 18:45:00,28.6,,31.7,28.2,29.94,1.0,28.2,325.0,26.0,28.0,1.0,28.2,311.3,27.0,18.0,1.0,31.7,328.9,26.0,18.0,1.0,31.7,315.1,26.0,18.0,1.0,29.9,314.3,25.0,18.0
2023-06-01 18:50:00,28.6,,31.7,28.0,29.860000000000003,1.0,28.0,324.9,25.0,28.0,1.0,28.0,309.2,27.0,18.0,1.0,31.7,325.8,26.0,18.0,1.0,31.7,313.0,26.0,18.0,1.0,29.9,84.1,27.0,18.0
2023-06-01 18:55:00,28.6,,31.7,27.8,29.78,1.0,27.8,324.0,25.0,28.0,1.0,27.8,308.6,28.0,18.0,1.0,31.7,84.5,26.0,18.0,1.0,31.7,314.0,26.0,18.0,1.0,29.9,314.3,25.0,18.0
2023-06-01 19:00:00,28.6,,31.7,27.8,29.76,1.0,27.8,323.4,26.0,28.0,1.0,27.8,553.1,28.0,18.0,1.0,31.7,84.1,26.0,18.0,1.0,31.7,315.9,26.0,18.0,1.0,29.8,83.8,27.0,18.0
2023-06-01 19:05:00,28.6,,31.7,27.6,29.68,1.0,27.6,326.7,26.0,28.0,1.0,27.6,553.5,28.0,18.0,1.0,31.7,84.3,26.0,18.0,1.0,31.7,314.9,26.0,18.0,1.0,29.8,315.2,25.0,18.0
