time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,1982002_c,1982002_h,1982002_p,1982002_r,1982002_s,1982014_c,1982014_h,1982014_p,1982014_r,1982014_s,3803891_c,3803891_p,3803891_r,3803891_s,3803892_c,3803892_h,3803892_p,3803892_r,3803892_s,3803893_c,3803893_h,3803893_p,3803893_r,3803893_s
2023-05-30 09:00:00,,,,,,,,,,,3.9,,,,,0.4,,,,0.5,,,,,6.0,,,,,0.5,,
2023-05-30 09:10:00,,12.31,29.3,25.2,26.525,24.5,27.1,"[27.1, 25.2, 21.2]",1.0,25.8,3.9,23.0,26.0,1.0,25.8,0.4,23.3,26.0,1.0,0.5,26.0,26.0,1.0,25.2,6.0,27.0,26.0,1.0,29.3,0.5,26.0,26.0
2023-05-30 09:15:00,,12.32,29.3,25.2,26.525,24.46666666666667,27.0,"[27.0, 25.2, 21.2]",1.0,25.8,4.0,22.8,26.0,1.0,25.8,0.4,23.4,26.0,1.0,0.5,26.0,26.0,1.0,25.2,6.1,27.0,26.0,1.0,29.3,0.5,26.0,26.0
2023-05-30 09:20:00,,12.31,29.4,25.2,26.55,24.5,27.0,"[27.0, 25.2, 21.3]",1.0,25.8,4.0,22.8,26.0,1.0,25.8,0.4,23.4,26.0,1.0,0.4,26.0,26.0,1.0,25.2,6.0,27.0,26.0,1.0,29.4,0.5,27.0,26.0
2023-05-30 09:25:00,,12.33,29.4,25.2,26.6,24.5,27.0,"[27.0, 25.2, 21.3]",1.0,25.9,3.9,22.8,26.0,1.0,25.9,0.4,23.4,26.0,1.0,0.5,26.0,26.0,1.0,25.2,6.0,27.0,26.0,1.0,29.4,0.5,26.0,26.0
2023-05-30 09:30:00,,12.32,29.4,25.2,26.6,24.5,27.0,"[27.0, 25.2, 21.3]",1.0,25.9,3.9,22.8,26.0,1.0,25.9,0.4,23.4,26.0,1.0,0.5,26.0,26.0,1.0,25.2,6.1,27.0,26.0,1.0,29.4,0.5,26.0,26.0
2023-05-30 09:35:00,,12.33,29.4,25.2,26.6,24.5,27.0,"[27.0, 25.2, 21.3]",1.0,25.9,4.0,23.1,26.0,1.0,25.9,0.4,23.5,26.0,1.0,0.5,26.0,26.0,1.0,25.2,6.1,27.0,26.0,1.0,29.4,0.5,26.0,26.0
2023-05-30 09:40:00,,12.34,29.4,25.2,26.6,24.5,27.0,"[27.0, 25.2, 21.3]",1.0,25.9,4.0,22.9,26.0,1.0,25.9,0.4,23.5,26.0,1.0,0.5,26.0,26.0,1.0,25.2,6.1,27.0,26.0,1.0,29.4,0.5,26.0,26.0
2023-05-30 09:45:00,,12.32,29.4,25.2,26.6,24.53333333333333,27.1,"[27.1, 25.2, 21.3]",1.0,25.9,3.9,23.1,26.0,1.0,25.9,0.4,23.3,26.0,1.0,0.5,26.0,26.0,1.0,25.2,6.0,27.0,26.0,1.0,29.4,0.5,26.0,26.0
2023-05-30 09:50:00,,12.33,29.4,25.2,26.6,24.53333333333333,27.1,"[27.1, 25.2, 21.3]",1.0,25.9,4.0,23.2,26.0,1.0,25.9,0.4,23.5,26.0,1.0,0.4,26.0,26.0,1.0,25.2,6.1,27.0,26.0,1.0,29.4,0.5,26.0,26.0
2023-05-30 09:55:00,,12.34,29.4,25.2,26.6,24.566666666666663,27.1,"[27.1, 25.2, 21.4]",1.0,25.9,4.0,22.8,26.0,1.0,25.9,0.4,23.6,26.0,1.0,0.5,26.0,26.0,1.0,25.2,6.1,27.0,26.0,1.0,29.4,0.5,26.0,26.0
2023-05-30 10:00:00,,12.33,29.5,25.2,26.625,24.566666666666663,27.1,"[27.1, 25.3, 21.3]",1.0,25.9,4.0,23.0,26.0,1.0,25.9,0.4,23.5,26.0,1.0,0.5,27.0,26.0,1.0,25.2,6.0,27.0,26.0,1.0,29.5,0.5,26.0,26.0
2023-05-30 10:05:00,,12.34,29.5,25.2,26.625,24.566666666666663,27.1,"[27.1, 25.3, 21.3]",1.0,25.9,4.1,22.9,26.0,1.0,25.9,0.4,23.4,26.0,1.0,0.4,27.0,26.0,1.0,25.2,6.1,27.0,26.0,1.0,29.5,0.5,26.0,26.0
2023-05-30 10:10:00,,12.34,29.5,25.2,26.625,24.6,27.1,"[27.1, 25.3, 21.4]",1.0,25.9,4.1,23.1,26.0,1.0,25.9,0.4,23.6,26.0,1.0,0.5,26.0,26.0,1.0,25.2,6.0,27.0,26.0,1.0,29.5,0.5,26.0,26.0
2023-05-30 10:15:00,,12.33,29.5,25.2,26.675,24.6,27.1,"[27.1, 25.3, 21.4]",1.0,26.0,4.0,22.9,26.0,1.0,26.0,0.4,23.6,26.0,1.0,0.5,27.0,26.0,1.0,25.2,6.1,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 10:20:00,,12.34,29.5,25.2,26.675,24.6,27.1,"[27.1, 25.3, 21.4]",1.0,26.0,4.1,23.1,26.0,1.0,26.0,0.4,23.4,26.0,1.0,0.5,27.0,26.0,1.0,25.2,6.1,28.0,26.0,1.0,29.5,0.5,26.0,26.0
2023-05-30 10:25:00,,12.35,29.5,25.3,26.7,24.6,27.1,"[27.1, 25.3, 21.4]",1.0,26.0,4.0,23.1,26.0,1.0,26.0,0.4,23.6,26.0,1.0,0.5,27.0,26.0,1.0,25.3,6.0,28.0,26.0,1.0,29.5,0.5,26.0,26.0
2023-05-30 10:30:00,,12.34,29.5,25.3,26.7,24.6,27.1,"[27.1, 25.3, 21.4]",1.0,26.0,4.1,22.9,26.0,1.0,26.0,0.4,23.5,26.0,1.0,0.4,27.0,26.0,1.0,25.3,6.1,28.0,26.0,1.0,29.5,0.5,26.0,26.0
2023-05-30 10:45:00,,12.34,29.5,25.3,26.7,24.6,27.1,"[27.1, 25.3, 21.4]",1.0,26.0,4.0,22.9,26.0,1.0,26.0,0.4,23.5,26.0,1.0,0.4,27.0,26.0,1.0,25.3,6.1,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 10:50:00,,12.33,29.5,25.3,26.7,24.633333333333336,27.1,"[27.1, 25.3, 21.5]",1.0,26.0,4.0,23.5,26.0,1.0,26.0,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.3,6.1,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 10:55:00,,12.32,29.5,25.3,26.75,24.633333333333336,27.1,"[27.1, 25.3, 21.5]",1.0,26.1,4.0,23.3,26.0,1.0,26.1,0.4,23.7,26.0,1.0,0.5,27.0,26.0,1.0,25.3,6.1,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 11:00:00,,12.33,29.6,25.3,26.775,24.633333333333336,27.1,"[27.1, 25.3, 21.5]",1.0,26.1,4.2,23.2,26.0,1.0,26.1,0.4,23.6,26.0,1.0,0.4,27.0,26.0,1.0,25.3,6.2,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 11:05:00,,12.33,29.6,25.3,26.775,24.633333333333336,27.1,"[27.1, 25.3, 21.5]",1.0,26.1,4.0,22.9,26.0,1.0,26.1,0.4,23.6,26.0,1.0,0.5,27.0,26.0,1.0,25.3,6.1,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 11:10:00,,12.33,29.6,25.3,26.775,24.666666666666668,27.1,"[27.1, 25.3, 21.6]",1.0,26.1,4.2,23.4,26.0,1.0,26.1,0.4,23.7,26.0,1.0,0.5,27.0,26.0,1.0,25.3,6.1,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 11:15:00,,12.33,29.6,25.3,26.775,24.6,27.1,"[27.1, 25.3, 21.4]",1.0,26.1,9.0,22.2,26.0,1.0,26.1,0.4,23.4,26.0,1.0,0.4,27.0,26.0,1.0,25.3,6.1,27.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 11:20:00,,12.33,29.4,25.2,26.450000000000003,24.46666666666667,27.0,"[27.0, 25.2, 21.2]",1.0,25.6,4.3,23.1,26.0,1.0,25.6,0.4,23.2,26.0,1.0,0.5,26.0,26.0,1.0,25.2,6.1,27.0,26.0,1.0,29.4,0.5,26.0,26.0
2023-05-30 11:25:00,,12.33,29.4,25.2,26.450000000000003,24.46666666666667,27.0,"[27.0, 25.2, 21.2]",1.0,25.6,4.1,22.5,26.0,1.0,25.6,0.4,23.5,26.0,1.0,0.5,26.0,26.0,1.0,25.2,6.0,27.0,26.0,1.0,29.4,0.5,26.0,26.0
2023-05-30 11:30:00,,12.33,29.3,25.2,26.475,24.5,27.0,"[27.0, 25.2, 21.3]",1.0,25.7,4.1,22.9,26.0,1.0,25.7,0.4,23.4,26.0,1.0,0.5,26.0,26.0,1.0,25.2,6.1,27.0,26.0,1.0,29.3,0.5,26.0,26.0
2023-05-30 11:35:00,,12.33,29.3,25.2,26.525,24.5,27.0,"[27.0, 25.2, 21.3]",1.0,25.8,4.3,22.7,26.0,1.0,25.8,0.4,23.5,26.0,1.0,0.5,26.0,26.0,1.0,25.2,6.0,27.0,26.0,1.0,29.3,0.5,26.0,26.0
2023-05-30 11:40:00,,12.33,29.4,25.2,26.6,24.5,27.0,"[27.0, 25.2, 21.3]",1.0,25.9,,22.6,26.0,1.0,25.9,,23.5,26.0,1.0,,26.0,26.0,1.0,25.2,,28.0,26.0,1.0,29.4,,26.0,26.0
2023-05-30 11:45:00,,12.33,29.5,25.2,26.625,24.53333333333333,27.0,"[27.0, 25.2, 21.4]",1.0,25.9,4.2,22.8,26.0,1.0,25.9,0.4,23.6,26.0,1.0,0.5,27.0,26.0,1.0,25.2,6.0,27.0,26.0,1.0,29.5,0.5,26.0,26.0
2023-05-30 11:50:00,,12.32,29.5,25.2,26.675,24.566666666666663,27.0,"[27.0, 25.3, 21.4]",1.0,26.0,4.1,22.7,26.0,1.0,26.0,0.4,23.6,26.0,1.0,0.5,27.0,26.0,1.0,25.2,6.0,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 11:55:00,,12.33,29.5,25.3,26.75,24.6,27.0,"[27.0, 25.3, 21.5]",1.0,26.1,4.2,22.8,26.0,1.0,26.1,0.4,23.8,26.0,1.0,0.5,27.0,26.0,1.0,25.3,6.1,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 12:00:00,,12.33,29.5,25.3,26.75,24.633333333333336,27.1,"[27.1, 25.3, 21.5]",1.0,26.1,,22.8,26.0,1.0,26.1,,23.6,26.0,1.0,,27.0,26.0,1.0,25.3,,28.0,26.0,1.0,29.5,,27.0,26.0
2023-05-30 12:05:00,,12.34,29.5,25.3,26.75,24.633333333333336,27.1,"[27.1, 25.3, 21.5]",1.0,26.1,4.4,22.8,26.0,1.0,26.1,0.4,23.6,26.0,1.0,0.5,27.0,26.0,1.0,25.3,6.0,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 12:10:00,,12.33,29.5,25.3,26.75,24.633333333333336,27.1,"[27.1, 25.3, 21.5]",1.0,26.1,4.1,23.0,26.0,1.0,26.1,0.4,23.5,26.0,1.0,0.4,27.0,26.0,1.0,25.3,6.1,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 12:15:00,,12.33,29.6,25.3,26.775,24.666666666666668,27.1,"[27.1, 25.3, 21.6]",1.0,26.1,4.4,23.1,26.0,1.0,26.1,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.3,6.1,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 12:20:00,,12.34,29.6,25.3,26.775,24.666666666666668,27.1,"[27.1, 25.3, 21.6]",1.0,26.1,4.1,23.2,26.0,1.0,26.1,0.4,23.6,26.0,1.0,0.4,27.0,26.0,1.0,25.3,6.1,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 12:25:00,,12.35,29.6,25.4,26.85,24.666666666666668,27.1,"[27.1, 25.3, 21.6]",1.0,26.2,4.2,23.3,26.0,1.0,26.2,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.1,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 12:30:00,,12.35,29.6,25.4,26.85,24.666666666666668,27.1,"[27.1, 25.3, 21.6]",1.0,26.2,4.1,23.2,26.0,1.0,26.2,0.4,23.8,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.1,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 12:35:00,,12.34,29.6,25.4,26.85,24.666666666666668,27.1,"[27.1, 25.3, 21.6]",1.0,26.2,4.2,23.0,26.0,1.0,26.2,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.0,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 12:40:00,,12.34,29.7,25.4,26.875,24.7,27.1,"[27.1, 25.4, 21.6]",1.0,26.2,4.0,23.2,26.0,1.0,26.2,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.1,28.0,26.0,1.0,29.7,0.5,27.0,26.0
2023-05-30 12:45:00,,12.41,29.7,25.4,26.875,24.7,27.1,"[27.1, 25.4, 21.6]",1.0,26.2,4.0,22.9,26.0,1.0,26.2,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.0,28.0,26.0,1.0,29.7,0.5,27.0,26.0
2023-05-30 12:50:00,,12.39,29.6,25.4,26.85,24.7,27.1,"[27.1, 25.4, 21.6]",1.0,26.2,4.1,23.1,26.0,1.0,26.2,0.4,23.8,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.1,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 12:55:00,,12.37,29.4,25.4,26.8,24.7,27.1,"[27.1, 25.4, 21.6]",1.0,26.2,4.1,23.1,26.0,1.0,26.2,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.0,28.0,26.0,1.0,29.4,0.5,26.0,26.0
2023-05-30 13:00:00,,12.35,29.5,25.4,26.825,24.7,27.1,"[27.1, 25.4, 21.6]",1.0,26.2,4.0,23.1,26.0,1.0,26.2,0.4,23.8,26.0,1.0,0.5,27.0,26.0,1.0,25.4,6.0,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 13:05:00,,12.34,29.5,25.4,26.825,24.7,27.1,"[27.1, 25.4, 21.6]",1.0,26.2,4.0,23.1,26.0,1.0,26.2,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.1,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 13:10:00,,12.34,29.6,25.4,26.85,24.666666666666668,27.1,"[27.1, 25.3, 21.6]",1.0,26.2,4.0,23.0,26.0,1.0,26.2,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.0,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 13:15:00,,12.33,29.6,25.4,26.85,24.7,27.1,"[27.1, 25.4, 21.6]",1.0,26.2,4.0,23.1,26.0,1.0,26.2,0.4,23.7,26.0,1.0,0.5,27.0,26.0,1.0,25.4,6.0,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 13:20:00,,12.4,29.6,25.4,26.85,24.7,27.1,"[27.1, 25.4, 21.6]",1.0,26.2,3.8,23.0,26.0,1.0,26.2,0.4,23.8,26.0,1.0,0.5,27.0,26.0,1.0,25.4,5.9,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 13:25:00,,12.39,29.4,25.4,26.8,24.7,27.1,"[27.1, 25.4, 21.6]",1.0,26.2,3.9,23.0,26.0,1.0,26.2,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.0,28.0,26.0,1.0,29.4,0.5,27.0,26.0
2023-05-30 13:30:00,,12.36,29.4,25.4,26.8,24.7,27.1,"[27.1, 25.4, 21.6]",1.0,26.2,3.9,22.8,26.0,1.0,26.2,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.0,28.0,26.0,1.0,29.4,0.5,27.0,26.0
2023-05-30 13:35:00,,12.34,29.4,25.4,26.8,24.7,27.1,"[27.1, 25.4, 21.6]",1.0,26.2,3.8,23.0,26.0,1.0,26.2,0.4,23.7,26.0,1.0,0.5,27.0,26.0,1.0,25.4,6.0,28.0,26.0,1.0,29.4,0.5,27.0,26.0
2023-05-30 13:40:00,,12.34,29.5,25.4,26.825,24.7,27.1,"[27.1, 25.4, 21.6]",1.0,26.2,3.8,23.2,26.0,1.0,26.2,0.4,23.6,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.1,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 13:45:00,,12.4,29.6,25.4,26.85,24.7,27.1,"[27.1, 25.4, 21.6]",1.0,26.2,3.8,23.0,26.0,1.0,26.2,0.4,23.9,26.0,1.0,0.5,27.0,26.0,1.0,25.4,6.1,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 13:50:00,,12.4,29.6,25.4,26.85,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.2,4.0,23.1,26.0,1.0,26.2,0.4,23.9,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.1,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 13:55:00,,12.33,29.4,25.4,26.85,24.73333333333333,27.1,"[27.1, 25.4, 21.7]",1.0,26.3,4.0,22.9,26.0,1.0,26.3,0.4,23.8,26.0,1.0,0.5,27.0,26.0,1.0,25.4,6.0,28.0,26.0,1.0,29.4,0.5,27.0,26.0
2023-05-30 14:00:00,,12.35,29.4,25.4,26.85,24.7,27.1,"[27.1, 25.4, 21.6]",1.0,26.3,4.1,23.1,26.0,1.0,26.3,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.2,28.0,26.0,1.0,29.4,0.5,27.0,26.0
2023-05-30 14:05:00,,12.34,29.5,25.4,26.875,24.73333333333333,27.2,"[27.2, 25.4, 21.6]",1.0,26.3,4.0,23.1,26.0,1.0,26.3,0.4,23.8,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.1,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 14:10:00,,12.38,29.6,25.4,26.85,24.73333333333333,27.2,"[27.2, 25.4, 21.6]",1.0,26.2,4.1,23.1,26.0,1.0,26.2,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.2,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 14:15:00,,12.4,29.5,25.4,26.825,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.2,4.0,23.3,26.0,1.0,26.2,0.4,23.8,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.2,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 14:20:00,,12.39,29.4,25.5,26.875,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.3,4.0,23.1,26.0,1.0,26.3,0.4,23.9,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.1,28.0,26.0,1.0,29.4,0.5,27.0,26.0
2023-05-30 14:25:00,,12.35,29.4,25.5,26.875,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.3,4.1,23.1,26.0,1.0,26.3,0.4,23.9,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.2,28.0,26.0,1.0,29.4,0.5,27.0,26.0
2023-05-30 14:30:00,,12.34,29.5,25.5,26.9,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.3,4.2,23.4,26.0,1.0,26.3,0.4,23.9,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.2,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 14:35:00,,12.34,29.6,25.5,26.925,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.3,4.1,23.1,26.0,1.0,26.3,0.4,23.8,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.1,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 14:40:00,,12.36,29.6,25.5,26.875,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.2,4.0,23.1,26.0,1.0,26.2,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.0,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 14:45:00,,12.39,29.7,25.5,26.9,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.2,4.2,23.0,26.0,1.0,26.2,0.4,23.9,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.1,28.0,26.0,1.0,29.7,0.5,27.0,26.0
2023-05-30 14:50:00,,12.39,29.5,25.5,26.9,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.3,4.0,23.1,26.0,1.0,26.3,0.4,23.8,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.1,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 14:55:00,,12.34,29.4,25.5,26.875,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.3,4.1,23.0,26.0,1.0,26.3,0.4,23.8,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.1,28.0,26.0,1.0,29.4,0.5,27.0,26.0
2023-05-30 15:00:00,,12.34,29.5,25.5,26.9,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.3,4.1,23.2,26.0,1.0,26.3,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.1,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 15:05:00,,12.37,29.6,25.5,26.925,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.3,4.1,22.9,26.0,1.0,26.3,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.1,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 15:10:00,,12.4,29.7,25.5,26.95,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.3,4.0,23.0,26.0,1.0,26.3,0.4,23.9,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.0,28.0,26.0,1.0,29.7,0.5,27.0,26.0
2023-05-30 15:15:00,,12.41,29.7,25.5,26.95,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.3,4.0,23.0,26.0,1.0,26.3,0.4,23.7,26.0,1.0,0.5,27.0,26.0,1.0,25.5,6.0,28.0,26.0,1.0,29.7,0.5,27.0,26.0
2023-05-30 15:20:00,,12.34,29.5,25.5,26.9,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.3,4.2,23.3,26.0,1.0,26.3,0.4,23.8,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.0,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 15:25:00,,12.35,29.5,25.5,26.9,24.73333333333333,27.2,"[27.2, 25.4, 21.6]",1.0,26.3,8.1,22.1,26.0,1.0,26.3,0.4,23.6,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.0,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 15:30:00,,12.36,29.5,25.5,26.8,24.633333333333336,27.2,"[27.2, 25.3, 21.4]",1.0,26.1,9.6,22.5,26.0,1.0,26.1,0.4,23.2,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.0,27.0,26.0,1.0,29.5,0.5,26.0,26.0
2023-05-30 15:35:00,,12.35,29.5,25.4,26.625,24.6,27.1,"[27.1, 25.3, 21.4]",1.0,25.8,4.2,22.9,26.0,1.0,25.8,0.4,23.4,26.0,1.0,0.5,27.0,26.0,1.0,25.4,6.1,27.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 15:40:00,,12.34,29.5,25.3,26.6,24.6,27.1,"[27.1, 25.3, 21.4]",1.0,25.8,4.0,22.9,26.0,1.0,25.8,0.4,23.6,26.0,1.0,0.4,27.0,26.0,1.0,25.3,6.1,28.0,26.0,1.0,29.5,0.5,26.0,26.0
2023-05-30 15:45:00,,12.36,29.5,25.3,26.65,24.6,27.1,"[27.1, 25.3, 21.4]",1.0,25.9,4.1,22.9,26.0,1.0,25.9,0.4,23.6,26.0,1.0,0.4,27.0,26.0,1.0,25.3,6.1,28.0,26.0,1.0,29.5,0.5,26.0,26.0
2023-05-30 15:50:00,,12.33,29.6,25.3,26.775,24.633333333333336,27.1,"[27.1, 25.3, 21.5]",1.0,26.1,4.3,23.0,26.0,1.0,26.1,0.4,23.7,26.0,1.0,0.5,27.0,26.0,1.0,25.3,6.0,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 15:55:00,,12.34,29.6,25.3,26.775,24.666666666666668,27.2,"[27.2, 25.3, 21.5]",1.0,26.1,4.3,23.1,26.0,1.0,26.1,0.4,23.6,26.0,1.0,0.4,27.0,26.0,1.0,25.3,6.2,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 16:00:00,,12.34,29.6,25.3,26.775,24.666666666666668,27.2,"[27.2, 25.3, 21.5]",1.0,26.1,4.1,23.3,26.0,1.0,26.1,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.3,6.0,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 16:05:00,,12.36,29.6,25.3,26.775,24.666666666666668,27.2,"[27.2, 25.3, 21.5]",1.0,26.1,4.2,23.1,26.0,1.0,26.1,0.4,23.8,26.0,1.0,0.5,27.0,26.0,1.0,25.3,6.0,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 16:10:00,,12.4,29.5,25.4,26.825,24.7,27.2,"[27.2, 25.3, 21.6]",1.0,26.2,4.1,23.0,26.0,1.0,26.2,0.4,23.9,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.1,28.0,26.0,1.0,29.5,0.5,27.0,26.0
2023-05-30 16:15:00,,12.39,29.4,25.4,26.8,24.73333333333333,27.2,"[27.2, 25.4, 21.6]",1.0,26.2,4.3,22.9,26.0,1.0,26.2,0.4,23.9,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.1,28.0,26.0,1.0,29.4,0.5,27.0,26.0
2023-05-30 16:20:00,,12.34,29.4,25.4,26.8,24.73333333333333,27.2,"[27.2, 25.4, 21.6]",1.0,26.2,4.1,23.5,26.0,1.0,26.2,0.4,23.8,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.0,28.0,26.0,1.0,29.4,0.5,27.0,26.0
2023-05-30 16:25:00,,12.35,29.4,25.4,26.85,24.73333333333333,27.2,"[27.2, 25.4, 21.6]",1.0,26.3,4.2,23.0,26.0,1.0,26.3,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.1,28.0,26.0,1.0,29.4,0.5,27.0,26.0
2023-05-30 16:30:00,,12.36,29.6,25.4,26.9,24.766666666666666,27.2,"[27.2, 25.4, 21.7]",1.0,26.3,4.2,23.1,26.0,1.0,26.3,0.4,23.8,26.0,1.0,0.5,27.0,26.0,1.0,25.4,6.0,28.0,26.0,1.0,29.6,0.5,27.0,26.0
2023-05-30 16:35:00,,12.39,29.7,25.4,26.925,24.8,27.3,"[27.3, 25.4, 21.7]",1.0,26.3,4.3,22.7,26.0,1.0,26.3,0.4,23.7,26.0,1.0,0.4,27.0,26.0,1.0,25.4,6.2,28.0,26.0,1.0,29.7,0.5,27.0,26.0
2023-05-30 16:40:00,,12.4,29.6,25.5,26.925,24.8,27.3,"[27.3, 25.4, 21.7]",1.0,26.3,4.1,22.9,26.0,1.0,26.3,0.4,23.9,26.0,1.0,0.4,27.0,26.0,1.0,25.5,6.1,28.0,26.0,1.0,29.6,0.5,27.0,26.0
