time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,1176760_c,1176760_h,1176760_p,1176760_r,1176760_s,3819596_c,3819596_h,3819596_p,3819596_r,3819596_s,3819597_c,3819597_h,3819597_p,3819597_r,3819597_s,3819598_c,3819598_p,3819598_r,3819598_s
2023-05-31 12:35:00,,,31.9,28.7,29.766666666666666,27.2,28.1,"[28.1, 26.5, 27.0]",1.0,31.9,5.4,26.6,25.0,1.0,28.7,0.1,25.0,25.0,1.0,28.7,0.1,27.0,25.0,1.0,3.6,27.0,25.0
2023-05-31 12:40:00,,,31.9,29.1,30.03333333333333,27.433333333333334,28.5,"[28.5, 26.6, 27.2]",1.0,31.9,5.4,26.6,25.0,1.0,29.1,0.1,26.0,25.0,1.0,29.1,0.0,27.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 12:45:00,,,31.9,29.6,30.366666666666664,27.433333333333334,28.6,"[28.6, 26.7, 27.0]",1.0,31.9,5.3,26.3,25.0,1.0,29.6,3.0,27.0,25.0,1.0,29.6,0.0,27.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 12:50:00,,,31.9,28.6,29.7,27.33333333333333,28.1,"[28.1, 26.7, 27.2]",1.0,31.9,5.3,26.7,25.0,1.0,28.6,0.1,24.0,25.0,1.0,28.6,0.1,27.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 12:55:00,,,32.4,29.2,30.266666666666666,27.4,28.5,"[28.5, 26.6, 27.1]",1.0,32.4,5.4,26.5,25.0,1.0,29.2,0.1,26.0,25.0,1.0,29.2,3.1,24.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 13:00:00,,,32.4,29.5,30.46666666666667,27.4,28.8,"[28.8, 26.4, 27.0]",1.0,32.4,5.4,26.4,25.0,1.0,29.5,0.1,27.0,25.0,1.0,29.5,0.0,26.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 13:05:00,,,32.3,28.8,29.966666666666665,27.266666666666666,28.2,"[28.2, 26.5, 27.1]",1.0,32.3,5.4,26.5,25.0,1.0,28.8,3.1,23.0,25.0,1.0,28.8,0.1,26.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 13:10:00,,,32.3,29.0,30.1,27.23333333333333,28.1,"[28.1, 26.6, 27.0]",1.0,32.3,5.4,25.6,25.0,1.0,29.0,0.1,26.0,25.0,1.0,29.0,0.0,27.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 13:15:00,,,32.5,29.2,30.3,27.46666666666667,28.6,"[28.6, 26.6, 27.2]",1.0,32.5,5.4,26.8,25.0,1.0,29.2,0.1,26.0,25.0,1.0,29.2,0.4,27.0,25.0,1.0,3.7,27.5,25.0
2023-05-31 13:20:00,,,32.0,29.6,30.4,27.46666666666667,28.7,"[28.7, 26.4, 27.3]",1.0,32.0,1.5,25.7,25.0,1.0,29.6,3.0,26.0,25.0,1.0,29.6,0.1,23.0,25.0,1.0,3.7,26.0,25.0
2023-05-31 13:25:00,,,32.7,28.8,30.1,27.3,28.2,"[28.2, 26.4, 27.3]",1.0,32.7,5.4,25.5,25.0,1.0,28.8,0.1,25.0,25.0,1.0,28.8,0.0,26.0,25.0,1.0,3.7,25.5,25.0
2023-05-31 13:30:00,,,32.9,29.4,30.566666666666663,27.73333333333333,28.6,"[28.6, 26.5, 28.1]",1.0,32.9,5.0,26.5,25.0,1.0,29.4,0.1,27.0,25.0,1.0,29.4,0.4,26.0,25.0,1.0,3.6,25.5,25.0
2023-05-31 13:35:00,,,33.2,29.6,30.8,27.666666666666668,28.8,"[28.8, 26.3, 27.9]",1.0,33.2,1.5,26.1,25.0,1.0,29.6,0.1,27.0,25.0,1.0,29.6,0.1,23.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 13:40:00,,,33.4,28.7,30.266666666666666,27.3,28.1,"[28.1, 26.4, 27.4]",1.0,33.4,5.4,25.3,25.0,1.0,28.7,0.1,23.0,25.0,1.0,28.7,0.0,26.0,25.0,1.0,3.8,25.5,25.0
2023-05-31 13:45:00,,,33.5,29.2,30.633333333333336,27.33333333333333,28.3,"[28.3, 26.5, 27.2]",1.0,33.5,5.5,25.8,25.0,1.0,29.2,0.1,27.0,25.0,1.0,29.2,0.1,27.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 13:50:00,,,33.5,29.3,30.7,27.46666666666667,28.7,"[28.7, 26.5, 27.2]",1.0,33.5,5.3,25.8,25.0,1.0,29.3,0.1,26.0,25.0,1.0,29.3,0.0,27.0,25.0,1.0,3.7,25.5,25.0
2023-05-31 13:55:00,,,33.4,29.8,31.0,27.5,28.8,"[28.8, 26.6, 27.1]",1.0,33.4,5.5,26.1,25.0,1.0,29.8,3.2,26.0,25.0,1.0,29.8,0.0,27.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 14:00:00,,,32.9,28.8,30.166666666666668,27.433333333333334,28.2,"[28.2, 26.7, 27.4]",1.0,32.9,5.3,27.3,25.0,1.0,28.8,0.1,24.0,25.0,1.0,28.8,0.1,27.0,25.0,1.0,3.7,27.5,25.0
2023-05-31 14:05:00,,,32.5,29.6,30.566666666666663,27.33333333333333,28.5,"[28.5, 26.4, 27.1]",1.0,32.5,5.4,27.1,25.0,1.0,29.6,3.0,27.0,25.0,1.0,29.6,0.1,22.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 14:10:00,,,32.5,28.4,29.766666666666666,27.2,27.9,"[27.9, 26.4, 27.3]",1.0,32.5,5.5,26.4,25.0,1.0,28.4,0.1,23.0,25.0,1.0,28.4,0.0,26.0,25.0,1.0,3.7,27.0,25.0
2023-05-31 14:15:00,,,32.2,29.0,30.066666666666663,27.3,28.1,"[28.1, 26.5, 27.3]",1.0,32.2,5.4,26.3,25.0,1.0,29.0,0.1,27.0,25.0,1.0,29.0,0.1,26.0,25.0,1.0,3.7,27.0,25.0
2023-05-31 14:20:00,,,32.3,29.3,30.3,27.366666666666664,28.6,"[28.6, 26.4, 27.1]",1.0,32.3,5.5,26.7,25.0,1.0,29.3,0.1,27.0,25.0,1.0,29.3,0.1,22.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 14:25:00,,,32.6,28.9,30.133333333333336,27.3,28.3,"[28.3, 26.4, 27.2]",1.0,32.6,5.4,26.2,25.0,1.0,28.9,3.2,23.0,25.0,1.0,28.9,0.0,26.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 14:30:00,,,32.6,28.9,30.133333333333336,27.2,28.1,"[28.1, 26.4, 27.1]",1.0,32.6,5.4,26.8,25.0,1.0,28.9,0.1,26.0,25.0,1.0,28.9,0.1,26.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 14:35:00,,,32.4,29.2,30.266666666666666,27.46666666666667,28.6,"[28.6, 26.6, 27.2]",1.0,32.4,5.4,26.4,25.0,1.0,29.2,0.1,26.0,25.0,1.0,29.2,0.0,27.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 14:40:00,,,31.9,29.2,30.1,27.53333333333333,28.7,"[28.7, 26.7, 27.2]",1.0,31.9,5.4,26.9,25.0,1.0,29.2,3.2,26.0,25.0,1.0,29.2,3.0,26.0,25.0,1.0,3.8,27.0,25.0
2023-05-31 14:45:00,,,32.3,28.7,29.9,27.2,28.1,"[28.1, 26.4, 27.1]",1.0,32.3,5.5,26.2,25.0,1.0,28.7,0.1,24.0,25.0,1.0,28.7,0.1,24.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 14:50:00,,,32.5,29.4,30.433333333333334,27.4,28.4,"[28.4, 26.5, 27.3]",1.0,32.5,5.4,26.1,25.0,1.0,29.4,0.1,27.0,25.0,1.0,29.4,0.0,26.0,25.0,1.0,3.8,27.0,25.0
2023-05-31 14:55:00,,,31.9,29.4,30.23333333333333,27.5,28.8,"[28.8, 26.6, 27.1]",1.0,31.9,5.4,26.9,25.0,1.0,29.4,0.1,27.0,25.0,1.0,29.4,0.4,27.0,25.0,1.0,3.7,27.0,25.0
2023-05-31 15:00:00,,,31.8,28.7,29.73333333333333,27.166666666666668,28.2,"[28.2, 26.3, 27.0]",1.0,31.8,5.4,27.0,25.0,1.0,28.7,3.2,23.0,25.0,1.0,28.7,0.1,23.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 15:05:00,,,32.1,29.2,30.166666666666668,27.3,28.3,"[28.3, 26.4, 27.2]",1.0,32.1,5.5,27.1,25.0,1.0,29.2,0.1,26.0,25.0,1.0,29.2,0.0,26.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 15:10:00,,,32.1,29.4,30.3,27.5,28.8,"[28.8, 26.6, 27.1]",1.0,32.1,5.5,26.2,25.0,1.0,29.4,0.1,26.0,25.0,1.0,29.4,0.0,27.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 15:15:00,,,32.3,29.4,30.366666666666664,27.53333333333333,28.7,"[28.7, 26.6, 27.3]",1.0,32.3,5.5,26.4,25.0,1.0,29.4,3.1,24.0,25.0,1.0,29.4,0.1,27.0,25.0,1.0,3.7,27.0,25.0
2023-05-31 15:20:00,29.1,,31.9,28.8,29.83333333333333,27.23333333333333,28.1,"[28.1, 26.5, 27.1]",1.0,31.9,5.4,26.6,25.0,1.0,28.8,0.1,25.0,25.0,1.0,28.8,3.1,24.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 15:25:00,29.1,,32.2,29.5,30.4,27.3,28.5,"[28.5, 26.3, 27.1]",1.0,32.2,5.4,26.8,25.0,1.0,29.5,0.1,27.0,25.0,1.0,29.5,0.0,26.0,25.0,1.0,3.8,27.0,25.0
2023-05-31 15:30:00,29.1,,32.3,29.7,30.566666666666663,27.53333333333333,28.8,"[28.8, 26.5, 27.3]",1.0,32.3,5.4,26.9,25.0,1.0,29.7,0.1,27.0,25.0,1.0,29.7,0.0,26.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 15:35:00,29.0,,31.9,28.8,29.83333333333333,27.2,28.1,"[28.1, 26.5, 27.0]",1.0,31.9,5.6,26.7,25.0,1.0,28.8,3.2,23.0,25.0,1.0,28.8,3.1,24.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 15:40:00,29.0,,32.4,29.3,30.33333333333333,27.23333333333333,28.4,"[28.4, 26.2, 27.1]",1.0,32.4,5.5,26.7,25.0,1.0,29.3,0.1,27.0,25.0,1.0,29.3,0.1,25.0,25.0,1.0,3.7,27.0,25.0
2023-05-31 15:45:00,29.1,,32.3,29.4,30.366666666666664,27.53333333333333,28.9,"[28.9, 26.4, 27.3]",1.0,32.3,5.5,26.4,25.0,1.0,29.4,0.1,26.0,25.0,1.0,29.4,0.0,26.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 15:50:00,29.1,,31.9,29.4,30.23333333333333,27.5,28.9,"[28.9, 26.5, 27.1]",1.0,31.9,5.4,26.1,25.0,1.0,29.4,3.2,26.0,25.0,1.0,29.4,0.0,27.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 15:55:00,29.1,,32.6,28.9,30.133333333333336,27.433333333333334,28.4,"[28.4, 26.6, 27.3]",1.0,32.6,5.5,27.1,25.0,1.0,28.9,0.1,25.0,25.0,1.0,28.9,0.1,27.0,25.0,1.0,3.7,27.0,25.0
2023-05-31 16:00:00,29.0,,31.9,29.5,30.3,27.366666666666664,28.6,"[28.6, 26.5, 27.0]",1.0,31.9,5.5,26.0,25.0,1.0,29.5,3.2,26.0,25.0,1.0,29.5,3.2,22.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 16:05:00,29.0,,32.5,28.7,29.96666666666667,27.2,28.0,"[28.0, 26.4, 27.2]",1.0,32.5,5.4,26.3,25.0,1.0,28.7,0.1,25.0,25.0,1.0,28.7,0.0,27.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 16:10:00,29.2,,32.0,29.2,30.133333333333336,27.366666666666664,28.4,"[28.4, 26.5, 27.2]",1.0,32.0,5.6,27.0,25.0,1.0,29.2,0.1,26.0,25.0,1.0,29.2,0.1,27.0,25.0,1.0,3.8,27.0,25.0
2023-05-31 16:15:00,29.1,,32.3,29.6,30.5,27.366666666666664,28.7,"[28.7, 26.4, 27.0]",1.0,32.3,5.4,27.2,25.0,1.0,29.6,2.9,27.0,25.0,1.0,29.6,3.1,22.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 16:20:00,29.1,,32.7,28.7,30.03333333333333,27.23333333333333,28.2,"[28.2, 26.3, 27.2]",1.0,32.7,5.5,26.0,25.0,1.0,28.7,0.1,24.0,25.0,1.0,28.7,0.0,26.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 16:25:00,29.1,,32.7,28.7,30.03333333333333,27.33333333333333,28.5,"[28.5, 26.4, 27.1]",1.0,32.7,5.4,26.6,25.0,1.0,28.7,0.1,27.0,25.0,1.0,28.7,0.1,27.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 16:30:00,29.1,,31.9,29.4,30.23333333333333,27.1,27.7,"[27.7, 26.5, 27.1]",1.0,31.9,5.4,27.1,25.0,1.0,29.4,0.1,23.0,25.0,1.0,29.4,3.2,23.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 16:35:00,29.1,,32.5,29.1,30.23333333333333,27.266666666666666,28.2,"[28.2, 26.3, 27.3]",1.0,32.5,5.5,26.6,25.0,1.0,29.1,0.1,26.0,25.0,1.0,29.1,0.0,26.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 16:40:00,29.1,,31.9,29.3,30.166666666666668,27.366666666666664,28.6,"[28.6, 26.4, 27.1]",1.0,31.9,5.5,26.5,25.0,1.0,29.3,0.1,27.0,25.0,1.0,29.3,0.1,27.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 16:45:00,29.1,,32.4,29.1,30.2,27.366666666666664,28.4,"[28.4, 26.5, 27.2]",1.0,32.4,5.5,26.8,25.0,1.0,29.1,3.2,24.0,25.0,1.0,29.1,3.1,24.0,25.0,1.0,3.8,27.0,25.0
2023-05-31 16:50:00,29.1,,32.7,29.0,30.23333333333333,27.2,28.2,"[28.2, 26.2, 27.2]",1.0,32.7,5.4,27.3,25.0,1.0,29.0,0.1,26.0,25.0,1.0,29.0,0.1,26.0,25.0,1.0,3.8,27.0,25.0
2023-05-31 16:55:00,29.1,,31.9,29.0,29.96666666666667,27.4,28.7,"[28.7, 26.4, 27.1]",1.0,31.9,5.4,25.7,25.0,1.0,29.0,0.1,26.0,25.0,1.0,29.0,0.0,27.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 17:00:00,29.1,,32.4,29.7,30.6,27.46666666666667,28.7,"[28.7, 26.5, 27.2]",1.0,32.4,5.5,26.6,25.0,1.0,29.7,3.2,27.0,25.0,1.0,29.7,3.1,26.0,25.0,1.0,3.8,27.0,25.0
2023-05-31 17:05:00,29.1,,32.4,29.7,30.6,27.266666666666666,28.3,"[28.3, 26.2, 27.3]",1.0,32.4,5.4,26.9,25.0,1.0,29.7,0.1,24.0,25.0,1.0,29.7,0.1,25.0,25.0,1.0,3.8,27.0,25.0
2023-05-31 17:10:00,29.1,,31.9,29.6,30.366666666666664,27.366666666666664,28.6,"[28.6, 26.4, 27.1]",1.0,31.9,5.4,26.1,25.0,1.0,29.6,3.2,27.0,25.0,1.0,29.6,0.0,26.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 17:15:00,29.1,,32.5,28.4,29.766666666666666,27.2,27.9,"[27.9, 26.5, 27.2]",1.0,32.5,5.5,27.1,25.0,1.0,28.4,0.1,24.0,25.0,1.0,28.4,3.1,26.0,25.0,1.0,3.8,27.5,25.0
2023-05-31 17:20:00,29.0,,32.7,28.4,29.83333333333333,27.23333333333333,28.3,"[28.3, 26.2, 27.2]",1.0,32.7,5.4,26.5,25.0,1.0,28.4,0.1,26.0,25.0,1.0,28.4,0.1,24.0,25.0,1.0,3.7,27.0,25.0
2023-05-31 17:25:00,29.1,,31.9,29.4,30.23333333333333,27.33333333333333,28.6,"[28.6, 26.3, 27.1]",1.0,31.9,5.4,26.2,25.0,1.0,29.4,0.1,27.0,25.0,1.0,29.4,0.0,26.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 17:30:00,29.2,,31.9,28.9,29.899999999999995,27.33333333333333,28.4,"[28.4, 26.5, 27.1]",1.0,31.9,5.4,26.4,25.0,1.0,28.9,3.2,23.0,25.0,1.0,28.9,0.0,27.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 17:35:00,29.2,,32.1,29.4,30.3,27.433333333333334,28.4,"[28.4, 26.6, 27.3]",1.0,32.1,5.5,26.7,25.0,1.0,29.4,0.5,27.0,25.0,1.0,29.4,0.1,27.0,25.0,1.0,3.7,27.0,25.0
2023-05-31 17:40:00,29.1,,31.9,28.6,29.7,27.2,27.9,"[27.9, 26.6, 27.1]",1.0,31.9,5.4,26.2,25.0,1.0,28.6,3.2,23.0,25.0,1.0,28.6,3.1,23.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 17:45:00,29.1,,32.5,28.8,30.03333333333333,27.166666666666668,28.0,"[28.0, 26.3, 27.2]",1.0,32.5,5.5,26.7,25.0,1.0,28.8,0.1,26.0,25.0,1.0,28.8,0.0,25.0,25.0,1.0,3.7,27.0,25.0
2023-05-31 17:50:00,29.1,,32.1,29.0,30.03333333333333,27.4,28.5,"[28.5, 26.5, 27.2]",1.0,32.1,5.5,26.1,25.0,1.0,29.0,0.1,26.0,25.0,1.0,29.0,0.0,27.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 17:55:00,29.1,,32.1,29.2,30.166666666666668,27.433333333333334,28.5,"[28.5, 26.6, 27.2]",1.0,32.1,5.5,26.2,25.0,1.0,29.2,3.1,25.0,25.0,1.0,29.2,0.0,27.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 18:00:00,29.2,,32.1,28.7,29.83333333333333,27.3,28.0,"[28.0, 26.6, 27.3]",1.0,32.1,5.5,27.2,25.0,1.0,28.7,0.1,25.0,25.0,1.0,28.7,0.1,27.0,25.0,1.0,3.7,27.5,25.0
2023-05-31 18:05:00,29.1,,32.2,29.3,30.266666666666666,27.3,28.5,"[28.5, 26.3, 27.1]",1.0,32.2,5.4,27.1,25.0,1.0,29.3,0.1,26.0,25.0,1.0,29.3,0.1,24.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 18:10:00,29.1,,32.6,29.6,30.600000000000005,27.46666666666667,28.7,"[28.7, 26.4, 27.3]",1.0,32.6,5.5,25.9,25.0,1.0,29.6,0.4,27.0,25.0,1.0,29.6,0.0,26.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 18:15:00,29.1,,32.6,28.6,29.933333333333337,27.166666666666668,27.9,"[27.9, 26.5, 27.1]",1.0,32.6,5.4,27.1,25.0,1.0,28.6,0.1,23.0,25.0,1.0,28.6,0.1,27.0,25.0,1.0,3.8,26.5,25.0
2023-05-31 18:20:00,29.1,,32.5,29.4,30.433333333333334,27.4,28.3,"[28.3, 26.6, 27.3]",1.0,32.5,5.5,26.6,25.0,1.0,29.4,0.1,27.0,25.0,1.0,29.4,0.0,27.0,25.0,1.0,3.7,27.0,25.0
2023-05-31 18:25:00,29.2,,32.5,29.4,30.433333333333334,27.433333333333334,28.5,"[28.5, 26.7, 27.1]",1.0,32.5,5.4,26.5,25.0,1.0,29.4,0.1,27.0,25.0,1.0,29.4,3.0,25.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 18:30:00,29.1,,31.8,29.0,29.933333333333334,27.2,28.3,"[28.3, 26.3, 27.0]",1.0,31.8,5.4,26.9,25.0,1.0,29.0,3.1,23.0,25.0,1.0,29.0,0.1,25.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 18:35:00,29.1,,32.3,29.0,30.1,27.266666666666666,28.2,"[28.2, 26.4, 27.2]",1.0,32.3,5.4,26.3,25.0,1.0,29.0,0.1,26.0,25.0,1.0,29.0,0.0,26.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 18:40:00,29.1,,31.8,28.7,29.73333333333333,27.26666666666667,28.1,"[28.1, 26.6, 27.1]",1.0,31.8,5.3,26.3,25.0,1.0,28.7,3.2,23.0,25.0,1.0,28.7,0.0,27.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 18:45:00,29.1,,32.5,28.6,29.9,27.266666666666666,27.9,"[27.9, 26.6, 27.3]",1.0,32.5,5.4,26.3,25.0,1.0,28.6,0.1,25.0,25.0,1.0,28.6,0.1,27.0,25.0,1.0,3.7,27.0,25.0
2023-05-31 18:50:00,29.1,,31.8,28.6,29.666666666666668,27.33333333333333,28.3,"[28.3, 26.5, 27.2]",1.0,31.8,5.3,26.5,25.0,1.0,28.6,0.1,26.0,25.0,1.0,28.6,3.1,23.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 18:55:00,29.1,,32.4,29.4,30.399999999999995,27.3,28.5,"[28.5, 26.3, 27.1]",1.0,32.4,5.5,26.1,25.0,1.0,29.4,3.1,26.0,25.0,1.0,29.4,0.0,26.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 19:00:00,29.1,,32.7,28.7,30.03333333333333,27.2,27.9,"[27.9, 26.4, 27.3]",1.0,32.7,5.5,26.6,25.0,1.0,28.7,0.1,25.0,25.0,1.0,28.7,0.0,26.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 19:05:00,29.1,,31.7,29.2,30.03333333333333,27.3,28.4,"[28.4, 26.5, 27.0]",1.0,31.7,5.5,26.5,25.0,1.0,29.2,0.1,26.0,25.0,1.0,29.2,0.0,27.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 19:10:00,29.1,,32.5,29.5,30.5,27.46666666666667,28.6,"[28.6, 26.6, 27.2]",1.0,32.5,5.5,26.8,25.0,1.0,29.5,0.1,27.0,25.0,1.0,29.5,0.1,27.0,25.0,1.0,3.7,27.0,25.0
2023-05-31 19:15:00,29.1,,31.9,28.6,29.7,27.266666666666666,28.0,"[28.0, 26.6, 27.2]",1.0,31.9,5.4,26.1,25.0,1.0,28.6,0.2,23.0,25.0,1.0,28.6,0.0,27.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 19:20:00,29.1,,32.4,29.3,30.33333333333333,27.4,28.4,"[28.4, 26.6, 27.2]",1.0,32.4,5.4,26.8,25.0,1.0,29.3,0.1,27.0,25.0,1.0,29.3,3.0,23.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 19:25:00,29.1,,32.8,29.2,30.4,27.366666666666664,28.6,"[28.6, 26.3, 27.2]",1.0,32.8,5.5,26.9,25.0,1.0,29.2,0.1,26.0,25.0,1.0,29.2,0.1,26.0,25.0,1.0,3.6,27.0,25.0
2023-05-31 19:30:00,29.1,,31.8,29.5,30.266666666666666,27.33333333333333,28.5,"[28.5, 26.4, 27.1]",1.0,31.8,5.4,26.1,25.0,1.0,29.5,3.1,25.0,25.0,1.0,29.5,0.0,26.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 19:35:00,29.1,,32.5,28.8,30.03333333333333,27.23333333333333,28.1,"[28.1, 26.5, 27.1]",1.0,32.5,5.5,26.3,25.0,1.0,28.8,0.1,25.0,25.0,1.0,28.8,0.0,27.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 19:40:00,29.1,,32.5,29.3,30.366666666666664,27.433333333333334,28.5,"[28.5, 26.6, 27.2]",1.0,32.5,5.6,27.0,25.0,1.0,29.3,0.1,26.0,25.0,1.0,29.3,0.1,27.0,25.0,1.0,3.6,27.0,25.0
2023-05-31 19:45:00,29.1,,32.1,29.7,30.5,27.4,28.7,"[28.7, 26.5, 27.0]",1.0,32.1,5.5,26.4,25.0,1.0,29.7,0.4,27.0,25.0,1.0,29.7,3.0,22.0,25.0,1.0,3.7,26.5,25.0
2023-05-31 19:50:00,29.1,,32.8,28.5,29.933333333333334,27.166666666666668,27.9,"[27.9, 26.4, 27.2]",1.0,32.8,5.5,26.3,25.0,1.0,28.5,0.1,23.0,25.0,1.0,28.5,0.0,26.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 19:55:00,29.1,,31.9,28.5,29.633333333333336,27.266666666666666,28.3,"[28.3, 26.4, 27.1]",1.0,31.9,5.5,26.7,25.0,1.0,28.5,0.1,27.0,25.0,1.0,28.5,0.1,26.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 20:00:00,29.1,,32.5,29.3,30.366666666666664,27.433333333333337,28.6,"[28.6, 26.6, 27.1]",1.0,32.5,5.4,26.6,25.0,1.0,29.3,0.1,26.0,25.0,1.0,29.3,0.0,27.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 20:05:00,29.1,,32.3,29.3,30.3,27.46666666666667,28.6,"[28.6, 26.6, 27.2]",1.0,32.3,5.5,27.3,25.0,1.0,29.3,3.1,24.0,25.0,1.0,29.3,3.0,27.0,25.0,1.0,3.7,27.0,25.0
2023-05-31 20:10:00,29.1,,32.2,28.9,30.0,27.1,28.1,"[28.1, 26.3, 26.9]",1.0,32.2,5.4,26.5,25.0,1.0,28.9,0.1,25.0,25.0,1.0,28.9,0.1,23.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 20:15:00,29.1,,32.6,29.3,30.4,27.366666666666664,28.5,"[28.5, 26.4, 27.2]",1.0,32.6,5.4,26.1,25.0,1.0,29.3,0.1,27.0,25.0,1.0,29.3,0.0,26.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 20:20:00,29.1,,32.0,29.7,30.46666666666667,27.433333333333334,28.8,"[28.8, 26.5, 27.0]",1.0,32.0,5.5,26.6,25.0,1.0,29.7,0.4,27.0,25.0,1.0,29.7,0.0,27.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 20:25:00,29.1,,32.5,28.6,29.9,27.2,28.0,"[28.0, 26.5, 27.1]",1.0,32.5,5.5,26.4,25.0,1.0,28.6,0.1,23.0,25.0,1.0,28.6,0.0,27.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 20:30:00,29.1,,32.4,29.3,30.33333333333333,27.433333333333334,28.5,"[28.5, 26.6, 27.2]",1.0,32.4,5.4,26.4,25.0,1.0,29.3,0.1,27.0,25.0,1.0,29.3,0.0,27.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 20:35:00,29.1,,32.5,29.3,30.366666666666664,27.46666666666667,28.7,"[28.7, 26.6, 27.1]",1.0,32.5,5.4,27.1,25.0,1.0,29.3,0.1,27.0,25.0,1.0,29.3,0.1,27.0,25.0,1.0,3.6,27.0,25.0
2023-05-31 20:40:00,29.1,,32.8,29.0,30.266666666666666,27.33333333333333,28.4,"[28.4, 26.5, 27.1]",1.0,32.8,5.4,26.8,25.0,1.0,29.0,3.1,23.0,25.0,1.0,29.0,3.1,22.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 20:45:00,29.1,,32.4,29.0,30.133333333333336,27.3,28.3,"[28.3, 26.4, 27.2]",1.0,32.4,5.4,26.3,25.0,1.0,29.0,0.1,26.0,25.0,1.0,29.0,0.0,26.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 20:50:00,29.1,,31.8,29.3,30.133333333333336,27.33333333333333,28.6,"[28.6, 26.4, 27.0]",1.0,31.8,5.4,26.6,25.0,1.0,29.3,0.1,26.0,25.0,1.0,29.3,0.1,26.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 20:55:00,29.1,,31.8,29.7,30.4,27.46666666666667,28.7,"[28.7, 26.5, 27.2]",1.0,31.8,5.4,26.6,25.0,1.0,29.7,3.1,27.0,25.0,1.0,29.7,0.0,27.0,25.0,1.0,3.6,26.5,25.0
2023-05-31 21:00:00,29.1,,32.2,28.6,29.8,27.2,27.9,"[27.9, 26.6, 27.1]",1.0,32.2,5.4,26.3,25.0,1.0,28.6,0.1,24.0,25.0,1.0,28.6,0.0,27.0,25.0,1.0,3.6,26.5,25.0
