time,outdoor_t,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3835716_c,3835716_h,3835716_r,3835716_s,3835717_c,3835717_h,3835717_r,3835717_s,3835718_c,3835718_h,3835718_r,3835718_s,3835719_c,3835719_h,3835719_r,3835719_s,3835720_c,3835720_h,3835720_r,3835720_s
2023-06-04 15:30:00,31.1,36.7,26.8,31.160000000000004,26.8,26.8,[26.8],1.0,27.8,26.0,25.0,1.0,36.7,27.0,26.0,1.0,26.8,26.0,27.0,1.0,27.8,27.0,26.0,1.0,36.7,27.0,28.0
2023-06-04 15:35:00,31.0,36.8,26.9,31.22,26.8,26.8,[26.8],1.0,27.8,26.0,23.0,1.0,36.8,27.0,25.0,1.0,26.9,26.0,27.0,1.0,27.8,27.0,25.0,1.0,36.8,27.0,28.0
2023-06-04 15:40:00,31.2,36.8,26.8,31.2,26.4,26.4,[26.4],1.0,27.8,26.0,23.0,1.0,36.8,27.0,25.0,1.0,26.8,26.0,26.0,1.0,27.8,26.0,25.0,1.0,36.8,27.0,27.0
2023-06-04 15:45:00,30.8,36.5,26.8,31.04,26.6,26.6,[26.6],1.0,27.7,26.0,23.0,1.0,36.5,27.0,25.0,1.0,26.8,27.0,26.0,1.0,27.7,27.0,25.0,1.0,36.5,27.0,27.0
2023-06-04 15:50:00,30.8,36.5,26.8,31.04,26.8,26.8,[26.8],1.0,27.7,26.0,23.0,1.0,36.5,27.0,25.0,1.0,26.8,26.0,26.0,1.0,27.7,27.0,25.0,1.0,36.5,27.0,27.0
2023-06-04 15:55:00,31.2,36.3,26.5,30.9,26.6,26.6,[26.6],1.0,27.7,25.0,23.0,1.0,36.3,27.0,25.0,1.0,26.5,25.0,26.0,1.0,27.7,26.0,25.0,1.0,36.3,27.0,27.0
2023-06-04 16:00:00,30.8,36.3,26.6,30.92,26.7,26.7,[26.7],1.0,27.7,25.0,23.0,1.0,36.3,27.0,25.0,1.0,26.6,26.0,26.0,1.0,27.7,26.0,25.0,1.0,36.3,27.0,27.0
2023-06-04 16:05:00,30.6,36.5,26.7,30.98,26.8,26.8,[26.8],1.0,27.6,26.0,24.0,1.0,36.5,27.0,26.0,1.0,26.7,26.0,27.0,1.0,27.6,27.0,26.0,1.0,36.5,27.0,28.0
2023-06-04 16:10:00,30.6,36.6,26.7,31.06,26.8,26.8,[26.8],1.0,27.7,26.0,24.0,1.0,36.6,27.0,26.0,1.0,26.7,26.0,27.0,1.0,27.7,27.0,26.0,1.0,36.6,27.0,28.0
2023-06-04 16:15:00,30.3,36.5,26.7,31.020000000000003,26.8,26.8,[26.8],1.0,27.7,26.0,24.0,1.0,36.5,27.0,26.0,1.0,26.7,27.0,27.0,1.0,27.7,27.0,26.0,1.0,36.5,27.0,28.0
2023-06-04 16:20:00,30.2,36.5,26.8,31.04,26.9,26.9,[26.9],1.0,27.7,26.0,24.0,1.0,36.5,27.0,26.0,1.0,26.8,26.0,27.0,1.0,27.7,27.0,26.0,1.0,36.5,27.0,28.0
2023-06-04 16:25:00,30.1,36.6,26.8,31.08,26.9,26.9,[26.9],1.0,27.7,26.0,24.0,1.0,36.6,27.0,26.0,1.0,26.8,26.0,27.0,1.0,27.7,27.0,26.0,1.0,36.6,27.0,28.0
2023-06-04 16:30:00,30.1,36.6,26.8,31.08,26.9,26.9,[26.9],1.0,27.7,26.0,24.0,1.0,36.6,27.0,26.0,1.0,26.8,26.0,27.0,1.0,27.7,27.0,26.0,1.0,36.6,27.0,28.0
2023-06-04 16:35:00,29.8,36.6,26.8,31.08,26.9,26.9,[26.9],1.0,27.7,26.0,23.0,1.0,36.6,27.0,25.0,1.0,26.8,26.0,26.0,1.0,27.7,27.0,26.0,1.0,36.6,27.0,27.0
2023-06-04 16:40:00,30.3,36.2,26.5,30.860000000000003,26.6,26.6,[26.6],1.0,27.7,25.0,23.0,1.0,36.2,27.0,25.0,1.0,26.5,25.0,26.0,1.0,27.7,26.0,26.0,1.0,36.2,27.0,27.0
2023-06-04 16:45:00,30.2,36.2,26.6,30.84,26.8,26.8,[26.8],1.0,27.6,26.0,23.0,1.0,36.2,27.0,25.0,1.0,26.6,26.0,26.0,1.0,27.6,26.0,26.0,1.0,36.2,27.0,27.0
2023-06-04 16:50:00,30.0,36.4,26.7,30.940000000000005,26.8,26.8,[26.8],1.0,27.6,26.0,23.0,1.0,36.4,27.0,25.0,1.0,26.7,26.0,26.0,1.0,27.6,26.0,26.0,1.0,36.4,27.0,27.0
2023-06-04 16:55:00,30.1,36.4,26.7,30.940000000000005,26.7,26.7,[26.7],1.0,27.6,26.0,23.0,1.0,36.4,27.0,25.0,1.0,26.7,26.0,26.0,1.0,27.6,26.0,26.0,1.0,36.4,27.0,27.0
2023-06-04 17:00:00,30.2,36.4,26.8,30.96,26.7,26.7,[26.7],1.0,27.6,26.0,23.0,1.0,36.4,27.0,25.0,1.0,26.8,26.0,26.0,1.0,27.6,26.0,26.0,1.0,36.4,27.0,27.0
2023-06-04 17:05:00,30.1,36.5,26.7,30.98,26.9,26.9,[26.9],1.0,27.6,26.0,24.0,1.0,36.5,27.0,26.0,1.0,26.7,26.0,27.0,1.0,27.6,27.0,27.0,1.0,36.5,27.0,28.0
2023-06-04 17:10:00,30.0,36.6,26.7,31.06,26.8,26.8,[26.8],1.0,27.7,26.0,24.0,1.0,36.6,27.0,26.0,1.0,26.7,26.0,27.0,1.0,27.7,26.0,27.0,1.0,36.6,27.0,28.0
2023-06-04 17:15:00,29.9,36.6,26.8,31.04,26.8,26.8,[26.8],1.0,27.6,26.0,24.0,1.0,36.6,27.0,26.0,1.0,26.8,26.0,27.0,1.0,27.6,27.0,27.0,1.0,36.6,28.0,28.0
2023-06-04 17:20:00,30.1,36.6,26.8,31.08,26.8,26.8,[26.8],1.0,27.7,26.0,24.0,1.0,36.6,27.0,26.0,1.0,26.8,26.0,27.0,1.0,27.7,26.0,27.0,1.0,36.6,27.0,28.0
2023-06-04 17:25:00,30.0,36.6,26.8,31.08,26.9,26.9,[26.9],1.0,27.7,26.0,24.0,1.0,36.6,27.0,26.0,1.0,26.8,26.0,27.0,1.0,27.7,26.0,27.0,1.0,36.6,27.0,28.0
2023-06-04 17:30:00,29.9,36.6,26.8,31.04,26.9,26.9,[26.9],1.0,27.6,26.0,24.0,1.0,36.6,27.0,26.0,1.0,26.8,26.0,27.0,1.0,27.6,26.0,27.0,1.0,36.6,27.0,28.0
2023-06-04 17:35:00,29.9,36.6,26.8,31.04,26.8,26.8,[26.8],1.0,27.6,26.0,23.0,1.0,36.6,27.0,25.0,1.0,26.8,26.0,26.0,1.0,27.6,27.0,26.0,1.0,36.6,27.0,28.0
2023-06-04 17:40:00,30.0,36.6,26.8,31.08,26.8,26.8,[26.8],1.0,27.7,26.0,23.0,1.0,36.6,27.0,25.0,1.0,26.8,27.0,26.0,1.0,27.7,27.0,26.0,1.0,36.6,27.0,28.0
2023-06-04 17:45:00,29.7,36.6,26.8,31.08,26.8,26.8,[26.8],1.0,27.7,26.0,23.0,1.0,36.6,27.0,25.0,1.0,26.8,26.0,26.0,1.0,27.7,27.0,26.0,1.0,36.6,27.0,28.0
2023-06-04 17:50:00,29.9,36.6,26.8,31.04,26.8,26.8,[26.8],1.0,27.6,26.0,23.0,1.0,36.6,27.0,25.0,1.0,26.8,26.0,26.0,1.0,27.6,26.0,26.0,1.0,36.6,27.0,28.0
2023-06-04 17:55:00,29.9,36.3,26.4,30.84,26.6,26.6,[26.6],1.0,27.6,25.0,23.0,1.0,36.3,27.0,25.0,1.0,26.4,26.0,26.0,1.0,27.6,26.0,26.0,1.0,36.3,27.0,28.0
2023-06-04 18:00:00,29.8,36.3,26.5,30.860000000000003,26.7,26.7,[26.7],1.0,27.6,25.0,23.0,1.0,36.3,27.0,25.0,1.0,26.5,25.0,26.0,1.0,27.6,26.0,26.0,1.0,36.3,27.0,28.0
2023-06-04 18:05:00,29.7,36.2,26.3,30.78000000000001,26.6,26.6,[26.6],1.0,27.6,25.0,24.0,1.0,36.2,27.0,26.0,1.0,26.3,26.0,27.0,1.0,27.6,26.0,27.0,1.0,36.2,27.0,28.0
2023-06-04 18:10:00,29.4,36.2,26.5,30.820000000000004,26.6,26.6,[26.6],1.0,27.6,26.0,24.0,1.0,36.2,27.0,26.0,1.0,26.5,26.0,27.0,1.0,27.6,26.0,27.0,1.0,36.2,27.0,28.0
2023-06-04 18:15:00,29.3,36.4,26.5,30.860000000000003,26.7,26.7,[26.7],1.0,27.5,26.0,24.0,1.0,36.4,27.0,26.0,1.0,26.5,26.0,27.0,1.0,27.5,26.0,27.0,1.0,36.4,27.0,28.0
2023-06-04 18:20:00,29.3,36.4,26.6,30.92,26.7,26.7,[26.7],1.0,27.6,26.0,24.0,1.0,36.4,27.0,26.0,1.0,26.6,26.0,27.0,1.0,27.6,26.0,27.0,1.0,36.4,27.0,28.0
2023-06-04 18:25:00,29.3,36.4,26.6,30.92,26.7,26.7,[26.7],1.0,27.6,26.0,24.0,1.0,36.4,27.0,26.0,1.0,26.6,26.0,27.0,1.0,27.6,26.0,27.0,1.0,36.4,27.0,28.0
2023-06-04 18:30:00,29.2,36.4,26.6,30.92,26.7,26.7,[26.7],1.0,27.6,26.0,24.0,1.0,36.4,27.0,26.0,1.0,26.6,26.0,27.0,1.0,27.6,26.0,27.0,1.0,36.4,27.0,28.0
2023-06-04 18:35:00,29.3,36.2,26.6,30.84,26.8,26.8,[26.8],1.0,27.6,26.0,25.0,1.0,36.2,28.0,27.0,1.0,26.6,26.0,28.0,1.0,27.6,27.0,28.0,1.0,36.2,27.0,28.0
2023-06-04 18:40:00,29.1,36.2,26.7,30.860000000000003,26.8,26.8,[26.8],1.0,27.6,26.0,25.0,1.0,36.2,29.0,27.0,1.0,26.7,26.0,28.0,1.0,27.6,27.0,28.0,1.0,36.2,28.0,28.0
2023-06-04 18:45:00,29.1,36.4,26.8,31.0,26.8,26.8,[26.8],1.0,27.7,26.0,25.0,1.0,36.4,29.0,27.0,1.0,26.8,26.0,28.0,1.0,27.7,27.0,28.0,1.0,36.4,28.0,28.0
2023-06-04 18:50:00,29.0,36.3,26.7,30.98,26.8,26.8,[26.8],1.0,27.8,26.0,25.0,1.0,36.3,28.0,27.0,1.0,26.7,27.0,28.0,1.0,27.8,27.0,28.0,1.0,36.3,27.0,28.0
2023-06-04 18:55:00,28.9,36.4,26.8,31.04,26.8,26.8,[26.8],1.0,27.8,26.0,25.0,1.0,36.4,27.0,27.0,1.0,26.8,26.0,28.0,1.0,27.8,27.0,28.0,1.0,36.4,27.0,28.0
2023-06-04 19:00:00,28.9,36.5,26.8,31.079999999999995,26.9,26.9,[26.9],1.0,27.8,26.0,25.0,1.0,36.5,27.0,27.0,1.0,26.8,26.0,28.0,1.0,27.8,27.0,28.0,1.0,36.5,27.0,28.0
2023-06-04 19:05:00,28.8,36.5,26.8,31.079999999999995,27.0,27.0,[27.0],1.0,27.8,26.0,24.0,1.0,36.5,27.0,27.0,1.0,26.8,26.0,27.0,1.0,27.8,27.0,27.0,1.0,36.5,28.0,27.0
2023-06-04 19:10:00,28.8,36.5,26.8,31.079999999999995,27.0,27.0,[27.0],1.0,27.8,26.0,24.0,1.0,36.5,29.0,27.0,1.0,26.8,26.0,27.0,1.0,27.8,27.0,27.0,1.0,36.5,28.0,27.0
2023-06-04 19:15:00,28.6,36.6,26.8,31.12,27.0,27.0,[27.0],1.0,27.8,26.0,24.0,1.0,36.6,29.0,27.0,1.0,26.8,27.0,27.0,1.0,27.8,27.0,27.0,1.0,36.6,28.0,27.0
2023-06-04 19:20:00,28.6,36.6,26.8,31.2,26.9,26.9,[26.9],1.0,28.0,26.0,24.0,1.0,36.6,28.0,27.0,1.0,26.8,26.0,27.0,1.0,28.0,27.0,27.0,1.0,36.6,27.0,27.0
2023-06-04 19:25:00,28.7,36.5,26.9,31.18,26.9,26.9,[26.9],1.0,28.0,26.0,24.0,1.0,36.5,27.0,27.0,1.0,26.9,27.0,27.0,1.0,28.0,27.0,27.0,1.0,36.5,27.0,27.0
2023-06-04 19:30:00,28.6,36.5,26.9,31.140000000000004,27.0,27.0,[27.0],1.0,27.9,26.0,24.0,1.0,36.5,27.0,27.0,1.0,26.9,27.0,27.0,1.0,27.9,27.0,27.0,1.0,36.5,27.0,27.0
2023-06-04 19:35:00,28.6,36.6,26.9,31.18,27.0,27.0,[27.0],1.0,27.9,26.0,23.0,1.0,36.6,27.0,26.0,1.0,26.9,26.0,26.0,1.0,27.9,27.0,26.0,1.0,36.6,27.0,26.0
2023-06-04 19:40:00,28.3,36.3,26.6,30.96,26.7,26.7,[26.7],1.0,27.8,25.0,23.0,1.0,36.3,27.0,26.0,1.0,26.6,26.0,26.0,1.0,27.8,26.0,26.0,1.0,36.3,27.0,26.0
2023-06-04 19:45:00,28.3,36.4,26.7,31.02,26.8,26.8,[26.8],1.0,27.8,26.0,23.0,1.0,36.4,27.0,26.0,1.0,26.7,26.0,26.0,1.0,27.8,27.0,26.0,1.0,36.4,27.0,26.0
2023-06-04 19:50:00,28.1,36.4,26.8,31.04,26.8,26.8,[26.8],1.0,27.8,26.0,23.0,1.0,36.4,27.0,26.0,1.0,26.8,26.0,26.0,1.0,27.8,27.0,26.0,1.0,36.4,27.0,26.0
2023-06-04 19:55:00,28.0,36.4,26.7,31.02,26.8,26.8,[26.8],1.0,27.8,26.0,23.0,1.0,36.4,27.0,26.0,1.0,26.7,26.0,26.0,1.0,27.8,27.0,26.0,1.0,36.4,27.0,26.0
2023-06-04 20:00:00,28.0,36.4,26.8,31.04,26.9,26.9,[26.9],1.0,27.8,26.0,23.0,1.0,36.4,27.0,26.0,1.0,26.8,26.0,26.0,1.0,27.8,27.0,26.0,1.0,36.4,27.0,26.0
2023-06-04 20:05:00,28.0,36.2,26.7,30.9,26.7,26.7,[26.7],1.0,27.7,25.0,23.0,1.0,36.2,27.0,25.0,1.0,26.7,25.0,24.0,1.0,27.7,28.0,25.0,1.0,36.2,27.0,25.0
2023-06-04 20:10:00,27.9,36.0,26.6,30.8,26.6,26.6,[26.6],1.0,27.7,26.0,23.0,1.0,36.0,27.0,25.0,1.0,26.6,25.0,24.0,1.0,27.7,26.0,25.0,1.0,36.0,27.0,25.0
2023-06-04 20:15:00,28.0,35.9,26.2,30.640000000000004,26.5,26.5,[26.5],1.0,27.7,25.0,23.0,1.0,35.7,27.0,25.0,1.0,26.2,25.0,24.0,1.0,27.7,26.0,25.0,1.0,35.9,27.0,25.0
2023-06-04 20:20:00,27.7,36.0,26.3,30.7,26.6,26.6,[26.6],1.0,27.6,25.0,23.0,1.0,36.0,27.0,25.0,1.0,26.3,25.0,24.0,1.0,27.6,26.0,25.0,1.0,36.0,27.0,25.0
2023-06-04 20:25:00,27.7,35.8,26.1,30.579999999999995,26.4,26.4,[26.4],1.0,27.6,25.0,23.0,1.0,35.8,27.0,25.0,1.0,26.1,26.0,24.0,1.0,27.6,26.0,25.0,1.0,35.8,27.0,25.0
2023-06-04 20:30:00,27.9,35.8,26.1,30.54,26.3,26.3,[26.3],1.0,27.5,25.0,23.0,1.0,35.8,27.0,25.0,1.0,26.1,25.0,24.0,1.0,27.5,26.0,25.0,1.0,35.8,27.0,25.0
2023-06-04 20:35:00,27.8,35.8,26.1,30.54,26.5,26.5,[26.5],1.0,27.5,25.0,24.0,1.0,35.8,26.0,26.0,1.0,26.1,26.0,25.0,1.0,27.5,26.0,26.0,1.0,35.8,26.0,26.0
2023-06-04 20:40:00,27.8,35.7,26.2,30.520000000000003,26.6,26.6,[26.6],1.0,27.5,25.0,24.0,1.0,35.7,28.0,26.0,1.0,26.2,26.0,25.0,1.0,27.5,27.0,26.0,1.0,35.7,27.0,26.0
2023-06-04 20:45:00,27.8,35.7,26.2,30.520000000000003,26.5,26.5,[26.5],1.0,27.5,25.0,24.0,1.0,35.7,27.0,26.0,1.0,26.2,24.0,25.0,1.0,27.5,26.0,26.0,1.0,35.7,27.0,26.0
2023-06-04 20:50:00,27.7,35.7,26.3,30.520000000000003,26.4,26.4,[26.4],1.0,27.5,25.0,24.0,1.0,35.6,27.0,26.0,1.0,26.3,25.0,25.0,1.0,27.5,26.0,26.0,1.0,35.7,27.0,26.0
2023-06-04 20:55:00,27.8,35.6,26.1,30.42,26.4,26.4,[26.4],1.0,27.4,25.0,24.0,1.0,35.6,27.0,26.0,1.0,26.1,26.0,25.0,1.0,27.4,26.0,26.0,1.0,35.6,27.0,26.0
2023-06-04 21:00:00,27.6,35.7,26.2,30.48,26.4,26.4,[26.4],1.0,27.4,25.0,24.0,1.0,35.7,27.0,26.0,1.0,26.2,26.0,25.0,1.0,27.4,26.0,26.0,1.0,35.7,27.0,26.0
2023-06-04 21:05:00,27.5,35.9,26.3,30.58,26.6,26.6,[26.6],1.0,27.4,26.0,24.0,1.0,35.9,28.0,27.0,1.0,26.3,26.0,26.0,1.0,27.4,26.0,27.0,1.0,35.9,27.0,26.0
2023-06-04 21:10:00,27.5,36.0,26.3,30.62,26.7,26.7,[26.7],1.0,27.4,26.0,24.0,1.0,36.0,28.0,27.0,1.0,26.3,26.0,26.0,1.0,27.4,27.0,27.0,1.0,36.0,28.0,26.0
2023-06-04 21:15:00,27.5,36.0,26.4,30.64,26.6,26.6,[26.6],1.0,27.4,26.0,24.0,1.0,36.0,29.0,27.0,1.0,26.4,26.0,26.0,1.0,27.4,26.0,27.0,1.0,36.0,28.0,26.0
2023-06-04 21:20:00,27.3,36.1,26.5,30.78,26.8,26.8,[26.8],1.0,27.6,26.0,24.0,1.0,36.1,29.0,27.0,1.0,26.5,27.0,26.0,1.0,27.6,27.0,27.0,1.0,36.1,28.0,26.0
2023-06-04 21:25:00,27.2,36.1,26.5,30.78,26.7,26.7,[26.7],1.0,27.6,26.0,24.0,1.0,36.1,28.0,27.0,1.0,26.5,27.0,26.0,1.0,27.6,26.0,27.0,1.0,36.1,27.0,26.0
2023-06-04 21:30:00,27.3,36.2,26.6,30.84,26.7,26.7,[26.7],1.0,27.6,26.0,24.0,1.0,36.2,28.0,27.0,1.0,26.6,26.0,26.0,1.0,27.6,28.0,27.0,1.0,36.2,28.0,26.0
2023-06-04 21:35:00,27.3,36.2,26.6,30.880000000000003,26.7,26.7,[26.7],1.0,27.7,26.0,25.0,1.0,36.2,29.0,28.0,1.0,26.6,26.0,27.0,1.0,27.7,27.0,27.0,1.0,36.2,28.0,27.0
2023-06-04 21:40:00,27.2,36.3,26.7,30.94,26.7,26.7,[26.7],1.0,27.7,26.0,25.0,1.0,36.3,29.0,28.0,1.0,26.7,26.0,27.0,1.0,27.7,27.0,27.0,1.0,36.3,29.0,27.0
2023-06-04 21:45:00,27.1,36.5,26.7,31.020000000000003,26.8,26.8,[26.8],1.0,27.7,26.0,25.0,1.0,36.5,29.0,28.0,1.0,26.7,26.0,27.0,1.0,27.7,27.0,27.0,1.0,36.5,29.0,27.0
2023-06-04 21:50:00,27.1,36.8,26.7,31.18,26.8,26.8,[26.8],1.0,27.8,26.0,25.0,1.0,36.8,29.0,28.0,1.0,26.7,26.0,27.0,1.0,27.8,27.0,27.0,1.0,36.8,28.0,27.0
2023-06-04 21:55:00,27.1,36.5,26.7,31.06,26.8,26.8,[26.8],1.0,27.8,26.0,25.0,1.0,36.5,29.0,28.0,1.0,26.7,26.0,27.0,1.0,27.8,28.0,27.0,1.0,36.5,29.0,27.0
2023-06-04 22:00:00,27.0,36.7,26.7,31.1,26.8,26.8,[26.8],1.0,27.7,26.0,25.0,1.0,36.7,29.0,28.0,1.0,26.7,26.0,27.0,1.0,27.7,27.0,27.0,1.0,36.7,28.0,27.0
2023-06-04 22:05:00,27.1,36.7,26.8,31.160000000000004,26.8,26.8,[26.8],1.0,27.8,26.0,24.0,1.0,36.7,28.0,27.0,1.0,26.8,26.0,26.0,1.0,27.8,27.0,26.0,1.0,36.7,28.0,26.0
2023-06-04 22:10:00,26.9,36.5,26.7,31.06,26.9,26.9,[26.9],1.0,27.8,26.0,24.0,1.0,36.5,28.0,27.0,1.0,26.7,27.0,26.0,1.0,27.8,27.0,26.0,1.0,36.5,27.0,26.0
2023-06-04 22:15:00,26.8,36.4,26.8,31.04,26.9,26.9,[26.9],1.0,27.8,26.0,24.0,1.0,36.4,27.0,27.0,1.0,26.8,26.0,26.0,1.0,27.8,27.0,26.0,1.0,36.4,27.0,26.0
2023-06-04 22:20:00,26.8,36.3,26.7,30.98,26.7,26.7,[26.7],1.0,27.8,25.0,24.0,1.0,36.3,27.0,27.0,1.0,26.7,25.0,26.0,1.0,27.8,26.0,26.0,1.0,36.3,27.0,26.0
2023-06-04 22:25:00,26.9,36.1,26.7,30.860000000000003,26.6,26.6,[26.6],1.0,27.7,25.0,24.0,1.0,36.1,28.0,27.0,1.0,26.7,26.0,26.0,1.0,27.7,26.0,26.0,1.0,36.1,28.0,26.0
2023-06-04 22:30:00,27.0,36.1,26.5,30.82,26.8,26.8,[26.8],1.0,27.7,25.0,24.0,1.0,36.1,28.0,27.0,1.0,26.5,26.0,26.0,1.0,27.7,27.0,26.0,1.0,36.1,28.0,26.0
2023-06-04 22:35:00,27.0,36.4,26.6,30.96,26.8,26.8,[26.8],1.0,27.7,26.0,23.0,1.0,36.4,28.0,26.0,1.0,26.6,26.0,25.0,1.0,27.7,27.0,25.0,1.0,36.4,28.0,25.0
2023-06-04 22:40:00,27.0,36.4,26.5,30.94,26.7,26.7,[26.7],1.0,27.7,26.0,23.0,1.0,36.4,28.0,26.0,1.0,26.5,26.0,25.0,1.0,27.7,27.0,25.0,1.0,36.4,28.0,25.0
2023-06-04 22:45:00,27.0,36.5,26.5,30.98,26.6,26.6,[26.6],1.0,27.7,25.0,23.0,1.0,36.5,28.0,26.0,1.0,26.5,25.0,25.0,1.0,27.7,26.0,25.0,1.0,36.5,27.0,25.0
2023-06-04 22:50:00,26.9,36.1,26.4,30.72,26.5,26.5,[26.5],1.0,27.5,25.0,23.0,1.0,36.1,27.0,26.0,1.0,26.4,26.0,25.0,1.0,27.5,26.0,25.0,1.0,36.1,27.0,25.0
2023-06-04 22:55:00,27.7,36.1,26.3,30.62,25.8,25.8,[25.8],1.0,27.3,24.0,23.0,1.0,36.1,27.0,26.0,1.0,26.3,25.0,25.0,1.0,27.3,26.0,25.0,1.0,36.1,27.0,25.0
2023-06-04 23:00:00,27.0,35.9,26.1,30.5,26.2,26.2,[26.2],1.0,27.3,24.0,23.0,1.0,35.9,27.0,26.0,1.0,26.1,26.0,25.0,1.0,27.3,26.0,25.0,1.0,35.9,27.0,25.0
2023-06-04 23:05:00,26.9,35.9,26.1,30.5,26.1,26.1,[26.1],1.0,27.3,25.0,24.0,1.0,35.9,28.0,26.0,1.0,26.1,25.0,26.0,1.0,27.3,27.0,26.0,1.0,35.9,27.0,26.0
2023-06-04 23:10:00,26.7,35.6,26.1,30.380000000000003,26.3,26.3,[26.3],1.0,27.3,25.0,24.0,1.0,35.6,28.0,26.0,1.0,26.1,26.0,26.0,1.0,27.3,26.0,26.0,1.0,35.6,27.0,26.0
2023-06-04 23:15:00,26.5,35.7,26.1,30.42,26.4,26.4,[26.4],1.0,27.3,25.0,24.0,1.0,35.7,27.0,26.0,1.0,26.1,26.0,26.0,1.0,27.3,26.0,26.0,1.0,35.7,27.0,26.0
2023-06-04 23:20:00,26.6,35.7,26.2,30.44,26.4,26.4,[26.4],1.0,27.3,25.0,24.0,1.0,35.7,27.0,26.0,1.0,26.2,26.0,26.0,1.0,27.3,26.0,26.0,1.0,35.7,27.0,26.0
2023-06-04 23:25:00,26.4,35.8,26.2,30.519999999999992,26.6,26.6,[26.6],1.0,27.4,26.0,24.0,1.0,35.8,27.0,26.0,1.0,26.2,26.0,26.0,1.0,27.4,26.0,26.0,1.0,35.8,27.0,26.0
2023-06-04 23:30:00,26.4,35.8,26.3,30.54,26.5,26.5,[26.5],1.0,27.4,25.0,24.0,1.0,35.8,27.0,26.0,1.0,26.3,26.0,26.0,1.0,27.4,26.0,26.0,1.0,35.8,27.0,26.0
2023-06-04 23:35:00,26.3,35.9,26.3,30.54,26.6,26.6,[26.6],1.0,27.3,25.0,25.0,1.0,35.9,27.0,26.0,1.0,26.3,26.0,27.0,1.0,27.3,26.0,27.0,1.0,35.9,27.0,27.0
2023-06-04 23:40:00,26.2,35.9,26.4,30.559999999999995,26.5,26.5,[26.5],1.0,27.3,25.0,25.0,1.0,35.9,27.0,26.0,1.0,26.4,26.0,27.0,1.0,27.3,27.0,27.0,1.0,35.9,27.0,27.0
2023-06-04 23:45:00,26.1,35.9,26.4,30.559999999999995,26.5,26.5,[26.5],1.0,27.3,25.0,25.0,1.0,35.9,27.0,26.0,1.0,26.4,26.0,27.0,1.0,27.3,26.0,27.0,1.0,35.9,27.0,27.0
2023-06-04 23:50:00,25.9,35.9,26.3,30.54,26.4,26.4,[26.4],1.0,27.3,26.0,25.0,1.0,35.9,27.0,26.0,1.0,26.3,26.0,27.0,1.0,27.3,26.0,27.0,1.0,35.9,27.0,27.0
2023-06-04 23:55:00,26.1,35.9,26.4,30.559999999999995,26.6,26.6,[26.6],1.0,27.3,26.0,25.0,1.0,35.9,27.0,26.0,1.0,26.4,26.0,27.0,1.0,27.3,27.0,27.0,1.0,35.9,27.0,27.0
2023-06-05 00:00:00,26.0,35.9,26.4,30.52,26.5,26.5,[26.5],1.0,27.2,26.0,25.0,1.0,35.9,27.0,26.0,1.0,26.4,26.0,27.0,1.0,27.2,27.0,27.0,1.0,35.9,27.0,27.0
2023-06-05 00:05:00,26.1,35.9,26.7,30.62,26.7,26.7,[26.7],1.0,27.3,26.0,26.0,1.0,35.9,28.0,27.0,1.0,26.7,26.0,27.0,1.0,27.3,27.0,28.0,1.0,35.9,27.0,28.0
2023-06-05 00:10:00,26.2,35.9,27.1,31.140000000000004,27.2,27.2,[27.2],1.0,28.4,27.0,26.0,1.0,35.9,29.0,27.0,1.0,27.1,28.0,28.0,1.0,28.4,27.0,28.0,1.0,35.9,28.0,28.0
2023-06-05 00:15:00,26.0,36.4,27.9,31.5,27.4,27.4,[27.4],1.0,28.4,27.0,26.0,1.0,36.4,29.0,27.0,1.0,27.9,27.0,28.0,1.0,28.4,28.0,28.0,1.0,36.4,29.0,28.0
2023-06-05 00:20:00,26.2,36.9,28.2,32.28,27.6,27.6,[27.6],1.0,29.7,27.0,26.0,1.0,36.9,28.0,27.0,1.0,28.2,27.0,28.0,1.0,29.7,27.0,28.0,1.0,36.9,27.0,28.0
2023-06-05 00:25:00,26.2,36.9,28.2,32.28,27.7,27.7,[27.7],1.0,29.7,28.0,26.0,1.0,36.9,28.0,27.0,1.0,28.2,29.0,28.0,1.0,29.7,28.0,28.0,1.0,36.9,27.0,28.0
2023-06-05 00:30:00,26.3,37.1,28.2,32.4,27.5,27.5,[27.5],1.0,29.8,27.0,26.0,1.0,37.1,27.0,27.0,1.0,28.2,27.0,28.0,1.0,29.8,27.0,28.0,1.0,37.1,27.0,28.0
2023-06-05 00:35:00,26.2,37.1,27.9,32.459999999999994,27.4,27.4,[27.4],1.0,30.1,26.0,24.0,1.0,37.1,27.0,25.0,1.0,27.9,27.0,26.0,1.0,30.1,27.0,26.0,1.0,37.1,27.0,25.0
2023-06-05 00:40:00,26.2,36.9,27.9,32.059999999999995,26.8,26.8,[26.8],1.0,29.3,25.0,24.0,1.0,36.9,26.0,25.0,1.0,27.9,27.0,26.0,1.0,29.3,26.0,26.0,1.0,36.9,27.0,25.0
2023-06-05 00:45:00,26.3,36.5,27.5,31.660000000000004,26.6,26.6,[26.6],1.0,28.9,26.0,24.0,1.0,36.5,27.0,25.0,1.0,27.5,26.0,26.0,1.0,28.9,26.0,26.0,1.0,36.5,27.0,25.0
