time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3812492_c,3812492_h,3812492_p,3812492_r,3812492_s,3816385_h
2023-05-31 11:40:00,,4.7,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.54,27.0,28.0,30.9
2023-05-31 11:45:00,,4.38,30.7,30.7,30.7,29.0,29.0,[29.0],,30.7,0.53,27.0,28.0,30.7
2023-05-31 11:50:00,,4.45,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,28.0,28.0,30.8
2023-05-31 11:55:00,,4.48,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.5,28.0,30.9
2023-05-31 12:00:00,,4.39,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,27.0,28.0,30.8
2023-05-31 12:05:00,,4.53,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.53,27.0,28.0,30.7
2023-05-31 12:10:00,,4.63,30.6,30.6,30.6,29.0,29.0,[29.0],,30.6,0.53,27.5,28.0,30.6
2023-05-31 12:15:00,,4.38,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,27.5,28.0,30.8
2023-05-31 12:20:00,,4.42,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,27.0,28.0,30.8
2023-05-31 12:25:00,,4.31,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.0,28.0,30.8
2023-05-31 12:30:00,,4.38,30.6,30.6,30.6,29.0,29.0,[29.0],,30.6,0.53,27.0,28.0,30.6
2023-05-31 12:35:00,,4.26,30.6,30.6,30.6,29.1,29.1,[29.1],,30.6,0.53,27.5,28.0,30.6
2023-05-31 12:40:00,,4.27,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.5,28.0,30.9
2023-05-31 12:45:00,,4.34,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.0,28.0,30.8
2023-05-31 12:50:00,,4.33,30.9,30.9,30.9,29.1,29.1,[29.1],,30.9,0.53,27.0,28.0,30.9
2023-05-31 12:55:00,,4.36,30.7,30.7,30.7,29.0,29.0,[29.0],,30.7,0.53,27.5,28.0,30.7
2023-05-31 13:00:00,,4.38,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,27.5,28.0,30.8
2023-05-31 13:05:00,,4.37,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-05-31 13:10:00,,4.33,30.9,30.9,30.9,29.1,29.1,[29.1],,30.9,0.53,27.0,28.0,30.9
2023-05-31 13:15:00,,4.34,30.9,30.9,30.9,29.0,29.0,[29.0],,30.9,0.53,27.0,28.0,30.9
2023-05-31 13:20:00,,4.3,30.6,30.6,30.6,29.0,29.0,[29.0],,30.6,0.53,27.5,28.0,30.6
2023-05-31 13:25:00,,4.32,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.53,27.5,28.0,30.7
2023-05-31 13:30:00,,4.24,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.0,28.0,30.8
2023-05-31 13:35:00,,4.35,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.53,27.0,28.0,30.8
2023-05-31 13:40:00,,4.55,30.6,30.6,30.6,29.0,29.0,[29.0],,30.6,0.53,27.5,28.0,30.6
2023-05-31 13:45:00,,4.38,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,27.5,28.0,30.8
2023-05-31 13:50:00,,4.43,31.0,31.0,31.0,29.3,29.3,[29.3],,31.0,0.53,27.0,28.0,31.0
2023-05-31 13:55:00,,4.29,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.0,28.0,30.8
2023-05-31 14:00:00,,4.53,30.8,30.8,30.8,29.0,29.0,[29.0],,30.8,0.53,27.0,28.0,30.8
2023-05-31 14:05:00,,4.26,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,28.0,28.0,30.8
2023-05-31 14:10:00,,4.4,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-05-31 14:15:00,,4.34,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.53,27.0,28.0,30.9
2023-05-31 14:20:00,,4.47,30.8,30.8,30.8,29.0,29.0,[29.0],,30.8,0.53,26.5,28.0,30.8
2023-05-31 14:25:00,,4.44,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,28.0,28.0,30.8
2023-05-31 14:30:00,,4.4,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,27.5,28.0,30.8
2023-05-31 14:35:00,,4.35,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.53,27.0,28.0,30.9
2023-05-31 14:40:00,,4.6,30.9,30.9,30.9,29.1,29.1,[29.1],,30.9,0.53,27.0,28.0,30.9
2023-05-31 14:45:00,,4.36,30.9,30.9,30.9,29.1,29.1,[29.1],,30.9,0.53,27.5,28.0,30.9
2023-05-31 14:50:00,,4.52,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.5,28.0,30.9
2023-05-31 14:55:00,,4.37,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.53,27.0,28.0,30.9
2023-05-31 15:00:00,,4.35,30.9,30.9,30.9,29.1,29.1,[29.1],,30.9,0.53,27.0,28.0,30.9
2023-05-31 15:05:00,,4.36,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.53,27.5,28.0,30.9
2023-05-31 15:10:00,,4.45,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.5,28.0,30.9
2023-05-31 15:15:00,,4.35,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-05-31 15:20:00,27.4,4.52,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.53,27.0,28.0,30.8
2023-05-31 15:25:00,27.3,4.36,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.53,28.0,28.0,30.7
2023-05-31 15:30:00,27.4,4.36,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.5,28.0,30.9
2023-05-31 15:35:00,27.8,4.36,31.0,31.0,31.0,29.3,29.3,[29.3],,31.0,0.53,27.0,28.0,31.0
2023-05-31 15:40:00,27.8,4.4,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.53,26.5,28.0,30.8
2023-05-31 15:45:00,27.3,4.42,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,28.0,28.0,30.8
2023-05-31 15:50:00,27.3,4.6,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,27.0,28.0,30.8
2023-05-31 15:55:00,27.4,4.45,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.53,27.0,28.0,30.9
2023-05-31 16:00:00,27.6,4.6,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.53,26.5,28.0,30.7
2023-05-31 16:05:00,28.3,4.37,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.53,27.5,28.0,30.7
2023-05-31 16:10:00,28.3,4.63,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.5,28.0,30.9
2023-05-31 16:15:00,27.6,4.38,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-05-31 16:20:00,27.4,4.46,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.53,27.0,28.0,30.8
2023-05-31 16:25:00,27.3,4.35,30.6,30.6,30.6,29.1,29.1,[29.1],,30.6,0.53,27.5,28.0,30.6
2023-05-31 16:30:00,27.4,4.25,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.5,28.0,30.9
2023-05-31 16:35:00,27.7,4.64,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-05-31 16:40:00,27.2,4.37,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.53,27.0,28.0,30.8
2023-05-31 16:45:00,27.5,4.46,30.7,30.7,30.7,29.0,29.0,[29.0],,30.7,0.54,27.0,28.0,30.7
2023-05-31 16:50:00,28.0,4.53,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,27.5,28.0,30.8
2023-05-31 16:55:00,28.0,4.3,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,27.0,28.0,30.8
2023-05-31 17:00:00,28.0,4.45,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.53,27.0,28.0,30.9
2023-05-31 17:05:00,28.0,4.42,30.9,30.9,30.9,29.1,29.1,[29.1],,30.9,0.53,27.5,28.0,30.9
2023-05-31 17:10:00,27.7,4.4,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.5,28.0,30.9
2023-05-31 17:15:00,27.7,4.37,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.0,28.0,30.9
2023-05-31 17:20:00,27.3,4.48,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.53,27.0,28.0,30.9
2023-05-31 17:25:00,27.3,4.51,30.6,30.6,30.6,29.1,29.1,[29.1],,30.6,0.53,27.5,28.0,30.6
2023-05-31 17:30:00,27.2,4.52,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,28.0,28.0,30.8
2023-05-31 17:35:00,26.9,4.36,31.0,31.0,31.0,29.4,29.4,[29.4],,31.0,0.53,27.0,28.0,31.0
2023-05-31 17:40:00,26.9,4.58,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.53,27.0,28.0,30.9
2023-05-31 17:45:00,26.9,4.41,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.5,28.0,30.8
2023-05-31 17:50:00,26.8,4.53,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.5,28.0,30.9
2023-05-31 17:55:00,26.7,4.67,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-05-31 18:00:00,26.6,4.67,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.0,28.0,30.8
2023-05-31 18:05:00,26.3,4.4,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,28.0,28.0,30.8
2023-05-31 18:10:00,25.9,4.44,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.53,27.5,28.0,30.8
2023-05-31 18:15:00,25.9,4.43,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.0,28.0,30.9
2023-05-31 18:20:00,25.9,4.38,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.54,27.0,28.0,30.7
2023-05-31 18:25:00,25.8,4.34,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.53,28.0,28.0,30.7
2023-05-31 18:30:00,25.7,4.39,31.0,31.0,31.0,29.5,29.5,[29.5],,31.0,0.53,27.0,28.0,31.0
2023-05-31 18:35:00,25.7,4.42,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,27.0,28.0,30.8
2023-05-31 18:40:00,25.8,4.62,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-05-31 18:45:00,25.9,4.45,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.53,28.0,28.0,30.7
2023-05-31 18:50:00,25.7,4.46,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.53,27.0,28.0,30.9
2023-05-31 18:55:00,25.9,4.43,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-05-31 19:00:00,26.0,4.49,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.54,27.0,28.0,30.7
2023-05-31 19:05:00,25.7,4.45,30.7,30.7,30.7,29.4,29.4,[29.4],,30.7,0.53,27.5,28.0,30.7
2023-05-31 19:10:00,25.2,4.76,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.5,28.0,30.9
2023-05-31 19:15:00,25.2,4.67,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-05-31 19:20:00,25.0,4.84,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-05-31 19:25:00,25.0,4.41,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.0,28.0,30.9
2023-05-31 19:30:00,25.3,4.72,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.53,27.5,28.0,30.9
2023-05-31 19:35:00,25.8,4.55,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-05-31 19:40:00,25.7,4.72,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.53,27.0,28.0,30.8
2023-05-31 19:45:00,25.3,4.5,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,28.0,28.0,30.8
2023-05-31 19:50:00,24.8,4.52,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.53,27.5,28.0,30.9
2023-05-31 19:55:00,25.1,4.46,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-05-31 20:00:00,25.4,4.44,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.53,27.0,28.0,30.7
2023-05-31 20:05:00,25.4,4.63,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.53,27.5,28.0,30.8
2023-05-31 20:10:00,25.6,4.54,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.53,27.5,28.0,30.9
2023-05-31 20:15:00,25.5,4.55,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,27.0,28.0,30.8
2023-05-31 20:20:00,25.3,4.5,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.0,28.0,30.8
2023-05-31 20:25:00,24.8,4.39,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,27.5,28.0,30.8
2023-05-31 20:30:00,24.8,4.42,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,27.0,28.0,30.8
2023-05-31 20:35:00,25.2,4.45,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.53,27.0,28.0,30.7
2023-05-31 20:40:00,25.5,4.51,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,27.5,28.0,30.7
2023-05-31 20:45:00,25.7,4.48,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.54,27.5,28.0,30.9
2023-05-31 20:50:00,25.6,4.54,31.0,31.0,31.0,29.4,29.4,[29.4],,31.0,0.54,27.0,28.0,31.0
2023-05-31 20:55:00,25.4,4.65,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.54,27.0,28.0,30.9
2023-05-31 21:00:00,25.4,4.58,,,,29.4,29.4,[29.4],,,0.54,28.0,28.0,
2023-05-31 21:05:00,25.2,4.47,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.54,27.5,28.0,30.9
2023-05-31 21:10:00,25.3,4.84,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.54,27.0,28.0,30.9
2023-05-31 21:15:00,25.3,4.5,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-05-31 21:20:00,25.3,4.51,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,28.0,28.0,30.8
2023-05-31 21:25:00,25.2,4.68,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.54,27.0,28.0,30.9
2023-05-31 21:30:00,25.5,4.51,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.54,27.0,28.0,30.9
2023-05-31 21:35:00,25.4,4.45,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.54,27.5,28.0,30.7
2023-05-31 21:40:00,25.2,4.46,30.7,30.7,30.7,29.5,29.5,[29.5],,30.7,0.54,27.5,28.0,30.7
2023-05-31 21:45:00,25.4,4.53,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.0,28.0,30.8
2023-05-31 21:50:00,24.9,4.48,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.53,27.0,28.0,30.7
2023-05-31 21:55:00,25.1,4.55,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.54,27.5,28.0,30.7
2023-05-31 22:00:00,25.4,4.38,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.53,27.5,28.0,30.9
2023-05-31 22:05:00,25.3,4.34,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-05-31 22:10:00,24.9,4.41,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.0,28.0,30.8
2023-05-31 22:15:00,24.8,4.71,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,28.0,28.0,30.8
2023-05-31 22:20:00,24.8,4.45,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.53,27.5,28.0,30.9
2023-05-31 22:25:00,25.0,4.48,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-05-31 22:30:00,24.9,4.45,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.0,28.0,30.8
2023-05-31 22:35:00,25.3,4.73,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,27.5,28.0,30.8
2023-05-31 22:40:00,25.3,4.42,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.53,27.0,28.0,30.9
2023-05-31 22:45:00,25.5,4.55,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,27.0,28.0,30.8
2023-05-31 22:50:00,25.6,4.49,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.54,27.0,28.0,30.7
2023-05-31 22:55:00,25.8,4.56,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,28.0,28.0,30.8
2023-05-31 23:00:00,25.0,,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.5,28.0,30.9
2023-05-31 23:05:00,25.2,4.37,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,27.0,28.0,30.8
2023-05-31 23:10:00,25.2,4.48,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.53,27.0,28.0,30.7
2023-05-31 23:15:00,25.3,4.5,30.7,30.7,30.7,29.4,29.4,[29.4],,30.7,0.53,28.0,28.0,30.7
2023-05-31 23:20:00,25.2,4.32,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.0,28.0,30.9
2023-05-31 23:25:00,24.9,4.34,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.0,28.0,30.8
2023-05-31 23:30:00,25.1,4.65,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.5,28.0,30.8
2023-05-31 23:35:00,25.1,4.54,30.7,30.7,30.7,29.5,29.5,[29.5],,30.7,0.53,27.5,28.0,30.7
2023-05-31 23:40:00,25.1,4.37,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-05-31 23:45:00,24.9,4.42,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.0,28.0,30.8
2023-05-31 23:50:00,25.0,4.44,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,28.0,28.0,30.8
2023-05-31 23:55:00,24.9,4.38,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.53,27.5,28.0,30.8
2023-06-01 00:00:00,25.2,4.3,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,27.0,28.0,30.8
2023-06-01 00:05:00,25.0,4.29,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-06-01 00:10:00,25.0,4.34,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.5,28.0,30.8
2023-06-01 00:15:00,24.9,4.34,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.54,27.0,28.0,30.9
2023-06-01 00:20:00,25.3,4.3,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.54,27.0,28.0,30.9
2023-06-01 00:25:00,25.1,4.38,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,28.0,28.0,30.8
2023-06-01 00:30:00,24.9,4.23,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.0,28.0,30.8
2023-06-01 00:35:00,25.1,4.28,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.54,27.0,28.0,30.9
2023-06-01 00:40:00,25.2,4.27,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.54,27.0,28.0,30.7
2023-06-01 00:45:00,25.2,4.27,30.7,30.7,30.7,29.4,29.4,[29.4],,30.7,0.53,27.5,28.0,30.7
2023-06-01 00:50:00,24.8,4.23,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.5,28.0,30.8
2023-06-01 00:55:00,24.7,4.26,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.0,28.0,30.8
2023-06-01 01:00:00,24.6,4.2,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.54,28.0,28.0,30.7
2023-06-01 01:05:00,24.6,4.23,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.5,28.0,30.9
2023-06-01 01:10:00,24.6,4.22,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-06-01 01:15:00,24.6,4.22,30.9,30.9,30.9,29.1,29.1,[29.1],,30.9,0.54,27.0,28.0,30.9
2023-06-01 01:20:00,25.0,4.24,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,28.0,28.0,30.8
2023-06-01 01:25:00,25.0,4.21,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.53,27.5,28.0,30.8
2023-06-01 01:30:00,24.8,4.25,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,27.0,28.0,30.7
2023-06-01 01:35:00,24.6,4.19,30.6,30.6,30.6,29.2,29.2,[29.2],,30.6,0.54,27.0,28.0,30.6
2023-06-01 01:40:00,24.7,4.17,30.6,30.6,30.6,29.4,29.4,[29.4],,30.6,0.54,28.0,28.0,30.6
2023-06-01 01:45:00,24.4,4.15,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.0,28.0,30.8
2023-06-01 01:50:00,24.3,4.17,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.54,27.0,28.0,30.7
2023-06-01 01:55:00,24.3,4.21,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,28.0,28.0,30.7
2023-06-01 02:00:00,24.4,4.15,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.54,27.5,28.0,30.9
2023-06-01 02:05:00,24.5,4.22,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-06-01 02:10:00,24.6,4.19,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.54,27.5,28.0,30.7
2023-06-01 02:15:00,24.4,4.22,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.5,28.0,30.8
2023-06-01 02:20:00,24.4,4.24,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.0,28.0,30.8
2023-06-01 02:25:00,24.7,4.16,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-06-01 02:30:00,24.5,4.19,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,28.0,28.0,30.8
2023-06-01 02:35:00,24.3,4.15,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.5,28.0,30.9
2023-06-01 02:40:00,24.5,4.15,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.0,28.0,30.8
2023-06-01 02:45:00,24.4,4.18,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.53,27.5,28.0,30.8
2023-06-01 02:50:00,24.3,4.27,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,28.0,28.0,30.8
2023-06-01 02:55:00,24.2,4.2,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,27.0,28.0,30.8
2023-06-01 03:00:00,24.1,4.21,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.0,28.0,30.8
2023-06-01 03:05:00,24.0,4.21,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.53,27.5,28.0,30.7
2023-06-01 03:10:00,24.2,4.19,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.53,27.5,28.0,30.9
2023-06-01 03:15:00,24.1,4.21,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-06-01 03:20:00,24.1,4.24,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.53,27.0,28.0,30.8
2023-06-01 03:25:00,24.1,4.23,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,27.5,28.0,30.8
2023-06-01 03:30:00,24.0,4.25,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,27.5,28.0,30.8
2023-06-01 03:35:00,24.1,4.19,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.53,27.0,28.0,30.9
2023-06-01 03:40:00,23.9,4.18,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.5,28.0,30.8
2023-06-01 03:45:00,23.8,4.18,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.53,27.5,28.0,30.9
2023-06-01 03:50:00,23.8,4.18,31.0,31.0,31.0,29.3,29.3,[29.3],,31.0,0.53,27.0,28.0,31.0
2023-06-01 03:55:00,23.9,4.23,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.53,27.0,28.0,30.8
2023-06-01 04:00:00,23.9,4.19,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.53,27.5,28.0,30.8
2023-06-01 04:05:00,24.0,4.19,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,27.5,28.0,30.8
2023-06-01 04:10:00,24.4,4.15,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.0,28.0,30.9
2023-06-01 04:15:00,24.4,4.16,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.53,27.0,28.0,30.8
2023-06-01 04:20:00,24.2,4.2,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,28.0,28.0,30.8
2023-06-01 04:25:00,24.2,4.2,31.0,31.0,31.0,29.4,29.4,[29.4],,31.0,0.53,27.5,28.0,31.0
2023-06-01 04:30:00,23.6,4.15,31.0,31.0,31.0,29.2,29.2,[29.2],,31.0,0.53,27.0,28.0,31.0
2023-06-01 04:35:00,23.6,4.37,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.53,27.5,28.0,30.7
2023-06-01 04:40:00,23.9,4.18,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.53,28.0,28.0,30.8
2023-06-01 04:45:00,23.9,4.29,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,27.0,28.0,30.8
2023-06-01 04:50:00,24.0,4.37,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.53,27.0,28.0,30.8
2023-06-01 04:55:00,23.6,4.42,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.52,28.0,28.0,30.8
2023-06-01 05:00:00,23.8,4.29,30.7,30.7,30.7,29.4,29.4,[29.4],,30.7,0.53,27.0,28.0,30.7
2023-06-01 05:05:00,23.9,4.24,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.53,27.0,28.0,30.8
