time,outdoor_t,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,2060168_c,2060168_h,2060168_r,2060168_s,2060169_c,2060169_h,2060169_r,2060169_s,2060170_c,2060170_h,2060170_r,2060170_s,2060171_c,2060171_h,2060171_r,2060171_s
2023-05-30 09:10:00,,32.9,24.7,28.525,23.166666666666668,25.9,"[24.3, 19.3, 25.9]",1.0,26.7,25.4,25.0,1.0,29.8,25.4,24.0,1.0,24.7,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 09:15:00,,32.9,24.7,28.55,23.166666666666668,25.9,"[24.3, 19.3, 25.9]",1.0,26.8,25.4,25.0,1.0,29.8,25.4,24.0,1.0,24.7,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 09:20:00,,32.9,24.7,28.525,23.2,25.9,"[24.3, 19.4, 25.9]",1.0,26.7,25.4,25.0,1.0,29.8,25.4,24.0,1.0,24.7,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 09:25:00,,32.9,24.7,28.525,23.2,25.9,"[24.3, 19.4, 25.9]",1.0,26.7,25.4,25.0,1.0,29.8,25.4,24.0,1.0,24.7,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 09:30:00,,32.8,24.6,28.5,23.166666666666668,25.9,"[24.3, 19.3, 25.9]",1.0,26.8,25.4,25.0,1.0,29.8,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 09:35:00,,32.9,24.6,28.525,23.166666666666668,25.9,"[24.3, 19.3, 25.9]",1.0,26.8,25.4,25.0,1.0,29.8,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 09:40:00,,32.8,24.7,28.475,23.166666666666668,25.9,"[24.3, 19.3, 25.9]",1.0,26.7,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.7,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 09:45:00,,32.9,24.7,28.525,23.166666666666668,25.9,"[24.3, 19.3, 25.9]",1.0,26.8,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.7,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 09:50:00,,32.8,24.6,28.475,23.166666666666668,25.9,"[24.3, 19.3, 25.9]",1.0,26.7,25.4,25.0,1.0,29.8,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 09:55:00,,32.8,24.7,28.475,23.133333333333336,25.9,"[24.3, 19.2, 25.9]",1.0,26.7,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.7,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 10:00:00,,32.9,24.6,28.5,23.133333333333336,25.9,"[24.3, 19.2, 25.9]",1.0,26.7,25.4,25.0,1.0,29.8,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 10:05:00,,32.8,24.6,28.45,23.133333333333336,25.9,"[24.3, 19.2, 25.9]",1.0,26.7,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 10:10:00,,32.9,24.6,28.475,23.133333333333336,25.9,"[24.3, 19.2, 25.9]",1.0,26.7,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 10:15:00,,32.8,24.6,28.45,23.133333333333336,25.9,"[24.3, 19.2, 25.9]",1.0,26.7,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 10:20:00,,32.9,24.6,28.475,23.133333333333336,25.9,"[24.3, 19.2, 25.9]",1.0,26.7,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 10:25:00,,32.8,24.6,28.475,23.133333333333336,25.9,"[24.3, 19.2, 25.9]",1.0,26.8,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 10:30:00,,32.9,24.5,28.475,23.133333333333336,25.9,"[24.3, 19.2, 25.9]",1.0,26.8,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.5,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 10:45:00,,32.9,24.5,28.450000000000003,23.133333333333336,25.9,"[24.3, 19.2, 25.9]",1.0,26.7,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.5,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 10:50:00,,32.9,24.6,28.450000000000003,23.133333333333336,25.9,"[24.3, 19.2, 25.9]",1.0,26.7,25.4,25.0,1.0,29.6,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 10:55:00,,32.9,24.6,28.450000000000003,23.1,25.9,"[24.3, 19.1, 25.9]",1.0,26.7,25.4,25.0,1.0,29.6,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 11:00:00,,32.8,24.6,28.425,23.1,25.9,"[24.3, 19.1, 25.9]",1.0,26.7,25.4,25.0,1.0,29.6,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 11:05:00,,32.8,24.5,28.4,23.133333333333336,25.9,"[24.3, 19.2, 25.9]",1.0,26.7,25.4,25.0,1.0,29.6,25.4,24.0,1.0,24.5,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 11:10:00,,32.8,24.5,28.4,23.133333333333336,25.9,"[24.3, 19.2, 25.9]",1.0,26.7,25.4,25.0,1.0,29.6,25.4,24.0,1.0,24.5,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 11:15:00,,32.8,24.5,28.4,23.2,25.9,"[24.4, 19.3, 25.9]",1.0,26.7,25.4,25.0,1.0,29.6,25.4,24.0,1.0,24.5,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 11:20:00,,32.8,24.5,28.4,23.2,26.0,"[24.4, 19.2, 26.0]",1.0,26.7,25.4,25.0,1.0,29.6,25.4,24.0,1.0,24.5,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 11:25:00,,32.8,24.5,28.4,23.2,26.0,"[24.4, 19.2, 26.0]",1.0,26.7,25.4,25.0,1.0,29.6,25.4,24.0,1.0,24.5,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 11:30:00,,32.9,24.5,28.425,23.23333333333333,26.1,"[24.4, 19.2, 26.1]",1.0,26.7,25.4,25.0,1.0,29.6,25.4,24.0,1.0,24.5,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 11:35:00,,32.8,24.6,28.425,23.23333333333333,26.1,"[24.4, 19.2, 26.1]",1.0,26.7,25.4,25.0,1.0,29.6,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 11:40:00,,32.8,24.5,28.4,23.266666666666666,26.1,"[24.5, 19.2, 26.1]",1.0,26.7,25.4,25.0,1.0,29.6,25.4,24.0,1.0,24.5,30.1,24.0,1.0,32.8,25.7,24.0
2023-05-30 11:45:00,,32.9,24.6,28.5,23.266666666666666,26.1,"[24.4, 19.3, 26.1]",1.0,26.8,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 11:50:00,,32.9,24.6,28.5,23.23333333333333,26.1,"[24.4, 19.2, 26.1]",1.0,26.8,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 11:55:00,,32.9,24.6,28.5,23.266666666666666,26.2,"[24.4, 19.2, 26.2]",1.0,26.8,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 12:00:00,,32.9,24.6,28.5,23.266666666666666,26.2,"[24.4, 19.2, 26.2]",1.0,26.8,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 12:05:00,,32.9,24.6,28.525,23.3,26.2,"[24.4, 19.3, 26.2]",1.0,26.9,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 12:10:00,,32.9,24.6,28.550000000000004,23.33333333333333,26.2,"[24.5, 19.3, 26.2]",1.0,27.0,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 12:15:00,,32.9,24.6,28.525,23.4,26.3,"[24.5, 19.4, 26.3]",1.0,26.9,25.4,25.0,1.0,29.7,25.4,24.0,1.0,24.6,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 12:20:00,,32.9,24.7,28.6,23.4,26.3,"[24.5, 19.4, 26.3]",1.0,27.0,25.4,25.0,1.0,29.8,25.4,24.0,1.0,24.7,30.1,24.0,1.0,32.9,25.7,24.0
2023-05-30 12:25:00,,33.0,24.7,28.625,23.46666666666667,26.4,"[24.6, 19.4, 26.4]",1.0,27.0,25.4,25.0,1.0,29.8,25.4,24.0,1.0,24.7,30.1,24.0,1.0,33.0,25.7,24.0
2023-05-30 12:30:00,,33.1,24.7,28.65,23.5,26.4,"[24.6, 19.5, 26.4]",1.0,27.0,25.4,25.0,1.0,29.8,25.4,24.0,1.0,24.7,30.1,24.0,1.0,33.1,25.7,24.0
2023-05-30 12:35:00,,33.1,24.8,28.700000000000003,23.5,26.4,"[24.6, 19.5, 26.4]",1.0,27.1,25.4,25.0,1.0,29.8,25.4,24.0,1.0,24.8,30.1,24.0,1.0,33.1,25.7,24.0
2023-05-30 12:40:00,,33.0,24.8,28.675,23.53333333333333,26.4,"[24.6, 19.6, 26.4]",1.0,27.0,25.4,25.0,1.0,29.9,25.4,24.0,1.0,24.8,30.1,24.0,1.0,33.0,25.7,24.0
2023-05-30 12:45:00,,33.0,24.8,28.65,23.5,26.4,"[24.6, 19.5, 26.4]",1.0,27.0,25.4,25.0,1.0,29.8,25.4,24.0,1.0,24.8,30.1,24.0,1.0,33.0,25.7,24.0
2023-05-30 12:50:00,,33.1,24.8,28.725,23.53333333333333,26.4,"[24.7, 19.5, 26.4]",1.0,27.1,25.4,25.0,1.0,29.9,25.4,24.0,1.0,24.8,30.1,24.0,1.0,33.1,25.7,24.0
2023-05-30 12:55:00,,33.1,24.8,28.700000000000003,23.5,26.4,"[24.6, 19.5, 26.4]",1.0,27.0,25.4,25.0,1.0,29.9,25.4,24.0,1.0,24.8,30.1,24.0,1.0,33.1,25.7,24.0
2023-05-30 13:00:00,,33.1,24.8,28.725,23.5,26.4,"[24.6, 19.5, 26.4]",1.0,27.1,25.4,25.0,1.0,29.9,25.4,24.0,1.0,24.8,30.1,24.0,1.0,33.1,25.7,24.0
2023-05-30 13:05:00,,33.1,24.8,28.700000000000003,23.566666666666663,26.5,"[24.6, 19.6, 26.5]",1.0,27.0,25.4,25.0,1.0,29.9,25.4,24.0,1.0,24.8,30.1,24.0,1.0,33.1,25.7,24.0
2023-05-30 13:10:00,,33.0,24.8,28.675,23.6,26.5,"[24.7, 19.6, 26.5]",1.0,27.0,25.4,25.0,1.0,29.9,25.4,24.0,1.0,24.8,30.1,24.0,1.0,33.0,25.7,24.0
2023-05-30 13:15:00,,33.0,24.8,28.7,23.566666666666663,26.5,"[24.7, 19.5, 26.5]",1.0,27.1,25.4,25.0,1.0,29.9,25.4,24.0,1.0,24.8,30.1,24.0,1.0,33.0,25.7,24.0
2023-05-30 13:20:00,,33.0,24.9,28.725,23.53333333333333,26.4,"[24.7, 19.5, 26.4]",1.0,27.0,25.4,25.0,1.0,30.0,25.4,24.0,1.0,24.9,30.1,24.0,1.0,33.0,25.7,24.0
2023-05-30 13:25:00,,33.1,24.8,28.700000000000003,23.566666666666663,26.5,"[24.7, 19.5, 26.5]",1.0,27.0,25.4,25.0,1.0,29.9,25.4,24.0,1.0,24.8,30.1,24.0,1.0,33.1,25.7,24.0
2023-05-30 13:30:00,,33.1,24.9,28.775,23.53333333333333,26.5,"[24.7, 19.4, 26.5]",1.0,27.1,25.4,25.0,1.0,30.0,25.4,24.0,1.0,24.9,30.1,24.0,1.0,33.1,25.7,24.0
2023-05-30 13:35:00,,33.2,24.9,28.8,23.566666666666663,26.5,"[24.7, 19.5, 26.5]",1.0,27.1,25.4,25.0,1.0,30.0,25.4,24.0,1.0,24.9,30.1,24.0,1.0,33.2,25.7,24.0
2023-05-30 13:40:00,,33.2,24.9,28.825,23.6,26.5,"[24.7, 19.6, 26.5]",1.0,27.2,25.4,25.0,1.0,30.0,25.4,24.0,1.0,24.9,30.1,24.0,1.0,33.2,25.7,24.0
2023-05-30 13:45:00,,33.2,24.9,28.825,23.633333333333336,26.5,"[24.8, 19.6, 26.5]",1.0,27.2,25.4,25.0,1.0,30.0,25.4,24.0,1.0,24.9,30.1,24.0,1.0,33.2,25.7,24.0
2023-05-30 13:50:00,,33.2,24.9,28.825,23.566666666666663,26.4,"[24.7, 19.6, 26.4]",1.0,27.2,25.4,25.0,1.0,30.0,25.4,24.0,1.0,24.9,30.1,24.0,1.0,33.2,25.7,24.0
2023-05-30 13:55:00,,33.2,24.9,28.8,23.566666666666663,26.4,"[24.7, 19.6, 26.4]",1.0,27.1,25.4,25.0,1.0,30.0,25.4,24.0,1.0,24.9,30.1,24.0,1.0,33.2,25.7,24.0
2023-05-30 14:00:00,,33.2,24.9,28.8,23.6,26.4,"[24.7, 19.7, 26.4]",1.0,27.1,25.4,25.0,1.0,30.0,25.4,24.0,1.0,24.9,30.1,24.0,1.0,33.2,25.7,24.0
2023-05-30 14:05:00,,33.2,25.0,28.85,23.6,26.4,"[24.7, 19.7, 26.4]",1.0,27.2,25.4,25.0,1.0,30.0,25.4,24.0,1.0,25.0,30.1,24.0,1.0,33.2,25.7,24.0
2023-05-30 14:10:00,,33.3,24.9,28.875,23.6,26.4,"[24.7, 19.7, 26.4]",1.0,27.2,25.4,25.0,1.0,30.1,25.4,24.0,1.0,24.9,30.1,24.0,1.0,33.3,25.7,24.0
2023-05-30 14:15:00,,33.2,25.0,28.875,23.566666666666663,26.3,"[24.7, 19.7, 26.3]",1.0,27.2,25.4,25.0,1.0,30.1,25.4,24.0,1.0,25.0,30.1,24.0,1.0,33.2,25.7,24.0
2023-05-30 14:20:00,,33.3,25.0,28.9,23.633333333333336,26.3,"[24.8, 19.8, 26.3]",1.0,27.2,25.4,25.0,1.0,30.1,25.4,24.0,1.0,25.0,30.1,24.0,1.0,33.3,25.7,24.0
2023-05-30 14:25:00,,33.3,25.0,28.9,23.666666666666668,26.4,"[24.8, 19.8, 26.4]",1.0,27.3,25.4,25.0,1.0,30.0,25.4,24.0,1.0,25.0,30.1,24.0,1.0,33.3,25.7,24.0
2023-05-30 14:30:00,,33.3,25.0,28.925,23.666666666666668,26.4,"[24.8, 19.8, 26.4]",1.0,27.3,25.4,25.0,1.0,30.1,25.4,24.0,1.0,25.0,30.1,24.0,1.0,33.3,25.7,24.0
2023-05-30 14:35:00,,33.3,25.1,28.95,23.666666666666668,26.4,"[24.8, 19.8, 26.4]",1.0,27.3,25.4,25.0,1.0,30.1,25.4,24.0,1.0,25.1,30.1,24.0,1.0,33.3,25.7,24.0
2023-05-30 14:40:00,,33.3,25.1,28.975,23.7,26.4,"[24.8, 19.9, 26.4]",1.0,27.4,25.4,25.0,1.0,30.1,25.4,24.0,1.0,25.1,30.1,24.0,1.0,33.3,25.7,24.0
2023-05-30 14:45:00,,33.3,25.0,28.95,23.666666666666668,26.4,"[24.8, 19.8, 26.4]",1.0,27.4,25.4,25.0,1.0,30.1,25.4,24.0,1.0,25.0,30.1,24.0,1.0,33.3,25.7,24.0
2023-05-30 14:50:00,,33.3,25.1,28.975,23.666666666666668,26.4,"[24.8, 19.8, 26.4]",1.0,27.3,25.4,25.0,1.0,30.2,25.4,24.0,1.0,25.1,30.1,24.0,1.0,33.3,25.7,24.0
2023-05-30 14:55:00,,33.3,25.1,28.975,23.666666666666668,26.4,"[24.8, 19.8, 26.4]",1.0,27.3,25.4,25.0,1.0,30.2,25.4,24.0,1.0,25.1,30.1,24.0,1.0,33.3,25.7,24.0
2023-05-30 15:00:00,,33.3,25.1,28.975,23.633333333333336,26.4,"[24.8, 19.7, 26.4]",1.0,27.3,25.4,25.0,1.0,30.2,25.4,24.0,1.0,25.1,30.1,24.0,1.0,33.3,25.7,24.0
2023-05-30 15:05:00,,33.2,25.1,28.925,23.6,26.4,"[24.8, 19.6, 26.4]",1.0,27.3,25.4,25.0,1.0,30.1,25.4,24.0,1.0,25.1,30.1,24.0,1.0,33.2,25.7,24.0
2023-05-30 15:10:00,,33.3,25.1,28.975,23.6,26.4,"[24.8, 19.6, 26.4]",1.0,27.3,25.4,25.0,1.0,30.2,25.4,24.0,1.0,25.1,30.1,24.0,1.0,33.3,25.7,24.0
2023-05-30 15:15:00,,33.3,25.1,28.975,23.6,26.4,"[24.8, 19.6, 26.4]",1.0,27.3,25.4,25.0,0.0,30.2,-99999.0,24.0,0.0,25.1,-99999.0,24.0,0.0,33.3,-99999.0,24.0
2023-05-30 15:20:00,,33.3,25.1,28.925,23.633333333333336,26.4,"[24.8, 19.7, 26.4]",1.0,27.2,25.5,25.0,1.0,30.1,25.2,24.0,1.0,25.1,29.6,24.0,1.0,33.3,26.6,24.0
2023-05-30 15:25:00,,33.3,25.1,28.95,23.6,26.4,"[24.7, 19.7, 26.4]",1.0,27.3,25.5,25.0,1.0,30.1,25.2,24.0,1.0,25.1,29.6,24.0,1.0,33.3,26.6,24.0
2023-05-30 15:30:00,,33.3,25.0,28.9,23.6,26.4,"[24.8, 19.6, 26.4]",1.0,27.2,25.5,25.0,1.0,30.1,25.2,24.0,1.0,25.0,29.6,24.0,1.0,33.3,26.6,24.0
2023-05-30 15:35:00,,33.3,25.0,28.9,23.6,26.4,"[24.8, 19.6, 26.4]",1.0,27.2,25.5,25.0,1.0,30.1,25.2,24.0,1.0,25.0,29.6,24.0,1.0,33.3,26.6,24.0
2023-05-30 15:40:00,,33.3,25.0,28.9,23.6,26.4,"[24.8, 19.6, 26.4]",1.0,27.2,25.5,25.0,1.0,30.1,25.2,24.0,1.0,25.0,29.6,24.0,1.0,33.3,26.6,24.0
2023-05-30 15:45:00,,33.3,25.0,28.9,23.566666666666663,26.4,"[24.8, 19.5, 26.4]",1.0,27.2,25.5,25.0,1.0,30.1,25.2,24.0,1.0,25.0,29.6,24.0,1.0,33.3,26.6,24.0
2023-05-30 15:50:00,,33.3,24.9,28.9,23.566666666666663,26.4,"[24.8, 19.5, 26.4]",1.0,27.3,25.5,25.0,1.0,30.1,25.2,24.0,1.0,24.9,29.6,24.0,1.0,33.3,26.6,24.0
2023-05-30 15:55:00,,33.3,25.0,28.925,23.566666666666663,26.4,"[24.8, 19.5, 26.4]",1.0,27.3,25.5,25.0,1.0,30.1,25.2,24.0,1.0,25.0,29.6,24.0,1.0,33.3,26.6,24.0
2023-05-30 16:00:00,,33.3,25.0,28.9,23.53333333333333,26.4,"[24.8, 19.4, 26.4]",1.0,27.2,25.5,25.0,1.0,30.1,25.2,24.0,1.0,25.0,29.6,24.0,1.0,33.3,26.6,24.0
2023-05-30 16:05:00,,33.3,24.9,28.85,23.5,26.4,"[24.8, 19.3, 26.4]",1.0,27.2,25.5,25.0,1.0,30.0,25.2,24.0,1.0,24.9,29.6,24.0,1.0,33.3,26.6,24.0
2023-05-30 16:10:00,,33.3,24.9,28.875,23.5,26.4,"[24.8, 19.3, 26.4]",1.0,27.3,25.5,25.0,1.0,30.0,25.2,24.0,1.0,24.9,29.6,24.0,1.0,33.3,26.6,24.0
2023-05-30 16:15:00,,33.3,24.9,28.85,23.46666666666667,26.3,"[24.8, 19.3, 26.3]",1.0,27.2,25.5,25.0,1.0,30.0,25.2,24.0,1.0,24.9,29.6,24.0,1.0,33.3,26.6,24.0
2023-05-30 16:20:00,,33.2,24.9,28.8,23.433333333333334,26.3,"[24.7, 19.3, 26.3]",1.0,27.2,25.5,25.0,1.0,29.9,25.2,24.0,1.0,24.9,29.6,24.0,1.0,33.2,26.6,24.0
2023-05-30 16:25:00,,33.2,24.8,28.775,23.433333333333334,26.3,"[24.7, 19.3, 26.3]",1.0,27.2,25.5,25.0,1.0,29.9,25.2,24.0,1.0,24.8,29.6,24.0,1.0,33.2,26.6,24.0
2023-05-30 16:30:00,,33.2,24.8,28.75,23.433333333333334,26.3,"[24.7, 19.3, 26.3]",1.0,27.2,25.5,25.0,1.0,29.8,25.2,24.0,1.0,24.8,29.6,24.0,1.0,33.2,26.6,24.0
2023-05-30 16:35:00,,33.2,24.8,28.775,23.366666666666664,26.2,"[24.6, 19.3, 26.2]",1.0,27.2,25.5,25.0,1.0,29.9,25.2,24.0,1.0,24.8,29.6,24.0,1.0,33.2,26.6,24.0
2023-05-30 16:40:00,,33.1,24.8,28.75,23.366666666666664,26.2,"[24.6, 19.3, 26.2]",1.0,27.2,25.5,25.0,1.0,29.9,25.2,24.0,1.0,24.8,29.6,24.0,1.0,33.1,26.6,24.0
2023-05-30 16:45:00,,33.1,24.7,28.675000000000004,23.33333333333333,26.2,"[24.6, 19.2, 26.2]",1.0,27.1,25.5,25.0,1.0,29.8,25.2,24.0,1.0,24.7,29.6,24.0,1.0,33.1,26.6,24.0
2023-05-30 16:50:00,,33.1,24.7,28.675000000000004,23.3,26.1,"[24.6, 19.2, 26.1]",1.0,27.1,25.5,25.0,1.0,29.8,25.2,24.0,1.0,24.7,29.6,24.0,1.0,33.1,26.6,24.0
2023-05-30 16:55:00,,33.1,24.7,28.6,23.3,26.1,"[24.6, 19.2, 26.1]",1.0,26.9,25.5,25.0,1.0,29.7,25.2,24.0,1.0,24.7,29.6,24.0,1.0,33.1,26.6,24.0
2023-05-30 17:00:00,,33.1,24.6,28.6,23.23333333333333,26.1,"[24.5, 19.1, 26.1]",1.0,27.0,25.5,25.0,1.0,29.7,25.2,24.0,1.0,24.6,29.6,24.0,1.0,33.1,26.6,24.0
2023-05-30 17:05:00,,33.1,24.6,28.6,23.23333333333333,26.1,"[24.5, 19.1, 26.1]",1.0,27.0,25.5,25.0,1.0,29.7,25.2,24.0,1.0,24.6,29.6,24.0,1.0,33.1,26.6,24.0
2023-05-30 17:10:00,,33.1,24.6,28.575,23.2,26.1,"[24.5, 19.0, 26.1]",1.0,26.9,25.5,25.0,1.0,29.7,25.2,24.0,1.0,24.6,29.6,24.0,1.0,33.1,26.6,24.0
2023-05-30 17:15:00,,33.0,24.6,28.525,23.133333333333336,26.0,"[24.4, 19.0, 26.0]",1.0,26.9,25.5,25.0,1.0,29.6,25.2,24.0,1.0,24.6,29.6,24.0,1.0,33.0,26.6,24.0
2023-05-30 17:20:00,,32.9,24.5,28.450000000000003,23.133333333333336,26.0,"[24.4, 19.0, 26.0]",1.0,26.8,25.5,25.0,1.0,29.6,25.2,24.0,1.0,24.5,29.6,24.0,1.0,32.9,26.6,24.0
2023-05-30 17:25:00,,32.9,24.5,28.475,23.166666666666668,26.0,"[24.4, 19.1, 26.0]",1.0,26.9,25.5,25.0,1.0,29.6,25.2,24.0,1.0,24.5,29.6,24.0,1.0,32.9,26.6,24.0
2023-05-30 17:30:00,,32.9,24.6,28.5,23.166666666666668,26.0,"[24.4, 19.1, 26.0]",1.0,26.9,25.5,25.0,1.0,29.6,25.2,24.0,1.0,24.6,29.6,24.0,1.0,32.9,26.6,24.0
2023-05-30 17:35:00,,32.9,24.6,28.5,23.133333333333336,25.9,"[24.4, 19.1, 25.9]",1.0,26.8,25.5,25.0,1.0,29.7,25.2,24.0,1.0,24.6,29.6,24.0,1.0,32.9,26.6,24.0
2023-05-30 17:40:00,,32.9,24.6,28.475,23.1,25.9,"[24.3, 19.1, 25.9]",1.0,26.8,25.5,25.0,1.0,29.6,25.2,24.0,1.0,24.6,29.6,24.0,1.0,32.9,26.6,24.0
2023-05-30 17:45:00,,32.5,24.6,28.425,22.96666666666667,25.8,"[24.0, 19.1, 25.8]",1.0,27.0,25.5,25.0,1.0,29.6,25.2,24.0,1.0,24.6,29.6,24.0,1.0,32.5,26.6,24.0
2023-05-30 17:50:00,,31.6,24.6,28.375,23.23333333333333,25.8,"[24.8, 19.1, 25.8]",1.0,27.7,25.5,25.0,1.0,29.6,25.2,24.0,1.0,24.6,29.6,24.0,1.0,31.6,26.6,24.0
2023-05-30 17:55:00,,31.9,24.6,28.450000000000003,23.366666666666664,25.8,"[25.1, 19.2, 25.8]",1.0,27.7,25.5,25.0,1.0,29.6,25.2,24.0,1.0,24.6,29.6,24.0,1.0,31.9,26.6,24.0
2023-05-30 18:00:00,,31.9,24.6,28.625,23.433333333333334,25.9,"[25.3, 19.1, 25.9]",1.0,28.4,25.5,25.0,1.0,29.6,25.2,24.0,1.0,24.6,29.6,24.0,1.0,31.9,26.6,24.0
2023-05-30 18:05:00,,32.6,24.6,28.85,23.433333333333334,25.9,"[25.3, 19.1, 25.9]",1.0,28.6,25.5,25.0,1.0,29.6,25.2,24.0,1.0,24.6,29.6,24.0,1.0,32.6,26.6,24.0
2023-05-30 18:10:00,,32.9,24.6,28.9,23.433333333333334,25.9,"[25.3, 19.1, 25.9]",1.0,28.6,25.5,25.0,1.0,29.5,25.2,24.0,1.0,24.6,29.6,24.0,1.0,32.9,26.6,24.0
2023-05-30 18:15:00,,32.9,24.6,28.9,23.46666666666667,26.0,"[25.3, 19.1, 26.0]",1.0,28.6,25.5,25.0,1.0,29.5,25.2,24.0,1.0,24.6,29.6,24.0,1.0,32.9,26.6,24.0
2023-05-30 18:20:00,,32.9,24.6,28.925000000000004,23.46666666666667,26.0,"[25.3, 19.1, 26.0]",1.0,28.7,25.5,25.0,1.0,29.5,25.2,24.0,1.0,24.6,29.6,24.0,1.0,32.9,26.6,24.0
2023-05-30 18:25:00,,33.5,24.6,29.1,23.366666666666664,25.9,"[25.1, 19.1, 25.9]",1.0,28.8,25.5,25.0,1.0,29.5,25.2,24.0,1.0,24.6,29.6,24.0,1.0,33.5,26.6,24.0
2023-05-30 18:30:00,,33.5,24.6,29.1,23.266666666666666,25.9,"[24.9, 19.0, 25.9]",1.0,28.8,25.5,25.0,1.0,29.5,25.2,24.0,1.0,24.6,29.6,24.0,1.0,33.5,26.6,24.0
2023-05-30 18:35:00,,33.0,24.6,28.975,23.3,25.8,"[25.1, 19.0, 25.8]",1.0,28.8,25.5,25.0,1.0,29.5,25.2,24.0,1.0,24.6,29.6,24.0,1.0,33.0,26.6,24.0
2023-05-30 18:40:00,,33.0,24.6,29.0,23.3,25.8,"[25.2, 18.9, 25.8]",1.0,29.0,25.5,25.0,1.0,29.4,25.2,24.0,1.0,24.6,29.6,24.0,1.0,33.0,26.6,24.0
2023-05-30 18:45:00,,33.7,24.5,29.125,23.3,25.8,"[25.2, 18.9, 25.8]",1.0,28.9,25.5,25.0,1.0,29.4,25.2,24.0,1.0,24.5,29.6,24.0,1.0,33.7,26.6,24.0
2023-05-30 18:50:00,,33.6,24.5,28.950000000000003,23.366666666666664,25.8,"[25.3, 19.0, 25.8]",1.0,28.3,25.5,25.0,1.0,29.4,25.2,24.0,1.0,24.5,29.6,24.0,1.0,33.6,26.6,24.0
2023-05-30 18:55:00,,33.3,24.5,28.85,23.366666666666664,25.8,"[25.3, 19.0, 25.8]",1.0,28.3,25.5,25.0,1.0,29.3,25.2,24.0,1.0,24.5,29.6,24.0,1.0,33.3,26.6,24.0
2023-05-30 19:00:00,,33.3,24.5,28.675,23.266666666666666,25.8,"[25.2, 18.8, 25.8]",1.0,27.6,25.5,25.0,1.0,29.3,25.2,24.0,1.0,24.5,29.6,24.0,1.0,33.3,26.6,24.0
