time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,1158905_h,1158906_c,1158906_h,1158906_p,1158906_r,1158906_s,1158907_c,1158907_h,1158907_p,1158907_r,1158907_s
2023-05-30 09:00:00,,,,,,,,,,,,12.3,,,,,20.5,,
2023-05-30 09:05:00,,,37.1,27.0,31.600000000000005,28.1,28.1,[28.1],27.0,1.0,30.7,12.3,27.2,26.0,1.0,37.1,20.6,27.3,26.0
2023-05-30 09:10:00,,,37.3,26.8,31.6,28.2,28.2,[28.2],26.8,1.0,30.7,12.3,27.3,26.0,1.0,37.3,20.7,27.2,26.0
2023-05-30 09:15:00,,,37.6,26.7,31.633333333333336,28.1,28.1,[28.1],26.7,1.0,30.6,12.2,27.4,26.0,1.0,37.6,12.4,26.9,26.0
2023-05-30 09:20:00,,,37.6,27.2,31.8,28.2,28.2,[28.2],27.2,1.0,30.6,20.4,27.2,26.0,1.0,37.6,12.4,26.9,26.0
2023-05-30 09:25:00,,,37.6,27.6,31.9,28.2,28.2,[28.2],27.6,1.0,30.5,12.3,26.9,26.0,1.0,37.6,12.3,26.8,26.0
2023-05-30 09:30:00,,,37.2,27.4,31.666666666666668,28.2,28.2,[28.2],27.4,1.0,30.4,20.3,27.4,26.0,1.0,37.2,20.9,27.3,26.0
2023-05-30 09:35:00,,,36.9,26.9,31.366666666666664,28.2,28.2,[28.2],26.9,1.0,30.3,12.5,26.8,26.0,1.0,36.9,20.7,27.8,26.0
2023-05-30 09:40:00,,,36.5,26.6,31.1,28.0,28.0,[28.0],26.6,1.0,30.2,2.5,26.6,26.0,1.0,36.5,20.9,27.7,26.0
2023-05-30 09:45:00,,,36.8,26.9,31.266666666666666,28.1,28.1,[28.1],26.9,1.0,30.1,12.2,26.9,26.0,1.0,36.8,20.8,27.9,26.0
2023-05-30 09:50:00,,,36.9,26.7,31.266666666666666,28.0,28.0,[28.0],26.7,1.0,30.2,12.3,26.8,26.0,1.0,36.9,20.8,27.4,26.0
2023-05-30 09:55:00,,,36.9,26.7,31.3,27.9,27.9,[27.9],26.7,1.0,30.3,12.2,27.0,26.0,1.0,36.9,20.6,27.6,26.0
2023-05-30 10:00:00,,,37.0,26.6,31.3,27.8,27.8,[27.8],26.6,1.0,30.3,12.3,27.0,26.0,1.0,37.0,20.8,27.5,26.0
2023-05-30 10:05:00,,,37.0,26.5,31.33333333333333,27.7,27.7,[27.7],26.5,1.0,30.5,12.3,27.0,26.0,1.0,37.0,20.8,27.3,26.0
2023-05-30 10:10:00,,,37.1,26.4,31.366666666666664,27.8,27.8,[27.8],26.4,1.0,30.6,12.3,27.0,26.0,1.0,37.1,12.5,27.3,26.0
2023-05-30 10:15:00,,,37.1,26.7,31.53333333333333,27.8,27.8,[27.8],26.7,1.0,30.8,12.3,27.2,26.0,1.0,37.1,21.0,27.5,26.0
2023-05-30 10:20:00,,,37.1,26.4,31.5,27.9,27.9,[27.9],26.4,1.0,31.0,12.3,27.1,26.0,1.0,37.1,20.8,27.3,26.0
2023-05-30 10:25:00,,,37.2,26.4,31.6,27.8,27.8,[27.8],26.4,1.0,31.2,12.3,27.1,26.0,1.0,37.2,12.4,26.7,26.0
2023-05-30 10:30:00,,,37.2,27.3,31.933333333333337,27.9,27.9,[27.9],27.3,1.0,31.3,12.3,27.3,26.0,1.0,37.2,12.5,27.5,26.0
2023-05-30 10:35:00,,,,,,,,,,,,,,,,,,,
2023-05-30 10:40:00,,,37.3,27.3,31.96666666666667,28.0,28.0,[28.0],27.3,1.0,31.3,12.3,26.8,26.0,1.0,37.3,12.5,26.7,26.0
2023-05-30 10:45:00,,,37.3,26.5,31.766666666666666,28.0,28.0,[28.0],26.5,1.0,31.5,12.3,27.1,26.0,1.0,37.3,12.5,27.1,26.0
2023-05-30 10:50:00,,,37.3,27.4,32.03333333333333,28.1,28.1,[28.1],27.4,1.0,31.4,12.4,27.2,26.0,1.0,37.3,20.8,27.6,26.0
2023-05-30 10:55:00,,,37.4,27.0,31.899999999999995,28.2,28.2,[28.2],27.0,1.0,31.3,20.7,27.1,26.0,1.0,37.4,20.8,27.1,26.0
2023-05-30 11:00:00,,,37.1,26.8,31.666666666666668,28.1,28.1,[28.1],26.8,1.0,31.1,12.4,27.1,26.0,1.0,37.1,12.7,27.0,26.0
2023-05-30 11:05:00,,,37.2,27.4,31.83333333333333,28.1,28.1,[28.1],27.4,1.0,30.9,20.2,27.5,26.0,1.0,37.2,19.7,27.5,26.0
2023-05-30 11:10:00,,,37.1,27.0,31.666666666666668,28.2,28.2,[28.2],27.0,1.0,30.9,20.6,27.2,26.0,1.0,37.1,21.1,27.4,26.0
2023-05-30 11:15:00,,,36.8,26.9,31.433333333333334,28.1,28.1,[28.1],26.9,1.0,30.6,12.8,26.9,26.0,1.0,36.8,12.6,27.0,26.0
2023-05-30 11:20:00,,,36.6,27.5,31.566666666666663,28.0,28.0,[28.0],27.5,1.0,30.6,12.4,27.3,26.0,1.0,36.6,20.8,27.5,26.0
2023-05-30 11:25:00,,,36.9,27.1,31.5,28.1,28.1,[28.1],27.1,1.0,30.5,12.5,27.4,26.0,1.0,36.9,21.1,27.1,26.0
2023-05-30 11:30:00,,,37.0,26.7,31.33333333333333,28.2,28.2,[28.2],26.7,1.0,30.3,21.1,27.1,26.0,1.0,37.0,13.3,26.9,26.0
2023-05-30 11:35:00,,,36.8,26.7,31.266666666666666,28.1,28.1,[28.1],26.7,1.0,30.3,12.5,26.8,26.0,1.0,36.8,12.6,26.7,26.0
2023-05-30 11:40:00,,,36.6,27.5,31.4,28.1,28.1,[28.1],27.5,1.0,30.1,12.5,26.8,26.0,1.0,36.6,12.6,26.9,26.0
2023-05-30 11:45:00,,,36.5,28.0,31.53333333333333,28.2,28.2,[28.2],28.0,1.0,30.1,12.4,27.1,26.0,1.0,36.5,12.5,27.1,26.0
2023-05-30 11:50:00,,,36.5,27.9,31.53333333333333,28.2,28.2,[28.2],27.9,1.0,30.2,12.5,27.1,26.0,1.0,36.5,21.2,28.0,26.0
2023-05-30 11:55:00,,,36.8,27.4,31.5,28.3,28.3,[28.3],27.4,1.0,30.3,12.6,27.2,26.0,1.0,36.8,21.4,27.0,26.0
2023-05-30 12:00:00,,,36.8,27.4,31.5,28.2,28.2,[28.2],27.4,1.0,30.3,12.5,27.3,26.0,1.0,36.8,21.1,27.0,26.0
2023-05-30 12:05:00,,,37.0,27.2,31.6,28.1,28.1,[28.1],27.2,1.0,30.6,12.6,27.4,26.0,1.0,37.0,12.8,27.1,26.0
2023-05-30 12:10:00,,,37.3,27.5,31.866666666666664,28.1,28.1,[28.1],27.5,1.0,30.8,21.0,27.3,26.0,1.0,37.3,12.7,27.4,26.0
2023-05-30 12:15:00,,,37.1,27.4,31.76666666666667,28.2,28.2,[28.2],27.4,1.0,30.8,12.6,26.9,26.0,1.0,37.1,21.2,27.3,26.0
2023-05-30 12:20:00,,,36.9,27.4,31.7,28.2,28.2,[28.2],27.4,1.0,30.8,12.6,27.1,26.0,1.0,36.9,21.2,27.1,26.0
2023-05-30 12:25:00,,,36.9,27.1,31.600000000000005,28.2,28.2,[28.2],27.1,1.0,30.8,12.7,27.3,26.0,1.0,36.9,21.4,27.2,26.0
2023-05-30 12:30:00,,,37.4,26.9,31.666666666666668,28.2,28.2,[28.2],26.9,1.0,30.7,21.1,27.5,26.0,1.0,37.4,13.4,27.0,26.0
2023-05-30 12:35:00,,,37.4,26.7,31.6,28.2,28.2,[28.2],26.7,1.0,30.7,20.7,27.4,26.0,1.0,37.4,12.7,27.2,26.0
2023-05-30 12:40:00,,,37.4,27.2,31.766666666666666,28.2,28.2,[28.2],27.2,1.0,30.7,21.1,27.0,26.0,1.0,37.4,21.2,27.3,26.0
2023-05-30 12:45:00,,,36.7,27.4,31.53333333333333,28.2,28.2,[28.2],27.4,1.0,30.5,12.7,27.1,26.0,1.0,36.7,21.4,27.0,26.0
2023-05-30 12:50:00,,,36.7,27.3,31.46666666666667,28.2,28.2,[28.2],27.3,1.0,30.4,12.6,27.4,26.0,1.0,36.7,12.7,27.0,26.0
2023-05-30 12:55:00,,,36.8,27.3,31.5,28.2,28.2,[28.2],27.3,1.0,30.4,20.9,27.2,26.0,1.0,36.8,12.7,27.0,26.0
2023-05-30 13:00:00,,,36.6,28.1,31.633333333333336,28.2,28.2,[28.2],28.1,1.0,30.2,21.1,27.0,26.0,1.0,36.6,21.1,27.7,26.0
2023-05-30 13:05:00,,,36.2,27.4,31.23333333333333,28.2,28.2,[28.2],27.4,1.0,30.1,12.7,26.7,26.0,1.0,36.2,21.1,28.0,26.0
2023-05-30 13:10:00,,,36.1,26.9,31.03333333333333,28.2,28.2,[28.2],26.9,1.0,30.1,12.8,27.2,26.0,1.0,36.1,21.5,27.8,26.0
2023-05-30 13:15:00,,,36.4,26.9,31.066666666666663,28.2,28.2,[28.2],26.9,1.0,29.9,20.8,27.5,26.0,1.0,36.4,21.2,27.8,26.0
2023-05-30 13:20:00,,,36.4,26.5,30.933333333333334,28.1,28.1,[28.1],26.5,1.0,29.9,21.3,27.0,26.0,1.0,36.4,13.2,26.7,26.0
2023-05-30 13:25:00,,,36.2,26.8,30.96666666666667,28.0,28.0,[28.0],26.8,1.0,29.9,12.5,26.8,26.0,1.0,36.2,12.7,27.1,26.0
2023-05-30 13:30:00,,,36.4,27.4,31.2,28.0,28.0,[28.0],27.4,1.0,29.8,21.0,27.7,26.0,1.0,36.4,12.8,27.4,26.0
2023-05-30 13:35:00,,,36.4,27.1,31.066666666666663,28.2,28.2,[28.2],27.1,1.0,29.7,21.1,27.0,26.0,1.0,36.4,21.4,27.1,26.0
2023-05-30 13:40:00,,,36.3,27.1,31.03333333333333,28.1,28.1,[28.1],27.1,1.0,29.7,12.7,27.1,26.0,1.0,36.3,12.7,27.1,26.0
2023-05-30 13:45:00,,,36.5,27.4,31.2,28.2,28.2,[28.2],27.4,1.0,29.7,21.1,27.4,26.0,1.0,36.5,21.1,27.5,26.0
2023-05-30 13:50:00,,,36.2,27.4,31.1,28.3,28.3,[28.3],27.4,1.0,29.7,20.8,27.0,26.0,1.0,36.2,13.0,26.8,26.0
2023-05-30 13:55:00,,,36.2,27.3,31.03333333333333,28.1,28.1,[28.1],27.3,1.0,29.6,21.1,27.4,26.0,1.0,36.2,21.4,27.2,26.0
2023-05-30 14:00:00,,,36.2,27.1,30.96666666666667,28.3,28.3,[28.3],27.1,1.0,29.6,12.7,26.8,26.0,1.0,36.2,12.8,26.9,26.0
2023-05-30 14:05:00,,,36.3,27.6,31.166666666666668,28.3,28.3,[28.3],27.6,1.0,29.6,21.3,27.6,26.0,1.0,36.3,12.8,27.1,26.0
2023-05-30 14:10:00,,,36.3,28.1,31.4,28.3,28.3,[28.3],28.1,1.0,29.8,21.4,27.3,26.0,1.0,36.3,13.0,27.1,26.0
2023-05-30 14:15:00,,,36.2,27.9,31.2,28.4,28.4,[28.4],27.9,1.0,29.5,21.0,27.0,26.0,1.0,36.2,21.5,28.0,26.0
2023-05-30 14:20:00,,,35.9,27.9,31.133333333333336,28.2,28.2,[28.2],27.9,1.0,29.6,12.6,26.9,26.0,1.0,35.9,21.6,27.8,26.0
2023-05-30 14:25:00,,,35.8,27.1,30.8,28.3,28.3,[28.3],27.1,1.0,29.5,12.7,27.1,26.0,1.0,35.8,21.4,27.9,26.0
2023-05-30 14:30:00,,,36.0,26.8,30.83333333333333,28.2,28.2,[28.2],26.8,1.0,29.7,12.4,27.3,26.0,1.0,36.0,21.2,27.0,26.0
2023-05-30 14:35:00,,,36.0,26.8,30.9,28.2,28.2,[28.2],26.8,1.0,29.9,12.7,27.3,26.0,1.0,36.0,13.6,27.0,26.0
2023-05-30 14:40:00,,,36.3,27.2,31.166666666666668,28.2,28.2,[28.2],27.2,1.0,30.0,21.5,27.4,26.0,1.0,36.3,12.9,27.1,26.0
2023-05-30 14:45:00,,,36.7,28.0,31.666666666666668,28.2,28.2,[28.2],28.0,1.0,30.3,12.7,26.8,26.0,1.0,36.7,12.6,27.0,26.0
2023-05-30 14:50:00,,,36.7,27.7,31.6,28.3,28.3,[28.3],27.7,1.0,30.4,21.0,27.5,26.0,1.0,36.7,21.6,28.1,26.0
2023-05-30 14:55:00,,,36.7,27.2,31.433333333333334,28.3,28.3,[28.3],27.2,1.0,30.4,21.3,27.2,26.0,1.0,36.7,21.5,27.7,26.0
2023-05-30 15:00:00,,,36.4,27.0,31.266666666666666,28.2,28.2,[28.2],27.0,1.0,30.4,21.0,27.0,26.0,1.0,36.4,12.8,26.9,26.0
2023-05-30 15:05:00,,,36.4,27.3,31.33333333333333,28.2,28.2,[28.2],27.3,1.0,30.3,12.7,27.2,26.0,1.0,36.4,21.3,27.4,26.0
2023-05-30 15:10:00,,,36.2,26.9,31.133333333333336,28.2,28.2,[28.2],26.9,1.0,30.3,21.2,27.4,26.0,1.0,36.2,21.5,27.0,26.0
2023-05-30 15:15:00,,,35.5,26.9,30.9,28.1,28.1,[28.1],26.9,1.0,30.3,13.1,26.9,26.0,1.0,35.5,12.9,26.9,26.0
2023-05-30 15:20:00,,,35.3,26.9,30.766666666666666,28.1,28.1,[28.1],26.9,1.0,30.1,21.1,27.5,26.0,1.0,35.3,21.3,27.5,26.0
2023-05-30 15:25:00,,,35.2,27.1,30.8,28.3,28.3,[28.3],27.1,1.0,30.1,21.4,27.3,26.0,1.0,35.2,21.6,27.2,26.0
2023-05-30 15:30:00,,,34.8,26.7,30.5,28.3,28.3,[28.3],26.7,1.0,30.0,12.6,26.9,26.0,1.0,34.8,21.7,27.0,26.0
2023-05-30 15:35:00,,,34.8,26.7,30.5,28.3,28.3,[28.3],26.7,1.0,30.0,12.7,27.2,26.0,1.0,34.8,21.4,27.1,26.0
2023-05-30 15:40:00,,,34.7,26.9,30.53333333333333,28.2,28.2,[28.2],26.9,1.0,30.0,12.8,27.4,26.0,1.0,34.7,21.7,27.3,26.0
2023-05-30 15:45:00,,,34.7,26.9,30.53333333333333,28.2,28.2,[28.2],26.9,1.0,30.0,21.0,27.1,26.0,1.0,34.7,21.5,27.2,26.0
2023-05-30 15:50:00,,,34.7,26.7,30.53333333333333,28.1,28.1,[28.1],26.7,1.0,30.2,12.7,26.9,26.0,1.0,34.7,12.8,26.9,26.0
2023-05-30 15:55:00,,,34.8,26.7,30.566666666666663,28.1,28.1,[28.1],26.7,1.0,30.2,19.8,27.5,26.0,1.0,34.8,12.8,27.3,26.0
2023-05-30 16:00:00,,,34.7,26.9,30.6,28.2,28.2,[28.2],26.9,1.0,30.2,21.2,27.1,26.0,1.0,34.7,21.5,27.6,26.0
2023-05-30 16:05:00,,,34.5,26.7,30.46666666666667,28.2,28.2,[28.2],26.7,1.0,30.2,12.7,26.7,26.0,1.0,34.5,13.1,27.2,26.0
2023-05-30 16:10:00,,,34.7,26.9,30.566666666666663,28.2,28.2,[28.2],26.9,1.0,30.1,12.8,27.4,26.0,1.0,34.7,21.4,27.3,26.0
2023-05-30 16:15:00,,,34.8,26.9,30.6,28.1,28.1,[28.1],26.9,1.0,30.1,21.0,27.1,26.0,1.0,34.8,21.5,26.9,26.0
2023-05-30 16:20:00,,,34.7,26.8,30.5,28.1,28.1,[28.1],26.8,1.0,30.0,12.8,26.9,26.0,1.0,34.7,12.8,26.9,26.0
2023-05-30 16:25:00,,,34.8,27.3,30.7,28.1,28.1,[28.1],27.3,1.0,30.0,21.1,27.6,26.0,1.0,34.8,12.9,27.4,26.0
2023-05-30 16:30:00,,,34.8,27.2,30.63333333333333,28.2,28.2,[28.2],27.2,1.0,29.9,21.0,27.1,26.0,1.0,34.8,21.4,27.3,26.0
2023-05-30 16:35:00,,,34.8,26.7,30.466666666666665,28.2,28.2,[28.2],26.7,1.0,29.9,21.0,27.4,26.0,1.0,34.8,21.6,27.1,26.0
2023-05-30 16:40:00,,,34.3,26.6,30.266666666666666,28.2,28.2,[28.2],26.6,1.0,29.9,20.9,27.0,26.0,1.0,34.3,12.7,26.9,26.0
2023-05-30 16:45:00,,,33.8,27.1,30.2,28.1,28.1,[28.1],27.1,1.0,29.7,12.7,27.2,26.0,1.0,33.8,12.7,26.8,26.0
2023-05-30 16:50:00,,,33.8,27.7,30.399999999999995,28.2,28.2,[28.2],27.7,1.0,29.7,20.8,27.2,26.0,1.0,33.8,12.7,27.0,26.0
2023-05-30 16:55:00,,,34.1,27.5,30.433333333333337,28.3,28.3,[28.3],27.5,1.0,29.7,20.9,27.2,26.0,1.0,34.1,21.3,27.0,26.0
2023-05-30 17:00:00,,,34.1,27.5,30.433333333333337,28.3,28.3,[28.3],27.5,1.0,29.7,12.6,27.1,26.0,1.0,34.1,12.7,27.0,26.0
2023-05-30 17:05:00,,,34.2,27.4,30.433333333333334,28.3,28.3,[28.3],27.4,1.0,29.7,20.8,27.6,26.0,1.0,34.2,21.3,28.1,26.0
2023-05-30 17:10:00,,,34.3,27.0,30.366666666666664,28.3,28.3,[28.3],27.0,1.0,29.8,20.9,27.1,26.0,1.0,34.3,21.0,27.2,26.0
2023-05-30 17:15:00,,,34.1,26.6,30.166666666666668,28.2,28.2,[28.2],26.6,1.0,29.8,12.5,26.8,26.0,1.0,34.1,21.2,27.9,26.0
2023-05-30 17:20:00,,,34.2,26.7,30.23333333333333,28.2,28.2,[28.2],26.7,1.0,29.8,12.5,27.2,26.0,1.0,34.2,21.1,28.0,26.0
2023-05-30 17:25:00,,,34.5,26.8,30.4,28.1,28.1,[28.1],26.8,1.0,29.9,20.8,27.6,26.0,1.0,34.5,21.1,28.0,26.0
2023-05-30 17:30:00,,,34.5,26.6,30.3,28.1,28.1,[28.1],26.6,1.0,29.8,20.7,27.2,26.0,1.0,34.5,21.2,27.9,26.0
2023-05-30 17:35:00,,,34.3,26.6,30.23333333333333,28.0,28.0,[28.0],26.6,1.0,29.8,20.9,27.0,26.0,1.0,34.3,12.7,26.8,26.0
2023-05-30 17:40:00,,,34.2,26.7,30.2,28.0,28.0,[28.0],26.7,1.0,29.7,12.5,26.9,26.0,1.0,34.2,12.6,26.8,26.0
2023-05-30 17:45:00,,,34.2,26.7,30.2,28.0,28.0,[28.0],26.7,1.0,29.7,20.7,27.6,26.0,1.0,34.2,12.6,27.5,26.0
2023-05-30 17:50:00,,,34.4,27.2,30.399999999999995,28.2,28.2,[28.2],27.2,1.0,29.6,20.7,27.2,26.0,1.0,34.4,21.1,27.0,26.0
2023-05-30 17:55:00,,,34.4,26.9,30.3,28.1,28.1,[28.1],26.9,1.0,29.6,20.9,27.1,26.0,1.0,34.4,12.7,26.8,26.0
2023-05-30 18:00:00,,,34.2,27.5,30.433333333333337,28.2,28.2,[28.2],27.5,1.0,29.6,20.6,27.0,26.0,1.0,34.2,12.6,26.9,26.0
2023-05-30 18:05:00,,,34.2,27.9,30.566666666666663,28.2,28.2,[28.2],27.9,1.0,29.6,12.8,26.8,26.0,1.0,34.2,12.6,27.0,26.0
2023-05-30 18:10:00,,,33.9,28.3,30.566666666666663,28.4,28.4,[28.4],28.3,1.0,29.5,12.4,27.3,26.0,1.0,33.9,12.5,27.4,26.0
2023-05-30 18:15:00,,,33.9,27.6,30.33333333333333,28.4,28.4,[28.4],27.6,1.0,29.5,20.8,27.3,26.0,1.0,33.9,21.1,28.0,26.0
2023-05-30 18:20:00,,,34.0,27.3,30.3,28.3,28.3,[28.3],27.3,1.0,29.6,20.7,27.0,26.0,1.0,34.0,21.1,27.1,26.0
2023-05-30 18:25:00,,,34.0,26.8,30.133333333333336,28.2,28.2,[28.2],26.8,1.0,29.6,12.5,26.9,26.0,1.0,34.0,21.0,27.6,26.0
2023-05-30 18:30:00,,,34.1,26.7,30.100000000000005,28.2,28.2,[28.2],26.7,1.0,29.5,12.5,27.4,26.0,1.0,34.1,21.0,27.3,26.0
2023-05-30 18:35:00,,,35.3,26.6,30.5,28.2,28.2,[28.2],26.6,1.0,29.6,20.6,27.5,26.0,1.0,35.3,20.9,28.0,26.0
2023-05-30 18:40:00,,,33.1,26.6,29.76666666666667,28.1,28.1,[28.1],26.6,1.0,29.6,20.8,27.1,26.0,1.0,33.1,20.8,27.7,26.0
2023-05-30 18:45:00,,,32.0,26.3,29.3,28.0,28.0,[28.0],26.3,1.0,29.6,12.5,27.0,26.0,1.0,32.0,20.9,27.8,26.0
2023-05-30 18:50:00,,,32.2,26.6,29.433333333333337,27.9,27.9,[27.9],26.6,1.0,29.5,12.5,27.0,26.0,1.0,32.2,12.6,27.0,26.0
2023-05-30 18:55:00,,,32.0,26.6,29.366666666666664,27.9,27.9,[27.9],26.6,1.0,29.5,20.6,27.7,26.0,1.0,32.0,12.6,27.0,26.0
2023-05-30 19:00:00,,,31.8,27.1,29.46666666666667,28.0,28.0,[28.0],27.1,1.0,29.5,20.7,27.5,26.0,1.0,31.8,12.6,27.1,26.0
2023-05-30 19:05:00,,,31.5,27.4,29.46666666666667,28.1,28.1,[28.1],27.4,1.0,29.5,20.4,27.4,26.0,1.0,31.5,12.5,27.4,26.0
2023-05-30 19:10:00,,,31.5,27.1,29.366666666666664,28.2,28.2,[28.2],27.1,1.0,29.5,20.4,27.4,26.0,1.0,31.5,20.8,27.2,26.0
2023-05-30 19:15:00,,,31.4,26.8,29.23333333333333,28.3,28.3,[28.3],26.8,1.0,29.5,12.4,26.9,26.0,1.0,31.4,20.8,27.1,26.0
2023-05-30 19:20:00,,,31.1,27.1,29.23333333333333,28.2,28.2,[28.2],27.1,1.0,29.5,12.2,27.2,26.0,1.0,31.1,12.4,27.0,26.0
2023-05-30 19:25:00,,,31.6,27.6,29.566666666666663,28.3,28.3,[28.3],27.6,1.0,29.5,12.4,27.4,26.0,1.0,31.6,12.3,27.2,26.0
2023-05-30 19:30:00,,,31.6,28.1,29.76666666666667,28.3,28.3,[28.3],28.1,1.0,29.6,20.2,27.4,26.0,1.0,31.6,19.8,27.6,26.0
2023-05-30 19:35:00,,,31.4,27.5,29.5,28.4,28.4,[28.4],27.5,1.0,29.6,20.5,27.0,26.0,1.0,31.4,20.7,28.1,26.0
2023-05-30 19:40:00,,,31.6,27.1,29.46666666666667,28.3,28.3,[28.3],27.1,1.0,29.7,12.3,27.3,26.0,1.0,31.6,20.8,28.1,26.0
2023-05-30 19:45:00,,,31.4,26.7,29.366666666666664,28.3,28.3,[28.3],26.7,1.0,30.0,20.2,27.1,26.0,1.0,31.4,20.6,27.1,26.0
2023-05-30 19:50:00,,,31.4,26.5,29.23333333333333,28.2,28.2,[28.2],26.5,1.0,29.8,12.4,27.0,26.0,1.0,31.4,12.5,27.0,26.0
2023-05-30 19:55:00,,,31.9,27.0,29.6,28.1,28.1,[28.1],27.0,1.0,29.9,20.3,27.6,26.0,1.0,31.9,12.5,27.3,26.0
2023-05-30 20:00:00,,,31.9,27.0,29.6,,,,27.0,1.0,29.9,12.3,27.5,26.0,1.0,31.9,12.4,27.3,26.0
2023-05-30 20:05:00,,,31.4,27.2,29.5,28.3,28.3,[28.3],27.2,1.0,29.9,20.4,27.4,26.0,1.0,31.4,20.6,27.2,26.0
2023-05-30 20:10:00,,,31.2,26.9,29.3,28.2,28.2,[28.2],26.9,1.0,29.8,20.0,27.1,26.0,1.0,31.2,12.4,27.0,26.0
2023-05-30 20:15:00,,,30.9,27.2,29.3,28.2,28.2,[28.2],27.2,1.0,29.8,20.4,27.2,26.0,1.0,30.9,12.4,27.3,26.0
2023-05-30 20:20:00,,,30.9,27.5,29.399999999999995,28.2,28.2,[28.2],27.5,1.0,29.8,20.1,27.2,26.0,1.0,30.9,20.6,27.4,26.0
2023-05-30 20:25:00,,,30.7,27.5,29.3,28.3,28.3,[28.3],27.5,1.0,29.7,20.4,27.0,26.0,1.0,30.7,20.7,26.9,26.0
2023-05-30 20:30:00,,,30.9,27.2,29.266666666666666,28.2,28.2,[28.2],27.2,1.0,29.7,12.1,27.1,26.0,1.0,30.9,12.3,27.0,26.0
2023-05-30 20:35:00,,,31.4,27.7,29.566666666666663,28.3,28.3,[28.3],27.7,1.0,29.6,12.2,27.3,26.0,1.0,31.4,12.3,27.0,26.0
2023-05-30 20:40:00,,,31.8,28.3,29.9,28.4,28.4,[28.4],28.3,1.0,29.6,20.2,27.4,26.0,1.0,31.8,12.2,27.3,26.0
2023-05-30 20:45:00,,,31.8,28.7,30.066666666666663,28.5,28.5,[28.5],28.7,1.0,29.7,20.2,27.5,26.0,1.0,31.8,12.3,27.4,26.0
2023-05-30 20:50:00,,,31.5,28.6,29.96666666666667,28.5,28.5,[28.5],28.6,1.0,29.8,20.1,27.5,26.0,1.0,31.5,20.4,27.6,26.0
2023-05-30 20:55:00,,,31.5,27.7,29.633333333333336,28.5,28.5,[28.5],27.7,1.0,29.7,20.3,27.2,26.0,1.0,31.5,20.7,28.5,26.0
2023-05-30 21:00:00,,,31.0,27.2,29.3,28.4,28.4,[28.4],27.2,1.0,29.7,12.2,26.8,26.0,1.0,31.0,20.4,27.9,26.0
2023-05-30 21:05:00,,,31.0,26.8,29.133333333333336,28.3,28.3,[28.3],26.8,1.0,29.6,12.3,26.9,26.0,1.0,31.0,13.1,26.9,26.0
2023-05-30 21:10:00,,,32.2,27.2,29.666666666666668,28.3,28.3,[28.3],27.2,1.0,29.6,18.7,27.4,26.0,1.0,32.2,12.4,27.2,26.0
2023-05-30 21:15:00,,,32.2,27.2,29.7,28.3,28.3,[28.3],27.2,1.0,29.7,20.1,27.3,26.0,1.0,32.2,12.4,27.3,26.0
2023-05-30 21:20:00,,,31.7,27.4,29.6,28.4,28.4,[28.4],27.4,1.0,29.7,20.3,27.4,26.0,1.0,31.7,20.5,27.1,26.0
2023-05-30 21:25:00,,,31.3,26.9,29.266666666666666,28.4,28.4,[28.4],26.9,1.0,29.6,20.0,27.4,26.0,1.0,31.3,20.4,26.9,26.0
2023-05-30 21:30:00,,,31.3,27.3,29.4,28.3,28.3,[28.3],27.3,1.0,29.6,12.4,27.1,26.0,1.0,31.3,12.3,27.0,26.0
2023-05-30 21:35:00,,,31.6,27.3,29.5,28.3,28.3,[28.3],27.3,1.0,29.6,12.0,27.4,26.0,1.0,31.6,20.4,27.5,26.0
2023-05-30 21:40:00,,,31.7,27.0,29.433333333333334,28.4,28.4,[28.4],27.0,1.0,29.6,20.2,27.5,26.0,1.0,31.7,20.5,27.1,26.0
2023-05-30 21:45:00,,,31.5,26.6,29.266666666666666,28.3,28.3,[28.3],26.6,1.0,29.7,12.1,26.9,26.0,1.0,31.5,12.3,27.0,26.0
2023-05-30 21:50:00,,,32.0,27.4,29.7,28.4,28.4,[28.4],27.4,1.0,29.7,12.3,27.3,26.0,1.0,32.0,12.2,27.0,26.0
2023-05-30 21:55:00,,,31.9,28.0,29.899999999999995,28.4,28.4,[28.4],28.0,1.0,29.8,20.0,27.5,26.0,1.0,31.9,12.2,27.1,26.0
2023-05-30 22:00:00,,,31.7,28.3,29.933333333333334,28.5,28.5,[28.5],28.3,1.0,29.8,20.3,27.4,26.0,1.0,31.7,12.2,27.4,26.0
2023-05-30 22:05:00,,,31.4,27.7,29.7,28.5,28.5,[28.5],27.7,1.0,30.0,20.1,27.1,26.0,1.0,31.4,20.6,28.1,26.0
2023-05-30 22:10:00,,,31.4,27.2,29.53333333333333,28.4,28.4,[28.4],27.2,1.0,30.0,12.3,26.9,26.0,1.0,31.4,20.5,27.8,26.0
2023-05-30 22:15:00,,,31.6,26.9,29.46666666666667,28.3,28.3,[28.3],26.9,1.0,29.9,12.3,26.9,26.0,1.0,31.6,12.3,27.0,26.0
2023-05-30 22:20:00,,,32.2,27.8,29.933333333333337,28.3,28.3,[28.3],27.8,1.0,29.8,12.2,27.3,26.0,1.0,32.2,12.2,27.1,26.0
