time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,46061_c,46061_h,46061_r,46061_s,46068_c,46068_h,46068_r,46068_s,46071_c,46071_h,46071_r,46071_s,583987_c,583987_h,583987_r,583987_s,583988_c,583988_h,583988_r,583988_s
2023-06-03 00:55:00,26.9,100.0,24.9,21.7,23.16,24.7,24.7,[24.7],1.0,24.9,25.0,24.0,1.0,23.1,27.0,22.0,1.0,23.6,25.0,22.0,1.0,22.5,25.0,22.0,1.0,21.7,26.0,22.0
2023-06-03 01:00:00,26.8,100.0,24.2,21.8,22.98,24.8,24.8,[24.8],1.0,24.2,25.0,24.0,1.0,22.9,26.0,22.0,1.0,23.5,25.0,22.0,1.0,22.5,25.0,22.0,1.0,21.8,26.0,22.0
2023-06-03 01:05:00,26.8,100.0,24.2,21.8,23.08,24.8,24.8,[24.8],1.0,24.2,26.0,23.0,1.0,22.8,27.0,22.0,1.0,23.3,25.0,22.0,1.0,23.3,25.0,22.0,1.0,21.8,26.0,22.0
2023-06-03 01:10:00,26.8,100.0,24.7,22.0,23.48,24.8,24.8,[24.8],1.0,24.7,26.0,23.0,1.0,22.9,27.0,22.0,1.0,23.8,26.0,22.0,1.0,24.0,25.0,22.0,1.0,22.0,26.0,22.0
2023-06-03 01:15:00,26.8,100.0,24.5,22.0,23.4,25.0,25.0,[25.0],1.0,24.5,25.0,23.0,1.0,23.3,27.0,22.0,1.0,23.2,26.0,22.0,1.0,24.0,25.0,22.0,1.0,22.0,27.0,22.0
2023-06-03 01:20:00,26.8,100.0,24.4,21.9,23.48,24.9,24.9,[24.9],1.0,24.4,25.0,23.0,1.0,23.3,27.0,22.0,1.0,23.6,25.0,22.0,1.0,24.2,25.0,22.0,1.0,21.9,27.0,22.0
2023-06-03 01:25:00,26.8,100.0,24.3,21.8,23.08,24.8,24.8,[24.8],1.0,24.3,25.0,23.0,1.0,23.3,27.0,22.0,1.0,23.3,25.0,22.0,1.0,22.7,25.0,22.0,1.0,21.8,27.0,22.0
2023-06-03 01:30:00,26.8,101.0,24.0,21.8,22.98,24.9,24.9,[24.9],1.0,24.0,26.0,23.0,1.0,23.0,27.0,22.0,1.0,23.0,25.0,22.0,1.0,23.1,25.0,22.0,1.0,21.8,27.0,22.0
2023-06-03 01:35:00,26.8,100.0,24.5,22.1,23.380000000000003,24.9,24.9,[24.9],1.0,24.5,26.0,23.0,1.0,23.0,27.0,22.0,1.0,23.4,26.0,22.0,1.0,23.9,26.0,22.0,1.0,22.1,27.0,22.0
2023-06-03 01:40:00,26.8,101.0,24.7,21.8,23.44,24.9,24.9,[24.9],1.0,24.7,25.0,23.0,1.0,23.0,27.0,22.0,1.0,23.6,25.0,22.0,1.0,24.1,25.0,22.0,1.0,21.8,26.0,22.0
2023-06-03 01:45:00,26.8,100.0,24.8,21.8,23.5,24.9,24.9,[24.9],1.0,24.8,26.0,23.0,1.0,23.0,27.0,22.0,1.0,23.9,26.0,22.0,1.0,24.0,26.0,22.0,1.0,21.8,27.0,22.0
2023-06-03 01:50:00,26.8,100.0,24.1,22.1,23.380000000000003,24.5,24.5,[24.5],1.0,24.1,25.0,23.0,1.0,22.8,27.0,22.0,1.0,23.9,24.0,22.0,1.0,24.0,24.0,22.0,1.0,22.1,26.0,22.0
2023-06-03 01:55:00,26.7,99.0,24.1,22.1,23.2,24.7,24.7,[24.7],1.0,24.1,26.0,23.0,1.0,22.8,27.0,22.0,1.0,23.3,25.0,22.0,1.0,23.7,24.0,22.0,1.0,22.1,26.0,22.0
2023-06-03 02:00:00,26.7,101.0,24.5,22.1,23.360000000000003,24.8,24.8,[24.8],1.0,24.5,26.0,23.0,1.0,22.8,27.0,22.0,1.0,23.7,25.0,22.0,1.0,23.7,25.0,22.0,1.0,22.1,27.0,22.0
2023-06-03 02:05:00,26.7,103.0,24.4,21.9,23.28,24.7,24.7,[24.7],1.0,24.4,25.0,24.0,1.0,22.8,27.0,23.0,1.0,23.4,25.0,23.0,1.0,23.9,25.0,23.0,1.0,21.9,26.0,23.0
2023-06-03 02:10:00,26.7,100.0,24.8,21.9,23.44,24.9,24.9,[24.9],1.0,24.8,25.0,24.0,1.0,22.9,27.0,23.0,1.0,23.8,25.0,23.0,1.0,23.8,25.0,23.0,1.0,21.9,27.0,23.0
2023-06-03 02:15:00,26.8,100.0,24.6,22.1,23.5,24.8,24.8,[24.8],1.0,24.6,26.0,24.0,1.0,22.9,27.0,23.0,1.0,23.8,26.0,23.0,1.0,24.1,26.0,23.0,1.0,22.1,26.0,23.0
2023-06-03 02:20:00,26.7,100.0,24.7,22.1,23.48,24.8,24.8,[24.8],1.0,24.7,25.0,24.0,1.0,22.9,27.0,23.0,1.0,23.6,26.0,23.0,1.0,24.1,26.0,23.0,1.0,22.1,26.0,23.0
2023-06-03 02:25:00,26.7,100.0,24.1,21.8,22.94,24.6,24.6,[24.6],1.0,24.1,25.0,24.0,1.0,22.7,27.0,23.0,1.0,23.6,25.0,23.0,1.0,22.5,25.0,23.0,1.0,21.8,26.0,23.0
2023-06-03 02:30:00,26.6,100.0,24.1,22.0,23.14,24.7,24.7,[24.7],1.0,24.1,25.0,24.0,1.0,22.7,26.0,23.0,1.0,23.4,25.0,23.0,1.0,23.5,25.0,23.0,1.0,22.0,26.0,23.0
2023-06-03 02:35:00,26.7,99.0,24.3,22.0,23.24,24.9,24.9,[24.9],1.0,24.3,25.0,24.0,1.0,22.9,27.0,23.0,1.0,23.5,25.0,23.0,1.0,23.5,25.0,23.0,1.0,22.0,27.0,23.0
2023-06-03 02:40:00,26.6,100.0,24.6,22.1,23.52,24.9,24.9,[24.9],1.0,24.6,26.0,24.0,1.0,23.4,27.0,24.0,1.0,23.5,25.0,24.0,1.0,24.0,25.0,24.0,1.0,22.1,27.0,24.0
2023-06-03 02:45:00,26.6,100.0,24.5,22.1,23.34,24.9,24.9,[24.9],1.0,24.5,26.0,24.0,1.0,23.1,27.0,24.0,1.0,23.1,25.0,24.0,1.0,23.9,25.0,24.0,1.0,22.1,27.0,24.0
2023-06-03 02:50:00,26.6,100.0,24.5,21.9,23.34,24.8,24.8,[24.8],1.0,24.5,25.0,24.0,1.0,23.0,27.0,24.0,1.0,23.3,26.0,24.0,1.0,24.0,26.0,24.0,1.0,21.9,27.0,24.0
2023-06-03 02:55:00,26.6,100.0,24.6,22.0,23.28,24.5,24.5,[24.5],1.0,24.6,25.0,24.0,1.0,23.0,27.0,24.0,1.0,23.6,25.0,24.0,1.0,23.2,25.0,24.0,1.0,22.0,26.0,24.0
2023-06-03 03:00:00,26.6,100.0,23.9,21.9,22.82,24.7,24.7,[24.7],1.0,23.9,26.0,24.0,1.0,22.7,27.0,24.0,1.0,23.1,25.0,24.0,1.0,22.5,25.0,24.0,1.0,21.9,26.0,24.0
2023-06-03 03:05:00,26.5,100.0,24.6,22.1,23.46,24.7,24.7,[24.7],1.0,24.6,25.0,25.0,1.0,22.8,27.0,25.0,1.0,23.8,25.0,25.0,1.0,24.0,26.0,25.0,1.0,22.1,26.0,25.0
2023-06-03 03:10:00,26.5,100.0,24.4,22.0,23.26,24.9,24.9,[24.9],1.0,24.4,25.0,25.0,1.0,22.8,27.0,25.0,1.0,23.3,25.0,25.0,1.0,23.8,25.0,25.0,1.0,22.0,26.0,25.0
2023-06-03 03:15:00,26.5,101.0,24.3,21.9,23.26,25.0,25.0,[25.0],1.0,24.3,26.0,25.0,1.0,23.1,27.0,25.0,1.0,23.0,26.0,25.0,1.0,24.0,26.0,25.0,1.0,21.9,27.0,25.0
2023-06-03 03:20:00,26.5,100.0,24.5,21.9,23.380000000000003,25.0,25.0,[25.0],1.0,24.5,26.0,25.0,1.0,23.5,27.0,25.0,1.0,23.0,25.0,25.0,1.0,24.0,25.0,25.0,1.0,21.9,27.0,25.0
2023-06-03 03:25:00,26.5,100.0,24.7,22.0,23.380000000000003,25.1,25.1,[25.1],1.0,24.7,25.0,25.0,1.0,23.2,27.0,25.0,1.0,22.9,25.0,25.0,1.0,24.1,25.0,25.0,1.0,22.0,27.0,25.0
2023-06-03 03:30:00,26.5,100.0,24.7,21.8,23.38,24.7,24.7,[24.7],1.0,24.7,25.0,25.0,1.0,23.0,26.0,25.0,1.0,23.3,24.0,25.0,1.0,24.1,24.0,25.0,1.0,21.8,27.0,25.0
2023-06-03 03:35:00,26.4,100.0,24.2,21.9,23.12,24.7,24.7,[24.7],1.0,24.2,25.0,26.0,1.0,22.9,26.0,26.0,1.0,23.3,25.0,26.0,1.0,23.3,25.0,26.0,1.0,21.9,26.0,26.0
2023-06-03 03:40:00,26.4,100.0,24.2,21.9,23.26,24.8,24.8,[24.8],1.0,24.2,26.0,26.0,1.0,22.9,27.0,26.0,1.0,23.4,25.0,26.0,1.0,23.9,25.0,26.0,1.0,21.9,27.0,26.0
2023-06-03 03:45:00,26.5,100.0,24.6,22.0,23.42,24.8,24.8,[24.8],1.0,24.6,26.0,26.0,1.0,22.9,27.0,26.0,1.0,23.7,25.0,26.0,1.0,23.9,25.0,26.0,1.0,22.0,26.0,26.0
2023-06-03 03:50:00,26.5,103.0,24.6,22.0,23.3,24.9,24.9,[24.9],1.0,24.6,25.0,26.0,1.0,22.9,27.0,26.0,1.0,23.1,26.0,26.0,1.0,23.9,26.0,26.0,1.0,22.0,26.0,26.0
2023-06-03 03:55:00,26.5,101.0,24.6,22.0,23.44,24.9,24.9,[24.9],1.0,24.6,25.0,26.0,1.0,22.9,27.0,26.0,1.0,23.6,25.0,26.0,1.0,24.1,25.0,26.0,1.0,22.0,27.0,26.0
2023-06-03 04:00:00,26.4,101.0,24.6,22.0,23.44,24.8,24.8,[24.8],1.0,24.6,26.0,26.0,1.0,22.9,27.0,26.0,1.0,23.6,26.0,26.0,1.0,24.1,26.0,26.0,1.0,22.0,26.0,26.0
2023-06-03 04:05:00,26.4,100.0,24.5,22.1,23.3,24.8,24.8,[24.8],1.0,24.5,25.0,25.0,1.0,22.8,27.0,24.0,1.0,23.1,26.0,26.0,1.0,24.0,26.0,26.0,1.0,22.1,26.0,25.0
2023-06-03 04:10:00,26.4,100.0,24.6,22.1,23.36,24.7,24.7,[24.7],1.0,24.6,25.0,25.0,1.0,22.9,27.0,24.0,1.0,23.8,25.0,26.0,1.0,23.4,25.0,26.0,1.0,22.1,27.0,25.0
2023-06-03 04:15:00,26.4,100.0,24.1,21.8,23.04,24.7,24.7,[24.7],1.0,24.1,25.0,25.0,1.0,22.8,26.0,24.0,1.0,23.0,25.0,26.0,1.0,23.5,25.0,26.0,1.0,21.8,26.0,25.0
2023-06-03 04:20:00,26.4,100.0,24.7,21.8,23.32,24.7,24.7,[24.7],1.0,24.7,26.0,25.0,1.0,22.7,27.0,24.0,1.0,23.9,25.0,26.0,1.0,23.5,26.0,26.0,1.0,21.8,26.0,25.0
2023-06-03 04:25:00,26.4,100.0,24.5,22.1,23.36,24.7,24.7,[24.7],1.0,24.5,26.0,25.0,1.0,22.8,27.0,24.0,1.0,23.3,26.0,26.0,1.0,24.1,25.0,26.0,1.0,22.1,26.0,25.0
2023-06-03 04:30:00,26.4,101.0,24.5,22.0,23.32,24.9,24.9,[24.9],1.0,24.5,25.0,25.0,1.0,22.8,27.0,24.0,1.0,23.3,26.0,26.0,1.0,24.0,26.0,26.0,1.0,22.0,27.0,25.0
2023-06-03 04:35:00,26.4,100.0,24.6,21.9,23.3,24.9,24.9,[24.9],1.0,24.6,25.0,24.0,1.0,23.2,27.0,24.0,1.0,23.7,25.0,25.0,1.0,23.1,25.0,25.0,1.0,21.9,27.0,24.0
2023-06-03 04:40:00,26.3,100.0,24.4,21.9,23.24,24.6,24.6,[24.6],1.0,24.4,25.0,24.0,1.0,23.3,27.0,23.0,1.0,23.5,24.0,25.0,1.0,23.1,24.0,25.0,1.0,21.9,26.0,24.0
2023-06-03 04:45:00,26.2,100.0,24.4,21.8,23.0,24.8,24.8,[24.8],1.0,24.4,26.0,24.0,1.0,22.8,27.0,23.0,1.0,23.3,25.0,25.0,1.0,22.7,25.0,25.0,1.0,21.8,27.0,24.0
2023-06-03 04:50:00,26.3,100.0,24.4,22.1,23.28,24.8,24.8,[24.8],1.0,24.4,26.0,24.0,1.0,22.8,27.0,23.0,1.0,23.3,25.0,25.0,1.0,23.8,25.0,25.0,1.0,22.1,27.0,24.0
2023-06-03 04:55:00,26.3,101.0,24.6,21.8,23.22,24.7,24.7,[24.7],1.0,24.6,25.0,24.0,1.0,22.9,27.0,23.0,1.0,23.0,25.0,25.0,1.0,23.8,25.0,25.0,1.0,21.8,26.0,24.0
2023-06-03 05:00:00,26.3,100.0,24.3,21.8,23.2,24.8,24.8,[24.8],1.0,24.3,25.0,24.0,1.0,22.8,27.0,23.0,1.0,23.0,25.0,25.0,1.0,24.1,25.0,25.0,1.0,21.8,26.0,24.0
2023-06-03 05:05:00,26.3,101.0,24.7,22.0,23.380000000000003,24.8,24.8,[24.8],1.0,24.7,26.0,23.0,1.0,22.9,27.0,22.0,1.0,23.2,25.0,24.0,1.0,24.1,25.0,24.0,1.0,22.0,26.0,23.0
2023-06-03 05:10:00,26.4,100.0,24.6,22.0,23.3,24.8,24.8,[24.8],1.0,24.6,26.0,23.0,1.0,22.8,27.0,22.0,1.0,23.1,26.0,24.0,1.0,24.0,26.0,24.0,1.0,22.0,26.0,23.0
2023-06-03 05:15:00,26.4,100.0,24.5,22.0,23.32,24.9,24.9,[24.9],1.0,24.5,25.0,23.0,1.0,22.8,27.0,22.0,1.0,23.1,26.0,24.0,1.0,24.2,26.0,24.0,1.0,22.0,26.0,23.0
2023-06-03 05:20:00,26.4,100.0,24.8,22.1,23.6,24.6,24.6,[24.6],1.0,24.8,25.0,23.0,1.0,23.0,27.0,22.0,1.0,23.9,25.0,24.0,1.0,24.2,25.0,24.0,1.0,22.1,26.0,23.0
2023-06-03 05:25:00,26.3,100.0,24.1,22.1,22.94,24.8,24.8,[24.8],1.0,24.1,26.0,23.0,1.0,22.7,27.0,22.0,1.0,23.2,25.0,24.0,1.0,22.6,25.0,24.0,1.0,22.1,27.0,23.0
2023-06-03 05:30:00,26.3,100.0,24.5,22.1,23.2,24.9,24.9,[24.9],1.0,24.5,26.0,23.0,1.0,23.2,27.0,22.0,1.0,23.7,25.0,24.0,1.0,22.5,25.0,24.0,1.0,22.1,27.0,23.0
2023-06-03 05:35:00,26.3,100.0,24.6,22.0,23.34,24.9,24.9,[24.9],1.0,24.6,25.0,22.0,1.0,23.3,27.0,22.0,1.0,23.0,25.0,23.0,1.0,23.8,25.0,23.0,1.0,22.0,27.0,22.0
2023-06-03 05:40:00,26.4,100.0,24.3,22.1,23.24,25.0,25.0,[25.0],1.0,24.3,25.0,22.0,1.0,23.0,27.0,22.0,1.0,23.0,25.0,23.0,1.0,23.8,25.0,23.0,1.0,22.1,27.0,22.0
2023-06-03 05:45:00,26.4,100.0,24.2,22.1,23.16,24.7,24.7,[24.7],1.0,24.2,25.0,22.0,1.0,23.1,27.0,22.0,1.0,23.8,25.0,23.0,1.0,22.6,25.0,23.0,1.0,22.1,26.0,22.0
2023-06-03 05:50:00,26.4,102.0,24.2,21.9,22.96,24.7,24.7,[24.7],1.0,24.2,26.0,22.0,1.0,22.8,27.0,22.0,1.0,23.3,25.0,23.0,1.0,22.6,25.0,23.0,1.0,21.9,26.0,22.0
2023-06-03 05:55:00,26.4,99.0,24.5,22.0,23.380000000000003,24.7,24.7,[24.7],1.0,24.5,26.0,22.0,1.0,22.8,27.0,22.0,1.0,23.7,25.0,23.0,1.0,23.9,25.0,23.0,1.0,22.0,27.0,22.0
2023-06-03 06:00:00,26.4,,24.5,22.0,23.32,24.7,24.7,[24.7],1.0,24.5,25.0,22.0,1.0,22.9,27.0,22.0,1.0,23.4,25.0,23.0,1.0,23.8,25.0,23.0,1.0,22.0,26.0,22.0
2023-06-03 06:05:00,26.4,101.0,24.3,21.8,23.36,24.9,24.9,[24.9],1.0,24.3,25.0,23.0,1.0,22.9,27.0,23.0,1.0,23.7,25.0,24.0,1.0,24.1,25.0,24.0,1.0,21.8,27.0,23.0
2023-06-03 06:10:00,26.5,101.0,24.7,21.9,23.3,24.8,24.8,[24.8],1.0,24.7,26.0,23.0,1.0,22.8,27.0,23.0,1.0,23.1,26.0,24.0,1.0,24.0,26.0,24.0,1.0,21.9,26.0,23.0
2023-06-03 06:15:00,26.6,101.0,24.5,21.9,23.28,24.9,24.9,[24.9],1.0,24.5,25.0,23.0,1.0,22.8,27.0,23.0,1.0,23.1,26.0,24.0,1.0,24.1,26.0,24.0,1.0,21.9,26.0,23.0
2023-06-03 06:20:00,26.6,101.0,24.7,21.8,23.48,24.8,24.8,[24.8],1.0,24.7,25.0,23.0,1.0,23.2,27.0,23.0,1.0,23.6,25.0,24.0,1.0,24.1,25.0,24.0,1.0,21.8,27.0,23.0
2023-06-03 06:25:00,26.5,100.0,24.1,21.7,22.96,24.7,24.7,[24.7],1.0,24.1,25.0,23.0,1.0,23.3,27.0,23.0,1.0,23.2,25.0,24.0,1.0,22.5,25.0,24.0,1.0,21.7,26.0,23.0
2023-06-03 06:30:00,26.6,101.0,24.6,22.1,23.32,24.8,24.8,[24.8],1.0,24.6,26.0,23.0,1.0,22.9,27.0,23.0,1.0,22.9,25.0,24.0,1.0,24.1,25.0,24.0,1.0,22.1,26.0,23.0
2023-06-03 06:35:00,26.6,102.0,24.6,22.1,23.42,24.8,24.8,[24.8],1.0,24.6,26.0,22.0,1.0,22.9,27.0,23.0,1.0,23.5,25.0,24.0,1.0,24.0,25.0,24.0,1.0,22.1,26.0,23.0
2023-06-03 06:40:00,26.7,100.0,24.5,22.0,23.36,24.8,24.8,[24.8],1.0,24.5,25.0,22.0,1.0,23.0,27.0,23.0,1.0,23.3,25.0,24.0,1.0,24.0,25.0,24.0,1.0,22.0,26.0,23.0
2023-06-03 06:45:00,26.8,100.0,24.5,22.0,23.44,24.9,24.9,[24.9],1.0,24.5,25.0,22.0,1.0,23.4,27.0,23.0,1.0,23.3,25.0,24.0,1.0,24.0,25.0,24.0,1.0,22.0,27.0,23.0
2023-06-03 06:50:00,26.8,101.0,23.9,22.0,23.02,24.8,24.8,[24.8],1.0,23.9,25.0,22.0,1.0,23.4,26.0,23.0,1.0,23.4,25.0,24.0,1.0,22.4,25.0,24.0,1.0,22.0,27.0,23.0
2023-06-03 06:55:00,26.9,101.0,23.9,21.8,22.82,24.8,24.8,[24.8],1.0,23.9,26.0,22.0,1.0,23.0,27.0,23.0,1.0,23.0,25.0,24.0,1.0,22.4,25.0,24.0,1.0,21.8,27.0,23.0
2023-06-03 07:00:00,26.9,102.0,24.5,22.0,23.3,24.8,24.8,[24.8],1.0,24.5,25.0,22.0,1.0,22.9,27.0,23.0,1.0,23.4,26.0,24.0,1.0,23.7,26.0,24.0,1.0,22.0,27.0,23.0
2023-06-03 07:05:00,27.0,101.0,24.3,21.8,23.28,24.8,24.8,[24.8],1.0,24.3,25.0,22.0,1.0,22.9,27.0,22.0,1.0,23.6,26.0,23.0,1.0,23.8,26.0,23.0,1.0,21.8,26.0,23.0
2023-06-03 07:10:00,27.0,100.0,24.3,21.9,23.18,25.0,25.0,[25.0],1.0,24.3,26.0,22.0,1.0,22.9,27.0,22.0,1.0,23.0,26.0,23.0,1.0,23.8,26.0,23.0,1.0,21.9,27.0,23.0
2023-06-03 07:15:00,27.1,101.0,24.5,21.9,23.18,24.9,24.9,[24.9],1.0,24.5,25.0,22.0,1.0,23.4,27.0,22.0,1.0,23.0,25.0,23.0,1.0,23.1,25.0,23.0,1.0,21.9,27.0,23.0
2023-06-03 07:20:00,27.0,100.0,24.2,21.7,23.08,24.7,24.7,[24.7],1.0,24.2,24.0,22.0,1.0,23.4,26.0,22.0,1.0,23.0,25.0,23.0,1.0,23.1,25.0,23.0,1.0,21.7,27.0,23.0
2023-06-03 07:25:00,27.0,100.0,24.0,21.9,23.18,24.9,24.9,[24.9],1.0,24.0,25.0,22.0,1.0,23.0,27.0,22.0,1.0,23.1,25.0,23.0,1.0,23.9,25.0,23.0,1.0,21.9,27.0,23.0
2023-06-03 07:30:00,27.0,101.0,,,,24.9,24.9,[24.9],1.0,,26.0,22.0,1.0,,27.0,22.0,1.0,,25.0,23.0,1.0,,25.0,23.0,1.0,,27.0,23.0
2023-06-03 07:35:00,27.0,100.0,24.5,22.0,23.34,24.9,24.9,[24.9],1.0,24.5,26.0,22.0,1.0,22.9,27.0,22.0,1.0,23.3,26.0,22.0,1.0,24.0,26.0,22.0,1.0,22.0,26.0,22.0
2023-06-03 07:40:00,27.0,100.0,24.5,22.0,23.32,24.8,24.8,[24.8],1.0,24.5,25.0,22.0,1.0,22.9,27.0,22.0,1.0,23.2,24.0,22.0,1.0,24.0,24.0,22.0,1.0,22.0,26.0,22.0
2023-06-03 07:45:00,27.0,100.0,24.7,21.9,23.340000000000003,24.7,24.7,[24.7],1.0,24.7,25.0,22.0,1.0,22.8,27.0,22.0,1.0,23.2,25.0,22.0,1.0,24.1,25.0,22.0,1.0,21.9,26.0,22.0
2023-06-03 07:50:00,27.0,100.0,24.5,22.2,23.46,24.9,24.9,[24.9],1.0,24.5,26.0,22.0,1.0,23.4,27.0,22.0,1.0,23.3,25.0,22.0,1.0,23.9,25.0,22.0,1.0,22.2,27.0,22.0
2023-06-03 07:55:00,26.9,101.0,24.8,22.2,23.52,24.9,24.9,[24.9],1.0,24.8,25.0,22.0,1.0,23.4,27.0,22.0,1.0,23.4,25.0,22.0,1.0,23.8,25.0,22.0,1.0,22.2,27.0,22.0
2023-06-03 08:00:00,26.9,100.0,24.3,22.0,23.04,24.9,24.9,[24.9],1.0,24.3,26.0,22.0,1.0,23.3,27.0,22.0,1.0,23.0,25.0,22.0,1.0,22.6,25.0,22.0,1.0,22.0,27.0,22.0
2023-06-03 08:05:00,26.9,100.0,24.6,22.0,23.26,24.9,24.9,[24.9],1.0,24.6,25.0,22.0,1.0,23.0,27.0,22.0,1.0,23.0,25.0,22.0,1.0,23.7,25.0,22.0,1.0,22.0,27.0,22.0
2023-06-03 08:10:00,26.9,101.0,24.6,22.1,23.44,24.9,24.9,[24.9],1.0,24.6,25.0,22.0,1.0,23.0,27.0,22.0,1.0,23.5,26.0,22.0,1.0,24.0,26.0,22.0,1.0,22.1,26.0,22.0
2023-06-03 08:15:00,27.0,100.0,24.5,21.9,23.34,24.9,24.9,[24.9],1.0,24.5,26.0,22.0,1.0,22.9,27.0,22.0,1.0,23.4,26.0,22.0,1.0,24.0,26.0,22.0,1.0,21.9,26.0,22.0
2023-06-03 08:20:00,27.0,101.0,24.8,22.2,23.380000000000003,24.9,24.9,[24.9],1.0,24.8,25.0,22.0,1.0,22.9,27.0,22.0,1.0,23.0,25.0,22.0,1.0,24.0,25.0,22.0,1.0,22.2,26.0,22.0
2023-06-03 08:25:00,27.0,100.0,24.0,21.9,23.22,24.6,24.6,[24.6],1.0,24.0,24.0,22.0,1.0,22.7,26.0,22.0,1.0,23.9,25.0,22.0,1.0,23.6,25.0,22.0,1.0,21.9,26.0,22.0
2023-06-03 08:30:00,27.1,102.0,24.4,21.7,23.04,24.8,24.8,[24.8],1.0,24.4,25.0,22.0,1.0,22.7,27.0,22.0,1.0,23.7,25.0,22.0,1.0,22.7,25.0,22.0,1.0,21.7,26.0,22.0
2023-06-03 08:35:00,27.2,100.0,24.7,21.9,23.32,24.8,24.8,[24.8],1.0,24.7,26.0,22.0,1.0,22.8,27.0,22.0,1.0,23.5,26.0,22.0,1.0,23.7,25.0,22.0,1.0,21.9,26.0,22.0
2023-06-03 08:40:00,27.3,101.0,24.7,21.9,23.32,24.7,24.7,[24.7],1.0,24.7,25.0,22.0,1.0,22.9,27.0,22.0,1.0,23.2,26.0,22.0,1.0,23.9,26.0,22.0,1.0,21.9,26.0,22.0
2023-06-03 08:45:00,27.3,102.0,24.6,22.0,23.5,25.0,25.0,[25.0],1.0,24.6,25.0,22.0,1.0,23.2,27.0,22.0,1.0,23.6,26.0,22.0,1.0,24.1,26.0,22.0,1.0,22.0,27.0,22.0
2023-06-03 08:50:00,27.3,100.0,24.6,22.0,23.5,24.9,24.9,[24.9],1.0,24.6,25.0,22.0,1.0,23.2,27.0,22.0,1.0,23.6,25.0,22.0,1.0,24.1,25.0,22.0,1.0,22.0,27.0,22.0
2023-06-03 08:55:00,27.3,100.0,24.0,21.8,22.96,24.7,24.7,[24.7],1.0,24.0,25.0,22.0,1.0,23.4,27.0,22.0,1.0,23.0,25.0,22.0,1.0,22.6,25.0,22.0,1.0,21.8,27.0,22.0
2023-06-03 09:00:00,27.3,100.0,24.0,22.1,22.94,24.8,24.8,[24.8],1.0,24.0,26.0,22.0,1.0,23.0,27.0,22.0,1.0,23.0,25.0,22.0,1.0,22.6,25.0,22.0,1.0,22.1,27.0,22.0
2023-06-03 09:05:00,27.4,100.0,24.6,22.1,23.46,24.9,24.9,[24.9],1.0,24.6,25.0,22.0,1.0,23.0,27.0,22.0,1.0,23.6,26.0,22.0,1.0,24.0,26.0,22.0,1.0,22.1,27.0,22.0
2023-06-03 09:10:00,27.4,101.0,24.6,22.0,23.34,24.8,24.8,[24.8],1.0,24.6,25.0,22.0,1.0,23.0,27.0,22.0,1.0,23.1,26.0,22.0,1.0,24.0,26.0,22.0,1.0,22.0,26.0,22.0
2023-06-03 09:15:00,27.4,100.0,24.3,21.8,23.4,24.9,24.9,[24.9],1.0,24.3,26.0,22.0,1.0,22.9,27.0,22.0,1.0,23.7,25.0,22.0,1.0,24.3,25.0,22.0,1.0,21.8,27.0,22.0
2023-06-03 09:20:00,27.4,100.0,24.8,22.0,23.2,24.6,24.6,[24.6],1.0,24.8,25.0,22.0,1.0,22.8,27.0,22.0,1.0,23.7,24.0,22.0,1.0,22.7,24.0,22.0,1.0,22.0,26.0,22.0
2023-06-03 09:25:00,27.4,100.0,24.0,21.9,22.96,24.6,24.6,[24.6],1.0,24.0,26.0,22.0,1.0,22.8,27.0,22.0,1.0,23.4,24.0,22.0,1.0,22.7,25.0,22.0,1.0,21.9,26.0,22.0
2023-06-03 09:30:00,27.5,100.0,24.2,22.2,23.26,25.0,25.0,[25.0],1.0,24.2,26.0,22.0,1.0,22.8,27.0,22.0,1.0,23.1,25.0,22.0,1.0,24.0,25.0,22.0,1.0,22.2,27.0,22.0
2023-06-03 09:35:00,27.6,100.0,24.3,22.0,23.48,24.9,24.9,[24.9],1.0,24.3,25.0,22.0,1.0,23.4,26.0,22.0,1.0,23.7,25.0,22.0,1.0,24.0,25.0,22.0,1.0,22.0,26.0,22.0
2023-06-03 09:40:00,27.6,100.0,24.3,21.9,23.24,24.9,24.9,[24.9],1.0,24.3,25.0,22.0,1.0,22.9,26.0,22.0,1.0,23.1,25.0,22.0,1.0,24.0,25.0,22.0,1.0,21.9,26.0,22.0
2023-06-03 09:45:00,27.6,101.0,24.6,22.1,23.360000000000003,24.8,24.8,[24.8],1.0,24.6,26.0,22.0,1.0,23.0,27.0,22.0,1.0,23.1,25.0,22.0,1.0,24.0,25.0,22.0,1.0,22.1,27.0,22.0
2023-06-03 09:50:00,27.6,100.0,24.6,22.1,23.34,24.7,24.7,[24.7],1.0,24.6,25.0,22.0,1.0,23.0,27.0,22.0,1.0,23.7,25.0,22.0,1.0,23.3,25.0,22.0,1.0,22.1,26.0,22.0
2023-06-03 09:55:00,27.7,100.0,24.0,22.0,22.9,24.9,24.9,[24.9],1.0,24.0,26.0,22.0,1.0,22.8,27.0,22.0,1.0,23.1,25.0,22.0,1.0,22.6,25.0,22.0,1.0,22.0,27.0,22.0
