time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,1157752_c,1157752_h,1157752_r,1157752_s,1157753_c,1157753_h,1157753_r,1157753_s,1157754_c,1157754_h,1157754_p,1157754_r,1157754_s
2023-05-30 09:00:00,,,,,,,,,,,,,,,,,,,18.15,,
2023-05-30 09:05:00,,53.69,36.5,24.7,30.766666666666666,30.1,30.1,[30.1],1.0,24.7,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.5,18.07,26.0,26.0
2023-05-30 09:10:00,,53.64,36.6,24.8,30.83333333333333,30.1,30.1,[30.1],1.0,24.8,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,18.16,26.2,26.0
2023-05-30 09:15:00,,53.67,36.5,24.8,30.8,30.0,30.0,[30.0],1.0,24.8,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.5,17.92,25.8,26.0
2023-05-30 09:20:00,,53.67,36.6,24.8,30.83333333333333,30.0,30.0,[30.0],1.0,24.8,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,18.1,25.9,26.0
2023-05-30 09:25:00,,53.67,36.6,24.8,30.83333333333333,30.0,30.0,[30.0],1.0,24.8,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,17.95,25.8,26.0
2023-05-30 09:30:00,,53.64,36.5,24.8,30.8,30.0,30.0,[30.0],1.0,24.8,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.5,18.07,26.0,26.0
2023-05-30 09:35:00,,53.71,36.6,24.8,30.83333333333333,30.0,30.0,[30.0],1.0,24.8,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,17.97,25.8,26.0
2023-05-30 09:40:00,,53.69,36.6,24.7,30.8,30.1,30.1,[30.1],1.0,24.7,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,18.14,26.0,26.0
2023-05-30 09:45:00,,53.68,36.6,24.8,30.83333333333333,30.0,30.0,[30.0],1.0,24.8,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,18.09,26.0,26.0
2023-05-30 09:50:00,,53.69,36.6,24.7,30.8,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,18.09,25.9,26.0
2023-05-30 09:55:00,,53.68,36.6,24.7,30.8,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,18.03,25.9,26.0
2023-05-30 10:00:00,,53.7,36.6,24.8,30.866666666666664,30.0,30.0,[30.0],1.0,24.8,24.0,25.0,1.0,31.2,26.2,25.0,1.0,36.6,17.96,25.8,26.0
2023-05-30 10:05:00,,53.71,36.6,24.8,30.83333333333333,30.0,30.0,[30.0],1.0,24.8,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,18.09,25.9,26.0
2023-05-30 10:10:00,,53.64,36.6,24.7,30.8,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,18.07,25.9,26.0
2023-05-30 10:15:00,,53.67,36.6,24.7,30.8,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,22.27,26.1,26.0
2023-05-30 10:20:00,,53.68,36.5,24.6,30.73333333333333,30.0,30.0,[30.0],1.0,24.6,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.5,18.62,25.9,26.0
2023-05-30 10:25:00,,53.69,36.5,24.6,30.73333333333333,30.0,30.0,[30.0],1.0,24.6,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.5,18.14,25.8,26.0
2023-05-30 10:30:00,,53.68,36.5,24.6,30.7,30.0,30.0,[30.0],1.0,24.6,24.0,25.0,1.0,31.0,26.2,25.0,1.0,36.5,18.11,25.8,26.0
2023-05-30 10:35:00,,,,,,,,,,,,,,,,,,,,,
2023-05-30 10:40:00,,53.65,36.5,24.6,30.7,30.0,30.0,[30.0],1.0,24.6,24.0,25.0,1.0,31.0,26.2,25.0,1.0,36.5,18.14,25.6,26.0
2023-05-30 10:45:00,,53.64,36.5,24.6,30.7,30.0,30.0,[30.0],1.0,24.6,24.0,25.0,1.0,31.0,26.2,25.0,1.0,36.5,18.12,25.7,26.0
2023-05-30 10:50:00,,53.67,36.5,24.7,30.73333333333333,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.0,26.2,25.0,1.0,36.5,18.01,25.8,26.0
2023-05-30 10:55:00,,53.67,36.5,24.6,30.7,30.0,30.0,[30.0],1.0,24.6,24.0,25.0,1.0,31.0,26.2,25.0,1.0,36.5,18.02,25.9,26.0
2023-05-30 11:00:00,,53.69,36.5,24.6,30.7,30.0,30.0,[30.0],1.0,24.6,24.0,25.0,1.0,31.0,26.2,25.0,1.0,36.5,18.03,25.8,26.0
2023-05-30 11:05:00,,53.63,36.5,24.7,30.766666666666666,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.5,18.3,26.0,26.0
2023-05-30 11:10:00,,53.62,36.5,24.7,30.73333333333333,29.9,29.9,[29.9],1.0,24.7,24.0,25.0,1.0,31.0,26.2,25.0,1.0,36.5,17.94,25.9,26.0
2023-05-30 11:15:00,,53.69,36.5,24.7,30.73333333333333,29.9,29.9,[29.9],1.0,24.7,24.0,25.0,1.0,31.0,26.2,25.0,1.0,36.5,18.09,25.8,26.0
2023-05-30 11:20:00,,53.67,36.5,24.7,30.73333333333333,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.0,26.2,25.0,1.0,36.5,18.0,25.8,26.0
2023-05-30 11:25:00,,53.65,36.5,24.6,30.7,30.0,30.0,[30.0],1.0,24.6,24.0,25.0,1.0,31.0,26.2,25.0,1.0,36.5,18.22,25.8,26.0
2023-05-30 11:30:00,,53.67,36.5,24.7,30.766666666666666,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.5,18.12,25.7,26.0
2023-05-30 11:35:00,,53.65,36.6,24.7,30.8,29.9,29.9,[29.9],1.0,24.7,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,18.42,25.8,26.0
2023-05-30 11:40:00,,53.66,36.6,24.7,30.8,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,18.28,25.9,26.0
2023-05-30 11:45:00,,53.68,36.5,24.7,30.766666666666666,29.9,29.9,[29.9],1.0,24.7,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.5,18.38,25.9,26.0
2023-05-30 11:50:00,,53.65,36.6,24.7,30.8,29.9,29.9,[29.9],1.0,24.7,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,18.28,25.9,26.0
2023-05-30 11:55:00,,53.67,36.6,24.6,30.76666666666667,29.9,29.9,[29.9],1.0,24.6,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.6,18.25,25.8,26.0
2023-05-30 12:00:00,,53.66,36.5,24.7,30.766666666666666,29.9,29.9,[29.9],1.0,24.7,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.5,18.21,25.9,26.0
2023-05-30 12:05:00,,53.69,36.5,24.6,30.73333333333333,29.9,29.9,[29.9],1.0,24.6,24.0,25.0,1.0,31.1,26.2,25.0,1.0,36.5,18.29,25.8,26.0
2023-05-30 12:10:00,,53.76,36.5,24.7,30.766666666666666,29.9,29.9,[29.9],1.0,24.7,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.5,18.19,25.9,26.0
2023-05-30 12:15:00,,53.69,36.5,24.7,30.766666666666666,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.5,18.24,26.1,26.0
2023-05-30 12:20:00,,53.65,36.5,24.7,30.73333333333333,29.9,29.9,[29.9],1.0,24.7,24.0,25.0,1.0,31.0,26.1,25.0,1.0,36.5,18.35,25.9,26.0
2023-05-30 12:25:00,,53.7,36.5,24.7,30.766666666666666,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.5,18.27,25.9,26.0
2023-05-30 12:30:00,,53.69,36.5,24.7,30.766666666666666,29.9,29.9,[29.9],1.0,24.7,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.5,18.22,26.0,26.0
2023-05-30 12:35:00,,53.7,36.6,24.7,30.8,29.9,29.9,[29.9],1.0,24.7,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.6,18.31,25.8,26.0
2023-05-30 12:40:00,,53.66,36.5,24.8,30.8,30.0,30.0,[30.0],1.0,24.8,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.5,18.22,25.9,26.0
2023-05-30 12:45:00,,53.66,36.5,24.7,30.766666666666666,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.5,18.35,25.9,26.0
2023-05-30 12:50:00,,53.66,36.5,24.7,30.766666666666666,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.5,18.77,26.0,26.0
2023-05-30 12:55:00,,53.67,36.6,24.8,30.83333333333333,29.9,29.9,[29.9],1.0,24.8,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.6,18.33,26.0,26.0
2023-05-30 13:00:00,,53.68,36.6,24.7,30.8,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.6,18.27,25.8,26.0
2023-05-30 13:05:00,,53.66,36.6,24.8,30.866666666666664,29.9,29.9,[29.9],1.0,24.8,24.0,25.0,1.0,31.2,26.1,25.0,1.0,36.6,18.28,26.0,26.0
2023-05-30 13:10:00,,53.65,36.6,24.8,30.83333333333333,30.0,30.0,[30.0],1.0,24.8,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.6,18.31,25.9,26.0
2023-05-30 13:15:00,,53.66,36.6,24.7,30.8,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.6,18.2,25.8,26.0
2023-05-30 13:20:00,,53.71,36.6,24.7,30.8,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.6,18.75,25.9,26.0
2023-05-30 13:25:00,,53.66,36.6,24.8,30.83333333333333,30.0,30.0,[30.0],1.0,24.8,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.6,18.36,25.9,26.0
2023-05-30 13:30:00,,53.73,36.6,24.8,30.866666666666664,30.0,30.0,[30.0],1.0,24.8,24.0,25.0,1.0,31.2,26.1,25.0,1.0,36.6,18.45,25.9,26.0
2023-05-30 13:35:00,,53.68,36.6,24.8,30.866666666666664,30.0,30.0,[30.0],1.0,24.8,24.0,25.0,1.0,31.2,26.1,25.0,1.0,36.6,18.43,26.0,26.0
2023-05-30 13:40:00,,53.66,36.6,24.9,30.933333333333337,30.0,30.0,[30.0],1.0,24.9,24.0,25.0,1.0,31.3,26.1,25.0,1.0,36.6,18.41,26.0,26.0
2023-05-30 13:45:00,,53.68,36.6,24.9,30.866666666666664,30.0,30.0,[30.0],1.0,24.9,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.6,18.43,25.9,26.0
2023-05-30 13:50:00,,53.7,36.7,24.9,30.933333333333334,30.0,30.0,[30.0],1.0,24.9,24.0,25.0,1.0,31.2,26.1,25.0,1.0,36.7,18.71,25.9,26.0
2023-05-30 13:55:00,,53.66,36.8,24.8,30.933333333333334,30.0,30.0,[30.0],1.0,24.8,24.0,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.82,25.9,26.0
2023-05-30 14:00:00,,53.71,36.9,24.8,30.96666666666667,30.0,30.0,[30.0],1.0,24.8,24.0,23.0,1.0,31.2,26.1,23.0,1.0,36.9,19.97,25.7,24.0
2023-05-30 14:05:00,,53.71,37.0,24.9,31.03333333333333,30.1,30.1,[30.1],1.0,24.9,24.0,23.0,1.0,31.2,26.1,23.0,1.0,37.0,23.63,25.5,24.0
2023-05-30 14:10:00,,53.69,37.0,24.7,30.933333333333334,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.1,25.0,1.0,37.0,21.12,25.4,26.0
2023-05-30 14:15:00,,53.67,36.9,24.7,30.899999999999995,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.1,26.1,25.0,1.0,36.9,21.17,25.6,26.0
2023-05-30 14:20:00,,53.68,36.9,24.7,30.866666666666664,30.0,30.0,[30.0],1.0,24.7,24.0,25.0,1.0,31.0,26.1,25.0,1.0,36.9,20.48,25.3,26.0
2023-05-30 14:25:00,,53.67,36.9,24.7,30.83333333333333,29.9,29.9,[29.9],1.0,24.7,24.0,25.0,1.0,30.9,26.1,25.0,1.0,36.9,23.56,25.6,26.0
2023-05-30 14:30:00,,53.68,36.8,24.5,30.73333333333333,29.9,29.9,[29.9],1.0,24.5,24.0,25.0,1.0,30.9,26.1,25.0,1.0,36.8,20.1,25.6,26.0
2023-05-30 14:35:00,,53.65,36.8,24.5,30.7,29.9,29.9,[29.9],1.0,24.5,24.0,25.0,1.0,30.8,26.1,25.0,1.0,36.8,19.28,25.4,26.0
2023-05-30 14:40:00,,53.63,36.8,24.4,30.666666666666668,29.9,29.9,[29.9],1.0,24.4,24.0,25.0,1.0,30.8,26.0,25.0,1.0,36.8,20.03,25.6,26.0
2023-05-30 14:45:00,,53.64,36.7,24.5,30.633333333333336,29.9,29.9,[29.9],1.0,24.5,24.0,25.0,1.0,30.7,26.0,25.0,1.0,36.7,19.79,25.6,26.0
2023-05-30 14:50:00,,53.68,36.7,24.5,30.633333333333336,29.9,29.9,[29.9],1.0,24.5,23.9,25.0,1.0,30.7,26.0,25.0,1.0,36.7,19.9,25.6,26.0
2023-05-30 14:55:00,,53.7,36.7,24.5,30.666666666666668,29.9,29.9,[29.9],1.0,24.5,23.9,25.0,1.0,30.8,26.0,25.0,1.0,36.7,19.91,25.7,26.0
2023-05-30 15:00:00,,53.64,36.7,24.5,30.666666666666668,29.9,29.9,[29.9],1.0,24.5,23.9,25.0,1.0,30.8,26.0,25.0,1.0,36.7,19.84,25.5,26.0
2023-05-30 15:05:00,,53.67,36.7,24.5,30.666666666666668,29.9,29.9,[29.9],1.0,24.5,23.9,25.0,1.0,30.8,26.0,25.0,1.0,36.7,19.67,25.5,26.0
2023-05-30 15:10:00,,53.62,36.6,24.4,30.600000000000005,29.9,29.9,[29.9],1.0,24.4,23.9,25.0,1.0,30.8,26.0,25.0,1.0,36.6,19.45,25.6,26.0
2023-05-30 15:15:00,,53.63,36.7,24.5,30.666666666666668,29.9,29.9,[29.9],1.0,24.5,23.9,25.0,1.0,30.8,26.0,25.0,1.0,36.7,18.73,25.3,26.0
2023-05-30 15:20:00,,53.63,36.7,24.5,30.7,30.0,30.0,[30.0],1.0,24.5,23.9,25.0,1.0,30.9,26.0,25.0,1.0,36.7,19.21,25.7,26.0
2023-05-30 15:25:00,,53.66,36.7,24.5,30.7,29.9,29.9,[29.9],1.0,24.5,23.9,25.0,1.0,30.9,26.0,25.0,1.0,36.7,19.18,25.7,26.0
2023-05-30 15:30:00,,53.67,36.7,24.7,30.766666666666666,30.0,30.0,[30.0],1.0,24.7,23.9,25.0,1.0,30.9,26.0,25.0,1.0,36.7,19.32,25.7,26.0
2023-05-30 15:35:00,,53.65,36.7,24.7,30.766666666666666,30.0,30.0,[30.0],1.0,24.7,23.9,25.0,1.0,30.9,26.0,25.0,1.0,36.7,19.39,25.7,26.0
2023-05-30 15:40:00,,53.68,36.8,24.7,30.83333333333333,30.0,30.0,[30.0],1.0,24.7,23.9,25.0,1.0,31.0,26.0,25.0,1.0,36.8,19.33,25.5,26.0
2023-05-30 15:45:00,,53.65,36.8,24.7,30.83333333333333,30.0,30.0,[30.0],1.0,24.7,23.9,25.0,1.0,31.0,26.0,25.0,1.0,36.8,19.29,25.7,26.0
2023-05-30 15:50:00,,53.69,36.8,24.7,30.83333333333333,30.0,30.0,[30.0],1.0,24.7,23.9,25.0,1.0,31.0,26.0,25.0,1.0,36.8,19.34,25.7,26.0
2023-05-30 15:55:00,,53.62,36.9,24.7,30.899999999999995,30.0,30.0,[30.0],1.0,24.7,23.9,25.0,1.0,31.1,26.0,25.0,1.0,36.9,19.15,25.8,26.0
2023-05-30 16:00:00,,53.69,36.9,24.7,30.866666666666664,30.0,30.0,[30.0],1.0,24.7,23.9,25.0,1.0,31.0,26.0,25.0,1.0,36.9,19.4,25.9,26.0
2023-05-30 16:05:00,,53.7,36.9,24.7,30.899999999999995,30.1,30.1,[30.1],1.0,24.7,23.9,25.0,1.0,31.1,26.0,25.0,1.0,36.9,19.16,25.6,26.0
2023-05-30 16:10:00,,53.68,36.9,24.7,30.899999999999995,30.1,30.1,[30.1],1.0,24.7,23.9,25.0,1.0,31.1,26.0,25.0,1.0,36.9,19.2,25.8,26.0
2023-05-30 16:15:00,,53.67,36.9,24.9,30.96666666666667,30.1,30.1,[30.1],1.0,24.9,23.9,25.0,1.0,31.1,26.0,25.0,1.0,36.9,19.16,25.8,26.0
2023-05-30 16:20:00,,53.73,36.9,24.8,30.899999999999995,30.1,30.1,[30.1],1.0,24.8,23.9,25.0,1.0,31.0,26.0,25.0,1.0,36.9,19.3,25.7,26.0
2023-05-30 16:25:00,,53.69,36.9,24.8,30.899999999999995,30.1,30.1,[30.1],1.0,24.8,23.9,25.0,1.0,31.0,26.0,25.0,1.0,36.9,19.28,25.8,26.0
2023-05-30 16:30:00,,53.67,36.9,24.8,30.933333333333337,30.1,30.1,[30.1],1.0,24.8,23.9,25.0,1.0,31.1,26.0,25.0,1.0,36.9,19.18,26.0,26.0
2023-05-30 16:35:00,,53.66,37.0,24.9,31.0,30.1,30.1,[30.1],1.0,24.9,23.9,25.0,1.0,31.1,26.0,25.0,1.0,37.0,19.21,25.8,26.0
2023-05-30 16:40:00,,53.72,37.0,24.8,31.0,30.1,30.1,[30.1],1.0,24.8,23.9,25.0,1.0,31.2,26.0,25.0,1.0,37.0,19.18,26.1,26.0
2023-05-30 16:45:00,,53.71,37.0,24.8,31.0,30.1,30.1,[30.1],1.0,24.8,23.9,25.0,1.0,31.2,26.0,25.0,1.0,37.0,19.19,25.6,26.0
2023-05-30 16:50:00,,53.72,37.0,24.9,31.0,30.2,30.2,[30.2],1.0,24.9,24.0,25.0,1.0,31.1,26.0,25.0,1.0,37.0,19.05,25.7,26.0
2023-05-30 16:55:00,,53.66,37.0,24.8,31.0,30.2,30.2,[30.2],1.0,24.8,24.0,25.0,1.0,31.2,26.0,25.0,1.0,37.0,19.1,25.8,26.0
2023-05-30 17:00:00,,53.69,37.0,24.8,31.0,30.2,30.2,[30.2],1.0,24.8,24.0,25.0,1.0,31.2,26.0,25.0,1.0,37.0,19.11,25.8,26.0
2023-05-30 17:05:00,,53.68,37.0,24.9,31.0,30.2,30.2,[30.2],1.0,24.9,24.0,25.0,1.0,31.1,26.0,25.0,1.0,37.0,19.21,25.7,26.0
2023-05-30 17:10:00,,53.64,37.1,25.0,31.100000000000005,30.2,30.2,[30.2],1.0,25.0,24.0,25.0,1.0,31.2,26.0,25.0,1.0,37.1,19.13,25.7,26.0
2023-05-30 17:15:00,,53.7,37.0,25.0,31.1,30.2,30.2,[30.2],1.0,25.0,24.0,25.0,1.0,31.3,26.0,25.0,1.0,37.0,19.16,25.8,26.0
2023-05-30 17:20:00,,53.74,37.1,24.8,31.066666666666663,30.2,30.2,[30.2],1.0,24.8,24.0,25.0,1.0,31.3,26.0,25.0,1.0,37.1,18.98,25.8,26.0
2023-05-30 17:25:00,,53.72,37.1,24.8,31.066666666666663,30.3,30.3,[30.3],1.0,24.8,24.0,25.0,1.0,31.3,26.0,25.0,1.0,37.1,18.99,25.9,26.0
2023-05-30 17:30:00,,53.69,37.1,24.9,31.100000000000005,30.3,30.3,[30.3],1.0,24.9,24.0,25.0,1.0,31.3,26.0,25.0,1.0,37.1,18.9,26.0,26.0
2023-05-30 17:35:00,,53.74,37.1,24.9,31.100000000000005,30.3,30.3,[30.3],1.0,24.9,24.0,25.0,1.0,31.3,26.0,25.0,1.0,37.1,19.03,25.8,26.0
2023-05-30 17:40:00,,53.65,37.0,24.9,31.066666666666663,30.3,30.3,[30.3],1.0,24.9,24.0,25.0,1.0,31.3,26.0,25.0,1.0,37.0,18.78,26.1,26.0
2023-05-30 17:45:00,,53.71,37.0,24.9,31.066666666666663,30.3,30.3,[30.3],1.0,24.9,24.0,25.0,1.0,31.3,26.0,25.0,1.0,37.0,18.97,25.9,26.0
2023-05-30 17:50:00,,53.69,36.9,24.9,31.066666666666663,30.3,30.3,[30.3],1.0,24.9,24.1,25.0,1.0,31.4,26.0,25.0,1.0,36.9,18.94,26.0,26.0
2023-05-30 17:55:00,,53.69,36.9,24.9,31.066666666666663,30.3,30.3,[30.3],1.0,24.9,24.1,25.0,1.0,31.4,26.0,25.0,1.0,36.9,19.03,25.9,26.0
2023-05-30 18:00:00,,53.71,36.9,25.0,31.066666666666663,30.4,30.4,[30.4],1.0,25.0,24.1,25.0,1.0,31.3,26.0,25.0,1.0,36.9,18.85,26.0,26.0
2023-05-30 18:05:00,,53.74,36.9,24.9,31.03333333333333,30.4,30.4,[30.4],1.0,24.9,24.1,25.0,1.0,31.3,26.0,25.0,1.0,36.9,18.89,25.9,26.0
2023-05-30 18:10:00,,53.69,36.9,24.9,31.066666666666663,30.4,30.4,[30.4],1.0,24.9,24.1,25.0,1.0,31.4,26.1,25.0,1.0,36.9,18.89,25.9,26.0
2023-05-30 18:15:00,,53.67,36.9,25.0,31.066666666666663,30.4,30.4,[30.4],1.0,25.0,24.1,25.0,1.0,31.3,26.1,25.0,1.0,36.9,18.77,26.0,26.0
2023-05-30 18:20:00,,53.69,36.9,25.0,31.1,30.4,30.4,[30.4],1.0,25.0,24.1,25.0,1.0,31.4,26.1,25.0,1.0,36.9,18.88,26.0,26.0
2023-05-30 18:25:00,,53.72,36.9,25.0,31.1,30.4,30.4,[30.4],1.0,25.0,24.1,25.0,1.0,31.4,26.1,25.0,1.0,36.9,18.76,25.9,26.0
2023-05-30 18:30:00,,53.69,36.9,25.0,31.1,30.4,30.4,[30.4],1.0,25.0,24.1,25.0,1.0,31.4,26.1,25.0,1.0,36.9,22.46,25.8,26.0
2023-05-30 18:35:00,,53.7,36.9,24.9,31.066666666666663,30.4,30.4,[30.4],1.0,24.9,24.1,25.0,1.0,31.4,26.1,25.0,1.0,36.9,20.55,25.8,26.0
2023-05-30 18:40:00,,53.67,36.9,24.8,30.96666666666667,30.4,30.4,[30.4],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.9,18.81,25.9,26.0
2023-05-30 18:45:00,,53.71,36.9,24.8,30.96666666666667,30.4,30.4,[30.4],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.9,18.7,25.9,26.0
2023-05-30 18:50:00,,53.66,36.9,24.7,30.933333333333334,30.4,30.4,[30.4],1.0,24.7,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.9,18.75,25.8,26.0
2023-05-30 18:55:00,,53.67,36.8,24.8,30.933333333333334,30.4,30.4,[30.4],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.75,25.7,26.0
2023-05-30 19:00:00,,53.62,36.8,24.8,30.933333333333334,30.4,30.4,[30.4],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.72,25.7,26.0
2023-05-30 19:05:00,,53.68,36.8,24.8,30.933333333333334,30.4,30.4,[30.4],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.91,25.6,26.0
2023-05-30 19:10:00,,53.67,36.8,24.8,30.933333333333334,30.4,30.4,[30.4],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.78,25.8,26.0
2023-05-30 19:15:00,,53.7,36.8,24.8,30.933333333333334,30.4,30.4,[30.4],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.81,25.8,26.0
2023-05-30 19:20:00,,53.65,36.8,24.8,30.933333333333334,30.5,30.5,[30.5],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.76,26.0,26.0
2023-05-30 19:25:00,,53.68,36.8,24.7,30.899999999999995,30.5,30.5,[30.5],1.0,24.7,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.73,26.0,26.0
2023-05-30 19:30:00,,53.66,36.8,24.8,30.933333333333334,30.4,30.4,[30.4],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.74,25.8,26.0
2023-05-30 19:35:00,,53.67,36.8,24.8,30.933333333333334,30.5,30.5,[30.5],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.7,26.0,26.0
2023-05-30 19:40:00,,53.68,36.8,24.8,30.933333333333334,30.5,30.5,[30.5],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.73,25.7,26.0
2023-05-30 19:45:00,,53.65,36.8,24.8,30.933333333333334,30.5,30.5,[30.5],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.62,25.7,26.0
2023-05-30 19:50:00,,53.64,36.8,24.8,30.933333333333334,30.4,30.4,[30.4],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.31,25.4,26.0
2023-05-30 19:55:00,,53.67,36.8,24.8,30.933333333333334,30.4,30.4,[30.4],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.67,25.7,26.0
2023-05-30 20:00:00,,53.64,36.8,24.8,30.933333333333334,30.5,30.5,[30.5],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.63,25.7,26.0
2023-05-30 20:05:00,,53.68,36.8,24.7,30.899999999999995,30.5,30.5,[30.5],1.0,24.7,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.62,25.7,26.0
2023-05-30 20:10:00,,53.67,36.8,24.7,30.899999999999995,30.4,30.4,[30.4],1.0,24.7,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.68,25.6,26.0
2023-05-30 20:15:00,,53.7,36.8,24.8,30.96666666666667,30.5,30.5,[30.5],1.0,24.8,24.1,25.0,1.0,31.3,26.1,25.0,1.0,36.8,18.6,25.9,26.0
2023-05-30 20:20:00,,53.62,36.7,24.8,30.9,30.5,30.5,[30.5],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.7,18.56,25.8,26.0
2023-05-30 20:25:00,,53.6,36.8,24.8,30.933333333333334,30.5,30.5,[30.5],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.56,25.7,26.0
2023-05-30 20:30:00,,53.64,36.8,24.8,30.933333333333334,30.5,30.5,[30.5],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.56,25.6,26.0
2023-05-30 20:35:00,,53.67,36.8,24.7,30.899999999999995,30.5,30.5,[30.5],1.0,24.7,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.62,25.7,26.0
2023-05-30 20:40:00,,53.62,36.8,24.8,30.933333333333334,30.5,30.5,[30.5],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.8,18.64,25.9,26.0
2023-05-30 20:45:00,,53.62,36.7,24.8,30.9,30.5,30.5,[30.5],1.0,24.8,24.1,25.0,1.0,31.2,26.1,25.0,1.0,36.7,18.58,25.6,26.0
