time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,43294_c,43294_p,43294_r,43294_s,43295_c,43295_h,43295_p,43295_r,43295_s
2023-06-01 05:15:00,28.6,26.0,30.6,30.6,30.6,26.1,26.1,[26.1],1.0,3.98,26.1,27.0,1.0,30.6,25.92,26.2,27.0
2023-06-01 05:20:00,28.7,26.0,31.1,31.1,31.1,26.2,26.2,[26.2],1.0,3.98,25.6,27.0,1.0,31.1,25.44,25.8,27.0
2023-06-01 05:25:00,28.5,26.0,31.3,31.3,31.3,26.3,26.3,[26.3],1.0,3.98,26.7,27.0,1.0,31.3,2.52,26.5,27.0
2023-06-01 05:30:00,28.5,26.0,31.4,31.4,31.4,26.3,26.3,[26.3],1.0,3.98,26.0,27.0,1.0,31.4,24.9,26.1,27.0
2023-06-01 05:35:00,28.6,26.0,31.6,31.6,31.6,26.2,26.2,[26.2],1.0,3.98,25.6,27.0,1.0,31.6,2.52,25.7,27.0
2023-06-01 05:40:00,28.7,26.0,31.5,31.5,31.5,26.2,26.2,[26.2],1.0,46.79,26.4,27.0,1.0,31.5,25.2,25.7,27.0
2023-06-01 05:45:00,28.7,26.0,31.0,31.0,31.0,25.5,25.5,[25.5],1.0,3.98,25.0,27.0,1.0,31.0,25.26,24.0,27.0
2023-06-01 05:50:00,28.7,26.0,30.7,30.7,30.7,25.8,25.8,[25.8],1.0,3.98,26.6,27.0,1.0,30.7,2.52,25.6,27.0
2023-06-01 05:55:00,28.8,26.0,30.8,30.8,30.8,26.1,26.1,[26.1],1.0,3.98,25.9,27.0,1.0,30.8,25.5,26.1,27.0
2023-06-01 06:00:00,28.8,26.0,31.2,31.2,31.2,26.1,26.1,[26.1],1.0,3.98,25.5,27.0,1.0,31.2,25.8,25.6,27.0
2023-06-01 06:05:00,28.9,26.0,31.3,31.3,31.3,26.3,26.3,[26.3],1.0,3.98,26.4,27.0,1.0,31.3,2.52,26.8,27.0
2023-06-01 06:10:00,28.9,26.0,31.5,31.5,31.5,25.6,25.6,[25.6],1.0,3.98,24.8,27.0,1.0,31.5,24.78,23.8,27.0
2023-06-01 06:15:00,29.0,26.0,31.0,31.0,31.0,25.6,25.6,[25.6],1.0,3.98,25.8,27.0,1.0,31.0,2.52,25.5,27.0
2023-06-01 06:20:00,29.1,26.0,30.7,30.7,30.7,26.0,26.0,[26.0],1.0,3.98,25.8,27.0,1.0,30.7,25.02,26.0,27.0
2023-06-01 06:25:00,29.1,26.0,31.1,31.1,31.1,26.1,26.1,[26.1],1.0,3.98,25.5,27.0,1.0,31.1,25.92,25.6,27.0
2023-06-01 06:30:00,29.1,26.0,31.2,31.2,31.2,26.3,26.3,[26.3],1.0,3.98,26.5,27.0,1.0,31.2,24.42,26.1,27.0
2023-06-01 06:35:00,29.1,26.0,31.5,31.5,31.5,26.3,26.3,[26.3],1.0,3.98,25.8,27.0,1.0,31.5,25.02,25.9,27.0
2023-06-01 06:40:00,29.2,26.0,31.6,31.6,31.6,26.3,26.3,[26.3],1.0,3.98,26.7,27.0,1.0,31.6,2.52,26.5,27.0
2023-06-01 06:45:00,29.2,26.0,31.6,31.6,31.6,25.8,25.8,[25.8],1.0,46.8,25.2,27.0,1.0,31.6,25.02,23.7,27.0
2023-06-01 06:50:00,29.3,26.0,31.2,31.2,31.2,25.7,25.7,[25.7],1.0,3.98,25.2,27.0,1.0,31.2,25.92,25.2,27.0
2023-06-01 06:55:00,29.2,26.0,30.8,30.8,30.8,26.1,26.1,[26.1],1.0,3.99,26.6,27.0,1.0,30.8,25.86,26.7,27.0
2023-06-01 07:00:00,29.2,26.0,31.2,31.2,31.2,26.2,26.2,[26.2],1.0,3.99,25.8,27.0,1.0,31.2,25.62,25.9,27.0
2023-06-01 07:05:00,29.3,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,3.98,25.5,27.0,1.0,31.4,2.52,25.7,27.0
2023-06-01 07:10:00,29.4,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,45.81,26.1,27.0,1.0,31.4,25.5,25.4,27.0
2023-06-01 07:15:00,29.4,26.0,31.6,31.6,31.6,25.6,25.6,[25.6],1.0,3.98,25.2,27.0,1.0,31.6,24.72,24.7,27.0
2023-06-01 07:20:00,29.5,26.0,30.7,30.7,30.7,25.8,25.8,[25.8],1.0,3.98,26.5,27.0,1.0,30.7,2.52,26.2,27.0
2023-06-01 07:25:00,29.6,26.0,30.9,30.9,30.9,26.1,26.1,[26.1],1.0,3.99,25.9,27.0,1.0,30.9,24.66,26.1,27.0
2023-06-01 07:30:00,29.7,26.0,31.3,31.3,31.3,26.1,26.1,[26.1],1.0,3.99,25.7,27.0,1.0,31.3,25.62,25.7,27.0
2023-06-01 07:35:00,29.8,26.0,31.3,31.3,31.3,26.3,26.3,[26.3],1.0,3.98,27.1,27.0,1.0,31.3,2.52,26.9,27.0
2023-06-01 07:40:00,30.0,26.0,31.7,31.7,31.7,26.3,26.3,[26.3],1.0,3.99,25.9,27.0,1.0,31.7,25.5,26.1,27.0
2023-06-01 07:45:00,29.8,26.0,31.7,31.7,31.7,26.3,26.3,[26.3],1.0,3.99,25.6,27.0,1.0,31.7,25.62,25.8,27.0
2023-06-01 07:50:00,30.0,26.0,31.6,31.6,31.6,26.4,26.4,[26.4],1.0,3.99,27.0,27.0,1.0,31.6,26.22,26.7,27.0
2023-06-01 07:55:00,30.1,26.0,31.7,31.7,31.7,26.4,26.4,[26.4],1.0,3.99,25.8,27.0,1.0,31.7,25.62,26.1,27.0
2023-06-01 08:00:00,30.2,26.0,31.8,31.8,31.8,26.4,26.4,[26.4],1.0,3.98,26.4,27.0,1.0,31.8,2.52,26.3,27.0
2023-06-01 08:05:00,30.5,26.0,31.7,31.7,31.7,25.9,25.9,[25.9],1.0,45.81,25.0,27.0,1.0,31.7,25.5,24.1,27.0
2023-06-01 08:10:00,30.4,26.0,31.4,31.4,31.4,25.7,25.7,[25.7],1.0,3.98,25.6,27.0,1.0,31.4,2.52,25.4,27.0
2023-06-01 08:15:00,30.2,26.0,30.8,30.8,30.8,26.1,26.1,[26.1],1.0,3.98,26.1,27.0,1.0,30.8,25.74,26.2,27.0
2023-06-01 08:20:00,30.1,26.0,31.3,31.3,31.3,26.2,26.2,[26.2],1.0,3.98,25.7,27.0,1.0,31.3,25.56,25.7,27.0
2023-06-01 08:25:00,30.0,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,3.98,26.8,27.0,1.0,31.4,2.46,26.7,27.0
2023-06-01 08:30:00,29.7,26.0,31.5,31.5,31.5,25.8,25.8,[25.8],1.0,5.0,25.1,27.0,1.0,31.5,25.8,23.7,27.0
2023-06-01 08:35:00,29.7,,31.2,31.2,31.2,25.6,25.6,[25.6],1.0,3.98,25.2,27.0,1.0,31.2,25.38,25.1,27.0
2023-06-01 08:40:00,29.5,26.0,30.7,30.7,30.7,26.0,26.0,[26.0],1.0,3.98,26.7,27.0,1.0,30.7,27.84,26.6,27.0
2023-06-01 08:45:00,29.6,26.0,31.1,31.1,31.1,26.2,26.2,[26.2],1.0,3.98,25.8,27.0,1.0,31.1,25.68,25.9,27.0
2023-06-01 08:50:00,29.6,26.0,31.3,31.3,31.3,26.1,26.1,[26.1],1.0,3.98,25.5,27.0,1.0,31.3,3.06,25.6,27.0
2023-06-01 08:55:00,29.7,26.0,31.3,31.3,31.3,26.3,26.3,[26.3],1.0,3.98,26.2,27.0,1.0,31.3,25.68,26.3,27.0
2023-06-01 09:00:00,29.6,26.0,31.6,31.6,31.6,26.3,26.3,[26.3],1.0,3.98,25.7,27.0,1.0,31.6,25.62,25.8,27.0
2023-06-01 09:05:00,29.8,26.0,31.6,31.6,31.6,26.3,26.3,[26.3],1.0,3.98,26.9,27.0,1.0,31.6,2.52,26.7,27.0
2023-06-01 09:10:00,29.9,26.0,31.6,31.6,31.6,25.7,25.7,[25.7],1.0,3.98,24.9,27.0,1.0,31.6,25.56,26.8,27.0
2023-06-01 09:15:00,30.2,26.0,31.1,31.1,31.1,25.7,25.7,[25.7],1.0,3.98,26.0,27.0,1.0,31.1,2.52,25.6,27.0
2023-06-01 09:20:00,30.5,26.0,30.8,30.8,30.8,26.1,26.1,[26.1],1.0,3.98,25.9,27.0,1.0,30.8,25.5,26.1,27.0
2023-06-01 09:25:00,30.7,26.0,31.2,31.2,31.2,26.1,26.1,[26.1],1.0,3.98,25.5,27.0,1.0,31.2,25.5,25.7,27.0
2023-06-01 09:30:00,31.0,26.0,31.3,31.3,31.3,26.3,26.3,[26.3],1.0,3.98,27.0,27.0,1.0,31.3,24.78,26.8,27.0
2023-06-01 09:35:00,31.2,26.0,31.5,31.5,31.5,26.3,26.3,[26.3],1.0,3.98,25.9,27.0,1.0,31.5,25.56,26.0,27.0
2023-06-01 09:40:00,31.6,26.0,31.6,31.6,31.6,26.3,26.3,[26.3],1.0,3.98,25.7,27.0,1.0,31.6,26.22,25.6,27.0
2023-06-01 09:45:00,31.9,26.0,31.5,31.5,31.5,26.4,26.4,[26.4],1.0,3.98,26.4,27.0,1.0,31.5,25.5,26.5,27.0
2023-06-01 09:50:00,31.8,26.0,31.8,31.8,31.8,26.4,26.4,[26.4],1.0,3.98,25.9,27.0,1.0,31.8,25.5,26.1,27.0
2023-06-01 09:55:00,32.0,26.0,31.7,31.7,31.7,26.3,26.3,[26.3],1.0,3.98,26.5,27.0,1.0,31.7,2.52,26.4,27.0
2023-06-01 10:00:00,31.8,26.0,31.7,31.7,31.7,25.9,25.9,[25.9],1.0,45.82,25.5,27.0,1.0,31.7,25.86,24.0,27.0
2023-06-01 10:05:00,,,,,,,,,,,,,,,,,
2023-06-01 10:10:00,31.7,26.0,31.4,31.4,31.4,26.1,26.1,[26.1],1.0,3.98,27.1,27.0,1.0,31.4,25.44,26.8,27.0
2023-06-01 10:15:00,31.5,26.0,31.3,31.3,31.3,26.3,26.3,[26.3],1.0,3.98,25.9,27.0,1.0,31.3,25.56,26.1,27.0
2023-06-01 10:20:00,31.6,26.0,31.5,31.5,31.5,26.2,26.2,[26.2],1.0,3.98,25.7,27.0,1.0,31.5,25.86,25.7,27.0
2023-06-01 10:25:00,31.9,26.0,31.4,31.4,31.4,26.4,26.4,[26.4],1.0,3.98,26.7,27.0,1.0,31.4,25.98,26.7,27.0
2023-06-01 10:30:00,32.1,26.0,31.6,31.6,31.6,26.4,26.4,[26.4],1.0,3.98,25.8,27.0,1.0,31.6,26.28,26.1,27.0
2023-06-01 10:35:00,32.1,26.0,31.7,31.7,31.7,26.3,26.3,[26.3],1.0,3.98,26.1,27.0,1.0,31.7,2.52,26.0,27.0
2023-06-01 10:40:00,32.0,26.0,31.6,31.6,31.6,26.2,26.2,[26.2],1.0,45.81,25.9,27.0,1.0,31.6,25.92,24.9,27.0
2023-06-01 10:45:00,32.4,,,,,,,,,,,,,,,,
2023-06-01 10:50:00,32.5,26.0,30.8,30.8,30.8,25.8,25.8,[25.8],1.0,3.98,26.7,27.0,1.0,30.8,2.52,26.4,27.0
2023-06-01 10:55:00,32.7,26.0,31.0,31.0,31.0,26.2,26.2,[26.2],1.0,3.98,26.0,27.0,1.0,31.0,25.8,26.1,27.0
2023-06-01 11:00:00,32.9,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,3.98,25.6,27.0,1.0,31.4,26.22,25.7,27.0
2023-06-01 11:05:00,33.1,26.0,31.4,31.4,31.4,26.3,26.3,[26.3],1.0,3.99,27.1,27.0,1.0,31.4,2.52,26.9,27.0
2023-06-01 11:10:00,,,,,,,,,,,,,,,,,
2023-06-01 11:15:00,,,,,,,,,,,,,,,,,
2023-06-01 11:20:00,32.8,,,,,,,,,,,,,,,,
2023-06-01 11:25:00,32.9,26.0,31.0,31.0,31.0,25.5,25.5,[25.5],1.0,3.99,24.9,27.0,1.0,31.0,26.52,24.4,27.0
2023-06-01 11:30:00,32.9,26.0,30.8,30.8,30.8,25.8,25.8,[25.8],1.0,3.98,26.4,27.0,1.0,30.8,2.52,26.2,27.0
2023-06-01 11:35:00,32.9,26.0,31.3,31.3,31.3,26.1,26.1,[26.1],1.0,3.99,25.9,27.0,1.0,31.3,26.34,26.0,27.0
2023-06-01 11:40:00,33.2,26.0,31.3,31.3,31.3,26.1,26.1,[26.1],1.0,3.99,25.6,27.0,1.0,31.3,26.46,25.7,27.0
2023-06-01 11:45:00,33.1,26.0,31.3,31.3,31.3,26.3,26.3,[26.3],1.0,3.99,27.3,27.0,1.0,31.3,26.22,27.0,27.0
2023-06-01 11:50:00,33.2,26.0,31.0,31.0,31.0,25.7,25.7,[25.7],1.0,5.0,24.9,27.0,1.0,31.0,26.28,24.2,27.0
2023-06-01 11:55:00,33.4,26.0,31.0,31.0,31.0,25.7,25.7,[25.7],1.0,3.98,25.6,27.0,1.0,31.0,2.88,25.5,27.0
2023-06-01 12:00:00,33.1,26.0,30.8,30.8,30.8,26.1,26.1,[26.1],1.0,3.99,26.0,27.0,1.0,30.8,26.28,26.1,27.0
2023-06-01 12:05:00,32.8,26.0,31.2,31.2,31.2,26.2,26.2,[26.2],1.0,3.99,25.6,27.0,1.0,31.2,26.34,25.8,27.0
2023-06-01 12:10:00,32.5,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,3.99,26.4,27.0,1.0,31.4,2.46,26.3,27.0
2023-06-01 12:15:00,32.5,26.0,31.4,31.4,31.4,25.9,25.9,[25.9],1.0,46.82,25.5,27.0,1.0,31.4,26.04,24.3,27.0
2023-06-01 12:20:00,32.5,26.0,30.8,30.8,30.8,25.6,25.6,[25.6],1.0,3.99,25.3,27.0,1.0,30.8,26.1,25.1,27.0
2023-06-01 12:25:00,32.4,26.0,30.8,30.8,30.8,26.0,26.0,[26.0],1.0,3.99,26.9,27.0,1.0,30.8,26.04,26.6,27.0
2023-06-01 12:30:00,32.5,26.0,31.1,31.1,31.1,26.2,26.2,[26.2],1.0,3.99,25.9,27.0,1.0,31.1,25.92,26.0,27.0
2023-06-01 12:35:00,32.8,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,3.99,25.5,27.0,1.0,31.4,26.28,25.8,27.0
2023-06-01 12:40:00,32.7,26.0,31.4,31.4,31.4,26.3,26.3,[26.3],1.0,3.99,26.8,27.0,1.0,31.4,25.56,26.7,27.0
2023-06-01 12:45:00,32.6,26.0,31.6,31.6,31.6,26.3,26.3,[26.3],1.0,3.99,25.8,27.0,1.0,31.6,26.52,26.1,27.0
2023-06-01 12:50:00,32.7,26.0,31.7,31.7,31.7,26.3,26.3,[26.3],1.0,3.99,25.6,27.0,1.0,31.7,3.84,25.8,27.0
2023-06-01 12:55:00,32.9,26.0,31.5,31.5,31.5,26.4,26.4,[26.4],1.0,3.99,26.5,27.0,1.0,31.5,26.04,26.8,27.0
2023-06-01 13:00:00,32.9,26.0,31.8,31.8,31.8,26.4,26.4,[26.4],1.0,3.99,25.8,27.0,1.0,31.8,26.94,26.1,27.0
2023-06-01 13:05:00,33.0,26.0,31.7,31.7,31.7,26.3,26.3,[26.3],1.0,3.99,26.1,27.0,1.0,31.7,2.46,26.2,27.0
2023-06-01 13:10:00,32.8,26.0,31.7,31.7,31.7,26.0,26.0,[26.0],1.0,46.83,25.7,27.0,1.0,31.7,26.46,24.7,27.0
2023-06-01 13:15:00,32.7,26.0,31.6,31.6,31.6,25.7,25.7,[25.7],1.0,3.99,26.7,27.0,1.0,31.6,27.3,26.2,27.0
2023-06-01 13:20:00,32.5,26.0,31.0,31.0,31.0,26.0,26.0,[26.0],1.0,3.98,25.8,27.0,1.0,31.0,26.1,25.9,27.0
2023-06-01 13:25:00,32.5,26.0,31.2,31.2,31.2,26.1,26.1,[26.1],1.0,3.98,25.6,27.0,1.0,31.2,26.46,25.6,27.0
2023-06-01 13:30:00,32.3,26.0,31.3,31.3,31.3,26.1,26.1,[26.1],1.0,3.99,26.2,27.0,1.0,31.3,2.82,26.2,27.0
2023-06-01 13:35:00,32.2,26.0,31.3,31.3,31.3,26.2,26.2,[26.2],1.0,45.82,26.0,27.0,1.0,31.3,26.22,25.2,27.0
2023-06-01 13:40:00,32.5,26.0,31.6,31.6,31.6,25.6,25.6,[25.6],1.0,3.99,25.2,27.0,1.0,31.6,26.16,25.0,27.0
2023-06-01 13:45:00,32.8,26.0,30.9,30.9,30.9,25.9,25.9,[25.9],1.0,3.98,26.0,27.0,1.0,30.9,2.76,25.8,27.0
2023-06-01 13:50:00,32.8,26.0,30.9,30.9,30.9,26.1,26.1,[26.1],1.0,3.99,26.0,27.0,1.0,30.9,25.8,26.1,27.0
2023-06-01 13:55:00,32.7,26.0,31.3,31.3,31.3,26.2,26.2,[26.2],1.0,3.98,25.5,27.0,1.0,31.3,26.1,25.8,27.0
2023-06-01 14:00:00,32.4,26.0,31.4,31.4,31.4,26.3,26.3,[26.3],1.0,3.99,27.0,27.0,1.0,31.4,26.64,26.8,27.0
2023-06-01 14:05:00,32.3,26.0,31.6,31.6,31.6,25.7,25.7,[25.7],1.0,5.0,25.0,27.0,1.0,31.6,26.7,23.9,27.0
2023-06-01 14:10:00,32.4,26.0,31.1,31.1,31.1,25.7,25.7,[25.7],1.0,3.99,25.4,27.0,1.0,31.1,26.46,25.3,27.0
2023-06-01 14:15:00,32.3,26.0,30.8,30.8,30.8,26.0,26.0,[26.0],1.0,3.99,26.4,27.0,1.0,30.8,26.1,25.8,27.0
2023-06-01 14:20:00,32.3,26.0,31.2,31.2,31.2,26.2,26.2,[26.2],1.0,3.98,25.7,27.0,1.0,31.2,26.7,25.8,27.0
2023-06-01 14:25:00,32.2,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,3.98,26.4,27.0,1.0,31.4,2.52,26.2,27.0
2023-06-01 14:30:00,32.2,26.0,31.4,31.4,31.4,26.0,26.0,[26.0],1.0,45.84,25.5,27.0,1.0,31.4,26.04,24.6,27.0
2023-06-01 14:35:00,32.1,26.0,31.5,31.5,31.5,25.6,25.6,[25.6],1.0,3.98,25.2,27.0,1.0,31.5,26.1,25.1,27.0
2023-06-01 14:40:00,32.2,26.0,30.8,30.8,30.8,26.0,26.0,[26.0],1.0,3.99,27.0,27.0,1.0,30.8,25.68,26.8,27.0
2023-06-01 14:45:00,32.2,26.0,31.2,31.2,31.2,26.2,26.2,[26.2],1.0,3.99,26.0,27.0,1.0,31.2,26.1,26.1,27.0
2023-06-01 14:50:00,32.1,26.0,31.5,31.5,31.5,26.1,26.1,[26.1],1.0,3.99,25.7,27.0,1.0,31.5,25.98,25.8,27.0
2023-06-01 14:55:00,32.1,26.0,31.5,31.5,31.5,26.3,26.3,[26.3],1.0,3.99,26.6,27.0,1.0,31.5,25.56,26.7,27.0
2023-06-01 15:00:00,32.1,26.0,31.7,31.7,31.7,26.4,26.4,[26.4],1.0,3.98,25.8,27.0,1.0,31.7,26.88,26.1,27.0
2023-06-01 15:05:00,32.2,26.0,31.8,31.8,31.8,26.3,26.3,[26.3],1.0,3.98,25.7,27.0,1.0,31.8,2.82,25.9,27.0
2023-06-01 15:10:00,32.4,26.0,31.6,31.6,31.6,26.3,26.3,[26.3],1.0,46.83,26.3,27.0,1.0,31.6,26.22,25.6,27.0
2023-06-01 15:15:00,32.5,26.0,31.8,31.8,31.8,25.6,25.6,[25.6],1.0,3.98,25.2,27.0,1.0,31.8,26.4,24.7,27.0
2023-06-01 15:20:00,32.6,26.0,30.9,30.9,30.9,25.8,25.8,[25.8],1.0,3.98,26.1,27.0,1.0,30.9,2.76,25.9,27.0
2023-06-01 15:25:00,32.7,26.0,30.9,30.9,30.9,26.2,26.2,[26.2],1.0,3.98,26.3,27.0,1.0,30.9,26.04,26.5,27.0
2023-06-01 15:30:00,32.7,26.0,31.4,31.4,31.4,26.3,26.3,[26.3],1.0,3.98,26.1,27.0,1.0,31.4,26.82,26.0,27.0
2023-06-01 15:35:00,32.7,26.0,31.5,31.5,31.5,26.2,26.2,[26.2],1.0,3.98,25.6,27.0,1.0,31.5,26.22,25.6,27.0
2023-06-01 15:40:00,32.7,26.0,31.5,31.5,31.5,26.4,26.4,[26.4],1.0,3.98,26.8,27.0,1.0,31.5,26.1,26.9,27.0
2023-06-01 15:45:00,32.7,26.0,31.8,31.8,31.8,25.5,25.5,[25.5],1.0,5.0,24.9,27.0,1.0,31.8,26.7,24.1,27.0
2023-06-01 15:50:00,32.7,26.0,30.9,30.9,30.9,25.7,25.7,[25.7],1.0,3.98,26.0,27.0,1.0,30.9,2.76,25.8,27.0
2023-06-01 15:55:00,32.6,26.0,30.8,30.8,30.8,26.1,26.1,[26.1],1.0,3.98,26.3,27.0,1.0,30.8,26.58,26.4,27.0
2023-06-01 16:00:00,32.7,26.0,31.3,31.3,31.3,26.2,26.2,[26.2],1.0,3.98,25.8,27.0,1.0,31.3,26.76,26.0,27.0
2023-06-01 16:05:00,32.6,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,3.98,25.6,27.0,1.0,31.4,3.0,25.6,27.0
2023-06-01 16:10:00,32.6,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,46.83,26.2,27.0,1.0,31.4,26.22,25.5,27.0
2023-06-01 16:15:00,32.5,26.0,31.7,31.7,31.7,25.5,25.5,[25.5],1.0,3.98,25.2,27.0,1.0,31.7,26.52,24.6,27.0
2023-06-01 16:20:00,32.3,26.0,30.8,30.8,30.8,25.6,25.6,[25.6],1.0,3.98,25.8,27.0,1.0,30.8,2.82,25.6,27.0
2023-06-01 16:25:00,32.3,26.0,30.8,30.8,30.8,26.1,26.1,[26.1],1.0,3.98,26.2,27.0,1.0,30.8,26.58,26.4,27.0
2023-06-01 16:30:00,32.1,26.0,31.3,31.3,31.3,26.2,26.2,[26.2],1.0,3.98,25.7,27.0,1.0,31.3,26.7,25.9,27.0
2023-06-01 16:35:00,32.0,26.0,31.4,31.4,31.4,26.1,26.1,[26.1],1.0,3.98,25.8,27.0,1.0,31.4,2.76,25.8,27.0
2023-06-01 16:40:00,31.9,26.0,31.7,31.7,31.7,26.3,26.3,[26.3],1.0,3.98,26.3,27.0,1.0,31.7,26.52,26.4,27.0
2023-06-01 16:45:00,31.8,26.0,31.7,31.7,31.7,26.3,26.3,[26.3],1.0,3.98,25.8,27.0,1.0,31.7,26.28,26.0,27.0
2023-06-01 16:50:00,31.7,26.0,31.6,31.6,31.6,26.3,26.3,[26.3],1.0,3.98,26.7,27.0,1.0,31.6,2.46,26.7,27.0
2023-06-01 16:55:00,31.7,26.0,31.7,31.7,31.7,25.7,25.7,[25.7],1.0,5.0,25.1,27.0,1.0,31.7,26.76,23.8,27.0
2023-06-01 17:00:00,31.7,26.0,30.9,30.9,30.9,25.7,25.7,[25.7],1.0,3.98,25.5,27.0,1.0,30.9,2.82,25.4,27.0
2023-06-01 17:05:00,31.7,26.0,31.3,31.3,31.3,26.1,26.1,[26.1],1.0,3.98,26.2,27.0,1.0,31.3,26.1,26.3,27.0
2023-06-01 17:10:00,31.7,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,3.98,25.7,27.0,1.0,31.4,26.34,25.9,27.0
2023-06-01 17:15:00,31.6,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,3.98,26.7,27.0,1.0,31.4,2.46,26.5,27.0
2023-06-01 17:20:00,31.6,26.0,31.5,31.5,31.5,26.4,26.4,[26.4],1.0,3.99,26.1,27.0,1.0,31.5,26.28,26.3,27.0
2023-06-01 17:25:00,31.6,26.0,31.8,31.8,31.8,26.3,26.3,[26.3],1.0,3.99,25.8,27.0,1.0,31.8,26.4,26.0,27.0
2023-06-01 17:30:00,31.5,26.0,31.7,31.7,31.7,26.3,26.3,[26.3],1.0,3.98,27.0,27.0,1.0,31.7,2.52,26.8,27.0
2023-06-01 17:35:00,31.5,26.0,31.7,31.7,31.7,25.7,25.7,[25.7],1.0,47.81,25.2,27.0,1.0,31.7,26.1,23.7,27.0
2023-06-01 17:40:00,31.4,26.0,31.3,31.3,31.3,25.6,25.6,[25.6],1.0,3.99,25.3,27.0,1.0,31.3,26.4,25.2,27.0
2023-06-01 17:45:00,31.4,26.0,30.8,30.8,30.8,26.0,26.0,[26.0],1.0,3.99,26.2,27.0,1.0,30.8,26.22,26.3,27.0
2023-06-01 17:50:00,31.4,26.0,31.2,31.2,31.2,26.1,26.1,[26.1],1.0,3.99,25.7,27.0,1.0,31.2,26.64,25.9,27.0
2023-06-01 17:55:00,31.4,26.0,31.4,31.4,31.4,26.1,26.1,[26.1],1.0,3.99,25.9,27.0,1.0,31.4,2.82,25.9,27.0
2023-06-01 18:00:00,31.4,26.0,31.4,31.4,31.4,26.4,26.4,[26.4],1.0,3.99,26.1,27.0,1.0,31.4,26.4,26.4,27.0
2023-06-01 18:05:00,31.3,26.0,31.7,31.7,31.7,26.3,26.3,[26.3],1.0,3.99,25.8,27.0,1.0,31.7,26.52,26.0,27.0
2023-06-01 18:10:00,31.3,26.0,31.7,31.7,31.7,26.3,26.3,[26.3],1.0,3.99,26.6,27.0,1.0,31.7,2.52,26.5,27.0
2023-06-01 18:15:00,31.3,26.0,31.7,31.7,31.7,25.9,25.9,[25.9],1.0,47.82,25.3,27.0,1.0,31.7,26.16,24.2,27.0
2023-06-01 18:20:00,31.3,26.0,31.5,31.5,31.5,25.6,25.6,[25.6],1.0,3.99,25.3,27.0,1.0,31.5,26.4,25.1,27.0
2023-06-01 18:25:00,31.2,26.0,30.8,30.8,30.8,26.0,26.0,[26.0],1.0,3.99,26.9,27.0,1.0,30.8,2.52,26.6,27.0
2023-06-01 18:30:00,31.2,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,3.99,26.1,27.0,1.0,31.4,26.22,26.1,27.0
2023-06-01 18:35:00,31.2,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,3.99,25.6,27.0,1.0,31.4,26.46,25.8,27.0
2023-06-01 18:40:00,31.1,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,3.99,26.7,27.0,1.0,31.4,2.46,26.6,27.0
2023-06-01 18:45:00,31.1,26.0,31.5,31.5,31.5,26.4,26.4,[26.4],1.0,3.99,26.2,27.0,1.0,31.5,26.04,26.4,27.0
2023-06-01 18:50:00,31.1,26.0,31.8,31.8,31.8,26.3,26.3,[26.3],1.0,3.99,25.6,27.0,1.0,31.8,26.28,26.1,27.0
2023-06-01 18:55:00,31.0,26.0,31.8,31.8,31.8,26.4,26.4,[26.4],1.0,45.82,27.3,27.0,1.0,31.8,26.58,27.2,27.0
2023-06-01 19:00:00,31.0,26.0,31.1,31.1,31.1,25.6,25.6,[25.6],1.0,3.99,25.1,27.0,1.0,31.1,26.28,24.1,27.0
2023-06-01 19:05:00,31.0,26.0,31.0,31.0,31.0,25.7,25.7,[25.7],1.0,3.99,26.2,27.0,1.0,31.0,2.52,25.8,27.0
2023-06-01 19:10:00,30.9,26.0,30.9,30.9,30.9,26.1,26.1,[26.1],1.0,3.99,25.9,27.0,1.0,30.9,26.4,26.1,27.0
2023-06-01 19:15:00,30.9,26.0,31.3,31.3,31.3,26.2,26.2,[26.2],1.0,3.99,25.6,27.0,1.0,31.3,26.52,25.8,27.0
2023-06-01 19:20:00,30.8,26.0,31.4,31.4,31.4,26.2,26.2,[26.2],1.0,3.99,26.8,27.0,1.0,31.4,2.52,26.6,27.0
2023-06-01 19:25:00,30.8,26.0,31.5,31.5,31.5,25.9,25.9,[25.9],1.0,47.82,25.1,27.0,1.0,31.5,26.22,24.1,27.0
2023-06-01 19:30:00,30.7,26.0,30.9,30.9,30.9,25.5,25.5,[25.5],1.0,3.99,25.2,27.0,1.0,30.9,26.16,25.1,27.0
