dc_id,time,day_id,room_id,acu_id,setting_t,setting_h,cp_status,fan_speed,return_t,fd_status,fd_degree,fan_rated_power,fan_min_power,fd_degree_set,temp,group_temp,outdoor_t,outdoor_h,active_power,it_power,air_power,pue,mark_cp_status,mark_fan_min_power,mark_fan_rated_power,mark_fd_degree_set,mark_setting_t
371109900000000020253889,2022041402,20220414,371109900000000010129678,371109900000000010129678421971,24.50,50.00,1,70.00,28.1,1.0,100.0,70.0,70.0,100.00,20.40625,"[19.703125, 19.703125, 19.703125, 19.703125, 19.703125, 19.703125, 20.40625, 20.40625, 20.40625, 20.40625, 19.796875, 19.796875, 19.796875, 19.796875, 19.796875, 19.796875, 19.796875, 19.796875, 19.796875, 18.90625, 18.90625, 18.90625, 18.90625, 19.796875]",-7.03,46.0,0.0,9088.3,496.5,1.0546306790048745,1,40,80,80,24
371109900000000020253889,2022041402,20220414,371109900000000010181994,371109900000000010181994400971,0.00,50.00,0,70.00,27.3,1.0,95.0,70.0,70.0,95.00,22.203125,"[20.703125, 20.703125, 18.90625, 18.90625, 19.5, 19.5, 19.203125, 19.203125, 19.40625, 19.40625, 22.203125, 22.203125, 19.0]",-7.03,46.0,0.05681249871850014,12397.8,538.5,1.0434351255867977,0,40,60,80,25
371109900000000020253889,2022041402,20220414,371109900000000010181992,371109900000000010181992401052,25.00,43.00,1,66.00,26.8,1.0,80.0,66.0,70.0,80.00,23.1875,"[23.1875, 23.1875, 23.1875, 23.1875, 23.1875, 23.1875, 23.09375, 23.09375, 23.09375, 23.09375, 23.09375, 23.09375]",-7.03,46.0,0.047093749046325684,5722.4,302.0,1.0527750594156298,1,40,80,80,24
371109900000000020253889,2022041402,20220414,371109900000000010181994,371109900000000010181994400970,0.00,41.00,0,61.00,26.9,1.0,93.0,61.0,70.0,93.00,22.40625,"[18.09375, 18.09375, 18.09375, 18.09375, 18.40625, 18.40625, 20.5, 20.5, 17.90625, 17.90625, 22.40625, 19.5, 19.5, 18.59375, 18.59375, 19.296875, 19.296875, 18.703125, 18.703125, 22.0, 22.0, 20.5, 20.5, 20.90625]",-7.03,46.0,0.10340625047683716,12397.8,538.5,1.0434351255867977,0,40,60,80,25
371109900000000020253889,2022041402,20220414,371109900000000010182000,371109900000000010182000401068,22.20,56.00,1,95.00,26.7,1.0,100.0,95.0,70.0,100.00,25.203125,"[25.203125, 25.203125, 25.203125, 25.203125, 20.546875, 20.546875, 20.546875, 20.546875, 20.546875, 20.3125, 22.765625]",-7.03,46.0,0.060593750327825546,8182.6,392.5,1.0479676386478625,1,60,90,80,23
371109900000000020253889,2022041402,20220414,371109900000000010129676,371109900000000010129676421932,25.00,50.00,1,83.00,26.6,1.0,40.0,83.0,70.0,40.00,21.59375,"[21.59375, 21.59375, 21.59375, 21.59375, 21.59375, 21.59375, 21.59375, 21.59375, 21.296875, 21.296875, 21.296875, 21.296875, 21.59375]",-7.03,46.0,0.0,7508.8,1447.5,1.1927738120605156,1,40,80,80,24
371109900000000020253889,2022041402,20220414,371109900000000010129678,371109900000000010129678421970,25.00,22.00,1,75.00,29.7,1.0,100.0,75.0,70.0,100.00,22.59375,"[18.296875, 18.296875, 18.296875, 18.296875, 18.296875, 18.296875, 18.296875, 18.296875, 22.59375, 22.59375, 22.59375, 22.59375, 20.46875]",-7.03,46.0,0.0,9088.3,496.5,1.0546306790048745,1,40,80,80,24
371109900000000020253889,2022041402,20220414,371109900000000010181988,371109900000000010181988424051,0.00,50.00,0,70.00,28.1,1.0,100.0,70.0,70.0,100.00,21.984375,"[18.59375, 18.59375, 18.59375, 18.59375, 18.59375, 18.59375, 21.984375, 21.984375, 21.984375, 21.984375, 21.984375, 21.984375, 18.59375, 18.59375, 18.59375, 18.59375, 18.59375, 18.59375, 21.984375, 21.984375, 21.984375, 21.984375, 21.984375, 21.984375]",-7.03,46.0,0.06131250038743019,6463.3,211.8,1.0327696378011233,0,40,60,80,25
371109900000000020253889,2022041402,20220414,371109900000000010181988,371109900000000010181988402080,0.00,51.00,0,80.00,29.5,1.0,100.0,80.0,70.0,100.00,23.125,"[23.125, 23.125, 23.125, 23.125, 23.125, 23.125, 21.5625, 21.5625, 21.5625, 21.5625, 21.5625, 21.5625, 23.125, 23.125, 23.125, 23.125, 23.125, 23.125, 21.5625, 21.5625, 21.5625, 21.5625, 21.5625, 21.5625]",-7.03,46.0,0.1002187430858612,6463.3,211.8,1.0327696378011233,0,40,60,80,25
371109900000000020253889,2022041402,20220414,371109900000000010182000,371109900000000010182000401070,22.00,50.00,1,30.00,22.8,0.0,0.0,30.0,70.0,0.00,22.984375,"[22.984375, 22.984375, 22.984375, 22.984375, 22.984375, 20.90625, 20.90625, 20.90625, 20.90625, 20.90625, 20.90625, 21.90625, 19.53125]",-7.03,46.0,0.03668750077486038,8182.6,392.5,1.0479676386478625,1,30,80,80,25
371109900000000020253889,2022041402,20220414,371109900000000010129676,371109900000000010129676417749,23.00,50.00,1,90.00,26.6,1.0,100.0,90.0,70.0,100.00,19.203125,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.203125, 19.203125, 19.203125, 19.203125, 19.0]",-7.03,46.0,0.0,7508.8,1447.5,1.1927738120605156,1,40,80,80,25
