time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,647839_h,780127_c,780127_h,780127_p,780127_r,780127_s
2023-06-05 21:45:00,28.2,,42.0,31.9,36.95,22.2,22.2,[22.2],42.0,1.0,31.9,3.9,29.7,25.0
2023-06-05 21:50:00,28.2,,42.3,32.0,37.15,21.7,21.7,[21.7],42.3,1.0,32.0,4.0,29.7,25.0
2023-06-05 21:55:00,28.2,,42.2,32.0,37.1,22.0,22.0,[22.0],42.2,1.0,32.0,4.0,29.6,25.0
2023-06-05 22:00:00,28.2,,42.2,32.0,37.1,22.0,22.0,[22.0],42.2,1.0,32.0,3.9,29.7,25.0
2023-06-05 22:05:00,28.1,,42.3,32.1,37.2,21.6,21.6,[21.6],42.3,1.0,32.1,3.9,29.6,25.0
2023-06-05 22:10:00,28.1,,42.3,31.9,37.1,21.4,21.4,[21.4],42.3,1.0,31.9,4.0,29.5,25.0
2023-06-05 22:15:00,28.1,,42.1,31.9,37.0,22.1,22.1,[22.1],42.1,1.0,31.9,3.9,29.5,25.0
2023-06-05 22:20:00,28.1,,42.0,32.0,37.0,21.7,21.7,[21.7],42.0,1.0,32.0,4.0,29.6,25.0
2023-06-05 22:25:00,28.0,,42.1,31.9,37.0,21.4,21.4,[21.4],42.1,1.0,31.9,3.9,29.5,25.0
2023-06-05 22:30:00,28.0,,41.9,31.9,36.9,22.3,22.3,[22.3],41.9,1.0,31.9,4.0,29.8,25.0
2023-06-05 22:35:00,28.0,,42.2,31.9,37.05,21.7,21.7,[21.7],42.2,1.0,31.9,4.0,29.7,25.0
2023-06-05 22:40:00,28.0,,42.2,31.9,37.05,21.7,21.7,[21.7],42.2,1.0,31.9,3.9,29.5,25.0
2023-06-05 22:45:00,27.9,,42.0,31.9,36.95,22.1,22.1,[22.1],42.0,1.0,31.9,3.9,29.7,25.0
2023-06-05 22:50:00,27.9,,42.3,32.0,37.15,21.6,21.6,[21.6],42.3,1.0,32.0,4.0,29.5,25.0
2023-06-05 22:55:00,27.9,,42.2,31.9,37.05,22.3,22.3,[22.3],42.2,1.0,31.9,3.9,29.7,25.0
2023-06-05 23:00:00,27.8,,42.4,32.0,37.2,21.7,21.7,[21.7],42.4,1.0,32.0,4.0,29.6,25.0
2023-06-05 23:05:00,27.8,,42.3,31.9,37.1,22.1,22.1,[22.1],42.3,1.0,31.9,4.0,29.7,25.0
2023-06-05 23:10:00,27.8,,42.4,32.1,37.25,21.8,21.8,[21.8],42.4,1.0,32.1,3.9,29.6,25.0
2023-06-05 23:15:00,27.8,,42.4,32.0,37.2,21.9,21.9,[21.9],42.4,1.0,32.0,4.0,29.5,25.0
2023-06-05 23:20:00,27.8,,42.3,32.0,37.15,22.0,22.0,[22.0],42.3,1.0,32.0,4.0,29.8,25.0
2023-06-05 23:25:00,27.7,,42.5,32.0,37.25,21.6,21.6,[21.6],42.5,1.0,32.0,3.9,29.5,25.0
2023-06-05 23:30:00,27.7,,42.4,32.0,37.2,22.0,22.0,[22.0],42.4,1.0,32.0,4.0,29.7,25.0
2023-06-05 23:35:00,27.7,,42.3,32.1,37.2,21.6,21.6,[21.6],42.3,1.0,32.1,4.0,29.6,25.0
2023-06-05 23:40:00,27.7,,42.4,32.1,37.25,22.4,22.4,[22.4],42.4,1.0,32.1,4.0,29.5,25.0
2023-06-05 23:45:00,27.6,,42.4,32.1,37.25,21.7,21.7,[21.7],42.4,1.0,32.1,4.0,29.5,25.0
2023-06-05 23:50:00,27.6,,42.4,32.1,37.25,22.3,22.3,[22.3],42.4,1.0,32.1,4.0,29.6,25.0
2023-06-05 23:55:00,27.6,,42.4,32.1,37.25,22.0,22.0,[22.0],42.4,1.0,32.1,4.0,29.6,25.0
2023-06-06 00:00:00,27.6,,42.1,32.0,37.05,21.4,21.4,[21.4],42.1,1.0,32.0,4.0,29.5,25.0
2023-06-06 00:05:00,27.6,,42.1,31.9,37.0,22.3,22.3,[22.3],42.1,1.0,31.9,4.0,29.7,25.0
2023-06-06 00:10:00,27.5,,42.0,31.9,36.95,21.6,21.6,[21.6],42.0,1.0,31.9,4.0,29.5,25.0
2023-06-06 00:15:00,27.5,,42.2,32.0,37.1,22.4,22.4,[22.4],42.2,1.0,32.0,4.0,29.7,25.0
2023-06-06 00:20:00,27.5,,42.4,32.1,37.25,21.7,21.7,[21.7],42.4,1.0,32.1,3.9,29.5,25.0
2023-06-06 00:25:00,27.5,,42.3,32.0,37.15,22.3,22.3,[22.3],42.3,1.0,32.0,4.0,29.6,25.0
2023-06-06 00:30:00,27.5,,42.3,32.0,37.15,21.8,21.8,[21.8],42.3,1.0,32.0,4.0,29.6,25.0
2023-06-06 00:35:00,27.5,,42.4,32.0,37.2,22.5,22.5,[22.5],42.4,1.0,32.0,3.9,29.6,25.0
2023-06-06 00:40:00,27.5,,42.4,32.1,37.25,21.7,21.7,[21.7],42.4,1.0,32.1,4.0,29.6,25.0
2023-06-06 00:45:00,27.5,,42.4,32.1,37.25,22.5,22.5,[22.5],42.4,1.0,32.1,4.0,29.8,25.0
2023-06-06 00:50:00,27.5,,42.5,32.1,37.3,21.8,21.8,[21.8],42.5,1.0,32.1,3.9,29.5,25.0
2023-06-06 00:55:00,27.4,,42.5,32.1,37.3,21.5,21.5,[21.5],42.5,1.0,32.1,4.0,29.4,25.0
2023-06-06 01:00:00,27.5,,42.2,32.1,37.150000000000006,22.1,22.1,[22.1],42.2,1.0,32.1,3.9,29.7,25.0
2023-06-06 01:05:00,27.4,,42.4,32.2,37.3,21.6,21.6,[21.6],42.4,1.0,32.2,3.9,29.5,25.0
2023-06-06 01:10:00,27.4,,,,,22.3,22.3,[22.3],,1.0,,4.0,29.7,25.0
2023-06-06 01:15:00,27.4,,42.4,32.1,37.25,21.7,21.7,[21.7],42.4,1.0,32.1,3.9,29.6,25.0
2023-06-06 01:20:00,27.4,,42.4,31.9,37.15,21.9,21.9,[21.9],42.4,1.0,31.9,4.0,29.6,25.0
2023-06-06 01:25:00,27.4,,42.3,32.1,37.2,21.9,21.9,[21.9],42.3,1.0,32.1,4.0,29.7,25.0
2023-06-06 01:30:00,27.4,,42.4,32.0,37.2,21.5,21.5,[21.5],42.4,1.0,32.0,3.9,29.5,25.0
2023-06-06 01:35:00,27.4,,42.3,32.1,37.2,22.3,22.3,[22.3],42.3,1.0,32.1,3.9,29.6,25.0
2023-06-06 01:40:00,27.4,,42.4,32.0,37.2,21.7,21.7,[21.7],42.4,1.0,32.0,4.0,29.5,25.0
2023-06-06 01:45:00,27.4,,42.3,32.0,37.15,22.2,22.2,[22.2],42.3,1.0,32.0,3.9,29.7,25.0
2023-06-06 01:50:00,27.3,,42.5,32.2,37.35,21.6,21.6,[21.6],42.5,1.0,32.2,3.9,29.5,25.0
2023-06-06 01:55:00,27.3,,42.4,32.1,37.25,22.2,22.2,[22.2],42.4,1.0,32.1,3.9,29.6,25.0
2023-06-06 02:00:00,27.3,,42.4,32.1,37.25,21.7,21.7,[21.7],42.4,1.0,32.1,4.0,29.6,25.0
2023-06-06 02:05:00,27.3,,42.4,32.1,37.25,21.5,21.5,[21.5],42.4,1.0,32.1,4.0,29.5,25.0
2023-06-06 02:10:00,27.3,,42.4,32.0,37.2,22.1,22.1,[22.1],42.4,1.0,32.0,4.0,29.6,25.0
2023-06-06 02:15:00,27.3,,42.3,32.1,37.2,21.5,21.5,[21.5],42.3,1.0,32.1,4.0,29.3,25.0
2023-06-06 02:20:00,27.3,,42.3,32.1,37.2,22.3,22.3,[22.3],42.3,1.0,32.1,3.9,29.7,25.0
2023-06-06 02:25:00,27.3,,42.5,32.1,37.3,21.8,21.8,[21.8],42.5,1.0,32.1,4.0,29.4,25.0
2023-06-06 02:30:00,27.2,,42.3,32.1,37.2,22.2,22.2,[22.2],42.3,1.0,32.1,4.0,29.5,25.0
2023-06-06 02:35:00,27.2,,42.3,32.0,37.15,21.7,21.7,[21.7],42.3,1.0,32.0,4.0,29.6,25.0
2023-06-06 02:40:00,27.2,,42.4,32.1,37.25,22.4,22.4,[22.4],42.4,1.0,32.1,3.9,29.6,25.0
2023-06-06 02:45:00,27.1,,42.4,32.1,37.25,21.7,21.7,[21.7],42.4,1.0,32.1,3.9,29.4,25.0
2023-06-06 02:50:00,27.1,,42.4,32.1,37.25,22.4,22.4,[22.4],42.4,1.0,32.1,4.0,29.4,25.0
2023-06-06 02:55:00,27.1,,42.4,32.1,37.25,21.6,21.6,[21.6],42.4,1.0,32.1,3.9,29.6,25.0
2023-06-06 03:00:00,27.1,,42.4,32.1,37.25,22.3,22.3,[22.3],42.4,1.0,32.1,4.0,29.6,25.0
2023-06-06 03:05:00,27.1,,42.4,32.2,37.3,21.7,21.7,[21.7],42.4,1.0,32.2,4.0,29.3,25.0
2023-06-06 03:10:00,27.1,,42.4,32.3,37.35,22.3,22.3,[22.3],42.4,1.0,32.3,3.9,29.7,25.0
2023-06-06 03:15:00,27.1,,42.6,32.3,37.45,21.6,21.6,[21.6],42.6,1.0,32.3,4.0,29.5,25.0
2023-06-06 03:20:00,27.1,,42.4,32.1,37.25,22.3,22.3,[22.3],42.4,1.0,32.1,3.9,29.7,25.0
2023-06-06 03:25:00,27.1,,42.5,32.2,37.35,21.7,21.7,[21.7],42.5,1.0,32.2,3.9,29.5,25.0
2023-06-06 03:30:00,27.0,,42.7,32.2,37.45,22.0,22.0,[22.0],42.7,1.0,32.2,4.0,29.7,25.0
2023-06-06 03:35:00,27.0,,42.5,32.1,37.3,21.6,21.6,[21.6],42.5,1.0,32.1,4.0,29.5,25.0
2023-06-06 03:40:00,27.0,,42.5,32.1,37.3,22.3,22.3,[22.3],42.5,1.0,32.1,4.0,29.7,25.0
2023-06-06 03:45:00,27.0,,42.5,32.2,37.35,22.0,22.0,[22.0],42.5,1.0,32.2,4.0,29.5,25.0
2023-06-06 03:50:00,27.0,,42.5,32.3,37.4,22.0,22.0,[22.0],42.5,1.0,32.3,4.0,29.6,25.0
2023-06-06 03:55:00,27.0,,42.4,32.3,37.35,21.7,21.7,[21.7],42.4,1.0,32.3,4.0,29.4,25.0
2023-06-06 04:00:00,26.9,,42.4,32.3,37.35,22.2,22.2,[22.2],42.4,1.0,32.3,4.0,29.6,25.0
2023-06-06 04:05:00,26.9,,42.4,32.2,37.3,21.9,21.9,[21.9],42.4,1.0,32.2,4.0,29.5,25.0
2023-06-06 04:10:00,26.9,,42.4,32.3,37.35,22.0,22.0,[22.0],42.4,1.0,32.3,4.0,29.5,25.0
2023-06-06 04:15:00,26.9,,42.6,32.3,37.45,21.4,21.4,[21.4],42.6,1.0,32.3,4.0,29.4,25.0
2023-06-06 04:20:00,26.9,,42.4,32.2,37.3,22.2,22.2,[22.2],42.4,1.0,32.2,3.9,29.4,25.0
2023-06-06 04:25:00,26.9,,42.5,32.2,37.35,21.7,21.7,[21.7],42.5,1.0,32.2,4.0,29.4,25.0
2023-06-06 04:30:00,26.9,,42.3,32.2,37.25,22.2,22.2,[22.2],42.3,1.0,32.2,4.0,29.6,25.0
2023-06-06 04:35:00,26.9,,42.6,32.2,37.400000000000006,21.5,21.5,[21.5],42.6,1.0,32.2,3.9,29.4,25.0
2023-06-06 04:40:00,26.8,,42.3,32.1,37.2,22.3,22.3,[22.3],42.3,1.0,32.1,4.0,29.6,25.0
2023-06-06 04:45:00,26.8,,42.3,32.0,37.15,21.7,21.7,[21.7],42.3,1.0,32.0,3.9,29.4,25.0
2023-06-06 04:50:00,26.8,,42.4,32.0,37.2,22.4,22.4,[22.4],42.4,1.0,32.0,3.9,29.6,25.0
2023-06-06 04:55:00,26.8,,42.4,32.0,37.2,21.7,21.7,[21.7],42.4,1.0,32.0,4.0,29.4,25.0
2023-06-06 05:00:00,26.8,,42.4,32.0,37.2,22.2,22.2,[22.2],42.4,1.0,32.0,3.9,29.6,25.0
2023-06-06 05:05:00,26.8,,42.5,32.1,37.3,21.6,21.6,[21.6],42.5,1.0,32.1,4.0,29.4,25.0
2023-06-06 05:10:00,26.8,,42.5,32.1,37.3,22.2,22.2,[22.2],42.5,1.0,32.1,4.0,29.7,25.0
2023-06-06 05:15:00,26.8,,42.5,32.1,37.3,21.6,21.6,[21.6],42.5,1.0,32.1,3.9,29.5,25.0
2023-06-06 05:20:00,26.8,,42.5,32.1,37.3,22.3,22.3,[22.3],42.5,1.0,32.1,4.0,29.6,25.0
2023-06-06 05:25:00,26.8,,42.4,32.2,37.3,21.6,21.6,[21.6],42.4,1.0,32.2,4.0,29.5,25.0
2023-06-06 05:30:00,26.8,,42.4,32.0,37.2,22.3,22.3,[22.3],42.4,1.0,32.0,3.9,29.7,25.0
2023-06-06 05:35:00,26.8,,42.4,32.0,37.2,21.7,21.7,[21.7],42.4,1.0,32.0,4.0,29.4,25.0
2023-06-06 05:40:00,26.8,,42.4,32.1,37.25,22.4,22.4,[22.4],42.4,1.0,32.1,4.0,29.7,25.0
2023-06-06 05:45:00,26.7,,42.4,32.1,37.25,21.7,21.7,[21.7],42.4,1.0,32.1,4.0,29.5,25.0
2023-06-06 05:50:00,26.7,,42.4,32.1,37.25,22.4,22.4,[22.4],42.4,1.0,32.1,4.0,29.6,25.0
2023-06-06 05:55:00,26.7,,42.6,32.1,37.35,21.6,21.6,[21.6],42.6,1.0,32.1,4.0,29.3,25.0
2023-06-06 06:00:00,26.7,,42.5,32.1,37.3,22.3,22.3,[22.3],42.5,1.0,32.1,4.0,29.6,25.0
2023-06-06 06:05:00,26.7,,42.5,32.1,37.3,21.7,21.7,[21.7],42.5,1.0,32.1,4.0,29.4,25.0
2023-06-06 06:10:00,26.7,,42.4,32.1,37.25,22.3,22.3,[22.3],42.4,1.0,32.1,4.0,29.6,25.0
2023-06-06 06:15:00,26.7,,42.6,32.2,37.400000000000006,21.6,21.6,[21.6],42.6,1.0,32.2,4.0,29.4,25.0
2023-06-06 06:20:00,26.6,,42.4,32.2,37.3,22.3,22.3,[22.3],42.4,1.0,32.2,4.0,29.6,25.0
2023-06-06 06:25:00,26.6,,42.4,32.2,37.3,21.7,21.7,[21.7],42.4,1.0,32.2,3.9,29.4,25.0
2023-06-06 06:30:00,26.6,,42.4,32.2,37.3,22.4,22.4,[22.4],42.4,1.0,32.2,3.9,29.7,25.0
2023-06-06 06:35:00,26.6,,42.6,32.1,37.35,21.6,21.6,[21.6],42.6,1.0,32.1,4.0,29.4,25.0
2023-06-06 06:40:00,26.6,,42.4,32.1,37.25,22.3,22.3,[22.3],42.4,1.0,32.1,3.9,29.7,25.0
2023-06-06 06:45:00,26.6,,42.5,32.1,37.3,21.7,21.7,[21.7],42.5,1.0,32.1,4.0,29.3,25.0
2023-06-06 06:50:00,26.6,,42.6,32.3,37.45,22.2,22.2,[22.2],42.6,1.0,32.3,4.0,29.5,25.0
2023-06-06 06:55:00,26.5,,42.4,32.3,37.35,21.6,21.6,[21.6],42.4,1.0,32.3,3.9,29.4,25.0
2023-06-06 07:00:00,26.5,,42.5,32.2,37.35,22.1,22.1,[22.1],42.5,1.0,32.2,4.0,29.6,25.0
2023-06-06 07:05:00,26.5,,42.3,32.2,37.25,21.7,21.7,[21.7],42.3,1.0,32.2,4.0,29.5,25.0
2023-06-06 07:10:00,26.5,,42.5,32.1,37.3,22.2,22.2,[22.2],42.5,1.0,32.1,4.0,29.4,25.0
2023-06-06 07:15:00,26.5,,42.4,32.1,37.25,22.1,22.1,[22.1],42.4,1.0,32.1,4.0,29.4,25.0
2023-06-06 07:20:00,26.5,,42.4,32.1,37.25,22.0,22.0,[22.0],42.4,1.0,32.1,4.0,29.6,25.0
2023-06-06 07:25:00,26.5,,42.6,32.2,37.400000000000006,21.9,21.9,[21.9],42.6,1.0,32.2,4.0,29.5,25.0
2023-06-06 07:30:00,26.5,,42.3,32.1,37.2,22.1,22.1,[22.1],42.3,1.0,32.1,4.0,29.4,25.0
2023-06-06 07:35:00,26.5,,42.5,32.2,37.35,21.5,21.5,[21.5],42.5,1.0,32.2,4.0,29.4,25.0
2023-06-06 07:40:00,26.5,,42.3,32.1,37.2,22.1,22.1,[22.1],42.3,1.0,32.1,4.0,29.7,25.0
2023-06-06 07:45:00,26.5,,42.5,32.0,37.25,21.6,21.6,[21.6],42.5,1.0,32.0,4.0,29.4,25.0
2023-06-06 07:50:00,26.5,,42.5,32.0,37.25,22.1,22.1,[22.1],42.5,1.0,32.0,3.9,29.6,25.0
2023-06-06 07:55:00,26.5,,42.3,32.0,37.15,21.6,21.6,[21.6],42.3,1.0,32.0,4.0,29.4,25.0
2023-06-06 08:00:00,26.4,,42.3,32.2,37.25,22.2,22.2,[22.2],42.3,1.0,32.2,4.0,29.6,25.0
2023-06-06 08:05:00,26.4,,42.5,32.2,37.35,22.1,22.1,[22.1],42.5,1.0,32.2,3.9,29.5,25.0
2023-06-06 08:10:00,26.4,,42.4,32.2,37.3,22.0,22.0,[22.0],42.4,1.0,32.2,3.9,29.5,25.0
2023-06-06 08:15:00,26.4,,42.5,32.2,37.35,22.3,22.3,[22.3],42.5,1.0,32.2,4.0,29.4,25.0
2023-06-06 08:20:00,26.4,,42.5,32.2,37.35,21.8,21.8,[21.8],42.5,1.0,32.2,3.9,29.4,25.0
2023-06-06 08:25:00,26.4,,42.5,32.2,37.35,22.1,22.1,[22.1],42.5,1.0,32.2,4.0,29.4,25.0
2023-06-06 08:30:00,26.4,,42.2,32.1,37.150000000000006,21.8,21.8,[21.8],42.2,1.0,32.1,3.9,29.5,25.0
2023-06-06 08:35:00,26.4,,42.4,32.2,37.3,22.3,22.3,[22.3],42.4,1.0,32.2,3.9,29.6,25.0
2023-06-06 08:40:00,26.4,,42.4,32.1,37.25,21.7,21.7,[21.7],42.4,1.0,32.1,4.0,29.3,25.0
2023-06-06 08:45:00,26.4,,42.5,32.1,37.3,22.4,22.4,[22.4],42.5,1.0,32.1,3.9,29.5,25.0
2023-06-06 08:50:00,26.4,,42.4,32.1,37.25,21.7,21.7,[21.7],42.4,1.0,32.1,4.0,29.3,25.0
2023-06-06 08:55:00,26.4,,42.4,32.1,37.25,22.3,22.3,[22.3],42.4,1.0,32.1,4.0,29.7,25.0
2023-06-06 09:00:00,26.4,,42.4,32.1,37.25,21.6,21.6,[21.6],42.4,1.0,32.1,3.9,29.3,25.0
2023-06-06 09:05:00,26.4,,42.4,32.1,37.25,22.1,22.1,[22.1],42.4,1.0,32.1,3.9,29.7,25.0
2023-06-06 09:10:00,26.4,,42.3,32.0,37.15,21.6,21.6,[21.6],42.3,1.0,32.0,4.0,29.6,25.0
2023-06-06 09:15:00,26.4,,42.3,32.0,37.15,22.5,22.5,[22.5],42.3,1.0,32.0,4.0,29.6,25.0
2023-06-06 09:20:00,26.4,,42.4,32.1,37.25,21.6,21.6,[21.6],42.4,1.0,32.1,4.0,29.3,25.0
2023-06-06 09:25:00,26.5,,42.4,32.1,37.25,22.3,22.3,[22.3],42.4,1.0,32.1,4.0,29.7,25.0
2023-06-06 09:30:00,26.5,,42.3,32.2,37.25,21.8,21.8,[21.8],42.3,1.0,32.2,3.9,29.4,25.0
2023-06-06 09:35:00,26.5,,42.1,32.1,37.1,21.5,21.5,[21.5],42.1,1.0,32.1,4.0,29.4,25.0
2023-06-06 09:40:00,26.6,,42.1,31.9,37.0,22.1,22.1,[22.1],42.1,1.0,31.9,4.0,29.5,25.0
2023-06-06 09:45:00,26.6,,42.3,32.0,37.15,21.6,21.6,[21.6],42.3,1.0,32.0,3.9,29.4,25.0
2023-06-06 09:50:00,26.6,,42.1,32.1,37.1,21.9,21.9,[21.9],42.1,1.0,32.1,4.0,29.5,25.0
2023-06-06 09:55:00,26.6,,42.3,32.1,37.2,21.6,21.6,[21.6],42.3,1.0,32.1,3.9,29.4,25.0
2023-06-06 10:00:00,26.5,,42.3,32.0,37.15,22.3,22.3,[22.3],42.3,1.0,32.0,3.9,29.8,25.0
2023-06-06 10:05:00,26.5,,42.5,32.1,37.3,21.6,21.6,[21.6],42.5,1.0,32.1,4.0,29.5,25.0
2023-06-06 10:10:00,26.5,,42.3,32.1,37.2,22.4,22.4,[22.4],42.3,1.0,32.1,3.9,29.7,25.0
2023-06-06 10:15:00,26.6,,42.4,32.1,37.25,21.7,21.7,[21.7],42.4,1.0,32.1,4.0,29.4,25.0
2023-06-06 10:20:00,26.5,,42.3,32.1,37.2,22.4,22.4,[22.4],42.3,1.0,32.1,4.0,29.6,25.0
2023-06-06 10:25:00,26.5,,42.3,32.0,37.15,21.8,21.8,[21.8],42.3,1.0,32.0,3.9,29.6,25.0
2023-06-06 10:30:00,26.5,,42.3,32.0,37.15,22.4,22.4,[22.4],42.3,1.0,32.0,4.0,29.6,25.0
2023-06-06 10:35:00,26.5,,42.3,31.9,37.1,21.9,21.9,[21.9],42.3,1.0,31.9,4.0,29.5,25.0
2023-06-06 10:40:00,26.4,,42.4,32.0,37.2,22.3,22.3,[22.3],42.4,1.0,32.0,3.9,29.6,25.0
2023-06-06 10:45:00,26.4,,42.4,32.0,37.2,21.7,21.7,[21.7],42.4,1.0,32.0,4.0,29.4,25.0
2023-06-06 10:50:00,26.4,,42.4,32.2,37.3,22.3,22.3,[22.3],42.4,1.0,32.2,4.0,29.7,25.0
2023-06-06 10:55:00,26.4,,42.4,32.2,37.3,21.7,21.7,[21.7],42.4,1.0,32.2,4.0,29.4,25.0
2023-06-06 11:00:00,26.4,,42.2,32.1,37.150000000000006,22.0,22.0,[22.0],42.2,1.0,32.1,4.0,29.5,25.0
2023-06-06 11:05:00,26.4,,42.4,32.0,37.2,21.8,21.8,[21.8],42.4,1.0,32.0,4.0,29.4,25.0
2023-06-06 11:10:00,26.4,,42.3,32.1,37.2,22.2,22.2,[22.2],42.3,1.0,32.1,4.0,29.4,25.0
2023-06-06 11:15:00,26.4,,42.3,32.1,37.2,21.9,21.9,[21.9],42.3,1.0,32.1,4.0,29.4,25.0
2023-06-06 11:20:00,26.4,,42.4,32.2,37.3,22.5,22.5,[22.5],42.4,1.0,32.2,4.0,29.5,25.0
2023-06-06 11:25:00,26.4,,42.4,32.2,37.3,21.8,21.8,[21.8],42.4,1.0,32.2,4.0,29.4,25.0
2023-06-06 11:30:00,26.4,,42.4,32.2,37.3,21.6,21.6,[21.6],42.4,1.0,32.2,4.0,29.3,25.0
2023-06-06 11:35:00,26.3,,42.2,32.0,37.1,22.0,22.0,[22.0],42.2,1.0,32.0,3.9,29.5,25.0
