time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,21502_h,21503_c,21503_h,21503_p,21503_r,21503_s,545673_c,545673_h,545673_p,545673_r,545673_s,545674_c,545674_h,545674_p,545674_r,545674_s
2023-05-31 17:55:00,30.5,40.0,29.3,25.5,27.15,25.9,27.8,"[27.8, 24.2, 25.2, 26.4]",29.3,1.0,26.5,7.7,24.3,21.0,1.0,27.3,8.5,24.0,21.0,1.0,25.5,11.7,23.0,21.0
2023-05-31 18:00:00,30.4,40.0,29.3,25.5,27.15,25.9,27.8,"[27.8, 24.2, 25.2, 26.4]",29.3,1.0,26.5,7.7,24.3,21.0,1.0,27.3,17.9,23.0,21.0,1.0,25.5,11.7,23.0,21.0
2023-05-31 18:05:00,30.4,40.0,29.3,25.5,27.15,25.85,27.8,"[27.8, 24.1, 25.1, 26.4]",29.3,1.0,26.5,7.7,24.3,21.0,1.0,27.3,7.7,23.0,21.0,1.0,25.5,11.5,23.0,21.0
2023-05-31 18:10:00,30.4,40.0,29.1,25.5,27.1,25.925,27.8,"[27.8, 24.2, 25.3, 26.4]",29.1,1.0,26.5,7.7,24.3,21.0,1.0,27.3,17.8,24.0,21.0,1.0,25.5,11.7,23.0,21.0
2023-05-31 18:15:00,30.4,40.0,29.2,25.5,27.125,25.825,27.8,"[27.8, 24.1, 25.0, 26.4]",29.2,1.0,26.5,7.6,24.3,21.0,1.0,27.3,11.0,22.0,21.0,1.0,25.5,11.5,23.0,21.0
2023-05-31 18:20:00,30.4,40.0,29.2,25.5,27.125,25.9,27.8,"[27.8, 24.2, 25.2, 26.4]",29.2,1.0,26.5,7.6,24.3,21.0,1.0,27.3,8.2,24.0,21.0,1.0,25.5,11.5,23.0,21.0
2023-05-31 18:25:00,30.4,40.0,29.3,25.4,27.1,25.9,27.8,"[27.8, 24.2, 25.2, 26.4]",29.3,1.0,26.4,7.6,24.3,21.0,1.0,27.3,8.6,24.0,21.0,1.0,25.4,11.6,23.0,21.0
2023-05-31 18:30:00,30.4,40.0,29.4,25.5,27.15,25.85,27.8,"[27.8, 24.1, 25.1, 26.4]",29.4,1.0,26.4,7.6,24.3,21.0,1.0,27.3,7.7,23.0,21.0,1.0,25.5,11.3,23.0,21.0
2023-05-31 18:35:00,30.4,40.0,29.2,25.5,27.1,25.9,27.8,"[27.8, 24.2, 25.2, 26.4]",29.2,1.0,26.4,7.6,24.3,21.0,1.0,27.3,8.5,24.0,21.0,1.0,25.5,11.3,23.0,21.0
2023-05-31 18:40:00,30.4,40.0,29.3,25.5,27.125,25.85,27.8,"[27.8, 24.1, 25.1, 26.4]",29.3,1.0,26.4,7.5,24.3,21.0,1.0,27.3,7.6,22.0,21.0,1.0,25.5,11.6,23.0,21.0
2023-05-31 18:45:00,30.4,40.0,29.3,25.5,27.125,25.85,27.8,"[27.8, 24.1, 25.1, 26.4]",29.3,1.0,26.4,7.5,24.2,21.0,1.0,27.3,8.5,23.0,21.0,1.0,25.5,11.3,23.0,21.0
2023-05-31 18:50:00,30.4,40.0,29.3,25.4,27.1,25.925,27.8,"[27.8, 24.2, 25.3, 26.4]",29.3,1.0,26.4,7.5,24.4,21.0,1.0,27.3,8.5,24.0,21.0,1.0,25.4,11.6,23.0,21.0
2023-05-31 18:55:00,30.4,40.0,29.3,25.4,27.1,25.85,27.8,"[27.8, 24.1, 25.1, 26.4]",29.3,1.0,26.4,7.6,24.2,21.0,1.0,27.3,17.7,22.0,21.0,1.0,25.4,11.3,23.0,21.0
2023-05-31 19:00:00,30.4,40.0,29.3,25.4,27.1,25.85,27.7,"[27.7, 24.2, 25.1, 26.4]",29.3,1.0,26.4,7.5,24.2,21.0,1.0,27.3,7.7,23.0,21.0,1.0,25.4,11.3,23.0,21.0
2023-05-31 19:05:00,30.4,40.0,29.4,25.4,27.1,25.9,27.7,"[27.7, 24.2, 25.3, 26.4]",29.4,1.0,26.4,7.4,24.3,21.0,1.0,27.2,17.7,24.0,21.0,1.0,25.4,11.4,23.0,21.0
2023-05-31 19:10:00,30.4,40.0,29.4,25.4,27.125,25.8,27.7,"[27.7, 24.1, 25.0, 26.4]",29.4,1.0,26.4,7.5,24.2,21.0,1.0,27.3,7.5,22.0,21.0,1.0,25.4,11.1,23.0,21.0
2023-05-31 19:15:00,30.4,40.0,29.3,25.4,27.075000000000003,25.875,27.7,"[27.7, 24.2, 25.2, 26.4]",29.3,1.0,26.4,7.5,24.2,21.0,1.0,27.2,8.2,24.0,21.0,1.0,25.4,11.0,23.0,21.0
2023-05-31 19:20:00,30.4,40.0,29.3,25.4,27.075000000000003,25.875,27.7,"[27.7, 24.2, 25.2, 26.4]",29.3,1.0,26.4,7.4,24.2,21.0,1.0,27.2,17.6,23.0,21.0,1.0,25.4,11.3,23.0,21.0
2023-05-31 19:25:00,30.4,40.0,29.3,25.4,27.075000000000003,25.8,27.7,"[27.7, 24.1, 25.0, 26.4]",29.3,1.0,26.3,7.5,24.1,21.0,1.0,27.3,7.6,23.0,21.0,1.0,25.4,11.1,23.0,21.0
2023-05-31 19:30:00,30.3,40.0,29.3,25.4,27.05,25.875,27.7,"[27.7, 24.2, 25.2, 26.4]",29.3,1.0,26.3,7.5,24.2,21.0,1.0,27.2,8.6,24.0,21.0,1.0,25.4,11.2,23.0,21.0
2023-05-31 19:35:00,30.3,40.0,29.4,25.4,27.1,25.85,27.7,"[27.7, 24.1, 25.2, 26.4]",29.4,1.0,26.3,7.4,24.3,21.0,1.0,27.3,17.5,23.0,22.0,1.0,25.4,11.1,23.0,22.0
2023-05-31 19:40:00,30.3,40.0,29.3,25.4,27.075000000000003,25.875,27.7,"[27.7, 24.2, 25.2, 26.4]",29.3,1.0,26.3,7.4,24.5,22.0,1.0,27.3,7.3,23.0,22.0,1.0,25.4,10.3,23.0,22.0
2023-05-31 19:45:00,30.3,40.0,29.2,25.4,27.05,25.95,27.7,"[27.7, 24.3, 25.4, 26.4]",29.2,1.0,26.3,7.4,24.5,22.0,1.0,27.3,8.0,24.0,22.0,1.0,25.4,10.2,23.0,22.0
2023-05-31 19:50:00,30.3,40.0,29.3,25.4,27.075000000000003,25.85,27.7,"[27.7, 24.2, 25.2, 26.3]",29.3,1.0,26.3,7.4,24.3,21.0,1.0,27.3,17.4,23.0,21.0,1.0,25.4,11.3,23.0,21.0
2023-05-31 19:55:00,30.3,40.0,29.4,25.4,27.1,25.8,27.7,"[27.7, 24.1, 25.1, 26.3]",29.4,1.0,26.3,7.4,24.1,21.0,1.0,27.3,8.1,23.0,21.0,1.0,25.4,10.9,23.0,21.0
2023-05-31 20:00:00,30.3,40.0,29.2,25.3,27.0,25.85,27.7,"[27.7, 24.2, 25.2, 26.3]",29.2,1.0,26.3,7.4,24.1,21.0,1.0,27.2,8.4,24.0,21.0,1.0,25.3,11.1,23.0,21.0
2023-05-31 20:05:00,30.3,40.0,29.3,25.3,27.025,25.8,27.7,"[27.7, 24.1, 25.1, 26.3]",29.3,1.0,26.3,7.3,24.1,21.0,1.0,27.2,17.6,22.0,21.0,1.0,25.3,11.3,23.0,21.0
2023-05-31 20:10:00,30.3,40.0,29.3,25.3,27.025,25.8,27.7,"[27.7, 24.1, 25.1, 26.3]",29.3,1.0,26.3,7.4,24.1,21.0,1.0,27.2,7.4,23.0,21.0,1.0,25.3,11.2,23.0,21.0
2023-05-31 20:15:00,30.3,40.0,29.3,25.3,27.025,25.875,27.7,"[27.7, 24.2, 25.3, 26.3]",29.3,1.0,26.3,7.4,24.2,21.0,1.0,27.2,8.4,23.0,21.0,1.0,25.3,11.1,23.0,21.0
2023-05-31 20:20:00,30.2,40.0,29.3,25.3,27.025,25.775,27.7,"[27.7, 24.1, 25.0, 26.3]",29.3,1.0,26.3,7.4,24.1,21.0,1.0,27.2,17.3,22.0,21.0,1.0,25.3,11.0,23.0,21.0
2023-05-31 20:25:00,30.2,40.0,29.2,25.2,26.95,25.8,27.7,"[27.7, 24.1, 25.1, 26.3]",29.2,1.0,26.2,7.4,24.1,21.0,1.0,27.2,7.8,23.0,21.0,1.0,25.2,11.1,23.0,21.0
2023-05-31 20:30:00,30.2,40.0,29.2,25.2,26.95,25.875,27.7,"[27.7, 24.2, 25.3, 26.3]",29.2,1.0,26.2,7.4,24.1,21.0,1.0,27.2,8.5,24.0,21.0,1.0,25.2,11.1,23.0,21.0
2023-05-31 20:35:00,30.2,40.0,29.2,25.3,26.975,25.75,27.6,"[27.6, 24.1, 25.0, 26.3]",29.2,1.0,26.2,7.4,24.1,21.0,1.0,27.2,7.7,22.0,21.0,1.0,25.3,11.0,23.0,21.0
2023-05-31 20:40:00,30.2,40.0,29.1,25.2,26.925,25.775,27.6,"[27.6, 24.1, 25.1, 26.3]",29.1,1.0,26.2,7.4,24.1,21.0,1.0,27.2,8.1,23.0,21.0,1.0,25.2,11.1,23.0,21.0
2023-05-31 20:45:00,30.2,40.0,29.2,25.2,26.95,25.85,27.6,"[27.6, 24.2, 25.3, 26.3]",29.2,1.0,26.2,7.3,24.1,21.0,1.0,27.2,8.4,24.0,21.0,1.0,25.2,10.9,23.0,21.0
2023-05-31 20:50:00,30.2,40.0,29.3,25.2,26.95,25.75,27.6,"[27.6, 24.1, 25.0, 26.3]",29.3,1.0,26.2,7.4,24.1,21.0,1.0,27.1,7.4,22.0,21.0,1.0,25.2,10.8,23.0,21.0
2023-05-31 20:55:00,30.1,40.0,29.2,25.2,26.925,25.775,27.6,"[27.6, 24.1, 25.1, 26.3]",29.2,1.0,26.2,7.3,24.1,21.0,1.0,27.1,8.2,23.0,21.0,1.0,25.2,10.8,23.0,21.0
2023-05-31 21:00:00,30.1,40.0,29.2,25.2,26.925,25.825,27.6,"[27.6, 24.2, 25.2, 26.3]",29.2,1.0,26.2,7.3,24.1,21.0,1.0,27.1,8.4,24.0,21.0,1.0,25.2,11.1,23.0,21.0
2023-05-31 21:05:00,30.2,40.0,29.3,25.2,26.975,25.75,27.6,"[27.6, 24.1, 25.0, 26.3]",29.3,1.0,26.2,7.3,24.1,21.0,1.0,27.2,7.4,22.0,21.0,1.0,25.2,11.2,23.0,21.0
2023-05-31 21:10:00,30.2,40.0,29.2,25.2,26.95,25.75,27.6,"[27.6, 24.1, 25.1, 26.2]",29.2,1.0,26.2,7.3,24.0,21.0,1.0,27.2,8.5,23.0,21.0,1.0,25.2,11.0,23.0,21.0
2023-05-31 21:15:00,30.1,40.0,29.2,25.2,26.925,25.825,27.6,"[27.6, 24.2, 25.2, 26.3]",29.2,1.0,26.2,7.3,24.1,21.0,1.0,27.1,8.4,23.0,21.0,1.0,25.2,10.9,23.0,21.0
2023-05-31 21:20:00,30.1,40.0,29.3,25.2,26.95,25.725,27.6,"[27.6, 24.1, 25.0, 26.2]",29.3,1.0,26.2,,24.0,21.0,1.0,27.1,,22.0,21.0,1.0,25.2,,23.0,21.0
2023-05-31 21:25:00,30.1,40.0,29.2,25.2,26.925,25.75,27.6,"[27.6, 24.1, 25.1, 26.2]",29.2,1.0,26.2,7.4,24.0,21.0,1.0,27.1,8.4,23.0,21.0,1.0,25.2,10.9,23.0,21.0
2023-05-31 21:30:00,30.2,40.0,29.2,25.2,26.925,25.8,27.6,"[27.6, 24.2, 25.2, 26.2]",29.2,1.0,26.1,7.4,24.1,21.0,1.0,27.2,8.4,24.0,21.0,1.0,25.2,10.9,23.0,21.0
2023-05-31 21:35:00,30.2,40.0,29.3,25.2,26.950000000000003,25.7,27.5,"[27.5, 24.1, 25.0, 26.2]",29.3,1.0,26.1,7.4,24.1,21.0,1.0,27.2,17.5,22.0,21.0,1.0,25.2,11.0,23.0,21.0
2023-05-31 21:40:00,30.2,40.0,29.2,25.2,26.9,25.7,27.5,"[27.5, 24.1, 25.0, 26.2]",29.2,1.0,26.1,7.4,24.1,21.0,1.0,27.1,7.5,23.0,21.0,1.0,25.2,11.0,23.0,21.0
2023-05-31 21:45:00,30.2,40.0,29.2,25.2,26.9,25.775,27.5,"[27.5, 24.2, 25.2, 26.2]",29.2,1.0,26.1,7.3,24.0,21.0,1.0,27.1,8.4,24.0,21.0,1.0,25.2,10.9,23.0,21.0
2023-05-31 21:50:00,30.2,40.0,29.2,25.2,26.9,25.7,27.5,"[27.5, 24.1, 25.0, 26.2]",29.2,1.0,26.1,7.3,24.0,21.0,1.0,27.1,17.4,24.0,21.0,1.0,25.2,11.1,23.0,21.0
2023-05-31 21:55:00,30.2,40.0,29.2,25.2,26.9,25.7,27.5,"[27.5, 24.1, 25.0, 26.2]",29.2,1.0,26.1,7.3,23.9,21.0,1.0,27.1,7.5,23.0,21.0,1.0,25.2,10.9,23.0,21.0
2023-05-31 22:00:00,30.2,40.0,29.2,25.2,26.9,25.75,27.5,"[27.5, 24.2, 25.1, 26.2]",29.2,1.0,26.1,7.3,24.0,21.0,1.0,27.1,8.4,24.0,21.0,1.0,25.2,11.1,23.0,21.0
2023-05-31 22:05:00,30.2,40.0,29.2,25.1,26.875,25.725,27.5,"[27.5, 24.1, 25.1, 26.2]",29.2,1.0,26.1,7.3,24.1,22.0,1.0,27.1,16.5,23.0,22.0,1.0,25.1,10.0,23.0,22.0
2023-05-31 22:10:00,30.1,40.0,29.2,25.2,26.9,25.725,27.5,"[27.5, 24.1, 25.1, 26.2]",29.2,1.0,26.1,7.3,24.4,22.0,1.0,27.1,6.5,23.0,22.0,1.0,25.2,10.0,23.0,22.0
2023-05-31 22:15:00,30.1,40.0,29.2,25.1,26.875,25.775,27.5,"[27.5, 24.2, 25.2, 26.2]",29.2,1.0,26.1,7.3,24.4,22.0,1.0,27.1,7.4,24.0,22.0,1.0,25.1,10.1,23.0,22.0
2023-05-31 22:20:00,30.1,40.0,29.2,25.2,26.925,25.775,27.5,"[27.5, 24.2, 25.2, 26.2]",29.2,1.0,26.1,7.4,24.3,21.0,1.0,27.2,17.5,23.0,21.0,1.0,25.2,10.8,23.0,21.0
2023-05-31 22:25:00,30.1,40.0,29.2,25.2,26.925,25.625,27.4,"[27.4, 24.1, 24.9, 26.1]",29.2,1.0,26.1,7.4,23.9,21.0,1.0,27.2,7.4,23.0,21.0,1.0,25.2,10.6,22.0,21.0
2023-05-31 22:30:00,30.1,40.0,29.1,25.1,26.825000000000003,25.675,27.4,"[27.4, 24.1, 25.1, 26.1]",29.1,1.0,26.0,7.4,24.0,21.0,1.0,27.1,8.4,24.0,21.0,1.0,25.1,10.6,22.0,21.0
2023-05-31 22:35:00,30.1,40.0,29.2,25.1,26.85,25.75,27.5,"[27.5, 24.2, 25.2, 26.1]",29.2,1.0,26.0,7.4,24.0,21.0,1.0,27.1,17.4,24.0,21.0,1.0,25.1,10.9,23.0,21.0
2023-05-31 22:40:00,30.1,40.0,29.2,25.1,26.85,25.625,27.4,"[27.4, 24.1, 24.9, 26.1]",29.2,1.0,26.0,7.4,23.9,21.0,1.0,27.1,7.4,24.0,21.0,1.0,25.1,10.7,23.0,21.0
2023-05-31 22:45:00,30.1,40.0,29.1,25.1,26.825000000000003,25.65,27.4,"[27.4, 24.1, 25.0, 26.1]",29.1,1.0,26.0,7.4,23.9,21.0,1.0,27.1,7.9,23.0,21.0,1.0,25.1,10.8,23.0,21.0
2023-05-31 22:50:00,30.1,40.0,29.2,25.1,26.85,25.7,27.4,"[27.4, 24.2, 25.1, 26.1]",29.2,1.0,26.0,7.4,23.9,21.0,1.0,27.1,8.3,24.0,21.0,1.0,25.1,10.7,23.0,21.0
2023-05-31 22:55:00,30.1,40.0,29.2,25.0,26.825000000000003,25.675,27.4,"[27.4, 24.2, 25.0, 26.1]",29.2,1.0,26.0,7.3,24.0,21.0,1.0,27.1,17.4,23.0,21.0,1.0,25.0,11.0,23.0,21.0
2023-05-31 23:00:00,30.1,40.0,29.2,25.0,26.825000000000003,25.625,27.4,"[27.4, 24.1, 24.9, 26.1]",29.2,1.0,26.0,7.4,23.9,21.0,1.0,27.1,7.5,23.0,21.0,1.0,25.0,10.8,22.0,21.0
2023-05-31 23:05:00,30.1,40.0,29.2,25.0,26.825000000000003,25.65,27.4,"[27.4, 24.1, 25.0, 26.1]",29.2,1.0,26.0,7.4,23.9,21.0,1.0,27.1,8.4,24.0,21.0,1.0,25.0,10.7,22.0,21.0
2023-05-31 23:10:00,30.1,40.0,29.2,25.0,26.825000000000003,25.7,27.4,"[27.4, 24.2, 25.1, 26.1]",29.2,1.0,26.0,7.4,23.9,21.0,1.0,27.1,16.9,24.0,21.0,1.0,25.0,10.8,23.0,21.0
2023-05-31 23:15:00,30.1,40.0,29.0,25.0,26.775,25.6,27.4,"[27.4, 24.1, 24.9, 26.0]",29.0,1.0,26.0,7.5,23.9,21.0,1.0,27.1,7.3,22.0,21.0,1.0,25.0,10.9,23.0,21.0
2023-05-31 23:20:00,30.1,40.0,29.0,25.0,26.75,25.6,27.4,"[27.4, 24.1, 24.9, 26.0]",29.0,1.0,26.0,7.4,23.8,21.0,1.0,27.0,8.1,23.0,21.0,1.0,25.0,10.6,23.0,21.0
2023-05-31 23:25:00,30.0,40.0,29.2,25.0,26.775,25.675,27.4,"[27.4, 24.2, 25.1, 26.0]",29.2,1.0,25.9,7.4,23.9,21.0,1.0,27.0,8.4,24.0,21.0,1.0,25.0,10.7,23.0,21.0
2023-05-31 23:30:00,30.0,40.0,29.2,25.0,26.775,25.65,27.4,"[27.4, 24.2, 25.0, 26.0]",29.2,1.0,25.9,7.3,23.9,21.0,1.0,27.0,17.5,23.0,21.0,1.0,25.0,10.8,23.0,21.0
2023-05-31 23:35:00,30.0,40.0,29.2,25.0,26.8,25.575,27.4,"[27.4, 24.1, 24.8, 26.0]",29.2,1.0,25.9,7.3,23.9,21.0,1.0,27.1,7.3,23.0,21.0,1.0,25.0,10.5,23.0,21.0
2023-05-31 23:40:00,30.0,40.0,29.1,25.0,26.75,25.6,27.4,"[27.4, 24.1, 24.9, 26.0]",29.1,1.0,25.9,7.4,23.9,21.0,1.0,27.0,8.3,24.0,21.0,1.0,25.0,10.5,23.0,21.0
2023-05-31 23:45:00,30.0,40.0,29.2,25.0,26.775,25.675,27.4,"[27.4, 24.2, 25.1, 26.0]",29.2,1.0,25.9,7.4,23.9,21.0,1.0,27.0,8.5,24.0,21.0,1.0,25.0,10.9,23.0,21.0
2023-05-31 23:50:00,30.0,40.0,29.1,25.0,26.75,25.6,27.4,"[27.4, 24.1, 24.9, 26.0]",29.1,1.0,25.9,7.3,23.9,21.0,1.0,27.0,17.4,23.0,21.0,1.0,25.0,10.9,23.0,21.0
2023-05-31 23:55:00,30.0,40.0,29.1,25.0,26.75,25.55,27.3,"[27.3, 24.1, 24.8, 26.0]",29.1,1.0,25.9,7.4,23.7,21.0,1.0,27.0,7.5,23.0,21.0,1.0,25.0,10.7,23.0,21.0
2023-06-01 00:00:00,30.0,40.0,29.1,25.0,26.75,25.575,27.3,"[27.3, 24.1, 24.9, 26.0]",29.1,1.0,25.9,7.4,23.8,21.0,1.0,27.0,8.3,23.0,21.0,1.0,25.0,10.7,23.0,21.0
2023-06-01 00:05:00,30.0,40.0,29.1,25.0,26.775,25.65,27.4,"[27.4, 24.2, 25.0, 26.0]",29.1,1.0,25.9,7.3,24.0,21.0,1.0,27.1,17.4,24.0,21.0,1.0,25.0,10.9,23.0,21.0
2023-06-01 00:10:00,30.0,40.0,29.1,25.0,26.775,25.55,27.4,"[27.4, 24.1, 24.7, 26.0]",29.1,1.0,25.9,7.4,24.0,21.0,1.0,27.1,7.6,22.0,21.0,1.0,25.0,10.8,23.0,21.0
2023-06-01 00:15:00,30.0,40.0,29.0,25.0,26.75,25.6,27.4,"[27.4, 24.1, 24.9, 26.0]",29.0,1.0,25.9,7.5,24.0,21.0,1.0,27.1,7.9,22.0,21.0,1.0,25.0,10.7,23.0,21.0
2023-06-01 00:20:00,30.0,40.0,29.0,25.1,26.775,25.625,27.3,"[27.3, 24.2, 25.0, 26.0]",29.0,1.0,25.9,7.5,24.0,21.0,1.0,27.1,8.3,24.0,21.0,1.0,25.1,10.9,23.0,21.0
2023-06-01 00:25:00,30.0,40.0,29.2,25.0,26.8,25.625,27.3,"[27.3, 24.2, 25.0, 26.0]",29.2,1.0,25.9,7.3,24.0,21.0,1.0,27.1,16.7,23.0,21.0,1.0,25.0,10.9,23.0,21.0
2023-06-01 00:30:00,30.0,40.0,29.2,25.0,26.8,25.525,27.3,"[27.3, 24.1, 24.7, 26.0]",29.2,1.0,25.9,7.4,23.9,21.0,1.0,27.1,7.5,22.0,21.0,1.0,25.0,10.7,23.0,21.0
2023-06-01 00:35:00,30.0,40.0,29.1,25.0,26.775,25.575,27.3,"[27.3, 24.2, 24.9, 25.9]",29.1,1.0,25.9,7.4,24.0,22.0,1.0,27.1,7.9,23.0,22.0,1.0,25.0,10.7,23.0,22.0
2023-06-01 00:40:00,30.0,40.0,29.2,25.0,26.775,25.625,27.3,"[27.3, 24.2, 25.0, 26.0]",29.2,1.0,25.9,7.4,24.3,22.0,1.0,27.0,7.9,24.0,22.0,1.0,25.0,9.9,23.0,22.0
2023-06-01 00:45:00,29.9,40.0,29.2,25.1,26.825,25.675,27.3,"[27.3, 24.3, 25.1, 26.0]",29.2,1.0,25.9,7.4,24.3,22.0,1.0,27.1,8.4,24.0,22.0,1.0,25.1,9.7,23.0,22.0
2023-06-01 00:50:00,29.9,40.0,29.2,25.1,26.825,25.625,27.3,"[27.3, 24.2, 25.0, 26.0]",29.2,1.0,25.9,7.3,24.1,21.0,1.0,27.1,17.0,23.0,21.0,1.0,25.1,10.6,22.0,21.0
2023-06-01 00:55:00,29.9,40.0,29.2,25.1,26.825,25.525,27.3,"[27.3, 24.1, 24.8, 25.9]",29.2,1.0,25.9,7.4,23.9,21.0,1.0,27.1,7.4,23.0,21.0,1.0,25.1,10.5,22.0,21.0
2023-06-01 01:00:00,29.9,40.0,29.1,25.0,26.775,25.575,27.3,"[27.3, 24.2, 24.9, 25.9]",29.1,1.0,25.9,7.4,23.9,21.0,1.0,27.1,8.4,24.0,21.0,1.0,25.0,10.7,22.0,21.0
2023-06-01 01:05:00,29.9,40.0,29.1,25.0,26.725,25.6,27.3,"[27.3, 24.2, 25.0, 25.9]",29.1,1.0,25.8,7.4,23.8,21.0,1.0,27.0,8.3,24.0,21.0,1.0,25.0,10.5,22.0,21.0
2023-06-01 01:10:00,29.9,40.0,29.1,25.0,26.725,25.575,27.3,"[27.3, 24.2, 24.9, 25.9]",29.1,1.0,25.8,7.4,23.8,21.0,1.0,27.0,8.3,23.0,21.0,1.0,25.0,10.6,23.0,21.0
2023-06-01 01:15:00,29.9,40.0,29.1,25.0,26.725,25.475,27.2,"[27.2, 24.1, 24.7, 25.9]",29.1,1.0,25.8,7.4,23.7,21.0,1.0,27.0,7.5,23.0,21.0,1.0,25.0,10.4,22.0,21.0
2023-06-01 01:20:00,29.9,40.0,29.1,24.9,26.700000000000003,25.5,27.2,"[27.2, 24.1, 24.8, 25.9]",29.1,1.0,25.8,7.4,23.8,21.0,1.0,27.0,8.4,23.0,21.0,1.0,24.9,10.6,22.0,21.0
2023-06-01 01:25:00,29.9,40.0,29.1,24.9,26.700000000000003,25.55,27.2,"[27.2, 24.2, 24.9, 25.9]",29.1,1.0,25.8,7.4,23.8,21.0,1.0,27.0,8.3,24.0,21.0,1.0,24.9,10.5,23.0,21.0
2023-06-01 01:30:00,29.9,40.0,29.1,24.9,26.700000000000003,25.6,27.2,"[27.2, 24.3, 25.0, 25.9]",29.1,1.0,25.8,7.4,23.8,21.0,1.0,27.0,8.4,24.0,21.0,1.0,24.9,10.7,23.0,21.0
2023-06-01 01:35:00,29.9,40.0,29.1,24.9,26.700000000000003,25.475,27.2,"[27.2, 24.1, 24.7, 25.9]",29.1,1.0,25.8,7.4,23.8,21.0,1.0,27.0,17.0,22.0,21.0,1.0,24.9,10.8,23.0,21.0
2023-06-01 01:40:00,29.9,40.0,29.1,24.9,26.700000000000003,25.475,27.2,"[27.2, 24.1, 24.7, 25.9]",29.1,1.0,25.8,7.3,23.7,21.0,1.0,27.0,7.4,23.0,21.0,1.0,24.9,10.5,22.0,21.0
2023-06-01 01:45:00,29.9,40.0,29.1,24.9,26.700000000000003,25.525,27.2,"[27.2, 24.2, 24.8, 25.9]",29.1,1.0,25.8,7.4,23.8,21.0,1.0,27.0,8.4,24.0,21.0,1.0,24.9,10.7,23.0,21.0
2023-06-01 01:50:00,29.9,40.0,29.1,24.9,26.65,25.55,27.2,"[27.2, 24.2, 24.9, 25.9]",29.1,1.0,25.7,7.4,23.8,21.0,1.0,26.9,8.4,24.0,21.0,1.0,24.9,10.6,23.0,21.0
2023-06-01 01:55:00,29.9,40.0,29.1,24.9,26.675,25.575,27.2,"[27.2, 24.3, 24.9, 25.9]",29.1,1.0,25.7,7.4,23.8,21.0,1.0,27.0,8.3,24.0,21.0,1.0,24.9,10.8,23.0,21.0
2023-06-01 02:00:00,29.9,40.0,29.1,24.9,26.675,25.45,27.2,"[27.2, 24.1, 24.7, 25.8]",29.1,1.0,25.7,7.3,23.8,21.0,1.0,27.0,17.3,22.0,21.0,1.0,24.9,10.6,22.0,21.0
2023-06-01 02:05:00,29.9,40.0,29.1,24.9,26.65,25.45,27.2,"[27.2, 24.1, 24.7, 25.8]",29.1,1.0,25.7,7.4,23.7,21.0,1.0,26.9,7.3,23.0,21.0,1.0,24.9,10.7,22.0,21.0
2023-06-01 02:10:00,29.8,40.0,29.1,24.9,26.65,25.5,27.2,"[27.2, 24.2, 24.8, 25.8]",29.1,1.0,25.7,7.4,23.7,21.0,1.0,26.9,8.3,24.0,21.0,1.0,24.9,10.5,22.0,21.0
2023-06-01 02:15:00,29.8,40.0,29.1,24.9,26.65,25.5,27.2,"[27.2, 24.2, 24.8, 25.8]",29.1,1.0,25.7,7.4,23.7,21.0,1.0,26.9,8.3,24.0,21.0,1.0,24.9,10.5,23.0,21.0
2023-06-01 02:20:00,29.8,40.0,29.1,24.9,26.65,25.575,27.2,"[27.2, 24.3, 24.9, 25.9]",29.1,1.0,25.7,7.4,23.7,21.0,1.0,26.9,8.4,24.0,21.0,1.0,24.9,10.6,23.0,21.0
2023-06-01 02:25:00,29.8,40.0,29.1,24.9,26.675,25.425,27.2,"[27.2, 24.1, 24.6, 25.8]",29.1,1.0,25.7,7.4,23.7,21.0,1.0,27.0,7.2,22.0,21.0,1.0,24.9,10.6,22.0,21.0
2023-06-01 02:30:00,29.8,40.0,29.1,24.9,26.65,25.425,27.1,"[27.1, 24.1, 24.7, 25.8]",29.1,1.0,25.7,7.4,23.7,21.0,1.0,26.9,7.9,23.0,21.0,1.0,24.9,10.5,22.0,21.0
2023-06-01 02:35:00,29.8,40.0,29.1,24.9,26.65,25.45,27.1,"[27.1, 24.2, 24.7, 25.8]",29.1,1.0,25.7,7.4,23.7,21.0,1.0,26.9,8.4,24.0,21.0,1.0,24.9,10.6,23.0,21.0
2023-06-01 02:40:00,29.8,40.0,29.1,24.9,26.65,25.475,27.1,"[27.1, 24.2, 24.8, 25.8]",29.1,1.0,25.7,7.4,23.7,21.0,1.0,26.9,8.3,24.0,21.0,1.0,24.9,10.3,23.0,21.0
2023-06-01 02:45:00,29.8,40.0,29.1,24.9,26.65,25.5,27.1,"[27.1, 24.3, 24.8, 25.8]",29.1,1.0,25.7,7.4,23.7,21.0,1.0,26.9,8.4,24.0,21.0,1.0,24.9,10.7,23.0,21.0
2023-06-01 02:50:00,29.8,40.0,29.1,24.9,26.675,25.425,27.1,"[27.1, 24.2, 24.6, 25.8]",29.1,1.0,25.7,7.4,23.7,21.0,1.0,27.0,17.2,22.0,21.0,1.0,24.9,10.7,22.0,21.0
