time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,21502_h,21503_c,21503_h,21503_p,21503_r,21503_s,545673_c,545673_h,545673_p,545673_r,545673_s,545674_c,545674_h,545674_p,545674_r,545674_s
2023-05-30 11:10:00,,40.0,28.9,25.0,26.675,25.5,27.3,"[27.3, 24.2, 24.9, 25.6]",28.9,1.0,25.7,7.8,24.2,22.0,1.0,27.1,8.3,24.0,22.0,1.0,25.0,10.8,23.0,22.0
2023-05-30 11:15:00,,40.0,29.0,25.0,26.700000000000003,25.55,27.3,"[27.3, 24.3, 24.9, 25.7]",29.0,1.0,25.7,8.0,24.1,22.0,1.0,27.1,8.7,24.0,22.0,1.0,25.0,11.5,23.0,21.0
2023-05-30 11:20:00,,40.0,29.0,25.1,26.75,25.6,27.3,"[27.3, 24.4, 25.0, 25.7]",29.0,1.0,25.7,7.9,24.1,22.0,1.0,27.2,8.8,24.0,22.0,1.0,25.1,11.8,23.0,21.0
2023-05-30 11:25:00,,40.0,29.1,25.1,26.800000000000004,25.55,27.3,"[27.3, 24.3, 24.9, 25.7]",29.1,1.0,25.8,7.9,24.1,22.0,1.0,27.2,18.1,23.0,21.0,1.0,25.1,11.7,23.0,21.0
2023-05-30 11:30:00,,40.0,29.1,25.2,26.825000000000003,25.475,27.3,"[27.3, 24.2, 24.7, 25.7]",29.1,1.0,25.8,7.9,23.9,21.0,1.0,27.2,8.1,23.0,21.0,1.0,25.2,11.5,23.0,21.0
2023-05-30 11:35:00,,40.0,29.0,25.1,26.775,25.55,27.3,"[27.3, 24.3, 24.9, 25.7]",29.0,1.0,25.8,8.0,23.9,21.0,1.0,27.2,8.6,24.0,21.0,1.0,25.1,11.7,23.0,21.0
2023-05-30 11:40:00,,40.0,29.0,25.1,26.75,25.475,27.3,"[27.3, 24.2, 24.7, 25.7]",29.0,1.0,25.8,8.1,23.9,21.0,1.0,27.1,18.0,22.0,21.0,1.0,25.1,11.7,23.0,21.0
2023-05-30 11:45:00,,40.0,28.9,25.1,26.725,25.475,27.3,"[27.3, 24.1, 24.7, 25.8]",28.9,1.0,25.8,8.1,23.9,21.0,1.0,27.1,8.5,23.0,21.0,1.0,25.1,11.5,23.0,21.0
2023-05-30 11:50:00,,40.0,28.9,25.1,26.725,25.525,27.3,"[27.3, 24.2, 24.8, 25.8]",28.9,1.0,25.8,8.0,23.9,21.0,1.0,27.1,8.9,24.0,21.0,1.0,25.1,12.0,23.0,21.0
2023-05-30 11:55:00,,40.0,29.0,25.1,26.75,25.5,27.3,"[27.3, 24.2, 24.7, 25.8]",29.0,1.0,25.8,7.9,24.0,21.0,1.0,27.1,18.6,23.0,21.0,1.0,25.1,11.7,23.0,21.0
2023-05-30 12:00:00,,40.0,29.0,25.1,26.775,25.475,27.3,"[27.3, 24.1, 24.7, 25.8]",29.0,1.0,25.9,8.0,23.9,21.0,1.0,27.1,8.7,23.0,21.0,1.0,25.1,11.4,23.0,21.0
2023-05-30 12:05:00,,40.0,28.9,25.1,26.75,25.55,27.3,"[27.3, 24.2, 24.9, 25.8]",28.9,1.0,25.9,8.0,23.9,21.0,1.0,27.1,8.9,24.0,21.0,1.0,25.1,11.9,23.0,21.0
2023-05-30 12:10:00,,40.0,29.0,25.1,26.775,25.475,27.3,"[27.3, 24.1, 24.7, 25.8]",29.0,1.0,25.9,8.0,24.0,21.0,1.0,27.1,18.2,23.0,21.0,1.0,25.1,11.7,23.0,21.0
2023-05-30 12:15:00,,40.0,29.0,25.2,26.8,25.5,27.4,"[27.4, 24.1, 24.7, 25.8]",29.0,1.0,25.9,8.0,23.9,21.0,1.0,27.1,7.8,23.0,21.0,1.0,25.2,11.6,23.0,21.0
2023-05-30 12:20:00,,40.0,29.0,25.2,26.8,25.575,27.4,"[27.4, 24.2, 24.9, 25.8]",29.0,1.0,25.9,8.0,23.9,21.0,1.0,27.1,8.7,24.0,21.0,1.0,25.2,11.9,23.0,21.0
2023-05-30 12:25:00,,40.0,29.0,25.2,26.8,25.525,27.4,"[27.4, 24.1, 24.7, 25.9]",29.0,1.0,25.9,7.8,23.9,21.0,1.0,27.1,18.3,22.0,21.0,1.0,25.2,11.9,23.0,21.0
2023-05-30 12:30:00,,40.0,28.9,25.2,26.775,25.55,27.4,"[27.4, 24.1, 24.8, 25.9]",28.9,1.0,25.9,7.9,23.9,21.0,1.0,27.1,8.1,23.0,21.0,1.0,25.2,11.6,23.0,21.0
2023-05-30 12:35:00,,40.0,28.9,25.2,26.775,25.6,27.4,"[27.4, 24.2, 24.9, 25.9]",28.9,1.0,25.9,7.8,24.0,21.0,1.0,27.1,8.7,24.0,21.0,1.0,25.2,11.7,23.0,21.0
2023-05-30 12:40:00,,40.0,29.1,25.2,26.875,25.525,27.4,"[27.4, 24.1, 24.7, 25.9]",29.1,1.0,26.0,7.7,24.0,21.0,1.0,27.2,7.8,24.0,21.0,1.0,25.2,11.5,23.0,21.0
2023-05-30 12:45:00,,40.0,28.9,25.2,26.8,25.575,27.4,"[27.4, 24.2, 24.8, 25.9]",28.9,1.0,26.0,7.7,24.0,21.0,1.0,27.1,8.7,23.0,21.0,1.0,25.2,11.6,23.0,21.0
2023-05-30 12:50:00,,40.0,29.0,25.3,26.85,25.6,27.4,"[27.4, 24.2, 24.9, 25.9]",29.0,1.0,26.0,7.8,24.0,21.0,1.0,27.1,8.6,24.0,21.0,1.0,25.3,11.8,23.0,21.0
2023-05-30 12:55:00,,40.0,29.1,25.3,26.9,25.525,27.4,"[27.4, 24.1, 24.7, 25.9]",29.1,1.0,26.0,7.7,24.0,21.0,1.0,27.2,7.8,24.0,21.0,1.0,25.3,11.5,23.0,21.0
2023-05-30 13:00:00,,40.0,29.0,25.2,26.825,25.6,27.4,"[27.4, 24.2, 24.9, 25.9]",29.0,1.0,26.0,7.7,24.0,21.0,1.0,27.1,8.7,24.0,21.0,1.0,25.2,11.7,23.0,21.0
2023-05-30 13:05:00,,40.0,29.1,25.2,26.875,25.6,27.4,"[27.4, 24.2, 24.8, 26.0]",29.1,1.0,26.0,7.8,24.1,21.0,1.0,27.2,16.8,23.0,21.0,1.0,25.2,11.6,23.0,21.0
2023-05-30 13:10:00,,40.0,29.1,25.2,26.875,25.55,27.4,"[27.4, 24.1, 24.7, 26.0]",29.1,1.0,26.0,7.7,24.0,21.0,1.0,27.2,8.0,23.0,21.0,1.0,25.2,11.4,23.0,21.0
2023-05-30 13:15:00,,40.0,28.9,25.2,26.8,25.625,27.4,"[27.4, 24.2, 24.9, 26.0]",28.9,1.0,26.0,7.3,24.0,21.0,1.0,27.1,8.5,24.0,21.0,1.0,25.2,11.4,23.0,21.0
2023-05-30 13:20:00,,40.0,29.1,25.2,26.875,25.6,27.5,"[27.5, 24.1, 24.8, 26.0]",29.1,1.0,26.0,7.3,24.1,21.0,1.0,27.2,17.8,23.0,21.0,1.0,25.2,11.3,23.0,21.0
2023-05-30 13:25:00,,40.0,29.0,25.2,26.875,25.575,27.5,"[27.5, 24.1, 24.7, 26.0]",29.0,1.0,26.1,7.4,24.0,21.0,1.0,27.2,7.7,23.0,21.0,1.0,25.2,11.2,23.0,21.0
2023-05-30 13:30:00,,40.0,29.1,25.3,26.925,25.65,27.5,"[27.5, 24.2, 24.9, 26.0]",29.1,1.0,26.1,7.4,24.0,21.0,1.0,27.2,8.6,23.0,21.0,1.0,25.3,11.4,23.0,21.0
2023-05-30 13:35:00,,40.0,29.1,25.3,26.925,25.6,27.5,"[27.5, 24.1, 24.8, 26.0]",29.1,1.0,26.1,7.4,24.1,21.0,1.0,27.2,16.6,23.0,22.0,1.0,25.3,10.6,23.0,22.0
2023-05-30 13:40:00,,40.0,29.0,25.3,26.9,25.65,27.5,"[27.5, 24.2, 24.9, 26.0]",29.0,1.0,26.1,7.4,24.4,22.0,1.0,27.2,7.0,23.0,22.0,1.0,25.3,10.5,23.0,22.0
2023-05-30 13:45:00,,40.0,29.1,25.3,26.925,25.675,27.5,"[27.5, 24.2, 25.0, 26.0]",29.1,1.0,26.1,7.4,24.4,22.0,1.0,27.2,17.9,24.0,21.0,1.0,25.3,11.6,23.0,21.0
2023-05-30 13:50:00,,40.0,29.2,25.3,26.975,25.6,27.5,"[27.5, 24.1, 24.8, 26.0]",29.2,1.0,26.1,7.5,24.0,22.0,1.0,27.3,7.7,22.0,21.0,1.0,25.3,11.4,23.0,21.0
2023-05-30 13:55:00,,40.0,29.1,25.3,26.925,25.65,27.5,"[27.5, 24.2, 24.9, 26.0]",29.1,1.0,26.1,7.5,24.0,21.0,1.0,27.2,8.7,24.0,21.0,1.0,25.3,11.4,23.0,21.0
2023-05-30 14:00:00,,40.0,29.1,25.3,26.925,25.675,27.5,"[27.5, 24.2, 25.0, 26.0]",29.1,1.0,26.1,7.6,24.0,21.0,1.0,27.2,8.7,23.0,21.0,1.0,25.3,11.8,23.0,21.0
2023-05-30 14:05:00,,40.0,29.0,25.3,26.9,25.6,27.5,"[27.5, 24.1, 24.8, 26.0]",29.0,1.0,26.1,7.7,24.0,21.0,1.0,27.2,7.8,23.0,21.0,1.0,25.3,11.6,23.0,21.0
2023-05-30 14:10:00,,40.0,29.0,25.2,26.85,25.675,27.5,"[27.5, 24.2, 25.0, 26.0]",29.0,1.0,26.1,7.8,24.0,21.0,1.0,27.1,8.7,24.0,21.0,1.0,25.2,11.7,23.0,21.0
2023-05-30 14:15:00,,40.0,29.0,25.2,26.85,25.625,27.5,"[27.5, 24.1, 24.9, 26.0]",29.0,1.0,26.1,7.7,24.1,21.0,1.0,27.1,15.5,23.0,21.0,1.0,25.2,11.8,23.0,21.0
2023-05-30 14:20:00,,40.0,29.0,25.3,26.9,25.625,27.5,"[27.5, 24.1, 24.9, 26.0]",29.0,1.0,26.1,7.8,24.0,21.0,1.0,27.2,8.3,23.0,21.0,1.0,25.3,11.6,23.0,21.0
2023-05-30 14:25:00,,40.0,29.1,25.2,26.875000000000004,25.675,27.5,"[27.5, 24.2, 25.0, 26.0]",29.1,1.0,26.1,7.8,24.1,21.0,1.0,27.1,8.8,24.0,21.0,1.0,25.2,11.8,23.0,21.0
2023-05-30 14:30:00,,40.0,29.0,25.3,26.9,25.625,27.5,"[27.5, 24.1, 24.9, 26.0]",29.0,1.0,26.1,7.8,24.1,21.0,1.0,27.2,18.5,24.0,21.0,1.0,25.3,11.8,23.0,21.0
2023-05-30 14:35:00,,40.0,29.0,25.3,26.9,25.625,27.5,"[27.5, 24.1, 24.9, 26.0]",29.0,1.0,26.1,7.8,24.1,21.0,1.0,27.2,8.7,23.0,21.0,1.0,25.3,11.8,23.0,21.0
2023-05-30 14:40:00,,40.0,29.0,25.3,26.9,25.7,27.5,"[27.5, 24.2, 25.1, 26.0]",29.0,1.0,26.1,7.8,24.1,21.0,1.0,27.2,8.8,24.0,21.0,1.0,25.3,11.9,23.0,21.0
2023-05-30 14:45:00,,40.0,29.1,25.3,26.925,25.65,27.5,"[27.5, 24.1, 24.9, 26.1]",29.1,1.0,26.1,7.7,24.1,21.0,1.0,27.2,18.2,22.0,21.0,1.0,25.3,11.6,23.0,21.0
2023-05-30 14:50:00,,40.0,29.0,25.3,26.9,25.675,27.5,"[27.5, 24.1, 25.0, 26.1]",29.0,1.0,26.1,7.8,24.1,21.0,1.0,27.2,8.1,23.0,21.0,1.0,25.3,11.7,23.0,21.0
2023-05-30 14:55:00,,40.0,29.0,25.3,26.9,25.75,27.6,"[27.6, 24.2, 25.1, 26.1]",29.0,1.0,26.1,7.7,24.2,21.0,1.0,27.2,18.2,23.0,21.0,1.0,25.3,11.9,23.0,21.0
2023-05-30 15:00:00,,40.0,29.1,25.3,26.925,25.675,27.6,"[27.6, 24.1, 24.9, 26.1]",29.1,1.0,26.1,7.8,24.1,21.0,1.0,27.2,7.8,23.0,21.0,1.0,25.3,11.6,23.0,21.0
2023-05-30 15:05:00,,40.0,28.9,25.3,26.9,25.75,27.6,"[27.6, 24.2, 25.1, 26.1]",28.9,1.0,26.2,7.7,24.1,21.0,1.0,27.2,8.6,24.0,21.0,1.0,25.3,11.8,23.0,21.0
2023-05-30 15:10:00,,40.0,29.0,25.3,26.925,25.700000000000003,27.6,"[27.6, 24.1, 25.0, 26.1]",29.0,1.0,26.2,7.7,24.1,21.0,1.0,27.2,17.9,23.0,21.0,1.0,25.3,11.7,23.0,21.0
2023-05-30 15:15:00,,40.0,28.9,25.3,26.9,25.700000000000003,27.6,"[27.6, 24.1, 25.0, 26.1]",28.9,1.0,26.2,7.8,24.1,21.0,1.0,27.2,8.1,23.0,21.0,1.0,25.3,11.6,23.0,21.0
2023-05-30 15:20:00,,40.0,29.0,25.3,26.925,25.775,27.6,"[27.6, 24.2, 25.2, 26.1]",29.0,1.0,26.2,7.8,24.2,21.0,1.0,27.2,8.7,24.0,21.0,1.0,25.3,11.9,23.0,21.0
2023-05-30 15:25:00,,40.0,28.9,25.3,26.9,25.675,27.6,"[27.6, 24.1, 24.9, 26.1]",28.9,1.0,26.2,7.7,24.2,21.0,1.0,27.2,18.0,24.0,21.0,1.0,25.3,11.7,23.0,21.0
2023-05-30 15:30:00,,40.0,28.9,25.3,26.9,25.700000000000003,27.6,"[27.6, 24.1, 25.0, 26.1]",28.9,1.0,26.2,7.8,24.2,21.0,1.0,27.2,8.7,23.0,21.0,1.0,25.3,11.7,23.0,21.0
2023-05-30 15:35:00,,40.0,29.0,25.3,26.925,25.75,27.6,"[27.6, 24.2, 25.1, 26.1]",29.0,1.0,26.2,7.8,24.2,21.0,1.0,27.2,8.8,24.0,21.0,1.0,25.3,11.9,23.0,21.0
2023-05-30 15:40:00,,40.0,29.1,25.4,26.975,25.675,27.6,"[27.6, 24.1, 24.9, 26.1]",29.1,1.0,26.2,7.8,24.1,21.0,1.0,27.2,18.0,22.0,21.0,1.0,25.4,11.8,23.0,21.0
2023-05-30 15:45:00,,40.0,28.9,25.4,26.925,25.75,27.6,"[27.6, 24.2, 25.1, 26.1]",28.9,1.0,26.2,7.8,24.1,21.0,1.0,27.2,8.8,24.0,21.0,1.0,25.4,11.9,23.0,21.0
2023-05-30 15:50:00,,40.0,29.0,25.4,26.950000000000003,25.725,27.6,"[27.6, 24.2, 25.0, 26.1]",29.0,1.0,26.2,7.9,24.2,21.0,1.0,27.2,18.4,23.0,21.0,1.0,25.4,12.0,23.0,21.0
2023-05-30 15:55:00,,40.0,29.0,25.4,26.950000000000003,25.675,27.6,"[27.6, 24.1, 24.9, 26.1]",29.0,1.0,26.2,7.9,24.1,21.0,1.0,27.2,7.9,23.0,21.0,1.0,25.4,11.5,23.0,21.0
2023-05-30 16:00:00,,40.0,29.0,25.3,26.925,25.75,27.6,"[27.6, 24.2, 25.1, 26.1]",29.0,1.0,26.2,7.9,24.2,21.0,1.0,27.2,8.7,24.0,21.0,1.0,25.3,12.0,23.0,21.0
2023-05-30 16:05:00,,40.0,29.0,25.4,26.975,25.775,27.6,"[27.6, 24.2, 25.1, 26.2]",29.0,1.0,26.2,7.9,24.2,22.0,1.0,27.3,7.3,23.0,22.0,1.0,25.4,11.0,23.0,22.0
2023-05-30 16:10:00,,40.0,29.0,25.4,26.975,25.825,27.7,"[27.7, 24.2, 25.2, 26.2]",29.0,1.0,26.2,7.9,24.5,22.0,1.0,27.3,7.8,23.0,22.0,1.0,25.4,11.1,23.0,22.0
2023-05-30 16:15:00,,40.0,29.1,25.4,27.0,25.8,27.7,"[27.7, 24.2, 25.1, 26.2]",29.1,1.0,26.2,7.8,24.4,21.0,1.0,27.3,18.3,23.0,21.0,1.0,25.4,12.2,23.0,21.0
2023-05-30 16:20:00,,40.0,28.9,25.4,26.975,25.8,27.7,"[27.7, 24.2, 25.1, 26.2]",28.9,1.0,26.3,,24.2,21.0,1.0,27.3,,23.0,21.0,1.0,25.4,,23.0,21.0
2023-05-30 16:25:00,,40.0,28.9,25.4,26.95,25.825,27.7,"[27.7, 24.2, 25.2, 26.2]",28.9,1.0,26.2,7.9,24.2,21.0,1.0,27.3,8.7,24.0,21.0,1.0,25.4,11.8,23.0,21.0
2023-05-30 16:30:00,,40.0,28.9,25.4,26.975,25.75,27.7,"[27.7, 24.1, 25.0, 26.2]",28.9,1.0,26.3,7.8,24.2,21.0,1.0,27.3,18.6,22.0,21.0,1.0,25.4,12.1,23.0,21.0
2023-05-30 16:35:00,,40.0,28.9,25.4,26.975,25.775,27.7,"[27.7, 24.1, 25.1, 26.2]",28.9,1.0,26.3,7.9,24.2,21.0,1.0,27.3,8.7,22.0,21.0,1.0,25.4,11.8,23.0,21.0
2023-05-30 16:40:00,,40.0,28.9,25.4,26.975,25.825,27.7,"[27.7, 24.2, 25.2, 26.2]",28.9,1.0,26.3,7.8,24.2,21.0,1.0,27.3,18.1,24.0,21.0,1.0,25.4,11.9,23.0,21.0
2023-05-30 16:45:00,,40.0,29.1,25.4,27.025,25.75,27.7,"[27.7, 24.1, 25.0, 26.2]",29.1,1.0,26.3,7.8,24.2,21.0,1.0,27.3,8.0,23.0,21.0,1.0,25.4,11.8,23.0,21.0
2023-05-30 16:50:00,,40.0,29.0,25.4,27.0,25.825,27.7,"[27.7, 24.2, 25.2, 26.2]",29.0,1.0,26.3,7.8,24.2,21.0,1.0,27.3,8.7,24.0,21.0,1.0,25.4,11.7,23.0,21.0
2023-05-30 16:55:00,,40.0,29.1,25.4,27.025,25.8,27.7,"[27.7, 24.2, 25.1, 26.2]",29.1,1.0,26.3,7.8,24.2,21.0,1.0,27.3,18.5,23.0,21.0,1.0,25.4,11.8,23.0,21.0
2023-05-30 17:00:00,,40.0,29.1,25.4,27.025,25.75,27.7,"[27.7, 24.1, 25.0, 26.2]",29.1,1.0,26.3,7.9,24.2,21.0,1.0,27.3,8.0,23.0,21.0,1.0,25.4,11.7,23.0,21.0
2023-05-30 17:05:00,,40.0,29.0,25.4,27.0,25.85,27.7,"[27.7, 24.2, 25.2, 26.3]",29.0,1.0,26.3,7.9,24.3,21.0,1.0,27.3,8.7,24.0,21.0,1.0,25.4,12.0,23.0,21.0
2023-05-30 17:10:00,,40.0,29.1,25.5,27.05,25.775,27.7,"[27.7, 24.1, 25.0, 26.3]",29.1,1.0,26.3,7.7,24.3,21.0,1.0,27.3,7.7,22.0,21.0,1.0,25.5,11.5,23.0,21.0
2023-05-30 17:15:00,,40.0,28.9,25.5,27.0,25.85,27.8,"[27.8, 24.1, 25.2, 26.3]",28.9,1.0,26.3,7.6,24.3,21.0,1.0,27.3,8.6,23.0,21.0,1.0,25.5,11.4,23.0,21.0
2023-05-30 17:20:00,,40.0,29.2,25.4,27.05,25.875,27.8,"[27.8, 24.2, 25.2, 26.3]",29.2,1.0,26.3,7.5,24.3,21.0,1.0,27.3,8.5,24.0,21.0,1.0,25.4,11.5,23.0,21.0
2023-05-30 17:25:00,,40.0,28.9,25.5,27.025,25.8,27.8,"[27.8, 24.1, 25.0, 26.3]",28.9,1.0,26.4,7.5,24.2,21.0,1.0,27.3,17.9,23.0,21.0,1.0,25.5,11.5,23.0,21.0
2023-05-30 17:30:00,,40.0,28.9,25.5,27.0,25.875,27.8,"[27.8, 24.2, 25.2, 26.3]",28.9,1.0,26.3,7.6,24.2,21.0,1.0,27.3,8.6,24.0,21.0,1.0,25.5,11.6,23.0,21.0
2023-05-30 17:35:00,,40.0,29.1,25.5,27.05,25.825000000000003,27.8,"[27.8, 24.1, 25.1, 26.3]",29.1,1.0,26.3,7.5,24.3,21.0,1.0,27.3,17.8,24.0,21.0,1.0,25.5,11.3,23.0,21.0
2023-05-30 17:40:00,,40.0,28.9,25.5,27.0,25.825000000000003,27.8,"[27.8, 24.1, 25.1, 26.3]",28.9,1.0,26.3,7.5,24.2,21.0,1.0,27.3,7.7,23.0,21.0,1.0,25.5,11.2,23.0,21.0
2023-05-30 17:45:00,,40.0,28.9,25.4,26.975,25.875,27.8,"[27.8, 24.2, 25.2, 26.3]",28.9,1.0,26.3,7.5,24.2,21.0,1.0,27.3,16.9,24.0,21.0,1.0,25.4,11.7,23.0,21.0
2023-05-30 17:50:00,,40.0,29.0,25.4,27.0,25.8,27.8,"[27.8, 24.1, 25.0, 26.3]",29.0,1.0,26.3,7.5,24.2,21.0,1.0,27.3,17.6,22.0,21.0,1.0,25.4,11.4,23.0,21.0
2023-05-30 17:55:00,,40.0,29.0,25.4,27.0,25.8,27.7,"[27.7, 24.1, 25.1, 26.3]",29.0,1.0,26.3,7.5,24.2,21.0,1.0,27.3,8.0,23.0,21.0,1.0,25.4,11.3,23.0,21.0
2023-05-30 18:00:00,,40.0,28.9,25.4,26.950000000000003,25.875,27.8,"[27.8, 24.2, 25.2, 26.3]",28.9,1.0,26.3,7.4,24.2,21.0,1.0,27.2,8.5,23.0,21.0,1.0,25.4,11.4,23.0,21.0
2023-05-30 18:05:00,,40.0,29.0,25.4,26.975,25.775,27.7,"[27.7, 24.1, 25.0, 26.3]",29.0,1.0,26.3,7.5,24.1,21.0,1.0,27.2,7.5,22.0,21.0,1.0,25.4,11.1,23.0,21.0
2023-05-30 18:10:00,,40.0,29.0,25.4,26.975,25.825,27.7,"[27.7, 24.1, 25.2, 26.3]",29.0,1.0,26.3,7.5,24.1,21.0,1.0,27.2,8.5,24.0,21.0,1.0,25.4,11.3,23.0,21.0
2023-05-30 18:15:00,,40.0,29.2,25.4,27.05,25.85,27.7,"[27.7, 24.2, 25.2, 26.3]",29.2,1.0,26.3,7.4,24.2,21.0,1.0,27.3,8.5,23.0,21.0,1.0,25.4,11.4,23.0,21.0
2023-05-30 18:20:00,,40.0,29.0,25.4,27.0,25.75,27.7,"[27.7, 24.1, 25.0, 26.2]",29.0,1.0,26.3,7.5,24.1,21.0,1.0,27.3,7.9,23.0,21.0,1.0,25.4,11.0,23.0,21.0
2023-05-30 18:25:00,,40.0,29.0,25.4,26.975,25.8,27.7,"[27.7, 24.1, 25.2, 26.2]",29.0,1.0,26.3,7.4,24.2,21.0,1.0,27.2,8.5,24.0,21.0,1.0,25.4,11.3,23.0,21.0
