time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3808562_h,3808563_c,3808563_h,3808563_r,3808563_s
2023-06-04 09:00:00,26.5,8.92,40.8,29.8,35.3,30.4,30.4,[30.4],29.8,,40.8,,
2023-06-04 09:05:00,26.7,9.03,41.1,30.1,35.6,30.4,30.4,[30.4],30.1,,41.1,,
2023-06-04 09:10:00,26.8,9.170000000000002,40.5,30.1,35.3,30.4,30.4,[30.4],30.1,,40.5,,
2023-06-04 09:15:00,26.9,8.870000000000001,40.5,29.6,35.05,30.4,30.4,[30.4],29.6,,40.5,,
2023-06-04 09:20:00,27.0,8.79,40.9,29.8,35.35,30.4,30.4,[30.4],29.8,,40.9,,
2023-06-04 09:25:00,27.1,8.89,40.9,30.1,35.5,30.4,30.4,[30.4],30.1,,40.9,,
2023-06-04 09:30:00,27.1,9.56,41.3,30.1,35.7,30.4,30.4,[30.4],30.1,,41.3,,
2023-06-04 09:35:00,27.3,8.91,41.0,30.1,35.55,30.4,30.4,[30.4],30.1,,41.0,,
2023-06-04 09:40:00,27.3,9.07,40.5,29.5,35.0,30.4,30.4,[30.4],29.5,,40.5,,
2023-06-04 09:45:00,27.4,8.92,40.9,29.6,35.25,30.4,30.4,[30.4],29.6,,40.9,,
2023-06-04 09:50:00,27.5,9.11,41.2,30.2,35.7,30.4,30.4,[30.4],30.2,,41.2,,
2023-06-04 09:55:00,27.5,8.969999999999999,40.7,30.2,35.45,30.4,30.4,[30.4],30.2,,40.7,,
2023-06-04 10:00:00,27.6,9.01,40.7,29.8,35.25,30.4,30.4,[30.4],29.8,,40.7,,
2023-06-04 10:05:00,27.6,9.65,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-04 10:10:00,27.7,9.04,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-04 10:15:00,27.7,9.13,41.1,30.1,35.6,30.4,30.4,[30.4],30.1,,41.1,,
2023-06-04 10:20:00,27.8,9.64,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-04 10:25:00,27.8,8.969999999999999,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-04 10:30:00,27.8,9.0,41.0,29.6,35.3,30.4,30.4,[30.4],29.6,,41.0,,
2023-06-04 10:35:00,28.0,9.14,41.0,30.2,35.6,30.4,30.4,[30.4],30.2,,41.0,,
2023-06-04 10:40:00,28.0,9.5,41.2,30.2,35.7,30.4,30.4,[30.4],30.2,,41.2,,
2023-06-04 10:45:00,28.0,8.969999999999999,40.7,29.8,35.25,30.4,30.4,[30.4],29.8,,40.7,,
2023-06-04 10:50:00,28.1,9.09,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-04 10:55:00,28.1,9.19,41.0,30.2,35.6,30.4,30.4,[30.4],30.2,,41.0,,
2023-06-04 11:00:00,28.2,9.47,41.3,29.8,35.55,30.4,30.4,[30.4],29.8,,41.3,,
2023-06-04 11:05:00,28.3,9.25,40.6,29.8,35.2,30.4,30.4,[30.4],29.8,,40.6,,
2023-06-04 11:10:00,28.3,9.49,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-04 11:15:00,28.5,,41.2,30.2,35.7,30.4,30.4,[30.4],30.2,,41.2,,
2023-06-04 11:20:00,28.5,9.53,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-04 11:25:00,28.5,9.18,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-04 11:30:00,28.5,9.13,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-04 11:35:00,28.7,9.45,41.3,30.1,35.7,30.4,30.4,[30.4],30.1,,41.3,,
2023-06-04 11:40:00,28.7,9.13,41.0,30.0,35.5,30.4,30.4,[30.4],30.0,,41.0,,
2023-06-04 11:45:00,28.8,9.54,40.5,29.5,35.0,30.4,30.4,[30.4],29.5,,40.5,,
2023-06-04 11:50:00,28.9,9.57,40.6,29.5,35.05,30.4,30.4,[30.4],29.5,,40.6,,
2023-06-04 11:55:00,29.1,9.26,41.0,29.8,35.4,30.4,30.4,[30.4],29.8,,41.0,,
2023-06-04 12:00:00,29.0,9.19,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-04 12:05:00,29.0,9.19,40.5,30.0,35.25,30.4,30.4,[30.4],30.0,,40.5,,
2023-06-04 12:10:00,29.0,9.18,40.5,29.5,35.0,30.4,30.4,[30.4],29.5,,40.5,,
2023-06-04 12:15:00,29.1,9.55,40.7,29.9,35.3,30.4,30.4,[30.4],29.9,,40.7,,
2023-06-04 12:20:00,29.1,9.5,41.1,30.1,35.6,30.4,30.4,[30.4],30.1,,41.1,,
2023-06-04 12:25:00,29.2,8.91,41.1,29.6,35.35,30.4,30.4,[30.4],29.6,,41.1,,
2023-06-04 12:30:00,29.1,9.18,40.6,29.5,35.05,30.4,30.4,[30.4],29.5,,40.6,,
2023-06-04 12:35:00,29.0,9.46,40.9,29.8,35.35,30.4,30.4,[30.4],29.8,,40.9,,
2023-06-04 12:40:00,29.0,9.38,41.2,29.8,35.5,30.4,30.4,[30.4],29.8,,41.2,,
2023-06-04 12:45:00,29.0,9.51,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-04 12:50:00,29.1,9.59,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-04 12:55:00,29.1,9.09,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-04 13:00:00,29.2,9.33,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-04 13:05:00,29.3,9.44,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-04 13:10:00,29.4,9.33,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-04 13:15:00,29.4,9.27,40.7,29.9,35.3,30.4,30.4,[30.4],29.9,,40.7,,
2023-06-04 13:20:00,29.5,9.29,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-04 13:25:00,29.6,9.04,40.6,30.0,35.3,30.4,30.4,[30.4],30.0,,40.6,,
2023-06-04 13:30:00,29.6,9.16,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-04 13:35:00,29.6,9.3,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-04 13:40:00,29.7,9.28,40.8,29.8,35.3,30.4,30.4,[30.4],29.8,,40.8,,
2023-06-04 13:45:00,29.7,9.1,40.5,29.5,35.0,30.4,30.4,[30.4],29.5,,40.5,,
2023-06-04 13:50:00,29.7,9.36,40.9,29.5,35.2,30.4,30.4,[30.4],29.5,,40.9,,
2023-06-04 13:55:00,29.7,9.65,41.1,30.1,35.6,30.4,30.4,[30.4],30.1,,41.1,,
2023-06-04 14:00:00,29.8,9.37,41.1,29.7,35.4,30.4,30.4,[30.4],29.7,,41.1,,
2023-06-04 14:05:00,29.9,9.29,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-04 14:10:00,29.9,9.45,41.1,29.6,35.35,30.4,30.4,[30.4],29.6,,41.1,,
2023-06-04 14:15:00,29.9,9.46,41.1,29.9,35.5,30.4,30.4,[30.4],29.9,,41.1,,
2023-06-04 14:20:00,29.9,9.15,40.6,29.9,35.25,30.4,30.4,[30.4],29.9,,40.6,,
2023-06-04 14:25:00,29.9,9.13,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-04 14:30:00,29.9,8.95,41.2,29.6,35.400000000000006,30.4,30.4,[30.4],29.6,,41.2,,
2023-06-04 14:35:00,29.9,,40.9,29.8,35.35,30.4,30.4,[30.4],29.8,,40.9,,
2023-06-04 14:40:00,29.9,9.26,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-04 14:45:00,29.9,9.44,40.9,29.8,35.35,30.4,30.4,[30.4],29.8,,40.9,,
2023-06-04 14:50:00,29.8,8.940000000000001,41.2,30.0,35.6,30.4,30.4,[30.4],30.0,,41.2,,
2023-06-04 14:55:00,29.8,9.18,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-04 15:00:00,29.8,9.22,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-04 15:05:00,29.8,8.96,41.1,29.9,35.5,30.4,30.4,[30.4],29.9,,41.1,,
2023-06-04 15:10:00,29.9,9.22,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-04 15:15:00,29.9,8.95,41.1,29.5,35.3,30.4,30.4,[30.4],29.5,,41.1,,
2023-06-04 15:20:00,29.9,9.0,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-04 15:25:00,29.9,9.23,41.2,30.0,35.6,30.4,30.4,[30.4],30.0,,41.2,,
2023-06-04 15:30:00,29.9,8.81,40.7,29.8,35.25,30.4,30.4,[30.4],29.8,,40.7,,
2023-06-04 15:35:00,29.8,8.96,40.6,29.5,35.05,30.4,30.4,[30.4],29.5,,40.6,,
2023-06-04 15:40:00,29.8,9.07,40.9,29.7,35.3,30.4,30.4,[30.4],29.7,,40.9,,
2023-06-04 15:45:00,29.9,9.32,41.2,29.7,35.45,30.4,30.4,[30.4],29.7,,41.2,,
2023-06-04 15:50:00,29.9,8.98,41.2,29.7,35.45,30.4,30.4,[30.4],29.7,,41.2,,
2023-06-04 15:55:00,29.9,9.07,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-04 16:00:00,29.9,9.11,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-04 16:05:00,29.9,9.2,41.1,29.9,35.5,30.4,30.4,[30.4],29.9,,41.1,,
2023-06-04 16:10:00,29.9,9.64,41.1,29.5,35.3,30.4,30.4,[30.4],29.5,,41.1,,
2023-06-04 16:15:00,29.9,9.41,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-04 16:20:00,29.9,9.27,41.2,30.0,35.6,30.4,30.4,[30.4],30.0,,41.2,,
2023-06-04 16:25:00,29.9,9.19,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-04 16:30:00,29.9,8.98,40.5,29.6,35.05,30.4,30.4,[30.4],29.6,,40.5,,
2023-06-04 16:35:00,29.9,9.86,40.8,29.6,35.2,30.4,30.4,[30.4],29.6,,40.8,,
2023-06-04 16:40:00,29.8,9.11,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-04 16:45:00,29.8,9.48,40.9,29.8,35.35,30.4,30.4,[30.4],29.8,,40.9,,
2023-06-04 16:50:00,29.8,8.89,40.6,29.5,35.05,30.4,30.4,[30.4],29.5,,40.6,,
2023-06-04 16:55:00,29.8,9.26,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-04 17:00:00,29.7,9.41,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-04 17:05:00,29.7,9.03,41.2,29.6,35.400000000000006,30.4,30.4,[30.4],29.6,,41.2,,
2023-06-04 17:10:00,29.7,9.9,40.6,29.5,35.05,30.4,30.4,[30.4],29.5,,40.6,,
2023-06-04 17:15:00,29.6,9.489999999999998,40.6,29.8,35.2,30.4,30.4,[30.4],29.8,,40.6,,
2023-06-04 17:20:00,29.6,9.39,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-04 17:25:00,29.6,9.53,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-04 17:30:00,29.6,9.33,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-04 17:35:00,29.6,9.41,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-04 17:40:00,29.6,9.68,41.1,30.1,35.6,30.4,30.4,[30.4],30.1,,41.1,,
2023-06-04 17:45:00,29.6,9.42,41.1,29.5,35.3,30.4,30.4,[30.4],29.5,,41.1,,
2023-06-04 17:50:00,29.5,9.62,40.8,29.6,35.2,30.4,30.4,[30.4],29.6,,40.8,,
2023-06-04 17:55:00,29.4,10.41,40.8,30.0,35.4,30.4,30.4,[30.4],30.0,,40.8,,
2023-06-04 18:00:00,29.4,9.35,41.0,30.0,35.5,30.4,30.4,[30.4],30.0,,41.0,,
2023-06-04 18:05:00,29.3,9.17,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-04 18:10:00,29.2,10.07,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-04 18:15:00,29.2,9.52,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-04 18:20:00,29.1,9.43,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-04 18:25:00,29.1,9.65,40.9,29.9,35.4,30.4,30.4,[30.4],29.9,,40.9,,
2023-06-04 18:30:00,29.0,9.69,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-04 18:35:00,28.9,9.67,41.3,30.2,35.75,30.4,30.4,[30.4],30.2,,41.3,,
2023-06-04 18:40:00,28.8,9.75,40.8,30.2,35.5,30.4,30.4,[30.4],30.2,,40.8,,
2023-06-04 18:45:00,28.7,9.48,40.7,29.8,35.25,30.4,30.4,[30.4],29.8,,40.7,,
2023-06-04 18:50:00,28.7,9.78,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-04 18:55:00,28.6,9.62,41.3,30.2,35.75,30.4,30.4,[30.4],30.2,,41.3,,
2023-06-04 19:00:00,28.6,9.65,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-04 19:05:00,28.5,9.59,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-04 19:10:00,28.5,9.55,41.0,29.8,35.4,30.4,30.4,[30.4],29.8,,41.0,,
2023-06-04 19:15:00,28.4,9.86,41.2,29.8,35.5,30.4,30.4,[30.4],29.8,,41.2,,
2023-06-04 19:20:00,28.4,9.44,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-04 19:25:00,28.3,9.61,40.9,29.6,35.25,30.4,30.4,[30.4],29.6,,40.9,,
2023-06-04 19:30:00,28.4,10.12,41.2,30.0,35.6,30.4,30.4,[30.4],30.0,,41.2,,
2023-06-04 19:35:00,28.3,9.4,41.2,30.0,35.6,30.4,30.4,[30.4],30.0,,41.2,,
2023-06-04 19:40:00,28.4,10.21,40.7,30.0,35.35,30.4,30.4,[30.4],30.0,,40.7,,
2023-06-04 19:45:00,28.3,10.11,41.0,29.7,35.35,30.4,30.4,[30.4],29.7,,41.0,,
2023-06-04 19:50:00,28.3,9.74,41.3,30.0,35.65,30.4,30.4,[30.4],30.0,,41.3,,
2023-06-04 19:55:00,28.3,10.15,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-04 20:00:00,28.3,9.48,40.6,29.5,35.05,30.4,30.4,[30.4],29.5,,40.6,,
2023-06-04 20:05:00,28.1,10.11,40.8,29.6,35.2,30.4,30.4,[30.4],29.6,,40.8,,
2023-06-04 20:10:00,28.2,10.1,40.8,29.9,35.349999999999994,30.4,30.4,[30.4],29.9,,40.8,,
2023-06-04 20:15:00,28.2,10.16,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-04 20:20:00,28.1,10.16,41.2,29.6,35.400000000000006,30.4,30.4,[30.4],29.6,,41.2,,
2023-06-04 20:25:00,28.1,10.22,40.9,29.7,35.3,30.4,30.4,[30.4],29.7,,40.9,,
2023-06-04 20:30:00,28.1,9.92,41.2,29.7,35.45,30.4,30.4,[30.4],29.7,,41.2,,
2023-06-04 20:35:00,28.0,10.33,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-04 20:40:00,28.0,10.02,40.7,29.5,35.1,30.4,30.4,[30.4],29.5,,40.7,,
2023-06-04 20:45:00,28.0,10.11,40.8,29.6,35.2,30.4,30.4,[30.4],29.6,,40.8,,
2023-06-04 20:50:00,28.0,9.9,40.8,29.8,35.3,30.4,30.4,[30.4],29.8,,40.8,,
2023-06-04 20:55:00,28.0,9.73,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-04 21:00:00,28.0,9.63,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-04 21:05:00,28.0,9.93,41.0,29.8,35.4,30.4,30.4,[30.4],29.8,,41.0,,
2023-06-04 21:10:00,27.9,9.76,41.0,29.8,35.4,30.4,30.4,[30.4],29.8,,41.0,,
2023-06-04 21:15:00,27.9,9.64,41.3,29.9,35.599999999999994,30.4,30.4,[30.4],29.9,,41.3,,
2023-06-04 21:20:00,27.9,9.78,40.7,29.9,35.3,30.4,30.4,[30.4],29.9,,40.7,,
2023-06-04 21:25:00,27.9,9.97,40.8,29.6,35.2,30.4,30.4,[30.4],29.6,,40.8,,
2023-06-04 21:30:00,27.9,9.49,40.8,30.0,35.4,30.4,30.4,[30.4],30.0,,40.8,,
2023-06-04 21:35:00,27.8,9.47,41.1,30.1,35.6,30.4,30.4,[30.4],30.1,,41.1,,
2023-06-04 21:40:00,27.8,9.72,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-04 21:45:00,27.8,9.49,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-04 21:50:00,27.8,9.7,41.1,29.6,35.35,30.4,30.4,[30.4],29.6,,41.1,,
2023-06-04 21:55:00,27.8,9.91,41.3,30.2,35.75,30.4,30.4,[30.4],30.2,,41.3,,
2023-06-04 22:00:00,27.7,9.52,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-04 22:05:00,27.7,9.41,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-04 22:10:00,27.7,9.45,41.0,29.6,35.3,30.4,30.4,[30.4],29.6,,41.0,,
2023-06-04 22:15:00,27.7,9.78,41.3,30.1,35.7,30.4,30.4,[30.4],30.1,,41.3,,
2023-06-04 22:20:00,27.6,9.62,41.3,29.7,35.5,30.4,30.4,[30.4],29.7,,41.3,,
2023-06-04 22:25:00,27.7,9.29,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-04 22:30:00,27.6,9.24,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-04 22:35:00,27.6,9.19,41.3,30.1,35.7,30.4,30.4,[30.4],30.1,,41.3,,
2023-06-04 22:40:00,27.6,9.23,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-04 22:45:00,27.6,9.18,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-04 22:50:00,27.6,9.23,40.9,29.7,35.3,30.4,30.4,[30.4],29.7,,40.9,,
2023-06-04 22:55:00,27.5,9.22,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-04 23:00:00,27.5,9.16,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-04 23:05:00,27.5,9.28,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-04 23:10:00,27.5,9.39,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-04 23:15:00,27.5,9.13,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-04 23:20:00,27.4,9.0,41.2,30.2,35.7,30.4,30.4,[30.4],30.2,,41.2,,
2023-06-04 23:25:00,27.4,9.08,41.2,29.7,35.45,30.4,30.4,[30.4],29.7,,41.2,,
2023-06-04 23:30:00,27.5,9.11,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-04 23:35:00,27.4,8.96,41.0,29.8,35.4,30.4,30.4,[30.4],29.8,,41.0,,
2023-06-04 23:40:00,27.4,9.23,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-04 23:45:00,27.4,8.95,40.9,30.1,35.5,30.4,30.4,[30.4],30.1,,40.9,,
2023-06-04 23:50:00,27.4,8.93,40.9,29.7,35.3,30.4,30.4,[30.4],29.7,,40.9,,
2023-06-04 23:55:00,27.4,8.780000000000001,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-05 00:00:00,27.3,9.02,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 00:05:00,27.4,8.850000000000001,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-05 00:10:00,27.4,8.91,40.7,30.1,35.400000000000006,30.4,30.4,[30.4],30.1,,40.7,,
2023-06-05 00:15:00,27.3,8.93,40.8,29.6,35.2,30.4,30.4,[30.4],29.6,,40.8,,
2023-06-05 00:20:00,27.3,9.0,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-05 00:25:00,27.2,8.870000000000001,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-05 00:30:00,27.3,9.03,41.3,29.8,35.55,30.4,30.4,[30.4],29.8,,41.3,,
2023-06-05 00:35:00,27.2,8.81,40.7,29.8,35.25,30.4,30.4,[30.4],29.8,,40.7,,
2023-06-05 00:40:00,27.2,8.83,40.7,29.5,35.1,30.4,30.4,[30.4],29.5,,40.7,,
2023-06-05 00:45:00,27.2,8.83,41.1,29.6,35.35,30.4,30.4,[30.4],29.6,,41.1,,
2023-06-05 00:50:00,27.2,9.05,41.3,29.9,35.599999999999994,30.4,30.4,[30.4],29.9,,41.3,,
2023-06-05 00:55:00,27.2,8.83,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-05 01:00:00,27.2,8.9,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 01:05:00,27.2,8.98,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-05 01:10:00,27.2,8.93,41.2,29.7,35.45,30.4,30.4,[30.4],29.7,,41.2,,
2023-06-05 01:15:00,27.1,8.530000000000001,41.2,30.2,35.7,30.4,30.4,[30.4],30.2,,41.2,,
2023-06-05 01:20:00,27.1,8.809999999999999,40.6,30.2,35.4,30.4,30.4,[30.4],30.2,,40.6,,
2023-06-05 01:25:00,27.1,8.71,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 01:30:00,27.1,9.1,41.0,29.8,35.4,30.4,30.4,[30.4],29.8,,41.0,,
2023-06-05 01:35:00,27.1,8.79,41.3,30.0,35.65,30.4,30.4,[30.4],30.0,,41.3,,
2023-06-05 01:40:00,27.1,8.88,41.3,30.3,35.8,30.4,30.4,[30.4],30.3,,41.3,,
2023-06-05 01:45:00,27.1,8.780000000000001,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 01:50:00,27.1,8.8,40.6,29.8,35.2,30.4,30.4,[30.4],29.8,,40.6,,
2023-06-05 01:55:00,27.0,8.989999999999998,41.2,30.2,35.7,30.4,30.4,[30.4],30.2,,41.2,,
2023-06-05 02:00:00,27.1,8.76,41.1,30.2,35.65,30.4,30.4,[30.4],30.2,,41.1,,
2023-06-05 02:05:00,27.1,8.76,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-05 02:10:00,27.0,8.69,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-05 02:15:00,27.0,8.780000000000001,41.0,29.8,35.4,30.4,30.4,[30.4],29.8,,41.0,,
2023-06-05 02:20:00,27.0,8.79,41.2,30.2,35.7,30.4,30.4,[30.4],30.2,,41.2,,
2023-06-05 02:25:00,27.0,8.89,40.6,29.8,35.2,30.4,30.4,[30.4],29.8,,40.6,,
2023-06-05 02:30:00,27.0,8.719999999999999,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-05 02:35:00,26.9,8.8,40.8,29.9,35.349999999999994,30.4,30.4,[30.4],29.9,,40.8,,
2023-06-05 02:40:00,27.0,8.93,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-05 02:45:00,27.0,8.780000000000001,41.0,30.1,35.55,30.4,30.4,[30.4],30.1,,41.0,,
2023-06-05 02:50:00,,8.84,41.0,29.6,35.3,30.4,30.4,[30.4],29.6,,41.0,,
2023-06-05 02:55:00,26.9,8.76,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 03:00:00,26.9,8.8,40.6,29.8,35.2,30.4,30.4,[30.4],29.8,,40.6,,
2023-06-05 03:05:00,27.0,8.77,41.2,30.2,35.7,30.4,30.4,[30.4],30.2,,41.2,,
2023-06-05 03:10:00,26.9,8.82,40.9,30.1,35.5,30.4,30.4,[30.4],30.1,,40.9,,
2023-06-05 03:15:00,26.9,8.690000000000001,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-05 03:20:00,26.9,8.75,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 03:25:00,26.9,8.79,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-05 03:30:00,26.9,8.82,41.3,29.9,35.599999999999994,30.4,30.4,[30.4],29.9,,41.3,,
2023-06-05 03:35:00,26.9,8.870000000000001,40.6,30.2,35.4,30.4,30.4,[30.4],30.2,,40.6,,
2023-06-05 03:40:00,26.8,8.84,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 03:45:00,26.8,8.7,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-05 03:50:00,26.8,8.68,41.1,30.1,35.6,30.4,30.4,[30.4],30.1,,41.1,,
2023-06-05 03:55:00,26.8,8.69,41.1,30.2,35.65,30.4,30.4,[30.4],30.2,,41.1,,
2023-06-05 04:00:00,26.8,8.780000000000001,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 04:05:00,26.8,8.879999999999999,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-05 04:10:00,26.8,8.77,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-05 04:15:00,26.8,8.73,41.0,30.2,35.6,30.4,30.4,[30.4],30.2,,41.0,,
2023-06-05 04:20:00,26.8,8.86,41.3,30.2,35.75,30.4,30.4,[30.4],30.2,,41.3,,
2023-06-05 04:25:00,26.8,8.7,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 04:30:00,26.7,8.77,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 04:35:00,26.8,8.83,41.1,30.1,35.6,30.4,30.4,[30.4],30.1,,41.1,,
2023-06-05 04:40:00,26.8,8.719999999999999,41.1,30.1,35.6,30.4,30.4,[30.4],30.1,,41.1,,
2023-06-05 04:45:00,26.8,8.82,40.5,29.6,35.05,30.4,30.4,[30.4],29.6,,40.5,,
2023-06-05 04:50:00,26.8,8.66,40.5,29.6,35.05,30.4,30.4,[30.4],29.6,,40.5,,
2023-06-05 04:55:00,26.8,8.780000000000001,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
