time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3818463_c,3818463_r,3818463_s,3818464_c,3818464_h,3818464_r,3818464_s,3818465_c,3818465_h,3818465_r,3818465_s,3818466_c,3818466_h,3818466_r,3818466_s,3818467_c,3818467_h,3818467_r,3818467_s,3818468_c,3818468_r,3818468_s,3818469_c,3818469_r,3818469_s,3818470_c,3818470_h,3818470_r,3818470_s
2023-06-03 04:15:00,28.2,35.49,32.0,24.9,27.880000000000003,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.6,24.8,25.0,1.0,25.1,24.0,1.0,25.6,24.0,1.0,32.0,25.0,25.0
2023-06-03 04:20:00,28.5,35.480000000000004,,,,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,,27.0,25.0,1.0,,26.0,25.0,1.0,,27.0,25.0,1.0,,25.4,25.0,1.0,25.4,24.0,1.0,25.6,24.0,1.0,,25.0,25.0
2023-06-03 04:25:00,28.2,35.5,31.9,24.9,27.76,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.2,25.4,25.0,1.0,26.0,24.0,1.0,25.9,24.0,1.0,31.9,26.0,25.0
2023-06-03 04:30:00,28.1,35.49,32.0,25.0,27.9,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.5,25.2,25.0,1.0,25.2,24.0,1.0,25.8,24.0,1.0,32.0,25.0,25.0
2023-06-03 04:35:00,28.1,35.480000000000004,32.0,24.9,27.860000000000003,23.7,23.7,[23.7],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.5,24.8,25.0,1.0,25.0,24.0,1.0,25.7,24.0,1.0,32.0,25.0,25.0
2023-06-03 04:40:00,28.5,35.48,31.8,24.8,27.68,23.6,23.6,[23.6],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.8,27.0,25.0,1.0,25.2,24.8,25.0,1.0,24.7,24.0,1.0,25.3,24.0,1.0,31.8,25.0,25.0
2023-06-03 04:45:00,28.4,35.49,31.8,24.8,27.620000000000005,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.8,27.0,25.0,1.0,24.9,25.4,25.0,1.0,25.8,24.0,1.0,25.7,24.0,1.0,31.8,26.0,25.0
2023-06-03 04:50:00,28.5,35.5,31.9,25.0,27.880000000000003,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.6,26.0,25.0,1.0,26.2,24.0,1.0,26.0,24.0,1.0,31.9,26.0,25.0
2023-06-03 04:55:00,28.0,35.480000000000004,31.9,25.0,27.880000000000003,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.6,24.8,25.0,1.0,26.2,24.0,1.0,25.7,24.0,1.0,31.9,25.0,25.0
2023-06-03 05:00:00,28.0,35.480000000000004,31.8,25.0,27.840000000000003,23.7,23.7,[23.7],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,31.8,27.0,25.0,1.0,25.6,24.8,25.0,1.0,24.9,24.0,1.0,25.5,24.0,1.0,31.8,25.0,25.0
2023-06-03 05:05:00,28.3,35.49,31.8,24.7,27.640000000000004,23.6,23.6,[23.6],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,26.0,25.0,1.0,31.8,27.0,25.0,1.0,25.2,24.8,25.0,1.0,24.7,24.0,1.0,25.3,24.0,1.0,31.8,25.0,25.0
2023-06-03 05:10:00,28.0,35.5,31.7,24.7,27.54,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,27.0,25.0,1.0,31.7,27.0,25.0,1.0,24.9,25.4,25.0,1.0,25.6,24.0,1.0,25.3,24.0,1.0,31.7,26.0,25.0
2023-06-03 05:15:00,28.0,35.51,31.7,24.9,27.64,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,31.7,27.0,25.0,1.0,25.0,25.4,25.0,1.0,26.3,24.0,1.0,26.1,24.0,1.0,31.7,26.0,25.0
2023-06-03 05:20:00,27.7,35.5,31.8,25.1,27.880000000000003,24.1,24.1,[24.1],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,31.8,27.0,25.0,1.0,25.6,25.2,25.0,1.0,25.5,24.0,1.0,25.9,24.0,1.0,31.8,25.0,25.0
2023-06-03 05:25:00,28.8,35.49,31.9,25.1,27.92,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.6,24.8,25.0,1.0,24.8,24.0,1.0,25.6,24.0,1.0,31.9,24.0,25.0
2023-06-03 05:30:00,28.6,35.489999999999995,31.9,24.9,27.779999999999998,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.3,25.4,25.0,1.0,25.7,24.0,1.0,25.5,24.0,1.0,31.9,25.0,25.0
2023-06-03 05:35:00,28.2,35.51,31.9,24.8,27.7,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.1,26.0,25.0,1.0,26.2,24.0,1.0,26.1,24.0,1.0,31.9,26.0,25.0
2023-06-03 05:40:00,28.7,35.51,31.9,25.1,27.92,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.6,25.2,25.0,1.0,25.5,24.0,1.0,25.7,24.0,1.0,31.9,25.0,25.0
2023-06-03 05:45:00,28.0,35.5,31.9,25.1,27.9,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.5,24.8,25.0,1.0,25.1,24.0,1.0,25.6,24.0,1.0,31.9,25.0,25.0
2023-06-03 05:50:00,27.7,35.5,31.7,24.8,27.6,23.9,23.9,[23.9],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.7,27.0,25.0,1.0,25.0,25.4,25.0,1.0,25.4,24.0,1.0,25.6,24.0,1.0,31.7,25.0,25.0
2023-06-03 05:55:00,28.6,35.52,31.9,24.8,27.78,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.5,25.7,25.0,1.0,26.3,24.0,1.0,26.0,24.0,1.0,31.9,26.0,25.0
2023-06-03 06:00:00,28.5,35.5,31.9,25.1,27.9,24.1,24.1,[24.1],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.5,25.2,25.0,1.0,25.3,24.0,1.0,25.9,24.0,1.0,31.9,25.0,25.0
2023-06-03 06:05:00,28.0,35.5,32.0,25.1,27.96,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.6,24.8,25.0,1.0,25.1,24.0,1.0,25.5,24.0,1.0,32.0,25.0,25.0
2023-06-03 06:10:00,27.7,35.5,31.9,25.0,27.82,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.3,24.8,25.0,1.0,25.2,24.0,1.0,25.4,24.0,1.0,31.9,25.0,25.0
2023-06-03 06:15:00,27.8,35.51,31.8,24.7,27.6,23.9,23.9,[23.9],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,27.0,25.0,1.0,31.8,27.0,25.0,1.0,25.0,25.4,25.0,1.0,25.4,24.0,1.0,25.5,24.0,1.0,31.8,25.0,25.0
2023-06-03 06:20:00,27.9,35.53,31.8,24.9,27.78,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,31.8,27.0,25.0,1.0,25.5,25.7,25.0,1.0,26.0,24.0,1.0,26.0,24.0,1.0,31.8,26.0,25.0
2023-06-03 06:25:00,28.2,35.52,31.8,25.0,27.82,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,31.8,27.0,25.0,1.0,25.5,25.2,25.0,1.0,25.3,24.0,1.0,25.6,24.0,1.0,31.8,25.0,25.0
2023-06-03 06:30:00,29.2,35.51,31.9,25.0,27.860000000000003,23.7,23.7,[23.7],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.5,24.8,25.0,1.0,25.1,24.0,1.0,25.5,24.0,1.0,31.9,25.0,25.0
2023-06-03 06:35:00,28.5,35.51,31.9,24.8,27.72,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.2,25.1,25.0,1.0,25.4,24.0,1.0,25.6,24.0,1.0,31.9,26.0,25.0
2023-06-03 06:40:00,28.2,35.52,31.9,25.0,27.840000000000003,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.4,25.7,25.0,1.0,26.2,24.0,1.0,26.0,24.0,1.0,31.9,26.0,25.0
2023-06-03 06:45:00,28.2,35.53,32.0,25.0,27.880000000000003,24.1,24.1,[24.1],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.4,25.2,25.0,1.0,25.6,24.0,1.0,25.9,24.0,1.0,32.0,25.0,25.0
2023-06-03 06:50:00,28.8,35.51,31.9,24.9,27.779999999999998,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.3,24.8,25.0,1.0,25.0,24.0,1.0,25.4,24.0,1.0,31.9,25.0,25.0
2023-06-03 06:55:00,28.0,35.5,31.9,24.8,27.68,23.6,23.6,[23.6],1.0,25.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.0,24.8,25.0,1.0,24.9,24.0,1.0,25.4,24.0,1.0,31.9,25.0,25.0
2023-06-03 07:00:00,28.2,35.51,31.8,24.8,27.6,23.6,23.6,[23.6],1.0,25.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.8,27.0,25.0,1.0,24.8,24.8,25.0,1.0,24.9,24.0,1.0,25.3,24.0,1.0,31.8,25.0,25.0
2023-06-03 07:05:00,28.0,35.61,31.7,24.8,27.66,24.2,24.2,[24.2],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.7,27.0,25.0,1.0,25.3,25.7,25.0,1.0,25.8,24.0,1.0,25.8,24.0,1.0,31.7,26.0,25.0
2023-06-03 07:10:00,28.3,35.61,31.7,24.8,27.66,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.7,27.0,25.0,1.0,25.3,25.8,25.0,1.0,25.9,24.0,1.0,26.0,24.0,1.0,31.7,25.0,25.0
2023-06-03 07:15:00,29.2,35.6,32.0,25.0,27.96,23.9,23.9,[23.9],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.8,25.2,25.0,1.0,25.2,24.0,1.0,25.6,24.0,1.0,32.0,25.0,25.0
2023-06-03 07:20:00,28.7,35.58,32.0,24.9,27.860000000000003,23.7,23.7,[23.7],,,,,24.9,,,,24.9,,,,32.0,,,,25.5,,,,,,,,,,32.0,,
2023-06-03 07:25:00,28.9,35.56,31.9,24.7,27.62,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,26.0,25.0,1.0,31.9,27.0,25.0,1.0,24.9,24.8,25.0,1.0,24.8,24.0,1.0,25.3,24.0,1.0,31.9,24.0,25.0
2023-06-03 07:30:00,28.5,35.58,31.8,24.7,27.58,24.2,24.2,[24.2],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,27.0,25.0,1.0,31.8,27.0,25.0,1.0,24.9,25.7,25.0,1.0,26.0,24.0,1.0,26.0,24.0,1.0,31.8,26.0,25.0
2023-06-03 07:35:00,28.7,35.59,31.8,24.8,27.76,24.2,24.2,[24.2],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.8,27.0,25.0,1.0,25.6,25.7,25.0,1.0,25.7,24.0,1.0,26.0,24.0,1.0,31.8,25.0,25.0
2023-06-03 07:40:00,29.1,35.58,31.9,25.0,27.82,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.3,24.8,25.0,1.0,25.0,24.0,1.0,25.5,24.0,1.0,31.9,25.0,25.0
2023-06-03 07:45:00,28.9,35.56,31.8,24.9,27.74,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,31.8,27.0,25.0,1.0,25.3,24.8,25.0,1.0,24.8,24.0,1.0,25.5,24.0,1.0,31.8,25.0,25.0
2023-06-03 07:50:00,28.9,35.6,31.8,24.8,27.660000000000004,24.1,24.1,[24.1],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.8,27.0,25.0,1.0,25.1,25.7,25.0,1.0,25.9,24.0,1.0,25.8,24.0,1.0,31.8,26.0,25.0
2023-06-03 07:55:00,29.0,35.61,31.8,24.9,27.82,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,31.8,27.0,25.0,1.0,25.7,25.5,25.0,1.0,25.8,24.0,1.0,25.9,24.0,1.0,31.8,25.0,25.0
2023-06-03 08:00:00,29.5,35.58,32.0,25.0,27.880000000000003,23.9,23.9,[23.9],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.4,25.2,25.0,1.0,25.2,24.0,1.0,25.7,24.0,1.0,32.0,25.0,25.0
2023-06-03 08:05:00,28.3,35.59,32.0,25.0,27.82,23.7,23.7,[23.7],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.1,24.8,25.0,1.0,25.1,24.0,1.0,25.5,24.0,1.0,32.0,25.0,25.0
2023-06-03 08:10:00,28.3,35.58,31.9,24.7,27.62,23.6,23.6,[23.6],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,26.0,25.0,1.0,31.9,27.0,25.0,1.0,24.9,24.8,25.0,1.0,25.0,24.0,1.0,25.3,24.0,1.0,31.9,25.0,25.0
2023-06-03 08:15:00,28.6,35.58,31.8,24.7,27.6,23.9,23.9,[23.9],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,26.0,25.0,1.0,31.8,27.0,25.0,1.0,25.0,25.4,25.0,1.0,25.5,24.0,1.0,25.6,24.0,1.0,31.8,25.0,25.0
2023-06-03 08:20:00,28.8,35.61,31.7,24.7,27.66,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,27.0,25.0,1.0,31.7,27.0,25.0,1.0,25.5,25.7,25.0,1.0,25.5,24.0,1.0,26.0,24.0,1.0,31.7,26.0,25.0
2023-06-03 08:25:00,28.7,35.6,32.0,25.0,27.9,24.1,24.1,[24.1],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.5,25.2,25.0,1.0,25.4,24.0,1.0,25.8,24.0,1.0,32.0,25.0,25.0
2023-06-03 08:30:00,29.1,35.58,32.0,25.0,27.92,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.6,24.8,25.0,1.0,25.1,24.0,1.0,25.6,24.0,1.0,32.0,25.0,25.0
2023-06-03 08:35:00,29.5,35.58,32.0,24.9,27.8,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.2,24.8,25.0,1.0,24.9,24.0,1.0,25.5,24.0,1.0,32.0,25.0,25.0
2023-06-03 08:40:00,29.5,35.58,31.9,24.8,27.68,23.9,23.9,[23.9],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.0,25.4,25.0,1.0,25.5,24.0,1.0,25.5,24.0,1.0,31.9,26.0,25.0
2023-06-03 08:45:00,29.2,35.61,31.8,24.7,27.7,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,27.0,25.0,1.0,31.8,27.0,25.0,1.0,25.5,25.7,25.0,1.0,26.1,24.0,1.0,26.0,24.0,1.0,31.8,26.0,25.0
2023-06-03 08:50:00,29.6,35.61,32.0,25.0,27.9,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.5,25.2,25.0,1.0,25.2,24.0,1.0,25.8,24.0,1.0,32.0,25.0,25.0
2023-06-03 08:55:00,28.8,35.59,32.0,24.9,27.860000000000003,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.5,24.8,25.0,1.0,25.0,24.0,1.0,25.7,24.0,1.0,32.0,25.0,25.0
2023-06-03 09:00:00,29.4,35.58,32.0,24.9,27.82,23.7,23.7,[23.7],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.3,24.8,25.0,1.0,24.8,24.0,1.0,25.3,24.0,1.0,32.0,25.0,25.0
2023-06-03 09:05:00,29.0,35.58,31.8,24.8,27.6,23.6,23.6,[23.6],1.0,25.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.8,27.0,25.0,1.0,24.8,24.8,25.0,1.0,24.7,24.0,1.0,25.4,24.0,1.0,31.8,24.0,25.0
2023-06-03 09:10:00,30.1,35.59,31.7,24.7,27.52,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,27.0,25.0,1.0,31.7,27.0,25.0,1.0,24.8,25.4,25.0,1.0,25.6,24.0,1.0,25.6,24.0,1.0,31.7,25.0,25.0
2023-06-03 09:15:00,29.9,35.62,31.7,24.7,27.54,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,27.0,25.0,1.0,31.7,27.0,25.0,1.0,24.9,26.0,25.0,1.0,26.1,24.0,1.0,26.0,24.0,1.0,31.7,26.0,25.0
2023-06-03 09:20:00,29.0,35.6,32.0,24.9,27.860000000000003,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.5,25.2,25.0,1.0,25.2,24.0,1.0,25.6,24.0,1.0,32.0,25.0,25.0
2023-06-03 09:25:00,29.1,35.6,31.9,24.9,27.8,23.7,23.7,[23.7],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.4,24.8,25.0,1.0,24.7,24.0,1.0,25.5,24.0,1.0,31.9,25.0,25.0
2023-06-03 09:30:00,31.0,35.59,31.9,24.9,27.76,23.6,23.6,[23.6],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.2,24.8,25.0,1.0,24.7,24.0,1.0,25.4,24.0,1.0,31.9,25.0,25.0
2023-06-03 09:35:00,31.3,35.58,31.8,24.7,27.56,23.6,23.6,[23.6],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,26.0,25.0,1.0,31.8,27.0,25.0,1.0,24.8,24.8,25.0,1.0,24.5,24.0,1.0,25.2,24.0,1.0,31.8,25.0,25.0
2023-06-03 09:40:00,31.0,35.6,31.7,24.7,27.52,23.9,23.9,[23.9],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,27.0,25.0,1.0,31.7,27.0,25.0,1.0,24.8,25.4,25.0,1.0,25.6,24.0,1.0,25.7,24.0,1.0,31.7,25.0,25.0
2023-06-03 09:45:00,31.3,35.62,31.9,24.9,27.7,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,31.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,26.2,24.0,1.0,26.1,24.0,1.0,31.9,26.0,25.0
2023-06-03 09:50:00,32.1,35.6,31.9,24.9,27.82,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.5,25.2,25.0,1.0,25.3,24.0,1.0,25.8,24.0,1.0,31.9,25.0,25.0
2023-06-03 09:55:00,32.2,35.59,32.0,24.9,27.860000000000003,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.5,25.2,25.0,1.0,25.0,24.0,1.0,25.6,24.0,1.0,32.0,25.0,25.0
2023-06-03 10:00:00,32.1,35.59,31.9,24.9,27.76,23.7,23.7,[23.7],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.2,24.8,25.0,1.0,24.9,24.0,1.0,25.6,24.0,1.0,31.9,25.0,25.0
2023-06-03 10:05:00,31.7,35.6,31.9,24.8,27.7,23.6,23.6,[23.6],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.1,24.5,25.0,1.0,24.7,24.0,1.0,25.5,24.0,1.0,31.9,25.0,25.0
2023-06-03 10:10:00,31.6,35.61,31.8,24.8,27.620000000000005,24.1,24.1,[24.1],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.8,27.0,25.0,1.0,24.9,25.7,25.0,1.0,25.8,24.0,1.0,25.8,24.0,1.0,31.8,26.0,25.0
2023-06-03 10:15:00,32.8,35.620000000000005,32.0,24.8,27.76,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.2,25.8,25.0,1.0,25.8,24.0,1.0,26.1,24.0,1.0,32.0,26.0,25.0
2023-06-03 10:20:00,33.0,35.62,32.1,25.0,27.98,23.9,23.9,[23.9],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.1,27.0,25.0,1.0,25.7,25.8,25.0,1.0,25.1,24.0,1.0,25.8,24.0,1.0,32.1,25.0,25.0
2023-06-03 10:25:00,32.7,35.6,32.1,24.9,27.9,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.1,27.0,25.0,1.0,25.5,24.8,25.0,1.0,25.0,24.0,1.0,25.7,24.0,1.0,32.1,25.0,25.0
2023-06-03 10:30:00,32.4,35.6,32.0,24.9,27.78,23.7,23.7,[23.7],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.1,24.8,25.0,1.0,24.7,24.0,1.0,25.5,24.0,1.0,32.0,24.0,25.0
2023-06-03 10:35:00,32.0,35.6,31.8,24.9,27.7,23.7,23.7,[23.7],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,31.8,27.0,25.0,1.0,25.1,24.8,25.0,1.0,24.8,24.0,1.0,25.6,24.0,1.0,31.8,25.0,25.0
2023-06-03 10:40:00,33.0,35.59,31.8,24.7,27.56,23.6,23.6,[23.6],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,26.0,25.0,1.0,31.8,27.0,25.0,1.0,24.8,24.8,25.0,1.0,24.8,24.0,1.0,25.5,24.0,1.0,31.8,25.0,25.0
2023-06-03 10:45:00,32.0,35.59,31.7,24.7,27.5,23.6,23.6,[23.6],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,26.0,25.0,1.0,31.7,27.0,25.0,1.0,24.7,24.8,25.0,1.0,24.6,24.0,1.0,25.3,24.0,1.0,31.7,24.0,25.0
2023-06-03 10:50:00,32.4,35.58,31.7,24.7,27.5,23.5,23.5,[23.5],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,26.0,25.0,1.0,31.7,27.0,25.0,1.0,24.7,24.8,25.0,1.0,24.7,24.0,1.0,25.3,24.0,1.0,31.7,24.0,25.0
2023-06-03 10:55:00,31.9,35.58,31.6,24.5,27.36,23.6,23.6,[23.6],1.0,25.0,25.0,1.0,24.5,27.0,25.0,1.0,24.5,26.0,25.0,1.0,31.6,27.0,25.0,1.0,24.6,24.8,25.0,1.0,24.7,24.0,1.0,25.2,24.0,1.0,31.6,25.0,25.0
2023-06-03 11:00:00,32.4,35.62,31.5,24.5,27.32,24.1,24.1,[24.1],1.0,26.0,25.0,1.0,24.5,27.0,25.0,1.0,24.5,27.0,25.0,1.0,31.5,27.0,25.0,1.0,24.6,25.7,25.0,1.0,25.9,24.0,1.0,25.7,24.0,1.0,31.5,26.0,25.0
2023-06-03 11:05:00,31.3,35.62,31.7,24.7,27.6,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,26.0,25.0,1.0,31.7,27.0,25.0,1.0,25.2,25.2,25.0,1.0,25.1,24.0,1.0,25.8,24.0,1.0,31.7,25.0,25.0
2023-06-03 11:10:00,32.3,35.61,31.9,24.9,27.8,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.4,25.2,25.0,1.0,24.9,24.0,1.0,25.8,24.0,1.0,31.9,25.0,25.0
2023-06-03 11:15:00,31.4,35.6,31.9,24.9,27.76,23.7,23.7,[23.7],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.2,25.2,25.0,1.0,24.8,24.0,1.0,25.6,24.0,1.0,31.9,25.0,25.0
