time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3818463_c,3818463_r,3818463_s,3818464_c,3818464_h,3818464_r,3818464_s,3818465_c,3818465_h,3818465_r,3818465_s,3818466_c,3818466_h,3818466_r,3818466_s,3818467_c,3818467_h,3818467_r,3818467_s,3818468_c,3818468_r,3818468_s,3818469_c,3818469_r,3818469_s,3818470_c,3818470_h,3818470_r,3818470_s
2023-06-01 00:50:00,27.7,35.54,31.8,24.9,27.68,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,31.8,27.0,25.0,1.0,25.0,25.7,25.0,1.0,25.8,24.0,1.0,25.8,24.0,1.0,31.8,26.0,25.0
2023-06-01 00:55:00,27.8,35.54,32.1,25.1,27.98,24.2,24.2,[24.2],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,32.1,27.0,25.0,1.0,25.5,25.2,25.0,1.0,25.6,24.0,1.0,25.9,24.0,1.0,32.1,25.0,25.0
2023-06-01 01:00:00,28.6,35.53,32.0,25.0,27.880000000000003,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.4,24.8,25.0,1.0,25.0,24.0,1.0,25.5,24.0,1.0,32.0,25.0,25.0
2023-06-01 01:05:00,28.1,35.52,32.0,24.8,27.74,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.1,24.8,25.0,1.0,25.1,24.0,1.0,25.4,24.0,1.0,32.0,25.0,25.0
2023-06-01 01:10:00,27.6,35.54,31.9,24.9,27.74,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.1,25.7,25.0,1.0,25.9,24.0,1.0,25.8,24.0,1.0,31.9,26.0,25.0
2023-06-01 01:15:00,28.5,35.53,32.0,24.9,27.9,24.2,24.2,[24.2],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.7,25.2,25.0,1.0,25.7,24.0,1.0,25.8,24.0,1.0,32.0,25.0,25.0
2023-06-01 01:20:00,29.1,35.52,32.1,25.0,27.94,23.9,23.9,[23.9],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.1,27.0,25.0,1.0,25.5,24.8,25.0,1.0,25.1,24.0,1.0,25.5,24.0,1.0,32.1,25.0,25.0
2023-06-01 01:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01 01:30:00,27.9,35.52,32.0,24.8,27.82,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.5,25.4,25.0,1.0,25.7,24.0,1.0,25.6,24.0,1.0,32.0,26.0,25.0
2023-06-01 01:35:00,27.2,35.53,32.0,24.8,27.84,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.6,25.7,25.0,1.0,26.1,24.0,1.0,25.9,24.0,1.0,32.0,26.0,25.0
2023-06-01 01:40:00,28.6,35.53,32.0,25.0,27.94,24.1,24.1,[24.1],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.7,25.2,25.0,1.0,25.7,24.0,1.0,25.9,24.0,1.0,32.0,25.0,25.0
2023-06-01 01:45:00,27.7,35.51,32.0,25.1,27.98,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.7,24.8,25.0,1.0,25.1,24.0,1.0,25.4,24.0,1.0,32.0,25.0,25.0
2023-06-01 01:50:00,27.0,35.51,32.0,24.8,27.779999999999998,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.3,24.8,25.0,1.0,24.9,24.0,1.0,25.3,24.0,1.0,32.0,25.0,25.0
2023-06-01 01:55:00,26.9,35.53,31.9,24.8,27.68,24.2,24.2,[24.2],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.0,25.7,25.0,1.0,25.9,24.0,1.0,25.8,24.0,1.0,31.9,26.0,25.0
2023-06-01 02:00:00,27.7,35.53,32.0,25.0,27.94,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.7,25.5,25.0,1.0,25.9,24.0,1.0,25.9,24.0,1.0,32.0,25.0,25.0
2023-06-01 02:05:00,27.5,35.51,32.0,25.0,27.94,23.9,23.9,[23.9],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.7,24.8,25.0,1.0,25.3,24.0,1.0,25.5,24.0,1.0,32.0,25.0,25.0
2023-06-01 02:10:00,27.6,35.5,31.9,24.8,27.7,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.1,24.5,25.0,1.0,25.0,24.0,1.0,25.4,24.0,1.0,31.9,25.0,25.0
2023-06-01 02:15:00,26.9,35.52,31.9,24.8,27.7,24.2,24.2,[24.2],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.1,25.7,25.0,1.0,25.8,24.0,1.0,25.7,24.0,1.0,31.9,26.0,25.0
2023-06-01 02:20:00,26.8,35.53,32.0,25.0,27.860000000000003,24.5,24.5,[24.5],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.3,26.0,25.0,1.0,26.2,24.0,1.0,26.0,24.0,1.0,32.0,26.0,25.0
2023-06-01 02:25:00,26.8,35.51,32.1,25.0,28.0,24.1,24.1,[24.1],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.1,27.0,25.0,1.0,25.8,25.2,25.0,1.0,25.3,24.0,1.0,25.8,24.0,1.0,32.1,25.0,25.0
2023-06-01 02:30:00,27.0,35.5,32.0,24.9,27.9,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.0,26.0,25.0,1.0,25.7,24.8,25.0,1.0,25.0,24.0,1.0,25.4,24.0,1.0,32.0,25.0,25.0
2023-06-01 02:35:00,27.0,35.5,32.0,24.8,27.74,23.8,23.8,[23.8],1.0,25.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.1,25.1,25.0,1.0,25.0,24.0,1.0,25.3,24.0,1.0,32.0,25.0,25.0
2023-06-01 02:40:00,26.8,35.51,31.9,24.8,27.7,24.2,24.2,[24.2],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.1,25.7,25.0,1.0,26.0,24.0,1.0,25.8,24.0,1.0,31.9,26.0,25.0
2023-06-01 02:45:00,26.6,35.52,32.1,24.9,27.880000000000003,24.5,24.5,[24.5],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,32.1,27.0,25.0,1.0,25.4,26.0,25.0,1.0,26.2,24.0,1.0,26.0,24.0,1.0,32.1,26.0,25.0
2023-06-01 02:50:00,27.4,35.51,32.1,25.1,28.0,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,32.1,27.0,25.0,1.0,25.6,24.8,25.0,1.0,25.4,24.0,1.0,25.8,24.0,1.0,32.1,25.0,25.0
2023-06-01 02:55:00,26.9,35.5,32.1,25.1,28.0,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,32.1,27.0,25.0,1.0,25.6,24.8,25.0,1.0,24.8,24.0,1.0,25.4,24.0,1.0,32.1,25.0,25.0
2023-06-01 03:00:00,26.7,35.5,32.0,24.8,27.76,24.1,24.1,[24.1],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.2,25.4,25.0,1.0,25.7,24.0,1.0,25.8,24.0,1.0,32.0,26.0,25.0
2023-06-01 03:05:00,26.6,35.52,32.0,24.8,27.76,24.5,24.5,[24.5],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.2,25.7,25.0,1.0,26.2,24.0,1.0,26.0,24.0,1.0,32.0,26.0,25.0
2023-06-01 03:10:00,27.8,35.51,32.1,25.0,27.98,24.0,24.0,[24.0],,,,,25.0,,,,25.0,,,,32.1,,,,25.7,,,,,,,,,,32.1,,
2023-06-01 03:15:00,27.3,35.5,32.0,25.1,27.98,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.7,24.8,25.0,1.0,25.0,24.0,1.0,25.5,24.0,1.0,32.0,25.0,25.0
2023-06-01 03:20:00,26.9,35.5,32.0,25.0,27.860000000000003,24.2,24.2,[24.2],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.3,25.4,25.0,1.0,25.7,24.0,1.0,25.7,24.0,1.0,32.0,26.0,25.0
2023-06-01 03:25:00,26.7,35.52,32.0,24.9,27.82,24.5,24.5,[24.5],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.3,25.7,25.0,1.0,26.2,24.0,1.0,26.0,24.0,1.0,32.0,26.0,25.0
2023-06-01 03:30:00,26.7,35.489999999999995,32.1,25.1,28.020000000000003,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,32.1,27.0,25.0,1.0,25.7,25.2,25.0,1.0,25.5,24.0,1.0,25.7,24.0,1.0,32.1,25.0,25.0
2023-06-01 03:35:00,26.7,35.489999999999995,32.1,24.9,27.860000000000003,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.1,27.0,25.0,1.0,25.3,24.8,25.0,1.0,25.1,24.0,1.0,25.5,24.0,1.0,32.1,25.0,25.0
2023-06-01 03:40:00,26.8,35.489999999999995,31.9,24.8,27.7,23.8,23.8,[23.8],1.0,25.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.1,25.1,25.0,1.0,25.3,24.0,1.0,25.4,24.0,1.0,31.9,25.0,25.0
2023-06-01 03:45:00,26.6,35.51,31.9,24.8,27.78,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.5,25.7,25.0,1.0,26.0,24.0,1.0,25.9,24.0,1.0,31.9,26.0,25.0
2023-06-01 03:50:00,26.7,35.5,31.9,25.1,27.9,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.5,25.5,25.0,1.0,25.6,24.0,1.0,25.7,24.0,1.0,31.9,25.0,25.0
2023-06-01 03:55:00,26.8,35.480000000000004,32.0,25.0,27.94,23.8,23.8,[23.8],1.0,25.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,26.0,25.0,1.0,25.7,24.8,25.0,1.0,25.2,24.0,1.0,25.5,24.0,1.0,32.0,25.0,25.0
2023-06-01 04:00:00,26.8,35.480000000000004,31.8,24.8,27.72000000000001,23.6,23.6,[23.6],1.0,25.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.8,26.0,25.0,1.0,25.4,24.5,25.0,1.0,24.7,24.0,1.0,25.3,24.0,1.0,31.8,25.0,25.0
2023-06-01 04:05:00,26.7,35.5,31.8,24.8,27.660000000000004,24.2,24.2,[24.2],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.8,27.0,25.0,1.0,25.1,25.7,25.0,1.0,25.8,24.0,1.0,25.6,24.0,1.0,31.8,26.0,25.0
2023-06-01 04:10:00,27.1,35.51,31.8,24.8,27.7,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.8,27.0,25.0,1.0,25.3,25.8,25.0,1.0,26.1,24.0,1.0,26.0,24.0,1.0,31.8,26.0,25.0
2023-06-01 04:15:00,28.1,35.5,32.0,25.0,27.92,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.6,24.8,25.0,1.0,25.1,24.0,1.0,25.5,24.0,1.0,32.0,25.0,25.0
2023-06-01 04:20:00,28.2,35.480000000000004,32.0,24.8,27.84,23.7,23.7,[23.7],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.6,24.8,25.0,1.0,24.7,24.0,1.0,25.2,24.0,1.0,32.0,24.0,25.0
2023-06-01 04:25:00,28.1,35.480000000000004,31.9,24.7,27.64,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.0,24.8,25.0,1.0,24.9,24.0,1.0,25.2,24.0,1.0,31.9,25.0,25.0
2023-06-01 04:30:00,26.7,35.51,31.8,24.7,27.68,24.2,24.2,[24.2],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,27.0,25.0,1.0,31.8,27.0,25.0,1.0,25.4,25.7,25.0,1.0,25.9,24.0,1.0,25.8,24.0,1.0,31.8,26.0,25.0
2023-06-01 04:35:00,26.7,35.51,31.8,25.1,27.92,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,27.0,25.0,1.0,31.8,27.0,25.0,1.0,25.8,25.8,25.0,1.0,26.1,24.0,1.0,26.1,24.0,1.0,31.8,26.0,25.0
2023-06-01 04:40:00,26.6,35.489999999999995,32.0,25.1,28.0,23.9,23.9,[23.9],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.8,24.8,25.0,1.0,25.3,24.0,1.0,25.7,24.0,1.0,32.0,25.0,25.0
2023-06-01 04:45:00,26.4,35.489999999999995,31.9,24.8,27.72,23.8,23.8,[23.8],1.0,25.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.2,25.1,25.0,1.0,25.2,24.0,1.0,25.4,24.0,1.0,31.9,25.0,25.0
2023-06-01 04:50:00,26.3,35.5,31.9,24.8,27.72,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.2,25.7,25.0,1.0,26.1,24.0,1.0,25.9,24.0,1.0,31.9,26.0,25.0
2023-06-01 04:55:00,26.1,35.5,31.9,24.9,27.879999999999995,24.2,24.2,[24.2],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.8,25.2,25.0,1.0,25.5,24.0,1.0,25.7,24.0,1.0,31.9,25.0,25.0
2023-06-01 05:00:00,26.0,35.489999999999995,32.0,24.9,27.84,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.4,24.8,25.0,1.0,25.2,24.0,1.0,25.4,24.0,1.0,32.0,25.0,25.0
2023-06-01 05:05:00,26.2,35.51,31.8,24.8,27.660000000000004,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.8,27.0,25.0,1.0,25.1,24.8,25.0,1.0,24.9,24.0,1.0,25.2,24.0,1.0,31.8,25.0,25.0
2023-06-01 05:10:00,26.1,35.52,31.8,24.8,27.660000000000004,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.8,27.0,25.0,1.0,25.1,25.7,25.0,1.0,26.0,24.0,1.0,25.8,24.0,1.0,31.8,26.0,25.0
2023-06-01 05:15:00,25.9,35.53,31.9,24.8,27.76,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.4,25.5,25.0,1.0,25.8,24.0,1.0,25.9,24.0,1.0,31.9,26.0,25.0
2023-06-01 05:20:00,26.0,35.51,32.0,25.0,27.96,23.9,23.9,[23.9],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.8,24.8,25.0,1.0,25.0,24.0,1.0,25.7,24.0,1.0,32.0,25.0,25.0
2023-06-01 05:25:00,26.1,35.5,32.0,25.0,27.82,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.1,24.8,25.0,1.0,25.1,24.0,1.0,25.3,24.0,1.0,32.0,25.0,25.0
2023-06-01 05:30:00,26.0,35.52,31.9,24.9,27.82,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.5,25.7,25.0,1.0,25.9,24.0,1.0,25.8,24.0,1.0,31.9,26.0,25.0
2023-06-01 05:35:00,25.8,35.52,32.1,24.9,27.9,24.1,24.1,[24.1],,,,,24.9,,,,24.9,,,,32.1,,,,25.5,,,,,,,,,,32.1,,
2023-06-01 05:40:00,25.9,35.5,32.0,25.0,27.94,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.7,24.8,25.0,1.0,24.9,24.0,1.0,25.5,24.0,1.0,32.0,25.0,25.0
2023-06-01 05:45:00,26.1,35.5,31.8,24.8,27.72000000000001,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.8,26.0,25.0,1.0,25.4,24.8,25.0,1.0,24.9,24.0,1.0,25.2,24.0,1.0,31.8,25.0,25.0
2023-06-01 05:50:00,26.1,35.52,31.8,24.9,27.68,24.2,24.2,[24.2],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,31.8,27.0,25.0,1.0,25.0,25.7,25.0,1.0,26.0,24.0,1.0,25.7,24.0,1.0,31.8,26.0,25.0
2023-06-01 05:55:00,26.1,35.52,31.9,25.0,27.92,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.8,25.8,25.0,1.0,25.9,24.0,1.0,25.8,24.0,1.0,31.9,25.0,25.0
2023-06-01 06:00:00,26.3,35.51,32.1,25.0,27.94,23.9,23.9,[23.9],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.1,27.0,25.0,1.0,25.5,24.8,25.0,1.0,25.3,24.0,1.0,25.7,24.0,1.0,32.1,25.0,25.0
2023-06-01 06:05:00,26.4,35.53,32.0,24.9,27.860000000000003,24.0,24.0,[24.0],1.0,25.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.5,25.4,25.0,1.0,25.5,24.0,1.0,25.4,24.0,1.0,32.0,25.0,25.0
2023-06-01 06:10:00,26.3,35.54,32.1,24.9,27.92,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,32.1,27.0,25.0,1.0,25.6,25.7,25.0,1.0,26.0,24.0,1.0,25.9,24.0,1.0,32.1,26.0,25.0
2023-06-01 06:15:00,26.6,35.53,32.1,25.0,27.96,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.1,27.0,25.0,1.0,25.6,25.2,25.0,1.0,25.4,24.0,1.0,25.6,24.0,1.0,32.1,25.0,25.0
2023-06-01 06:20:00,26.5,35.53,32.0,25.0,27.84,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.2,24.8,25.0,1.0,25.0,24.0,1.0,25.3,24.0,1.0,32.0,25.0,25.0
2023-06-01 06:25:00,26.4,35.54,32.0,24.9,27.860000000000003,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.5,25.7,25.0,1.0,26.1,24.0,1.0,25.8,24.0,1.0,32.0,26.0,25.0
2023-06-01 06:30:00,26.2,35.54,32.0,25.1,28.0,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.8,25.5,25.0,1.0,25.7,24.0,1.0,25.9,24.0,1.0,32.0,25.0,25.0
2023-06-01 06:35:00,26.7,35.52,,,,23.8,23.8,[23.8],1.0,26.0,25.0,1.0,,27.0,25.0,1.0,,26.0,25.0,1.0,,27.0,25.0,1.0,,24.8,25.0,1.0,25.1,24.0,1.0,25.5,24.0,1.0,,25.0,25.0
2023-06-01 06:40:00,26.9,35.52,31.9,24.8,27.7,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,26.0,25.0,1.0,31.9,26.0,25.0,1.0,25.1,24.5,25.0,1.0,24.6,24.0,1.0,25.2,24.0,1.0,31.9,25.0,25.0
2023-06-01 06:45:00,26.8,35.53,31.9,24.8,27.7,24.2,24.2,[24.2],1.0,26.0,25.0,1.0,24.8,27.0,25.0,1.0,24.8,27.0,25.0,1.0,31.9,27.0,25.0,1.0,25.1,25.7,25.0,1.0,25.7,24.0,1.0,25.6,24.0,1.0,31.9,25.0,25.0
2023-06-01 06:50:00,26.6,35.55,32.0,25.0,27.94,24.5,24.5,[24.5],1.0,26.0,25.0,1.0,25.0,27.0,25.0,1.0,25.0,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.7,25.7,25.0,1.0,26.1,24.0,1.0,26.0,24.0,1.0,32.0,26.0,25.0
2023-06-01 06:55:00,26.9,35.54,32.1,25.1,28.020000000000003,24.1,24.1,[24.1],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,32.1,27.0,25.0,1.0,25.7,25.2,25.0,1.0,25.1,24.0,1.0,25.5,24.0,1.0,32.1,25.0,25.0
2023-06-01 07:00:00,27.0,35.52,32.0,24.9,27.9,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.7,24.8,25.0,1.0,24.8,24.0,1.0,25.3,24.0,1.0,32.0,25.0,25.0
2023-06-01 07:05:00,26.8,35.57,32.0,24.9,27.82,23.8,23.8,[23.8],1.0,25.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.0,27.0,25.0,1.0,25.3,25.1,25.0,1.0,25.2,24.0,1.0,25.4,24.0,1.0,32.0,25.0,25.0
2023-06-01 07:10:00,26.9,35.61,32.0,24.7,27.76,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.4,25.7,25.0,1.0,26.0,24.0,1.0,25.7,24.0,1.0,32.0,26.0,25.0
2023-06-01 07:15:00,27.1,35.620000000000005,32.0,25.1,28.0,24.4,24.4,[24.4],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.8,25.8,25.0,1.0,25.9,24.0,1.0,26.0,24.0,1.0,32.0,26.0,25.0
2023-06-01 07:20:00,26.7,35.6,32.2,25.1,28.08,24.0,24.0,[24.0],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,32.2,27.0,25.0,1.0,25.8,24.8,25.0,1.0,25.3,24.0,1.0,25.6,24.0,1.0,32.2,25.0,25.0
2023-06-01 07:25:00,27.0,35.58,32.2,24.9,27.94,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.2,27.0,25.0,1.0,25.5,24.8,25.0,1.0,24.8,24.0,1.0,25.4,24.0,1.0,32.2,25.0,25.0
2023-06-01 07:30:00,27.2,35.58,31.9,24.9,27.72,23.8,23.8,[23.8],1.0,25.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,31.9,27.0,25.0,1.0,25.0,25.1,25.0,1.0,25.4,24.0,1.0,25.4,24.0,1.0,31.9,25.0,25.0
2023-06-01 07:35:00,27.3,35.59,32.0,24.9,27.860000000000003,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,32.0,27.0,25.0,1.0,25.5,25.4,25.0,1.0,26.0,24.0,1.0,26.0,24.0,1.0,32.0,26.0,25.0
2023-06-01 07:40:00,28.7,35.6,32.1,24.9,27.9,24.3,24.3,[24.3],1.0,26.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,27.0,25.0,1.0,32.1,27.0,25.0,1.0,25.5,25.5,25.0,1.0,25.8,24.0,1.0,26.0,24.0,1.0,32.1,25.0,25.0
2023-06-01 07:45:00,28.7,35.59,32.1,25.1,27.96,23.9,23.9,[23.9],1.0,26.0,25.0,1.0,25.1,27.0,25.0,1.0,25.1,26.0,25.0,1.0,32.1,27.0,25.0,1.0,25.4,24.8,25.0,1.0,25.2,24.0,1.0,25.6,24.0,1.0,32.1,25.0,25.0
2023-06-01 07:50:00,28.6,35.59,32.1,24.9,27.880000000000003,23.7,23.7,[23.7],1.0,25.0,25.0,1.0,24.9,27.0,25.0,1.0,24.9,26.0,25.0,1.0,32.1,27.0,25.0,1.0,25.4,24.8,25.0,1.0,24.8,24.0,1.0,25.3,24.0,1.0,32.1,25.0,25.0
2023-06-01 07:55:00,28.7,35.58,31.9,24.7,27.62,23.6,23.6,[23.6],1.0,25.0,25.0,1.0,24.7,27.0,25.0,1.0,24.7,26.0,25.0,1.0,31.9,26.0,25.0,1.0,24.9,24.5,25.0,1.0,24.7,24.0,1.0,25.2,24.0,1.0,31.9,25.0,25.0
