time,outdoor_t,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3823177_c,3823177_h,3823177_r,3823177_s,3823178_c,3823178_h,3823178_r,3823178_s,584827_c,584827_r,584827_s,584847_c,584847_r,584847_s,584867_c,584867_r,584867_s,584868_c,584868_r,584868_s
2023-05-30 09:10:00,,24.5,22.2,23.35,27.65,35.6,"[19.7, 35.6]",1.0,24.5,24.7,24.0,1.0,22.2,26.1,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,24.0,25.0
2023-05-30 09:15:00,,24.6,22.1,23.35,27.700000000000003,35.6,"[19.8, 35.6]",1.0,24.6,25.4,24.0,1.0,22.1,26.1,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,24.0,25.0
2023-05-30 09:20:00,,24.6,22.9,23.75,28.05,35.9,"[20.2, 35.9]",,24.6,,,,22.9,,,,,,,,,,,,,,
2023-05-30 09:25:00,,24.6,22.9,23.75,28.35,36.1,"[20.6, 36.1]",1.0,24.6,26.0,24.0,1.0,22.9,26.0,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,27.0,25.0,1.0,27.0,25.0
2023-05-30 09:30:00,,24.5,23.3,23.9,28.25,36.0,"[20.5, 36.0]",1.0,24.5,25.2,24.0,1.0,23.3,26.2,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,27.0,25.0,1.0,26.0,25.0
2023-05-30 09:35:00,,24.5,23.3,23.9,27.85,35.7,"[20.0, 35.7]",1.0,24.5,25.6,24.0,1.0,23.3,26.1,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,24.0,25.0
2023-05-30 09:40:00,,24.5,23.5,24.0,27.6,35.5,"[19.7, 35.5]",1.0,24.5,25.6,24.0,1.0,23.5,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,24.0,25.0
2023-05-30 09:45:00,,24.5,23.5,24.0,27.7,35.4,"[20.0, 35.4]",1.0,24.5,25.8,24.0,1.0,23.5,26.2,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,24.0,25.0
2023-05-30 09:50:00,,24.6,22.6,23.6,27.85,35.3,"[20.4, 35.3]",1.0,24.6,25.3,24.0,1.0,22.6,26.3,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-05-30 09:55:00,,24.6,22.4,23.5,27.85,35.4,"[20.3, 35.4]",1.0,24.6,25.0,24.0,1.0,22.4,26.3,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 10:00:00,,24.6,22.2,23.4,27.8,35.4,"[20.2, 35.4]",1.0,24.6,24.8,24.0,1.0,22.2,26.0,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-05-30 10:05:00,,24.6,22.2,23.4,27.8,35.3,"[20.3, 35.3]",1.0,24.6,25.7,24.0,1.0,22.2,26.1,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0
2023-05-30 10:10:00,,24.6,22.2,23.4,27.6,35.2,"[20.0, 35.2]",1.0,24.6,25.4,24.0,1.0,22.2,26.1,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0
2023-05-30 10:15:00,,24.6,22.8,23.700000000000003,27.75,35.3,"[20.2, 35.3]",1.0,24.6,25.6,24.0,1.0,22.8,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 10:20:00,,24.6,22.8,23.700000000000003,27.55,35.2,"[19.9, 35.2]",1.0,24.6,25.4,24.0,1.0,22.8,26.1,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-05-30 10:25:00,,24.6,22.1,23.35,27.700000000000003,35.1,"[20.3, 35.1]",1.0,24.6,25.0,24.0,1.0,22.1,26.2,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-05-30 10:30:00,,24.7,22.0,23.35,27.5,35.0,"[20.0, 35.0]",1.0,24.7,24.8,24.0,1.0,22.0,26.3,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-05-30 10:45:00,,24.6,23.3,23.950000000000003,27.75,35.6,"[19.9, 35.6]",1.0,24.6,26.1,24.0,1.0,23.3,26.3,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 10:50:00,,24.6,23.2,23.9,27.75,35.7,"[19.8, 35.7]",1.0,24.6,26.3,24.0,1.0,23.2,26.3,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-05-30 10:55:00,,24.5,22.6,23.55,27.45,35.3,"[19.6, 35.3]",1.0,24.5,25.4,24.0,1.0,22.6,26.1,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-05-30 11:00:00,,24.5,22.6,23.55,27.25,34.9,"[19.6, 34.9]",1.0,24.5,25.0,24.0,1.0,22.6,26.3,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0
2023-05-30 11:05:00,,24.5,22.0,23.25,27.85,35.1,"[20.6, 35.1]",1.0,24.5,25.3,24.0,1.0,22.0,26.3,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 11:10:00,,24.6,21.8,23.200000000000003,27.75,35.1,"[20.4, 35.1]",1.0,24.6,24.7,24.0,1.0,21.8,26.2,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 11:15:00,,24.6,21.8,23.200000000000003,27.65,35.3,"[20.0, 35.3]",1.0,24.6,24.7,24.0,1.0,21.8,26.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 11:20:00,,24.6,22.0,23.3,27.65,35.4,"[19.9, 35.4]",1.0,24.6,26.0,24.0,1.0,22.0,26.2,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-05-30 11:25:00,,24.6,22.0,23.3,27.6,35.1,"[20.1, 35.1]",1.0,24.6,25.2,24.0,1.0,22.0,26.2,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-05-30 11:30:00,,24.6,21.9,23.25,27.4,34.6,"[20.2, 34.6]",1.0,24.6,25.2,24.0,1.0,21.9,26.2,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0
2023-05-30 11:35:00,,24.6,21.9,23.25,27.8,35.0,"[20.6, 35.0]",1.0,24.6,25.4,24.0,1.0,21.9,26.3,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 11:40:00,,24.6,21.9,23.25,28.0,35.2,"[20.8, 35.2]",1.0,24.6,24.7,24.0,1.0,21.9,26.2,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-05-30 11:45:00,,24.6,22.0,23.3,28.0,35.4,"[20.6, 35.4]",1.0,24.6,25.5,24.0,1.0,22.0,26.3,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-05-30 11:50:00,,24.6,22.0,23.3,27.95,35.4,"[20.5, 35.4]",1.0,24.6,26.0,24.0,1.0,22.0,26.3,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-05-30 11:55:00,,24.5,22.2,23.35,27.6,35.2,"[20.0, 35.2]",1.0,24.5,25.7,24.0,1.0,22.2,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-05-30 12:00:00,,24.6,22.1,23.35,27.6,35.1,"[20.1, 35.1]",1.0,24.6,25.1,24.0,1.0,22.1,26.3,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-05-30 12:05:00,,24.7,22.1,23.4,27.65,35.0,"[20.3, 35.0]",1.0,24.7,25.0,24.0,1.0,22.1,26.5,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,24.0,25.0
2023-05-30 12:10:00,,24.7,22.3,23.5,27.85,35.0,"[20.7, 35.0]",1.0,24.7,25.4,24.0,1.0,22.3,26.5,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 12:15:00,,24.9,22.4,23.65,27.9,35.2,"[20.6, 35.2]",1.0,24.9,25.8,24.0,1.0,22.4,26.1,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-05-30 12:20:00,,24.8,22.4,23.6,27.9,35.1,"[20.7, 35.1]",1.0,24.8,25.9,24.0,1.0,22.4,26.2,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0
2023-05-30 12:25:00,,24.7,22.4,23.55,27.7,35.0,"[20.4, 35.0]",1.0,24.7,25.6,24.0,1.0,22.4,26.3,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0
2023-05-30 12:30:00,,24.6,22.2,23.4,27.65,35.0,"[20.3, 35.0]",1.0,24.6,25.8,24.0,1.0,22.2,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0
2023-05-30 12:35:00,,24.5,22.3,23.4,27.8,35.2,"[20.4, 35.2]",1.0,24.5,25.8,24.0,1.0,22.3,26.3,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 12:40:00,,24.5,22.2,23.35,27.5,35.1,"[19.9, 35.1]",1.0,24.5,24.9,24.0,1.0,22.2,25.8,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-05-30 12:45:00,,24.5,22.2,23.35,27.3,35.0,"[19.6, 35.0]",1.0,24.5,25.5,24.0,1.0,22.2,26.3,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-05-30 12:50:00,,24.6,22.2,23.4,27.5,35.1,"[19.9, 35.1]",1.0,24.6,25.5,24.0,1.0,22.2,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-05-30 12:55:00,,24.6,22.2,23.4,27.85,35.1,"[20.6, 35.1]",1.0,24.6,25.3,24.0,1.0,22.2,26.2,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-05-30 13:00:00,,24.7,22.0,23.35,27.75,35.1,"[20.4, 35.1]",1.0,24.7,24.1,24.0,1.0,22.0,26.1,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 13:05:00,,24.7,22.1,23.4,27.6,35.1,"[20.1, 35.1]",1.0,24.7,25.6,24.0,1.0,22.1,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 13:10:00,,24.7,22.3,23.5,27.55,35.2,"[19.9, 35.2]",1.0,24.7,25.3,24.0,1.0,22.3,26.3,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-05-30 13:15:00,,24.7,22.3,23.5,27.3,34.8,"[19.8, 34.8]",1.0,24.7,24.8,24.0,1.0,22.3,26.1,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0
2023-05-30 13:20:00,,24.5,22.0,23.25,26.95,34.5,"[19.4, 34.5]",1.0,24.5,25.3,24.0,1.0,22.0,26.1,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0
2023-05-30 13:25:00,,24.6,22.1,23.35,27.15,34.5,"[19.8, 34.5]",1.0,24.6,25.8,24.0,1.0,22.1,26.3,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 13:30:00,,24.6,22.2,23.4,27.5,34.7,"[20.3, 34.7]",1.0,24.6,25.3,24.0,1.0,22.2,26.3,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 13:35:00,,24.6,22.2,23.4,27.8,35.0,"[20.6, 35.0]",1.0,24.6,25.3,24.0,1.0,22.2,26.3,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 13:40:00,,24.6,22.3,23.450000000000003,27.65,35.2,"[20.1, 35.2]",1.0,24.6,25.7,24.0,1.0,22.3,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 13:45:00,,24.6,22.2,23.4,27.6,35.1,"[20.1, 35.1]",1.0,24.6,25.6,24.0,1.0,22.2,26.2,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 13:50:00,,24.5,22.2,23.35,27.25,34.9,"[19.6, 34.9]",1.0,24.5,25.0,24.0,1.0,22.2,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-05-30 13:55:00,,24.5,22.3,23.4,27.4,34.9,"[19.9, 34.9]",1.0,24.5,25.8,24.0,1.0,22.3,26.4,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,24.0,25.0
2023-05-30 14:00:00,,24.5,22.5,23.5,27.95,35.0,"[20.9, 35.0]",1.0,24.5,26.0,24.0,1.0,22.5,26.3,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-05-30 14:05:00,,24.8,22.3,23.55,28.15,35.3,"[21.0, 35.3]",1.0,24.8,24.7,24.0,1.0,22.3,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-05-30 14:10:00,,24.8,22.2,23.5,27.9,35.2,"[20.6, 35.2]",1.0,24.8,24.5,24.0,1.0,22.2,26.0,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-05-30 14:15:00,,24.7,22.3,23.5,27.85,35.0,"[20.7, 35.0]",1.0,24.7,25.5,24.0,1.0,22.3,26.1,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0
2023-05-30 14:20:00,,24.7,22.3,23.5,27.65,34.9,"[20.4, 34.9]",1.0,24.7,24.9,24.0,1.0,22.3,26.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0
2023-05-30 14:25:00,,24.7,22.2,23.45,27.65,35.1,"[20.2, 35.1]",1.0,24.7,24.7,24.0,1.0,22.2,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-05-30 14:30:00,,24.7,22.1,23.4,27.65,35.1,"[20.2, 35.1]",1.0,24.7,24.8,24.0,1.0,22.1,26.0,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 14:35:00,,24.6,22.2,23.4,27.35,34.9,"[19.8, 34.9]",1.0,24.6,25.3,24.0,1.0,22.2,26.1,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-05-30 14:40:00,,24.6,22.4,23.5,27.45,34.9,"[20.0, 34.9]",1.0,24.6,25.8,24.0,1.0,22.4,26.3,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-05-30 14:45:00,,24.7,22.4,23.55,27.5,34.8,"[20.2, 34.8]",1.0,24.7,25.4,24.0,1.0,22.4,26.3,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 14:50:00,,24.7,22.3,23.5,27.75,35.0,"[20.5, 35.0]",1.0,24.7,25.2,24.0,1.0,22.3,26.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-05-30 14:55:00,,24.6,22.3,23.450000000000003,27.700000000000003,35.2,"[20.2, 35.2]",1.0,24.6,25.5,24.0,1.0,22.3,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 15:00:00,,24.6,22.3,23.450000000000003,27.75,35.3,"[20.2, 35.3]",1.0,24.6,26.0,24.0,1.0,22.3,26.3,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 15:05:00,,24.6,22.3,23.450000000000003,27.4,34.9,"[19.9, 34.9]",1.0,24.6,25.3,24.0,1.0,22.3,26.2,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-05-30 15:10:00,,24.7,22.2,23.45,27.450000000000003,34.7,"[20.2, 34.7]",1.0,24.7,25.4,24.0,1.0,22.2,26.3,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 15:15:00,,24.7,22.2,23.45,27.65,35.0,"[20.3, 35.0]",1.0,24.7,25.8,24.0,1.0,22.2,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 15:20:00,,24.6,22.2,23.4,27.65,35.2,"[20.1, 35.2]",1.0,24.6,25.1,24.0,1.0,22.2,26.1,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 15:25:00,,24.5,22.1,23.3,27.6,35.0,"[20.2, 35.0]",1.0,24.5,25.1,24.0,1.0,22.1,26.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 15:30:00,,24.5,22.1,23.3,27.25,34.8,"[19.7, 34.8]",1.0,24.5,25.0,24.0,1.0,22.1,26.1,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-05-30 15:35:00,,24.5,22.2,23.35,27.200000000000003,34.6,"[19.8, 34.6]",1.0,24.5,25.8,24.0,1.0,22.2,26.4,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-05-30 15:40:00,,24.6,22.3,23.450000000000003,27.200000000000003,34.6,"[19.8, 34.6]",1.0,24.6,25.3,24.0,1.0,22.3,26.3,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 15:45:00,,24.6,22.5,23.55,27.05,34.6,"[19.5, 34.6]",1.0,24.6,25.4,24.0,1.0,22.5,26.3,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 15:50:00,,24.6,22.7,23.65,27.3,34.6,"[20.0, 34.6]",1.0,24.6,25.7,24.0,1.0,22.7,26.3,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 15:55:00,,24.7,22.7,23.7,27.3,34.9,"[19.7, 34.9]",1.0,24.7,25.4,24.0,1.0,22.7,26.3,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 16:00:00,,24.7,22.2,23.45,27.5,35.1,"[19.9, 35.1]",1.0,24.7,24.6,24.0,1.0,22.2,26.1,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 16:05:00,,24.7,22.3,23.5,27.75,35.3,"[20.2, 35.3]",1.0,24.7,25.6,24.0,1.0,22.3,26.4,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 16:10:00,,24.7,22.6,23.65,27.75,35.1,"[20.4, 35.1]",1.0,24.7,25.5,24.0,1.0,22.6,26.6,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-05-30 16:15:00,,24.9,22.6,23.75,27.6,34.6,"[20.6, 34.6]",1.0,24.9,25.4,24.0,1.0,22.6,26.7,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0
2023-05-30 16:20:00,,24.9,22.6,23.75,27.6,34.6,"[20.6, 34.6]",1.0,24.9,25.1,24.0,1.0,22.6,26.8,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 16:25:00,,25.0,22.3,23.65,27.700000000000003,34.7,"[20.7, 34.7]",1.0,25.0,24.8,24.0,1.0,22.3,26.9,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 16:30:00,,25.0,22.3,23.65,27.65,34.5,"[20.8, 34.5]",1.0,25.0,24.8,24.0,1.0,22.3,26.9,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 16:35:00,,24.8,22.3,23.55,27.35,34.7,"[20.0, 34.7]",1.0,24.8,25.1,24.0,1.0,22.3,26.0,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-05-30 16:40:00,,24.8,22.3,23.55,27.75,34.9,"[20.6, 34.9]",1.0,24.8,25.3,24.0,1.0,22.3,26.1,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-05-30 16:45:00,,23.7,22.4,23.05,27.9,35.0,"[20.8, 35.0]",1.0,23.7,25.8,24.0,1.0,22.4,25.8,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-05-30 16:50:00,,22.9,22.4,22.65,27.65,35.1,"[20.2, 35.1]",1.0,22.9,25.7,24.0,1.0,22.4,25.7,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 16:55:00,,22.4,22.3,22.35,27.75,35.1,"[20.4, 35.1]",1.0,22.3,25.5,24.0,1.0,22.4,26.0,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-05-30 17:00:00,,22.4,22.3,22.35,27.7,34.8,"[20.6, 34.8]",1.0,22.3,25.6,24.0,1.0,22.4,25.9,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-05-30 17:05:00,,22.6,22.2,22.4,27.6,34.5,"[20.7, 34.5]",1.0,22.2,25.2,24.0,1.0,22.6,26.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0
2023-05-30 17:10:00,,22.2,22.2,22.2,27.700000000000003,34.6,"[20.8, 34.6]",1.0,22.2,24.7,24.0,1.0,22.2,25.6,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-05-30 17:15:00,,22.2,22.1,22.15,27.65,34.5,"[20.8, 34.5]",1.0,22.1,25.3,24.0,1.0,22.2,25.8,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-05-30 17:20:00,,22.3,22.1,22.200000000000003,27.9,34.8,"[21.0, 34.8]",1.0,22.1,24.9,24.0,1.0,22.3,25.7,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-05-30 17:25:00,,22.3,22.1,22.200000000000003,27.95,34.9,"[21.0, 34.9]",1.0,22.1,24.5,24.0,1.0,22.3,25.7,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0
2023-05-30 17:30:00,,22.3,22.2,22.25,27.95,35.0,"[20.9, 35.0]",1.0,22.2,25.1,24.0,1.0,22.3,25.8,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-05-30 17:35:00,,22.6,22.0,22.3,27.85,35.2,"[20.5, 35.2]",1.0,22.0,25.4,24.0,1.0,22.6,25.9,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0
2023-05-30 17:40:00,,22.6,21.7,22.15,27.75,35.0,"[20.5, 35.0]",1.0,21.7,25.5,24.0,1.0,22.6,25.6,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0
2023-05-30 17:45:00,,22.6,22.0,22.3,27.65,34.7,"[20.6, 34.7]",1.0,22.0,24.6,24.0,1.0,22.6,26.0,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0
2023-05-30 17:50:00,,23.2,22.2,22.7,27.65,34.8,"[20.5, 34.8]",1.0,23.2,24.3,24.0,1.0,22.2,26.4,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-05-30 17:55:00,,23.9,22.2,23.05,27.55,34.8,"[20.3, 34.8]",1.0,23.9,25.5,24.0,1.0,22.2,26.5,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0
2023-05-30 18:00:00,,23.9,22.4,23.15,27.7,34.8,"[20.6, 34.8]",1.0,23.9,24.9,24.0,1.0,22.4,26.6,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-05-30 18:05:00,,24.3,22.3,23.3,27.9,35.2,"[20.6, 35.2]",1.0,24.3,25.2,24.0,1.0,22.3,27.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,24.0,25.0
2023-05-30 18:10:00,,24.5,22.3,23.4,28.15,35.6,"[20.7, 35.6]",1.0,24.5,24.8,24.0,1.0,22.3,26.3,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-05-30 18:15:00,,23.2,22.2,22.7,28.1,35.6,"[20.6, 35.6]",1.0,23.2,25.0,24.0,1.0,22.2,25.9,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,27.0,25.0,1.0,26.0,25.0
2023-05-30 18:20:00,,22.3,22.3,22.3,28.1,35.5,"[20.7, 35.5]",1.0,22.3,25.1,24.0,1.0,22.3,25.6,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,27.0,25.0,1.0,26.0,25.0
