time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3818968_c,3818968_h,3818968_r,3818968_s,3818969_c,3818969_r,3818969_s,3818970_c,3818970_h,3818970_r,3818970_s,3818971_c,3818971_h,3818971_r,3818971_s,3818972_c,3818972_h,3818972_r,3818972_s,3818973_c,3818973_h,3818973_r,3818973_s,3818974_c,3818974_h,3818974_r,3818974_s,3818975_c,3818975_h,3818975_r,3818975_s,3818976_c,3818976_h,3818976_r,3818976_s,3818977_c,3818977_h,3818977_r,3818977_s,3818978_c,3818978_h,3818978_r,3818978_s,3818979_c,3818979_r,3818979_s,3818980_c,3818980_r,3818980_s,3818981_h,3818982_c,3818982_h,3818982_r,3818982_s,3818983_h,3846762_c,3846762_h,3846762_r,3846762_s,3846763_c,3846763_h,3846763_r,3846763_s
2023-06-01 15:15:00,33.8,10.0,39.4,24.4,32.355555555555554,28.4,29.9,"[29.9, 26.9]",1.0,,26.0,25.0,1.0,26.0,26.0,1.0,35.7,27.0,25.0,1.0,35.7,27.0,25.0,1.0,39.4,26.0,25.0,1.0,27.0,27.0,26.0,1.0,32.6,27.0,26.0,,,,,1.0,39.4,26.4,25.0,1.0,,27.4,26.0,1.0,,25.2,25.0,1.0,26.1,26.0,1.0,25.6,26.0,24.4,1.0,32.6,26.0,26.0,24.4,,,,,,,,
2023-06-01 15:20:00,33.8,9.87,39.6,24.8,32.400000000000006,28.35,29.9,"[29.9, 26.8]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.5,26.0,25.0,1.0,35.5,27.0,25.0,1.0,39.6,26.0,25.0,1.0,26.8,27.0,26.0,1.0,32.5,27.0,26.0,,,,,1.0,39.6,25.6,25.0,1.0,,26.8,26.0,1.0,,26.8,25.0,1.0,26.5,26.0,1.0,25.1,26.0,24.8,1.0,32.5,26.0,26.0,24.8,,,,,,,,
2023-06-01 15:25:00,33.7,9.95,39.7,24.5,32.43333333333333,28.3,29.8,"[29.8, 26.8]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.5,26.0,25.0,1.0,35.5,27.0,25.0,1.0,39.7,26.0,25.0,1.0,26.7,27.0,26.0,1.0,32.9,27.0,26.0,,,,,1.0,39.7,26.4,25.0,1.0,,27.4,26.0,1.0,,27.8,25.0,1.0,27.5,26.0,1.0,25.2,26.0,24.5,1.0,32.9,26.0,26.0,24.5,,,,,,,,
2023-06-01 15:30:00,34.0,9.88,39.8,24.5,32.477777777777774,28.45,30.0,"[30.0, 26.9]",1.0,,26.0,25.0,1.0,28.0,26.0,1.0,35.6,27.0,25.0,1.0,35.6,27.0,25.0,1.0,39.8,27.0,25.0,1.0,26.7,27.0,26.0,1.0,32.9,27.0,26.0,,,,,1.0,39.8,26.4,25.0,1.0,,27.7,26.0,1.0,,25.9,25.0,1.0,26.9,26.0,1.0,26.3,26.0,24.5,1.0,32.9,25.0,26.0,24.5,,,,,,,,
2023-06-01 15:35:00,34.1,9.76,40.0,24.4,32.32222222222222,28.55,30.2,"[30.2, 26.9]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.5,26.0,25.0,1.0,35.5,27.0,25.0,1.0,40.0,26.0,25.0,1.0,26.7,27.0,26.0,1.0,32.2,27.0,26.0,,,,,1.0,40.0,26.6,25.0,1.0,,27.7,26.0,1.0,,26.6,25.0,1.0,26.4,26.0,1.0,26.8,26.0,24.4,1.0,32.2,26.0,26.0,24.4,,,,,,,,
2023-06-01 15:40:00,34.0,9.95,40.0,24.4,32.36666666666666,28.35,30.0,"[30.0, 26.7]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.5,26.0,25.0,1.0,35.5,27.0,25.0,1.0,40.0,26.0,25.0,1.0,26.7,27.0,26.0,1.0,32.4,27.0,26.0,,,,,1.0,40.0,25.7,25.0,1.0,,26.7,26.0,1.0,,26.5,25.0,1.0,26.2,26.0,1.0,25.3,26.0,24.4,1.0,32.4,25.0,26.0,24.4,,,,,,,,
2023-06-01 15:45:00,33.9,9.94,40.0,24.7,32.43333333333333,28.4,30.0,"[30.0, 26.8]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.5,26.0,25.0,1.0,35.5,27.0,25.0,1.0,40.0,26.0,25.0,1.0,26.7,27.0,26.0,1.0,32.4,27.0,26.0,,,,,1.0,40.0,26.6,25.0,1.0,,26.8,26.0,1.0,,25.7,25.0,1.0,26.3,26.0,1.0,25.1,26.0,24.7,1.0,32.4,26.0,26.0,24.7,,,,,,,,
2023-06-01 15:50:00,34.0,9.84,39.8,24.3,32.38888888888889,28.4,30.0,"[30.0, 26.8]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.5,26.0,25.0,1.0,35.5,27.0,25.0,1.0,39.8,28.0,25.0,1.0,26.7,27.0,26.0,1.0,32.8,27.0,26.0,,,,,1.0,39.8,25.9,25.0,1.0,,26.1,26.0,1.0,,27.3,25.0,1.0,27.2,26.0,1.0,25.6,26.0,24.3,1.0,32.8,24.0,26.0,24.3,,,,,,,,
2023-06-01 15:55:00,34.1,9.92,39.9,24.6,32.400000000000006,28.4,30.0,"[30.0, 26.8]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.2,26.0,25.0,1.0,35.2,27.0,25.0,1.0,39.9,27.0,25.0,1.0,26.6,27.0,26.0,1.0,32.8,28.0,26.0,,,,,1.0,39.9,26.6,25.0,1.0,,27.7,26.0,1.0,,26.2,25.0,1.0,26.7,26.0,1.0,26.8,26.0,24.6,1.0,32.8,26.0,26.0,24.6,,,,,,,,
2023-06-01 16:00:00,34.3,9.84,39.9,24.6,32.400000000000006,28.4,30.1,"[30.1, 26.7]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.7,25.0,25.0,1.0,35.7,27.0,25.0,1.0,39.9,26.0,25.0,1.0,26.6,26.0,26.0,1.0,32.3,27.0,26.0,,,,,1.0,39.9,25.6,25.0,1.0,,27.4,26.0,1.0,,25.2,25.0,1.0,25.9,26.0,1.0,25.1,26.0,24.6,1.0,32.3,24.0,26.0,24.6,,,,,,,,
2023-06-01 16:05:00,34.3,9.87,39.9,24.4,32.355555555555554,28.450000000000003,30.1,"[30.1, 26.8]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.3,27.0,25.0,1.0,35.3,28.0,25.0,1.0,39.9,27.0,25.0,1.0,26.6,27.0,26.0,1.0,32.7,29.0,26.0,,,,,1.0,39.9,26.5,25.0,1.0,,26.1,26.0,1.0,,26.8,25.0,1.0,27.0,26.0,1.0,25.9,26.0,24.4,1.0,32.7,26.0,26.0,24.4,,,,,,,,
2023-06-01 16:10:00,34.4,9.84,40.0,24.3,32.35555555555556,28.55,30.2,"[30.2, 26.9]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.3,27.0,25.0,1.0,35.3,28.0,25.0,1.0,40.0,27.0,25.0,1.0,26.8,27.0,26.0,1.0,32.6,27.0,26.0,,,,,1.0,40.0,26.5,25.0,1.0,,28.0,26.0,1.0,,26.2,25.0,1.0,27.2,26.0,1.0,26.6,26.0,24.3,1.0,32.6,25.0,26.0,24.3,,,,,,,,
2023-06-01 16:15:00,34.4,9.87,39.9,24.7,32.45555555555555,28.55,30.1,"[30.1, 27.0]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.4,27.0,25.0,1.0,35.4,28.0,25.0,1.0,39.9,27.0,25.0,1.0,26.9,27.0,26.0,1.0,32.6,27.0,26.0,,,,,1.0,39.9,25.4,25.0,1.0,,26.7,26.0,1.0,,25.3,25.0,1.0,26.5,26.0,1.0,26.2,26.0,24.7,1.0,32.6,27.0,26.0,24.7,,,,,,,,
2023-06-01 16:20:00,34.5,10.04,39.9,24.6,32.46666666666667,28.55,30.1,"[30.1, 27.0]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.1,27.0,25.0,1.0,35.1,28.0,25.0,1.0,39.9,26.0,25.0,1.0,27.0,27.0,26.0,1.0,33.0,27.0,26.0,,,,,1.0,39.9,26.1,25.0,1.0,,26.4,26.0,1.0,,27.8,25.0,1.0,27.3,26.0,1.0,26.1,26.0,24.6,1.0,33.0,24.0,26.0,24.6,,,,,,,,
2023-06-01 16:25:00,34.5,9.8,39.9,24.6,32.522222222222226,28.450000000000003,30.1,"[30.1, 26.8]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.5,27.0,25.0,1.0,35.5,27.0,25.0,1.0,39.9,26.0,25.0,1.0,27.3,26.0,26.0,1.0,32.7,28.0,26.0,,,,,1.0,39.9,26.4,25.0,1.0,,28.0,26.0,1.0,,26.1,25.0,1.0,27.2,26.0,1.0,26.9,26.0,24.6,1.0,32.7,26.0,26.0,24.6,,,,,,,,
2023-06-01 16:30:00,34.4,9.99,39.9,24.5,32.5,28.35,30.1,"[30.1, 26.6]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.3,27.0,25.0,1.0,35.3,26.0,25.0,1.0,39.9,25.0,25.0,1.0,27.3,26.0,26.0,1.0,32.9,27.0,26.0,,,,,1.0,39.9,26.3,25.0,1.0,,26.4,26.0,1.0,,26.4,25.0,1.0,26.2,26.0,1.0,25.8,26.0,24.5,1.0,32.9,25.0,26.0,24.5,,,,,,,,
2023-06-01 16:35:00,34.0,9.92,39.9,24.5,32.45555555555556,28.3,30.1,"[30.1, 26.5]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.4,26.0,25.0,1.0,35.4,26.0,25.0,1.0,39.9,25.0,25.0,1.0,27.1,26.0,26.0,1.0,32.7,27.0,26.0,,,,,1.0,39.9,25.7,25.0,1.0,,25.8,26.0,1.0,,25.8,25.0,1.0,26.4,26.0,1.0,24.8,26.0,24.5,1.0,32.7,26.0,26.0,24.5,,,,,,,,
2023-06-01 16:40:00,34.1,9.9,39.8,24.5,32.355555555555554,28.35,30.1,"[30.1, 26.6]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.2,27.0,25.0,1.0,35.2,27.0,25.0,1.0,39.8,26.0,25.0,1.0,26.4,27.0,26.0,1.0,32.9,27.0,26.0,,,,,1.0,39.8,26.3,25.0,1.0,,26.8,26.0,1.0,,27.7,25.0,1.0,27.5,26.0,1.0,26.2,26.0,24.5,1.0,32.9,25.0,26.0,24.5,,,,,,,,
2023-06-01 16:45:00,34.3,9.85,39.8,24.5,32.400000000000006,28.35,30.1,"[30.1, 26.6]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.5,27.0,25.0,1.0,35.5,27.0,25.0,1.0,39.8,26.0,25.0,1.0,26.4,27.0,26.0,1.0,32.8,27.0,26.0,,,,,1.0,39.8,25.4,25.0,1.0,,27.4,26.0,1.0,,25.9,25.0,1.0,26.6,26.0,1.0,26.3,26.0,24.5,1.0,32.8,25.0,26.0,24.5,,,,,,,,
2023-06-01 16:50:00,34.4,9.82,39.9,24.4,32.3111111111111,28.4,30.1,"[30.1, 26.7]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.4,27.0,25.0,1.0,35.4,27.0,25.0,1.0,39.9,27.0,25.0,1.0,26.4,27.0,26.0,1.0,32.5,27.0,26.0,,,,,1.0,39.9,26.5,25.0,1.0,,27.7,26.0,1.0,,26.9,25.0,1.0,26.2,26.0,1.0,26.9,26.0,24.4,1.0,32.5,26.0,26.0,24.4,,,,,,,,
2023-06-01 16:55:00,34.4,9.95,39.9,24.8,32.400000000000006,28.35,30.0,"[30.0, 26.7]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.4,27.0,25.0,1.0,35.4,27.0,25.0,1.0,39.9,26.0,25.0,1.0,26.4,27.0,26.0,1.0,32.5,28.0,26.0,,,,,1.0,39.9,25.7,25.0,1.0,,25.8,26.0,1.0,,26.7,25.0,1.0,26.3,26.0,1.0,25.8,26.0,24.8,1.0,32.5,25.0,26.0,24.8,,,,,,,,
2023-06-01 17:00:00,34.3,9.86,39.8,24.4,32.34444444444445,28.4,30.0,"[30.0, 26.8]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.4,26.0,25.0,1.0,35.4,27.0,25.0,1.0,39.8,26.0,25.0,1.0,26.5,27.0,26.0,1.0,32.7,27.0,26.0,,,,,1.0,39.8,26.3,25.0,1.0,,27.7,26.0,1.0,,26.3,25.0,1.0,26.7,26.0,1.0,25.3,26.0,24.4,1.0,32.7,26.0,26.0,24.4,,,,,,,,
2023-06-01 17:05:00,34.0,9.97,39.8,24.4,32.36666666666667,28.450000000000003,30.1,"[30.1, 26.8]",1.0,,28.0,25.0,1.0,27.0,26.0,1.0,35.4,26.0,25.0,1.0,35.4,27.0,25.0,1.0,39.8,26.0,25.0,1.0,26.7,27.0,26.0,1.0,32.7,28.0,26.0,,,,,1.0,39.8,26.4,25.0,1.0,,28.0,26.0,1.0,,27.5,25.0,1.0,27.0,26.0,1.0,25.7,26.0,24.4,1.0,32.7,25.0,26.0,24.4,,,,,,,,
2023-06-01 17:10:00,34.2,,39.8,24.5,32.47777777777778,28.4,30.0,"[30.0, 26.8]",1.0,,26.0,25.0,1.0,28.0,26.0,1.0,35.5,27.0,25.0,1.0,35.5,27.0,25.0,1.0,39.8,26.0,25.0,1.0,26.7,27.0,26.0,1.0,33.0,27.0,26.0,,,,,1.0,39.8,26.2,25.0,1.0,,25.8,26.0,1.0,,26.4,25.0,1.0,26.9,26.0,1.0,26.8,26.0,24.5,1.0,33.0,26.0,26.0,24.5,,,,,,,,
2023-06-01 17:15:00,34.2,9.87,39.8,24.8,32.55555555555556,28.4,30.0,"[30.0, 26.8]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.6,27.0,25.0,1.0,35.6,27.0,25.0,1.0,39.8,26.0,25.0,1.0,26.6,27.0,26.0,1.0,33.0,27.0,26.0,,,,,1.0,39.8,25.9,25.0,1.0,,27.7,26.0,1.0,,25.9,25.0,1.0,26.6,26.0,1.0,27.0,26.0,24.8,1.0,33.0,25.0,26.0,24.8,,,,,,,,
2023-06-01 17:20:00,34.1,10.07,39.8,24.7,32.48888888888889,28.450000000000003,30.1,"[30.1, 26.8]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.4,26.0,25.0,1.0,35.4,27.0,25.0,1.0,39.8,26.0,25.0,1.0,26.6,27.0,26.0,1.0,33.0,27.0,26.0,,,,,1.0,39.8,26.6,25.0,1.0,,26.1,26.0,1.0,,26.7,25.0,1.0,26.3,26.0,1.0,25.6,26.0,24.7,1.0,33.0,26.0,26.0,24.7,,,,,,,,
2023-06-01 17:35:00,33.8,9.95,39.9,24.6,32.47777777777778,28.450000000000003,30.1,"[30.1, 26.8]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.5,27.0,25.0,1.0,35.5,28.0,25.0,1.0,39.9,26.0,25.0,1.0,26.7,27.0,26.0,1.0,32.8,27.0,26.0,,,,,1.0,39.9,25.7,25.0,1.0,,27.0,26.0,1.0,,25.0,25.0,1.0,26.3,26.0,1.0,26.4,26.0,24.6,1.0,32.8,24.0,26.0,24.6,,,,,,,,
2023-06-01 17:40:00,33.9,9.93,39.9,24.7,32.511111111111106,28.55,30.1,"[30.1, 27.0]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.5,27.0,25.0,1.0,35.5,28.0,25.0,1.0,39.9,27.0,25.0,1.0,26.8,27.0,26.0,1.0,32.8,27.0,26.0,,,,,1.0,39.9,26.6,25.0,1.0,,26.4,26.0,1.0,,27.1,25.0,1.0,26.9,26.0,1.0,26.4,26.0,24.7,1.0,32.8,26.0,26.0,24.7,,,,,,,,
2023-06-01 17:45:00,33.9,10.01,39.8,24.7,32.58888888888889,28.45,30.0,"[30.0, 26.9]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.5,27.0,25.0,1.0,35.5,28.0,25.0,1.0,39.8,27.0,25.0,1.0,27.1,27.0,26.0,1.0,33.1,27.0,26.0,,,,,1.0,39.8,26.3,25.0,1.0,,27.4,26.0,1.0,,26.1,25.0,1.0,26.3,26.0,1.0,26.3,26.0,24.7,1.0,33.1,25.0,26.0,24.7,,,,,,,,
2023-06-01 17:50:00,33.9,9.83,39.9,24.7,32.577777777777776,28.55,30.0,"[30.0, 27.1]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.7,27.0,25.0,1.0,35.7,28.0,25.0,1.0,39.9,27.0,25.0,1.0,27.2,27.0,26.0,1.0,32.7,27.0,26.0,,,,,1.0,39.9,26.4,25.0,1.0,,27.7,26.0,1.0,,26.3,25.0,1.0,26.8,26.0,1.0,26.4,26.0,24.7,1.0,32.7,27.0,26.0,24.7,,,,,,,,
2023-06-01 17:55:00,34.0,9.94,39.9,24.7,32.599999999999994,28.5,30.0,"[30.0, 27.0]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.8,27.0,25.0,1.0,35.8,28.0,25.0,1.0,39.9,28.0,25.0,1.0,27.2,27.0,26.0,1.0,32.7,27.0,26.0,,,,,1.0,39.9,25.9,25.0,1.0,,27.7,26.0,1.0,,26.6,25.0,1.0,26.2,26.0,1.0,26.0,26.0,24.7,1.0,32.7,24.0,26.0,24.7,,,,,,,,
2023-06-01 18:00:00,34.2,9.92,39.9,24.8,32.48888888888889,28.55,30.0,"[30.0, 27.1]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.6,27.0,25.0,1.0,35.6,28.0,25.0,1.0,39.9,26.0,25.0,1.0,27.2,28.0,26.0,1.0,32.3,27.0,26.0,,,,,1.0,39.9,26.0,25.0,1.0,,26.1,26.0,1.0,,27.5,25.0,1.0,26.6,26.0,1.0,25.7,26.0,24.8,1.0,32.3,26.0,26.0,24.8,,,,,,,,
2023-06-01 18:05:00,34.1,9.95,39.9,24.8,32.45555555555556,28.45,30.0,"[30.0, 26.9]",1.0,,26.0,25.0,1.0,28.0,26.0,1.0,35.3,27.0,25.0,1.0,35.3,28.0,25.0,1.0,39.9,27.0,25.0,1.0,26.9,27.0,26.0,1.0,32.6,29.0,26.0,,,,,1.0,39.9,26.2,25.0,1.0,,27.4,26.0,1.0,,26.6,25.0,1.0,27.1,26.0,1.0,26.2,26.0,24.8,1.0,32.6,25.0,26.0,24.8,,,,,,,,
2023-06-01 18:10:00,34.2,9.98,40.0,24.8,32.422222222222224,28.45,30.0,"[30.0, 26.9]",1.0,,26.0,25.0,1.0,28.0,26.0,1.0,35.5,27.0,25.0,1.0,35.5,28.0,25.0,1.0,40.0,26.0,25.0,1.0,26.8,27.0,26.0,1.0,32.2,27.0,26.0,,,,,1.0,40.0,25.9,25.0,1.0,,27.7,26.0,1.0,,26.0,25.0,1.0,26.5,26.0,1.0,27.2,26.0,24.8,1.0,32.2,26.0,26.0,24.8,,,,,,,,
2023-06-01 18:15:00,34.2,9.85,40.0,24.5,32.43333333333333,28.450000000000003,30.1,"[30.1, 26.8]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.3,26.0,25.0,1.0,35.3,27.0,25.0,1.0,40.0,28.0,25.0,1.0,26.7,27.0,26.0,1.0,32.8,27.0,26.0,,,,,1.0,40.0,26.1,25.0,1.0,,27.1,26.0,1.0,,27.5,25.0,1.0,26.6,26.0,1.0,26.6,26.0,24.5,1.0,32.8,26.0,26.0,24.5,,,,,,,,
2023-06-01 18:20:00,34.2,10.01,40.0,24.6,32.45555555555556,28.450000000000003,30.1,"[30.1, 26.8]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.5,26.0,25.0,1.0,35.5,27.0,25.0,1.0,40.0,26.0,25.0,1.0,26.7,27.0,26.0,1.0,32.6,27.0,26.0,,,,,1.0,40.0,26.2,25.0,1.0,,27.0,26.0,1.0,,25.8,25.0,1.0,25.9,26.0,1.0,25.2,26.0,24.6,1.0,32.6,25.0,26.0,24.6,,,,,,,,
2023-06-01 18:25:00,34.1,9.93,40.0,24.6,32.52222222222222,28.6,30.2,"[30.2, 27.0]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.5,26.0,25.0,1.0,35.5,27.0,25.0,1.0,40.0,26.0,25.0,1.0,26.7,27.0,26.0,1.0,32.9,27.0,26.0,,,,,1.0,40.0,26.6,25.0,1.0,,26.8,26.0,1.0,,26.8,25.0,1.0,26.7,26.0,1.0,25.5,26.0,24.6,1.0,32.9,26.0,26.0,24.6,,,,,,,,
2023-06-01 18:30:00,34.3,9.92,39.8,24.8,32.54444444444445,28.4,30.0,"[30.0, 26.8]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.4,26.0,25.0,1.0,35.4,27.0,25.0,1.0,39.8,26.0,25.0,1.0,26.7,27.0,26.0,1.0,33.1,27.0,26.0,,,,,1.0,39.8,25.7,25.0,1.0,,26.7,26.0,1.0,,27.8,25.0,1.0,27.5,26.0,1.0,25.8,26.0,24.8,1.0,33.1,25.0,26.0,24.8,,,,,,,,
2023-06-01 18:35:00,34.3,,39.9,24.8,32.488888888888894,28.450000000000003,30.1,"[30.1, 26.8]",1.0,,26.0,25.0,1.0,28.0,26.0,1.0,35.7,26.0,25.0,1.0,35.7,27.0,25.0,1.0,39.9,26.0,25.0,1.0,26.6,27.0,26.0,1.0,32.5,27.0,26.0,,,,,1.0,39.9,26.4,25.0,1.0,,27.4,26.0,1.0,,25.6,25.0,1.0,26.6,26.0,1.0,26.5,26.0,24.8,1.0,32.5,26.0,26.0,24.8,,,,,,,,
2023-06-01 18:40:00,34.5,10.11,39.9,24.6,32.45555555555556,28.55,30.2,"[30.2, 26.9]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.4,26.0,25.0,1.0,35.4,27.0,25.0,1.0,39.9,26.0,25.0,1.0,26.7,27.0,26.0,1.0,32.8,27.0,26.0,,,,,1.0,39.9,26.4,25.0,1.0,,26.4,26.0,1.0,,27.3,25.0,1.0,26.4,26.0,1.0,25.9,26.0,24.6,1.0,32.8,25.0,26.0,24.6,,,,,,,,
2023-06-01 18:45:00,34.6,9.97,39.9,24.5,32.611111111111114,28.55,30.2,"[30.2, 26.9]",1.0,,26.0,25.0,1.0,28.0,26.0,1.0,35.6,27.0,25.0,1.0,35.6,28.0,25.0,1.0,39.9,26.0,25.0,1.0,26.7,27.0,26.0,1.0,33.4,27.0,26.0,,,,,1.0,39.9,26.5,25.0,1.0,,25.8,26.0,1.0,,27.8,25.0,1.0,27.1,26.0,1.0,26.4,26.0,24.5,1.0,33.4,26.0,26.0,24.5,,,,,,,,
2023-06-01 18:50:00,34.3,9.92,39.9,24.8,32.7,28.450000000000003,30.1,"[30.1, 26.8]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.9,25.0,25.0,1.0,35.9,27.0,25.0,1.0,39.9,26.0,25.0,1.0,26.7,27.0,26.0,1.0,33.2,27.0,26.0,,,,,1.0,39.9,25.8,25.0,1.0,,27.7,26.0,1.0,,25.3,25.0,1.0,26.2,26.0,1.0,25.2,26.0,24.8,1.0,33.2,25.0,26.0,24.8,,,,,,,,
2023-06-01 18:55:00,34.4,10.09,39.9,24.8,32.67777777777778,28.55,30.2,"[30.2, 26.9]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.9,29.0,25.0,1.0,35.9,29.0,25.0,1.0,39.9,27.0,25.0,1.0,26.7,27.0,26.0,1.0,33.1,28.0,26.0,,,,,1.0,39.9,26.4,25.0,1.0,,28.0,26.0,1.0,,27.7,25.0,1.0,27.1,26.0,1.0,26.4,26.0,24.8,1.0,33.1,26.0,26.0,24.8,,,,,,,,
2023-06-01 19:00:00,34.5,9.88,39.9,24.5,32.55555555555556,28.5,30.2,"[30.2, 26.8]",1.0,,26.0,25.0,1.0,28.0,26.0,1.0,35.9,27.0,25.0,1.0,35.9,27.0,25.0,1.0,39.9,26.0,25.0,1.0,26.8,27.0,26.0,1.0,32.8,27.0,26.0,,,,,1.0,39.9,26.0,25.0,1.0,,27.0,26.0,1.0,,25.1,25.0,1.0,26.6,26.0,1.0,26.5,26.0,24.5,1.0,32.8,24.0,26.0,24.5,,,,,,,,
2023-06-01 19:05:00,34.5,10.07,39.9,24.7,32.511111111111106,28.55,30.1,"[30.1, 27.0]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.5,29.0,25.0,1.0,35.5,28.0,25.0,1.0,39.9,27.0,25.0,1.0,26.8,27.0,26.0,1.0,32.8,29.0,26.0,,,,,1.0,39.9,26.6,25.0,1.0,,26.8,26.0,1.0,,27.3,25.0,1.0,26.7,26.0,1.0,26.4,26.0,24.7,1.0,32.8,27.0,26.0,24.7,,,,,,,,
2023-06-01 19:10:00,34.5,9.88,39.9,24.4,32.55555555555556,28.4,30.0,"[30.0, 26.8]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.9,27.0,25.0,1.0,35.9,28.0,25.0,1.0,39.9,26.0,25.0,1.0,27.0,27.0,26.0,1.0,32.8,27.0,26.0,,,,,1.0,39.9,25.8,25.0,1.0,,27.0,26.0,1.0,,25.4,25.0,1.0,26.5,26.0,1.0,26.4,26.0,24.4,1.0,32.8,24.0,26.0,24.4,,,,,,,,
2023-06-01 19:15:00,34.5,9.98,39.9,24.9,32.53333333333333,28.45,29.9,"[29.9, 27.0]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.6,28.0,25.0,1.0,35.6,28.0,25.0,1.0,39.9,27.0,25.0,1.0,27.0,28.0,26.0,1.0,32.5,27.0,26.0,,,,,1.0,39.9,26.2,25.0,1.0,,27.7,26.0,1.0,,26.9,25.0,1.0,26.8,26.0,1.0,26.4,26.0,24.9,1.0,32.5,26.0,26.0,24.9,,,,,,,,
2023-06-01 19:20:00,34.4,9.93,40.0,24.5,32.62222222222223,28.5,30.0,"[30.0, 27.0]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.6,27.0,25.0,1.0,35.6,28.0,25.0,1.0,40.0,27.0,25.0,1.0,27.4,27.0,26.0,1.0,33.0,27.0,26.0,,,,,1.0,40.0,26.2,25.0,1.0,,26.8,26.0,1.0,,27.5,25.0,1.0,26.4,26.0,1.0,25.8,26.0,24.5,1.0,33.0,25.0,26.0,24.5,,,,,,,,
2023-06-01 19:25:00,34.4,9.84,40.0,24.8,32.63333333333334,28.55,30.0,"[30.0, 27.1]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.7,26.0,25.0,1.0,35.7,28.0,25.0,1.0,40.0,27.0,25.0,1.0,27.3,27.0,26.0,1.0,32.7,27.0,26.0,,,,,1.0,40.0,26.3,25.0,1.0,,27.7,26.0,1.0,,25.5,25.0,1.0,26.9,26.0,1.0,25.6,26.0,24.8,1.0,32.7,27.0,26.0,24.8,,,,,,,,
2023-06-01 19:30:00,34.2,10.01,39.9,24.8,32.58888888888889,28.5,30.1,"[30.1, 26.9]",1.0,,26.0,25.0,1.0,28.0,26.0,1.0,35.5,26.0,25.0,1.0,35.5,28.0,25.0,1.0,39.9,26.0,25.0,1.0,26.9,27.0,26.0,1.0,33.0,27.0,26.0,,,,,1.0,39.9,25.9,25.0,1.0,,26.1,26.0,1.0,,27.8,25.0,1.0,26.8,26.0,1.0,26.0,26.0,24.8,1.0,33.0,24.0,26.0,24.8,,,,,,,,
2023-06-01 19:35:00,33.9,9.91,39.8,24.9,32.62222222222223,28.5,30.0,"[30.0, 27.0]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.7,27.0,25.0,1.0,35.7,27.0,25.0,1.0,39.8,27.0,25.0,1.0,26.8,27.0,26.0,1.0,33.0,28.0,26.0,,,,,1.0,39.8,26.3,25.0,1.0,,27.4,26.0,1.0,,25.5,25.0,1.0,26.3,26.0,1.0,26.6,26.0,24.9,1.0,33.0,26.0,26.0,24.9,,,,,,,,
