time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,160486_c,160486_h,160486_p,160486_r,160486_s,160487_c,160487_p,160487_r,160487_s,160488_c,160488_h,160488_p,160488_r,160488_s
2023-06-02 15:00:00,29.2,21.0,34.6,26.7,30.65,24.200000000000003,26.3,"[26.3, 22.1]",1.0,26.7,0.7,29.0,29.0,1.0,19.6,24.5,23.0,0.0,34.6,0.8,24.0,26.0
2023-06-02 15:05:00,29.2,21.0,34.6,26.7,30.65,24.5,26.7,"[26.7, 22.3]",1.0,26.7,0.7,27.0,28.0,1.0,11.2,24.8,23.0,0.0,34.6,0.8,25.0,26.0
2023-06-02 15:10:00,29.4,21.0,34.6,26.8,30.700000000000003,24.9,27.1,"[27.1, 22.7]",1.0,26.8,0.7,29.0,28.0,1.0,19.8,25.1,23.0,0.0,34.6,0.7,25.0,26.0
2023-06-02 15:15:00,29.4,21.0,34.6,26.8,30.700000000000003,24.75,26.9,"[26.9, 22.6]",1.0,26.8,0.7,27.0,28.0,1.0,12.5,24.6,23.0,0.0,34.6,0.7,25.0,26.0
2023-06-02 15:20:00,29.4,21.0,34.6,26.9,30.75,24.95,27.2,"[27.2, 22.7]",1.0,26.9,5.3,26.0,28.0,1.0,19.8,24.7,23.0,0.0,34.6,0.7,25.0,26.0
2023-06-02 15:25:00,29.5,21.0,34.6,27.0,30.8,24.9,27.1,"[27.1, 22.7]",1.0,27.0,0.7,29.0,28.0,1.0,12.2,25.4,23.0,0.0,34.6,0.7,26.0,26.0
2023-06-02 15:30:00,29.7,21.0,34.6,27.1,30.85,24.9,27.1,"[27.1, 22.7]",1.0,27.1,0.7,27.0,28.0,1.0,19.3,24.5,23.0,0.0,34.6,0.7,25.0,26.0
2023-06-02 15:35:00,29.6,21.0,34.6,27.1,30.85,25.05,27.3,"[27.3, 22.8]",1.0,27.1,0.7,30.0,29.0,1.0,12.1,25.7,23.0,0.0,34.6,0.7,26.0,26.0
2023-06-02 15:40:00,29.6,21.0,34.6,27.1,30.85,24.95,27.2,"[27.2, 22.7]",1.0,27.1,5.3,26.0,26.0,1.0,19.8,24.5,23.0,0.0,34.6,0.7,24.0,26.0
2023-06-02 15:45:00,29.4,21.0,34.7,27.2,30.950000000000003,24.95,27.2,"[27.2, 22.7]",1.0,27.2,5.4,26.0,26.0,1.0,19.9,24.9,23.0,0.0,34.7,0.7,25.0,26.0
2023-06-02 15:50:00,29.6,21.0,34.7,27.2,30.950000000000003,24.85,27.1,"[27.1, 22.6]",1.0,27.2,5.4,27.0,26.0,1.0,19.5,24.6,23.0,0.0,34.7,0.7,25.0,26.0
2023-06-02 15:55:00,29.4,21.0,34.7,27.2,30.950000000000003,24.95,27.2,"[27.2, 22.7]",1.0,27.2,0.7,28.0,26.0,1.0,11.3,25.2,23.0,0.0,34.7,0.7,26.0,26.0
2023-06-02 16:00:00,29.5,21.0,34.6,27.1,30.85,24.9,27.1,"[27.1, 22.7]",1.0,27.1,0.7,27.0,26.0,1.0,19.9,24.6,23.0,0.0,34.6,0.7,25.0,26.0
2023-06-02 16:05:00,29.5,21.0,34.6,27.2,30.9,25.05,27.2,"[27.2, 22.9]",1.0,27.2,0.7,27.0,27.0,1.0,19.6,24.8,23.0,0.0,34.6,0.7,25.0,26.0
2023-06-02 16:10:00,29.6,21.0,34.6,27.2,30.9,24.85,27.0,"[27.0, 22.7]",1.0,27.2,5.4,26.0,27.0,1.0,19.8,24.8,23.0,0.0,34.6,0.7,25.0,26.0
2023-06-02 16:15:00,29.6,21.0,34.6,27.2,30.9,25.2,27.5,"[27.5, 22.9]",1.0,27.2,5.5,27.0,27.0,1.0,18.0,25.1,23.0,0.0,34.6,0.7,26.0,26.0
2023-06-02 16:20:00,29.6,21.0,34.5,27.2,30.85,24.8,26.9,"[26.9, 22.7]",1.0,27.2,0.7,28.0,27.0,1.0,19.7,24.6,23.0,0.0,34.5,0.7,25.0,26.0
2023-06-02 16:25:00,29.6,21.0,34.5,27.2,30.85,24.85,27.1,"[27.1, 22.6]",1.0,27.2,0.7,27.0,27.0,1.0,11.0,24.7,23.0,0.0,34.5,0.7,25.0,26.0
2023-06-02 16:30:00,29.4,21.0,34.4,27.2,30.8,25.1,27.5,"[27.5, 22.7]",1.0,27.2,0.7,27.0,27.0,1.0,19.5,24.4,23.0,0.0,34.4,0.7,25.0,26.0
2023-06-02 16:35:00,29.3,21.0,34.4,27.2,30.8,25.2,27.5,"[27.5, 22.9]",1.0,27.2,0.7,29.0,28.0,1.0,12.1,25.4,23.0,0.0,34.4,0.7,26.0,26.0
2023-06-02 16:40:00,29.5,21.0,34.4,27.2,30.8,25.05,27.4,"[27.4, 22.7]",1.0,27.2,0.7,27.0,28.0,1.0,19.5,24.5,23.0,0.0,34.4,0.7,26.0,26.0
2023-06-02 16:45:00,29.7,21.0,34.4,27.2,30.8,24.6,26.8,"[26.8, 22.4]",1.0,27.2,0.7,29.0,28.0,1.0,19.7,24.6,23.0,0.0,34.4,0.7,24.0,26.0
2023-06-02 16:50:00,29.7,21.0,34.4,27.0,30.7,24.5,26.8,"[26.8, 22.2]",1.0,27.0,0.7,29.0,28.0,1.0,19.6,24.6,23.0,0.0,34.4,0.7,24.0,26.0
2023-06-02 16:55:00,29.7,21.0,34.4,26.9,30.65,24.4,26.6,"[26.6, 22.2]",1.0,26.9,5.3,26.0,28.0,1.0,19.5,24.4,23.0,0.0,34.4,0.7,24.0,26.0
2023-06-02 17:00:00,29.6,21.0,34.4,26.9,30.65,24.9,27.2,"[27.2, 22.6]",1.0,26.9,0.7,29.0,28.0,1.0,19.7,24.4,23.0,0.0,34.4,0.7,25.0,26.0
2023-06-02 17:05:00,29.7,21.0,34.4,26.9,30.65,24.55,26.7,"[26.7, 22.4]",1.0,26.9,0.7,29.0,29.0,1.0,19.7,24.7,23.0,0.0,34.4,0.7,24.0,26.0
2023-06-02 17:10:00,29.7,21.0,34.4,26.9,30.65,24.5,26.8,"[26.8, 22.2]",1.0,26.9,0.7,29.0,29.0,1.0,19.7,24.7,23.0,0.0,34.4,0.7,24.0,26.0
2023-06-02 17:15:00,29.7,21.0,34.5,26.9,30.7,24.35,26.5,"[26.5, 22.2]",1.0,26.9,0.7,29.0,29.0,1.0,19.6,24.5,23.0,0.0,34.5,0.7,24.0,26.0
2023-06-02 17:20:00,29.9,21.0,34.5,26.7,30.6,24.2,26.4,"[26.4, 22.0]",1.0,26.7,0.7,29.0,29.0,1.0,19.5,24.5,23.0,0.0,34.5,0.7,24.0,26.0
2023-06-02 17:25:00,29.9,21.0,34.5,26.6,30.55,24.3,26.4,"[26.4, 22.2]",1.0,26.6,0.7,30.0,29.0,1.0,11.2,24.9,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 17:30:00,29.9,21.0,34.5,26.6,30.55,24.65,26.9,"[26.9, 22.4]",1.0,26.6,0.7,30.0,29.0,1.0,19.6,24.9,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 17:35:00,29.8,21.0,34.6,26.7,30.65,24.450000000000003,26.6,"[26.6, 22.3]",1.0,26.7,5.3,27.0,26.0,1.0,19.6,24.4,23.0,0.0,34.6,0.8,25.0,26.0
2023-06-02 17:40:00,29.7,21.0,34.6,26.8,30.700000000000003,24.85,27.1,"[27.1, 22.6]",1.0,26.8,5.2,26.0,26.0,1.0,19.6,24.5,23.0,0.0,34.6,0.8,25.0,26.0
2023-06-02 17:45:00,29.8,21.0,34.6,26.8,30.700000000000003,24.950000000000003,27.1,"[27.1, 22.8]",1.0,26.8,5.3,27.0,26.0,1.0,19.6,25.2,23.0,0.0,34.6,0.8,26.0,26.0
2023-06-02 17:50:00,29.8,21.0,34.6,27.0,30.8,25.05,27.4,"[27.4, 22.7]",1.0,27.0,5.4,28.0,26.0,1.0,12.2,25.0,23.0,0.0,34.6,0.8,25.0,26.0
2023-06-02 17:55:00,29.8,21.0,34.6,27.1,30.85,25.05,27.3,"[27.3, 22.8]",1.0,27.1,0.7,28.0,26.0,1.0,19.4,25.0,23.0,0.0,34.6,0.8,25.0,26.0
2023-06-02 18:00:00,29.8,21.0,,,,25.05,27.3,"[27.3, 22.8]",1.0,,0.7,27.0,26.0,1.0,11.8,25.0,23.0,0.0,,0.8,26.0,26.0
2023-06-02 18:05:00,29.7,21.0,34.6,27.2,30.9,25.0,27.3,"[27.3, 22.7]",1.0,27.2,0.7,26.0,26.0,1.0,11.7,24.3,23.0,0.0,34.6,0.8,25.0,26.0
2023-06-02 18:10:00,29.5,21.0,34.6,27.3,30.950000000000003,25.1,27.3,"[27.3, 22.9]",1.0,27.3,5.2,26.0,26.0,1.0,19.4,24.8,23.0,0.0,34.6,0.8,25.0,26.0
2023-06-02 18:15:00,29.5,21.0,34.6,27.3,30.950000000000003,24.9,27.1,"[27.1, 22.7]",1.0,27.3,5.3,27.0,26.0,1.0,10.8,24.9,23.0,0.0,34.6,0.8,25.0,26.0
2023-06-02 18:20:00,29.6,21.0,34.5,27.3,30.9,25.1,27.3,"[27.3, 22.9]",1.0,27.3,5.3,27.0,26.0,1.0,19.2,24.9,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 18:25:00,29.5,21.0,34.5,27.3,30.9,24.950000000000003,27.1,"[27.1, 22.8]",1.0,27.3,0.7,28.0,26.0,1.0,11.2,24.9,23.0,0.0,34.5,0.8,26.0,26.0
2023-06-02 18:30:00,29.4,21.0,34.5,27.3,30.9,25.200000000000003,27.6,"[27.6, 22.8]",1.0,27.3,0.7,27.0,26.0,1.0,11.8,24.4,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 18:35:00,29.3,21.0,34.5,27.3,30.9,25.3,27.6,"[27.6, 23.0]",1.0,27.3,0.7,26.0,27.0,1.0,19.4,24.9,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 18:40:00,29.3,21.0,34.5,27.4,30.95,25.1,27.4,"[27.4, 22.8]",1.0,27.4,5.3,27.0,27.0,1.0,19.1,24.5,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 18:45:00,29.2,21.0,34.5,27.3,30.9,25.1,27.4,"[27.4, 22.8]",1.0,27.3,0.7,28.0,27.0,1.0,17.9,25.2,23.0,0.0,34.5,0.8,26.0,26.0
2023-06-02 18:50:00,29.2,21.0,34.5,27.3,30.9,25.05,27.3,"[27.3, 22.8]",1.0,27.3,0.7,27.0,27.0,1.0,11.9,24.4,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 18:55:00,29.2,21.0,34.5,27.3,30.9,25.2,27.4,"[27.4, 23.0]",1.0,27.3,0.7,26.0,27.0,1.0,19.1,24.5,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 19:00:00,29.2,21.0,34.4,27.4,30.9,25.2,27.4,"[27.4, 23.0]",1.0,27.4,5.1,27.0,27.0,1.0,11.8,25.2,23.0,0.0,34.4,0.8,26.0,26.0
2023-06-02 19:05:00,29.2,21.0,34.5,27.4,30.95,25.05,27.3,"[27.3, 22.8]",1.0,27.4,0.7,28.0,27.0,1.0,12.1,24.5,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 19:10:00,29.1,21.0,34.5,27.4,30.95,25.2,27.4,"[27.4, 23.0]",1.0,27.4,0.7,27.0,28.0,1.0,18.9,24.8,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 19:15:00,29.1,21.0,34.5,27.4,30.95,24.9,27.1,"[27.1, 22.7]",1.0,27.4,0.7,29.0,28.0,1.0,19.2,24.5,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 19:20:00,29.1,21.0,34.5,27.3,30.9,24.6,26.9,"[26.9, 22.3]",1.0,27.3,0.7,29.0,28.0,1.0,19.1,24.5,23.0,0.0,34.5,0.8,24.0,26.0
2023-06-02 19:25:00,29.0,21.0,34.5,27.2,30.85,24.450000000000003,26.6,"[26.6, 22.3]",1.0,27.2,5.2,27.0,28.0,1.0,10.7,24.7,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 19:30:00,29.0,21.0,34.4,27.1,30.75,25.1,27.4,"[27.4, 22.8]",1.0,27.1,0.7,29.0,28.0,1.0,19.2,25.1,23.0,0.0,34.4,0.8,25.0,26.0
2023-06-02 19:35:00,29.1,21.0,34.5,27.2,30.85,24.85,27.0,"[27.0, 22.7]",1.0,27.2,5.0,26.0,27.0,1.0,19.1,24.4,23.0,0.0,34.5,0.8,24.0,26.0
2023-06-02 19:40:00,29.0,21.0,34.5,27.2,30.85,25.05,27.2,"[27.2, 22.9]",1.0,27.2,5.1,27.0,27.0,1.0,19.2,25.0,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 19:45:00,29.0,21.0,34.5,27.2,30.85,25.25,27.6,"[27.6, 22.9]",1.0,27.2,5.2,28.0,27.0,1.0,10.7,25.0,23.0,0.0,34.5,0.8,26.0,26.0
2023-06-02 19:50:00,28.9,21.0,34.5,27.2,30.85,25.2,27.4,"[27.4, 23.0]",1.0,27.2,0.7,27.0,27.0,1.0,19.0,24.5,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 19:55:00,29.0,21.0,34.5,27.3,30.9,25.05,27.4,"[27.4, 22.7]",1.0,27.3,5.0,26.0,27.0,1.0,11.1,24.5,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 20:00:00,28.9,21.0,34.5,27.2,30.85,25.2,27.5,"[27.5, 22.9]",1.0,27.2,5.1,26.0,27.0,1.0,19.1,24.8,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 20:05:00,28.9,21.0,34.5,27.3,30.9,25.15,27.4,"[27.4, 22.9]",1.0,27.3,0.7,29.0,28.0,1.0,11.8,25.1,23.0,0.0,34.5,0.8,26.0,26.0
2023-06-02 20:10:00,28.9,21.0,34.5,27.4,30.95,25.1,27.4,"[27.4, 22.8]",1.0,27.4,0.7,29.0,28.0,1.0,19.1,24.8,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 20:15:00,28.8,21.0,34.5,27.4,30.95,24.8,27.0,"[27.0, 22.6]",1.0,27.4,0.7,27.0,28.0,1.0,11.6,24.6,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 20:20:00,28.8,21.0,34.4,27.3,30.85,25.200000000000003,27.6,"[27.6, 22.8]",1.0,27.3,0.7,29.0,28.0,1.0,18.7,24.9,23.0,0.0,34.4,0.8,25.0,26.0
2023-06-02 20:25:00,28.8,21.0,34.4,27.3,30.85,25.05,27.5,"[27.5, 22.6]",1.0,27.3,5.0,26.0,28.0,1.0,19.0,24.3,23.0,0.0,34.4,0.8,24.0,26.0
2023-06-02 20:30:00,28.7,21.0,34.5,27.2,30.85,25.05,27.3,"[27.3, 22.8]",1.0,27.2,0.7,29.0,28.0,1.0,19.0,25.0,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 20:35:00,28.5,21.0,34.5,27.2,30.85,24.85,27.1,"[27.1, 22.6]",1.0,27.2,5.0,26.0,27.0,1.0,11.8,24.4,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 20:40:00,28.5,21.0,34.5,27.3,30.9,24.950000000000003,27.1,"[27.1, 22.8]",1.0,27.3,5.0,26.0,27.0,1.0,18.7,24.6,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 20:45:00,28.5,21.0,34.5,27.3,30.9,25.1,27.3,"[27.3, 22.9]",1.0,27.3,5.0,27.0,27.0,1.0,10.6,25.0,23.0,0.0,34.5,0.8,26.0,26.0
2023-06-02 20:50:00,28.6,21.0,34.5,27.3,30.9,25.2,27.5,"[27.5, 22.9]",1.0,27.3,0.7,28.0,27.0,1.0,18.9,24.5,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 20:55:00,28.6,21.0,34.5,27.3,30.9,24.9,27.1,"[27.1, 22.7]",1.0,27.3,0.7,27.0,27.0,1.0,10.6,24.8,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 21:00:00,28.6,21.0,34.5,27.4,30.95,25.1,27.3,"[27.3, 22.9]",1.0,27.4,0.7,26.0,27.0,1.0,18.8,24.4,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 21:05:00,28.5,21.0,34.5,27.4,30.95,25.25,27.4,"[27.4, 23.1]",1.0,27.4,0.7,29.0,28.0,1.0,10.6,25.3,23.0,0.0,34.5,0.8,26.0,26.0
2023-06-02 21:10:00,28.5,21.0,34.5,27.4,30.95,25.1,27.3,"[27.3, 22.9]",1.0,27.4,0.7,28.0,28.0,1.0,18.8,24.8,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 21:15:00,28.5,21.0,34.5,27.4,30.95,25.1,27.3,"[27.3, 22.9]",1.0,27.4,0.7,29.0,28.0,1.0,11.6,25.2,23.0,0.0,34.5,0.8,26.0,26.0
2023-06-02 21:20:00,28.5,21.0,34.5,27.3,30.9,25.25,27.6,"[27.6, 22.9]",1.0,27.3,0.7,27.0,28.0,1.0,18.8,24.7,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 21:25:00,28.5,21.0,34.5,27.3,30.9,25.1,27.3,"[27.3, 22.9]",1.0,27.3,0.7,29.0,28.0,1.0,11.6,25.2,23.0,0.0,34.5,0.8,26.0,26.0
2023-06-02 21:30:00,28.5,21.0,34.5,27.3,30.9,25.0,27.2,"[27.2, 22.8]",1.0,27.3,5.1,26.0,28.0,1.0,18.6,24.4,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-02 21:35:00,28.3,21.0,34.5,27.3,30.9,25.15,27.3,"[27.3, 23.0]",1.0,27.3,0.7,29.0,29.0,1.0,11.6,25.1,23.0,0.0,34.5,0.8,26.0,26.0
2023-06-02 21:40:00,28.3,21.0,34.5,27.3,30.9,24.85,27.0,"[27.0, 22.7]",1.0,27.3,0.7,29.0,29.0,1.0,18.7,24.6,23.0,0.0,34.5,0.8,24.0,26.0
2023-06-02 21:45:00,28.3,21.0,34.6,27.2,30.9,24.5,26.6,"[26.6, 22.4]",1.0,27.2,0.7,29.0,29.0,1.0,18.6,24.5,23.0,0.0,34.6,0.8,24.0,26.0
2023-06-02 21:50:00,28.3,21.0,34.6,27.1,30.85,24.9,27.1,"[27.1, 22.7]",1.0,27.1,5.0,29.0,29.0,1.0,18.8,25.3,23.0,0.0,34.6,0.8,26.0,26.0
2023-06-02 21:55:00,28.3,21.0,34.6,27.1,30.85,25.0,27.3,"[27.3, 22.7]",1.0,27.1,0.7,28.0,29.0,1.0,10.6,24.7,23.0,0.0,34.6,0.8,25.0,26.0
2023-06-02 22:00:00,28.3,21.0,34.7,27.1,30.9,24.950000000000003,27.1,"[27.1, 22.8]",1.0,27.1,0.7,29.0,29.0,1.0,18.8,24.7,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 22:05:00,28.2,21.0,34.7,27.2,30.950000000000003,24.8,27.0,"[27.0, 22.6]",1.0,27.2,4.9,27.0,28.0,1.0,11.4,24.4,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 22:10:00,28.2,21.0,34.7,27.2,30.950000000000003,25.1,27.3,"[27.3, 22.9]",1.0,27.2,5.0,29.0,28.0,1.0,18.7,25.1,23.0,0.0,34.7,0.8,26.0,26.0
2023-06-02 22:15:00,28.2,21.0,34.7,27.2,30.950000000000003,24.950000000000003,27.1,"[27.1, 22.8]",1.0,27.2,0.7,28.0,28.0,1.0,10.8,24.6,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 22:20:00,28.2,21.0,34.7,27.3,31.0,25.1,27.2,"[27.2, 23.0]",1.0,27.3,4.9,26.0,28.0,1.0,18.5,24.6,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 22:25:00,28.2,21.0,34.7,27.3,31.0,25.25,27.4,"[27.4, 23.1]",1.0,27.3,0.7,28.0,28.0,1.0,16.9,25.2,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 22:30:00,28.2,21.0,34.7,27.4,31.05,25.15,27.4,"[27.4, 22.9]",1.0,27.4,0.7,27.0,28.0,1.0,11.5,24.3,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 22:35:00,28.1,21.0,34.7,27.4,31.05,25.2,27.4,"[27.4, 23.0]",1.0,27.4,0.7,29.0,29.0,1.0,18.6,25.0,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 22:40:00,28.1,21.0,34.7,27.4,31.05,24.9,27.1,"[27.1, 22.7]",1.0,27.4,0.7,29.0,29.0,1.0,18.3,24.6,23.0,0.0,34.7,0.8,24.0,26.0
2023-06-02 22:45:00,28.1,21.0,34.6,27.2,30.9,24.65,26.8,"[26.8, 22.5]",1.0,27.2,0.7,29.0,29.0,1.0,11.5,24.6,23.0,0.0,34.6,0.8,25.0,26.0
2023-06-02 22:50:00,28.0,21.0,34.6,27.2,30.9,24.950000000000003,27.1,"[27.1, 22.8]",1.0,27.2,4.9,27.0,29.0,1.0,18.4,24.7,23.0,0.0,34.6,0.8,25.0,26.0
2023-06-02 22:55:00,28.0,21.0,34.6,27.2,30.9,24.950000000000003,27.1,"[27.1, 22.8]",1.0,27.2,0.7,29.0,29.0,1.0,11.4,25.3,23.0,0.0,34.6,0.8,26.0,26.0
2023-06-02 23:00:00,28.0,21.0,34.7,27.3,31.0,25.0,27.2,"[27.2, 22.8]",1.0,27.3,0.7,29.0,29.0,1.0,18.5,24.7,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 23:05:00,28.0,21.0,34.7,27.2,30.950000000000003,24.65,26.7,"[26.7, 22.6]",1.0,27.2,4.8,26.0,28.0,1.0,11.3,24.5,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 23:10:00,28.0,21.0,34.7,27.2,30.950000000000003,24.950000000000003,27.1,"[27.1, 22.8]",1.0,27.2,0.7,29.0,28.0,1.0,18.2,24.8,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 23:15:00,28.0,21.0,34.7,27.2,30.950000000000003,24.95,27.2,"[27.2, 22.7]",1.0,27.2,0.7,28.0,28.0,1.0,10.4,24.6,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 23:20:00,28.0,21.0,34.7,27.2,30.950000000000003,25.15,27.3,"[27.3, 23.0]",1.0,27.2,4.8,26.0,28.0,1.0,18.4,24.5,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 23:25:00,28.0,21.0,34.7,27.3,31.0,25.25,27.4,"[27.4, 23.1]",1.0,27.3,5.0,28.0,28.0,1.0,18.3,25.0,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 23:30:00,28.0,21.0,34.7,27.4,31.05,25.15,27.4,"[27.4, 22.9]",1.0,27.4,0.7,27.0,28.0,1.0,11.3,24.5,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 23:35:00,27.8,21.0,34.7,27.4,31.05,25.25,27.4,"[27.4, 23.1]",1.0,27.4,0.7,29.0,29.0,1.0,18.6,24.5,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 23:40:00,27.8,21.0,34.7,27.4,31.05,24.950000000000003,27.1,"[27.1, 22.8]",1.0,27.4,0.7,29.0,29.0,1.0,18.2,24.6,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 23:45:00,27.8,21.0,34.7,27.3,31.0,24.8,27.0,"[27.0, 22.6]",1.0,27.3,0.7,30.0,29.0,1.0,11.3,24.8,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-02 23:50:00,27.8,21.0,34.6,27.3,30.950000000000003,25.0,27.2,"[27.2, 22.8]",1.0,27.3,4.8,26.0,29.0,1.0,18.1,24.8,23.0,0.0,34.6,0.8,25.0,26.0
2023-06-02 23:55:00,27.8,21.0,34.6,27.3,30.950000000000003,25.2,27.4,"[27.4, 23.0]",1.0,27.3,4.9,26.0,26.0,1.0,16.4,24.9,23.0,0.0,34.6,0.8,25.0,26.0
2023-06-03 00:00:00,27.8,21.0,34.7,27.3,31.0,25.2,27.4,"[27.4, 23.0]",1.0,27.3,4.3,27.0,26.0,1.0,11.3,25.1,23.0,0.0,34.7,0.8,26.0,26.0
2023-06-03 00:05:00,27.8,21.0,34.7,27.4,31.05,25.1,27.3,"[27.3, 22.9]",1.0,27.4,0.7,28.0,26.0,1.0,18.1,24.7,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-03 00:10:00,27.8,21.0,34.7,27.4,31.05,25.3,27.5,"[27.5, 23.1]",1.0,27.4,0.7,27.0,26.0,1.0,18.0,24.5,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-03 00:15:00,27.8,21.0,34.7,27.4,31.05,25.3,27.5,"[27.5, 23.1]",1.0,27.4,4.8,27.0,26.0,1.0,11.2,25.1,23.0,0.0,34.7,0.8,26.0,26.0
2023-06-03 00:30:00,27.8,21.0,34.7,27.5,31.1,25.25,27.4,"[27.4, 23.1]",1.0,27.5,4.9,27.0,26.0,1.0,10.3,24.5,23.0,0.0,34.7,0.8,26.0,26.0
2023-06-03 00:35:00,27.8,21.0,34.7,27.6,31.15,25.25,27.4,"[27.4, 23.1]",1.0,27.6,0.7,28.0,27.0,1.0,10.9,24.5,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-03 00:40:00,27.8,21.0,34.7,27.6,31.15,25.5,27.8,"[27.8, 23.2]",1.0,27.6,0.7,26.0,27.0,1.0,18.3,24.5,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-03 00:45:00,27.7,21.0,34.7,27.5,31.1,25.35,27.6,"[27.6, 23.1]",1.0,27.5,4.8,27.0,27.0,1.0,10.3,25.0,23.0,0.0,34.7,0.8,26.0,26.0
2023-06-03 00:50:00,27.7,21.0,34.7,27.5,31.1,25.4,27.7,"[27.7, 23.1]",1.0,27.5,0.7,28.0,27.0,1.0,18.2,24.5,23.0,0.0,34.7,0.8,25.0,26.0
2023-06-03 00:55:00,27.7,21.0,34.7,27.5,31.1,25.3,27.4,"[27.4, 23.2]",1.0,27.5,0.7,27.0,27.0,1.0,17.9,25.1,23.0,0.0,34.7,0.8,26.0,26.0
2023-06-03 01:00:00,27.7,21.0,34.6,27.5,31.05,25.2,27.4,"[27.4, 23.0]",,27.5,,,,,,,,,34.6,,,
2023-06-03 01:05:00,27.7,21.0,34.6,27.5,31.05,25.4,27.6,"[27.6, 23.2]",1.0,27.5,4.9,26.0,27.0,1.0,18.5,24.9,23.0,0.0,34.6,0.8,25.0,26.0
2023-06-03 01:10:00,27.7,21.0,34.6,27.5,31.05,25.450000000000003,27.8,"[27.8, 23.1]",1.0,27.5,0.7,28.0,27.0,1.0,11.3,24.9,23.0,0.0,34.6,0.8,26.0,26.0
2023-06-03 01:15:00,27.6,21.0,34.5,27.5,31.0,25.15,27.3,"[27.3, 23.0]",1.0,27.5,0.7,27.0,27.0,1.0,11.3,24.3,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-03 01:20:00,27.7,21.0,34.5,27.5,31.0,25.450000000000003,27.8,"[27.8, 23.1]",1.0,27.5,0.7,26.0,27.0,1.0,17.9,24.5,23.0,0.0,34.5,0.8,25.0,26.0
2023-06-03 01:25:00,27.6,21.0,34.5,27.5,31.0,25.25,27.4,"[27.4, 23.1]",1.0,27.5,4.8,26.0,27.0,1.0,10.9,25.1,23.0,0.0,34.5,0.8,26.0,26.0
2023-06-03 01:30:00,27.6,21.0,34.5,27.5,31.0,25.2,27.4,"[27.4, 23.0]",1.0,27.5,5.0,27.0,27.0,1.0,11.2,24.9,23.0,0.0,34.5,0.8,26.0,26.0
2023-06-03 01:35:00,27.6,21.0,34.5,27.5,31.0,25.35,27.7,"[27.7, 23.0]",1.0,27.5,0.7,28.0,28.0,1.0,18.0,24.9,23.0,0.0,34.5,0.8,25.0,26.0
