time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,160486_c,160486_h,160486_p,160486_r,160486_s,160487_c,160487_p,160487_r,160487_s,160488_c,160488_h,160488_p,160488_r,160488_s
2023-05-30 09:00:00,,,,,,,,,,,0.7,,,,18.9,,,,,0.7,,
2023-05-30 09:10:00,,21.0,35.4,27.1,31.25,24.25,26.4,"[26.4, 22.1]",1.0,27.1,0.7,28.0,28.0,1.0,18.6,24.5,23.0,0.0,35.4,0.7,24.0,26.0
2023-05-30 09:15:00,,21.0,35.3,26.9,31.1,24.65,26.9,"[26.9, 22.4]",1.0,26.9,4.8,27.0,28.0,1.0,18.8,25.3,23.0,0.0,35.3,0.7,25.0,26.0
2023-05-30 09:20:00,,21.0,35.3,26.8,31.05,24.7,26.9,"[26.9, 22.5]",1.0,26.8,0.7,28.0,28.0,1.0,11.6,24.9,23.0,0.0,35.3,0.7,25.0,26.0
2023-05-30 09:25:00,,21.0,35.3,26.8,31.05,24.85,27.0,"[27.0, 22.7]",1.0,26.8,0.7,29.0,28.0,1.0,18.5,25.1,23.0,0.0,35.3,0.7,25.0,26.0
2023-05-30 09:30:00,,21.0,35.3,26.9,31.1,24.6,26.8,"[26.8, 22.4]",1.0,26.9,0.7,29.0,28.0,1.0,18.9,25.1,23.0,0.0,35.3,0.7,24.0,26.0
2023-05-30 09:35:00,,21.0,35.3,26.8,31.05,24.45,26.7,"[26.7, 22.2]",1.0,26.8,4.8,26.0,27.0,1.0,18.4,24.4,23.0,0.0,35.3,0.7,24.0,26.0
2023-05-30 09:40:00,,21.0,35.5,26.8,31.15,24.85,27.1,"[27.1, 22.6]",1.0,26.8,4.9,26.0,27.0,1.0,18.7,24.9,23.0,0.0,35.5,0.7,26.0,26.0
2023-05-30 09:45:00,,21.0,35.7,26.9,31.3,24.95,27.2,"[27.2, 22.7]",1.0,26.9,5.0,28.0,27.0,1.0,1.6,25.2,23.0,0.0,35.7,0.7,26.0,26.0
2023-05-30 09:50:00,,21.0,35.6,27.4,31.5,25.55,27.8,"[27.8, 23.3]",1.0,27.4,0.7,28.0,27.0,1.0,18.8,25.3,23.0,0.0,35.6,0.7,26.0,26.0
2023-05-30 09:55:00,,21.0,35.4,27.4,31.4,25.3,27.7,"[27.7, 22.9]",1.0,27.4,0.7,26.0,27.0,1.0,18.8,24.5,23.0,0.0,35.4,0.7,25.0,26.0
2023-05-30 10:00:00,,21.0,35.2,27.3,31.25,25.15,27.4,"[27.4, 22.9]",1.0,27.3,4.9,26.0,27.0,1.0,19.1,25.3,23.0,0.0,35.2,0.7,26.0,26.0
2023-05-30 10:05:00,,21.0,35.2,27.3,31.25,25.0,27.3,"[27.3, 22.7]",1.0,27.3,0.7,28.0,28.0,1.0,18.6,24.7,23.0,0.0,35.2,0.7,25.0,26.0
2023-05-30 10:10:00,,21.0,34.6,27.2,30.9,24.5,26.6,"[26.6, 22.4]",1.0,27.2,0.7,29.0,28.0,1.0,18.9,24.8,23.0,0.0,34.6,0.7,24.0,26.0
2023-05-30 10:15:00,,21.0,34.6,27.2,30.9,24.35,26.5,"[26.5, 22.2]",1.0,27.2,0.7,29.0,28.0,1.0,18.8,24.7,23.0,0.0,34.6,0.7,24.0,26.0
2023-05-30 10:20:00,,21.0,34.2,27.0,30.6,24.25,26.4,"[26.4, 22.1]",1.0,27.0,0.7,29.0,28.0,1.0,18.8,24.6,23.0,0.0,34.2,0.7,24.0,26.0
2023-05-30 10:25:00,,21.0,34.1,26.6,30.35,24.1,26.3,"[26.3, 21.9]",1.0,26.6,0.7,29.0,28.0,1.0,19.1,24.6,23.0,0.0,34.1,0.7,24.0,26.0
2023-05-30 10:30:00,,21.0,34.0,26.5,30.25,24.05,26.3,"[26.3, 21.8]",1.0,26.5,0.7,29.0,28.0,1.0,19.5,24.6,23.0,0.0,34.0,0.7,24.0,26.0
2023-05-30 10:45:00,,21.0,33.7,26.5,30.1,24.75,27.1,"[27.1, 22.4]",1.0,26.5,5.1,28.0,27.0,1.0,11.8,25.1,23.0,0.0,33.7,0.7,25.0,26.0
2023-05-30 10:50:00,,21.0,33.7,26.5,30.1,24.65,26.9,"[26.9, 22.4]",1.0,26.5,0.7,27.0,27.0,1.0,19.2,24.5,23.0,0.0,33.7,0.7,24.0,26.0
2023-05-30 10:55:00,,21.0,33.6,26.6,30.1,24.8,26.9,"[26.9, 22.7]",1.0,26.6,5.0,26.0,27.0,1.0,19.6,25.0,23.0,0.0,33.6,0.7,25.0,26.0
2023-05-30 11:00:00,,21.0,33.6,26.7,30.15,24.55,26.8,"[26.8, 22.3]",1.0,26.7,5.1,27.0,27.0,1.0,19.2,24.7,23.0,0.0,33.6,0.7,24.0,26.0
2023-05-30 11:05:00,,21.0,33.5,26.8,30.15,24.5,26.7,"[26.7, 22.3]",1.0,26.8,0.7,28.0,28.0,1.0,11.8,25.0,23.0,0.0,33.5,0.7,25.0,26.0
2023-05-30 11:10:00,,21.0,33.5,26.8,30.15,24.6,26.8,"[26.8, 22.4]",1.0,26.8,0.7,28.0,28.0,1.0,19.3,24.9,23.0,0.0,33.5,0.7,24.0,26.0
2023-05-30 11:15:00,,21.0,33.5,26.8,30.15,24.5,26.8,"[26.8, 22.2]",1.0,26.8,0.7,29.0,28.0,1.0,19.3,24.8,23.0,0.0,33.5,0.8,24.0,26.0
2023-05-30 11:20:00,,21.0,33.5,26.7,30.1,24.15,26.3,"[26.3, 22.0]",1.0,26.7,0.7,29.0,28.0,1.0,19.4,24.7,23.0,0.0,33.5,0.8,24.0,26.0
2023-05-30 11:25:00,,21.0,33.5,26.5,30.0,24.1,26.3,"[26.3, 21.9]",1.0,26.5,0.7,29.0,28.0,1.0,19.5,24.6,23.0,0.0,33.5,0.8,24.0,26.0
2023-05-30 11:30:00,,21.0,33.5,26.4,29.95,24.0,26.2,"[26.2, 21.8]",1.0,26.4,0.7,29.0,28.0,1.0,19.3,24.6,23.0,0.0,33.5,0.8,24.0,26.0
2023-05-30 11:35:00,,21.0,33.5,26.4,29.95,24.05,26.3,"[26.3, 21.8]",1.0,26.4,5.2,26.0,27.0,1.0,12.0,24.5,23.0,0.0,33.5,0.8,24.0,26.0
2023-05-30 11:40:00,,21.0,33.5,26.3,29.9,24.5,26.7,"[26.7, 22.3]",1.0,26.3,5.3,26.0,27.0,1.0,19.4,24.8,23.0,0.0,33.5,0.8,25.0,26.0
2023-05-30 11:45:00,,21.0,33.5,26.4,29.95,24.6,26.8,"[26.8, 22.4]",1.0,26.4,4.6,28.0,27.0,1.0,11.9,24.8,23.0,0.0,33.5,0.8,25.0,26.0
2023-05-30 11:50:00,,21.0,33.5,26.5,30.0,24.700000000000003,27.1,"[27.1, 22.3]",1.0,26.5,0.7,27.0,27.0,1.0,19.3,24.4,23.0,0.0,33.5,0.8,24.0,26.0
2023-05-30 11:55:00,,21.0,33.5,26.5,30.0,24.75,26.9,"[26.9, 22.6]",1.0,26.5,0.7,26.0,27.0,1.0,19.6,24.8,23.0,0.0,33.5,0.8,25.0,26.0
2023-05-30 12:00:00,,21.0,33.5,26.7,30.1,24.65,27.1,"[27.1, 22.2]",1.0,26.7,5.4,26.0,27.0,1.0,19.6,24.5,23.0,0.0,33.5,0.8,24.0,26.0
2023-05-30 12:05:00,,21.0,33.5,26.7,30.1,24.6,26.8,"[26.8, 22.4]",1.0,26.7,0.7,27.0,27.0,1.0,12.2,25.2,23.0,0.0,33.5,0.8,25.0,26.0
2023-05-30 12:10:00,,21.0,33.5,26.7,30.1,24.6,26.9,"[26.9, 22.3]",1.0,26.7,0.7,27.0,28.0,1.0,12.3,24.7,23.0,0.0,33.5,0.8,25.0,26.0
2023-05-30 12:15:00,,21.0,33.5,26.7,30.1,24.8,27.0,"[27.0, 22.6]",1.0,26.7,0.7,29.0,28.0,1.0,19.6,25.2,23.0,0.0,33.5,0.7,25.0,26.0
2023-05-30 12:20:00,,21.0,33.5,26.8,30.15,24.55,26.8,"[26.8, 22.3]",1.0,26.8,0.7,29.0,28.0,1.0,19.6,24.9,23.0,0.0,33.5,0.8,24.0,26.0
2023-05-30 12:25:00,,21.0,33.5,26.7,30.1,24.35,26.6,"[26.6, 22.1]",1.0,26.7,0.7,29.0,28.0,1.0,19.7,24.9,23.0,0.0,33.5,0.8,24.0,26.0
2023-05-30 12:30:00,,21.0,33.6,26.6,30.1,24.2,26.4,"[26.4, 22.0]",1.0,26.6,0.7,29.0,28.0,1.0,19.6,24.8,23.0,0.0,33.6,0.7,24.0,26.0
2023-05-30 12:35:00,,21.0,33.6,26.6,30.1,24.05,26.2,"[26.2, 21.9]",1.0,26.6,5.3,26.0,27.0,1.0,19.7,24.4,23.0,0.0,33.6,0.8,24.0,26.0
2023-05-30 12:40:00,,21.0,33.6,26.5,30.05,24.4,26.6,"[26.6, 22.2]",1.0,26.5,5.4,26.0,27.0,1.0,19.3,25.0,23.0,0.0,33.6,0.7,25.0,26.0
2023-05-30 12:45:00,,21.0,33.6,26.5,30.05,24.35,26.6,"[26.6, 22.1]",1.0,26.5,0.7,28.0,27.0,1.0,19.8,24.5,23.0,0.0,33.6,0.8,24.0,26.0
2023-05-30 12:50:00,,21.0,33.6,26.4,30.0,24.15,26.3,"[26.3, 22.0]",1.0,26.4,5.3,26.0,27.0,1.0,12.1,24.6,23.0,0.0,33.6,0.7,24.0,26.0
2023-05-30 12:55:00,,21.0,33.5,26.5,30.0,24.6,26.9,"[26.9, 22.3]",1.0,26.5,5.4,26.0,27.0,1.0,19.8,24.7,23.0,0.0,33.5,0.7,24.0,26.0
2023-05-30 13:10:00,,21.0,33.4,26.6,30.0,24.450000000000003,26.8,"[26.8, 22.1]",1.0,26.6,0.7,28.0,28.0,1.0,19.9,24.7,23.0,0.0,33.4,0.7,24.0,26.0
2023-05-30 13:15:00,,21.0,33.4,26.6,30.0,24.1,26.3,"[26.3, 21.9]",1.0,26.6,0.7,29.0,28.0,1.0,19.7,24.7,23.0,0.0,33.4,0.8,24.0,26.0
2023-05-30 13:20:00,,21.0,33.4,26.5,29.95,24.0,26.2,"[26.2, 21.8]",1.0,26.5,0.7,29.0,28.0,1.0,20.2,24.7,23.0,0.0,33.4,0.7,24.0,26.0
2023-05-30 13:25:00,,21.0,33.4,26.4,29.9,23.9,26.1,"[26.1, 21.7]",1.0,26.4,0.7,29.0,28.0,1.0,19.9,24.7,23.0,0.0,33.4,0.8,24.0,26.0
2023-05-30 13:30:00,,21.0,33.4,26.3,29.85,23.8,25.9,"[25.9, 21.7]",1.0,26.3,0.7,29.0,28.0,1.0,20.0,24.7,23.0,0.0,33.4,0.7,24.0,26.0
2023-05-30 13:35:00,,21.0,33.4,26.2,29.8,23.85,26.0,"[26.0, 21.7]",1.0,26.2,5.5,26.0,27.0,1.0,12.4,24.4,23.0,0.0,33.4,0.8,24.0,26.0
2023-05-30 13:40:00,,21.0,33.4,26.2,29.8,24.35,26.6,"[26.6, 22.1]",1.0,26.2,5.5,26.0,27.0,1.0,19.7,24.4,23.0,0.0,33.4,0.7,24.0,26.0
2023-05-30 13:45:00,,21.0,33.5,26.3,29.9,24.5,26.8,"[26.8, 22.2]",1.0,26.3,5.5,28.0,27.0,1.0,12.1,25.1,23.0,0.0,33.5,0.7,25.0,26.0
2023-05-30 13:50:00,,21.0,33.5,26.4,29.95,24.45,26.7,"[26.7, 22.2]",1.0,26.4,0.7,28.0,27.0,1.0,19.9,24.6,23.0,0.0,33.5,0.8,24.0,26.0
2023-05-30 13:55:00,,21.0,33.5,26.4,29.95,24.1,26.3,"[26.3, 21.9]",1.0,26.4,5.5,25.0,27.0,1.0,19.7,24.4,23.0,0.0,33.5,0.7,24.0,26.0
2023-05-30 14:00:00,,21.0,33.5,26.4,29.95,24.4,26.6,"[26.6, 22.2]",1.0,26.4,5.5,26.0,27.0,1.0,19.7,25.0,23.0,0.0,33.5,0.7,25.0,26.0
2023-05-30 14:05:00,,21.0,33.4,26.5,29.95,24.4,26.6,"[26.6, 22.2]",1.0,26.5,5.7,28.0,27.0,1.0,12.2,25.1,23.0,0.0,33.4,0.7,25.0,26.0
2023-05-30 14:10:00,,21.0,33.4,26.5,29.95,24.6,26.8,"[26.8, 22.4]",1.0,26.5,0.7,27.0,28.0,1.0,19.9,24.8,23.0,0.0,33.4,0.7,24.0,26.0
2023-05-30 14:15:00,,21.0,33.4,26.6,30.0,24.3,26.5,"[26.5, 22.1]",1.0,26.6,0.7,28.0,28.0,1.0,19.9,24.8,23.0,0.0,33.4,0.7,24.0,26.0
2023-05-30 14:20:00,,21.0,33.4,26.6,30.0,24.05,26.3,"[26.3, 21.8]",1.0,26.6,0.7,29.0,28.0,1.0,20.0,24.7,23.0,0.0,33.4,0.7,24.0,26.0
2023-05-30 14:25:00,,21.0,33.4,26.5,29.95,24.0,26.3,"[26.3, 21.7]",1.0,26.5,0.7,29.0,28.0,1.0,19.9,24.7,23.0,0.0,33.4,0.7,24.0,26.0
2023-05-30 14:30:00,,21.0,33.4,26.3,29.85,23.9,26.1,"[26.1, 21.7]",1.0,26.3,0.7,29.0,28.0,1.0,19.9,24.7,23.0,0.0,33.4,0.7,24.0,26.0
2023-05-30 14:35:00,,21.0,33.4,26.2,29.8,23.95,26.2,"[26.2, 21.7]",1.0,26.2,5.5,26.0,27.0,1.0,12.5,24.3,23.0,0.0,33.4,0.7,24.0,26.0
2023-05-30 14:40:00,,21.0,33.4,26.3,29.85,24.3,26.5,"[26.5, 22.1]",1.0,26.3,5.5,26.0,27.0,1.0,19.7,24.9,23.0,0.0,33.4,0.7,24.0,26.0
2023-05-30 14:45:00,,21.0,33.4,26.3,29.85,24.5,26.9,"[26.9, 22.1]",1.0,26.3,5.7,27.0,27.0,1.0,12.2,25.1,23.0,0.0,33.4,0.7,25.0,26.0
2023-05-30 14:50:00,,21.0,33.4,26.3,29.85,24.4,26.6,"[26.6, 22.2]",1.0,26.3,0.7,28.0,27.0,1.0,20.0,24.7,23.0,0.0,33.4,0.7,24.0,26.0
2023-05-30 14:55:00,,21.0,33.4,26.5,29.95,24.25,26.5,"[26.5, 22.0]",1.0,26.5,0.7,26.0,27.0,1.0,12.5,24.4,23.0,0.0,33.4,0.7,24.0,26.0
2023-05-30 15:00:00,,21.0,33.4,26.5,29.95,24.5,26.8,"[26.8, 22.2]",1.0,26.5,5.4,26.0,27.0,1.0,19.6,24.5,23.0,0.0,33.4,0.7,24.0,26.0
2023-05-30 15:05:00,,21.0,33.5,26.5,30.0,24.75,27.1,"[27.1, 22.4]",1.0,26.5,0.7,29.0,28.0,1.0,12.2,25.2,23.0,0.0,33.5,0.7,26.0,26.0
2023-05-30 15:10:00,,21.0,33.5,26.6,30.05,24.6,26.8,"[26.8, 22.4]",1.0,26.6,0.7,29.0,28.0,1.0,19.6,24.8,23.0,0.0,33.5,0.7,24.0,26.0
2023-05-30 15:15:00,,21.0,33.7,26.7,30.200000000000003,24.4,26.6,"[26.6, 22.2]",1.0,26.7,5.5,27.0,28.0,1.0,12.5,24.8,23.0,0.0,33.7,0.7,24.0,26.0
2023-05-30 15:20:00,,21.0,,,,24.8,27.1,"[27.1, 22.5]",1.0,,0.7,29.0,28.0,1.0,19.7,24.4,23.0,0.0,,0.7,25.0,26.0
2023-05-30 15:25:00,,21.0,33.9,26.8,30.35,24.6,26.9,"[26.9, 22.3]",1.0,26.8,5.5,26.0,28.0,1.0,19.9,24.8,23.0,0.0,33.9,0.7,24.0,26.0
2023-05-30 15:30:00,,21.0,34.0,26.9,30.45,24.75,26.9,"[26.9, 22.6]",1.0,26.9,0.7,29.0,28.0,1.0,19.6,25.2,23.0,0.0,34.0,0.7,25.0,26.0
2023-05-30 15:35:00,,21.0,34.0,26.9,30.45,24.7,26.9,"[26.9, 22.5]",1.0,26.9,0.7,28.0,27.0,1.0,12.3,24.6,23.0,0.0,34.0,0.7,25.0,26.0
2023-05-30 15:40:00,,21.0,34.2,26.9,30.55,24.85,27.0,"[27.0, 22.7]",1.0,26.9,0.7,26.0,27.0,1.0,19.8,24.6,23.0,0.0,34.2,0.7,25.0,26.0
2023-05-30 15:45:00,,21.0,34.3,27.0,30.65,24.9,27.1,"[27.1, 22.7]",1.0,27.0,5.4,26.0,27.0,1.0,12.2,25.3,23.0,0.0,34.3,0.7,26.0,26.0
2023-05-30 15:50:00,,21.0,34.4,27.1,30.75,24.9,27.2,"[27.2, 22.6]",1.0,27.1,5.5,26.0,27.0,1.0,19.7,24.5,23.0,0.0,34.4,0.7,24.0,26.0
2023-05-30 15:55:00,,21.0,34.4,27.1,30.75,25.0,27.3,"[27.3, 22.7]",1.0,27.1,5.6,28.0,27.0,1.0,20.0,25.3,23.0,0.0,34.4,0.7,26.0,26.0
2023-05-30 16:00:00,,21.0,34.4,27.1,30.75,24.8,27.1,"[27.1, 22.5]",1.0,27.1,0.7,28.0,27.0,1.0,12.2,24.7,23.0,0.0,34.4,0.7,25.0,26.0
2023-05-30 16:05:00,,21.0,34.4,27.1,30.75,25.05,27.4,"[27.4, 22.7]",1.0,27.1,0.7,27.0,28.0,1.0,19.8,24.7,23.0,0.0,34.4,0.7,25.0,26.0
2023-05-30 16:10:00,,21.0,34.5,27.1,30.8,24.7,26.9,"[26.9, 22.5]",1.0,27.1,0.7,29.0,28.0,1.0,19.8,24.8,23.0,0.0,34.5,0.7,24.0,26.0
2023-05-30 16:15:00,,21.0,34.4,27.1,30.75,24.5,26.8,"[26.8, 22.2]",1.0,27.1,5.6,28.0,28.0,1.0,19.8,24.6,23.0,0.0,34.4,0.7,24.0,26.0
2023-05-30 16:20:00,,21.0,34.4,27.0,30.7,24.85,27.1,"[27.1, 22.6]",1.0,27.0,,29.0,28.0,1.0,,25.3,23.0,0.0,34.4,,26.0,26.0
2023-05-30 16:25:00,,21.0,34.4,27.0,30.7,24.6,26.8,"[26.8, 22.4]",1.0,27.0,5.3,26.0,28.0,1.0,19.6,24.4,23.0,0.0,34.4,0.7,25.0,26.0
2023-05-30 16:30:00,,21.0,34.4,27.0,30.7,24.95,27.2,"[27.2, 22.7]",1.0,27.0,5.5,27.0,28.0,1.0,19.7,24.9,23.0,0.0,34.4,0.7,25.0,26.0
2023-05-30 16:35:00,,21.0,34.4,27.0,30.7,24.85,27.1,"[27.1, 22.6]",1.0,27.0,0.7,29.0,28.0,1.0,12.1,25.1,23.0,0.0,34.4,0.7,25.0,26.0
2023-05-30 16:40:00,,21.0,34.5,27.0,30.75,25.1,27.4,"[27.4, 22.8]",1.0,27.0,0.7,27.0,29.0,1.0,19.8,24.6,23.0,0.0,34.5,0.7,25.0,26.0
2023-05-30 16:45:00,,21.0,34.5,27.1,30.8,24.65,26.9,"[26.9, 22.4]",1.0,27.1,0.7,29.0,29.0,1.0,19.6,24.6,23.0,0.0,34.5,0.7,24.0,26.0
2023-05-30 16:50:00,,21.0,34.5,27.1,30.8,24.4,26.6,"[26.6, 22.2]",1.0,27.1,0.7,29.0,29.0,1.0,19.5,24.6,23.0,0.0,34.5,0.7,24.0,26.0
2023-05-30 16:55:00,,21.0,34.5,26.9,30.7,24.25,26.4,"[26.4, 22.1]",1.0,26.9,0.7,29.0,29.0,1.0,19.6,24.6,23.0,0.0,34.5,0.7,24.0,26.0
2023-05-30 17:00:00,,21.0,34.4,26.9,30.65,24.35,26.7,"[26.7, 22.0]",1.0,26.9,0.7,29.0,29.0,1.0,19.5,24.5,23.0,0.0,34.4,0.7,24.0,26.0
2023-05-30 17:05:00,,21.0,34.4,26.6,30.5,24.25,26.4,"[26.4, 22.1]",1.0,26.6,5.3,29.0,29.0,1.0,12.0,24.6,23.0,0.0,34.4,0.7,25.0,26.0
2023-05-30 17:10:00,,21.0,34.4,26.6,30.5,24.85,27.2,"[27.2, 22.5]",1.0,26.6,4.7,28.0,28.0,1.0,19.5,24.9,23.0,0.0,34.4,0.7,25.0,26.0
2023-05-30 17:15:00,,21.0,34.5,26.7,30.6,24.950000000000003,27.3,"[27.3, 22.6]",1.0,26.7,0.7,29.0,28.0,1.0,12.0,25.1,23.0,0.0,34.5,0.7,26.0,26.0
2023-05-30 17:20:00,,21.0,34.5,26.8,30.65,24.85,27.1,"[27.1, 22.6]",1.0,26.8,0.7,27.0,28.0,1.0,19.5,24.4,23.0,0.0,34.5,0.7,24.0,26.0
2023-05-30 17:25:00,,21.0,34.6,26.9,30.75,25.05,27.3,"[27.3, 22.8]",1.0,26.9,5.4,27.0,28.0,1.0,19.2,24.9,23.0,0.0,34.6,0.7,25.0,26.0
2023-05-30 17:30:00,,21.0,34.6,27.1,30.85,25.0,27.3,"[27.3, 22.7]",1.0,27.1,0.7,29.0,28.0,1.0,12.0,25.3,23.0,0.0,34.6,0.7,26.0,26.0
2023-05-30 17:35:00,,21.0,34.6,27.2,30.9,25.0,27.3,"[27.3, 22.7]",1.0,27.2,0.7,28.0,29.0,1.0,19.3,24.5,23.0,0.0,34.6,0.7,25.0,26.0
2023-05-30 17:40:00,,21.0,34.6,27.1,30.85,24.6,26.8,"[26.8, 22.4]",1.0,27.1,0.7,29.0,29.0,1.0,19.4,24.5,23.0,0.0,34.6,0.7,24.0,26.0
2023-05-30 17:45:00,,21.0,34.6,27.0,30.8,24.5,26.8,"[26.8, 22.2]",1.0,27.0,0.7,29.0,29.0,1.0,19.4,24.5,23.0,0.0,34.6,0.7,24.0,26.0
2023-05-30 17:50:00,,21.0,34.5,27.0,30.75,24.8,27.1,"[27.1, 22.5]",1.0,27.0,5.5,29.0,29.0,1.0,11.9,25.5,23.0,0.0,34.5,0.7,26.0,26.0
2023-05-30 17:55:00,,21.0,34.5,27.0,30.75,24.8,27.1,"[27.1, 22.5]",1.0,27.0,0.7,29.0,29.0,1.0,11.9,24.9,23.0,0.0,34.5,0.7,25.0,26.0
2023-05-30 18:00:00,,21.0,34.7,27.1,30.9,25.0,27.3,"[27.3, 22.7]",1.0,27.1,0.7,30.0,29.0,1.0,19.3,25.0,23.0,0.0,34.7,0.8,25.0,26.0
2023-05-30 18:05:00,,21.0,34.7,27.1,30.9,24.75,27.0,"[27.0, 22.5]",1.0,27.1,5.3,29.0,29.0,1.0,19.3,25.0,23.0,0.0,34.7,0.8,25.0,26.0
2023-05-30 18:10:00,,21.0,34.7,27.2,30.950000000000003,25.0,27.3,"[27.3, 22.7]",1.0,27.2,5.3,27.0,27.0,1.0,19.3,24.9,23.0,0.0,34.7,0.7,25.0,26.0
2023-05-30 18:15:00,,21.0,34.7,27.2,30.950000000000003,25.05,27.4,"[27.4, 22.7]",1.0,27.2,4.7,28.0,27.0,1.0,11.8,25.2,23.0,0.0,34.7,0.8,25.0,26.0
2023-05-30 18:20:00,,21.0,34.7,27.2,30.950000000000003,24.9,27.2,"[27.2, 22.6]",1.0,27.2,5.3,28.0,27.0,1.0,19.2,24.5,23.0,0.0,34.7,0.8,25.0,26.0
2023-05-30 18:25:00,,21.0,34.7,27.2,30.950000000000003,25.0,27.3,"[27.3, 22.7]",1.0,27.2,0.7,28.0,27.0,1.0,11.8,25.1,23.0,0.0,34.7,0.8,26.0,26.0
2023-05-30 18:30:00,,21.0,34.7,27.2,30.950000000000003,25.0,27.3,"[27.3, 22.7]",1.0,27.2,5.2,27.0,27.0,1.0,11.9,24.6,23.0,0.0,34.7,0.8,25.0,26.0
2023-05-30 18:35:00,,21.0,34.6,27.3,30.950000000000003,25.15,27.4,"[27.4, 22.9]",1.0,27.3,0.7,29.0,28.0,1.0,19.1,24.9,23.0,0.0,34.6,0.8,25.0,26.0
2023-05-30 18:40:00,,21.0,34.6,27.3,30.950000000000003,25.0,27.3,"[27.3, 22.7]",1.0,27.3,0.7,28.0,28.0,1.0,11.8,24.7,23.0,0.0,34.6,0.8,25.0,26.0
2023-05-30 18:45:00,,21.0,34.6,27.3,30.950000000000003,25.0,27.3,"[27.3, 22.7]",1.0,27.3,5.3,26.0,28.0,1.0,19.1,24.5,23.0,0.0,34.6,0.8,25.0,26.0
2023-05-30 18:50:00,,21.0,34.6,27.3,30.950000000000003,25.25,27.5,"[27.5, 23.0]",1.0,27.3,0.7,28.0,28.0,1.0,11.7,25.3,23.0,0.0,34.6,0.8,26.0,26.0
2023-05-30 18:55:00,,21.0,34.6,27.3,30.950000000000003,25.0,27.2,"[27.2, 22.8]",1.0,27.3,0.7,28.0,28.0,1.0,11.8,25.0,23.0,0.0,34.6,0.8,26.0,26.0
2023-05-30 19:00:00,,21.0,34.6,27.4,31.0,25.15,27.4,"[27.4, 22.9]",1.0,27.4,5.1,26.0,28.0,1.0,19.1,24.5,23.0,0.0,34.6,0.8,25.0,26.0
2023-05-30 19:05:00,,21.0,34.6,27.4,31.0,25.2,27.4,"[27.4, 23.0]",1.0,27.4,0.7,29.0,29.0,1.0,19.1,25.1,23.0,0.0,34.6,0.8,25.0,26.0
2023-05-30 19:10:00,,21.0,34.7,27.5,31.1,25.05,27.3,"[27.3, 22.8]",1.0,27.5,0.7,29.0,29.0,1.0,19.0,24.9,23.0,0.0,34.7,0.8,25.0,26.0
2023-05-30 19:15:00,,21.0,34.7,27.4,31.05,24.75,27.0,"[27.0, 22.5]",1.0,27.4,0.7,29.0,29.0,1.0,19.2,24.8,23.0,0.0,34.7,0.8,24.0,26.0
2023-05-30 19:20:00,,21.0,34.7,27.2,30.950000000000003,24.55,26.8,"[26.8, 22.3]",1.0,27.2,0.7,29.0,29.0,1.0,18.8,24.5,23.0,0.0,34.7,0.8,24.0,26.0
2023-05-30 19:25:00,,21.0,34.7,27.1,30.9,24.450000000000003,26.6,"[26.6, 22.3]",1.0,27.1,0.7,30.0,29.0,1.0,11.6,25.1,23.0,0.0,34.7,0.8,25.0,26.0
2023-05-30 19:30:00,,21.0,34.7,27.1,30.9,24.95,27.2,"[27.2, 22.7]",1.0,27.1,5.1,27.0,26.0,1.0,18.8,24.4,23.0,0.0,34.7,0.8,25.0,26.0
2023-05-30 19:35:00,,21.0,34.8,27.1,30.95,25.1,27.3,"[27.3, 22.9]",1.0,27.1,5.1,26.0,26.0,1.0,11.6,24.9,23.0,0.0,34.8,0.8,25.0,26.0
2023-05-30 19:40:00,,21.0,34.8,27.2,31.0,25.0,27.3,"[27.3, 22.7]",1.0,27.2,5.2,26.0,26.0,1.0,11.6,24.7,23.0,0.0,34.8,0.8,25.0,26.0
2023-05-30 19:45:00,,21.0,34.8,27.3,31.05,25.15,27.4,"[27.4, 22.9]",1.0,27.3,0.7,27.0,26.0,1.0,18.6,24.6,23.0,0.0,34.8,0.8,25.0,26.0
2023-05-30 19:50:00,,21.0,34.8,27.3,31.05,25.2,27.5,"[27.5, 22.9]",1.0,27.3,0.7,28.0,26.0,1.0,11.6,25.2,23.0,0.0,34.8,0.8,26.0,26.0
2023-05-30 19:55:00,,21.0,34.7,27.3,31.0,25.05,27.3,"[27.3, 22.8]",1.0,27.3,0.7,28.0,26.0,1.0,11.6,24.7,23.0,0.0,34.7,0.8,25.0,26.0
2023-05-30 20:00:00,,21.0,34.7,27.3,31.0,25.05,27.2,"[27.2, 22.9]",1.0,27.3,5.1,27.0,26.0,1.0,18.6,24.3,23.0,0.0,34.7,0.8,25.0,26.0
2023-05-30 20:05:00,,21.0,34.7,27.3,31.0,25.25,27.4,"[27.4, 23.1]",1.0,27.3,0.7,26.0,26.0,1.0,18.9,24.8,23.0,0.0,34.7,0.8,25.0,26.0
2023-05-30 20:10:00,,21.0,34.7,27.4,31.05,25.15,27.4,"[27.4, 22.9]",1.0,27.4,5.1,26.0,26.0,1.0,11.6,24.8,23.0,0.0,34.7,0.8,26.0,26.0
2023-05-30 20:15:00,,21.0,34.7,27.4,31.05,25.1,27.3,"[27.3, 22.9]",1.0,27.4,5.1,27.0,26.0,1.0,18.5,24.5,23.0,0.0,34.7,0.8,25.0,26.0
