time,outdoor_t,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3237702_c,3237702_h,3237702_r,3237702_s,915254_c,915254_r,915254_s
2023-06-02 23:05:00,28.9,42.2,42.2,42.2,,,,1.0,42.2,26.0,27.0,1.0,28.0,28.0
2023-06-02 23:10:00,28.9,42.2,42.2,42.2,28.3,28.3,[28.3],1.0,42.2,27.0,28.0,1.0,28.0,28.0
2023-06-02 23:15:00,28.9,42.0,42.0,42.0,28.6,28.6,[28.6],1.0,42.0,29.0,28.0,1.0,30.0,28.0
2023-06-02 23:20:00,28.9,42.4,42.4,42.4,28.9,28.9,[28.9],1.0,42.4,29.0,28.0,1.0,29.0,28.0
2023-06-02 23:25:00,28.9,43.6,43.6,43.6,29.0,29.0,[29.0],1.0,43.6,30.0,28.0,1.0,29.0,28.0
2023-06-02 23:30:00,28.8,43.6,43.6,43.6,29.2,29.2,[29.2],1.0,43.6,30.0,28.0,1.0,28.0,28.0
2023-06-02 23:35:00,28.8,44.1,44.1,44.1,29.2,29.2,[29.2],1.0,44.1,28.0,27.0,1.0,29.0,27.0
2023-06-02 23:40:00,28.8,44.1,44.1,44.1,29.0,29.0,[29.0],1.0,44.1,26.0,27.0,1.0,28.0,27.0
2023-06-02 23:45:00,28.8,44.0,44.0,44.0,28.8,28.8,[28.8],1.0,44.0,26.0,27.0,1.0,28.0,27.0
2023-06-02 23:50:00,28.7,43.3,43.3,43.3,28.6,28.6,[28.6],1.0,43.3,26.0,27.0,1.0,28.0,27.0
2023-06-02 23:55:00,28.7,42.7,42.7,42.7,28.5,28.5,[28.5],1.0,42.7,25.0,27.0,1.0,28.0,27.0
2023-06-03 00:00:00,28.6,42.3,42.3,42.3,28.3,28.3,[28.3],1.0,42.3,25.0,27.0,1.0,28.0,27.0
2023-06-03 00:05:00,28.6,41.7,41.7,41.7,28.3,28.3,[28.3],1.0,41.7,27.0,27.0,1.0,29.0,27.0
2023-06-03 00:10:00,28.5,42.2,42.2,42.2,28.6,28.6,[28.6],1.0,42.2,29.0,28.0,1.0,29.0,28.0
2023-06-03 00:15:00,28.5,42.9,42.9,42.9,28.9,28.9,[28.9],1.0,42.9,30.0,28.0,1.0,30.0,28.0
2023-06-03 00:20:00,,,,,,,,,,,,,,
2023-06-03 00:25:00,28.4,42.9,42.9,42.9,28.6,28.6,[28.6],1.0,42.9,26.0,28.0,1.0,28.0,28.0
2023-06-03 00:30:00,28.4,43.0,43.0,43.0,28.7,28.7,[28.7],1.0,43.0,29.0,28.0,1.0,28.0,28.0
2023-06-03 00:35:00,28.4,43.1,43.1,43.1,28.8,28.8,[28.8],1.0,43.1,30.0,29.0,1.0,30.0,29.0
2023-06-03 00:40:00,28.4,43.1,43.1,43.1,29.1,29.1,[29.1],1.0,43.1,31.0,29.0,1.0,31.0,29.0
2023-06-03 00:45:00,28.4,43.7,43.7,43.7,29.3,29.3,[29.3],1.0,43.7,31.0,29.0,1.0,31.0,29.0
2023-06-03 00:50:00,28.4,44.2,44.2,44.2,29.5,29.5,[29.5],1.0,44.2,30.0,29.0,1.0,29.0,29.0
2023-06-03 00:55:00,28.4,44.9,44.9,44.9,29.6,29.6,[29.6],1.0,44.9,31.0,29.0,1.0,30.0,29.0
2023-06-03 01:00:00,28.4,44.9,44.9,44.9,,,,1.0,44.9,30.0,29.0,1.0,30.0,29.0
2023-06-03 01:05:00,28.4,44.9,44.9,44.9,29.7,29.7,[29.7],1.0,44.9,30.0,29.0,1.0,31.0,27.0
2023-06-03 01:10:00,28.3,45.1,45.1,45.1,29.6,29.6,[29.6],1.0,45.1,28.0,27.0,1.0,29.0,27.0
2023-06-03 01:15:00,28.3,44.7,44.7,44.7,29.4,29.4,[29.4],1.0,44.7,27.0,27.0,1.0,29.0,27.0
2023-06-03 01:20:00,28.3,44.7,44.7,44.7,29.0,29.0,[29.0],1.0,44.7,26.0,27.0,1.0,26.0,27.0
2023-06-03 01:25:00,28.3,43.8,43.8,43.8,28.7,28.7,[28.7],1.0,43.8,26.0,27.0,1.0,27.0,27.0
2023-06-03 01:30:00,28.2,42.3,42.3,42.3,28.6,28.6,[28.6],1.0,42.3,26.0,27.0,1.0,27.0,27.0
2023-06-03 01:35:00,28.2,42.3,42.3,42.3,28.5,28.5,[28.5],1.0,42.3,27.0,28.0,1.0,29.0,28.0
2023-06-03 01:40:00,28.2,42.6,42.6,42.6,28.8,28.8,[28.8],1.0,42.6,29.0,28.0,1.0,30.0,28.0
2023-06-03 01:45:00,28.1,43.3,43.3,43.3,29.1,29.1,[29.1],1.0,43.3,29.0,28.0,1.0,30.0,28.0
2023-06-03 01:50:00,28.1,43.3,43.3,43.3,28.9,28.9,[28.9],1.0,43.3,26.0,28.0,1.0,28.0,28.0
2023-06-03 01:55:00,28.1,43.4,43.4,43.4,28.7,28.7,[28.7],1.0,43.4,26.0,28.0,1.0,28.0,28.0
2023-06-03 02:00:00,28.0,43.0,43.0,43.0,28.7,28.7,[28.7],1.0,43.0,28.0,28.0,1.0,28.0,28.0
2023-06-03 02:05:00,28.0,43.0,43.0,43.0,29.0,29.0,[29.0],1.0,43.0,30.0,28.0,1.0,30.0,28.0
2023-06-03 02:10:00,28.0,43.3,43.3,43.3,29.1,29.1,[29.1],1.0,43.3,28.0,29.0,1.0,29.0,29.0
2023-06-03 02:15:00,28.0,43.7,43.7,43.7,29.0,29.0,[29.0],1.0,43.7,29.0,29.0,1.0,29.0,29.0
2023-06-03 02:20:00,28.0,44.1,44.1,44.1,29.3,29.3,[29.3],1.0,44.1,30.0,29.0,1.0,31.0,29.0
2023-06-03 02:25:00,28.0,44.1,44.1,44.1,29.5,29.5,[29.5],1.0,44.1,31.0,29.0,1.0,31.0,29.0
2023-06-03 02:30:00,28.0,44.5,44.5,44.5,29.5,29.5,[29.5],1.0,44.5,28.0,29.0,1.0,31.0,29.0
2023-06-03 02:35:00,28.0,44.7,44.7,44.7,29.3,29.3,[29.3],1.0,44.7,27.0,27.0,1.0,29.0,27.0
2023-06-03 02:40:00,27.9,44.4,44.4,44.4,29.1,29.1,[29.1],1.0,44.4,26.0,27.0,1.0,29.0,27.0
2023-06-03 02:45:00,27.9,43.9,43.9,43.9,28.9,28.9,[28.9],1.0,43.9,26.0,27.0,1.0,28.0,27.0
2023-06-03 02:50:00,27.9,43.2,43.2,43.2,28.7,28.7,[28.7],1.0,43.2,26.0,27.0,1.0,28.0,27.0
2023-06-03 02:55:00,27.9,42.7,42.7,42.7,28.6,28.6,[28.6],1.0,42.7,26.0,27.0,1.0,28.0,27.0
2023-06-03 03:00:00,27.8,42.3,42.3,42.3,28.5,28.5,[28.5],1.0,42.3,25.0,27.0,1.0,28.0,27.0
2023-06-03 03:05:00,27.8,41.9,41.9,41.9,28.3,28.3,[28.3],1.0,41.9,25.0,27.0,1.0,28.0,27.0
2023-06-03 03:10:00,27.8,41.5,41.5,41.5,28.4,28.4,[28.4],1.0,41.5,26.0,28.0,1.0,28.0,28.0
2023-06-03 03:15:00,27.8,42.2,42.2,42.2,28.7,28.7,[28.7],1.0,42.2,29.0,28.0,1.0,30.0,28.0
2023-06-03 03:20:00,27.8,42.8,42.8,42.8,28.9,28.9,[28.9],1.0,42.8,29.0,28.0,1.0,30.0,28.0
2023-06-03 03:25:00,27.8,43.4,43.4,43.4,29.0,29.0,[29.0],1.0,43.4,30.0,28.0,1.0,29.0,28.0
2023-06-03 03:30:00,27.7,43.4,43.4,43.4,29.2,29.2,[29.2],1.0,43.4,30.0,28.0,1.0,28.0,28.0
2023-06-03 03:35:00,27.8,43.9,43.9,43.9,29.2,29.2,[29.2],1.0,43.9,30.0,28.0,1.0,29.0,27.0
2023-06-03 03:40:00,27.8,44.1,44.1,44.1,29.0,29.0,[29.0],1.0,44.1,26.0,27.0,1.0,28.0,27.0
2023-06-03 03:45:00,27.7,44.0,44.0,44.0,28.8,28.8,[28.8],1.0,44.0,26.0,27.0,1.0,28.0,27.0
2023-06-03 03:50:00,27.7,43.3,43.3,43.3,28.6,28.6,[28.6],1.0,43.3,26.0,27.0,1.0,28.0,27.0
2023-06-03 03:55:00,27.7,42.7,42.7,42.7,28.5,28.5,[28.5],1.0,42.7,25.0,27.0,1.0,28.0,27.0
2023-06-03 04:00:00,27.7,42.2,42.2,42.2,28.3,28.3,[28.3],1.0,42.2,25.0,27.0,1.0,28.0,27.0
2023-06-03 04:05:00,27.7,41.8,41.8,41.8,28.3,28.3,[28.3],1.0,41.8,26.0,27.0,1.0,28.0,27.0
2023-06-03 04:10:00,27.6,41.4,41.4,41.4,28.5,28.5,[28.5],1.0,41.4,29.0,28.0,1.0,29.0,28.0
2023-06-03 04:15:00,27.6,41.8,41.8,41.8,28.7,28.7,[28.7],1.0,41.8,30.0,28.0,1.0,30.0,28.0
2023-06-03 04:20:00,27.6,42.5,42.5,42.5,28.9,28.9,[28.9],1.0,42.5,30.0,28.0,1.0,29.0,28.0
2023-06-03 04:25:00,27.6,43.8,43.8,43.8,29.1,29.1,[29.1],1.0,43.8,30.0,28.0,1.0,29.0,28.0
2023-06-03 04:30:00,27.6,44.1,44.1,44.1,29.2,29.2,[29.2],1.0,44.1,30.0,28.0,1.0,29.0,28.0
2023-06-03 04:35:00,27.6,44.1,44.1,44.1,29.2,29.2,[29.2],1.0,44.1,30.0,28.0,1.0,29.0,27.0
2023-06-03 04:40:00,27.6,44.3,44.3,44.3,29.0,29.0,[29.0],1.0,44.3,27.0,27.0,1.0,28.0,27.0
2023-06-03 04:45:00,27.6,43.4,43.4,43.4,28.8,28.8,[28.8],1.0,43.4,26.0,27.0,1.0,28.0,27.0
2023-06-03 04:50:00,27.6,43.4,43.4,43.4,28.6,28.6,[28.6],1.0,43.4,26.0,27.0,1.0,28.0,27.0
2023-06-03 04:55:00,27.5,42.9,42.9,42.9,28.5,28.5,[28.5],1.0,42.9,25.0,27.0,1.0,28.0,27.0
2023-06-03 05:00:00,27.5,42.3,42.3,42.3,28.4,28.4,[28.4],1.0,42.3,25.0,27.0,1.0,28.0,27.0
2023-06-03 05:05:00,27.5,41.9,41.9,41.9,28.2,28.2,[28.2],1.0,41.9,25.0,27.0,1.0,27.0,28.0
2023-06-03 05:10:00,27.5,41.7,41.7,41.7,28.4,28.4,[28.4],1.0,41.7,28.0,28.0,1.0,28.0,28.0
2023-06-03 05:15:00,27.5,42.5,42.5,42.5,28.7,28.7,[28.7],1.0,42.5,30.0,28.0,1.0,30.0,28.0
2023-06-03 05:20:00,27.5,42.5,42.5,42.5,28.8,28.8,[28.8],1.0,42.5,29.0,28.0,1.0,29.0,28.0
2023-06-03 05:25:00,27.5,43.6,43.6,43.6,29.0,29.0,[29.0],1.0,43.6,29.0,28.0,1.0,29.0,28.0
2023-06-03 05:30:00,27.5,43.6,43.6,43.6,29.1,29.1,[29.1],1.0,43.6,30.0,28.0,1.0,28.0,28.0
2023-06-03 05:35:00,27.5,44.0,44.0,44.0,29.2,29.2,[29.2],1.0,44.0,28.0,27.0,1.0,29.0,27.0
2023-06-03 05:40:00,27.6,44.1,44.1,44.1,28.9,28.9,[28.9],1.0,44.1,26.0,27.0,1.0,28.0,27.0
2023-06-03 05:45:00,27.5,44.1,44.1,44.1,28.7,28.7,[28.7],1.0,44.1,26.0,27.0,1.0,28.0,27.0
2023-06-03 05:50:00,27.5,43.4,43.4,43.4,28.5,28.5,[28.5],1.0,43.4,26.0,27.0,1.0,28.0,27.0
2023-06-03 05:55:00,27.5,42.8,42.8,42.8,28.4,28.4,[28.4],1.0,42.8,25.0,27.0,1.0,28.0,27.0
2023-06-03 06:00:00,27.5,42.3,42.3,42.3,28.3,28.3,[28.3],1.0,42.3,25.0,27.0,1.0,27.0,27.0
2023-06-03 06:05:00,27.5,41.9,41.9,41.9,28.1,28.1,[28.1],1.0,41.9,26.0,27.0,1.0,28.0,27.0
2023-06-03 06:10:00,27.5,41.5,41.5,41.5,28.4,28.4,[28.4],1.0,41.5,28.0,28.0,1.0,29.0,28.0
2023-06-03 06:15:00,27.5,42.6,42.6,42.6,28.6,28.6,[28.6],1.0,42.6,30.0,28.0,1.0,30.0,28.0
2023-06-03 06:20:00,27.5,42.6,42.6,42.6,28.8,28.8,[28.8],1.0,42.6,30.0,28.0,1.0,29.0,28.0
2023-06-03 06:25:00,27.5,43.5,43.5,43.5,28.9,28.9,[28.9],1.0,43.5,30.0,28.0,1.0,29.0,28.0
2023-06-03 06:30:00,27.5,44.1,44.1,44.1,29.1,29.1,[29.1],1.0,44.1,30.0,28.0,1.0,30.0,28.0
2023-06-03 06:35:00,27.6,44.3,44.3,44.3,29.1,29.1,[29.1],1.0,44.3,28.0,27.0,1.0,29.0,27.0
2023-06-03 06:40:00,27.6,44.3,44.3,44.3,28.9,28.9,[28.9],1.0,44.3,26.0,27.0,1.0,28.0,27.0
2023-06-03 06:45:00,27.6,43.3,43.3,43.3,28.6,28.6,[28.6],1.0,43.3,26.0,27.0,1.0,28.0,27.0
2023-06-03 06:50:00,27.6,43.3,43.3,43.3,28.5,28.5,[28.5],1.0,43.3,26.0,27.0,1.0,28.0,27.0
2023-06-03 06:55:00,27.7,42.3,42.3,42.3,28.4,28.4,[28.4],1.0,42.3,25.0,27.0,1.0,28.0,27.0
2023-06-03 07:00:00,27.7,42.3,42.3,42.3,28.3,28.3,[28.3],1.0,42.3,25.0,27.0,1.0,28.0,27.0
2023-06-03 07:05:00,27.7,41.6,41.6,41.6,28.2,28.2,[28.2],1.0,41.6,27.0,27.0,1.0,27.0,27.0
2023-06-03 07:10:00,27.7,42.0,42.0,42.0,28.4,28.4,[28.4],1.0,42.0,29.0,28.0,1.0,29.0,27.0
2023-06-03 07:15:00,27.8,42.0,42.0,42.0,28.7,28.7,[28.7],1.0,42.0,30.0,28.0,1.0,30.0,27.0
2023-06-03 07:20:00,27.9,42.8,42.8,42.8,28.8,28.8,[28.8],1.0,42.8,29.0,28.0,1.0,27.0,27.0
2023-06-03 07:25:00,27.9,43.7,43.7,43.7,28.9,28.9,[28.9],1.0,43.7,29.0,28.0,1.0,28.0,27.0
2023-06-03 07:30:00,28.0,43.7,43.7,43.7,29.0,29.0,[29.0],1.0,43.7,29.0,28.0,1.0,28.0,27.0
2023-06-03 07:35:00,28.1,44.0,44.0,44.0,29.0,29.0,[29.0],1.0,44.0,27.0,27.0,1.0,29.0,26.0
2023-06-03 07:40:00,28.2,44.0,44.0,44.0,28.7,28.7,[28.7],1.0,44.0,27.0,27.0,1.0,28.0,26.0
2023-06-03 07:45:00,28.2,43.1,43.1,43.1,28.6,28.6,[28.6],1.0,43.1,26.0,27.0,1.0,27.0,26.0
2023-06-03 07:50:00,28.2,43.1,43.1,43.1,28.3,28.3,[28.3],1.0,43.1,25.0,27.0,1.0,25.0,26.0
2023-06-03 07:55:00,28.2,42.4,42.4,42.4,28.3,28.3,[28.3],1.0,42.4,28.0,27.0,1.0,26.0,26.0
2023-06-03 08:00:00,28.2,42.2,42.2,42.2,28.4,28.4,[28.4],1.0,42.2,28.0,27.0,1.0,27.0,26.0
2023-06-03 08:05:00,28.3,42.7,42.7,42.7,28.6,28.6,[28.6],1.0,42.7,28.0,27.0,1.0,28.0,26.0
2023-06-03 08:10:00,28.3,42.7,42.7,42.7,28.5,28.5,[28.5],1.0,42.7,26.0,28.0,1.0,28.0,27.0
2023-06-03 08:15:00,28.4,42.7,42.7,42.7,28.5,28.5,[28.5],1.0,42.7,28.0,28.0,1.0,28.0,27.0
2023-06-03 08:20:00,28.5,42.9,42.9,42.9,28.6,28.6,[28.6],1.0,42.9,29.0,28.0,1.0,28.0,27.0
2023-06-03 08:25:00,28.6,42.9,42.9,42.9,28.8,28.8,[28.8],1.0,42.9,29.0,28.0,1.0,27.0,27.0
2023-06-03 08:30:00,28.7,43.6,43.6,43.6,28.9,28.9,[28.9],1.0,43.6,29.0,28.0,1.0,28.0,27.0
2023-06-03 08:35:00,28.9,43.6,43.6,43.6,28.8,28.8,[28.8],1.0,43.6,27.0,26.0,1.0,25.0,26.0
2023-06-03 08:40:00,29.0,43.7,43.7,43.7,28.4,28.4,[28.4],1.0,43.7,26.0,26.0,1.0,26.0,26.0
2023-06-03 08:45:00,29.0,42.9,42.9,42.9,28.1,28.1,[28.1],1.0,42.9,25.0,26.0,1.0,26.0,26.0
2023-06-03 08:50:00,29.2,42.2,42.2,42.2,28.0,28.0,[28.0],1.0,42.2,25.0,26.0,1.0,27.0,26.0
2023-06-03 08:55:00,29.4,41.4,41.4,41.4,27.9,27.9,[27.9],1.0,41.4,25.0,26.0,1.0,27.0,26.0
2023-06-03 09:00:00,29.6,41.1,41.1,41.1,27.8,27.8,[27.8],1.0,41.1,25.0,26.0,1.0,27.0,26.0
2023-06-03 09:05:00,29.7,41.1,41.1,41.1,27.8,27.8,[27.8],1.0,41.1,25.0,26.0,1.0,27.0,26.0
2023-06-03 09:10:00,29.8,40.8,40.8,40.8,27.7,27.7,[27.7],1.0,40.8,27.0,27.0,1.0,28.0,27.0
2023-06-03 09:15:00,30.0,40.7,40.7,40.7,28.0,28.0,[28.0],1.0,40.7,28.0,27.0,1.0,28.0,27.0
2023-06-03 09:20:00,30.0,41.9,41.9,41.9,28.3,28.3,[28.3],1.0,41.9,29.0,27.0,1.0,28.0,27.0
2023-06-03 09:25:00,30.1,42.0,42.0,42.0,28.2,28.2,[28.2],1.0,42.0,26.0,27.0,1.0,26.0,27.0
2023-06-03 09:30:00,30.3,42.1,42.1,42.1,28.0,28.0,[28.0],1.0,42.1,26.0,27.0,1.0,27.0,27.0
2023-06-03 09:35:00,30.5,41.8,41.8,41.8,27.9,27.9,[27.9],1.0,41.8,25.0,27.0,1.0,27.0,28.0
2023-06-03 09:40:00,30.6,41.5,41.5,41.5,27.9,27.9,[27.9],1.0,41.5,27.0,27.0,1.0,28.0,28.0
2023-06-03 09:45:00,30.6,41.3,41.3,41.3,28.1,28.1,[28.1],1.0,41.3,29.0,27.0,1.0,29.0,28.0
2023-06-03 09:50:00,30.6,41.7,41.7,41.7,28.3,28.3,[28.3],1.0,41.7,27.0,27.0,1.0,28.0,28.0
2023-06-03 09:55:00,30.7,42.3,42.3,42.3,28.1,28.1,[28.1],1.0,42.3,26.0,27.0,1.0,28.0,28.0
2023-06-03 10:00:00,30.8,42.3,42.3,42.3,28.0,28.0,[28.0],1.0,42.3,26.0,27.0,1.0,28.0,28.0
2023-06-03 10:05:00,31.1,42.0,42.0,42.0,27.9,27.9,[27.9],1.0,42.0,25.0,27.0,1.0,27.0,28.0
2023-06-03 10:10:00,31.3,41.6,41.6,41.6,27.8,27.8,[27.8],1.0,41.6,26.0,27.0,1.0,28.0,28.0
2023-06-03 10:15:00,31.3,41.4,41.4,41.4,28.1,28.1,[28.1],1.0,41.4,29.0,27.0,1.0,29.0,28.0
2023-06-03 10:20:00,31.5,42.4,42.4,42.4,28.3,28.3,[28.3],1.0,42.4,27.0,27.0,1.0,28.0,28.0
2023-06-03 10:25:00,31.6,42.4,42.4,42.4,28.1,28.1,[28.1],1.0,42.4,26.0,27.0,1.0,28.0,28.0
2023-06-03 10:30:00,31.6,42.1,42.1,42.1,28.0,28.0,[28.0],1.0,42.1,26.0,27.0,1.0,28.0,28.0
2023-06-03 10:35:00,31.7,42.1,42.1,42.1,28.0,28.0,[28.0],1.0,42.1,28.0,28.0,1.0,29.0,29.0
2023-06-03 10:40:00,32.0,41.9,41.9,41.9,28.3,28.3,[28.3],1.0,41.9,30.0,28.0,1.0,30.0,29.0
2023-06-03 10:45:00,32.0,42.5,42.5,42.5,28.5,28.5,[28.5],1.0,42.5,30.0,28.0,1.0,30.0,29.0
2023-06-03 10:50:00,32.2,43.0,43.0,43.0,28.5,28.5,[28.5],1.0,43.0,27.0,28.0,1.0,28.0,29.0
2023-06-03 10:55:00,32.1,43.0,43.0,43.0,28.3,28.3,[28.3],1.0,43.0,26.0,28.0,1.0,28.0,29.0
2023-06-03 11:00:00,32.2,42.9,42.9,42.9,28.3,28.3,[28.3],1.0,42.9,28.0,28.0,1.0,29.0,29.0
2023-06-03 11:05:00,32.2,42.9,42.9,42.9,28.5,28.5,[28.5],1.0,42.9,30.0,28.0,1.0,30.0,29.0
2023-06-03 11:10:00,32.2,43.5,43.5,43.5,28.6,28.6,[28.6],1.0,43.5,27.0,29.0,1.0,29.0,29.0
2023-06-03 11:15:00,32.2,43.6,43.6,43.6,28.6,28.6,[28.6],1.0,43.6,30.0,29.0,1.0,30.0,29.0
2023-06-03 11:20:00,32.2,43.6,43.6,43.6,28.9,28.9,[28.9],1.0,43.6,31.0,29.0,1.0,31.0,29.0
2023-06-03 11:25:00,32.2,44.0,44.0,44.0,29.1,29.1,[29.1],1.0,44.0,30.0,29.0,1.0,31.0,29.0
2023-06-03 11:30:00,32.3,44.4,44.4,44.4,28.9,28.9,[28.9],1.0,44.4,28.0,29.0,1.0,29.0,29.0
2023-06-03 11:35:00,32.3,44.6,44.6,44.6,28.8,28.8,[28.8],1.0,44.6,29.0,29.0,1.0,29.0,29.0
2023-06-03 11:40:00,32.4,44.3,44.3,44.3,28.9,28.9,[28.9],1.0,44.3,29.0,27.0,1.0,30.0,28.0
2023-06-03 11:45:00,32.5,44.3,44.3,44.3,28.8,28.8,[28.8],1.0,44.3,27.0,27.0,1.0,29.0,28.0
2023-06-03 11:50:00,32.7,44.1,44.1,44.1,28.6,28.6,[28.6],1.0,44.1,26.0,27.0,1.0,29.0,28.0
2023-06-03 11:55:00,32.9,42.9,42.9,42.9,28.5,28.5,[28.5],1.0,42.9,26.0,27.0,1.0,28.0,28.0
2023-06-03 12:00:00,32.8,42.9,42.9,42.9,28.3,28.3,[28.3],1.0,42.9,26.0,27.0,1.0,28.0,28.0
2023-06-03 12:05:00,32.7,42.0,42.0,42.0,28.2,28.2,[28.2],1.0,42.0,25.0,27.0,1.0,28.0,28.0
2023-06-03 12:10:00,32.7,42.0,42.0,42.0,28.2,28.2,[28.2],1.0,42.0,27.0,28.0,1.0,29.0,29.0
2023-06-03 12:15:00,32.6,41.8,41.8,41.8,28.4,28.4,[28.4],1.0,41.8,29.0,28.0,1.0,30.0,29.0
2023-06-03 12:20:00,32.6,43.0,43.0,43.0,28.7,28.7,[28.7],1.0,43.0,30.0,28.0,1.0,31.0,29.0
2023-06-03 12:25:00,32.6,43.2,43.2,43.2,28.6,28.6,[28.6],1.0,43.2,27.0,28.0,1.0,29.0,29.0
2023-06-03 12:30:00,32.8,43.4,43.4,43.4,28.5,28.5,[28.5],1.0,43.4,26.0,28.0,1.0,29.0,29.0
2023-06-03 12:35:00,32.8,43.1,43.1,43.1,28.4,28.4,[28.4],1.0,43.1,28.0,29.0,1.0,29.0,29.0
2023-06-03 12:40:00,32.8,42.8,42.8,42.8,28.7,28.7,[28.7],1.0,42.8,30.0,29.0,1.0,30.0,29.0
2023-06-03 12:45:00,32.8,43.9,43.9,43.9,28.9,28.9,[28.9],1.0,43.9,31.0,29.0,1.0,29.0,29.0
2023-06-03 12:50:00,32.8,43.9,43.9,43.9,29.1,29.1,[29.1],1.0,43.9,31.0,29.0,1.0,29.0,29.0
2023-06-03 12:55:00,32.8,44.3,44.3,44.3,29.2,29.2,[29.2],1.0,44.3,31.0,29.0,1.0,29.0,29.0
2023-06-03 13:00:00,32.7,44.9,44.9,44.9,29.3,29.3,[29.3],1.0,44.9,31.0,29.0,1.0,31.0,29.0
2023-06-03 13:05:00,32.6,44.9,44.9,44.9,29.3,29.3,[29.3],1.0,44.9,28.0,29.0,1.0,31.0,29.0
2023-06-03 13:10:00,32.6,45.0,45.0,45.0,29.1,29.1,[29.1],1.0,45.0,27.0,27.0,1.0,29.0,27.0
2023-06-03 13:15:00,32.6,44.8,44.8,44.8,28.9,28.9,[28.9],1.0,44.8,26.0,27.0,1.0,26.0,27.0
2023-06-03 13:20:00,32.4,44.1,44.1,44.1,28.5,28.5,[28.5],1.0,44.1,26.0,27.0,1.0,26.0,27.0
2023-06-03 13:25:00,32.4,42.9,42.9,42.9,28.3,28.3,[28.3],1.0,42.9,26.0,27.0,1.0,27.0,27.0
2023-06-03 13:30:00,32.4,42.4,42.4,42.4,28.2,28.2,[28.2],1.0,42.4,25.0,27.0,1.0,28.0,27.0
2023-06-03 13:35:00,32.3,41.9,41.9,41.9,28.3,28.3,[28.3],1.0,41.9,28.0,28.0,1.0,28.0,27.0
2023-06-03 13:40:00,32.2,41.7,41.7,41.7,28.5,28.5,[28.5],1.0,41.7,29.0,28.0,1.0,30.0,28.0
2023-06-03 13:45:00,32.2,43.0,43.0,43.0,28.8,28.8,[28.8],1.0,43.0,29.0,28.0,1.0,27.0,28.0
2023-06-03 13:50:00,32.2,,,,28.5,28.5,[28.5],1.0,,27.0,28.0,1.0,28.0,28.0
2023-06-03 13:55:00,32.3,43.0,43.0,43.0,28.3,28.3,[28.3],1.0,43.0,26.0,28.0,1.0,28.0,28.0
2023-06-03 14:00:00,32.3,42.5,42.5,42.5,,,,1.0,42.5,26.0,28.0,1.0,28.0,28.0
2023-06-03 14:05:00,32.3,42.5,42.5,42.5,28.6,28.6,[28.6],1.0,42.5,30.0,28.0,1.0,30.0,28.0
2023-06-03 14:10:00,32.3,42.6,42.6,42.6,28.8,28.8,[28.8],1.0,42.6,28.0,28.0,1.0,29.0,28.0
2023-06-03 14:15:00,32.3,43.0,43.0,43.0,28.6,28.6,[28.6],1.0,43.0,27.0,28.0,1.0,28.0,28.0
2023-06-03 14:20:00,32.4,43.0,43.0,43.0,28.5,28.5,[28.5],1.0,43.0,26.0,28.0,1.0,28.0,28.0
2023-06-03 14:25:00,32.4,42.6,42.6,42.6,28.5,28.5,[28.5],1.0,42.6,29.0,28.0,1.0,29.0,28.0
2023-06-03 14:30:00,32.4,42.6,42.6,42.6,28.7,28.7,[28.7],1.0,42.6,30.0,28.0,1.0,28.0,28.0
2023-06-03 14:35:00,32.3,43.1,43.1,43.1,28.9,28.9,[28.9],1.0,43.1,30.0,28.0,1.0,28.0,28.0
2023-06-03 14:40:00,32.2,43.9,43.9,43.9,29.0,29.0,[29.0],1.0,43.9,30.0,28.0,1.0,29.0,28.0
2023-06-03 14:45:00,32.2,43.9,43.9,43.9,28.8,28.8,[28.8],1.0,43.9,27.0,28.0,1.0,28.0,28.0
2023-06-03 14:50:00,32.1,43.2,43.2,43.2,28.6,28.6,[28.6],1.0,43.2,26.0,28.0,1.0,28.0,28.0
2023-06-03 14:55:00,32.1,42.8,42.8,42.8,28.6,28.6,[28.6],1.0,42.8,28.0,28.0,1.0,29.0,28.0
2023-06-03 15:00:00,32.0,42.8,42.8,42.8,28.8,28.8,[28.8],1.0,42.8,30.0,28.0,1.0,30.0,28.0
2023-06-03 15:05:00,32.0,43.6,43.6,43.6,28.9,28.9,[28.9],1.0,43.6,28.0,28.0,1.0,29.0,28.0
2023-06-03 15:10:00,31.9,43.6,43.6,43.6,28.8,28.8,[28.8],1.0,43.6,27.0,28.0,1.0,29.0,28.0
2023-06-03 15:15:00,31.9,43.1,43.1,43.1,28.6,28.6,[28.6],1.0,43.1,26.0,28.0,1.0,28.0,28.0
2023-06-03 15:20:00,31.8,42.9,42.9,42.9,28.6,28.6,[28.6],1.0,42.9,28.0,28.0,1.0,29.0,28.0
2023-06-03 15:25:00,31.7,42.9,42.9,42.9,28.8,28.8,[28.8],1.0,42.9,30.0,28.0,1.0,30.0,28.0
2023-06-03 15:30:00,31.6,43.3,43.3,43.3,28.9,28.9,[28.9],1.0,43.3,27.0,28.0,1.0,27.0,28.0
2023-06-03 15:35:00,31.5,43.7,43.7,43.7,28.6,28.6,[28.6],1.0,43.7,27.0,28.0,1.0,28.0,28.0
2023-06-03 15:40:00,31.4,43.2,43.2,43.2,28.5,28.5,[28.5],1.0,43.2,26.0,28.0,1.0,28.0,28.0
