time,outdoor_t,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,713867_c,713867_r,713867_s,713868_c,713868_h,713868_r,713868_s,713870_c,713870_h,713870_r,713870_s,713871_c,713871_h,713871_r,713871_s,713872_c,713872_h,713872_r,713872_s
2023-05-30 09:10:00,,32.0,28.6,30.3,26.95,27.4,"[26.5, 27.4]",1.0,26.0,27.0,1.0,28.6,27.0,27.0,1.0,28.6,27.0,26.0,1.0,32.0,28.0,27.0,1.0,32.0,27.0,26.0
2023-05-30 09:15:00,,32.0,28.6,30.325,26.65,27.3,"[26.0, 27.3]",1.0,26.0,27.0,1.0,28.7,27.0,27.0,1.0,28.6,26.0,26.0,1.0,32.0,27.0,26.0,1.0,32.0,26.0,26.0
2023-05-30 09:20:00,,31.9,28.4,30.200000000000003,26.450000000000003,27.3,"[25.6, 27.3]",1.0,26.0,27.0,1.0,28.6,27.0,27.0,1.0,28.4,26.0,26.0,1.0,31.9,27.0,26.0,1.0,31.9,26.0,26.0
2023-05-30 09:25:00,,31.8,28.2,30.05,26.3,27.3,"[25.3, 27.3]",1.0,27.0,27.0,1.0,28.4,27.0,27.0,1.0,28.2,27.0,26.0,1.0,31.8,27.0,26.0,1.0,31.8,26.0,26.0
2023-05-30 09:30:00,,31.8,28.0,29.95,26.3,27.2,"[25.4, 27.2]",1.0,26.0,28.0,1.0,28.2,27.0,28.0,1.0,28.0,26.0,27.0,1.0,31.8,27.0,27.0,1.0,31.8,25.0,27.0
2023-05-30 09:35:00,,31.6,27.9,29.825,26.75,27.2,"[26.3, 27.2]",1.0,27.0,28.0,1.0,28.2,28.0,28.0,1.0,27.9,27.0,27.0,1.0,31.6,28.0,27.0,1.0,31.6,27.0,27.0
2023-05-30 09:40:00,,31.5,28.0,29.8,26.5,27.3,"[25.7, 27.3]",1.0,27.0,28.0,1.0,28.2,27.0,28.0,1.0,28.0,28.0,27.0,1.0,31.5,27.0,27.0,1.0,31.5,26.0,27.0
2023-05-30 09:45:00,,31.2,28.1,29.675,27.05,27.3,"[26.8, 27.3]",1.0,27.0,28.0,1.0,28.2,28.0,28.0,1.0,28.1,27.0,27.0,1.0,31.2,28.0,27.0,1.0,31.2,27.0,27.0
2023-05-30 09:50:00,,31.4,28.3,29.85,26.8,27.4,"[26.2, 27.4]",1.0,27.0,28.0,1.0,28.3,28.0,28.0,1.0,28.3,28.0,27.0,1.0,31.4,28.0,27.0,1.0,31.4,27.0,27.0
2023-05-30 09:55:00,,31.5,28.4,29.95,26.65,27.4,"[25.9, 27.4]",1.0,27.0,28.0,1.0,28.4,27.0,28.0,1.0,28.4,27.0,27.0,1.0,31.5,28.0,27.0,1.0,31.5,26.0,27.0
2023-05-30 10:10:00,,31.4,28.5,29.950000000000003,26.55,27.5,"[25.6, 27.5]",1.0,27.0,29.0,1.0,28.5,28.0,29.0,1.0,28.5,28.0,28.0,1.0,31.4,27.0,28.0,1.0,31.4,26.0,28.0
2023-05-30 10:15:00,,31.4,28.6,30.0,27.450000000000003,27.6,"[27.3, 27.6]",1.0,28.0,29.0,1.0,28.6,29.0,29.0,1.0,28.6,29.0,28.0,1.0,31.4,29.0,28.0,1.0,31.4,28.0,28.0
2023-05-30 10:20:00,,31.9,28.8,30.35,26.95,27.7,"[26.2, 27.7]",1.0,28.0,29.0,1.0,28.8,28.0,29.0,1.0,28.8,29.0,28.0,1.0,31.9,28.0,28.0,1.0,31.9,27.0,28.0
2023-05-30 10:25:00,,32.1,28.9,30.5,27.5,27.8,"[27.2, 27.8]",1.0,28.0,29.0,1.0,28.9,28.0,29.0,1.0,28.9,29.0,28.0,1.0,32.1,29.0,28.0,1.0,32.1,28.0,28.0
2023-05-30 10:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-30 10:45:00,,31.8,28.6,30.2,26.2,27.5,"[24.9, 27.5]",1.0,26.0,27.0,1.0,28.6,25.0,27.0,1.0,28.6,26.0,26.0,1.0,31.8,25.0,27.0,1.0,31.8,24.0,26.0
2023-05-30 10:50:00,,31.8,28.2,30.025,27.25,27.5,"[27.0, 27.5]",1.0,27.0,27.0,1.0,28.3,27.0,27.0,1.0,28.2,27.0,26.0,1.0,31.8,28.0,27.0,1.0,31.8,27.0,26.0
2023-05-30 10:55:00,,31.5,28.0,29.825,26.6,27.4,"[25.8, 27.4]",1.0,26.0,27.0,1.0,28.3,27.0,27.0,1.0,28.0,27.0,26.0,1.0,31.5,27.0,27.0,1.0,31.5,26.0,26.0
2023-05-30 11:10:00,,31.7,28.1,29.950000000000003,26.85,27.3,"[26.4, 27.3]",1.0,26.0,28.0,1.0,28.3,27.0,28.0,1.0,28.1,27.0,27.0,1.0,31.7,28.0,28.0,1.0,31.7,27.0,26.0
2023-05-30 11:15:00,,31.8,28.3,30.075,27.5,27.7,"[27.7, 27.3]",1.0,27.0,28.0,1.0,28.4,28.0,28.0,1.0,28.3,27.0,27.0,1.0,31.8,28.0,28.0,1.0,31.8,28.0,26.0
2023-05-30 11:20:00,,31.8,28.4,30.1,26.15,27.4,"[24.9, 27.4]",1.0,26.0,28.0,1.0,28.4,26.0,28.0,1.0,28.4,27.0,27.0,1.0,31.8,24.0,28.0,1.0,31.8,25.0,26.0
2023-05-30 11:25:00,,31.8,28.1,29.95,26.6,27.3,"[25.9, 27.3]",1.0,27.0,28.0,1.0,28.1,27.0,28.0,1.0,28.1,27.0,27.0,1.0,31.8,26.0,28.0,1.0,31.8,26.0,26.0
2023-05-30 11:30:00,,31.3,27.9,29.6,27.55,27.7,"[27.7, 27.4]",1.0,27.0,29.0,1.0,27.9,28.0,29.0,1.0,27.9,28.0,27.0,1.0,31.3,29.0,29.0,1.0,31.3,28.0,27.0
2023-05-30 11:35:00,,31.6,28.2,29.925,28.25,29.0,"[29.0, 27.5]",1.0,27.0,29.0,1.0,28.3,28.0,29.0,1.0,28.2,27.0,27.0,1.0,31.6,30.0,29.0,1.0,31.6,29.0,27.0
2023-05-30 11:40:00,,32.0,28.7,30.35,27.35,27.5,"[27.2, 27.5]",1.0,27.0,26.0,1.0,28.7,27.0,26.0,1.0,28.7,27.0,26.0,1.0,32.0,28.0,26.0,1.0,32.0,27.0,26.0
2023-05-30 11:45:00,,32.2,28.7,30.475,26.6,27.3,"[25.9, 27.3]",1.0,27.0,26.0,1.0,28.8,27.0,26.0,1.0,28.7,27.0,26.0,1.0,32.2,27.0,26.0,1.0,32.2,26.0,26.0
2023-05-30 11:50:00,,32.3,28.9,30.6,26.5,27.3,"[25.7, 27.3]",1.0,27.0,26.0,1.0,28.9,27.0,26.0,1.0,28.9,27.0,26.0,1.0,32.3,27.0,26.0,1.0,32.3,26.0,26.0
2023-05-30 11:55:00,,32.3,28.7,30.5,26.3,27.2,"[25.4, 27.2]",1.0,26.0,26.0,1.0,28.7,27.0,26.0,1.0,28.7,26.0,26.0,1.0,32.3,27.0,26.0,1.0,32.3,26.0,26.0
2023-05-30 12:00:00,,32.1,28.7,30.4,26.3,27.2,"[25.4, 27.2]",1.0,27.0,26.0,1.0,28.7,27.0,26.0,1.0,28.7,27.0,26.0,1.0,32.1,27.0,26.0,1.0,32.1,26.0,26.0
2023-05-30 12:05:00,,31.9,28.3,30.15,26.25,27.3,"[25.2, 27.3]",1.0,26.0,26.0,1.0,28.5,26.0,26.0,1.0,28.3,26.0,26.0,1.0,31.9,27.0,26.0,1.0,31.9,25.0,26.0
2023-05-30 12:10:00,,31.8,28.1,30.05,26.0,27.2,"[24.8, 27.2]",1.0,26.0,26.0,1.0,28.5,26.0,26.0,1.0,28.1,26.0,26.0,1.0,31.8,26.0,26.0,1.0,31.8,25.0,26.0
2023-05-30 12:15:00,,31.6,27.9,29.85,26.05,27.2,"[24.9, 27.2]",1.0,26.0,26.0,1.0,28.3,27.0,26.0,1.0,27.9,27.0,26.0,1.0,31.6,26.0,26.0,1.0,31.6,25.0,26.0
2023-05-30 12:20:00,,31.5,27.8,29.725,26.05,27.2,"[24.9, 27.2]",1.0,25.0,26.0,1.0,28.1,26.0,26.0,1.0,27.8,26.0,26.0,1.0,31.5,26.0,26.0,1.0,31.5,26.0,26.0
2023-05-30 12:25:00,,31.5,27.7,29.65,26.0,27.2,"[24.8, 27.2]",1.0,26.0,26.0,1.0,27.9,27.0,26.0,1.0,27.7,27.0,26.0,1.0,31.5,26.0,26.0,1.0,31.5,25.0,26.0
2023-05-30 12:30:00,,31.3,27.7,29.525,26.0,27.2,"[24.8, 27.2]",1.0,26.0,26.0,1.0,27.8,26.0,26.0,1.0,27.7,26.0,26.0,1.0,31.3,26.0,26.0,1.0,31.3,25.0,26.0
2023-05-30 12:35:00,,31.2,27.6,29.425,25.9,27.2,"[24.6, 27.2]",1.0,26.0,26.0,1.0,27.7,26.0,26.0,1.0,27.6,27.0,26.0,1.0,31.2,26.0,26.0,1.0,31.2,25.0,26.0
2023-05-30 12:40:00,,31.1,27.6,29.375,26.05,27.2,"[24.9, 27.2]",1.0,26.0,26.0,1.0,27.7,26.0,26.0,1.0,27.6,26.0,26.0,1.0,31.1,26.0,26.0,1.0,31.1,25.0,26.0
2023-05-30 12:45:00,,31.0,27.5,29.275,25.9,27.2,"[24.6, 27.2]",1.0,27.0,26.0,1.0,27.6,27.0,26.0,1.0,27.5,27.0,26.0,1.0,31.0,26.0,26.0,1.0,31.0,25.0,26.0
2023-05-30 12:50:00,,31.0,27.5,29.25,25.8,27.1,"[24.5, 27.1]",1.0,26.0,26.0,1.0,27.5,26.0,26.0,1.0,27.5,26.0,26.0,1.0,31.0,26.0,26.0,1.0,31.0,25.0,26.0
2023-05-30 12:55:00,,30.9,27.4,29.175,25.8,27.2,"[24.4, 27.2]",1.0,27.0,26.0,1.0,27.5,27.0,26.0,1.0,27.4,27.0,26.0,1.0,30.9,26.0,26.0,1.0,30.9,25.0,26.0
2023-05-30 13:10:00,,30.8,27.5,29.15,25.9,27.2,"[24.6, 27.2]",1.0,27.0,26.0,1.0,27.5,27.0,26.0,1.0,27.5,27.0,26.0,1.0,30.8,26.0,26.0,1.0,30.8,25.0,26.0
2023-05-30 13:15:00,,30.8,27.5,29.15,25.8,27.2,"[24.4, 27.2]",,,,,27.5,,,,27.5,,,,30.8,,,,30.8,,
2023-05-30 13:20:00,,30.8,27.5,29.15,25.8,27.2,"[24.4, 27.2]",1.0,26.0,26.0,1.0,27.5,26.0,26.0,1.0,27.5,26.0,26.0,1.0,30.8,26.0,26.0,1.0,30.8,25.0,26.0
2023-05-30 13:25:00,,30.8,27.5,29.15,25.85,27.2,"[24.5, 27.2]",1.0,26.0,26.0,1.0,27.5,26.0,26.0,1.0,27.5,26.0,26.0,1.0,30.8,26.0,26.0,1.0,30.8,25.0,26.0
2023-05-30 13:30:00,,30.7,27.5,29.1,25.85,27.2,"[24.5, 27.2]",1.0,26.0,26.0,1.0,27.5,26.0,26.0,1.0,27.5,27.0,26.0,1.0,30.7,26.0,26.0,1.0,30.7,25.0,26.0
2023-05-30 13:35:00,,30.7,27.6,29.15,25.75,27.2,"[24.3, 27.2]",1.0,26.0,26.0,1.0,27.6,27.0,26.0,1.0,27.6,26.0,26.0,1.0,30.7,26.0,26.0,1.0,30.7,25.0,26.0
2023-05-30 13:40:00,,30.7,27.6,29.15,25.85,27.2,"[24.5, 27.2]",1.0,26.0,26.0,1.0,27.6,26.0,26.0,1.0,27.6,27.0,26.0,1.0,30.7,26.0,26.0,1.0,30.7,25.0,26.0
2023-05-30 13:45:00,,30.4,27.6,29.0,25.8,27.2,"[24.4, 27.2]",1.0,26.0,26.0,1.0,27.6,26.0,26.0,1.0,27.6,26.0,26.0,1.0,30.4,26.0,26.0,1.0,30.4,25.0,26.0
2023-05-30 13:50:00,,30.5,27.5,29.0,25.8,27.2,"[24.4, 27.2]",1.0,27.0,26.0,1.0,27.5,27.0,26.0,1.0,27.5,27.0,26.0,1.0,30.5,26.0,26.0,1.0,30.5,25.0,26.0
2023-05-30 13:55:00,,30.5,27.5,29.0,25.7,27.2,"[24.2, 27.2]",1.0,26.0,26.0,1.0,27.5,26.0,26.0,1.0,27.5,26.0,26.0,1.0,30.5,26.0,26.0,1.0,30.5,25.0,26.0
2023-05-30 14:10:00,,30.8,27.5,29.15,26.9,27.2,"[26.6, 27.2]",1.0,27.0,27.0,1.0,27.5,27.0,27.0,1.0,27.5,27.0,27.0,1.0,30.8,28.0,27.0,1.0,30.8,27.0,27.0
2023-05-30 14:15:00,,30.8,27.7,29.25,26.3,27.4,"[25.2, 27.4]",1.0,27.0,27.0,1.0,27.7,27.0,27.0,1.0,27.7,28.0,27.0,1.0,30.8,27.0,27.0,1.0,30.8,26.0,27.0
2023-05-30 14:20:00,,31.2,27.9,29.55,26.95,27.4,"[26.5, 27.4]",1.0,27.0,27.0,1.0,27.9,27.0,27.0,1.0,27.9,27.0,27.0,1.0,31.2,28.0,27.0,1.0,31.2,27.0,27.0
2023-05-30 14:25:00,,31.4,28.1,29.75,26.6,27.5,"[25.7, 27.5]",1.0,27.0,27.0,1.0,28.1,28.0,27.0,1.0,28.1,28.0,27.0,1.0,31.4,27.0,27.0,1.0,31.4,26.0,27.0
2023-05-30 14:30:00,,31.5,28.1,29.825,26.9,27.5,"[26.3, 27.5]",1.0,26.0,28.0,1.0,28.2,27.0,27.0,1.0,28.1,27.0,28.0,1.0,31.5,28.0,28.0,1.0,31.5,27.0,28.0
2023-05-30 14:35:00,,31.7,28.5,30.1,27.55,27.6,"[27.5, 27.6]",1.0,27.0,28.0,1.0,28.5,28.0,28.0,1.0,28.5,28.0,28.0,1.0,31.7,29.0,28.0,1.0,31.7,28.0,28.0
2023-05-30 14:40:00,,32.0,28.8,30.4,26.95,27.7,"[26.2, 27.7]",1.0,27.0,28.0,1.0,28.8,28.0,28.0,1.0,28.8,28.0,28.0,1.0,32.0,28.0,28.0,1.0,32.0,27.0,28.0
2023-05-30 14:45:00,,32.2,29.0,30.6,27.6,27.8,"[27.4, 27.8]",1.0,28.0,28.0,1.0,29.0,29.0,28.0,1.0,29.0,29.0,28.0,1.0,32.2,29.0,28.0,1.0,32.2,28.0,28.0
2023-05-30 14:50:00,,32.3,29.1,30.7,27.3,27.9,"[26.7, 27.9]",1.0,28.0,28.0,1.0,29.1,28.0,28.0,1.0,29.1,29.0,28.0,1.0,32.3,28.0,28.0,1.0,32.3,27.0,28.0
2023-05-30 14:55:00,,32.6,29.3,30.950000000000003,27.6,27.9,"[27.3, 27.9]",1.0,28.0,28.0,1.0,29.3,29.0,28.0,1.0,29.3,29.0,28.0,1.0,32.6,29.0,28.0,1.0,32.6,28.0,28.0
2023-05-30 15:10:00,,32.7,29.5,31.1,26.85,27.7,"[26.0, 27.7]",1.0,26.0,26.0,1.0,29.5,26.0,26.0,1.0,29.5,26.0,26.0,1.0,32.7,27.0,26.0,1.0,32.7,26.0,26.0
2023-05-30 15:15:00,,32.6,29.2,30.925,26.7,27.5,"[25.9, 27.5]",1.0,26.0,26.0,1.0,29.3,26.0,26.0,1.0,29.2,26.0,26.0,1.0,32.6,27.0,26.0,1.0,32.6,26.0,26.0
2023-05-30 15:20:00,,32.6,28.9,30.8,26.35,27.3,"[25.4, 27.3]",1.0,26.0,26.0,1.0,29.1,27.0,26.0,1.0,28.9,26.0,26.0,1.0,32.6,27.0,26.0,1.0,32.6,26.0,26.0
2023-05-30 15:25:00,,32.6,28.7,30.75,26.25,27.2,"[25.3, 27.2]",1.0,26.0,26.0,1.0,29.1,27.0,26.0,1.0,28.7,27.0,26.0,1.0,32.6,27.0,26.0,1.0,32.6,26.0,26.0
2023-05-30 15:30:00,,32.3,28.5,30.475,26.55,27.3,"[25.8, 27.3]",1.0,27.0,27.0,1.0,28.8,27.0,27.0,1.0,28.5,27.0,27.0,1.0,32.3,27.0,27.0,1.0,32.3,26.0,27.0
2023-05-30 15:35:00,,32.3,28.5,30.475,26.7,27.4,"[26.0, 27.4]",1.0,28.0,27.0,1.0,28.8,28.0,27.0,1.0,28.5,28.0,27.0,1.0,32.3,27.0,27.0,1.0,32.3,27.0,27.0
2023-05-30 15:40:00,,32.3,28.6,30.5,26.5,27.4,"[25.6, 27.4]",1.0,27.0,27.0,1.0,28.8,27.0,27.0,1.0,28.6,27.0,27.0,1.0,32.3,27.0,27.0,1.0,32.3,26.0,27.0
2023-05-30 15:45:00,,32.3,28.7,30.55,26.95,27.5,"[26.4, 27.5]",1.0,28.0,27.0,1.0,28.9,28.0,27.0,1.0,28.7,28.0,27.0,1.0,32.3,28.0,27.0,1.0,32.3,27.0,27.0
2023-05-30 15:50:00,,32.3,28.8,30.575,26.65,27.5,"[25.8, 27.5]",1.0,27.0,27.0,1.0,28.9,27.0,27.0,1.0,28.8,27.0,27.0,1.0,32.3,27.0,27.0,1.0,32.3,26.0,27.0
2023-05-30 15:55:00,,32.4,28.8,30.65,27.1,27.6,"[26.6, 27.6]",1.0,27.0,27.0,1.0,29.0,27.0,27.0,1.0,28.8,27.0,27.0,1.0,32.4,28.0,27.0,1.0,32.4,27.0,27.0
2023-05-30 16:10:00,,32.4,28.9,30.675,26.95,27.4,"[26.5, 27.4]",1.0,26.0,26.0,1.0,29.0,26.0,26.0,1.0,28.9,26.0,25.0,1.0,32.4,28.0,25.0,1.0,32.4,26.0,26.0
2023-05-30 16:15:00,,32.3,28.7,30.575,26.5,27.3,"[25.7, 27.3]",1.0,26.0,26.0,1.0,29.0,26.0,26.0,1.0,28.7,26.0,25.0,1.0,32.3,27.0,25.0,1.0,32.3,26.0,26.0
2023-05-30 16:20:00,,32.2,28.6,30.475,26.3,27.2,"[25.4, 27.2]",1.0,26.0,26.0,1.0,28.9,26.0,26.0,1.0,28.6,26.0,25.0,1.0,32.2,27.0,25.0,1.0,32.2,26.0,26.0
2023-05-30 16:25:00,,32.1,28.4,30.375,26.1,27.1,"[25.1, 27.1]",1.0,25.0,26.0,1.0,28.9,26.0,26.0,1.0,28.4,26.0,25.0,1.0,32.1,26.0,25.0,1.0,32.1,25.0,26.0
2023-05-30 16:30:00,,31.9,28.2,30.125,25.9,27.0,"[24.8, 27.0]",1.0,25.0,26.0,1.0,28.5,26.0,26.0,1.0,28.2,25.0,25.0,1.0,31.9,26.0,25.0,1.0,31.9,25.0,26.0
2023-05-30 16:35:00,,31.5,28.0,29.825,26.05,26.8,"[25.3, 26.8]",1.0,25.0,27.0,1.0,28.3,26.0,27.0,1.0,28.0,25.0,26.0,1.0,31.5,27.0,26.0,1.0,31.5,25.0,27.0
2023-05-30 16:40:00,,31.4,27.9,29.75,26.2,26.9,"[25.5, 26.9]",1.0,26.0,27.0,1.0,28.3,27.0,27.0,1.0,27.9,26.0,26.0,1.0,31.4,27.0,26.0,1.0,31.4,26.0,27.0
2023-05-30 16:45:00,,31.4,27.9,29.725,25.95,27.0,"[24.9, 27.0]",1.0,26.0,27.0,1.0,28.2,27.0,27.0,1.0,27.9,27.0,26.0,1.0,31.4,26.0,26.0,1.0,31.4,26.0,27.0
2023-05-30 16:50:00,,31.4,27.9,29.725,26.6,27.1,"[26.1, 27.1]",1.0,27.0,27.0,1.0,28.2,27.0,27.0,1.0,27.9,27.0,26.0,1.0,31.4,28.0,26.0,1.0,31.4,27.0,27.0
2023-05-30 16:55:00,,31.4,28.1,29.800000000000004,26.05,27.0,"[25.1, 27.0]",1.0,26.0,27.0,1.0,28.3,26.0,27.0,1.0,28.1,26.0,26.0,1.0,31.4,26.0,26.0,1.0,31.4,26.0,27.0
2023-05-30 17:10:00,,31.3,28.0,29.7,26.700000000000003,27.1,"[26.3, 27.1]",1.0,27.0,28.0,1.0,28.2,27.0,27.0,1.0,28.0,27.0,27.0,1.0,31.3,28.0,27.0,1.0,31.3,27.0,28.0
2023-05-30 17:15:00,,31.3,28.0,29.7,26.3,27.2,"[25.4, 27.2]",1.0,27.0,28.0,1.0,28.2,27.0,27.0,1.0,28.0,28.0,27.0,1.0,31.3,27.0,27.0,1.0,31.3,26.0,28.0
2023-05-30 17:20:00,,31.5,28.2,29.9,27.0,27.3,"[26.7, 27.3]",1.0,28.0,28.0,1.0,28.4,28.0,27.0,1.0,28.2,28.0,27.0,1.0,31.5,28.0,27.0,1.0,31.5,28.0,28.0
2023-05-30 17:25:00,,31.6,28.3,30.0,26.45,27.4,"[25.5, 27.4]",1.0,27.0,28.0,1.0,28.5,27.0,27.0,1.0,28.3,27.0,27.0,1.0,31.6,27.0,27.0,1.0,31.6,26.0,28.0
2023-05-30 17:30:00,,31.6,28.4,30.025,27.15,27.4,"[26.9, 27.4]",1.0,27.0,29.0,1.0,28.5,28.0,28.0,1.0,28.4,28.0,28.0,1.0,31.6,28.0,27.0,1.0,31.6,28.0,29.0
2023-05-30 17:35:00,,31.6,28.5,30.1,26.6,27.5,"[25.7, 27.5]",1.0,28.0,29.0,1.0,28.7,28.0,28.0,1.0,28.5,28.0,28.0,1.0,31.6,27.0,28.0,1.0,31.6,26.0,29.0
2023-05-30 17:40:00,,31.8,28.6,30.225,27.200000000000003,27.6,"[26.8, 27.6]",1.0,28.0,29.0,1.0,28.7,28.0,28.0,1.0,28.6,28.0,28.0,1.0,31.8,28.0,28.0,1.0,31.8,28.0,29.0
2023-05-30 17:45:00,,32.0,28.8,30.425,27.0,27.7,"[26.3, 27.7]",1.0,28.0,29.0,1.0,28.9,28.0,28.0,1.0,28.8,29.0,28.0,1.0,32.0,28.0,28.0,1.0,32.0,27.0,29.0
2023-05-30 17:50:00,,32.0,28.9,30.475,26.9,27.8,"[26.0, 27.8]",1.0,28.0,29.0,1.0,29.0,28.0,28.0,1.0,28.9,29.0,28.0,1.0,32.0,27.0,28.0,1.0,32.0,27.0,29.0
2023-05-30 17:55:00,,32.1,29.1,30.6,27.3,27.9,"[26.7, 27.9]",1.0,28.0,29.0,1.0,29.1,28.0,28.0,1.0,29.1,29.0,28.0,1.0,32.1,28.0,28.0,1.0,32.1,27.0,29.0
2023-05-30 18:10:00,,32.3,29.3,30.8,27.0,27.9,"[26.1, 27.9]",1.0,27.0,28.0,1.0,29.3,27.0,27.0,1.0,29.3,27.0,27.0,1.0,32.3,27.0,27.0,1.0,32.3,27.0,28.0
2023-05-30 18:15:00,,32.3,29.2,30.775,27.35,27.8,"[26.9, 27.8]",1.0,28.0,28.0,1.0,29.3,27.0,27.0,1.0,29.2,28.0,27.0,1.0,32.3,29.0,27.0,1.0,32.3,28.0,28.0
2023-05-30 18:20:00,,32.3,29.1,30.75,26.85,27.7,"[26.0, 27.7]",1.0,27.0,28.0,1.0,29.3,27.0,27.0,1.0,29.1,27.0,27.0,1.0,32.3,27.0,27.0,1.0,32.3,26.0,28.0
2023-05-30 18:25:00,,32.3,29.0,30.725,27.55,27.8,"[27.3, 27.8]",1.0,28.0,28.0,1.0,29.3,28.0,27.0,1.0,29.0,28.0,27.0,1.0,32.3,29.0,27.0,1.0,32.3,28.0,28.0
2023-05-30 18:30:00,,32.3,29.0,30.725,26.85,27.6,"[26.1, 27.6]",1.0,27.0,26.0,1.0,29.3,27.0,25.0,1.0,29.0,27.0,25.0,1.0,32.3,27.0,25.0,1.0,32.3,27.0,26.0
2023-05-30 18:35:00,,32.1,28.8,30.525,26.5,27.4,"[25.6, 27.4]",1.0,25.0,26.0,1.0,29.1,26.0,25.0,1.0,28.8,26.0,25.0,1.0,32.1,27.0,25.0,1.0,32.1,26.0,26.0
2023-05-30 18:40:00,,31.9,28.5,30.3,26.2,27.2,"[25.2, 27.2]",1.0,25.0,26.0,1.0,28.9,26.0,25.0,1.0,28.5,26.0,25.0,1.0,31.9,27.0,25.0,1.0,31.9,25.0,26.0
2023-05-30 18:45:00,,31.8,28.3,30.15,26.0,27.0,"[25.0, 27.0]",1.0,25.0,26.0,1.0,28.7,26.0,25.0,1.0,28.3,25.0,25.0,1.0,31.8,26.0,25.0,1.0,31.8,25.0,26.0
2023-05-30 18:50:00,,31.8,28.0,30.025,25.8,26.9,"[24.7, 26.9]",1.0,25.0,26.0,1.0,28.5,26.0,25.0,1.0,28.0,25.0,25.0,1.0,31.8,26.0,25.0,1.0,31.8,25.0,26.0
2023-05-30 18:55:00,,31.3,27.8,29.675,25.7,26.9,"[24.5, 26.9]",1.0,26.0,26.0,1.0,28.3,26.0,25.0,1.0,27.8,26.0,25.0,1.0,31.3,26.0,25.0,1.0,31.3,25.0,26.0
2023-05-30 19:10:00,,30.8,27.3,29.15,25.45,26.7,"[24.2, 26.7]",1.0,25.0,26.0,1.0,27.7,26.0,25.0,1.0,27.3,25.0,25.0,1.0,30.8,26.0,25.0,1.0,30.8,24.0,26.0
2023-05-30 19:15:00,,30.7,27.2,29.075,25.25,26.7,"[23.8, 26.7]",1.0,26.0,26.0,1.0,27.7,26.0,25.0,1.0,27.2,26.0,25.0,1.0,30.7,25.0,25.0,1.0,30.7,25.0,26.0
2023-05-30 19:20:00,,30.5,27.1,28.9,25.95,26.7,"[25.2, 26.7]",1.0,26.0,27.0,1.0,27.5,26.0,26.0,1.0,27.1,26.0,26.0,1.0,30.5,26.0,26.0,1.0,30.5,25.0,27.0
2023-05-30 19:25:00,,30.6,27.2,28.975,25.700000000000003,26.8,"[24.6, 26.8]",1.0,27.0,27.0,1.0,27.5,26.0,26.0,1.0,27.2,27.0,26.0,1.0,30.6,26.0,26.0,1.0,30.6,26.0,27.0
2023-05-30 19:30:00,,30.7,27.3,29.075000000000003,26.25,26.9,"[25.6, 26.9]",1.0,27.0,27.0,1.0,27.6,27.0,26.0,1.0,27.3,27.0,26.0,1.0,30.7,26.0,26.0,1.0,30.7,26.0,27.0
2023-05-30 19:35:00,,30.7,27.3,29.1,26.55,27.0,"[26.1, 27.0]",1.0,27.0,28.0,1.0,27.7,27.0,27.0,1.0,27.3,27.0,27.0,1.0,30.7,27.0,27.0,1.0,30.7,27.0,28.0
2023-05-30 19:40:00,,30.8,27.5,29.2,26.05,27.1,"[25.0, 27.1]",1.0,27.0,28.0,1.0,27.7,27.0,27.0,1.0,27.5,28.0,27.0,1.0,30.8,26.0,27.0,1.0,30.8,26.0,28.0
2023-05-30 19:45:00,,30.9,28.0,29.475,26.6,27.3,"[25.9, 27.3]",1.0,27.0,28.0,1.0,28.1,28.0,27.0,1.0,28.0,28.0,27.0,1.0,30.9,27.0,27.0,1.0,30.9,27.0,28.0
2023-05-30 19:50:00,,31.2,28.0,29.65,26.25,27.4,"[25.1, 27.4]",1.0,27.0,28.0,1.0,28.2,27.0,27.0,1.0,28.0,28.0,27.0,1.0,31.2,27.0,27.0,1.0,31.2,26.0,28.0
2023-05-30 19:55:00,,31.2,28.2,29.725,26.95,27.4,"[26.5, 27.4]",1.0,27.0,28.0,1.0,28.3,27.0,27.0,1.0,28.2,27.0,27.0,1.0,31.2,28.0,27.0,1.0,31.2,27.0,28.0
2023-05-30 20:10:00,,31.5,28.5,30.025,26.5,27.4,"[25.6, 27.4]",1.0,27.0,28.0,1.0,28.6,27.0,27.0,1.0,28.5,27.0,27.0,1.0,31.5,27.0,27.0,1.0,31.5,26.0,28.0
2023-05-30 20:15:00,,31.5,28.6,30.05,27.0,27.4,"[26.6, 27.4]",1.0,27.0,28.0,1.0,28.6,28.0,27.0,1.0,28.6,28.0,27.0,1.0,31.5,29.0,27.0,1.0,31.5,27.0,28.0
2023-05-30 20:20:00,,31.7,28.6,30.175,26.55,27.5,"[25.6, 27.5]",1.0,27.0,28.0,1.0,28.7,27.0,27.0,1.0,28.6,27.0,27.0,1.0,31.7,27.0,27.0,1.0,31.7,26.0,28.0
2023-05-30 20:25:00,,31.7,28.6,30.175,26.9,27.4,"[26.4, 27.4]",1.0,27.0,28.0,1.0,28.7,27.0,27.0,1.0,28.6,27.0,27.0,1.0,31.7,28.0,27.0,1.0,31.7,27.0,28.0
