time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,2048082_h,3811493_h,3816387_c,3816387_h,3816387_p,3816387_r,3816387_s,3839078_h
2023-06-02 21:35:00,30.0,107.53,29.3,25.4,27.55,28.1,28.1,[28.1],25.4,29.3,,29.3,4.43,26.5,26.0,26.2
2023-06-02 21:40:00,30.0,95.38,29.3,25.4,27.55,28.3,28.3,[28.3],25.4,29.3,,29.3,3.73,28.5,26.0,26.2
2023-06-02 21:45:00,29.9,106.03,29.3,25.0,27.5,27.9,27.9,[27.9],25.0,29.3,,29.3,4.53,26.5,26.0,26.4
2023-06-02 21:50:00,29.9,98.94,29.3,26.9,28.1,28.3,28.3,[28.3],26.9,29.3,,29.3,4.43,28.5,26.0,26.9
2023-06-02 21:55:00,29.9,106.18,29.1,24.9,27.25,27.9,27.9,[27.9],24.9,29.1,,29.1,0.99,26.5,26.0,25.9
2023-06-02 22:00:00,29.8,106.28,29.1,26.1,27.6,27.9,27.9,[27.9],26.1,29.1,,29.1,4.75,27.5,26.0,26.1
2023-06-02 22:05:00,29.8,97.41,30.0,25.0,27.675,27.8,27.8,[27.8],25.0,30.0,,30.0,0.63,26.5,26.0,25.7
2023-06-02 22:10:00,29.8,105.29,30.2,25.7,28.15,27.7,27.7,[27.7],25.7,30.2,,30.2,4.21,27.5,26.0,26.5
2023-06-02 22:15:00,29.8,94.71,29.3,25.7,27.525,28.0,28.0,[28.0],25.7,29.3,,29.3,0.58,27.5,26.0,25.8
2023-06-02 22:20:00,29.7,102.13,29.3,24.7,27.275,27.7,27.7,[27.7],24.7,29.3,,29.3,4.16,26.5,26.0,25.8
2023-06-02 22:25:00,29.7,94.39,29.3,26.4,27.85,28.1,28.1,[28.1],26.4,29.3,,29.3,0.58,28.5,26.0,26.4
2023-06-02 22:30:00,29.7,105.38,29.1,24.8,27.3,27.8,27.8,[27.8],24.8,29.1,,29.1,4.24,26.0,26.0,26.2
2023-06-02 22:35:00,29.6,99.43,29.7,26.6,28.15,27.9,27.9,[27.9],26.6,29.7,,29.7,5.43,28.5,26.0,26.6
2023-06-02 22:40:00,29.6,100.84,28.6,24.5,26.775,27.7,27.7,[27.7],24.5,28.6,,28.6,4.13,26.0,26.0,25.4
2023-06-02 22:45:00,29.6,98.01,29.8,24.5,27.6,27.8,27.8,[27.8],24.5,29.8,,29.8,4.23,27.5,26.0,26.3
2023-06-02 22:50:00,29.6,96.95,28.7,26.2,27.45,27.6,27.6,[27.6],26.2,28.7,,28.7,0.66,26.0,26.0,26.2
2023-06-02 22:55:00,29.6,106.18,29.2,24.4,27.225,28.0,28.0,[28.0],24.4,29.2,,29.2,4.13,27.0,26.0,26.1
2023-06-02 23:00:00,29.5,96.3,28.6,24.9,26.85,27.5,27.5,[27.5],24.9,28.6,,28.6,0.58,27.0,26.0,25.3
2023-06-02 23:05:00,29.5,105.18,29.3,25.0,27.375,27.4,27.4,[27.4],25.0,29.3,,29.3,4.1,26.5,26.0,25.9
2023-06-02 23:10:00,29.5,100.43,29.3,25.6,27.475,27.7,27.7,[27.7],25.6,29.3,,29.3,0.58,28.0,26.0,25.7
2023-06-02 23:15:00,29.4,106.16,28.7,24.8,26.950000000000003,27.9,27.9,[27.9],24.8,28.7,,28.7,4.79,26.5,26.0,25.6
2023-06-02 23:20:00,29.4,96.69,29.3,26.2,27.75,27.8,27.8,[27.8],26.2,29.3,,29.3,4.19,28.5,26.0,26.2
2023-06-02 23:25:00,29.4,100.99,29.3,26.2,27.75,27.6,27.6,[27.6],26.2,29.3,,29.3,4.7,26.0,26.0,26.2
2023-06-02 23:30:00,29.3,96.92,29.2,26.2,27.7,27.9,27.9,[27.9],26.2,29.2,,29.2,4.11,28.0,26.0,26.2
2023-06-02 23:35:00,29.3,96.89,28.6,24.3,26.7,27.4,27.4,[27.4],24.3,28.6,,28.6,0.84,26.0,26.0,25.3
2023-06-02 23:40:00,29.3,97.35,29.2,25.6,27.525,27.7,27.7,[27.7],25.6,29.2,,29.2,4.49,27.0,26.0,26.1
2023-06-02 23:45:00,29.2,95.87,28.6,24.4,26.7,27.3,27.3,[27.3],24.4,28.6,,28.6,0.63,26.5,26.0,25.2
2023-06-02 23:50:00,29.2,97.61,28.6,25.1,27.025,27.8,27.8,[27.8],25.1,28.6,,28.6,4.78,26.5,26.0,25.8
2023-06-02 23:55:00,29.2,100.41,29.3,25.9,27.6,27.8,27.8,[27.8],25.9,29.3,,29.3,0.58,28.0,26.0,25.9
2023-06-03 00:00:00,29.2,97.3,28.4,24.7,26.825,27.4,27.4,[27.4],24.7,28.4,,28.4,4.3,26.5,26.0,25.8
2023-06-03 00:05:00,29.2,99.97,28.4,25.9,27.15,27.8,27.8,[27.8],25.9,28.4,,28.4,0.58,28.0,26.0,25.9
2023-06-03 00:10:00,29.1,91.66,28.4,24.4,26.775,27.4,27.4,[27.4],24.4,28.4,,28.4,4.11,26.0,26.0,25.9
2023-06-03 00:15:00,29.1,105.51,29.4,26.1,27.75,27.8,27.8,[27.8],26.1,29.4,,29.4,4.94,28.0,26.0,26.1
2023-06-03 00:20:00,,,,,,,,,,,,,,,,
2023-06-03 00:25:00,29.0,104.78,28.9,26.1,27.5,27.8,27.8,[27.8],26.1,28.9,,28.9,4.09,27.5,26.0,26.1
2023-06-03 00:30:00,29.0,94.99,28.9,24.8,26.975,27.4,27.4,[27.4],24.8,28.9,,28.9,0.57,27.0,26.0,25.3
2023-06-03 00:35:00,29.0,103.91,29.0,24.8,27.025,27.6,27.6,[27.6],24.8,29.0,,29.0,4.15,26.5,26.0,25.3
2023-06-03 00:40:00,28.9,94.21,28.7,24.6,26.8,27.4,27.4,[27.4],24.6,28.7,,28.7,0.58,27.0,26.0,25.2
2023-06-03 00:45:00,28.9,103.5,28.4,24.7,26.775,27.5,27.5,[27.5],24.7,28.4,,28.4,4.22,26.5,26.0,25.6
2023-06-03 00:50:00,28.9,98.35,29.1,25.3,27.25,27.6,27.6,[27.6],25.3,29.1,,29.1,0.58,27.5,26.0,25.5
2023-06-03 00:55:00,28.9,97.74,29.1,24.4,26.975,27.3,27.3,[27.3],24.4,29.1,,29.1,4.19,26.0,26.0,25.3
2023-06-03 01:00:00,28.8,102.17,28.2,24.4,26.525,27.5,27.5,[27.5],24.4,28.2,,28.2,3.88,28.0,26.0,25.3
2023-06-03 01:05:00,28.8,99.38,28.1,24.0,26.5,27.2,27.2,[27.2],24.0,28.1,,28.1,4.63,26.0,26.0,25.8
2023-06-03 01:10:00,28.8,102.38,29.2,25.9,27.55,27.3,27.3,[27.3],25.9,29.2,,29.2,4.1,27.5,26.0,25.9
2023-06-03 01:15:00,28.7,88.31,28.7,24.0,26.625,26.9,26.9,[26.9],24.0,28.7,,28.7,4.36,26.0,26.0,25.1
2023-06-03 01:20:00,28.7,103.03,28.7,25.3,27.125,27.4,27.4,[27.4],25.3,28.7,,28.7,4.64,27.5,26.0,25.8
2023-06-03 01:25:00,28.7,87.49000000000001,28.9,24.2,26.775,26.9,26.9,[26.9],24.2,28.9,,28.9,0.63,26.0,26.0,25.1
2023-06-03 01:30:00,28.7,102.11,28.9,24.8,27.05,27.3,27.3,[27.3],24.8,28.9,,28.9,4.26,26.5,26.0,25.6
2023-06-03 01:35:00,28.7,86.85,29.1,24.6,27.025,27.1,27.1,[27.1],24.6,29.1,,29.1,0.59,27.0,26.0,25.3
2023-06-03 01:40:00,28.6,102.08,28.8,24.5,26.875,26.9,26.9,[26.9],24.5,28.8,,28.8,4.24,26.0,26.0,25.4
2023-06-03 01:45:00,28.6,90.61,29.3,25.1,27.3,27.3,27.3,[27.3],25.1,29.3,,29.3,0.59,27.5,26.0,25.5
2023-06-03 01:50:00,28.6,98.48,28.4,25.1,26.825000000000003,27.3,27.3,[27.3],25.1,28.4,,28.4,4.65,26.0,26.0,25.4
2023-06-03 01:55:00,28.5,97.81,29.3,25.7,27.5,27.4,27.4,[27.4],25.7,29.3,,29.3,0.58,27.5,26.0,25.7
2023-06-03 02:00:00,28.5,98.01,29.3,25.7,27.5,27.3,27.3,[27.3],25.7,29.3,,29.3,4.16,26.0,26.0,25.7
2023-06-03 02:05:00,28.5,102.29,28.2,24.1,26.45,27.6,27.6,[27.6],24.1,28.2,,28.2,4.43,28.0,26.0,25.3
2023-06-03 02:10:00,28.5,90.41,28.5,24.0,26.7,27.2,27.2,[27.2],24.0,28.5,,28.5,4.83,26.0,26.0,25.8
2023-06-03 02:15:00,28.4,101.31,28.5,25.8,27.175,27.3,27.3,[27.3],25.8,28.5,,28.5,4.73,27.5,26.0,25.9
2023-06-03 02:20:00,28.4,90.3,29.1,23.9,27.0,26.8,26.8,[26.8],23.9,29.1,,29.1,4.36,26.0,26.0,25.9
2023-06-03 02:25:00,28.4,101.52,28.9,25.7,27.35,27.4,27.4,[27.4],25.7,28.9,,28.9,3.97,27.0,26.0,25.9
2023-06-03 02:30:00,28.4,87.57,28.8,24.0,26.675,26.9,26.9,[26.9],24.0,28.8,,28.8,0.9,26.0,26.0,25.1
2023-06-03 02:35:00,28.4,103.04,28.8,24.0,26.675,27.5,27.5,[27.5],24.0,28.8,,28.8,4.76,27.5,26.0,25.1
2023-06-03 02:40:00,28.3,93.57,28.9,25.2,27.2,26.9,26.9,[26.9],25.2,28.9,,28.9,0.58,26.0,26.0,25.8
2023-06-03 02:45:00,28.4,94.99,28.9,24.4,26.85,27.2,27.2,[27.2],24.4,28.9,,28.9,,27.0,26.0,25.2
2023-06-03 02:50:00,28.3,93.59,28.4,24.7,26.75,26.9,26.9,[26.9],24.7,28.4,,28.4,0.64,26.5,26.0,25.5
2023-06-03 02:55:00,28.3,94.32,28.9,24.3,26.825,27.4,27.4,[27.4],24.3,28.9,,28.9,4.13,27.5,26.0,25.2
2023-06-03 03:00:00,28.3,97.97,28.4,25.0,26.875,27.2,27.2,[27.2],25.0,28.4,,28.4,0.59,26.5,26.0,25.7
2023-06-03 03:05:00,28.2,91.52,28.9,24.3,26.825,27.1,27.1,[27.1],24.3,28.9,,28.9,4.24,26.0,26.0,25.2
2023-06-03 03:10:00,28.2,93.79,28.6,24.1,26.65,27.0,27.0,[27.0],24.1,28.6,,28.6,0.59,26.5,26.0,25.3
2023-06-03 03:15:00,28.2,94.61,29.1,24.4,26.975,27.0,27.0,[27.0],24.4,29.1,,29.1,4.23,27.0,26.0,25.3
2023-06-03 03:20:00,28.2,98.05,29.1,24.4,27.0,27.0,27.0,[27.0],24.4,29.1,,29.1,0.59,26.5,26.0,25.4
2023-06-03 03:25:00,28.1,101.22,28.9,24.8,27.1,27.1,27.1,[27.1],24.8,28.9,,28.9,4.21,26.5,26.0,25.8
2023-06-03 03:30:00,28.1,94.44,28.9,24.3,26.85,26.9,26.9,[26.9],24.3,28.9,,28.9,0.59,26.5,26.0,25.3
2023-06-03 03:35:00,28.1,100.9,28.5,24.3,26.65,27.4,27.4,[27.4],24.3,28.5,,28.5,4.2,26.5,26.0,25.3
2023-06-03 03:40:00,28.0,86.14,29.0,24.4,26.925,27.0,27.0,[27.0],24.4,29.0,,29.0,0.59,26.5,26.0,25.3
2023-06-03 03:45:00,27.9,100.91,28.6,24.4,26.875,27.4,27.4,[27.4],24.4,28.6,,28.6,4.16,26.5,26.0,25.9
2023-06-03 03:50:00,27.9,86.88,29.0,24.3,26.9,27.0,27.0,[27.0],24.3,29.0,,29.0,0.59,26.5,26.0,25.3
2023-06-03 03:55:00,27.9,101.19,28.6,25.1,27.025,27.5,27.5,[27.5],25.1,28.6,,28.6,4.25,26.5,26.0,25.8
2023-06-03 04:00:00,27.9,86.61,28.9,24.4,26.85,27.0,27.0,[27.0],24.4,28.9,,28.9,0.59,26.5,26.0,25.2
2023-06-03 04:05:00,27.9,102.15,29.1,26.2,27.65,27.2,27.2,[27.2],26.2,29.1,,29.1,4.23,27.0,26.0,26.2
2023-06-03 04:10:00,27.9,93.48,29.0,26.2,27.6,26.8,26.8,[26.8],26.2,29.0,,29.0,4.18,26.0,26.0,26.2
2023-06-03 04:15:00,27.9,103.36,29.3,26.2,27.75,27.4,27.4,[27.4],26.2,29.3,,29.3,5.23,27.5,26.0,26.2
2023-06-03 04:20:00,27.8,97.01,29.3,24.0,27.2,26.7,26.7,[26.7],24.0,29.3,,29.3,4.07,26.0,26.0,26.2
2023-06-03 04:25:00,27.8,95.77,29.0,26.1,27.55,27.5,27.5,[27.5],26.1,29.0,,29.0,5.15,27.5,26.0,26.1
2023-06-03 04:30:00,27.8,97.13,29.1,23.9,26.85,26.7,26.7,[26.7],23.9,29.1,,29.1,4.13,26.0,26.0,25.3
2023-06-03 04:35:00,27.7,95.43,29.1,25.8,27.5,27.4,27.4,[27.4],25.8,29.1,,29.1,5.06,27.5,26.0,26.0
2023-06-03 04:40:00,27.7,97.45,28.6,23.8,26.55,26.8,26.8,[26.8],23.8,28.6,,28.6,4.12,26.0,26.0,25.2
2023-06-03 04:45:00,27.7,95.26,29.1,23.8,27.0,27.4,27.4,[27.4],23.8,29.1,,29.1,4.05,28.0,26.0,26.0
2023-06-03 04:50:00,27.7,97.68,28.7,24.0,26.675,27.1,27.1,[27.1],24.0,28.7,,28.7,4.28,26.0,26.0,25.3
2023-06-03 04:55:00,27.6,97.29,28.7,25.8,27.25,27.6,27.6,[27.6],25.8,28.7,,28.7,0.59,27.5,26.0,25.8
2023-06-03 05:00:00,27.6,97.86,28.8,24.3,26.950000000000003,27.3,27.3,[27.3],24.3,28.8,,28.8,4.8,26.0,26.0,25.9
2023-06-03 05:05:00,27.6,96.99,29.1,25.5,27.375,27.3,27.3,[27.3],25.5,29.1,,29.1,0.59,27.5,26.0,25.8
2023-06-03 05:10:00,27.5,89.97,29.1,25.5,27.375,27.1,27.1,[27.1],25.5,29.1,,29.1,4.4,26.0,26.0,25.8
2023-06-03 05:15:00,27.5,97.02,28.3,25.2,26.85,27.2,27.2,[27.2],25.2,28.3,,28.3,0.59,27.0,26.0,25.6
2023-06-03 05:20:00,27.5,90.46,28.7,25.2,27.05,27.1,27.1,[27.1],25.2,28.7,,28.7,4.62,26.0,26.0,25.6
2023-06-03 05:25:00,27.5,97.71,29.2,24.8,27.175,26.7,26.7,[26.7],24.8,29.2,,29.2,0.58,27.0,26.0,25.5
2023-06-03 05:30:00,27.5,90.03,28.8,24.9,27.075,27.2,27.2,[27.2],24.9,28.8,,28.8,4.08,26.0,26.0,25.8
2023-06-03 05:35:00,27.4,94.08,28.8,24.3,26.8,26.9,26.9,[26.9],24.3,28.8,,28.8,0.59,26.5,26.0,25.3
2023-06-03 05:40:00,27.4,101.35,28.8,25.5,27.275,27.5,27.5,[27.5],25.5,28.8,,28.8,4.34,27.0,26.0,26.0
2023-06-03 05:45:00,27.4,94.3,29.1,25.5,27.3,26.8,26.8,[26.8],25.5,29.1,,29.1,0.68,26.0,26.0,25.5
2023-06-03 05:50:00,27.4,102.42,29.1,26.2,27.65,27.6,27.6,[27.6],26.2,29.1,,29.1,4.88,27.5,26.0,26.2
2023-06-03 05:55:00,27.4,90.07,28.9,24.2,27.025,26.9,26.9,[26.9],24.2,28.9,,28.9,4.28,26.0,26.0,26.1
2023-06-03 06:00:00,27.4,98.25,29.2,26.2,27.7,27.2,27.2,[27.2],26.2,29.2,,29.2,0.58,27.5,26.0,26.2
2023-06-03 06:05:00,27.4,90.58,28.8,24.8,27.075000000000003,26.8,26.8,[26.8],24.8,28.8,,28.8,4.34,26.0,26.0,25.9
2023-06-03 06:10:00,27.3,97.95,29.3,24.6,27.275,27.0,27.0,[27.0],24.6,29.3,,29.3,0.58,26.5,26.0,25.9
2023-06-03 06:15:00,27.3,95.08,29.3,24.9,27.275,26.7,26.7,[26.7],24.9,29.3,,29.3,4.12,26.5,26.0,25.6
2023-06-03 06:20:00,27.3,95.36,29.0,24.3,26.9,26.8,26.8,[26.8],24.3,29.0,,29.0,0.58,26.5,26.0,25.3
2023-06-03 06:25:00,27.3,101.63,28.9,25.6,27.25,27.5,27.5,[27.5],25.6,28.9,,28.9,3.94,28.0,26.0,25.6
2023-06-03 06:30:00,27.2,94.75,28.8,24.0,26.925,27.0,27.0,[27.0],24.0,28.8,,28.8,0.68,26.0,26.0,26.1
2023-06-03 06:35:00,27.3,98.23,28.8,26.6,27.700000000000003,27.4,27.4,[27.4],26.6,28.8,,28.8,0.58,27.5,26.0,26.6
2023-06-03 06:40:00,27.3,90.41,28.8,24.5,26.95,27.3,27.3,[27.3],24.5,28.8,,28.8,4.09,26.0,26.0,25.7
2023-06-03 06:45:00,27.3,98.38,28.8,25.5,27.2,27.3,27.3,[27.3],25.5,28.8,,28.8,0.58,27.0,26.0,25.7
2023-06-03 06:50:00,27.3,91.54,28.9,24.5,27.0,27.2,27.2,[27.2],24.5,28.9,,28.9,4.05,26.0,26.0,25.7
2023-06-03 06:55:00,27.2,99.26,29.2,25.1,27.275,27.2,27.2,[27.2],25.1,29.2,,29.2,0.58,27.0,26.0,25.6
2023-06-03 07:00:00,27.3,91.68,29.2,25.1,27.275,27.3,27.3,[27.3],25.1,29.2,,29.2,4.17,27.0,26.0,25.6
2023-06-03 07:05:00,27.2,94.44,29.1,24.3,27.0,26.8,26.8,[26.8],24.3,29.1,,29.1,0.67,26.0,26.0,25.5
2023-06-03 07:10:00,27.3,95.07,28.9,25.7,27.4,27.5,27.5,[27.5],25.7,28.9,,28.9,3.97,27.0,26.0,26.1
2023-06-03 07:15:00,27.2,95.04,28.9,24.0,26.75,26.9,26.9,[26.9],24.0,28.9,,28.9,0.66,25.5,26.0,25.2
2023-06-03 07:20:00,27.2,103.01,28.8,25.5,27.15,27.5,27.5,[27.5],25.5,28.8,,28.8,4.36,27.0,26.0,25.5
2023-06-03 07:25:00,27.2,98.1,28.8,24.0,26.725,26.9,26.9,[26.9],24.0,28.8,,28.8,4.05,26.0,26.0,25.3
2023-06-03 07:30:00,27.2,102.38,29.1,26.0,27.55,27.3,27.3,[27.3],26.0,29.1,,29.1,3.71,28.0,26.0,26.0
2023-06-03 07:35:00,27.2,91.75,29.1,26.0,27.55,26.6,26.6,[26.6],26.0,29.1,,29.1,4.59,26.0,26.0,26.0
2023-06-03 07:40:00,27.2,97.9,29.1,24.1,26.925000000000004,27.5,27.5,[27.5],24.1,29.1,,29.1,0.58,27.5,26.0,25.4
2023-06-03 07:45:00,27.2,91.11,28.6,24.3,26.775,27.0,27.0,[27.0],24.3,28.6,,28.6,4.49,26.0,26.0,25.6
2023-06-03 07:50:00,27.2,98.27,29.3,24.3,27.15,26.8,26.8,[26.8],24.3,29.3,,29.3,0.58,27.0,26.0,25.7
2023-06-03 07:55:00,27.2,91.94,28.4,24.7,26.8,27.3,27.3,[27.3],24.7,28.4,,28.4,4.57,26.0,26.0,25.7
2023-06-03 08:00:00,27.3,98.65,29.2,24.8,27.225,27.0,27.0,[27.0],24.8,29.2,,29.2,0.58,26.5,26.0,25.7
2023-06-03 08:05:00,27.2,95.32,29.1,25.8,27.45,27.2,27.2,[27.2],25.8,29.1,,29.1,3.86,27.0,26.0,25.8
2023-06-03 08:10:00,27.2,95.36,29.1,24.1,26.9,26.7,26.7,[26.7],24.1,29.1,,29.1,0.8,26.0,26.0,25.3
2023-06-03 08:15:00,27.2,101.23,28.9,25.7,27.375,27.5,27.5,[27.5],25.7,28.9,,28.9,3.88,27.0,26.0,26.0
2023-06-03 08:20:00,27.2,95.81,28.8,25.7,27.25,26.7,26.7,[26.7],25.7,28.8,,28.8,0.66,26.0,26.0,25.7
2023-06-03 08:25:00,27.2,102.16,29.1,26.0,27.55,27.4,27.4,[27.4],26.0,29.1,,29.1,5.4,27.5,26.0,26.0
2023-06-03 08:30:00,27.2,91.81,28.7,24.0,26.65,26.8,26.8,[26.8],24.0,28.7,,28.7,4.04,26.0,26.0,25.2
2023-06-03 08:35:00,27.2,99.42,29.2,26.2,27.7,27.2,27.2,[27.2],26.2,29.2,,29.2,0.59,27.5,26.0,26.2
2023-06-03 08:40:00,27.3,91.57,29.2,24.2,27.15,26.8,26.8,[26.8],24.2,29.2,,29.2,4.28,26.0,26.0,26.0
2023-06-03 08:45:00,27.2,99.06,28.8,24.2,26.95,27.3,27.3,[27.3],24.2,28.8,,28.8,0.58,27.5,26.0,26.0
2023-06-03 08:50:00,27.2,92.0,28.8,24.3,26.875,27.0,27.0,[27.0],24.3,28.8,,28.8,4.66,26.0,26.0,25.6
2023-06-03 08:55:00,27.2,99.27,29.3,25.4,27.425,27.1,27.1,[27.1],25.4,29.3,,29.3,0.58,27.0,26.0,25.7
2023-06-03 09:00:00,27.2,98.92000000000002,28.4,25.4,26.95,26.7,26.7,[26.7],25.4,28.4,,28.4,4.26,26.0,26.0,25.6
2023-06-03 09:05:00,27.1,99.79,28.4,25.2,26.9,26.9,26.9,[26.9],25.2,28.4,,28.4,0.58,27.5,26.0,25.6
2023-06-03 09:10:00,26.9,102.26,28.2,24.8,26.700000000000003,27.1,27.1,[27.1],24.8,28.2,,28.2,4.26,26.0,26.0,25.6
2023-06-03 09:15:00,26.8,87.86000000000001,28.9,24.8,27.075,26.8,26.8,[26.8],24.8,28.9,,28.9,0.57,27.0,26.0,25.7
2023-06-03 09:20:00,27.0,102.86,28.0,25.1,26.775,27.3,27.3,[27.3],25.1,28.0,,28.0,4.05,26.5,26.0,26.0
2023-06-03 09:25:00,27.2,87.93,28.6,25.1,27.075000000000003,26.9,26.9,[26.9],25.1,28.6,,28.6,0.57,26.5,26.0,26.0
2023-06-03 09:30:00,27.2,102.57,28.6,25.7,27.25,27.0,27.0,[27.0],25.7,28.6,,28.6,4.28,27.0,26.0,26.1
2023-06-03 09:35:00,27.3,96.33,28.8,24.6,26.9,26.7,26.7,[26.7],24.6,28.8,,28.8,0.58,26.5,26.0,25.4
2023-06-03 09:40:00,27.3,103.62,28.3,24.6,26.825000000000003,27.3,27.3,[27.3],24.6,28.3,,28.3,3.97,27.0,26.0,26.1
2023-06-03 09:45:00,27.3,95.75,28.5,25.7,27.1,26.7,26.7,[26.7],25.7,28.5,,28.5,0.67,26.0,26.0,25.7
2023-06-03 09:50:00,27.4,103.94,28.5,25.8,27.225,27.4,27.4,[27.4],25.8,28.5,,28.5,4.07,27.0,26.0,26.1
2023-06-03 09:55:00,27.4,95.53,28.1,24.1,26.4,26.6,26.6,[26.6],24.1,28.1,,28.1,0.66,26.0,26.0,25.3
2023-06-03 10:00:00,27.5,95.65,28.6,25.8,27.275,27.3,27.3,[27.3],25.8,28.6,,28.6,3.97,27.0,26.0,26.1
2023-06-03 10:05:00,27.6,95.87,27.7,25.8,26.75,26.6,26.6,[26.6],25.8,27.7,,27.7,0.65,25.5,26.0,25.8
2023-06-03 10:10:00,27.7,95.25,27.7,24.1,26.4,27.0,27.0,[27.0],24.1,27.7,,27.7,4.07,27.0,26.0,26.1
2023-06-03 10:15:00,27.7,95.84,28.7,24.4,26.775,26.6,26.6,[26.6],24.4,28.7,,28.7,0.63,26.0,26.0,25.3
2023-06-03 10:20:00,27.8,95.9,28.2,24.4,26.525,27.3,27.3,[27.3],24.4,28.2,,28.2,4.17,27.0,26.0,25.3
2023-06-03 10:25:00,27.8,95.4,28.3,24.2,26.525,26.7,26.7,[26.7],24.2,28.3,,28.3,0.66,26.0,26.0,25.3
2023-06-03 10:30:00,27.8,105.31,28.3,25.6,27.05,27.4,27.4,[27.4],25.6,28.3,,28.3,4.23,27.0,26.0,26.0
2023-06-03 10:35:00,27.8,96.74,28.4,24.3,26.575,26.6,26.6,[26.6],24.3,28.4,,28.4,0.65,26.0,26.0,25.2
2023-06-03 10:40:00,27.8,103.17,28.2,25.5,26.975,27.4,27.4,[27.4],25.5,28.2,,28.2,4.41,26.5,26.0,26.0
2023-06-03 10:45:00,27.9,88.42,28.6,25.5,27.05,26.8,26.8,[26.8],25.5,28.6,,28.6,0.59,26.5,26.0,25.5
2023-06-03 10:50:00,27.8,103.74,28.6,24.6,26.775,27.0,27.0,[27.0],24.6,28.6,,28.6,4.28,26.5,26.0,25.3
2023-06-03 10:55:00,27.9,88.77000000000001,28.5,25.2,26.9,26.9,26.9,[26.9],25.2,28.5,,28.5,0.58,26.0,26.0,25.4
2023-06-03 11:00:00,27.9,104.28,28.5,24.7,26.85,27.2,27.2,[27.2],24.7,28.5,,28.5,4.45,26.5,26.0,25.7
2023-06-03 11:05:00,28.0,100.07,28.9,25.0,27.125,26.9,26.9,[26.9],25.0,28.9,,28.9,0.58,27.5,26.0,25.7
2023-06-03 11:10:00,28.1,104.19,28.2,25.8,27.0,26.8,26.8,[26.8],25.8,28.2,,28.2,4.64,26.0,26.0,25.8
2023-06-03 11:15:00,28.1,93.54,28.2,25.2,26.8,27.0,27.0,[27.0],25.2,28.2,,28.2,0.58,27.0,26.0,25.6
2023-06-03 11:20:00,28.1,104.65,27.9,25.2,26.7,27.1,27.1,[27.1],25.2,27.9,,27.9,4.28,26.5,26.0,25.8
2023-06-03 11:25:00,28.2,99.91,28.9,25.5,27.25,27.1,27.1,[27.1],25.5,28.9,,28.9,0.57,27.5,26.0,25.7
2023-06-03 11:30:00,28.2,101.51,27.6,25.5,26.55,27.1,27.1,[27.1],25.5,27.6,,27.6,4.18,26.0,26.0,25.5
2023-06-03 11:35:00,28.3,100.77,29.0,26.4,27.700000000000003,26.9,26.9,[26.9],26.4,29.0,,29.0,0.58,26.0,26.0,26.4
2023-06-03 11:40:00,28.3,96.67000000000002,27.7,24.7,26.45,27.0,27.0,[27.0],24.7,27.7,,27.7,4.16,26.0,26.0,25.7
2023-06-03 11:45:00,28.3,105.7,28.8,26.1,27.450000000000003,27.2,27.2,[27.2],26.1,28.8,,28.8,4.9,28.0,26.0,26.1
2023-06-03 11:50:00,28.3,93.58,28.8,24.4,27.0,26.7,26.7,[26.7],24.4,28.8,,28.8,4.25,26.0,26.0,26.0
2023-06-03 11:55:00,28.3,105.25,28.7,24.4,26.775,27.1,27.1,[27.1],24.4,28.7,,28.7,3.97,27.5,26.0,25.3
2023-06-03 12:00:00,28.2,90.12,27.6,24.3,26.375,26.7,26.7,[26.7],24.3,27.6,,27.6,0.72,26.0,26.0,26.0
2023-06-03 12:05:00,28.2,105.53,27.6,24.3,26.2,27.2,27.2,[27.2],24.3,27.6,,27.6,4.17,27.0,26.0,25.3
2023-06-03 12:10:00,28.2,95.58,27.9,24.7,26.6,26.6,26.6,[26.6],24.7,27.9,,27.9,0.57,26.5,26.0,25.9
2023-06-03 12:15:00,28.1,105.48,27.9,25.2,26.7,27.0,27.0,[27.0],25.2,27.9,,27.9,4.47,26.5,26.0,25.8
2023-06-03 12:20:00,28.2,96.03,28.3,25.3,26.85,27.1,27.1,[27.1],25.3,28.3,,28.3,0.58,27.0,26.0,25.5
2023-06-03 12:25:00,28.3,98.21,27.8,25.0,26.575,27.0,27.0,[27.0],25.0,27.8,,27.8,4.58,26.0,26.0,25.7
2023-06-03 12:30:00,28.3,104.31,27.8,26.0,26.9,27.1,27.1,[27.1],26.0,27.8,,27.8,0.59,28.0,26.0,26.0
2023-06-03 12:35:00,28.3,97.8,27.9,24.6,26.5,27.1,27.1,[27.1],24.6,27.9,,27.9,4.51,26.0,26.0,25.6
2023-06-03 12:40:00,28.4,105.6,28.9,26.3,27.6,27.3,27.3,[27.3],26.3,28.9,,28.9,4.6,28.0,26.0,26.3
2023-06-03 12:45:00,28.4,101.2,27.9,24.6,26.450000000000003,26.8,26.8,[26.8],24.6,27.9,,27.9,4.21,26.0,26.0,25.4
2023-06-03 12:50:00,28.6,,27.9,24.6,26.450000000000003,27.3,27.3,[27.3],24.6,27.9,,27.9,4.05,27.5,26.0,25.4
2023-06-03 12:55:00,28.5,95.64,27.9,24.5,26.4,26.8,26.8,[26.8],24.5,27.9,,27.9,0.66,26.0,26.0,25.3
