time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,2048082_h,3811493_h,3816387_c,3816387_h,3816387_p,3816387_r,3816387_s,3839078_h
2023-06-01 05:50:00,26.8,98.13,29.4,26.3,27.85,27.2,27.2,[27.2],26.3,29.4,,29.4,0.58,27.5,26.0,26.3
2023-06-01 05:55:00,26.8,89.99000000000001,29.4,24.3,27.175,26.9,26.9,[26.9],24.3,29.4,,29.4,4.1,26.0,26.0,25.6
2023-06-01 06:00:00,26.8,98.11,29.3,25.6,27.450000000000003,26.9,26.9,[26.9],25.6,29.3,,29.3,0.58,27.0,26.0,25.6
2023-06-01 06:05:00,26.7,101.59,29.3,26.0,27.75,27.2,27.2,[27.2],26.0,29.3,,29.3,3.97,27.0,26.0,26.4
2023-06-01 06:10:00,26.8,94.98,29.2,26.0,27.700000000000003,26.6,26.6,[26.6],26.0,29.2,,29.2,0.81,26.0,26.0,26.4
2023-06-01 06:15:00,26.7,102.86,29.3,26.0,27.7,27.1,27.1,[27.1],26.0,29.3,,29.3,4.94,27.5,26.0,26.2
2023-06-01 06:20:00,26.7,90.18,29.0,24.0,26.85,26.7,26.7,[26.7],24.0,29.0,,29.0,4.13,26.0,26.0,25.4
2023-06-01 06:25:00,26.7,98.41,29.0,26.3,27.65,26.8,26.8,[26.8],26.3,29.0,,29.0,0.58,27.5,26.0,26.3
2023-06-01 06:30:00,26.7,91.56,29.0,24.7,27.175,27.0,27.0,[27.0],24.7,29.0,,29.0,4.39,26.0,26.0,26.0
2023-06-01 06:35:00,26.6,98.3,29.3,24.8,27.3,26.6,26.6,[26.6],24.8,29.3,,29.3,0.58,26.5,26.0,25.8
2023-06-01 06:40:00,26.7,95.2,28.6,24.9,26.975,27.1,27.1,[27.1],24.9,28.6,,28.6,4.1,26.0,26.0,25.8
2023-06-01 06:45:00,26.7,94.63,29.1,24.4,27.0,26.5,26.5,[26.5],24.4,29.1,,29.1,0.58,26.5,26.0,25.4
2023-06-01 06:50:00,26.6,95.86,29.0,25.8,27.475,27.0,27.0,[27.0],25.8,29.0,,29.0,4.03,27.0,26.0,26.1
2023-06-01 06:55:00,26.6,95.15,29.0,24.0,26.825,26.4,26.4,[26.4],24.0,29.0,,29.0,3.62,25.5,26.0,25.3
2023-06-01 07:00:00,26.5,100.87,29.2,26.1,27.65,27.1,27.1,[27.1],26.1,29.2,,29.2,0.57,27.5,26.0,26.1
2023-06-01 07:05:00,26.6,91.93,29.2,24.1,27.125,26.6,26.6,[26.6],24.1,29.2,,29.2,4.48,26.0,26.0,26.0
2023-06-01 07:10:00,26.5,99.73,29.2,26.0,27.6,26.7,26.7,[26.7],26.0,29.2,,29.2,0.58,27.0,26.0,26.0
2023-06-01 07:15:00,26.6,92.0,28.8,24.7,27.0,26.9,26.9,[26.9],24.7,28.8,,28.8,4.38,26.0,26.0,25.7
2023-06-01 07:20:00,26.5,98.75,28.8,24.9,27.0,26.3,26.3,[26.3],24.9,28.8,,28.8,0.58,26.5,26.0,25.5
2023-06-01 07:25:00,26.6,95.24,29.0,25.3,27.325,27.0,27.0,[27.0],25.3,29.0,,29.0,4.42,26.5,26.0,26.0
2023-06-01 07:30:00,26.6,95.19,29.0,25.3,27.325,26.5,26.5,[26.5],25.3,29.0,,29.0,0.63,26.0,26.0,26.0
2023-06-01 07:35:00,26.5,92.14,29.5,26.7,28.1,27.0,27.0,[27.0],26.7,29.5,,29.5,0.58,27.5,26.0,26.7
2023-06-01 07:40:00,26.5,98.74,29.5,25.1,27.55,27.0,27.0,[27.0],25.1,29.5,,29.5,4.37,26.0,26.0,26.1
2023-06-01 07:45:00,26.5,91.32,29.5,24.8,27.375,26.7,26.7,[26.7],24.8,29.5,,29.5,0.58,26.5,26.0,25.7
2023-06-01 07:50:00,26.5,103.42,28.9,25.2,27.25,27.1,27.1,[27.1],25.2,28.9,,28.9,4.3,26.5,26.0,26.0
2023-06-01 07:55:00,26.5,88.00999999999999,29.2,24.4,27.05,26.6,26.6,[26.6],24.4,29.2,,29.2,0.58,26.0,26.0,25.4
2023-06-01 08:00:00,26.5,103.97,28.9,25.4,27.3,27.2,27.2,[27.2],25.4,28.9,,28.9,4.84,26.5,26.0,26.0
2023-06-01 08:05:00,26.5,98.39,29.0,25.4,27.200000000000003,26.5,26.5,[26.5],25.4,29.0,,29.0,4.15,25.5,26.0,25.4
2023-06-01 08:10:00,26.4,99.99,29.2,26.2,27.7,27.0,27.0,[27.0],26.2,29.2,,29.2,0.58,27.5,26.0,26.2
2023-06-01 08:15:00,26.4,98.85,28.5,24.3,26.7,26.8,26.8,[26.8],24.3,28.5,,28.5,4.3,26.0,26.0,25.5
2023-06-01 08:20:00,26.4,92.42,29.3,25.2,27.35,26.8,26.8,[26.8],25.2,29.3,,29.3,0.58,27.0,26.0,25.6
2023-06-01 08:25:00,26.4,104.87,29.3,26.9,28.1,27.1,27.1,[27.1],26.9,29.3,,29.3,4.89,27.5,26.0,26.9
2023-06-01 08:30:00,26.5,91.66,29.2,24.3,27.075000000000003,26.5,26.5,[26.5],24.3,29.2,,29.2,4.08,26.0,26.0,25.6
2023-06-01 08:35:00,26.5,99.35,29.2,26.6,27.9,26.9,26.9,[26.9],26.6,29.2,,29.2,0.58,27.5,26.0,26.6
2023-06-01 08:40:00,26.5,92.57,29.1,24.5,27.075000000000003,27.0,27.0,[27.0],24.5,29.1,,29.1,4.68,26.0,26.0,25.6
2023-06-01 08:45:00,26.4,100.87,29.5,25.4,27.55,26.8,26.8,[26.8],25.4,29.5,,29.5,0.58,27.5,26.0,25.8
2023-06-01 08:50:00,26.5,99.0,28.5,24.7,26.85,27.0,27.0,[27.0],24.7,28.5,,28.5,4.29,26.0,26.0,25.7
2023-06-01 08:55:00,26.4,100.03,28.5,24.7,26.85,26.5,26.5,[26.5],24.7,28.5,,28.5,0.57,26.5,26.0,25.7
2023-06-01 09:00:00,26.5,104.04,28.9,25.3,27.275,27.1,27.1,[27.1],25.3,28.9,,28.9,4.6,26.5,26.0,26.0
2023-06-01 09:05:00,26.4,88.95,29.2,25.3,27.275,26.5,26.5,[26.5],25.3,29.2,,29.2,0.63,26.0,26.0,25.4
2023-06-01 09:10:00,26.4,101.95,29.2,24.3,27.225,27.3,27.3,[27.3],24.3,29.2,,29.2,0.57,27.5,26.0,26.2
2023-06-01 09:15:00,26.4,92.06,29.2,26.4,27.8,26.8,26.8,[26.8],26.4,29.2,,29.2,4.11,26.0,26.0,26.4
2023-06-01 09:20:00,26.5,99.88,29.2,24.3,27.075000000000003,27.1,27.1,[27.1],24.3,29.2,,29.2,0.57,27.5,26.0,25.6
2023-06-01 09:25:00,26.4,93.39,28.9,24.4,26.95,26.9,26.9,[26.9],24.4,28.9,,28.9,4.18,26.0,26.0,25.6
2023-06-01 09:30:00,26.4,99.63,28.9,25.1,27.15,26.8,26.8,[26.8],25.1,28.9,,28.9,0.57,27.0,26.0,25.7
2023-06-01 09:35:00,26.4,98.94,28.5,24.6,26.8,27.0,27.0,[27.0],24.6,28.5,,28.5,4.16,26.0,26.0,25.6
2023-06-01 09:40:00,26.4,99.6,29.3,24.6,27.175,26.7,26.7,[26.7],24.6,29.3,,29.3,0.57,27.0,26.0,25.5
2023-06-01 09:45:00,26.4,99.87,29.5,24.8,27.525,27.0,27.0,[27.0],24.8,29.5,,29.5,0.57,27.5,26.0,26.3
2023-06-01 09:50:00,26.4,91.75,29.2,24.5,27.175,26.9,26.9,[26.9],24.5,29.2,,29.2,4.56,26.0,26.0,25.8
2023-06-01 09:55:00,26.4,99.64,29.5,24.5,27.35,27.1,27.1,[27.1],24.5,29.5,,29.5,0.57,27.5,26.0,25.9
2023-06-01 10:00:00,26.4,91.83,29.5,24.4,27.25,26.8,26.8,[26.8],24.4,29.5,,29.5,4.16,26.0,26.0,25.6
2023-06-01 10:05:00,26.4,99.59,29.3,25.1,27.3,26.8,26.8,[26.8],25.1,29.3,,29.3,0.56,27.0,26.0,25.5
2023-06-01 10:10:00,26.5,96.87,29.5,25.1,27.6,27.0,27.0,[27.0],25.1,29.5,,29.5,4.17,27.5,26.0,26.3
2023-06-01 10:15:00,26.4,99.24,29.2,24.3,27.075000000000003,26.4,26.4,[26.4],24.3,29.2,,29.2,4.23,26.0,26.0,25.6
2023-06-01 10:20:00,26.5,104.64,29.4,26.2,27.8,27.2,27.2,[27.2],26.2,29.4,,29.4,4.18,28.0,26.0,26.2
2023-06-01 10:25:00,26.5,99.74,29.4,24.1,27.075000000000003,26.7,26.7,[26.7],24.1,29.4,,29.4,4.16,26.0,26.0,25.4
2023-06-01 10:30:00,26.5,99.08,29.4,26.0,27.7,27.1,27.1,[27.1],26.0,29.4,,29.4,0.57,27.5,26.0,26.0
2023-06-01 10:35:00,26.4,92.15,28.8,24.3,26.85,26.8,26.8,[26.8],24.3,28.8,,28.8,4.32,26.0,26.0,25.5
2023-06-01 10:40:00,26.4,99.07,29.4,24.3,27.225,26.7,26.7,[26.7],24.3,29.4,,29.4,0.56,27.0,26.0,25.8
2023-06-01 10:45:00,26.5,96.36,29.4,25.5,27.55,26.9,26.9,[26.9],25.5,29.4,,29.4,4.17,26.0,26.0,25.9
2023-06-01 10:50:00,26.4,97.0,28.9,24.5,27.05,26.5,26.5,[26.5],24.5,28.9,,28.9,0.57,26.5,26.0,25.9
2023-06-01 10:55:00,26.4,96.98,29.1,25.3,27.35,27.1,27.1,[27.1],25.3,29.1,,29.1,4.27,26.5,26.0,25.9
2023-06-01 11:00:00,26.3,96.93,29.0,25.3,27.15,27.1,27.1,[27.1],25.3,29.0,,29.0,0.57,26.5,26.0,25.3
2023-06-01 11:05:00,26.3,105.26,29.0,24.4,27.075000000000003,27.5,27.5,[27.5],24.4,29.0,,29.0,4.04,27.0,26.0,25.9
2023-06-01 11:10:00,,,,,,,,,,,,,,,,
2023-06-01 11:15:00,,,,,,,,,,,,,,,,
2023-06-01 11:20:00,26.5,,,,,,,,,,,,,,,
2023-06-01 11:25:00,26.5,104.65,28.3,24.1,26.5,26.1,26.1,[26.1],24.1,28.3,,28.3,4.39,26.0,26.0,25.3
2023-06-01 11:30:00,26.6,90.03999999999999,28.9,24.7,26.95,26.3,26.3,[26.3],24.7,28.9,,28.9,0.57,26.5,26.0,25.3
2023-06-01 11:35:00,26.7,105.27,28.9,24.7,26.9,25.8,25.8,[25.8],24.7,28.9,,28.9,4.16,25.5,26.0,25.1
2023-06-01 11:40:00,26.7,94.52,27.9,25.1,26.55,26.4,26.4,[26.4],25.1,27.9,,27.9,0.57,27.0,26.0,25.3
2023-06-01 11:45:00,26.8,106.05,28.6,25.3,27.1,27.1,27.1,[27.1],25.3,28.6,,28.6,4.6,26.5,26.0,25.9
2023-06-01 11:50:00,26.9,97.34,28.6,24.5,26.775,26.7,26.7,[26.7],24.5,28.6,,28.6,0.62,26.0,26.0,25.4
2023-06-01 11:55:00,26.8,106.47,28.9,25.7,27.4,27.1,27.1,[27.1],25.7,28.9,,28.9,3.98,27.0,26.0,26.1
2023-06-01 12:00:00,26.9,97.26,28.9,24.1,27.0,26.4,26.4,[26.4],24.1,28.9,,28.9,0.85,26.0,26.0,26.1
2023-06-01 12:05:00,26.9,99.29,28.7,26.1,27.4,27.3,27.3,[27.3],26.1,28.7,,28.7,5.3,27.5,26.0,26.1
2023-06-01 12:10:00,26.9,100.86,28.5,26.1,27.3,26.5,26.5,[26.5],26.1,28.5,,28.5,4.17,26.0,26.0,26.1
2023-06-01 12:15:00,26.9,97.69,28.5,24.1,26.575,27.3,27.3,[27.3],24.1,28.5,,28.5,4.29,27.5,26.0,25.2
2023-06-01 12:20:00,26.9,101.5,29.2,24.3,26.975,26.7,26.7,[26.7],24.3,29.2,,29.2,4.3,25.5,26.0,25.2
2023-06-01 12:25:00,26.8,93.77,29.3,26.0,27.65,27.1,27.1,[27.1],26.0,29.3,,29.3,0.56,27.5,26.0,26.0
2023-06-01 12:30:00,26.9,101.63,29.3,24.4,27.1,26.8,26.8,[26.8],24.4,29.3,,29.3,4.13,26.0,26.0,25.4
2023-06-01 12:35:00,26.9,100.8,28.4,24.4,26.75,27.2,27.2,[27.2],24.4,28.4,,28.4,0.56,27.5,26.0,25.8
2023-06-01 12:40:00,26.8,100.73,28.2,24.4,26.55,26.7,26.7,[26.7],24.4,28.2,,28.2,4.61,26.0,26.0,25.4
2023-06-01 12:45:00,26.8,99.97,29.2,25.7,27.45,26.7,26.7,[26.7],25.7,29.2,,29.2,0.57,27.5,26.0,25.7
2023-06-01 12:50:00,26.9,93.42,29.2,24.6,27.125,26.7,26.7,[26.7],24.6,29.2,,29.2,4.55,26.0,26.0,25.5
2023-06-01 12:55:00,27.0,100.86,29.3,24.6,27.225,26.7,26.7,[26.7],24.6,29.3,,29.3,0.57,27.5,26.0,25.7
2023-06-01 13:00:00,26.8,98.25,28.4,24.6,26.725,26.9,26.9,[26.9],24.6,28.4,,28.4,4.64,26.0,26.0,25.5
2023-06-01 13:05:00,26.9,100.66,28.4,24.6,26.725,26.9,26.9,[26.9],24.6,28.4,,28.4,0.58,27.0,26.0,25.5
2023-06-01 13:10:00,26.8,93.25,28.7,24.4,26.85,26.6,26.6,[26.6],24.4,28.7,,28.7,4.67,26.0,26.0,25.6
2023-06-01 13:15:00,26.9,100.74,29.3,25.4,27.425,26.7,26.7,[26.7],25.4,29.3,,29.3,0.57,27.5,26.0,25.7
2023-06-01 13:20:00,26.9,104.36,29.3,24.6,27.175,26.8,26.8,[26.8],24.6,29.3,,29.3,4.54,26.0,26.0,25.5
2023-06-01 13:25:00,26.9,101.19,28.5,25.3,26.95,26.7,26.7,[26.7],25.3,28.5,,28.5,0.58,27.0,26.0,25.5
2023-06-01 13:30:00,26.8,103.73,28.5,25.3,26.975,27.0,27.0,[27.0],25.3,28.5,,28.5,4.18,26.0,26.0,25.6
2023-06-01 13:35:00,26.8,92.08,29.2,25.2,27.275,26.7,26.7,[26.7],25.2,29.2,,29.2,0.58,27.0,26.0,25.5
2023-06-01 13:40:00,26.8,104.21,28.5,24.7,26.825000000000003,27.0,27.0,[27.0],24.7,28.5,,28.5,4.24,26.0,26.0,25.6
2023-06-01 13:45:00,26.7,92.58,29.1,24.7,27.125,27.0,27.0,[27.0],24.7,29.1,,29.1,0.57,27.5,26.0,25.6
2023-06-01 13:50:00,26.6,104.06,28.4,25.3,26.925,26.9,26.9,[26.9],25.3,28.4,,28.4,4.29,26.0,26.0,25.6
2023-06-01 13:55:00,26.6,93.41,29.1,25.1,27.200000000000003,26.9,26.9,[26.9],25.1,29.1,,29.1,0.57,27.0,26.0,25.5
2023-06-01 14:00:00,26.6,104.31,28.2,24.8,26.700000000000003,27.1,27.1,[27.1],24.8,28.2,,28.2,4.16,26.0,26.0,25.6
2023-06-01 14:05:00,26.6,99.91,28.2,24.8,26.700000000000003,27.0,27.0,[27.0],24.8,28.2,,28.2,0.58,27.5,26.0,25.6
2023-06-01 14:10:00,26.7,103.99,28.4,25.3,26.925,27.0,27.0,[27.0],25.3,28.4,,28.4,4.14,26.0,26.0,25.6
2023-06-01 14:15:00,26.8,95.81,29.0,25.0,27.1,27.1,27.1,[27.1],25.0,29.0,,29.0,0.58,27.0,26.0,25.4
2023-06-01 14:20:00,26.8,96.34,28.5,24.5,26.725,26.8,26.8,[26.8],24.5,28.5,,28.5,4.29,26.0,26.0,25.4
2023-06-01 14:25:00,26.8,99.25,29.2,25.0,27.200000000000003,26.8,26.8,[26.8],25.0,29.2,,29.2,0.58,27.0,26.0,25.4
2023-06-01 14:30:00,26.8,92.01,28.4,25.0,26.8,27.0,27.0,[27.0],25.0,28.4,,28.4,4.14,26.0,26.0,25.4
2023-06-01 14:35:00,26.9,99.27,29.3,25.1,27.275,27.1,27.1,[27.1],25.1,29.3,,29.3,0.58,27.0,26.0,25.4
2023-06-01 14:40:00,26.9,92.62,28.4,25.1,26.85,26.9,26.9,[26.9],25.1,28.4,,28.4,4.12,26.0,26.0,25.5
2023-06-01 14:45:00,26.9,99.98,29.2,25.2,27.3,27.1,27.1,[27.1],25.2,29.2,,29.2,0.58,27.0,26.0,25.6
2023-06-01 14:50:00,26.9,104.15,28.7,25.2,27.0,26.8,26.8,[26.8],25.2,28.7,,28.7,4.27,26.0,26.0,25.4
2023-06-01 14:55:00,26.9,100.57,29.3,25.2,27.35,27.0,27.0,[27.0],25.2,29.3,,29.3,0.57,27.5,26.0,25.6
2023-06-01 15:00:00,26.9,99.7,29.3,24.5,27.15,26.8,26.8,[26.8],24.5,29.3,,29.3,4.33,26.0,26.0,25.5
2023-06-01 15:05:00,26.9,92.41,29.4,25.2,27.425,26.9,26.9,[26.9],25.2,29.4,,29.4,0.58,27.5,26.0,25.7
2023-06-01 15:10:00,26.9,,28.7,24.6,26.925,26.8,26.8,[26.8],24.6,28.7,,28.7,4.21,26.0,26.0,25.7
2023-06-01 15:15:00,26.9,92.22,29.4,25.3,27.45,26.9,26.9,[26.9],25.3,29.4,,29.4,0.58,27.0,26.0,25.7
2023-06-01 15:20:00,26.9,99.72,28.7,24.6,26.925,27.0,27.0,[27.0],24.6,28.7,,28.7,4.18,26.0,26.0,25.7
2023-06-01 15:25:00,26.9,93.27,29.4,25.2,27.4,27.1,27.1,[27.1],25.2,29.4,,29.4,0.58,27.0,26.0,25.6
2023-06-01 15:30:00,26.9,99.75,28.6,24.4,26.8,26.5,26.5,[26.5],24.4,28.6,,28.6,4.16,26.0,26.0,25.6
2023-06-01 15:35:00,26.9,99.49,28.6,24.4,26.8,26.8,26.8,[26.8],24.4,28.6,,28.6,0.58,27.0,26.0,25.6
2023-06-01 15:40:00,27.0,104.53,28.5,24.6,26.8,27.0,27.0,[27.0],24.6,28.5,,28.5,4.18,26.0,26.0,25.6
2023-06-01 15:45:00,27.0,100.99,29.2,25.0,27.225,26.9,26.9,[26.9],25.0,29.2,,29.2,0.58,27.0,26.0,25.5
2023-06-01 15:50:00,27.1,97.34,28.6,24.7,26.875,26.8,26.8,[26.8],24.7,28.6,,28.6,4.26,26.0,26.0,25.6
2023-06-01 15:55:00,27.0,100.11,29.2,25.1,27.25,26.8,26.8,[26.8],25.1,29.2,,29.2,0.58,27.0,26.0,25.5
2023-06-01 16:00:00,27.1,92.87,28.4,25.1,26.85,27.0,27.0,[27.0],25.1,28.4,,28.4,4.18,26.0,26.0,25.5
2023-06-01 16:05:00,27.0,100.04,29.2,25.1,27.25,27.0,27.0,[27.0],25.1,29.2,,29.2,0.58,27.0,26.0,25.5
2023-06-01 16:10:00,27.0,93.18,29.2,25.1,27.25,26.9,26.9,[26.9],25.1,29.2,,29.2,4.08,26.0,26.0,25.5
2023-06-01 16:15:00,27.0,100.74,29.3,25.0,27.275,26.8,26.8,[26.8],25.0,29.3,,29.3,0.58,27.0,26.0,25.5
2023-06-01 16:20:00,27.0,102.33,28.7,25.0,27.025,26.9,26.9,[26.9],25.0,28.7,,28.7,4.7,26.0,26.0,25.7
2023-06-01 16:25:00,27.0,96.87,28.7,24.9,27.0,26.9,26.9,[26.9],24.9,28.7,,28.7,0.59,27.0,26.0,25.7
2023-06-01 16:30:00,27.1,106.12,28.7,24.8,26.975,27.1,27.1,[27.1],24.8,28.7,,28.7,4.51,26.0,26.0,25.7
2023-06-01 16:35:00,27.0,93.05,29.3,25.3,27.4,27.0,27.0,[27.0],25.3,29.3,,29.3,0.57,27.5,26.0,25.7
2023-06-01 16:40:00,27.0,104.19,28.6,24.8,26.925,27.0,27.0,[27.0],24.8,28.6,,28.6,4.3,26.0,26.0,25.7
2023-06-01 16:45:00,27.0,89.82,29.1,24.6,27.025,26.8,26.8,[26.8],24.6,29.1,,29.1,0.57,26.5,26.0,25.3
2023-06-01 16:50:00,27.0,105.65,29.1,24.6,27.125000000000004,26.7,26.7,[26.7],24.6,29.1,,29.1,4.45,26.0,26.0,25.7
2023-06-01 16:55:00,27.0,97.63,29.2,24.7,27.125,26.7,26.7,[26.7],24.7,29.2,,29.2,0.58,27.0,26.0,25.4
2023-06-01 17:00:00,27.0,104.98,29.2,24.7,27.25,26.8,26.8,[26.8],24.7,29.2,,29.2,4.11,26.5,26.0,25.9
2023-06-01 17:05:00,27.0,97.27,29.1,25.0,27.15,26.7,26.7,[26.7],25.0,29.1,,29.1,0.59,26.5,26.0,25.4
2023-06-01 17:10:00,27.0,101.68,28.8,25.1,27.025,27.0,27.0,[27.0],25.1,28.8,,28.8,4.1,26.5,26.0,25.4
2023-06-01 17:15:00,27.0,97.41,29.1,24.5,27.0,26.8,26.8,[26.8],24.5,29.1,,29.1,0.59,26.5,26.0,25.3
2023-06-01 17:20:00,27.0,97.57,28.6,24.5,26.75,27.3,27.3,[27.3],24.5,28.6,,28.6,4.13,26.5,26.0,25.3
2023-06-01 17:25:00,27.0,97.01,28.6,24.5,26.85,27.0,27.0,[27.0],24.5,28.6,,28.6,0.58,26.5,26.0,25.7
2023-06-01 17:30:00,27.0,98.91,29.2,25.7,27.45,26.9,26.9,[26.9],25.7,29.2,,29.2,4.06,26.5,26.0,25.7
2023-06-01 17:35:00,27.0,96.75,29.0,24.2,26.875,26.7,26.7,[26.7],24.2,29.0,,29.0,0.66,26.0,26.0,25.3
2023-06-01 17:40:00,26.9,106.37,29.0,25.3,27.3,27.0,27.0,[27.0],25.3,29.0,,29.0,4.48,26.5,26.0,25.9
2023-06-01 17:45:00,26.9,97.32,29.0,24.2,27.025,26.7,26.7,[26.7],24.2,29.0,,29.0,0.65,26.0,26.0,25.9
2023-06-01 17:50:00,26.9,104.96,29.0,25.4,27.325000000000003,27.1,27.1,[27.1],25.4,29.0,,29.0,4.05,26.5,26.0,25.9
2023-06-01 17:55:00,26.9,90.08,28.9,25.4,27.15,26.5,26.5,[26.5],25.4,28.9,,28.9,0.66,26.0,26.0,25.4
2023-06-01 18:00:00,26.9,104.95,29.1,25.6,27.450000000000003,27.0,27.0,[27.0],25.6,29.1,,29.1,4.07,27.0,26.0,26.0
2023-06-01 18:05:00,26.9,89.55000000000001,29.1,24.0,26.875,26.5,26.5,[26.5],24.0,29.1,,29.1,0.81,26.0,26.0,25.3
2023-06-01 18:10:00,26.9,104.91,29.2,26.0,27.625,27.4,27.4,[27.4],26.0,29.2,,29.2,4.27,27.5,26.0,26.1
2023-06-01 18:15:00,26.9,90.57,28.8,24.2,26.775,26.7,26.7,[26.7],24.2,28.8,,28.8,4.27,26.0,26.0,25.3
2023-06-01 18:20:00,26.9,106.31,28.8,26.0,27.4,27.4,27.4,[27.4],26.0,28.8,,28.8,4.69,27.5,26.0,26.0
2023-06-01 18:25:00,26.9,100.84,28.6,24.0,26.575000000000003,26.7,26.7,[26.7],24.0,28.6,,28.6,4.33,26.0,26.0,25.1
2023-06-01 18:30:00,26.9,105.51,29.2,26.0,27.6,27.3,27.3,[27.3],26.0,29.2,,29.2,5.58,27.5,26.0,26.0
2023-06-01 18:35:00,26.9,101.2,28.5,26.0,27.25,26.6,26.6,[26.6],26.0,28.5,,28.5,4.09,26.0,26.0,26.0
2023-06-01 18:40:00,26.9,98.39,29.1,26.1,27.6,27.4,27.4,[27.4],26.1,29.1,,29.1,4.35,28.0,26.0,26.1
2023-06-01 18:45:00,26.8,101.05,28.7,24.1,26.675,27.0,27.0,[27.0],24.1,28.7,,28.7,4.26,26.0,26.0,25.2
2023-06-01 18:50:00,26.9,94.01,28.7,26.2,27.45,27.3,27.3,[27.3],26.2,28.7,,28.7,0.58,27.5,26.0,26.2
2023-06-01 18:55:00,26.8,100.93,28.8,24.3,26.825000000000003,26.9,26.9,[26.9],24.3,28.8,,28.8,4.21,26.0,26.0,25.4
2023-06-01 19:00:00,26.8,94.92,28.8,25.7,27.275,27.3,27.3,[27.3],25.7,28.8,,28.8,0.58,27.5,26.0,25.8
2023-06-01 19:05:00,26.8,101.76,28.6,25.7,27.15,26.9,26.9,[26.9],25.7,28.6,,28.6,4.14,26.0,26.0,25.7
2023-06-01 19:10:00,26.8,101.18,29.4,25.6,27.525,27.2,27.2,[27.2],25.6,29.4,,29.4,0.58,27.5,26.0,25.7
2023-06-01 19:15:00,26.7,101.94,28.1,24.2,26.425,27.0,27.0,[27.0],24.2,28.1,,28.1,4.14,25.5,26.0,25.3
2023-06-01 19:20:00,26.8,100.63,29.3,25.7,27.5,26.7,26.7,[26.7],25.7,29.3,,29.3,0.58,27.5,26.0,25.7
2023-06-01 19:25:00,26.7,94.16,28.5,25.7,27.1,26.9,26.9,[26.9],25.7,28.5,,28.5,4.15,26.0,26.0,25.7
2023-06-01 19:30:00,26.7,100.55,28.5,25.0,26.9,26.9,26.9,[26.9],25.0,28.5,,28.5,0.57,27.0,26.0,25.6
2023-06-01 19:35:00,26.7,97.02,28.7,24.5,26.875,27.2,27.2,[27.2],24.5,28.7,,28.7,4.36,26.0,26.0,25.6
2023-06-01 19:40:00,26.7,100.98,29.3,24.7,27.2,26.9,26.9,[26.9],24.7,29.3,,29.3,0.59,26.5,26.0,25.5
2023-06-01 19:45:00,26.7,98.57,29.3,24.7,27.25,27.2,27.2,[27.2],24.7,29.3,,29.3,4.15,27.0,26.0,25.7
2023-06-01 19:50:00,26.7,97.16,29.1,24.5,27.025,27.0,27.0,[27.0],24.5,29.1,,29.1,0.57,26.5,26.0,25.4
2023-06-01 19:55:00,26.7,104.73,29.1,25.4,27.375,27.1,27.1,[27.1],25.4,29.1,,29.1,4.29,26.5,26.0,25.9
2023-06-01 20:00:00,26.7,97.34,29.0,24.1,26.85,26.8,26.8,[26.8],24.1,29.0,,29.0,0.67,26.0,26.0,25.3
2023-06-01 20:05:00,26.6,101.39,29.0,26.6,27.8,27.3,27.3,[27.3],26.6,29.0,,29.0,0.57,27.5,26.0,26.6
2023-06-01 20:10:00,26.6,93.55,28.7,24.3,26.8,27.0,27.0,[27.0],24.3,28.7,,28.7,4.41,26.0,26.0,25.5
2023-06-01 20:15:00,26.6,103.77,29.3,24.3,27.225,27.5,27.5,[27.5],24.3,29.3,,29.3,0.58,27.5,26.0,26.0
2023-06-01 20:20:00,26.6,94.18,28.7,24.0,26.675,27.0,27.0,[27.0],24.0,28.7,,28.7,4.19,26.0,26.0,25.3
2023-06-01 20:25:00,26.6,101.82,29.3,24.0,26.975,27.0,27.0,[27.0],24.0,29.3,,29.3,0.58,27.5,26.0,25.3
2023-06-01 20:30:00,26.6,94.32,29.3,24.6,27.225,27.0,27.0,[27.0],24.6,29.3,,29.3,4.29,26.0,26.0,25.7
2023-06-01 20:35:00,26.6,100.68,28.8,24.9,27.0,27.0,27.0,[27.0],24.9,28.8,,28.8,0.58,27.0,26.0,25.5
2023-06-01 20:40:00,26.6,100.4,29.3,25.1,27.425,26.7,26.7,[26.7],25.1,29.3,,29.3,4.23,26.0,26.0,26.0
2023-06-01 20:45:00,26.6,98.45,29.1,24.3,26.975,26.8,26.8,[26.8],24.3,29.1,,29.1,0.58,26.5,26.0,25.4
2023-06-01 20:50:00,26.6,106.97,29.1,24.3,27.125,27.2,27.2,[27.2],24.3,29.1,,29.1,4.34,26.5,26.0,26.0
2023-06-01 20:55:00,26.6,91.42,29.0,24.1,26.85,26.8,26.8,[26.8],24.1,29.0,,29.0,0.67,26.0,26.0,25.3
2023-06-01 21:00:00,26.6,101.47,29.2,26.5,27.85,27.3,27.3,[27.3],26.5,29.2,,29.2,0.59,27.5,26.0,26.5
2023-06-01 21:05:00,26.6,93.64,28.5,24.4,26.775,27.1,27.1,[27.1],24.4,28.5,,28.5,4.47,26.0,26.0,25.7
2023-06-01 21:10:00,26.5,100.83,29.3,25.4,27.425,27.2,27.2,[27.2],25.4,29.3,,29.3,0.58,27.5,26.0,25.7
2023-06-01 21:15:00,26.5,93.64,28.6,24.5,26.85,27.2,27.2,[27.2],24.5,28.6,,28.6,4.15,26.0,26.0,25.7
