time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,1358333_c,1358333_h,1358333_r,1358333_s,1358334_c,1358334_h,1358334_r,1358334_s,1358338_c,1358338_h,1358338_r,1358338_s,1358341_c,1358341_h,1358341_r,1358341_s,1358342_c,1358342_h,1358342_r,1358342_s,3826022_c,3826022_h,3826022_r,3826022_s,3826023_c,3826023_h,3826023_r,3826023_s,3826024_c,3826024_h,3826024_r,3826024_s
2023-06-02 16:05:00,28.5,45268.72,31.0,25.7,28.1,26.8,26.8,[26.8],1.0,30.7,26.7,25.0,1.0,26.0,27.7,26.0,1.0,31.0,27.0,26.0,1.0,26.8,26.8,26.0,1.0,31.0,26.6,25.0,1.0,26.0,28.3,25.0,1.0,25.7,25.7,25.0,1.0,27.6,27.8,26.0
2023-06-02 16:10:00,28.5,45253.18,31.4,26.1,28.3,27.1,27.1,[27.1],1.0,30.7,26.3,25.0,1.0,26.1,27.7,26.0,1.0,31.4,26.5,26.0,1.0,26.6,26.6,26.0,1.0,31.4,27.0,25.0,1.0,26.3,28.0,25.0,1.0,26.1,26.1,25.0,1.0,27.8,27.4,26.0
2023-06-02 16:15:00,28.5,45253.11,31.5,25.9,28.4,27.1,27.1,[27.1],1.0,30.8,26.3,25.0,1.0,25.9,27.8,26.0,1.0,31.5,26.7,26.0,1.0,26.8,26.8,26.0,1.0,31.5,26.7,25.0,1.0,26.5,26.4,25.0,1.0,26.2,26.2,25.0,1.0,28.0,27.5,26.0
2023-06-02 16:20:00,28.5,45196.6,31.5,25.9,28.35,26.8,26.8,[26.8],1.0,30.8,26.2,25.0,1.0,25.9,27.5,26.0,1.0,31.5,27.0,26.0,1.0,26.8,26.7,26.0,1.0,31.5,26.4,25.0,1.0,26.2,26.1,25.0,1.0,26.0,25.5,25.0,1.0,28.1,27.6,26.0
2023-06-02 16:25:00,28.7,45301.78,31.6,25.8,28.3875,27.1,27.1,[27.1],1.0,30.7,26.9,25.0,1.0,25.8,27.5,26.0,1.0,31.6,26.5,26.0,1.0,26.6,26.5,26.0,1.0,31.6,27.2,25.0,1.0,26.5,27.1,25.0,1.0,26.2,26.1,25.0,1.0,28.1,27.3,26.0
2023-06-02 16:30:00,28.5,45265.53,31.8,25.9,28.55,27.2,27.2,[27.2],1.0,30.8,26.4,24.0,1.0,25.9,28.0,24.0,1.0,31.8,26.9,25.0,1.0,27.0,26.9,25.0,1.0,31.8,27.1,24.0,1.0,26.6,26.7,24.0,1.0,26.3,25.8,24.0,1.0,28.2,27.5,25.0
2023-06-02 16:35:00,28.5,45230.08,31.7,25.8,28.2,26.9,26.9,[26.9],1.0,30.8,25.3,24.0,1.0,25.9,26.3,24.0,1.0,31.7,25.1,25.0,1.0,25.9,24.6,25.0,1.0,31.7,26.2,24.0,1.0,26.2,25.9,24.0,1.0,25.8,25.4,24.0,1.0,27.6,25.5,25.0
2023-06-02 16:40:00,28.6,45158.16,31.6,25.2,28.025,26.8,26.8,[26.8],1.0,30.6,25.4,24.0,1.0,25.2,27.0,24.0,1.0,31.6,26.1,25.0,1.0,25.8,26.1,25.0,1.0,31.6,26.4,24.0,1.0,26.0,25.9,24.0,1.0,25.8,25.2,24.0,1.0,27.6,26.5,25.0
2023-06-02 16:45:00,28.5,45137.02,31.4,25.3,27.950000000000003,26.7,26.7,[26.7],1.0,30.4,25.5,24.0,1.0,25.3,27.1,24.0,1.0,31.4,25.6,25.0,1.0,26.1,26.2,25.0,1.0,31.4,26.0,24.0,1.0,25.8,25.6,24.0,1.0,25.8,25.0,24.0,1.0,27.4,26.6,25.0
2023-06-02 16:50:00,28.3,45198.36,31.2,25.3,27.8625,26.5,26.5,[26.5],1.0,30.4,25.6,24.0,1.0,25.3,27.0,24.0,1.0,31.2,26.3,25.0,1.0,26.3,26.4,25.0,1.0,31.2,26.0,24.0,1.0,25.7,25.6,24.0,1.0,25.4,24.8,24.0,1.0,27.4,28.8,25.0
2023-06-02 16:55:00,28.3,45166.23,31.2,25.3,27.8375,26.5,26.5,[26.5],1.0,30.3,25.5,24.0,1.0,25.3,27.3,24.0,1.0,31.2,25.8,25.0,1.0,26.4,26.3,25.0,1.0,31.2,25.6,24.0,1.0,25.6,25.5,24.0,1.0,25.4,24.8,24.0,1.0,27.3,26.7,25.0
2023-06-02 17:00:00,28.4,45121.65,31.0,25.2,27.6875,26.3,26.3,[26.3],1.0,30.1,25.5,25.0,1.0,25.3,27.1,25.0,1.0,31.0,25.8,26.0,1.0,26.4,26.3,26.0,1.0,31.0,25.7,25.0,1.0,25.4,25.5,25.0,1.0,25.2,24.7,25.0,1.0,27.1,26.7,26.0
2023-06-02 17:05:00,28.4,45170.69,31.0,25.4,27.875,26.5,26.5,[26.5],1.0,30.1,26.4,25.0,1.0,25.4,27.5,25.0,1.0,31.0,26.8,26.0,1.0,26.8,26.6,26.0,1.0,31.0,26.4,25.0,1.0,25.7,26.2,25.0,1.0,25.5,25.4,25.0,1.0,27.5,27.5,26.0
2023-06-02 17:10:00,28.4,45241.46,31.2,25.5,28.0625,26.8,26.8,[26.8],1.0,30.4,26.0,25.0,1.0,25.5,27.3,25.0,1.0,31.2,26.4,26.0,1.0,26.8,26.6,26.0,1.0,31.2,26.8,25.0,1.0,26.0,26.9,25.0,1.0,25.8,25.7,25.0,1.0,27.6,27.2,26.0
2023-06-02 17:15:00,28.4,45316.2,31.4,25.5,28.2375,27.0,27.0,[27.0],1.0,30.8,26.5,25.0,1.0,25.5,27.7,25.0,1.0,31.4,27.1,26.0,1.0,26.7,26.8,26.0,1.0,31.4,27.4,25.0,1.0,26.4,27.2,25.0,1.0,26.1,26.3,25.0,1.0,27.6,27.7,26.0
2023-06-02 17:20:00,28.5,45173.32,31.4,25.5,28.2125,27.0,27.0,[27.0],1.0,30.8,26.1,25.0,1.0,25.5,27.5,25.0,1.0,31.4,26.7,26.0,1.0,26.9,26.7,26.0,1.0,31.4,26.5,25.0,1.0,26.2,26.5,25.0,1.0,25.9,25.5,25.0,1.0,27.6,27.4,26.0
2023-06-02 17:25:00,28.5,45309.24,31.4,25.5,28.2875,27.2,27.2,[27.2],1.0,30.6,26.6,25.0,1.0,25.5,27.6,25.0,1.0,31.4,26.7,26.0,1.0,27.0,26.8,26.0,1.0,31.4,27.1,25.0,1.0,26.5,27.1,25.0,1.0,26.2,26.0,25.0,1.0,27.7,27.1,26.0
2023-06-02 17:30:00,28.5,45278.62,31.6,25.6,28.4,27.3,27.3,[27.3],1.0,30.8,26.0,25.0,1.0,25.6,27.5,24.0,1.0,31.6,27.2,25.0,1.0,26.8,26.9,25.0,1.0,31.6,26.8,24.0,1.0,26.6,26.6,25.0,1.0,26.3,25.9,24.0,1.0,27.9,27.1,25.0
2023-06-02 17:35:00,28.5,45218.57,32.0,25.3,28.375000000000004,27.1,27.1,[27.1],1.0,30.7,26.7,25.0,1.0,25.3,26.8,24.0,1.0,32.0,25.0,25.0,1.0,26.8,24.4,25.0,1.0,32.0,26.2,24.0,1.0,26.3,25.9,25.0,1.0,26.0,25.5,24.0,1.0,27.9,24.9,25.0
2023-06-02 17:40:00,28.5,45172.9,31.7,25.3,28.05,26.7,26.7,[26.7],1.0,30.8,25.3,24.0,1.0,25.3,26.8,24.0,1.0,31.7,26.1,25.0,1.0,25.8,26.0,25.0,1.0,31.7,26.2,24.0,1.0,26.0,25.8,25.0,1.0,25.7,25.2,24.0,1.0,27.4,26.5,25.0
2023-06-02 17:45:00,28.5,45184.79,31.6,25.2,27.975,26.6,26.6,[26.6],1.0,30.7,25.5,24.0,1.0,25.2,26.8,24.0,1.0,31.6,25.7,25.0,1.0,26.1,26.1,25.0,1.0,31.6,26.1,24.0,1.0,25.8,25.6,25.0,1.0,25.5,25.1,24.0,1.0,27.3,26.5,25.0
2023-06-02 17:50:00,28.6,45187.82,31.6,25.2,27.975,26.4,26.4,[26.4],1.0,30.7,25.5,24.0,1.0,25.2,26.9,24.0,1.0,31.6,26.1,25.0,1.0,26.3,26.3,25.0,1.0,31.6,25.8,24.0,1.0,25.7,25.6,25.0,1.0,25.4,24.8,24.0,1.0,27.3,27.0,25.0
2023-06-02 17:55:00,28.5,45112.64,31.1,25.1,27.7125,26.4,26.4,[26.4],1.0,30.5,25.5,24.0,1.0,25.1,26.7,24.0,1.0,31.1,25.7,25.0,1.0,25.9,25.9,25.0,1.0,31.1,25.7,24.0,1.0,25.6,26.0,25.0,1.0,25.3,24.8,24.0,1.0,27.1,27.6,25.0
2023-06-02 18:00:00,28.6,45226.06,31.0,25.1,27.7375,26.6,26.6,[26.6],1.0,30.5,25.4,25.0,1.0,25.1,27.0,25.0,1.0,31.0,26.2,26.0,1.0,26.1,26.1,26.0,1.0,31.0,26.5,25.0,1.0,25.7,26.5,26.0,1.0,25.4,25.3,25.0,1.0,27.1,26.9,25.0
2023-06-02 18:05:00,28.5,45241.05,31.2,25.2,27.975,27.0,27.0,[27.0],1.0,30.3,26.3,25.0,1.0,25.2,27.5,25.0,1.0,31.2,27.0,26.0,1.0,26.7,26.5,26.0,1.0,31.2,26.9,25.0,1.0,26.2,27.0,26.0,1.0,25.4,25.8,25.0,1.0,27.6,27.3,26.0
2023-06-02 18:10:00,28.6,45128.35,31.2,25.2,27.974999999999994,27.0,27.0,[27.0],1.0,30.4,26.0,25.0,1.0,25.2,27.0,25.0,1.0,31.2,26.4,26.0,1.0,26.3,26.2,26.0,1.0,31.2,26.7,25.0,1.0,26.2,28.4,26.0,1.0,25.7,25.5,25.0,1.0,27.6,27.0,26.0
2023-06-02 18:15:00,28.6,45332.27,31.6,25.3,28.25,27.2,27.2,[27.2],1.0,30.6,26.4,25.0,1.0,25.3,27.2,25.0,1.0,31.6,26.5,26.0,1.0,26.4,26.3,26.0,1.0,31.6,27.5,25.0,1.0,26.5,27.4,26.0,1.0,26.2,26.1,25.0,1.0,27.8,26.8,26.0
2023-06-02 18:20:00,28.5,45347.38,31.7,25.3,28.325,27.2,27.2,[27.2],1.0,30.6,26.3,25.0,1.0,25.3,27.5,25.0,1.0,31.7,27.2,26.0,1.0,26.7,26.6,26.0,1.0,31.7,26.6,25.0,1.0,26.4,26.4,26.0,1.0,26.2,25.7,25.0,1.0,28.0,29.5,26.0
2023-06-02 18:25:00,28.5,45259.56,31.7,25.3,28.2875,27.0,27.0,[27.0],1.0,30.9,26.2,25.0,1.0,25.3,27.3,25.0,1.0,31.7,26.6,26.0,1.0,26.4,26.3,26.0,1.0,31.7,26.9,25.0,1.0,26.3,26.7,26.0,1.0,26.1,25.6,25.0,1.0,27.9,27.0,26.0
2023-06-02 18:30:00,28.6,45308.33,31.8,25.3,28.4125,27.2,27.2,[27.2],1.0,31.1,26.5,24.0,1.0,25.3,27.2,24.0,1.0,31.8,26.5,25.0,1.0,26.4,26.3,25.0,1.0,31.8,27.3,24.0,1.0,26.6,27.0,25.0,1.0,26.2,26.0,24.0,1.0,28.1,27.0,25.0
2023-06-02 18:35:00,28.5,45294.77,31.8,25.3,28.2125,27.0,27.0,[27.0],1.0,30.9,25.5,24.0,1.0,25.3,26.6,24.0,1.0,31.8,25.2,25.0,1.0,26.0,25.8,25.0,1.0,31.8,26.4,24.0,1.0,26.3,26.2,25.0,1.0,26.0,25.6,24.0,1.0,27.6,26.1,25.0
2023-06-02 18:40:00,28.4,45254.71,31.9,25.3,28.225,26.8,26.8,[26.8],1.0,30.9,25.4,24.0,1.0,25.3,26.8,24.0,1.0,31.9,26.1,25.0,1.0,26.0,26.1,25.0,1.0,31.9,26.3,24.0,1.0,26.1,27.1,25.0,1.0,26.0,25.2,24.0,1.0,27.7,26.7,25.0
2023-06-02 18:45:00,28.3,45305.58,31.6,25.2,28.075,26.7,26.7,[26.7],1.0,30.7,25.5,24.0,1.0,25.2,26.5,24.0,1.0,31.6,25.6,25.0,1.0,26.2,25.8,25.0,1.0,31.6,26.2,24.0,1.0,26.1,25.7,25.0,1.0,25.6,24.9,24.0,1.0,27.6,26.5,25.0
2023-06-02 18:50:00,28.4,45279.42,31.3,25.1,27.9125,26.6,26.6,[26.6],1.0,30.5,25.4,24.0,1.0,25.1,26.7,24.0,1.0,31.3,26.2,25.0,1.0,26.1,26.1,25.0,1.0,31.3,26.2,24.0,1.0,25.8,25.7,25.0,1.0,25.6,24.8,24.0,1.0,27.6,26.7,25.0
2023-06-02 18:55:00,28.3,45216.84,31.3,25.1,27.725,26.5,26.5,[26.5],1.0,30.3,25.3,24.0,1.0,25.1,26.4,24.0,1.0,31.3,25.0,25.0,1.0,25.6,25.6,25.0,1.0,31.3,25.8,24.0,1.0,25.5,25.4,25.0,1.0,25.5,24.5,24.0,1.0,27.2,25.9,25.0
2023-06-02 19:00:00,28.3,45366.08,31.2,25.1,27.825,26.7,26.7,[26.7],1.0,30.2,25.3,25.0,1.0,25.1,26.7,25.0,1.0,31.2,25.9,26.0,1.0,26.1,26.0,26.0,1.0,31.2,26.4,25.0,1.0,25.8,26.4,25.0,1.0,25.5,25.3,25.0,1.0,27.5,26.5,26.0
2023-06-02 19:05:00,28.2,45226.99,31.2,25.1,27.8875,26.8,26.8,[26.8],1.0,30.2,26.4,25.0,1.0,25.1,27.0,25.0,1.0,31.2,26.5,26.0,1.0,26.3,26.2,26.0,1.0,31.2,26.8,25.0,1.0,25.9,26.7,25.0,1.0,25.7,25.5,25.0,1.0,27.5,27.0,26.0
2023-06-02 19:10:00,28.2,45270.56,31.2,25.2,28.075,27.1,27.1,[27.1],1.0,30.4,26.0,25.0,1.0,25.2,27.3,25.0,1.0,31.2,26.9,26.0,1.0,26.6,26.5,26.0,1.0,31.2,27.0,25.0,1.0,26.3,27.2,25.0,1.0,26.0,25.9,25.0,1.0,27.7,27.3,26.0
2023-06-02 19:15:00,28.2,45308.07,31.6,25.2,28.275,27.2,27.2,[27.2],1.0,30.6,26.6,25.0,1.0,25.2,27.3,25.0,1.0,31.6,26.7,26.0,1.0,26.6,26.3,26.0,1.0,31.6,27.0,25.0,1.0,26.6,26.8,25.0,1.0,26.2,25.8,25.0,1.0,27.8,27.2,26.0
2023-06-02 19:20:00,28.1,45381.93,31.6,25.2,28.225,27.0,27.0,[27.0],1.0,30.9,26.4,25.0,1.0,25.2,27.2,25.0,1.0,31.6,26.4,26.0,1.0,26.3,26.2,26.0,1.0,31.6,26.2,25.0,1.0,26.3,26.4,25.0,1.0,26.0,25.4,25.0,1.0,27.9,26.7,26.0
2023-06-02 19:25:00,28.2,45445.84,31.8,25.3,28.375,27.2,27.2,[27.2],1.0,30.6,26.1,25.0,1.0,25.3,27.4,25.0,1.0,31.8,26.9,26.0,1.0,26.7,26.5,26.0,1.0,31.8,27.0,25.0,1.0,26.6,27.1,25.0,1.0,26.2,26.0,25.0,1.0,28.0,27.0,26.0
2023-06-02 19:30:00,28.1,45368.03,31.8,25.3,28.4,27.2,27.2,[27.2],1.0,30.6,26.9,25.0,1.0,25.3,27.8,25.0,1.0,31.8,26.8,26.0,1.0,26.7,26.6,26.0,1.0,31.8,27.2,25.0,1.0,26.7,27.1,25.0,1.0,26.3,26.3,25.0,1.0,28.0,27.0,26.0
2023-06-02 19:35:00,27.9,45524.81,31.9,25.5,28.4375,27.1,27.1,[27.1],1.0,30.9,25.6,25.0,1.0,25.5,27.1,25.0,1.0,31.9,26.7,26.0,1.0,26.8,26.6,26.0,1.0,31.9,26.8,25.0,1.0,26.4,26.2,25.0,1.0,26.1,25.5,25.0,1.0,28.0,27.0,26.0
2023-06-02 19:40:00,27.8,45352.45,31.6,25.5,28.0125,26.8,26.8,[26.8],1.0,30.9,25.6,24.0,1.0,25.5,26.0,24.0,1.0,31.6,24.8,25.0,1.0,25.5,24.2,25.0,1.0,31.6,26.4,24.0,1.0,26.0,25.7,24.0,1.0,25.6,25.0,24.0,1.0,27.4,24.7,24.0
2023-06-02 19:45:00,28.0,,31.4,25.0,27.85,26.5,26.5,[26.5],1.0,30.6,25.2,24.0,1.0,25.0,26.7,24.0,1.0,31.4,26.1,25.0,1.0,25.7,25.9,25.0,1.0,31.4,26.1,24.0,1.0,25.8,25.7,24.0,1.0,25.5,24.8,24.0,1.0,27.4,26.5,24.0
2023-06-02 19:50:00,27.9,45309.06,31.3,25.0,27.775,26.4,26.4,[26.4],1.0,30.6,25.4,24.0,1.0,25.0,26.7,24.0,1.0,31.3,25.6,25.0,1.0,25.7,25.9,25.0,1.0,31.3,26.0,24.0,1.0,25.8,26.5,24.0,1.0,25.3,24.8,24.0,1.0,27.2,26.1,24.0
2023-06-02 19:55:00,27.9,45351.96,31.3,25.0,27.7875,26.4,26.4,[26.4],1.0,30.5,25.3,24.0,1.0,25.0,26.9,24.0,1.0,31.3,26.2,25.0,1.0,26.2,26.1,25.0,1.0,31.3,25.8,24.0,1.0,25.6,25.5,24.0,1.0,25.2,26.3,24.0,1.0,27.2,26.8,24.0
2023-06-02 20:00:00,28.0,45289.03999999999,31.0,25.1,27.65,26.4,26.4,[26.4],1.0,30.2,25.2,25.0,1.0,25.1,26.8,24.0,1.0,31.0,25.6,26.0,1.0,26.2,26.1,26.0,1.0,31.0,25.6,25.0,1.0,25.4,25.3,25.0,1.0,25.1,24.4,25.0,1.0,27.2,26.3,25.0
2023-06-02 20:05:00,27.9,45440.29,31.0,25.2,27.85,26.7,26.7,[26.7],1.0,30.5,26.2,25.0,1.0,25.2,26.9,25.0,1.0,31.0,26.4,26.0,1.0,26.4,26.3,26.0,1.0,31.0,27.3,25.0,1.0,25.9,27.2,25.0,1.0,25.5,25.9,25.0,1.0,27.3,27.1,25.0
2023-06-02 20:10:00,28.0,45597.75,31.3,25.2,28.1,27.0,27.0,[27.0],1.0,30.4,26.1,25.0,1.0,25.2,27.3,25.0,1.0,31.3,26.9,26.0,1.0,26.8,26.6,26.0,1.0,31.3,27.3,25.0,1.0,26.1,27.3,25.0,1.0,26.1,26.2,25.0,1.0,27.6,27.2,25.0
2023-06-02 20:15:00,27.7,45541.61,31.5,25.2,28.15,27.0,27.0,[27.0],1.0,30.7,26.7,25.0,1.0,25.2,27.8,25.0,1.0,31.5,26.7,26.0,1.0,26.7,26.5,26.0,1.0,31.5,26.7,25.0,1.0,26.2,26.2,25.0,1.0,25.9,25.3,25.0,1.0,27.5,27.3,25.0
2023-06-02 20:20:00,27.6,45844.86,31.6,25.3,28.2375,27.1,27.1,[27.1],1.0,30.7,26.2,25.0,1.0,25.3,27.3,25.0,1.0,31.6,26.5,26.0,1.0,26.8,26.6,26.0,1.0,31.6,27.3,25.0,1.0,26.4,27.1,25.0,1.0,26.0,25.9,25.0,1.0,27.5,26.8,25.0
2023-06-02 20:25:00,27.6,45905.31,31.8,25.4,28.387500000000003,27.2,27.2,[27.2],1.0,30.9,25.9,25.0,1.0,25.4,27.2,25.0,1.0,31.8,27.1,26.0,1.0,26.9,26.7,26.0,1.0,31.8,27.0,25.0,1.0,26.4,26.9,25.0,1.0,26.1,25.8,25.0,1.0,27.8,27.8,25.0
2023-06-02 20:30:00,27.5,45581.18,31.8,25.4,28.35,27.1,27.1,[27.1],1.0,30.8,26.7,24.0,1.0,25.4,27.3,24.0,1.0,31.8,26.7,25.0,1.0,26.8,26.6,25.0,1.0,31.8,26.8,24.0,1.0,26.4,26.9,24.0,1.0,26.0,25.7,24.0,1.0,27.8,27.3,24.0
2023-06-02 20:35:00,27.7,45464.8,31.8,25.4,28.2875,27.1,27.1,[27.1],1.0,30.7,25.2,24.0,1.0,25.4,26.1,24.0,1.0,31.8,25.1,25.0,1.0,26.8,24.3,25.0,1.0,31.8,26.4,24.0,1.0,26.4,26.1,24.0,1.0,26.0,25.5,24.0,1.0,27.4,24.7,24.0
2023-06-02 20:40:00,27.7,45479.04,31.6,24.8,27.95,26.8,26.8,[26.8],1.0,30.6,25.3,24.0,1.0,24.8,26.6,24.0,1.0,31.6,26.4,25.0,1.0,25.8,25.9,25.0,1.0,31.6,26.5,24.0,1.0,26.1,25.9,24.0,1.0,25.7,25.0,24.0,1.0,27.4,27.0,24.0
2023-06-02 20:45:00,27.6,45520.28999999999,31.5,24.9,27.825,26.7,26.7,[26.7],1.0,30.2,25.3,24.0,1.0,24.9,26.7,24.0,1.0,31.5,25.7,25.0,1.0,26.0,26.0,25.0,1.0,31.5,26.2,24.0,1.0,25.8,25.7,24.0,1.0,25.5,24.8,24.0,1.0,27.2,26.3,24.0
2023-06-02 20:50:00,27.5,45508.17,31.3,25.0,27.7875,26.6,26.6,[26.6],1.0,30.4,25.4,24.0,1.0,25.0,26.6,24.0,1.0,31.3,26.0,25.0,1.0,26.2,26.1,25.0,1.0,31.3,25.8,24.0,1.0,25.6,25.6,24.0,1.0,25.3,24.7,24.0,1.0,27.2,26.8,24.0
2023-06-02 20:55:00,27.4,45487.1,,,,26.5,26.5,[26.5],1.0,,25.1,24.0,1.0,,26.5,24.0,1.0,,25.5,25.0,1.0,,25.8,25.0,1.0,,26.0,24.0,1.0,,25.9,24.0,1.0,,24.7,24.0,1.0,,28.0,24.0
2023-06-02 21:00:00,27.4,45546.05,31.2,25.0,27.8,26.7,26.7,[26.7],1.0,30.1,25.2,24.0,1.0,25.0,26.7,24.0,1.0,31.2,26.3,25.0,1.0,26.2,26.1,25.0,1.0,31.2,26.3,24.0,1.0,25.8,25.9,24.0,1.0,25.5,25.0,24.0,1.0,27.4,26.7,24.0
2023-06-02 21:05:00,27.3,45622.33,31.2,25.0,27.775,26.7,26.7,[26.7],1.0,30.4,26.2,25.0,1.0,25.0,26.8,25.0,1.0,31.2,25.5,26.0,1.0,25.8,25.8,26.0,1.0,31.2,26.3,25.0,1.0,25.8,26.4,25.0,1.0,25.4,25.5,25.0,1.0,27.4,26.4,25.0
2023-06-02 21:10:00,27.4,45610.3,31.4,25.1,28.012500000000003,27.1,27.1,[27.1],1.0,30.4,25.9,25.0,1.0,25.1,27.4,25.0,1.0,31.4,26.8,26.0,1.0,26.6,26.4,26.0,1.0,31.4,27.2,25.0,1.0,26.3,27.0,25.0,1.0,25.9,26.0,25.0,1.0,27.0,27.4,25.0
2023-06-02 21:15:00,27.3,45608.13,,,,27.1,27.1,[27.1],1.0,,26.4,25.0,1.0,,27.3,25.0,1.0,,26.3,26.0,1.0,,26.2,26.0,1.0,,27.4,25.0,1.0,,27.4,25.0,1.0,,26.4,25.0,1.0,,26.7,25.0
2023-06-02 21:20:00,27.4,45635.45,31.6,25.1,28.275,27.2,27.2,[27.2],1.0,30.7,26.3,25.0,1.0,25.1,27.3,25.0,1.0,31.6,27.0,26.0,1.0,26.6,26.5,26.0,1.0,31.6,27.1,25.0,1.0,26.6,26.9,25.0,1.0,26.4,26.3,25.0,1.0,27.6,27.5,25.0
2023-06-02 21:25:00,27.4,,31.7,25.2,28.200000000000003,26.9,26.9,[26.9],1.0,30.6,26.3,25.0,1.0,25.2,27.1,25.0,1.0,31.7,26.3,26.0,1.0,26.3,26.2,26.0,1.0,31.7,26.7,25.0,1.0,26.3,26.0,25.0,1.0,26.0,25.8,25.0,1.0,27.8,26.6,25.0
2023-06-02 21:30:00,27.3,45647.96,31.7,25.3,28.3,27.1,27.1,[27.1],1.0,30.6,26.7,25.0,1.0,25.3,27.5,25.0,1.0,31.7,26.7,26.0,1.0,26.5,26.4,26.0,1.0,31.7,27.2,25.0,1.0,26.5,26.7,25.0,1.0,26.2,25.8,25.0,1.0,27.9,27.0,25.0
2023-06-02 21:35:00,27.3,45684.77,31.7,25.2,28.15,27.0,27.0,[27.0],1.0,30.9,25.5,24.0,1.0,25.2,26.5,24.0,1.0,31.7,25.3,24.0,1.0,26.0,25.8,25.0,1.0,31.7,26.3,24.0,1.0,26.2,25.9,24.0,1.0,25.8,25.2,24.0,1.0,27.7,26.0,24.0
2023-06-02 21:40:00,27.4,45621.55,31.5,25.1,27.85,26.7,26.7,[26.7],1.0,30.6,25.3,24.0,1.0,25.1,26.3,24.0,1.0,31.5,24.9,24.0,1.0,25.6,25.6,25.0,1.0,31.5,25.9,24.0,1.0,25.8,25.6,24.0,1.0,25.5,24.8,24.0,1.0,27.2,26.1,24.0
2023-06-02 21:45:00,27.4,45540.2,,,,26.5,26.5,[26.5],1.0,,25.3,24.0,1.0,,26.5,24.0,1.0,,25.0,24.0,1.0,,25.5,25.0,1.0,,26.1,24.0,1.0,,25.5,24.0,1.0,,24.6,24.0,1.0,,26.1,24.0
2023-06-02 21:50:00,27.4,45539.49,31.1,24.9,27.55,26.4,26.4,[26.4],1.0,30.2,25.2,24.0,1.0,24.9,26.4,24.0,1.0,31.1,25.0,24.0,1.0,25.5,25.5,25.0,1.0,31.1,25.8,24.0,1.0,25.4,25.2,24.0,1.0,25.2,25.9,24.0,1.0,27.0,26.0,24.0
2023-06-02 21:55:00,27.3,45567.21,31.0,24.9,27.525,26.4,26.4,[26.4],1.0,30.4,25.2,24.0,1.0,24.9,26.3,24.0,1.0,31.0,25.0,24.0,1.0,25.4,25.4,25.0,1.0,31.0,25.9,24.0,1.0,25.4,25.6,24.0,1.0,25.1,24.7,24.0,1.0,27.0,25.9,24.0
2023-06-02 22:00:00,27.3,45646.92,31.0,24.8,27.475,26.4,26.4,[26.4],1.0,30.0,25.1,24.0,1.0,24.8,26.3,25.0,1.0,31.0,25.1,25.0,1.0,25.5,25.4,25.0,1.0,31.0,26.2,25.0,1.0,25.4,25.5,25.0,1.0,25.2,24.7,25.0,1.0,26.9,25.8,25.0
2023-06-02 22:05:00,27.3,45571.47,31.0,24.8,27.6,26.5,26.5,[26.5],1.0,30.4,26.2,25.0,1.0,24.8,27.0,25.0,1.0,31.0,25.8,25.0,1.0,25.8,25.9,25.0,1.0,31.0,26.4,25.0,1.0,25.6,26.3,25.0,1.0,25.3,25.3,25.0,1.0,26.9,26.5,25.0
2023-06-02 22:10:00,27.3,45494.48,31.3,25.0,27.875,26.8,26.8,[26.8],1.0,30.5,25.8,25.0,1.0,25.0,27.0,25.0,1.0,31.3,25.5,25.0,1.0,26.0,26.0,25.0,1.0,31.3,26.7,25.0,1.0,26.0,26.8,25.0,1.0,25.7,26.5,25.0,1.0,27.2,26.3,25.0
2023-06-02 22:15:00,27.3,45582.85,31.4,25.0,28.0,27.0,27.0,[27.0],1.0,30.7,26.5,25.0,1.0,25.0,27.2,25.0,1.0,31.4,26.2,25.0,1.0,26.2,26.2,25.0,1.0,31.4,26.9,25.0,1.0,26.2,27.2,25.0,1.0,25.9,26.0,25.0,1.0,27.2,26.9,25.0
2023-06-02 22:20:00,27.3,45733.23,31.4,25.0,28.075,27.0,27.0,[27.0],1.0,30.8,26.5,25.0,1.0,25.0,27.2,25.0,1.0,31.4,25.8,25.0,1.0,26.3,26.2,25.0,1.0,31.4,27.3,25.0,1.0,26.5,27.3,25.0,1.0,26.1,26.4,25.0,1.0,27.1,26.5,25.0
2023-06-02 22:25:00,27.3,45554.27,31.8,25.1,28.0625,26.9,26.9,[26.9],1.0,30.6,26.1,25.0,1.0,25.1,27.2,25.0,1.0,31.8,25.6,25.0,1.0,26.2,26.2,25.0,1.0,31.8,26.6,25.0,1.0,26.2,26.1,25.0,1.0,25.9,27.1,25.0,1.0,26.9,26.5,25.0
2023-06-02 22:30:00,27.3,45684.73,31.8,25.1,28.125000000000004,26.9,26.9,[26.9],1.0,30.7,26.8,24.0,1.0,25.1,27.3,24.0,1.0,31.8,26.0,24.0,1.0,26.4,26.3,25.0,1.0,31.8,27.1,24.0,1.0,26.4,26.9,25.0,1.0,25.9,25.8,25.0,1.0,26.9,26.6,24.0
