time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,1358333_c,1358333_h,1358333_r,1358333_s,1358334_c,1358334_h,1358334_r,1358334_s,1358338_c,1358338_h,1358338_r,1358338_s,1358341_c,1358341_h,1358341_r,1358341_s,1358342_c,1358342_h,1358342_r,1358342_s,3826022_c,3826022_h,3826022_r,3826022_s,3826023_c,3826023_h,3826023_r,3826023_s,3826024_c,3826024_h,3826024_r,3826024_s
2023-06-01 13:25:00,26.0,45262.76,32.2,25.4,28.737500000000004,27.1,27.1,[27.1],1.0,30.7,26.2,25.0,1.0,25.4,27.5,25.0,1.0,32.2,26.5,26.0,1.0,26.8,26.6,26.0,1.0,32.2,26.6,25.0,1.0,28.0,26.9,25.0,1.0,26.3,25.7,25.0,1.0,28.3,26.8,25.0
2023-06-01 13:30:00,25.8,45224.47,32.2,25.5,28.8375,27.2,27.2,[27.2],1.0,30.8,25.8,25.0,1.0,25.5,27.4,25.0,1.0,32.2,27.2,26.0,1.0,27.0,26.8,26.0,1.0,32.2,27.1,25.0,1.0,28.2,28.0,25.0,1.0,26.5,26.2,25.0,1.0,28.3,27.4,25.0
2023-06-01 13:35:00,25.9,45335.24,32.4,25.5,28.8625,27.4,27.4,[27.4],1.0,30.8,26.8,25.0,1.0,25.5,27.6,25.0,1.0,32.4,26.5,26.0,1.0,27.0,26.7,26.0,1.0,32.4,27.0,25.0,1.0,28.1,27.1,25.0,1.0,26.4,26.1,25.0,1.0,28.3,26.8,25.0
2023-06-01 13:40:00,25.8,45216.17,32.3,25.5,28.8,27.0,27.0,[27.0],1.0,30.9,26.1,25.0,1.0,25.5,27.5,25.0,1.0,32.3,27.0,26.0,1.0,27.0,26.8,26.0,1.0,32.3,26.8,25.0,1.0,28.1,26.5,25.0,1.0,26.2,25.7,25.0,1.0,28.1,27.1,25.0
2023-06-01 13:45:00,25.9,45195.65,32.1,25.6,28.6875,27.0,27.0,[27.0],1.0,30.8,26.3,25.0,1.0,25.6,27.3,25.0,1.0,32.1,26.5,26.0,1.0,26.9,26.7,26.0,1.0,32.1,26.4,25.0,1.0,28.0,26.1,25.0,1.0,26.0,25.2,25.0,1.0,28.0,27.0,25.0
2023-06-01 13:50:00,25.8,45307.28999999999,,,,27.1,27.1,[27.1],1.0,,26.8,25.0,1.0,,27.4,25.0,1.0,,26.7,26.0,1.0,,26.8,26.0,1.0,,27.4,25.0,1.0,,27.2,25.0,1.0,,26.2,25.0,1.0,,27.0,25.0
2023-06-01 13:55:00,25.7,45281.49,32.1,25.6,28.75,27.2,27.2,[27.2],1.0,30.7,26.0,25.0,1.0,25.6,27.5,25.0,1.0,32.1,26.9,26.0,1.0,26.9,26.8,26.0,1.0,32.1,27.2,25.0,1.0,28.1,27.5,25.0,1.0,26.4,26.5,25.0,1.0,28.1,27.4,25.0
2023-06-01 14:00:00,25.7,45266.39,32.2,25.6,28.762500000000003,27.2,27.2,[27.2],1.0,30.8,26.6,25.0,1.0,25.6,27.5,25.0,1.0,32.2,26.6,26.0,1.0,27.0,26.8,26.0,1.0,32.2,27.0,25.0,1.0,28.0,26.4,25.0,1.0,26.3,25.8,25.0,1.0,28.0,27.0,25.0
2023-06-01 14:05:00,25.7,45244.08,32.0,25.6,28.775,27.0,27.0,[27.0],1.0,31.1,26.8,25.0,1.0,25.6,27.5,25.0,1.0,32.0,27.2,26.0,1.0,27.1,26.9,26.0,1.0,32.0,26.8,25.0,1.0,28.1,27.1,25.0,1.0,26.2,25.9,25.0,1.0,28.1,27.8,25.0
2023-06-01 14:10:00,25.7,45234.02,32.3,25.6,28.725,27.2,27.2,[27.2],1.0,30.5,26.1,25.0,1.0,25.6,27.4,25.0,1.0,32.3,26.5,26.0,1.0,26.9,26.8,26.0,1.0,32.3,27.1,25.0,1.0,28.0,27.3,25.0,1.0,26.2,26.2,25.0,1.0,28.0,26.9,25.0
2023-06-01 14:15:00,25.7,45339.37,32.2,25.6,28.787500000000005,27.1,27.1,[27.1],1.0,30.8,26.8,25.0,1.0,25.6,27.5,25.0,1.0,32.2,27.1,26.0,1.0,27.1,27.0,26.0,1.0,32.2,27.2,25.0,1.0,28.0,26.8,25.0,1.0,26.4,25.8,25.0,1.0,28.0,27.1,25.0
2023-06-01 14:20:00,25.8,45247.77,32.2,25.6,28.75,27.2,27.2,[27.2],1.0,31.1,26.8,25.0,1.0,25.6,27.2,25.0,1.0,32.2,26.5,26.0,1.0,26.9,26.8,26.0,1.0,32.2,27.1,25.0,1.0,27.9,27.2,25.0,1.0,26.2,25.9,25.0,1.0,27.9,27.0,25.0
2023-06-01 14:25:00,25.8,45317.76,32.3,25.6,28.8875,27.1,27.1,[27.1],1.0,31.1,26.9,25.0,1.0,25.6,27.3,25.0,1.0,32.3,26.9,26.0,1.0,27.1,26.9,26.0,1.0,32.3,27.1,25.0,1.0,28.1,26.9,25.0,1.0,26.5,26.0,25.0,1.0,28.1,27.1,25.0
2023-06-01 14:30:00,25.7,45311.64,32.1,25.6,28.725,27.0,27.0,[27.0],1.0,31.1,26.9,25.0,1.0,25.6,27.3,25.0,1.0,32.1,26.6,26.0,1.0,26.9,26.8,26.0,1.0,32.1,26.3,25.0,1.0,27.9,26.4,25.0,1.0,26.2,25.5,25.0,1.0,27.9,27.1,25.0
2023-06-01 14:35:00,25.7,45261.29,32.2,25.6,28.8,27.1,27.1,[27.1],1.0,31.0,26.8,25.0,1.0,25.6,27.3,25.0,1.0,32.2,26.7,26.0,1.0,27.0,26.9,26.0,1.0,32.2,27.5,25.0,1.0,28.1,27.4,25.0,1.0,26.2,26.3,25.0,1.0,28.1,27.0,25.0
2023-06-01 14:40:00,25.7,,32.1,25.6,28.7375,27.0,27.0,[27.0],1.0,30.8,26.9,25.0,1.0,25.6,27.2,25.0,1.0,32.1,27.0,26.0,1.0,27.1,26.9,26.0,1.0,32.1,26.8,25.0,1.0,28.0,26.5,25.0,1.0,26.2,25.6,25.0,1.0,28.0,27.5,25.0
2023-06-01 14:45:00,25.8,45217.18,32.1,25.6,28.6875,27.0,27.0,[27.0],1.0,30.8,26.8,25.0,1.0,25.6,27.1,25.0,1.0,32.1,26.5,26.0,1.0,27.0,26.8,26.0,1.0,32.1,26.7,25.0,1.0,27.9,26.8,25.0,1.0,26.1,26.6,25.0,1.0,27.9,26.9,25.0
2023-06-01 14:50:00,25.7,45207.81,32.1,25.6,28.7875,27.1,27.1,[27.1],1.0,31.0,26.8,25.0,1.0,25.6,27.2,25.0,1.0,32.1,27.2,26.0,1.0,27.2,26.9,26.0,1.0,32.1,27.0,25.0,1.0,28.0,27.1,25.0,1.0,26.3,26.2,25.0,1.0,28.0,29.7,25.0
2023-06-01 14:55:00,25.7,45252.76,32.3,25.7,28.7875,27.3,27.3,[27.3],1.0,30.7,26.8,25.0,1.0,25.7,27.3,25.0,1.0,32.3,26.4,26.0,1.0,26.9,26.7,26.0,1.0,32.3,27.2,25.0,1.0,28.0,26.8,25.0,1.0,26.4,26.2,25.0,1.0,28.0,26.9,25.0
2023-06-01 15:00:00,25.7,45296.74,32.3,25.6,28.774999999999995,27.0,27.0,[27.0],1.0,30.8,26.8,25.0,1.0,25.6,27.1,25.0,1.0,32.3,26.8,26.0,1.0,26.9,26.7,26.0,1.0,32.3,26.7,25.0,1.0,28.1,26.3,25.0,1.0,26.1,27.0,25.0,1.0,28.1,27.0,25.0
2023-06-01 15:05:00,25.8,45161.16,32.0,25.5,28.675,26.9,26.9,[26.9],1.0,31.1,26.8,25.0,1.0,25.5,27.0,25.0,1.0,32.0,27.0,26.0,1.0,26.7,26.6,26.0,1.0,32.0,26.8,25.0,1.0,28.0,26.8,25.0,1.0,26.1,25.6,25.0,1.0,28.0,27.5,25.0
2023-06-01 15:10:00,26.0,45157.48,32.0,25.5,28.675000000000004,26.9,26.9,[26.9],1.0,30.9,26.8,25.0,1.0,25.5,27.0,25.0,1.0,32.0,26.7,26.0,1.0,26.7,26.4,26.0,1.0,32.0,27.0,25.0,1.0,28.0,27.3,25.0,1.0,26.3,26.3,25.0,1.0,28.0,28.5,25.0
2023-06-01 15:15:00,26.0,45200.41,32.1,25.5,28.7125,27.1,27.1,[27.1],1.0,30.7,26.8,25.0,1.0,25.5,27.0,25.0,1.0,32.1,27.2,26.0,1.0,26.8,26.6,26.0,1.0,32.1,27.0,25.0,1.0,28.1,26.6,25.0,1.0,26.3,25.8,25.0,1.0,28.1,27.7,25.0
2023-06-01 15:20:00,26.1,45259.24,31.9,25.5,28.6,26.9,26.9,[26.9],1.0,30.5,26.8,25.0,1.0,25.5,26.7,25.0,1.0,31.9,26.4,26.0,1.0,26.4,26.3,26.0,1.0,31.9,26.8,25.0,1.0,28.1,26.5,25.0,1.0,26.3,25.6,25.0,1.0,28.2,26.7,25.0
2023-06-01 15:25:00,26.0,45234.14,31.9,25.4,28.6375,27.1,27.1,[27.1],1.0,30.5,26.8,25.0,1.0,25.4,26.9,25.0,1.0,31.9,27.2,26.0,1.0,26.8,26.7,26.0,1.0,31.9,26.8,25.0,1.0,28.2,26.6,25.0,1.0,26.2,25.7,25.0,1.0,28.2,27.5,25.0
2023-06-01 15:30:00,26.1,45276.99,32.0,25.4,28.5625,26.8,26.8,[26.8],1.0,30.6,26.7,25.0,1.0,25.4,26.7,25.0,1.0,32.0,26.5,26.0,1.0,26.3,26.3,26.0,1.0,32.0,26.4,25.0,1.0,28.0,26.1,25.0,1.0,26.0,25.3,25.0,1.0,28.2,26.9,25.0
2023-06-01 15:35:00,26.2,45165.51,31.9,25.4,28.6625,27.0,27.0,[27.0],1.0,30.7,26.7,25.0,1.0,25.4,26.8,25.0,1.0,31.9,26.8,26.0,1.0,26.7,26.4,26.0,1.0,31.9,27.1,25.0,1.0,28.1,27.3,25.0,1.0,26.3,26.1,25.0,1.0,28.3,27.0,25.0
2023-06-01 15:40:00,26.0,45160.7,32.1,25.4,28.6875,27.1,27.1,[27.1],1.0,30.7,26.7,25.0,1.0,25.4,26.8,25.0,1.0,32.1,26.9,26.0,1.0,26.5,26.4,26.0,1.0,32.1,27.2,25.0,1.0,28.1,27.0,25.0,1.0,26.4,25.9,25.0,1.0,28.2,27.5,25.0
2023-06-01 15:45:00,26.0,45247.38,32.0,25.4,28.662499999999994,26.9,26.9,[26.9],1.0,30.8,26.7,25.0,1.0,25.4,27.0,25.0,1.0,32.0,26.7,26.0,1.0,26.5,26.3,26.0,1.0,32.0,26.6,25.0,1.0,28.2,27.2,25.0,1.0,26.2,25.5,25.0,1.0,28.2,26.8,25.0
2023-06-01 15:50:00,25.8,45269.77,32.1,25.4,28.7125,27.0,27.0,[27.0],1.0,30.5,26.7,25.0,1.0,25.4,26.8,25.0,1.0,32.1,27.3,26.0,1.0,26.8,26.6,26.0,1.0,32.1,26.9,25.0,1.0,28.1,27.1,25.0,1.0,26.4,25.7,25.0,1.0,28.3,27.6,25.0
2023-06-01 15:55:00,25.9,45173.12,32.1,25.3,28.675,26.9,26.9,[26.9],1.0,30.8,26.7,25.0,1.0,25.3,26.7,25.0,1.0,32.1,26.4,26.0,1.0,26.3,26.2,26.0,1.0,32.1,26.9,25.0,1.0,28.1,27.0,25.0,1.0,26.4,25.8,25.0,1.0,28.3,26.6,25.0
2023-06-01 16:00:00,25.9,45239.79,32.1,25.3,28.762500000000003,27.1,27.1,[27.1],1.0,30.9,26.7,25.0,1.0,25.3,27.0,25.0,1.0,32.1,27.2,26.0,1.0,26.8,26.5,26.0,1.0,32.1,27.0,25.0,1.0,28.2,27.0,25.0,1.0,26.4,25.9,25.0,1.0,28.3,27.1,25.0
2023-06-01 16:05:00,25.9,45305.42,32.1,25.3,28.700000000000003,26.9,26.9,[26.9],,30.9,,,,25.3,,,,32.1,,,,26.4,,,,32.1,,,,28.1,,,,26.4,,,,28.3,,
2023-06-01 16:10:00,25.7,45245.81,32.0,25.3,28.7,27.0,27.0,[27.0],1.0,30.8,26.6,25.0,1.0,25.3,26.7,25.0,1.0,32.0,26.9,26.0,1.0,26.6,26.4,26.0,1.0,32.0,27.1,25.0,1.0,28.2,27.1,25.0,1.0,26.4,26.2,25.0,1.0,28.3,26.9,25.0
2023-06-01 16:15:00,25.7,45253.27,32.2,25.2,28.75,27.1,27.1,[27.1],1.0,30.8,26.6,25.0,1.0,25.2,26.6,25.0,1.0,32.2,27.0,26.0,1.0,26.5,26.4,26.0,1.0,32.2,27.4,25.0,1.0,28.2,27.5,25.0,1.0,26.5,26.2,25.0,1.0,28.4,27.3,25.0
2023-06-01 16:20:00,25.9,45301.19,32.0,25.3,28.6875,26.9,26.9,[26.9],1.0,30.8,26.6,25.0,1.0,25.3,26.6,25.0,1.0,32.0,26.7,26.0,1.0,26.5,26.3,26.0,1.0,32.0,27.0,25.0,1.0,28.2,26.2,25.0,1.0,26.2,25.6,25.0,1.0,28.5,26.8,25.0
2023-06-01 16:25:00,25.9,45267.96,32.0,25.2,28.6625,26.9,26.9,[26.9],1.0,30.9,26.6,25.0,1.0,25.2,26.7,25.0,1.0,32.0,27.2,26.0,1.0,26.6,26.4,26.0,1.0,32.0,27.4,25.0,1.0,28.1,27.0,25.0,1.0,26.2,26.1,25.0,1.0,28.3,28.2,25.0
2023-06-01 16:30:00,25.8,45229.72,31.9,25.2,28.5625,27.0,27.0,[27.0],1.0,30.7,26.6,25.0,1.0,25.2,26.6,25.0,1.0,31.9,26.4,26.0,1.0,26.3,26.2,26.0,1.0,31.9,26.9,25.0,1.0,28.1,26.3,25.0,1.0,26.1,25.5,25.0,1.0,28.3,26.5,25.0
2023-06-01 16:35:00,25.8,45228.6,31.9,25.2,28.6375,27.1,27.1,[27.1],1.0,30.7,26.6,25.0,1.0,25.2,26.8,25.0,1.0,31.9,27.1,26.0,1.0,26.7,26.4,26.0,1.0,31.9,27.0,25.0,1.0,28.1,26.5,25.0,1.0,26.2,25.7,25.0,1.0,28.4,26.8,25.0
2023-06-01 16:40:00,25.9,45289.84,32.0,25.3,28.6,27.1,27.1,[27.1],1.0,30.5,26.6,25.0,1.0,25.3,26.7,25.0,1.0,32.0,26.5,26.0,1.0,26.6,26.4,26.0,1.0,32.0,26.9,25.0,1.0,27.9,26.9,25.0,1.0,26.1,25.8,25.0,1.0,28.4,26.9,25.0
2023-06-01 16:45:00,25.9,45191.82,32.0,25.3,28.625,27.1,27.1,[27.1],1.0,30.6,26.6,25.0,1.0,25.3,27.0,25.0,1.0,32.0,26.7,26.0,1.0,26.8,26.6,26.0,1.0,32.0,26.7,25.0,1.0,28.0,26.4,25.0,1.0,26.2,27.1,25.0,1.0,28.1,26.9,25.0
2023-06-01 16:50:00,25.8,45097.85,31.8,25.3,28.5375,26.9,26.9,[26.9],1.0,30.6,26.6,25.0,1.0,25.3,26.9,25.0,1.0,31.8,27.0,26.0,1.0,26.9,26.6,26.0,1.0,31.8,26.6,25.0,1.0,27.9,26.3,25.0,1.0,25.9,25.4,25.0,1.0,28.1,27.6,25.0
2023-06-01 16:55:00,25.8,45314.84,31.9,25.3,28.575000000000003,27.1,27.1,[27.1],1.0,30.6,26.6,25.0,1.0,25.3,27.0,25.0,1.0,31.9,26.5,26.0,1.0,26.9,26.5,26.0,1.0,31.9,27.2,25.0,1.0,27.9,27.1,25.0,1.0,26.2,26.0,25.0,1.0,27.9,26.9,25.0
2023-06-01 17:00:00,25.8,45199.23,32.1,25.3,28.6875,27.2,27.2,[27.2],1.0,30.6,26.7,25.0,1.0,25.3,27.0,25.0,1.0,32.1,27.2,26.0,1.0,27.0,26.8,26.0,1.0,32.1,27.1,25.0,1.0,28.1,26.9,25.0,1.0,26.2,25.9,25.0,1.0,28.1,27.2,25.0
2023-06-01 17:05:00,25.9,45261.06,32.0,25.3,28.6,27.0,27.0,[27.0],1.0,30.3,26.7,25.0,1.0,25.3,26.9,25.0,1.0,32.0,26.7,26.0,1.0,27.0,26.6,26.0,1.0,32.0,26.4,25.0,1.0,28.1,26.0,25.0,1.0,26.0,25.1,25.0,1.0,28.1,27.3,25.0
2023-06-01 17:10:00,25.8,45131.05,32.1,25.4,28.6375,27.1,27.1,[27.1],1.0,30.6,26.7,25.0,1.0,25.4,27.0,25.0,1.0,32.1,26.8,26.0,1.0,26.9,26.7,26.0,1.0,32.1,27.4,25.0,1.0,27.9,29.0,25.0,1.0,26.2,26.0,25.0,1.0,27.9,27.9,25.0
2023-06-01 17:15:00,25.9,45192.58,32.0,25.4,28.625,27.0,27.0,[27.0],1.0,30.7,26.7,25.0,1.0,25.4,27.0,25.0,1.0,32.0,26.8,26.0,1.0,26.9,26.6,26.0,1.0,32.0,26.4,25.0,1.0,27.9,26.3,25.0,1.0,26.2,25.3,25.0,1.0,27.9,27.4,25.0
2023-06-01 17:20:00,25.9,45134.76,32.2,25.4,28.6625,27.2,27.2,[27.2],1.0,30.6,26.6,25.0,1.0,25.4,26.9,25.0,1.0,32.2,26.5,26.0,1.0,26.8,26.6,26.0,1.0,32.2,27.3,25.0,1.0,27.9,27.4,25.0,1.0,26.3,26.1,25.0,1.0,27.9,26.7,25.0
2023-06-01 17:25:00,25.9,45169.37,,,,27.0,27.0,[27.0],1.0,,26.6,25.0,1.0,,26.8,25.0,1.0,,27.2,26.0,1.0,,26.7,26.0,1.0,,26.8,25.0,1.0,,26.6,25.0,1.0,,25.7,25.0,1.0,,27.5,25.0
2023-06-01 17:30:00,26.0,45234.52,32.1,25.4,28.6125,27.0,27.0,[27.0],1.0,30.6,26.7,25.0,1.0,25.4,26.9,25.0,1.0,32.1,26.4,26.0,1.0,26.8,26.6,26.0,1.0,32.1,26.7,25.0,1.0,27.9,26.9,25.0,1.0,26.1,25.8,25.0,1.0,27.9,26.7,25.0
2023-06-01 17:35:00,26.0,45233.77,32.1,25.4,28.675,27.1,27.1,[27.1],1.0,30.6,26.6,25.0,1.0,25.4,26.9,25.0,1.0,32.1,26.8,26.0,1.0,26.8,26.7,26.0,1.0,32.1,27.4,25.0,1.0,28.0,27.3,25.0,1.0,26.4,26.3,25.0,1.0,28.0,27.0,25.0
2023-06-01 17:40:00,26.0,45169.21,32.2,25.4,28.6625,27.1,27.1,[27.1],1.0,30.6,26.7,25.0,1.0,25.4,26.9,25.0,1.0,32.2,26.6,26.0,1.0,26.9,26.6,26.0,1.0,32.2,26.8,25.0,1.0,27.9,26.3,25.0,1.0,26.2,25.5,25.0,1.0,27.9,27.1,25.0
2023-06-01 17:45:00,26.0,45090.98,32.0,25.3,28.550000000000004,26.9,26.9,[26.9],1.0,30.5,26.7,25.0,1.0,25.3,27.0,25.0,1.0,32.0,26.6,26.0,1.0,27.0,26.7,26.0,1.0,32.0,26.5,25.0,1.0,27.8,26.3,25.0,1.0,26.0,25.5,25.0,1.0,27.8,26.7,25.0
2023-06-01 17:50:00,26.0,45329.53999999999,32.0,25.4,28.625,27.0,27.0,[27.0],1.0,30.6,26.7,25.0,1.0,25.4,27.0,25.0,1.0,32.0,27.1,26.0,1.0,27.0,26.7,26.0,1.0,32.0,27.2,25.0,1.0,28.0,27.3,25.0,1.0,26.0,26.2,25.0,1.0,28.0,27.4,25.0
2023-06-01 17:55:00,26.0,45178.73,32.0,25.5,28.6,27.1,27.1,[27.1],1.0,30.5,26.7,25.0,1.0,25.5,26.9,25.0,1.0,32.0,26.4,26.0,1.0,26.9,26.7,26.0,1.0,32.0,26.8,25.0,1.0,27.9,26.2,25.0,1.0,26.1,25.4,25.0,1.0,27.9,26.7,25.0
2023-06-01 18:00:00,26.0,45259.55,31.9,25.4,28.6,27.0,27.0,[27.0],1.0,30.6,26.7,25.0,1.0,25.4,27.1,25.0,1.0,31.9,27.1,26.0,1.0,27.0,26.7,26.0,1.0,31.9,27.2,25.0,1.0,27.9,29.3,25.0,1.0,26.2,26.2,25.0,1.0,27.9,27.0,25.0
2023-06-01 18:05:00,26.0,45176.89,32.1,25.5,28.700000000000003,27.1,27.1,[27.1],1.0,30.8,26.7,25.0,1.0,25.5,26.9,25.0,1.0,32.1,26.7,26.0,1.0,27.0,26.6,26.0,1.0,32.1,27.2,25.0,1.0,27.9,27.0,25.0,1.0,26.3,26.3,25.0,1.0,27.9,27.2,25.0
2023-06-01 18:10:00,26.0,45194.9,32.1,25.5,28.6375,26.9,26.9,[26.9],1.0,30.6,26.7,25.0,1.0,25.5,26.9,25.0,1.0,32.1,26.6,26.0,1.0,26.9,26.7,26.0,1.0,32.1,26.4,25.0,1.0,27.9,26.1,25.0,1.0,26.1,25.2,25.0,1.0,27.9,26.9,25.0
2023-06-01 18:15:00,26.0,45255.79,32.0,25.4,28.6,26.9,26.9,[26.9],1.0,30.4,26.7,25.0,1.0,25.4,27.0,25.0,1.0,32.0,26.3,26.0,1.0,27.0,26.8,26.0,1.0,32.0,27.0,25.0,1.0,27.9,29.3,25.0,1.0,26.2,25.9,25.0,1.0,27.9,27.5,25.0
2023-06-01 18:20:00,25.9,45270.35,32.1,25.4,28.6125,27.1,27.1,[27.1],1.0,30.4,26.7,25.0,1.0,25.4,26.7,25.0,1.0,32.1,26.5,26.0,1.0,26.5,26.3,26.0,1.0,32.1,27.4,25.0,1.0,28.0,27.5,25.0,1.0,26.4,27.5,25.0,1.0,28.0,26.7,25.0
2023-06-01 18:25:00,25.8,45222.36,32.1,25.4,28.6875,26.9,26.9,[26.9],1.0,30.8,26.7,25.0,1.0,25.4,26.8,25.0,1.0,32.1,26.9,26.0,1.0,26.7,26.5,26.0,1.0,32.1,26.7,25.0,1.0,28.1,26.3,25.0,1.0,26.2,25.6,25.0,1.0,28.1,27.0,25.0
2023-06-01 18:30:00,25.9,45250.81,32.0,25.2,28.5875,27.0,27.0,[27.0],1.0,30.5,26.6,25.0,1.0,25.2,26.7,25.0,1.0,32.0,26.9,26.0,1.0,26.5,26.4,26.0,1.0,32.0,27.1,25.0,1.0,28.1,27.3,25.0,1.0,26.3,26.1,25.0,1.0,28.1,27.3,25.0
2023-06-01 18:35:00,25.9,45250.56,32.0,25.2,28.575,27.2,27.2,[27.2],1.0,30.4,26.6,25.0,1.0,25.2,26.6,25.0,1.0,32.0,26.7,26.0,1.0,26.5,26.3,26.0,1.0,32.0,27.3,25.0,1.0,28.1,27.0,25.0,1.0,26.3,25.9,25.0,1.0,28.1,26.7,25.0
2023-06-01 18:40:00,25.8,45225.26,32.2,25.4,28.7375,26.8,26.8,[26.8],1.0,30.6,26.6,25.0,1.0,25.4,26.8,25.0,1.0,32.2,27.3,26.0,1.0,26.8,26.5,26.0,1.0,32.2,26.5,25.0,1.0,28.1,26.3,25.0,1.0,26.5,25.5,25.0,1.0,28.1,27.6,25.0
2023-06-01 18:45:00,25.8,45218.36,32.0,25.3,28.5375,26.8,26.8,[26.8],1.0,30.4,26.6,25.0,1.0,25.3,26.6,25.0,1.0,32.0,26.5,26.0,1.0,26.3,26.2,26.0,1.0,32.0,26.9,25.0,1.0,28.0,27.1,25.0,1.0,26.1,25.7,25.0,1.0,28.2,26.6,25.0
2023-06-01 18:50:00,26.0,45214.18,32.2,25.3,28.6875,27.0,27.0,[27.0],1.0,30.5,26.6,25.0,1.0,25.3,26.9,25.0,1.0,32.2,27.3,26.0,1.0,26.7,26.5,26.0,1.0,32.2,27.3,25.0,1.0,28.0,27.1,25.0,1.0,26.5,26.0,25.0,1.0,28.1,27.3,25.0
2023-06-01 18:55:00,26.0,45302.87,32.1,25.2,28.5875,26.9,26.9,[26.9],1.0,30.5,26.5,25.0,1.0,25.2,26.6,25.0,1.0,32.1,26.6,26.0,1.0,26.3,26.2,26.0,1.0,32.1,26.5,25.0,1.0,28.1,26.5,25.0,1.0,26.2,25.6,25.0,1.0,28.2,26.9,25.0
2023-06-01 19:00:00,26.1,45301.59,32.1,25.2,28.6625,27.1,27.1,[27.1],1.0,30.6,26.5,25.0,1.0,25.2,26.6,25.0,1.0,32.1,26.6,26.0,1.0,26.4,26.2,26.0,1.0,32.1,27.0,25.0,1.0,28.2,27.1,25.0,1.0,26.4,26.2,25.0,1.0,28.3,26.7,25.0
2023-06-01 19:05:00,26.2,45305.94,32.2,25.2,28.6875,27.2,27.2,[27.2],1.0,30.5,26.5,25.0,1.0,25.2,26.5,25.0,1.0,32.2,26.4,26.0,1.0,26.6,26.1,26.0,1.0,32.2,27.1,25.0,1.0,28.2,27.4,25.0,1.0,26.4,26.0,25.0,1.0,28.2,27.5,25.0
2023-06-01 19:10:00,26.1,45344.25,32.0,25.2,28.5625,26.9,26.9,[26.9],1.0,30.5,26.6,25.0,1.0,25.2,26.8,25.0,1.0,32.0,26.5,26.0,1.0,26.4,26.2,26.0,1.0,32.0,26.6,25.0,1.0,28.1,26.3,25.0,1.0,26.2,25.3,25.0,1.0,28.1,28.1,25.0
2023-06-01 19:15:00,26.0,45287.59,32.0,25.2,28.5625,27.0,27.0,[27.0],1.0,30.2,26.6,25.0,1.0,25.2,26.7,25.0,1.0,32.0,27.3,26.0,1.0,26.4,26.5,26.0,1.0,32.0,27.4,25.0,1.0,28.2,27.2,25.0,1.0,26.3,26.1,25.0,1.0,28.2,27.4,25.0
2023-06-01 19:20:00,26.1,45298.89,31.9,25.2,28.55,26.9,26.9,[26.9],1.0,30.5,26.6,25.0,1.0,25.2,26.7,25.0,1.0,31.9,26.4,26.0,1.0,26.7,26.1,26.0,1.0,31.9,26.7,25.0,1.0,28.1,26.7,25.0,1.0,26.0,25.5,25.0,1.0,28.1,26.4,25.0
2023-06-01 19:25:00,26.1,45344.89,31.9,25.1,28.575,27.0,27.0,[27.0],1.0,30.4,26.6,25.0,1.0,25.1,26.8,25.0,1.0,31.9,26.8,26.0,1.0,26.5,26.3,26.0,1.0,31.9,26.4,25.0,1.0,28.2,26.4,25.0,1.0,26.2,26.3,25.0,1.0,28.4,27.1,25.0
2023-06-01 19:30:00,26.1,45415.48,31.9,25.1,28.5625,27.0,27.0,[27.0],1.0,30.6,26.5,25.0,1.0,25.1,26.7,25.0,1.0,31.9,27.0,26.0,1.0,26.5,26.3,26.0,1.0,31.9,27.5,25.0,1.0,28.1,27.1,25.0,1.0,26.2,25.9,25.0,1.0,28.2,27.2,25.0
2023-06-01 19:35:00,26.3,45307.05,31.9,25.2,28.55,27.0,27.0,[27.0],1.0,30.6,26.5,25.0,1.0,25.2,26.6,25.0,1.0,31.9,26.6,26.0,1.0,26.4,26.2,26.0,1.0,31.9,26.3,25.0,1.0,28.1,27.0,25.0,1.0,26.1,25.3,25.0,1.0,28.2,26.6,25.0
2023-06-01 19:40:00,26.3,45423.95,32.1,25.2,28.700000000000003,27.1,27.1,[27.1],1.0,30.5,26.7,25.0,1.0,25.2,27.0,25.0,1.0,32.1,27.4,26.0,1.0,26.8,26.6,26.0,1.0,32.1,27.3,25.0,1.0,28.2,27.4,25.0,1.0,26.4,26.1,25.0,1.0,28.3,27.6,25.0
2023-06-01 19:45:00,26.1,45433.48,32.1,25.2,28.65,27.2,27.2,[27.2],1.0,30.6,26.7,25.0,1.0,25.2,26.6,25.0,1.0,32.1,26.4,26.0,1.0,26.3,26.2,26.0,1.0,32.1,26.7,25.0,1.0,28.2,26.8,25.0,1.0,26.4,25.8,25.0,1.0,28.3,26.6,25.0
2023-06-01 19:50:00,26.1,45430.19,32.2,25.2,28.7,27.1,27.1,[27.1],1.0,30.6,26.7,25.0,1.0,25.2,26.8,25.0,1.0,32.2,27.1,26.0,1.0,26.3,26.4,26.0,1.0,32.2,27.1,25.0,1.0,28.2,27.5,25.0,1.0,26.5,26.1,25.0,1.0,28.4,27.1,25.0
