time,outdoor_t,room_total_power,env_avg,env_h,env_list,3804556_c,3804556_p,3804556_r,3804556_s
2023-06-06 08:40:00,26.5,23.34,26.9,26.9,[26.9],1.0,0.11,27.5,26.0
2023-06-06 08:45:00,26.5,23.41,27.0,27.0,[27.0],1.0,0.12,27.6,26.0
2023-06-06 08:50:00,26.5,23.37,27.0,27.0,[27.0],1.0,0.12,27.6,26.0
2023-06-06 08:55:00,26.5,23.42,26.9,26.9,[26.9],1.0,0.12,27.5,26.0
2023-06-06 09:00:00,26.5,23.53,27.0,27.0,[27.0],1.0,0.12,27.7,26.0
2023-06-06 09:05:00,26.5,23.35,27.0,27.0,[27.0],1.0,0.12,27.8,26.0
2023-06-06 09:10:00,26.5,23.39,27.1,27.1,[27.1],1.0,0.11,27.7,26.0
2023-06-06 09:15:00,26.5,23.5,27.0,27.0,[27.0],1.0,0.12,27.5,26.0
2023-06-06 09:20:00,26.5,23.37,27.1,27.1,[27.1],1.0,0.11,27.5,26.0
2023-06-06 09:25:00,26.5,23.63,27.0,27.0,[27.0],1.0,0.12,27.3,26.0
2023-06-06 09:30:00,26.4,23.33,26.8,26.8,[26.8],1.0,0.12,27.4,26.0
2023-06-06 09:35:00,26.5,23.35,26.7,26.7,[26.7],1.0,0.11,27.4,26.0
2023-06-06 09:40:00,26.5,23.23,26.8,26.8,[26.8],1.0,0.12,27.4,26.0
2023-06-06 09:45:00,26.5,23.34,26.7,26.7,[26.7],1.0,0.12,27.3,26.0
2023-06-06 09:50:00,26.5,23.19,26.8,26.8,[26.8],1.0,0.11,27.2,26.0
2023-06-06 09:55:00,26.5,23.24,26.7,26.7,[26.7],1.0,0.12,27.1,26.0
2023-06-06 10:00:00,26.4,23.26,27.0,27.0,[27.0],1.0,0.11,27.2,26.0
2023-06-06 10:05:00,26.5,23.2,26.8,26.8,[26.8],1.0,0.12,27.2,26.0
2023-06-06 10:10:00,26.5,23.36,26.6,26.6,[26.6],1.0,0.11,27.2,26.0
2023-06-06 10:15:00,26.5,23.39,26.8,26.8,[26.8],1.0,0.12,27.5,26.0
2023-06-06 10:20:00,26.5,23.28,26.6,26.6,[26.6],1.0,0.11,27.4,26.0
2023-06-06 10:25:00,26.5,23.25,26.8,26.8,[26.8],1.0,0.12,27.4,26.0
2023-06-06 10:30:00,26.5,23.2,26.8,26.8,[26.8],1.0,0.12,27.3,26.0
2023-06-06 10:35:00,26.4,23.43,26.7,26.7,[26.7],1.0,0.12,27.2,26.0
2023-06-06 10:40:00,26.4,23.27,26.9,26.9,[26.9],1.0,0.12,27.2,26.0
2023-06-06 10:45:00,26.4,23.22,26.8,26.8,[26.8],1.0,0.12,27.5,26.0
2023-06-06 10:50:00,26.4,23.31,26.7,26.7,[26.7],1.0,0.11,27.4,26.0
2023-06-06 10:55:00,26.4,23.37,26.8,26.8,[26.8],1.0,0.12,27.4,26.0
2023-06-06 11:00:00,26.4,23.22,26.6,26.6,[26.6],1.0,0.12,27.4,26.0
2023-06-06 11:05:00,26.4,23.36,26.9,26.9,[26.9],1.0,0.12,27.4,26.0
2023-06-06 11:10:00,26.4,23.28,26.7,26.7,[26.7],1.0,0.12,27.3,26.0
2023-06-06 11:15:00,26.4,23.25,26.7,26.7,[26.7],1.0,0.12,27.4,26.0
2023-06-06 11:20:00,26.5,23.45,26.7,26.7,[26.7],1.0,0.12,27.2,26.0
2023-06-06 11:25:00,26.5,23.3,26.7,26.7,[26.7],1.0,0.12,27.2,26.0
2023-06-06 11:30:00,26.5,23.37,26.7,26.7,[26.7],1.0,0.12,27.3,26.0
2023-06-06 11:35:00,26.5,23.26,26.7,26.7,[26.7],1.0,0.12,27.2,26.0
