地市,数据中心,机房名称,机房类别,状态记录,回退原因,开始调控日期,控制范围,机柜最高温,环境最高温,机柜预警线,机柜报警线,回风预警线,环境报警线,空调数量,机柜id,环境id,空调id,压线标志,控制描述,,,,,,
嘉兴,禾_D_平湖新仓局,2F综合机房,D,,,2023/5/9,26-29,32.1,27.5,39,40,29,30,3,,,,,,,,,,,
衢州,衢_B_龙游新一路局,2F数据机房,C,,,2023/5/9,23-29,30.2,25.8,39,40,29,27,2,,,,,,,,,,,
台州,台_C_三门县局,3F传输室,C,,,2023/5/9,24-29,31.3,27.6,39,40,29,29,4,,,,,,,,,,,
温州,温_B_鹿城南站三油机局,南站7楼核心网机房,B,,,2023/5/9,24-29,36.3,27.1,39,40,29,28,2,,,,,,,,,,,
温州,温_B_鹿城南站三油机局,南站7楼无线机房,B,,,2023/5/9,22-29,,,39,40,29,27,,,,,,,,,,,,
金华,婺_A_云计算中心二号楼局,1F小配电房,A,,,2023/5/9,23-29,,25.4,39,40,29,27,2,,,,,,,,,,,
金华,婺_A_云计算中心二号楼局,2F2-1电力电池室,A,,,2023/5/9,23-29,,25.4,39,40,29,27,1,,,,,,,,,,,
金华,婺_A_云计算中心二号楼局,3F3-2电力电池室,A,,,2023/5/9,23-29,,24.8,39,40,29,26,1,,,,,,,,,,,
金华,婺_A_云计算中心二号楼局,4F4-2电力电池室,A,,,2023/5/9,23-29,,25.7,39,40,29,27,1,,,,,,,,,,,
金华,婺_A_云计算中心三号楼局1F小配电机房,三号楼1F小配电机房,B,,,2023/5/9,23-29,,26.1,39,40,29,27,1,,,,,,,,,,,
金华,婺_A_云计算中心一号楼局3-1电力室,一号楼3-1电力电池室,A,,环境温度缺失--6.26已解决,2023/5/9,22-29,,24.2,39,40,29,26,1,,,,,,,,,,,
金华,婺_D_兰溪国际花园局,2F综合机房,D,,,2023/5/9,25-29,29.5,27.7,59,60,31,32,2,,,,,,,,,,,
嘉兴,禾_B_嘉兴中山路局,6F数据机房,B,,,2023/5/11,22-29,30.9,27.3,39,40,29,29,3,,,,,,,,,,,
嘉兴,禾_C_海宁城西局,2F综合机房,C,,,2023/5/11,23-29,40.2,23.3,42,43,29,28,2,,,,,,,,,,,
嘉兴,禾_C_嘉善亭桥路局,4FIDC机房,C,,,2023/5/11,22-29,29.6,27.4,39,40,29,29,4,,,,,,,,,,,
嘉兴,禾_C_嘉兴清河政务云机房局,1F西UPS室（PU02）,C,,,2023/5/11,23-29,,26.3,39,40,29,28,3,,,,,,,,,,,
嘉兴,禾_D_平湖曹桥局,2FT01机房,D,,,2023/5/11,24-29,41.4,29.5,43,44,29,31,2,,,,,,,,,,,
湖州,湖_C_安吉递铺局,老大楼PP02机房,C,,,2023/5/11,24-29,,24.1,39,40,29,28,1,,,,,,,,,,,
湖州,湖_C_安吉孝丰局,2FZ01机房,D,已回退,回风持续告警，失败率过高,2023/5/11,23-29,30.4,25.9,39,40,29,28,2,,,,,,,,,,,
湖州,湖_C_长兴雉城局,3FD01机房,C,,,2023/5/11,23-29,33.1,25.9,39,40,29,29,2,,,,,,,,,,,
湖州,湖_C_长兴雉城局,3FZ01机房,C,,,2023/5/11,24-29,30.8,25.7,39,40,29,29,5,,,,,,,,,,,
湖州,湖_C_德清武康母局,2FZ02机房,C,,,2023/5/11,23-29,34.8,27.5,39,40,29,29,1,,,,,,,,,,,
湖州,湖_C_南浔南浔母局,Z01机房,C,,,2023/5/11,22-29,34.2,26.2,39,40,29,28,4,,,,,,,,,,,
湖州,湖_C_吴兴吉山母局,2FZ01机房,D,,,2023/5/11,24-29,39.2,27.6,41,42,29,29,4,,,,,,,,,,,
湖州,湖_C_吴兴吉山母局,PY01机房,D,,,2023/5/11,25-29,,23.5,59,60,29,29,1,,,,,,,,,,,
湖州,湖_D_德清城关母局,Z01机房,D,已回退,回风过高，观察一下,2023/5/11,23-29,31.1,23,39,40,29,30,3,,,,,,,,,,,
湖州,湖_D_南浔菱湖局,3FZ01机房,D,,,2023/5/11,24-29,33.2,28.8,39,40,29,30,4,,,,,,,,,,,
丽水,丽_A_莲都城东AI局,6F云机房,C,,,2023/5/11,25-28,25.2,22.7,39,40,29,26,2,,,,,,,,,,,
丽水,丽_A_莲都城中AI局,4F交换机房,B,,,2023/5/11,24-28,21.8,24,39,40,29,26,1,,,,,,,,,,,
丽水,丽_A_莲都城中AI局,4F云机房,B,,,2023/5/11,24-28,,25.6,39,40,29,27,2,,,,,,,,,,,
丽水,丽_C_松阳古市局,2F综合机房,D,,,2023/5/11,24-29,32.1,27.3,39,40,29,29,1,,,,,,,,,,,
衢州,衢_B_龙游新一路局,2FIDC机房,C,,,2023/5/11,24-29,26.8,25.4,39,40,29,27,2,,,,,,,,,,,
衢州,衢_C_衢州下张局,2F综合机房,C,,,2023/5/11,22-29,29.2,27.3,39,40,29,29,3,,,,,,,,,,,
绍兴,绍_C_嵊州剡湖城北局,2F综合机房,C,已回退,,2023/5/11,26-29,37.1,25.1,39,40,29,28,1,,,,,,,,,,,
绍兴,绍_D_嵊州甘霖局,综合机房,D,已回退,机房下线，不再部署AI,2023/5/11,24-29,37,25.1,39,40,29,30,3,,,,,,,,,,,
台州,台_B_椒江枢纽大楼局,7F数据机房,B,,,2023/5/11,24-29,27.9,24.4,39,40,29,27,3,,,,,,,,,,,
台州,台_C_黄岩镇东局,3F数据传输机房,C,,,2023/5/11,24-29,40.5,27,42,43,29,28,3,,,,,,,,,,,
金华,婺_A_云计算中心二号楼局,2F2-2电力电池室,A,,,2023/5/11,23-28,,25.9,39,40,29,27,1,,,,,,,,,,,
金华,婺_A_云计算中心一号楼局,2F2-1电力电池室,A,,,2023/5/11,22-28,,24.3,39,40,29,26,1,,,,,,,,,,,
金华,婺_A_云计算中心一号楼局,3F3-2电力电池室,A,,,2023/5/11,23-28,,24.2,39,40,29,26,1,,,,,,,,,,,
金华,婺_A_云计算中心一号楼局,4F4-1电力电池室,A,,,2023/5/11,22-28,,25.6,39,40,29,27,1,,,,,,,,,,,
金华,婺_C_武义城南局,1F电力室,C,,,2023/5/11,26-29,,28,39,40,29,29,1,,,,,,,,,,,
嘉兴,禾_B_嘉兴第二枢纽楼局,4F传输机房,B,,,2023/6/1,24-28,33,29,59,60,29,30,5,"['3820170','3820171','3820172','3820173','3820174','3820175*3820174','3820176','3820176*3820175','3820177','3820178','3820179']",['3820180'],"['7348','7349','7350','7351']",1,该机房为B类机房，环境温度的最大值29.0，超过管控上限29比例小于10%，环境温度存在稳定值28.27，方差为0.04，温度的九分位数为28.6，稳定值28.27/九分位数28.6逼近管控上限29，控制，但非强化,,,,,,
嘉兴,禾_B_嘉兴中山路局,3F东传输机房,B,,,2023/6/1,24-28,35.8,27.7,59,60,29,29,4,"['3792203','3792205','3792206','3792207','3792208','3792209']","['3792204','3792210','3792211']","['1106575','701730','701732']",,该机房为B类机房，环境温度的最大值27.76666666666667低于管控上限值29，环境温度存在稳定值26.75，方差为0.22，温度的九分位数为27.3，故设置环境阈值为28，是稳定值26.75向上取整+1,,,,,,
嘉兴,禾_C_嘉兴清河政务云机房局,1FIDC6机房,C,,,2023/6/1,24-29,28.1,27.4,39,40,30,28,4,"['3793593*3793598','3793594','3793594*3793597','3793595','3793595*3793596','3793596*3793601','3793597*3793600','3793598*3793599','3793599*3793604','3793600','3793601','3793602','3793603','3793605*3793593']",['3793605'],"['567037','567038','567039']",,该机房为C类机房，环境温度的最大值27.4低于管控值28，环境温度存在稳定值24.98，方差为0.39，温度的九分位数为25.8，故设置环境阈值为28，等于管控值28,,,,,,
嘉兴,禾_C_桐乡庆丰局政务云机房,4F云机房（2）,C,,,2023/6/1,25-29,25.8,26.32,39,40,29,28,11,"['3795772*3795771','3795773*3795770','3795774*3795769','3795775*3795774','3795776*3795773','3795777*3795772','3795778','3795778*3795777','3795779','3795779*3795776','3795780','3795780*3795775']","['1736886','1736887','1736888','1736889','1736890','1736891','1736892','1736893','1736894','1736895']","['1736874','1736876','1736877','1736878','1736880','1736881','1736882','1736883','1736884','1736885']",,该机房为C类机房，环境温度的最大值26.32低于管控值28，环境温度不存在稳定值，温度均值为23.81，方差为1.25，且温度的九分位数为25.31，故设置环境阈值为28，等于管控值28,,,,,,
嘉兴,禾_D_平湖广陈局,2FZ01机房,D,,,2023/6/1,26-30,42.2,28.7,44,45,29,30,3,"['3804984','3804985','3804986']",['940125'],"['3237702','915254']",,该机房为D类机房，环境温度的最大值28.7低于管控值30，环境温度存在稳定值27.76，方差为0.83，温度的九分位数为28.5，故设置环境阈值为30，等于管控值30,,,,,,
湖州,湖_B_吴兴红旗母局,2FZ11机房,B,,,2023/6/1,24-28,31.6,24.8,59,60,29,28,6,"['3819030','3819031','3819031*3819036','3819033*3819032','3819034*3819033','3819035','3819035*3819034','3842184','3842185']",['3819036'],"['3818996','3818997','3818998','3818999','3819000']",,该机房为B类机房，环境温度的最大值24.8低于管控值27，环境温度存在稳定值23.59，方差为0.11，温度的九分位数为24.1，故设置环境阈值为27，等于管控值27,,,,,,
湖州,湖_C_安吉递铺局,老大楼3FZ01机房,C,已回退,0602机房整治，即将拆除,2023/6/1,23-29,37.2,27,39,40,34,28,6,"['3835730','3835731','3835732','3835732*3835731','3835733','3835735*3835734','3835736','3835736*3835735']",['3835737'],"['3835716','3835717','3835718','3835719','3835720']",,该机房为C类机房，环境温度的最大值27.0低于管控值28，环境温度存在稳定值26.15，方差为0.07，温度的九分位数为26.5，故设置环境阈值为28，等于管控值28,,,,,,
湖州,湖_D_长兴夹浦局,2FZ01机房,D,,,2023/6/1,24-30,29.5,26,39,40,34,30,2,"['3822163','3822163*3822164','3822165','3822166']",['3822167'],['3822162'],,该机房为D类机房，环境温度的最大值26.0低于管控值30，环境温度存在稳定值25.56，方差为0.03，温度的九分位数为25.7，故设置环境阈值为30，等于管控值30,,,,,,
丽水,丽_A_莲都城东AI局,6F核心网机房,B,,,2023/6/1,24-28,32.1,27.1,39,40,33,28,3,"['3813459','3813460','3813460*3813458','3813461','3813462','3813463']",['3813464'],"['3813438','3813439']",,该机房为B类机房，环境温度的最大值27.1低于管控上限值29，环境温度存在稳定值26.5，方差为0.02，温度的九分位数为26.7，故设置环境阈值为28，是稳定值26.5向上取整+1,,,,,,
丽水,丽_A_莲都城中AI局,3F传输机房,B,,,2023/6/1,24-28,34.9,29.4,39,40,29,30,4,"['3816318','3816319','3816320','3816320*3816321','3816321','3816322','3816323','3816324','3816325','3816326','3816327']",['3816328'],"['3816286','3816287','3816288']",1,该机房为B类机房，环境温度的最大值29.4，超过管控上限29比例大于50%同时小于10%，环境温度存在稳定值28.52，方差为0.14，温度的九分位数为28.9，稳定值28.52/九分位数28.9逼近管控上限29，控制，但非强化,,,,,,
丽水,丽_A_莲都城中AI局,5F数据机房,B,,,2023/6/1,25-28,33.1,29.6,39,40,29,30,5,"['3816348','3816349','3816350','3816350*3816349','3816351','3816352','3816353','3816353*3816352','3816354','3816355','3816356','3816357','3816358','3816359']",['3816360'],"['3816295','3816296','3816297','3816298']",1,该机房为B类机房，环境温度的最大值29.6，超过管控上限29比例大于50%同时小于10%，环境温度存在稳定值28.89，方差为0.07，温度的九分位数为29.0，稳定值28.89/九分位数29.0逼近管控上限29，控制，但非强化,,,,,,
丽水,丽_B_景宁县局,2F光配线室,C,,,2023/6/1,24-29,33.4,29.1,39,40,29,28,2,"['3806671','3806672']",['3806673'],['3806659'],,该机房为C类机房，环境温度的最大值29.1低于管控上限值30，环境温度存在稳定值26.14，方差为0.71，温度的九分位数为27.7，故设置环境阈值为28，是稳定值26.14向上取整+1,,,,,,
丽水,丽_B_景宁县局,3F传输机房,C,已回退,环境温度持续告警，失败率过高,2023/6/1,24-29,48,30.5,49,50,29,31,3,"['3806662','3806663','3806664','3806665','3806666','3806667','3806667*3806665','3806668']",['3806669'],"['3806657','3806658']",1,该机房为C类机房，环境温度的最大值30.5，超过管控上限30比例大于50%同时小于10%，环境温度存在稳定值29.9，方差为0.01，温度的九分位数为30.0，稳定值29.9/九分位数30.0逼近管控上限30，控制，但非强化,,,,,,
丽水,丽_B_松阳城西局,2F综合机房,C,,,2023/6/1,24-29,33.8,29.1,39,40,29,30,3,"['3805765','3805766','3805767']",['3805769'],"['3805760','3805761']",,该机房为C类机房，环境温度的最大值29.1低于管控上限值30，环境温度存在稳定值28.51，方差为0.18，温度的九分位数为28.9，故设置环境阈值为30，是稳定值28.51向上取整+1,,,,,,
丽水,丽_B_松阳城西局,3F传输机房,C,已回退,北研预警调优一直失败，3805763空调无法调整设定温度，回风高温,2023/6/1,22-29,34.1,28,39,40,29,29,3,"['3805770','3805772','3805773','3805773*3805774','3805774','3805775']",['3805776'],"['3805762','3805763']",,该机房为C类机房，环境温度的最大值28.0低于管控上限值30，环境温度存在稳定值27.22，方差为0.14，温度的九分位数为27.7，故设置环境阈值为29，是稳定值27.22向上取整+1,,,,,,
丽水,丽_B_遂昌遂昌县局,5F数据机房,C,,,2023/6/1,25-29,30.5,29.2,39,40,29,30,3,"['3805944','3805945','3805946','3805947','3805948']",['3805943'],"['3805940','3805941']",,该机房为C类机房，环境温度的最大值29.2低于管控上限值30，环境温度存在稳定值28.83，方差为0.07，温度的九分位数为29.0，故设置环境阈值为30，是稳定值28.83向上取整+1,,,,,,
丽水,丽_B_云和云和县局,2F交换机房,C,已回退,的海悟空调拆掉了没有可控空调了算法关闭,2023/6/1,24-29,30.6,28.7,39,40,29,30,2,"['3805710','3805711']",['3805712'],['3805688'],,该机房为C类机房，环境温度的最大值28.7低于管控上限值30，环境温度存在稳定值28.15，方差为0.03，温度的九分位数为28.3，故设置环境阈值为30，是稳定值28.15向上取整+1,,,,,,
丽水,丽_B_云和云和县局,4F传输机房,C,,,2023/6/1,24-29,36.4,29.9,39,40,29,30,3,"['3805703','3805704','3805705','3805706','3805707','3805708','3805709*3805703']",['3805709'],"['3805693','3805695']",,该机房为C类机房，环境温度的最大值29.9低于管控上限值30，环境温度存在稳定值28.81，方差为0.71，温度的九分位数为29.6，故设置环境阈值为30，是稳定值28.81向上取整+1,,,,,,
台州,台_C_路桥老局,2F综合机房,C,,,2023/6/1,25-29,40.2,25.9,42,43,34,28,3,"['3796425','3796426','3796427','3796428','3796429','3796429*3796428','3796430','3796431']",['158643'],"['158636','158638']",,该机房为C类机房，环境温度的最大值25.9低于管控值28，环境温度存在稳定值24.87，方差为0.25，温度的九分位数为25.4，故设置环境阈值为28，等于管控值28,,,,,,
台州,台_C_温岭横街局,2F综合机房,C,,,2023/6/1,24-29,28,26.6,39,40,29,28,4,"['3793635','3793635*3793636']","['160159','3793634']","['3793630','3793631','3793632']",,该机房为C类机房，环境温度的最大值26.6低于管控值28，环境温度存在稳定值25.92，方差为0.1，温度的九分位数为26.35，故设置环境阈值为28，等于管控值28,,,,,,
台州,台_C_温岭横街局,3F综合机房,C,,,2023/6/1,25-29,34.4,29.6,39,40,29,30,3,"['3794418','3794419','3794420','3794421']","['160161','3794423']","['3794416','3794417']",,该机房为C类机房，环境温度的最大值29.6低于管控上限值30，环境温度存在稳定值28.9，方差为0.08，温度的九分位数为29.25，故设置环境阈值为30，是稳定值28.9向上取整+1,,,,,,
金华,婺_A_金华城南局,枢纽楼3F省云资源池机房,A,已回退,送风控制，暂时回退,2023/6/1,22-28,25.2,25.3,39,40,34,26,6,"['3792317','3792318','3792319','3792320','3792321','3792321*3792324','3792322','3792323','3792325','3792326','3792327','3792328']",['39244'],"['46061','46068','46071','583987','583988']",,该机房为A类机房，环境温度的最大值25.3低于管控值26，环境温度存在稳定值24.88，方差为0.03，温度的九分位数为25.1，故设置环境阈值为26，等于管控值26,,,,,,
金华,婺_A_金华城南局,枢纽楼4F数据机房D02,A,,,2023/6/1,23-28,40.9,24,42,43,34,26,4,"['3794723','3794724','3794725','3794727','3794728','3794729','3794730','3794731','3794732','3794734','3794735']",['3794736'],"['584007','584008','584009']",,该机房为A类机房，环境温度的最大值24.0低于管控值26，环境温度存在稳定值21.91，方差为0.78，温度的九分位数为23.0，故设置环境阈值为26，等于管控值26,,,,,,
金华,婺_C_武义城南局,2F综合机房,C,,,2023/6/1,25-29,31.8,26.6,39,40,29,28,3,"['3799481','3799482','3799482*3799483','3799484']",['43300'],"['43294','43295']",,该机房为C类机房，环境温度的最大值26.6低于管控值28，环境温度存在稳定值26.15，方差为0.06，温度的九分位数为26.4，故设置环境阈值为28，等于管控值28,,,,,,
金华,婺_C_义乌江东局,3F综合机房,C,,,2023/6/1,24-29,43.2,28.1,45,46,29,29,3,"['3799195','3799196','3799197','3799198','3799199','3799200','3799200*3799201','3799201*3799202','3799202*3799203']",['40247'],"['490270','490271']",,该机房为C类机房，环境温度的最大值28.1低于管控上限值30，环境温度存在稳定值27.68，方差为0.04，温度的九分位数为27.8，故设置环境阈值为29，是稳定值27.68向上取整+1,,,,,,
金华,婺_D_永康芝英局,3F综合机房,D,,,2023/6/1,24-30,32.2,26.8,39,40,34,30,2,"['3805504','3805505','3805506','3805507']",['3845622'],['3805503'],,该机房为D类机房，环境温度的最大值26.8低于管控值30，环境温度存在稳定值26.11，方差为0.1，温度的九分位数为26.5，故设置环境阈值为30，等于管控值30,,,,,,
宁波,甬_A_海曙解北枢纽局,9F综合机房,A,,"1、多测点
2、6.6日发生回风温度告警，需将回风控制由30下降到29，北研算法人员修改
3、6.14号北研算法修改完成，重新打开AI，正常运行，更新状态记录",2023/6/1,24-28,26.7,23.7,39,40,34,26,3,['3832841'],['1357855'],"['1357781','1357782']",,该机房为A类机房，环境温度的最大值23.7低于管控值26，环境温度存在稳定值23.28，方差为0.03，温度的九分位数为23.5，故设置环境阈值为26，等于管控值26,,,,,,
宁波,甬_C_海曙启文局,2F综合机房,D,,,2023/6/1,24-30,31.1,26.6,39,40,34,30,3,"['3819367','3819368','3819369','3819370','3819371','3819372','3819373','3819374']",['1159119'],"['1159298','2575545']",,该机房为D类机房，环境温度的最大值26.6低于管控值30，环境温度存在稳定值24.51，方差为0.43，温度的九分位数为25.4，故设置环境阈值为30，等于管控值30,,,,,,
宁波,甬_C_江东明楼局,2F综合机房,C,已回退,1.0711因为缺失单测点阈值，控制过于严格，所以先回退,2023/6/1,23-29,41.6,28,59,60,34,28,4,"['1190644-26319226*3819701','3819689*3819700','3819690','3819691','3819692','3819693','3819694','3819695','3819696','3819698','3819699','3819700','3819701']","['1157590','1190644']","['1157566','1157567','3819682']",,该机房为C类机房，环境温度的最大值28.0低于管控上限值30，环境温度存在稳定值25.63，方差为0.15，温度的九分位数为26.1，故设置环境阈值为27，是稳定值25.63向上取整+1,,,,,,
宁波,甬_C_象山石浦局,3F综合机房,C,,,2023/6/1,24-29,30.2,29.6,39,40,34,30,5,['3838067'],"['1199656','3838071']","['1199634','1199635','3838051','3838052']",,该机房为C类机房，环境温度的最大值29.6低于管控上限值30，环境温度存在稳定值28.72，方差为0.19，温度的九分位数为29.2，故设置环境阈值为30，是稳定值28.72向上取整+1,,,,,,
宁波,甬_C_余姚城南母局,2F综合机房,C,,,2023/6/1,23-29,27.6,25.2,39,40,34,28,3,['3836579'],['1333233'],"['1333211','1333212']",,该机房为C类机房，环境温度的最大值25.2低于管控值28，环境温度存在稳定值24.55，方差为0.15，温度的九分位数为25.0，故设置环境阈值为28，等于管控值28,,,,,,
宁波,甬_D_慈溪浒山局,3F传输机房,D,,,2023/6/1,23-30,29.7,27.8,39,40,34,30,3,"['3805445','3805446','3805447','3805448','3805449','3805450']",['208825'],"['3805440','3805441']",,该机房为D类机房，环境温度的最大值27.8低于管控值30，环境温度存在稳定值24.05，方差为0.52，温度的九分位数为25.0，故设置环境阈值为30，等于管控值30,,,,,,
宁波,甬_D_慈溪浒山局,4F数据机房,D,,,2023/6/1,23-30,29.5,26.5,39,40,34,30,3,"['3805451','3805452','3805453','3805453*3805455','3805454','3805455*3805462','3805456','3805457','3805457*3805458','3805458','3805459','3805460','3805461']",['208826'],"['3805442','3805444']",,该机房为D类机房，环境温度的最大值26.5低于管控值30，环境温度不存在稳定值，温度均值为23.72，方差为1.73，且温度的九分位数为26.0，故设置环境阈值为30，等于管控值30,,,,,,
宁波,甬_D_奉化开发区局,1F综合机房,D,,,2023/6/1,24-30,28.3,28.8,39,40,34,30,4,['3822995'],['2529905'],"['3788351','3788352','3789599']",,该机房为D类机房，环境温度的最大值28.8低于管控值30，环境温度存在稳定值26.64，方差为0.52，温度的九分位数为28.1，故设置环境阈值为30，等于管控值30,,,,,,
宁波,甬_D_高新甬江局,2F综合机房,C,已回退,1.0711局方说电力负荷现在比较高,2023/6/1,24-29,37.6,31,39,40,34,31,4,"['3819733','3819734','3819735','3819736','3819737','3819738','3819738*3819735','3819740','3879739*3819736']",['1157776'],"['1157752','1157753','1157754']",1,该机房为C类机房，环境温度的最大值31.0，超过管控上限30比例大于50%同时小于10%，环境温度存在稳定值29.56，方差为0.21，温度的九分位数为30.0，稳定值29.56/九分位数30.0逼近管控上限30，控制，但非强化,,,,,,
嘉兴,禾_C_海盐城北局,1F电池室（动力机房）,C,,,2023/6/2,25-29,,26.4,39,40,29,28,2,[],['3847041'],['10235'],,该机房为C类机房，环境温度的最大值26.4低于管控值28，环境温度存在稳定值25.95，方差为0.01，温度的九分位数为26.1，故设置环境阈值为28，等于管控值28,,,,,,
衢州,衢_A_衢州南街局,1F电力室,B,,,2023/6/2,24-28,,27,59,60,29,28,3,[],['21518'],"['3815074','3815075']",,该机房为B类机房，环境温度的最大值27.0低于管控上限值29，环境温度存在稳定值24.04，方差为0.98，温度的九分位数为24.9，故设置环境阈值为26，是稳定值24.04向上取整+1,,,,,,
宁波,甬_A_海曙解北枢纽局,6F综合机房,A,已回退,"1、多测点
2、6.6日因为9F综合机房发生回风告警，6F告警温度低，以防发生告警，先暂时回退。",2023/6/2,23-28,41.7,24.95,43,44,34,26,9,"['3797720-57004062*3832922*3832925*3832925*3832927','3832920','3832921','3832922','3832923','3832924','3832926','3832926*3832928','3832927','3832929']","['1357867','3797720']","['1357779','1357780','1357785','3832899','3836684','3836685','3836686','3836687']",,该机房为A类机房，环境温度的最大值24.95低于管控值26，环境温度存在稳定值23.42，方差为0.05，温度的九分位数为23.7，故设置环境阈值为26，等于管控值26,,,,,,
宁波,甬_C_宁海中街母局,1F电力电池室,C,,,2023/6/2,25-29,,28.9,39,40,34,30,2,[],['1203113'],['3838168'],,该机房为C类机房，环境温度的最大值28.9低于管控上限值30，环境温度存在稳定值28.47，方差为0.16，温度的九分位数为28.8，故设置环境阈值为30，是稳定值28.47向上取整+1,,,,,,
宁波,甬_C_宁海中街母局,1F电力室,C,,,2023/6/2,26-29,,27.8,39,40,34,28,3,[],['1203106'],"['3838166','3838167']",,该机房为C类机房，环境温度的最大值27.8低于管控值28，环境温度存在稳定值25.42，方差为0.65，温度的九分位数为27.2，故设置环境阈值为28，等于管控值28,,,,,,
宁波,甬_C_宁海中街母局,3F传输机房,C,,,2023/6/2,25-29,29.8,26.9,39,40,34,28,5,"['1203108-26643950*3838258-58095078','1203108-26643951*3838258-58095078','3838255','3838255-58095072','3838256-58095074','3838257-58095076','3838257-58095076*3838260-58095084','3838258','3838259-58095081']",['1203108'],"['3838236','3838237','3838238','3838239']",,该机房为C类机房，环境温度的最大值26.9低于管控值28，环境温度存在稳定值26.12，方差为0.23，温度的九分位数为26.6，故设置环境阈值为28，等于管控值28,,,,,,
湖州,湖_B_吴兴红旗母局,1FT01机房,B,已回退,"空调3818986、3818994、3818995设定回风相差3+
局方认为空调温度设置过高，该机房应该控制在24度以下。目前暂时回退，待确定管控方案后再进行部署。",2023/6/7,23-28,32.8,24.3,39,40,29,27,13,"['3819020','3819021','3819022','3819022*3819021','3819023','3819024','3819025','3819026','3819026*3819027','3819027']","['3819028','3842114']","['3818984','3818985','3818986','3818987','3818988','3818989','3818990','3818991','3818992','3818993','3818994','3818995']",,该机房为B类机房，环境温度的最大值24.3低于管控值27，环境温度存在稳定值23.52，方差为0.08，温度的九分位数为23.85，故设置环境阈值为27，等于管控值27,,,,,,
湖州,湖_C_德清武康母局,3FZ01机房,C,,,2023/6/7,23-29,38,28.3,39,40,29,29,4,"['3830028-57930878','3830029-57930884','3830031-57930896','3830032-57930902','3830033-57930908','3830034-57930914']",['3830030'],"['3830004','3841004','3841005']",,该机房为C类机房，环境温度的最大值28.3低于管控上限值30，环境温度存在稳定值27.92，方差为0.06，温度的九分位数为28.2，故设置环境阈值为29，是稳定值27.92向上取整+1,,,,,,
丽水,丽_C_龙泉水南局,4F综合机房,D,,,2023/6/7,25-30,33.1,31.5,39,40,29,32,3,"['3805608-57275868','3805609-57275872','3805610-57275876']",['3805607'],"['3805604','3805605']",,该机房为D类机房，环境温度的最大值31.5低于管控上限值35，环境温度存在稳定值30.38，方差为0.38，温度的九分位数为31.3，故设置环境阈值为32，是稳定值30.38向上取整+1,,,,,,
绍兴,绍_B_绍兴城中AI局,20F接口局机房,B,,,2023/6/7,24-28,34,24.1,39,40,29,27,3,"['3812325','3812326','3812327','3812328']",['70590'],"['3812281','3812282']",,该机房为B类机房，环境温度的最大值24.1低于管控值27，环境温度存在稳定值22.71，方差为0.13，温度的九分位数为23.3，故设置环境阈值为27，等于管控值27,,,,,,
舟山,舟_D_普陀虾峙局,2F综合机房,D,,,2023/6/7,24-30,30.8,27.7,39,40,29,30,2,"['3813762','3813763','3813764']",['1947303'],['3839073'],,该机房为D类机房，环境温度的最大值27.7低于管控值30，环境温度存在稳定值26.82，方差为0.2，温度的九分位数为27.4，故设置环境阈值为30，等于管控值30,,,,,,
温州,温_C_瑞安莘塍局,2F程控机房,C,,,2023/6/9,24-29,31.5,28.9,39,40,31,33,3,"['3824835-57837211','3824835-57837211*3824835-57837212','3824835-57837212','3824835-57837213','3824835-57837214','3824835-57837215','3824835-57837217','3824835-57837218','3824835-57837220','3824835-57837221','3824835-57837222*3824835-57837216']",['3824835'],"['3824833','3824834']",,该机房为C类机房，环境温度的最大值28.9低于管控上限值30，环境温度存在稳定值28.8，方差为0.0，温度的九分位数为28.83，故设置环境阈值为30，是稳定值28.8向上取整+1,,,,,,
温州,温_C_瑞安万松局,5F传输机房,C,已回退,失败率过高,2023/6/9,22-29,35.8,30.6,39,40,29,32,2,"['3827603-57897707','3827603-57897708','3827603-57897709','3827603-57897710','3827603-57897711','3827603-57897712','3827603-57897713','3827603-57897714','3827603-57897714*3827603-57897712','3827603-57897715','3827603-57897716','3827603-57897718','3827603-57897719']",['3827603'],['3827602'],1,该机房为C类机房，环境温度的最大值30.6，超过管控上限30的比例大于50%，环境温度存在稳定值30.42，方差为nan，温度的九分位数为nan，请将问题上报给浙邮。,,,,,,
金华,婺_DJ_武义柳城局,2F综合机房,D,,,2023/6/9,26-30,28.6,27.2,39,40,29,30,2,"['3805371-57271431','3805372-57271437','3805373-57271443']",['43316'],['3805370'],,该机房为D类机房，环境温度的最大值27.2低于管控值30，环境温度存在稳定值27.1，方差为0.0，温度的九分位数为27.17，故设置环境阈值为30，等于管控值30,,,,,,
衢州,衢_A_衢州南街局,6F3#数据机房,B,,2023/2/17开启后因环境温度高回退,2023/6/13,25-28,30.1,25.82,39,40,29,27,4,"['3803340','3803341','3803342','3803345','3803346','3803346*3803345','3803347','3803348']","['3803339','3803343','3803344','3803349']","['21503','545673','545674']",,该机房为B类机房，环境温度的最大值25.82低于管控值27，环境温度存在稳定值24.92，方差为0.24，温度的九分位数为25.57，故设置环境阈值为27，等于管控值27,,,,,,
