,time,room_id,acu_id,setting_t,setting_h,cp_status,fan_speed,return_t,fd_status,fd_degree,mode,temp,group_temp,active_power,outdoor_t,outdoor_h
99,2021042302,15,983067,24,50,1,45.9,24.2,1,100,1,30.6,"[22.59375, 22.59375, 21.59375, 24.296875, 23.5, 23.5, 26.796875, 29.296875, 30.59375]",32.671936,17.2,17.7
100,2021042302,15,983065,24,50,1,73.7,24.9,1,100,1,24.3,"[21.59375, 20.0, 23.59375, 21.0, 23.796875, 23.40625, 24.296875, 22.90625, 23.59375, 22.5, 22.5, 16.203125]",6.492875,17.2,17.7
101,2021042302,15,983064,24,50,1,94.1,26.2,1,100,1,32.4,"[26.0, 29.0, 30.09375, 31.09375, 32.40625, 30.59375, 30.0, 28.296875, 29.40625]",33.593,17.2,17.7
102,2021042302,15,983059,24,50,1,49.4,25.3,1,100,1,31.3,"[24.0, 25.59375, 24.796875, 27.90625, 27.796875, 31.296875, 30.90625, 28.59375, 28.09375, 25.296875]",10.7065,17.2,17.7
103,2021042302,14,917752,24,50,1,40,24.4,1,100,1,32.3,"[23.59375, 24.09375, 25.40625, 31.296875, 29.59375, 30.296875, 32.3125, 28.796875, 26.703125, 25.296875, 22.90625, 21.09375, 22.796875, 25.296875, 22.59375, 22.296875, 25.0, 23.0]",31.308874,17.2,17.7
104,2021042302,14,917751,24,50,1,40,24.7,1,100,1,30.0,"[26.40625, 25.40625, 26.59375, 28.0, 29.40625, 30.0, 27.90625, 28.796875, 29.296875, 25.796875]",21.7545,17.2,17.7
105,2021042302,14,917750,24,50,1,80,25.1,1,100,1,32.3,"[32.3125, 29.5, 25.796875, 23.703125, 23.90625, 25.203125, 23.5, 22.59375, 22.0, 20.796875]",12.205375,17.2,17.7
106,2021042302,15,983069,24,50,1,94.9,25.8,1,100,1,29.9,"[27.0, 28.40625, 29.90625, 29.703125, 26.5, 26.09375, 22.796875, 23.203125, 23.796875, 23.59375, 26.0, 26.296875, 26.296875, 28.203125, 29.59375, 25.5, 22.40625, 24.09375, 24.796875, 24.203125]",3.99075,17.2,17.7
107,2021042302,15,983063,24,50,1,85.9,26.1,1,100,1,30.7,"[27.703125, 30.703125, 28.5, 28.703125, 27.703125, 26.09375, 25.0, 23.90625]",11.539,17.2,17.7
108,2021042302,15,983070,24,50,1,58.4,21.1,1,100,1,28.6,"[28.59375, 28.203125, 28.40625, 27.5, 26.5, 26.703125, 26.796875, 26.0, 24.59375, 23.5, 24.296875, 24.09375, 24.5, 24.703125, 26.09375, 27.59375, 28.5, 25.59375]",17.2575,17.2,17.7
