,time,room_id,acu_id,setting_t,setting_h,cp_status,fan_speed,return_t,fd_status,fd_degree,mode,temp,group_temp,active_power,acu_power,outdoor_t,outdoor_h
0,2021030109,HXXID5,艾特网能空调1709,25.0,60.0,1,51.0,26.2,1,29.0,1,25.98333333333333,"[25.3, 23.5, 25.0, 26.0, 26.6, 25.4, 25.6, 28.0, 28.5, 25.8, 26.2, 25.9]",3.65728,2.050598,23.0,73.0
1,2021030109,HXXID5,艾特网能空调1704,25.0,50.0,1,53.0,26.4,1,38.0,1,25.552000000000003,"[24.09, 24.3, 25.2, 25.5, 25.6, 25.3, 25.3, 24.09, 26.3, 27.5, 27.7, 27.6, 25.5, 25.4, 23.9]",14.66568,2.214052,23.0,73.0
2,2021030109,HXXID5,艾特网能空调1705,25.0,50.0,0,0.0,25.4,0,0.0,1,24.835294117647067,"[24.8, 24.3, 24.2, 24.4, 24.1, 25.5, 24.0, 25.6, 25.3, 25.4, 25.5, 25.3, 25.3, 25.1, 24.6, 24.7, 24.1]",3.6953400000000003,0.022347,23.0,73.0
3,2021030109,HXXID5,艾特网能空调1706,25.0,50.0,1,53.0,26.4,1,36.0,1,24.73,"[25.1, 23.6, 24.5, 23.3, 23.6, 23.5, 24.09, 24.3, 24.3, 24.7, 29.2, 27.2, 24.1]",4.31276,2.145356,23.0,73.0
4,2021030109,HXXID5,艾特网能空调1707,25.0,50.0,0,0.0,25.7,0,0.0,1,22.849374999999995,"[22.3, 22.1, 22.3, 22.6, 22.8, 23.3, 24.5, 22.7, 23.3, 22.6, 23.2, 22.0, 22.5, 22.4, 22.9, 24.09]",16.33176,0.0,23.0,73.0
5,2021030109,HXXID5,艾特网能空调1708,25.0,50.0,1,58.0,25.9,1,28.0,1,24.492941176470588,"[24.6, 22.8, 23.5, 25.0, 27.0, 24.09, 25.0, 25.0, 23.3, 24.7, 24.5, 23.8, 24.2, 24.3, 24.09, 24.8, 25.7]",9.45452,,23.0,73.0
6,2021030109,HXXID5,艾特网能空调1710,25.0,50.0,0,0.0,25.9,0,0.0,1,25.964705882352945,"[29.6, 27.0, 27.0, 34.4, 23.8, 24.1, 23.6, 23.8, 25.8, 26.4, 26.5, 26.0, 24.5, 24.3, 25.5, 25.3, 23.8]",13.941130000000003,,23.0,73.0
7,2021030109,HXXID5,艾特网能空调1703,24.0,50.0,1,75.0,25.6,1,41.0,1,24.800000000000004,"[23.5, 24.3, 25.3, 23.8, 25.0, 25.1, 24.8, 26.3, 24.8, 24.0, 24.5, 26.0, 25.0]",17.09922,5.193428,23.0,73.0
8,2021030110,HXXID5,艾特网能空调1703,24.0,50.0,1,75.0,25.5,1,41.0,1,24.815384615384616,"[23.5, 24.3, 25.3, 23.8, 25.0, 25.1, 24.9, 26.3, 24.8, 24.1, 24.5, 26.0, 25.0]",17.09922,5.193428,23.3,72.0
9,2021030110,HXXID5,艾特网能空调1705,25.0,50.0,0,0.0,25.4,0,0.0,1,24.82352941176471,"[24.8, 24.3, 24.1, 24.3, 24.1, 25.6, 24.1, 25.6, 25.3, 25.4, 25.4, 25.3, 25.3, 25.0, 24.6, 24.7, 24.1]",3.6953400000000003,0.022347,23.3,72.0
10,2021030110,HXXID5,艾特网能空调1706,25.0,50.0,1,52.0,26.3,1,36.0,1,24.77615384615385,"[25.1, 23.6, 24.5, 23.1, 23.6, 23.8, 24.09, 24.6, 24.5, 24.8, 29.1, 27.2, 24.1]",4.31276,2.145356,23.3,72.0
11,2021030110,HXXID5,艾特网能空调1707,25.0,50.0,0,0.0,25.7,0,0.0,1,22.843125,"[22.3, 22.1, 22.3, 22.6, 22.8, 23.3, 24.4, 22.7, 23.3, 22.6, 23.3, 21.9, 22.5, 22.3, 23.0, 24.09]",16.33176,0.0,23.3,72.0
12,2021030110,HXXID5,艾特网能空调1708,25.0,50.0,1,58.0,25.9,1,29.0,1,24.51058823529412,"[24.9, 22.9, 23.5, 24.9, 27.0, 24.09, 25.0, 25.0, 23.3, 24.7, 24.5, 23.8, 24.3, 24.3, 24.09, 24.8, 25.6]",9.453520000000001,,23.3,72.0
13,2021030110,HXXID5,艾特网能空调1709,25.0,60.0,1,52.0,26.2,1,34.0,1,25.991666666666664,"[25.3, 23.6, 25.0, 26.0, 26.6, 25.3, 25.6, 28.2, 28.3, 25.8, 26.3, 25.9]",3.65728,2.050598,23.3,72.0
14,2021030110,HXXID5,艾特网能空调1710,25.0,50.0,0,0.0,26.0,0,0.0,1,25.988235294117647,"[29.8, 27.0, 27.0, 34.4, 23.8, 24.1, 23.6, 23.9, 25.8, 26.5, 26.4, 26.0, 24.6, 24.3, 25.6, 25.2, 23.8]",13.941130000000003,,23.3,72.0
15,2021030110,HXXID5,艾特网能空调1704,25.0,50.0,1,53.0,26.4,1,38.0,1,25.552000000000003,"[24.09, 24.4, 25.1, 25.5, 25.6, 25.3, 25.3, 24.09, 26.3, 27.5, 27.7, 27.6, 25.5, 25.4, 23.9]",14.66568,2.214052,23.3,72.0
16,2021030111,HXXID5,艾特网能空调1705,25.0,50.0,0,0.0,25.4,0,0.0,1,24.788235294117648,"[24.6, 24.3, 24.2, 24.5, 24.2, 25.5, 24.1, 25.5, 25.3, 25.2, 25.3, 25.1, 25.1, 24.9, 24.5, 24.8, 24.3]",3.6953400000000003,0.022347,23.9,70.4
17,2021030111,HXXID5,艾特网能空调1706,25.0,50.0,1,53.0,26.4,1,36.0,1,24.853076923076927,"[25.1, 23.8, 24.6, 23.5, 23.6, 23.8, 24.09, 24.6, 24.5, 24.8, 29.3, 27.3, 24.1]",4.31276,2.145356,23.9,70.4
18,2021030111,HXXID5,艾特网能空调1707,25.0,50.0,0,0.0,25.8,0,0.0,1,22.830625,"[22.3, 22.1, 22.3, 22.6, 22.8, 23.2, 24.3, 22.7, 23.3, 22.5, 23.3, 22.0, 22.5, 22.3, 23.0, 24.09]",16.33176,0.0,23.9,70.4
19,2021030111,HXXID5,艾特网能空调1704,25.0,50.0,1,53.0,26.4,1,38.0,1,25.485333333333337,"[24.09, 24.1, 25.1, 25.5, 25.6, 25.3, 25.0, 24.09, 26.3, 27.3, 27.6, 27.6, 25.5, 25.3, 23.9]",14.66568,2.214052,23.9,70.4
20,2021030111,HXXID5,艾特网能空调1709,25.0,60.0,1,52.0,26.2,1,33.0,1,25.974999999999998,"[25.3, 23.6, 25.0, 26.0, 26.6, 25.3, 25.6, 28.1, 28.3, 25.8, 26.2, 25.9]",3.65728,2.050598,23.9,70.4
21,2021030111,HXXID5,艾特网能空调1708,25.0,50.0,1,56.0,25.9,1,28.0,1,24.504705882352944,"[25.5, 22.8, 23.5, 24.8, 27.0, 24.09, 24.8, 25.0, 23.3, 24.6, 24.4, 23.8, 24.3, 24.3, 24.09, 24.8, 25.5]",9.45452,,23.9,70.4
22,2021030111,HXXID5,艾特网能空调1703,24.0,50.0,1,75.0,25.5,1,41.0,1,24.792307692307695,"[23.4, 24.3, 25.3, 23.8, 25.0, 25.1, 24.8, 26.4, 24.8, 24.0, 24.4, 26.0, 25.0]",17.09922,5.193428,23.9,70.4
23,2021030111,HXXID5,艾特网能空调1710,25.0,50.0,0,0.0,25.9,0,0.0,1,25.952941176470592,"[29.5, 27.1, 26.8, 34.4, 23.7, 24.1, 23.6, 23.8, 25.7, 26.5, 26.5, 26.0, 24.6, 24.3, 25.5, 25.3, 23.8]",13.941130000000003,,23.9,70.4
24,2021030112,HXXID5,艾特网能空调1704,25.0,50.0,1,56.0,26.7,1,46.0,1,25.452,"[24.09, 24.3, 24.8, 25.2, 25.4, 25.0, 25.1, 24.09, 26.3, 27.4, 27.5, 27.4, 25.5, 25.6, 24.1]",14.66568,2.214052,25.6,68.0
25,2021030112,HXXID5,艾特网能空调1705,25.0,50.0,0,0.0,25.4,0,0.0,1,24.647058823529417,"[24.6, 24.1, 24.2, 24.4, 24.1, 25.5, 24.1, 25.5, 24.9, 25.0, 25.2, 24.8, 24.8, 24.9, 24.3, 24.6, 24.0]",3.6953400000000003,0.022347,25.6,68.0
26,2021030112,HXXID5,艾特网能空调1706,25.0,50.0,1,53.0,26.4,1,38.0,1,24.83769230769231,"[25.3, 23.7, 24.5, 23.5, 23.6, 23.6, 24.09, 24.5, 24.5, 24.8, 29.4, 27.3, 24.1]",4.31276,2.145356,25.6,68.0
27,2021030112,HXXID5,艾特网能空调1707,25.0,50.0,0,0.0,25.8,0,0.0,1,23.480624999999996,"[23.2, 22.9, 23.0, 23.0, 23.1, 24.6, 24.6, 23.8, 23.9, 23.9, 23.9, 22.6, 22.9, 22.9, 23.3, 24.09]",16.33176,0.0,25.6,68.0
